# _root_ In composite trading on the New York Stock Exchange , the company closed at $ 25.25 a share , down 25 cents .
#goldHeads=13,3,1,3,9,9,9,9,4,13,12,13,0,13,14,15,18,15,13,13,22,20,13,
#predictedHeads=13,3,1,3,9,9,9,9,4,13,12,13,0,13,14,15,18,15,13,13,22,20,13,
(9,6),(9,13),-0.00871502 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.0587033 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.0153366 # DEPENDENCYPART_SIBL
(9,6),(9,18),-0.0279314 # DEPENDENCYPART_SIBL
(9,6),(9,19),-0.045617 # DEPENDENCYPART_SIBL
(9,6),(9,20),-0.0064738 # DEPENDENCYPART_SIBL
(9,6),(9,22),-0.0289809 # DEPENDENCYPART_SIBL
(9,6),(9,23),-0.0296535 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.12415 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0442064 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0565027 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.0242953 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.0187833 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.0566793 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.0168627 # DEPENDENCYPART_SIBL
(9,7),(9,18),0.0131298 # DEPENDENCYPART_SIBL
(9,7),(9,19),-0.0442064 # DEPENDENCYPART_SIBL
(9,7),(9,20),0.00982172 # DEPENDENCYPART_SIBL
(9,7),(9,22),-0.030259 # DEPENDENCYPART_SIBL
(9,7),(9,23),-0.0143859 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0315974 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0653725 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.00298969 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.0379099 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0816897 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.0180916 # DEPENDENCYPART_SIBL
(9,8),(9,18),-0.00842024 # DEPENDENCYPART_SIBL
(9,8),(9,19),-0.0315974 # DEPENDENCYPART_SIBL
(9,8),(9,20),-0.00912918 # DEPENDENCYPART_SIBL
(9,8),(9,22),-0.0327523 # DEPENDENCYPART_SIBL
(9,8),(9,23),0.00600901 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0154869 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.0258483 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0112485 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0054979 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.00557542 # DEPENDENCYPART_SIBL
(9,10),(9,18),-0.0211773 # DEPENDENCYPART_SIBL
(9,10),(9,19),-0.0124272 # DEPENDENCYPART_SIBL
(9,10),(9,20),0.0903754 # DEPENDENCYPART_SIBL
(9,10),(9,22),0.0561597 # DEPENDENCYPART_SIBL
(9,10),(9,23),-0.00494578 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.0171189 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.00401877 # DEPENDENCYPART_SIBL
(9,11),(9,14),0.0312903 # DEPENDENCYPART_SIBL
(9,11),(9,15),0.0470081 # DEPENDENCYPART_SIBL
(9,11),(9,18),-0.00130744 # DEPENDENCYPART_SIBL
(9,11),(9,19),0.00225272 # DEPENDENCYPART_SIBL
(9,11),(9,20),0.0311408 # DEPENDENCYPART_SIBL
(9,11),(9,22),0.0305004 # DEPENDENCYPART_SIBL
(9,11),(9,23),-0.0131392 # DEPENDENCYPART_SIBL
(9,12),(9,13),0.00553258 # DEPENDENCYPART_SIBL
(9,12),(9,14),0.0566429 # DEPENDENCYPART_SIBL
(9,12),(9,15),0.0748004 # DEPENDENCYPART_SIBL
(9,12),(9,18),-0.0622479 # DEPENDENCYPART_SIBL
(9,12),(9,19),0.0649959 # DEPENDENCYPART_SIBL
(9,12),(9,20),0.0773064 # DEPENDENCYPART_SIBL
(9,12),(9,22),0.0486041 # DEPENDENCYPART_SIBL
(9,12),(9,23),0.0929004 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.00210283 # DEPENDENCYPART_SIBL
(9,13),(9,15),0.00932585 # DEPENDENCYPART_SIBL
(9,13),(9,18),-0.0512523 # DEPENDENCYPART_SIBL
(9,13),(9,19),0.0415993 # DEPENDENCYPART_SIBL
(9,13),(9,20),-0.00923063 # DEPENDENCYPART_SIBL
(9,13),(9,22),-0.0173189 # DEPENDENCYPART_SIBL
(9,13),(9,23),0.00175852 # DEPENDENCYPART_SIBL
(9,14),(9,15),0.043865 # DEPENDENCYPART_SIBL
(9,14),(9,18),0.0208656 # DEPENDENCYPART_SIBL
(9,14),(9,19),0.0241134 # DEPENDENCYPART_SIBL
(9,14),(9,20),0.0631361 # DEPENDENCYPART_SIBL
(9,14),(9,22),0.00406589 # DEPENDENCYPART_SIBL
(9,14),(9,23),0.0516422 # DEPENDENCYPART_SIBL
(9,15),(9,18),0.03744 # DEPENDENCYPART_SIBL
(9,15),(9,19),0.0634199 # DEPENDENCYPART_SIBL
(9,15),(9,20),0.0538828 # DEPENDENCYPART_SIBL
(9,15),(9,22),-0.0177773 # DEPENDENCYPART_SIBL
(9,15),(9,23),0.0985332 # DEPENDENCYPART_SIBL
(9,18),(9,19),0.0939723 # DEPENDENCYPART_SIBL
(9,18),(9,20),0.0702199 # DEPENDENCYPART_SIBL
(9,18),(9,22),0.023608 # DEPENDENCYPART_SIBL
(9,18),(9,23),0.107774 # DEPENDENCYPART_SIBL
(9,19),(9,20),0.0903754 # DEPENDENCYPART_SIBL
(9,19),(9,22),0.0561597 # DEPENDENCYPART_SIBL
(9,19),(9,23),-0.00494578 # DEPENDENCYPART_SIBL
(9,20),(9,22),0.0656457 # DEPENDENCYPART_SIBL
(9,20),(9,23),0.0450605 # DEPENDENCYPART_SIBL
(9,22),(9,23),0.0184712 # DEPENDENCYPART_SIBL
(12,4),(12,5),-0.100083 # DEPENDENCYPART_SIBL
(12,4),(12,6),-0.0686126 # DEPENDENCYPART_SIBL
(12,4),(12,7),-0.0643655 # DEPENDENCYPART_SIBL
(12,4),(12,8),-0.0329705 # DEPENDENCYPART_SIBL
(12,4),(12,9),-0.0269486 # DEPENDENCYPART_SIBL
(12,4),(12,10),0.026652 # DEPENDENCYPART_SIBL
(12,4),(12,11),-0.100083 # DEPENDENCYPART_SIBL
(12,4),(12,13),-0.0596761 # DEPENDENCYPART_SIBL
(12,4),(12,14),-0.00803452 # DEPENDENCYPART_SIBL
(12,4),(12,15),0.00726976 # DEPENDENCYPART_SIBL
(12,4),(12,18),-0.0517484 # DEPENDENCYPART_SIBL
(12,4),(12,20),-0.0553587 # DEPENDENCYPART_SIBL
(12,4),(12,22),-0.0212246 # DEPENDENCYPART_SIBL
(12,5),(12,6),0.0512754 # DEPENDENCYPART_SIBL
(12,5),(12,7),0.0334475 # DEPENDENCYPART_SIBL
(12,5),(12,8),0.11703 # DEPENDENCYPART_SIBL
(12,5),(12,9),0.0839069 # DEPENDENCYPART_SIBL
(12,5),(12,10),0.0451373 # DEPENDENCYPART_SIBL
(12,5),(12,11),-0.65702 # DEPENDENCYPART_SIBL
(12,5),(12,13),0.115572 # DEPENDENCYPART_SIBL
(12,5),(12,14),-0.188135 # DEPENDENCYPART_SIBL
(12,5),(12,15),-0.178784 # DEPENDENCYPART_SIBL
(12,5),(12,18),-0.0776216 # DEPENDENCYPART_SIBL
(12,5),(12,20),-0.0877224 # DEPENDENCYPART_SIBL
(12,5),(12,22),-0.152394 # DEPENDENCYPART_SIBL
(12,6),(12,7),0.0555696 # DEPENDENCYPART_SIBL
(12,6),(12,8),0.118171 # DEPENDENCYPART_SIBL
(12,6),(12,9),0.137025 # DEPENDENCYPART_SIBL
(12,6),(12,10),0.112641 # DEPENDENCYPART_SIBL
(12,6),(12,11),-0.228642 # DEPENDENCYPART_SIBL
(12,6),(12,13),0.109628 # DEPENDENCYPART_SIBL
(12,6),(12,14),-0.0480254 # DEPENDENCYPART_SIBL
(12,6),(12,15),0.0423105 # DEPENDENCYPART_SIBL
(12,6),(12,18),0.0387828 # DEPENDENCYPART_SIBL
(12,6),(12,20),0.0524676 # DEPENDENCYPART_SIBL
(12,6),(12,22),0.0290246 # DEPENDENCYPART_SIBL
(12,7),(12,8),0.0845406 # DEPENDENCYPART_SIBL
(12,7),(12,9),0.102262 # DEPENDENCYPART_SIBL
(12,7),(12,10),0.0435438 # DEPENDENCYPART_SIBL
(12,7),(12,11),-0.236765 # DEPENDENCYPART_SIBL
(12,7),(12,13),-0.000733928 # DEPENDENCYPART_SIBL
(12,7),(12,14),-0.13532 # DEPENDENCYPART_SIBL
(12,7),(12,15),-0.0711904 # DEPENDENCYPART_SIBL
(12,7),(12,18),-0.0370272 # DEPENDENCYPART_SIBL
(12,7),(12,20),-0.0282353 # DEPENDENCYPART_SIBL
(12,7),(12,22),-0.0755502 # DEPENDENCYPART_SIBL
(12,8),(12,9),0.0612877 # DEPENDENCYPART_SIBL
(12,8),(12,10),0.0361142 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.242611 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.0538096 # DEPENDENCYPART_SIBL
(12,8),(12,14),-0.166065 # DEPENDENCYPART_SIBL
(12,8),(12,15),-0.0776048 # DEPENDENCYPART_SIBL
(12,8),(12,18),-0.0491394 # DEPENDENCYPART_SIBL
(12,8),(12,20),-0.0482129 # DEPENDENCYPART_SIBL
(12,8),(12,22),-0.0857955 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.0305117 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.251942 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.0276221 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.146477 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.0881071 # DEPENDENCYPART_SIBL
(12,9),(12,18),-0.0663005 # DEPENDENCYPART_SIBL
(12,9),(12,20),-0.0440015 # DEPENDENCYPART_SIBL
(12,9),(12,22),-0.0854582 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.031785 # DEPENDENCYPART_SIBL
(12,10),(12,13),0.0670712 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.019372 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.0260187 # DEPENDENCYPART_SIBL
(12,10),(12,18),-0.0237674 # DEPENDENCYPART_SIBL
(12,10),(12,20),0.0193918 # DEPENDENCYPART_SIBL
(12,10),(12,22),-0.0216968 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.115572 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.188135 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.178784 # DEPENDENCYPART_SIBL
(12,11),(12,18),-0.0776216 # DEPENDENCYPART_SIBL
(12,11),(12,20),-0.0877224 # DEPENDENCYPART_SIBL
(12,11),(12,22),-0.152394 # DEPENDENCYPART_SIBL
(12,13),(12,14),0.0241123 # DEPENDENCYPART_SIBL
(12,13),(12,15),0.013313 # DEPENDENCYPART_SIBL
(12,13),(12,18),0.0163813 # DEPENDENCYPART_SIBL
(12,13),(12,20),0.00252539 # DEPENDENCYPART_SIBL
(12,13),(12,22),0.00804922 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.0135431 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.0200573 # DEPENDENCYPART_SIBL
(12,14),(12,20),0.02447 # DEPENDENCYPART_SIBL
(12,14),(12,22),0.00423774 # DEPENDENCYPART_SIBL
(12,15),(12,18),0.162118 # DEPENDENCYPART_SIBL
(12,15),(12,20),0.0715006 # DEPENDENCYPART_SIBL
(12,15),(12,22),0.0185024 # DEPENDENCYPART_SIBL
(12,18),(12,20),-0.0186939 # DEPENDENCYPART_SIBL
(12,18),(12,22),-0.0418868 # DEPENDENCYPART_SIBL
(12,20),(12,22),0.0448817 # DEPENDENCYPART_SIBL
(13,1),(13,3),0.0115922 # DEPENDENCYPART_SIBL
(13,1),(13,4),0.067523 # DEPENDENCYPART_SIBL
(13,1),(13,5),0.0286957 # DEPENDENCYPART_SIBL
(13,1),(13,6),0.0936505 # DEPENDENCYPART_SIBL
(13,1),(13,7),0.0732818 # DEPENDENCYPART_SIBL
(13,1),(13,8),0.0728959 # DEPENDENCYPART_SIBL
(13,1),(13,9),0.0580637 # DEPENDENCYPART_SIBL
(13,1),(13,10),0.143994 # DEPENDENCYPART_SIBL
(13,1),(13,11),0.0286957 # DEPENDENCYPART_SIBL
(13,1),(13,12),-0.022028 # DEPENDENCYPART_SIBL
(13,1),(13,14),-0.00574788 # DEPENDENCYPART_SIBL
(13,1),(13,15),0.0217652 # DEPENDENCYPART_SIBL
(13,1),(13,16),-0.0114528 # DEPENDENCYPART_SIBL
(13,1),(13,18),-0.0130266 # DEPENDENCYPART_SIBL
(13,1),(13,19),-0.0133722 # DEPENDENCYPART_SIBL
(13,1),(13,20),0.063636 # DEPENDENCYPART_SIBL
(13,1),(13,22),0.00630088 # DEPENDENCYPART_SIBL
(13,1),(13,23),0.0917365 # DEPENDENCYPART_SIBL
(13,3),(13,4),0.0414731 # DEPENDENCYPART_SIBL
(13,3),(13,5),-0.103574 # DEPENDENCYPART_SIBL
(13,3),(13,6),-0.0827016 # DEPENDENCYPART_SIBL
(13,3),(13,7),-0.0925202 # DEPENDENCYPART_SIBL
(13,3),(13,8),-0.0943046 # DEPENDENCYPART_SIBL
(13,3),(13,9),-0.0997233 # DEPENDENCYPART_SIBL
(13,3),(13,10),-0.053091 # DEPENDENCYPART_SIBL
(13,3),(13,11),-0.103574 # DEPENDENCYPART_SIBL
(13,3),(13,12),-0.131256 # DEPENDENCYPART_SIBL
(13,3),(13,14),0.0418239 # DEPENDENCYPART_SIBL
(13,3),(13,15),-0.0414007 # DEPENDENCYPART_SIBL
(13,3),(13,16),-0.0524395 # DEPENDENCYPART_SIBL
(13,3),(13,18),-0.0746791 # DEPENDENCYPART_SIBL
(13,3),(13,19),-0.0456074 # DEPENDENCYPART_SIBL
(13,3),(13,20),0.0152668 # DEPENDENCYPART_SIBL
(13,3),(13,22),-0.025772 # DEPENDENCYPART_SIBL
(13,3),(13,23),-0.0283195 # DEPENDENCYPART_SIBL
(13,4),(13,5),0.0360713 # DEPENDENCYPART_SIBL
(13,4),(13,6),0.0746089 # DEPENDENCYPART_SIBL
(13,4),(13,7),0.0584042 # DEPENDENCYPART_SIBL
(13,4),(13,8),0.0596048 # DEPENDENCYPART_SIBL
(13,4),(13,9),0.0487236 # DEPENDENCYPART_SIBL
(13,4),(13,10),0.153754 # DEPENDENCYPART_SIBL
(13,4),(13,11),0.0360713 # DEPENDENCYPART_SIBL
(13,4),(13,12),-0.0100873 # DEPENDENCYPART_SIBL
(13,4),(13,14),0.0923098 # DEPENDENCYPART_SIBL
(13,4),(13,15),0.0525828 # DEPENDENCYPART_SIBL
(13,4),(13,16),0.0155098 # DEPENDENCYPART_SIBL
(13,4),(13,18),-0.0356243 # DEPENDENCYPART_SIBL
(13,4),(13,19),-0.0295145 # DEPENDENCYPART_SIBL
(13,4),(13,20),-0.0388289 # DEPENDENCYPART_SIBL
(13,4),(13,22),0.0398959 # DEPENDENCYPART_SIBL
(13,4),(13,23),0.129067 # DEPENDENCYPART_SIBL
(13,5),(13,6),-0.0533018 # DEPENDENCYPART_SIBL
(13,5),(13,7),-0.0801159 # DEPENDENCYPART_SIBL
(13,5),(13,8),-0.0493955 # DEPENDENCYPART_SIBL
(13,5),(13,9),-0.0877846 # DEPENDENCYPART_SIBL
(13,5),(13,10),-0.0396769 # DEPENDENCYPART_SIBL
(13,5),(13,11),-0.334452 # DEPENDENCYPART_SIBL
(13,5),(13,12),-0.0691577 # DEPENDENCYPART_SIBL
(13,5),(13,14),-0.0650323 # DEPENDENCYPART_SIBL
(13,5),(13,15),-0.151137 # DEPENDENCYPART_SIBL
(13,5),(13,16),-0.146742 # DEPENDENCYPART_SIBL
(13,5),(13,18),-0.106156 # DEPENDENCYPART_SIBL
(13,5),(13,19),-0.107441 # DEPENDENCYPART_SIBL
(13,5),(13,20),-0.0270831 # DEPENDENCYPART_SIBL
(13,5),(13,22),-0.102045 # DEPENDENCYPART_SIBL
(13,5),(13,23),-0.0858582 # DEPENDENCYPART_SIBL
(13,6),(13,7),-0.0543559 # DEPENDENCYPART_SIBL
(13,6),(13,8),-0.0457048 # DEPENDENCYPART_SIBL
(13,6),(13,9),-0.0413074 # DEPENDENCYPART_SIBL
(13,6),(13,10),0.0488025 # DEPENDENCYPART_SIBL
(13,6),(13,11),-0.0988273 # DEPENDENCYPART_SIBL
(13,6),(13,12),-0.0726591 # DEPENDENCYPART_SIBL
(13,6),(13,14),0.0202828 # DEPENDENCYPART_SIBL
(13,6),(13,15),0.00432758 # DEPENDENCYPART_SIBL
(13,6),(13,16),0.0190739 # DEPENDENCYPART_SIBL
(13,6),(13,18),-0.03196 # DEPENDENCYPART_SIBL
(13,6),(13,19),0.00780056 # DEPENDENCYPART_SIBL
(13,6),(13,20),0.0485666 # DEPENDENCYPART_SIBL
(13,6),(13,22),0.00206289 # DEPENDENCYPART_SIBL
(13,6),(13,23),0.0239101 # DEPENDENCYPART_SIBL
(13,7),(13,8),-0.0630328 # DEPENDENCYPART_SIBL
(13,7),(13,9),-0.0591857 # DEPENDENCYPART_SIBL
(13,7),(13,10),-0.000307633 # DEPENDENCYPART_SIBL
(13,7),(13,11),-0.101949 # DEPENDENCYPART_SIBL
(13,7),(13,12),-0.0750498 # DEPENDENCYPART_SIBL
(13,7),(13,14),-0.0161616 # DEPENDENCYPART_SIBL
(13,7),(13,15),-0.025137 # DEPENDENCYPART_SIBL
(13,7),(13,16),-0.0047677 # DEPENDENCYPART_SIBL
(13,7),(13,18),-0.0303882 # DEPENDENCYPART_SIBL
(13,7),(13,19),-0.0137036 # DEPENDENCYPART_SIBL
(13,7),(13,20),0.048687 # DEPENDENCYPART_SIBL
(13,7),(13,22),-0.0246371 # DEPENDENCYPART_SIBL
(13,7),(13,23),-0.00277051 # DEPENDENCYPART_SIBL
(13,8),(13,9),-0.0972893 # DEPENDENCYPART_SIBL
(13,8),(13,10),-0.00221858 # DEPENDENCYPART_SIBL
(13,8),(13,11),-0.102321 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.0870268 # DEPENDENCYPART_SIBL
(13,8),(13,14),0.103734 # DEPENDENCYPART_SIBL
(13,8),(13,15),0.101827 # DEPENDENCYPART_SIBL
(13,8),(13,16),0.108794 # DEPENDENCYPART_SIBL
(13,8),(13,18),0.0639782 # DEPENDENCYPART_SIBL
(13,8),(13,19),0.143405 # DEPENDENCYPART_SIBL
(13,8),(13,20),0.147835 # DEPENDENCYPART_SIBL
(13,8),(13,22),0.089532 # DEPENDENCYPART_SIBL
(13,8),(13,23),0.168574 # DEPENDENCYPART_SIBL
(13,9),(13,10),0.00633928 # DEPENDENCYPART_SIBL
(13,9),(13,11),-0.0988311 # DEPENDENCYPART_SIBL
(13,9),(13,12),-0.0796072 # DEPENDENCYPART_SIBL
(13,9),(13,14),0.000934392 # DEPENDENCYPART_SIBL
(13,9),(13,15),-0.014143 # DEPENDENCYPART_SIBL
(13,9),(13,16),0.00490059 # DEPENDENCYPART_SIBL
(13,9),(13,18),-0.0381405 # DEPENDENCYPART_SIBL
(13,9),(13,19),-0.0578988 # DEPENDENCYPART_SIBL
(13,9),(13,20),0.0438259 # DEPENDENCYPART_SIBL
(13,9),(13,22),-0.00840569 # DEPENDENCYPART_SIBL
(13,9),(13,23),0.0144538 # DEPENDENCYPART_SIBL
(13,10),(13,11),-0.0254198 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.0222522 # DEPENDENCYPART_SIBL
(13,10),(13,14),0.0588792 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.0596197 # DEPENDENCYPART_SIBL
(13,10),(13,16),-0.00633059 # DEPENDENCYPART_SIBL
(13,10),(13,18),-0.025895 # DEPENDENCYPART_SIBL
(13,10),(13,19),0.0511225 # DEPENDENCYPART_SIBL
(13,10),(13,20),0.0515708 # DEPENDENCYPART_SIBL
(13,10),(13,22),0.0162026 # DEPENDENCYPART_SIBL
(13,10),(13,23),0.119136 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.0691577 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.0650323 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.151137 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.146742 # DEPENDENCYPART_SIBL
(13,11),(13,18),-0.106156 # DEPENDENCYPART_SIBL
(13,11),(13,19),-0.107441 # DEPENDENCYPART_SIBL
(13,11),(13,20),-0.0270831 # DEPENDENCYPART_SIBL
(13,11),(13,22),-0.102045 # DEPENDENCYPART_SIBL
(13,11),(13,23),-0.0858582 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.0766713 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.0120588 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.0337773 # DEPENDENCYPART_SIBL
(13,12),(13,18),-0.0590015 # DEPENDENCYPART_SIBL
(13,12),(13,19),-0.00998948 # DEPENDENCYPART_SIBL
(13,12),(13,20),0.0324329 # DEPENDENCYPART_SIBL
(13,12),(13,22),0.0200851 # DEPENDENCYPART_SIBL
(13,12),(13,23),0.0327303 # DEPENDENCYPART_SIBL
(13,14),(13,15),0.0291607 # DEPENDENCYPART_SIBL
(13,14),(13,16),0.0613312 # DEPENDENCYPART_SIBL
(13,14),(13,18),0.0673034 # DEPENDENCYPART_SIBL
(13,14),(13,19),0.153069 # DEPENDENCYPART_SIBL
(13,14),(13,20),0.250594 # DEPENDENCYPART_SIBL
(13,14),(13,22),0.0243276 # DEPENDENCYPART_SIBL
(13,14),(13,23),0.161385 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.047346 # DEPENDENCYPART_SIBL
(13,15),(13,18),-0.0577458 # DEPENDENCYPART_SIBL
(13,15),(13,19),-0.0119559 # DEPENDENCYPART_SIBL
(13,15),(13,20),0.0899915 # DEPENDENCYPART_SIBL
(13,15),(13,22),-0.139687 # DEPENDENCYPART_SIBL
(13,15),(13,23),-0.00625857 # DEPENDENCYPART_SIBL
(13,16),(13,18),-0.0611151 # DEPENDENCYPART_SIBL
(13,16),(13,19),-0.0259061 # DEPENDENCYPART_SIBL
(13,16),(13,20),0.00723189 # DEPENDENCYPART_SIBL
(13,16),(13,22),-0.116462 # DEPENDENCYPART_SIBL
(13,16),(13,23),-0.0221719 # DEPENDENCYPART_SIBL
(13,18),(13,19),-0.00697552 # DEPENDENCYPART_SIBL
(13,18),(13,20),0.0743712 # DEPENDENCYPART_SIBL
(13,18),(13,22),-0.1356 # DEPENDENCYPART_SIBL
(13,18),(13,23),0.00783025 # DEPENDENCYPART_SIBL
(13,19),(13,20),0.224298 # DEPENDENCYPART_SIBL
(13,19),(13,22),0.0191529 # DEPENDENCYPART_SIBL
(13,19),(13,23),0.146913 # DEPENDENCYPART_SIBL
(13,20),(13,22),-0.0475883 # DEPENDENCYPART_SIBL
(13,20),(13,23),0.0601562 # DEPENDENCYPART_SIBL
(13,22),(13,23),-0.0337391 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.0660694 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.0831513 # DEPENDENCYPART_SIBL
(14,12),(14,18),-0.05408 # DEPENDENCYPART_SIBL
(14,12),(14,19),0.0106671 # DEPENDENCYPART_SIBL
(14,12),(14,20),-0.0708001 # DEPENDENCYPART_SIBL
(14,12),(14,22),-0.0891599 # DEPENDENCYPART_SIBL
(14,12),(14,23),0.004745 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.0596726 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.0514934 # DEPENDENCYPART_SIBL
(14,15),(14,19),0.0694871 # DEPENDENCYPART_SIBL
(14,15),(14,20),-0.0671291 # DEPENDENCYPART_SIBL
(14,15),(14,22),-0.148356 # DEPENDENCYPART_SIBL
(14,15),(14,23),-0.0470502 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.0812141 # DEPENDENCYPART_SIBL
(14,16),(14,19),-0.0326189 # DEPENDENCYPART_SIBL
(14,16),(14,20),-0.092518 # DEPENDENCYPART_SIBL
(14,16),(14,22),-0.133788 # DEPENDENCYPART_SIBL
(14,16),(14,23),-0.0965154 # DEPENDENCYPART_SIBL
(14,18),(14,19),0.0291741 # DEPENDENCYPART_SIBL
(14,18),(14,20),-0.0171935 # DEPENDENCYPART_SIBL
(14,18),(14,22),-0.137258 # DEPENDENCYPART_SIBL
(14,18),(14,23),-0.0508574 # DEPENDENCYPART_SIBL
(14,19),(14,20),0.0763227 # DEPENDENCYPART_SIBL
(14,19),(14,22),-0.0634607 # DEPENDENCYPART_SIBL
(14,19),(14,23),0.0232566 # DEPENDENCYPART_SIBL
(14,20),(14,22),-0.0511562 # DEPENDENCYPART_SIBL
(14,20),(14,23),-0.0461337 # DEPENDENCYPART_SIBL
(14,22),(14,23),-0.0661355 # DEPENDENCYPART_SIBL
(15,1),(15,4),0.0184537 # DEPENDENCYPART_SIBL
(15,1),(15,12),0.00303252 # DEPENDENCYPART_SIBL
(15,1),(15,14),0.00805444 # DEPENDENCYPART_SIBL
(15,1),(15,16),-0.0245601 # DEPENDENCYPART_SIBL
(15,1),(15,17),-0.0688104 # DEPENDENCYPART_SIBL
(15,1),(15,18),-0.00693222 # DEPENDENCYPART_SIBL
(15,1),(15,19),-0.0448833 # DEPENDENCYPART_SIBL
(15,1),(15,20),-0.0669042 # DEPENDENCYPART_SIBL
(15,1),(15,21),-0.0342031 # DEPENDENCYPART_SIBL
(15,1),(15,22),-0.080502 # DEPENDENCYPART_SIBL
(15,1),(15,23),-0.12291 # DEPENDENCYPART_SIBL
(15,4),(15,12),0.0231346 # DEPENDENCYPART_SIBL
(15,4),(15,14),0.00937386 # DEPENDENCYPART_SIBL
(15,4),(15,16),0.0214144 # DEPENDENCYPART_SIBL
(15,4),(15,17),-0.0488639 # DEPENDENCYPART_SIBL
(15,4),(15,18),-0.025258 # DEPENDENCYPART_SIBL
(15,4),(15,19),-0.0420806 # DEPENDENCYPART_SIBL
(15,4),(15,20),-0.0869521 # DEPENDENCYPART_SIBL
(15,4),(15,21),0.0117727 # DEPENDENCYPART_SIBL
(15,4),(15,22),-0.0421659 # DEPENDENCYPART_SIBL
(15,4),(15,23),-0.0803968 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.151534 # DEPENDENCYPART_SIBL
(15,12),(15,16),0.0542527 # DEPENDENCYPART_SIBL
(15,12),(15,17),-0.0142691 # DEPENDENCYPART_SIBL
(15,12),(15,18),-0.00764429 # DEPENDENCYPART_SIBL
(15,12),(15,19),0.0778853 # DEPENDENCYPART_SIBL
(15,12),(15,20),0.00286681 # DEPENDENCYPART_SIBL
(15,12),(15,21),0.0383241 # DEPENDENCYPART_SIBL
(15,12),(15,22),0.0305119 # DEPENDENCYPART_SIBL
(15,12),(15,23),-0.0323801 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.0309811 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.0574935 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.0113296 # DEPENDENCYPART_SIBL
(15,14),(15,19),0.012817 # DEPENDENCYPART_SIBL
(15,14),(15,20),-0.0501566 # DEPENDENCYPART_SIBL
(15,14),(15,21),0.0208162 # DEPENDENCYPART_SIBL
(15,14),(15,22),-0.0566748 # DEPENDENCYPART_SIBL
(15,14),(15,23),-0.0785414 # DEPENDENCYPART_SIBL
(15,16),(15,17),0.0113135 # DEPENDENCYPART_SIBL
