# _root_ Hertz Corp. of Park Ridge , N.J. , said it retained Merrill Lynch Capital Markets to sell its Hertz Equipment Rental Corp. unit .
#goldHeads=9,1,1,5,3,5,5,5,0,11,9,15,15,15,11,11,16,23,23,23,23,23,17,9,
#predictedHeads=9,1,1,5,3,5,5,5,0,11,9,15,15,15,11,15,16,23,23,23,23,23,17,9,
(5,6),(5,7),0.0310818 # DEPENDENCYPART_SIBL
(5,6),(5,8),0.0328053 # DEPENDENCYPART_SIBL
(5,6),(5,9),0.00963302 # DEPENDENCYPART_SIBL
(5,6),(5,10),-0.00950359 # DEPENDENCYPART_SIBL
(5,6),(5,11),0.0306688 # DEPENDENCYPART_SIBL
(5,6),(5,12),0.0707082 # DEPENDENCYPART_SIBL
(5,6),(5,13),0.0548727 # DEPENDENCYPART_SIBL
(5,6),(5,14),0.0816488 # DEPENDENCYPART_SIBL
(5,6),(5,15),0.0946029 # DEPENDENCYPART_SIBL
(5,6),(5,16),-0.00307012 # DEPENDENCYPART_SIBL
(5,6),(5,23),0.0667694 # DEPENDENCYPART_SIBL
(5,7),(5,8),0.0197714 # DEPENDENCYPART_SIBL
(5,7),(5,9),-0.0357305 # DEPENDENCYPART_SIBL
(5,7),(5,10),-0.036722 # DEPENDENCYPART_SIBL
(5,7),(5,11),-0.0448043 # DEPENDENCYPART_SIBL
(5,7),(5,12),-0.0134753 # DEPENDENCYPART_SIBL
(5,7),(5,13),-0.0244906 # DEPENDENCYPART_SIBL
(5,7),(5,14),-0.0107353 # DEPENDENCYPART_SIBL
(5,7),(5,15),-0.0032706 # DEPENDENCYPART_SIBL
(5,7),(5,16),-0.0114856 # DEPENDENCYPART_SIBL
(5,7),(5,23),-0.0354278 # DEPENDENCYPART_SIBL
(5,8),(5,9),0.00963302 # DEPENDENCYPART_SIBL
(5,8),(5,10),-0.00950359 # DEPENDENCYPART_SIBL
(5,8),(5,11),0.0306688 # DEPENDENCYPART_SIBL
(5,8),(5,12),0.0707082 # DEPENDENCYPART_SIBL
(5,8),(5,13),0.0548727 # DEPENDENCYPART_SIBL
(5,8),(5,14),0.0816488 # DEPENDENCYPART_SIBL
(5,8),(5,15),0.0946029 # DEPENDENCYPART_SIBL
(5,8),(5,16),-0.00307012 # DEPENDENCYPART_SIBL
(5,8),(5,23),0.0667694 # DEPENDENCYPART_SIBL
(5,9),(5,10),-0.0212566 # DEPENDENCYPART_SIBL
(5,9),(5,11),-0.0605554 # DEPENDENCYPART_SIBL
(5,9),(5,12),0.00754501 # DEPENDENCYPART_SIBL
(5,9),(5,13),-0.000744811 # DEPENDENCYPART_SIBL
(5,9),(5,14),0.0087489 # DEPENDENCYPART_SIBL
(5,9),(5,15),0.0131247 # DEPENDENCYPART_SIBL
(5,9),(5,16),-0.0093046 # DEPENDENCYPART_SIBL
(5,9),(5,23),-0.0419587 # DEPENDENCYPART_SIBL
(5,10),(5,11),-0.0284555 # DEPENDENCYPART_SIBL
(5,10),(5,12),-0.00918315 # DEPENDENCYPART_SIBL
(5,10),(5,13),-0.017473 # DEPENDENCYPART_SIBL
(5,10),(5,14),-0.00544846 # DEPENDENCYPART_SIBL
(5,10),(5,15),-0.00360348 # DEPENDENCYPART_SIBL
(5,10),(5,16),-0.0362204 # DEPENDENCYPART_SIBL
(5,10),(5,23),-0.0150303 # DEPENDENCYPART_SIBL
(5,11),(5,12),0.000373067 # DEPENDENCYPART_SIBL
(5,11),(5,13),-0.00791675 # DEPENDENCYPART_SIBL
(5,11),(5,14),0.00157696 # DEPENDENCYPART_SIBL
(5,11),(5,15),0.00595271 # DEPENDENCYPART_SIBL
(5,11),(5,16),-0.0202826 # DEPENDENCYPART_SIBL
(5,11),(5,23),-0.049104 # DEPENDENCYPART_SIBL
(5,12),(5,13),-0.025812 # DEPENDENCYPART_SIBL
(5,12),(5,14),-0.0120576 # DEPENDENCYPART_SIBL
(5,12),(5,15),-0.00474567 # DEPENDENCYPART_SIBL
(5,12),(5,16),-0.0160799 # DEPENDENCYPART_SIBL
(5,12),(5,23),-0.0303131 # DEPENDENCYPART_SIBL
(5,13),(5,14),-0.0118307 # DEPENDENCYPART_SIBL
(5,13),(5,15),-0.00436753 # DEPENDENCYPART_SIBL
(5,13),(5,16),-0.0154584 # DEPENDENCYPART_SIBL
(5,13),(5,23),-0.02848 # DEPENDENCYPART_SIBL
(5,14),(5,15),-0.00955783 # DEPENDENCYPART_SIBL
(5,14),(5,16),-0.0138352 # DEPENDENCYPART_SIBL
(5,14),(5,23),-0.0320726 # DEPENDENCYPART_SIBL
(5,15),(5,16),-0.017457 # DEPENDENCYPART_SIBL
(5,15),(5,23),-0.0254585 # DEPENDENCYPART_SIBL
(5,16),(5,23),-0.0315637 # DEPENDENCYPART_SIBL
(7,1),(7,2),0.0714981 # DEPENDENCYPART_SIBL
(7,1),(7,3),0.0837439 # DEPENDENCYPART_SIBL
(7,1),(7,4),0.143505 # DEPENDENCYPART_SIBL
(7,1),(7,5),0.131516 # DEPENDENCYPART_SIBL
(7,1),(7,6),0.162063 # DEPENDENCYPART_SIBL
(7,1),(7,8),0.143125 # DEPENDENCYPART_SIBL
(7,1),(7,9),0.0520574 # DEPENDENCYPART_SIBL
(7,1),(7,10),0.0503968 # DEPENDENCYPART_SIBL
(7,1),(7,11),0.052622 # DEPENDENCYPART_SIBL
(7,2),(7,3),0.088172 # DEPENDENCYPART_SIBL
(7,2),(7,4),0.181322 # DEPENDENCYPART_SIBL
(7,2),(7,5),0.169334 # DEPENDENCYPART_SIBL
(7,2),(7,6),0.15558 # DEPENDENCYPART_SIBL
(7,2),(7,8),0.0750676 # DEPENDENCYPART_SIBL
(7,2),(7,9),0.00529555 # DEPENDENCYPART_SIBL
(7,2),(7,10),0.0165377 # DEPENDENCYPART_SIBL
(7,2),(7,11),0.00644967 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.0468945 # DEPENDENCYPART_SIBL
(7,3),(7,5),0.0416986 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.0103844 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.038415 # DEPENDENCYPART_SIBL
(7,3),(7,9),0.0262495 # DEPENDENCYPART_SIBL
(7,3),(7,10),-0.00734932 # DEPENDENCYPART_SIBL
(7,3),(7,11),0.0108727 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.130094 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.174264 # DEPENDENCYPART_SIBL
(7,4),(7,8),0.181431 # DEPENDENCYPART_SIBL
(7,4),(7,9),0.063623 # DEPENDENCYPART_SIBL
(7,4),(7,10),0.0592445 # DEPENDENCYPART_SIBL
(7,4),(7,11),0.0641876 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.159525 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.148776 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.0536415 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.0524865 # DEPENDENCYPART_SIBL
(7,5),(7,11),0.054206 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.0978586 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.201661 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.130179 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.00319677 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0247657 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0438847 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.00372865 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.0212611 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.0605668 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.0284624 # DEPENDENCYPART_SIBL
(9,1),(9,2),-0.113797 # DEPENDENCYPART_SIBL
(9,1),(9,3),-0.0518439 # DEPENDENCYPART_SIBL
(9,1),(9,4),-0.0929774 # DEPENDENCYPART_SIBL
(9,1),(9,5),-0.0944465 # DEPENDENCYPART_SIBL
(9,1),(9,6),-0.00494356 # DEPENDENCYPART_SIBL
(9,1),(9,7),-0.0905792 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.00494356 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.00167794 # DEPENDENCYPART_SIBL
(9,1),(9,11),0.0378548 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.0778688 # DEPENDENCYPART_SIBL
(9,1),(9,13),-0.0868122 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.0893139 # DEPENDENCYPART_SIBL
(9,1),(9,15),-0.0827561 # DEPENDENCYPART_SIBL
(9,1),(9,16),-0.135484 # DEPENDENCYPART_SIBL
(9,1),(9,17),-0.055617 # DEPENDENCYPART_SIBL
(9,1),(9,24),0.0245378 # DEPENDENCYPART_SIBL
(9,2),(9,3),-0.00110827 # DEPENDENCYPART_SIBL
(9,2),(9,4),-0.031029 # DEPENDENCYPART_SIBL
(9,2),(9,5),-0.0324981 # DEPENDENCYPART_SIBL
(9,2),(9,6),0.10353 # DEPENDENCYPART_SIBL
(9,2),(9,7),-0.0286361 # DEPENDENCYPART_SIBL
(9,2),(9,8),0.10353 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.0953827 # DEPENDENCYPART_SIBL
(9,2),(9,11),-0.0826878 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.187477 # DEPENDENCYPART_SIBL
(9,2),(9,13),-0.196421 # DEPENDENCYPART_SIBL
(9,2),(9,14),-0.198923 # DEPENDENCYPART_SIBL
(9,2),(9,15),-0.192365 # DEPENDENCYPART_SIBL
(9,2),(9,16),-0.265254 # DEPENDENCYPART_SIBL
(9,2),(9,17),-0.159376 # DEPENDENCYPART_SIBL
(9,2),(9,24),-0.189757 # DEPENDENCYPART_SIBL
(9,3),(9,4),-0.0140961 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.012784 # DEPENDENCYPART_SIBL
(9,3),(9,6),-0.117208 # DEPENDENCYPART_SIBL
(9,3),(9,7),-0.0299932 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.117208 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.0787438 # DEPENDENCYPART_SIBL
(9,3),(9,11),0.0466917 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.0829098 # DEPENDENCYPART_SIBL
(9,3),(9,13),-0.0867551 # DEPENDENCYPART_SIBL
(9,3),(9,14),-0.0954893 # DEPENDENCYPART_SIBL
(9,3),(9,15),-0.0866085 # DEPENDENCYPART_SIBL
(9,3),(9,16),-0.120664 # DEPENDENCYPART_SIBL
(9,3),(9,17),-0.0523574 # DEPENDENCYPART_SIBL
(9,3),(9,24),0.0421014 # DEPENDENCYPART_SIBL
(9,4),(9,5),-0.0934203 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.00899839 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.089553 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.00899839 # DEPENDENCYPART_SIBL
(9,4),(9,10),-3.14968e-05 # DEPENDENCYPART_SIBL
(9,4),(9,11),0.04168 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.0764644 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.0854078 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.0879094 # DEPENDENCYPART_SIBL
(9,4),(9,15),-0.0813517 # DEPENDENCYPART_SIBL
(9,4),(9,16),-0.127114 # DEPENDENCYPART_SIBL
(9,4),(9,17),-0.0544349 # DEPENDENCYPART_SIBL
(9,4),(9,24),0.0232628 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.00583664 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.0906129 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.00583664 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.00146598 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.0375944 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.0775498 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.0864932 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.0889949 # DEPENDENCYPART_SIBL
(9,5),(9,15),-0.0824371 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.135711 # DEPENDENCYPART_SIBL
(9,5),(9,17),-0.0558441 # DEPENDENCYPART_SIBL
(9,5),(9,24),0.0284584 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.0135665 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.0307177 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.161424 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0180613 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.00866017 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.0152195 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.0285107 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.0170114 # DEPENDENCYPART_SIBL
(9,6),(9,16),-0.202503 # DEPENDENCYPART_SIBL
(9,6),(9,17),-0.0906647 # DEPENDENCYPART_SIBL
(9,6),(9,24),0.00314724 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.00729124 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0173025 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.0215149 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0951418 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.104085 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.106587 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.100029 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.154624 # DEPENDENCYPART_SIBL
(9,7),(9,17),-0.0719294 # DEPENDENCYPART_SIBL
(9,7),(9,24),-0.00671519 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.161424 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0180613 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.00866017 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.0152195 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0285107 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.0170114 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.202503 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.0906647 # DEPENDENCYPART_SIBL
(9,8),(9,24),0.00314724 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0406298 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.02614 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.02614 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0271306 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.0275139 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.103502 # DEPENDENCYPART_SIBL
(9,10),(9,17),0.00874019 # DEPENDENCYPART_SIBL
(9,10),(9,24),-0.0206641 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0338322 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0338322 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.0373536 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.035206 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.10296 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.0271833 # DEPENDENCYPART_SIBL
(9,11),(9,24),0.0119161 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.0653467 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0669685 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.0612832 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.0922905 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.0155479 # DEPENDENCYPART_SIBL
(9,12),(9,24),-0.0405353 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.072906 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.0671452 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.0977227 # DEPENDENCYPART_SIBL
(9,13),(9,17),-0.0215671 # DEPENDENCYPART_SIBL
(9,13),(9,24),-0.0572358 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.0455465 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.0633619 # DEPENDENCYPART_SIBL
(9,14),(9,17),-5.80513e-06 # DEPENDENCYPART_SIBL
(9,14),(9,24),-0.0244705 # DEPENDENCYPART_SIBL
(9,15),(9,16),-0.0885052 # DEPENDENCYPART_SIBL
(9,15),(9,17),-0.0128755 # DEPENDENCYPART_SIBL
(9,15),(9,24),-0.0508777 # DEPENDENCYPART_SIBL
(9,16),(9,17),-0.135144 # DEPENDENCYPART_SIBL
(9,16),(9,24),-0.158506 # DEPENDENCYPART_SIBL
(9,17),(9,24),-0.0362809 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.0353364 # DEPENDENCYPART_SIBL
(11,1),(11,2),-0.124129 # DEPENDENCYPART_SIBL
(11,1),(11,3),-0.0526188 # DEPENDENCYPART_SIBL
(11,1),(11,4),-0.105076 # DEPENDENCYPART_SIBL
(11,1),(11,5),-0.106554 # DEPENDENCYPART_SIBL
(11,1),(11,6),-0.0287942 # DEPENDENCYPART_SIBL
(11,1),(11,7),-0.101723 # DEPENDENCYPART_SIBL
(11,1),(11,8),-0.0287942 # DEPENDENCYPART_SIBL
(11,1),(11,9),-0.0552233 # DEPENDENCYPART_SIBL
(11,1),(11,10),-0.142893 # DEPENDENCYPART_SIBL
(11,1),(11,12),-0.00335494 # DEPENDENCYPART_SIBL
(11,1),(11,13),-0.0105133 # DEPENDENCYPART_SIBL
(11,1),(11,14),-0.0148037 # DEPENDENCYPART_SIBL
(11,1),(11,15),-0.00818246 # DEPENDENCYPART_SIBL
(11,1),(11,16),0.0105756 # DEPENDENCYPART_SIBL
(11,1),(11,17),-0.0245371 # DEPENDENCYPART_SIBL
(11,1),(11,19),-0.00539923 # DEPENDENCYPART_SIBL
(11,1),(11,20),0.0110816 # DEPENDENCYPART_SIBL
(11,1),(11,21),-0.00331022 # DEPENDENCYPART_SIBL
(11,1),(11,23),0.000588833 # DEPENDENCYPART_SIBL
(11,1),(11,24),0.000268711 # DEPENDENCYPART_SIBL
(11,2),(11,3),-0.0300567 # DEPENDENCYPART_SIBL
(11,2),(11,4),-0.0713018 # DEPENDENCYPART_SIBL
(11,2),(11,5),-0.0727801 # DEPENDENCYPART_SIBL
(11,2),(11,6),0.0327495 # DEPENDENCYPART_SIBL
(11,2),(11,7),-0.0679546 # DEPENDENCYPART_SIBL
(11,2),(11,8),0.0327495 # DEPENDENCYPART_SIBL
(11,2),(11,9),-0.0323149 # DEPENDENCYPART_SIBL
(11,2),(11,10),-0.119069 # DEPENDENCYPART_SIBL
(11,2),(11,12),-0.0945368 # DEPENDENCYPART_SIBL
(11,2),(11,13),-0.101695 # DEPENDENCYPART_SIBL
(11,2),(11,14),-0.105986 # DEPENDENCYPART_SIBL
(11,2),(11,15),-0.0993646 # DEPENDENCYPART_SIBL
(11,2),(11,16),-0.100107 # DEPENDENCYPART_SIBL
(11,2),(11,17),-0.10987 # DEPENDENCYPART_SIBL
(11,2),(11,19),-0.0965811 # DEPENDENCYPART_SIBL
(11,2),(11,20),-0.0801007 # DEPENDENCYPART_SIBL
(11,2),(11,21),-0.0944921 # DEPENDENCYPART_SIBL
(11,2),(11,23),-0.115808 # DEPENDENCYPART_SIBL
(11,2),(11,24),-0.192203 # DEPENDENCYPART_SIBL
(11,3),(11,4),0.0054162 # DEPENDENCYPART_SIBL
(11,3),(11,5),0.00671716 # DEPENDENCYPART_SIBL
(11,3),(11,6),-0.0315207 # DEPENDENCYPART_SIBL
(11,3),(11,7),-0.0094918 # DEPENDENCYPART_SIBL
(11,3),(11,8),-0.0315207 # DEPENDENCYPART_SIBL
(11,3),(11,9),-0.0678079 # DEPENDENCYPART_SIBL
(11,3),(11,10),0.00494739 # DEPENDENCYPART_SIBL
(11,3),(11,12),-0.0386435 # DEPENDENCYPART_SIBL
(11,3),(11,13),-0.04065 # DEPENDENCYPART_SIBL
(11,3),(11,14),-0.0512283 # DEPENDENCYPART_SIBL
(11,3),(11,15),-0.0422837 # DEPENDENCYPART_SIBL
(11,3),(11,16),-0.00993052 # DEPENDENCYPART_SIBL
(11,3),(11,17),-0.0373652 # DEPENDENCYPART_SIBL
(11,3),(11,19),-0.0415968 # DEPENDENCYPART_SIBL
(11,3),(11,20),-0.0338901 # DEPENDENCYPART_SIBL
(11,3),(11,21),-0.0386257 # DEPENDENCYPART_SIBL
(11,3),(11,23),-0.0145267 # DEPENDENCYPART_SIBL
(11,3),(11,24),0.0011115 # DEPENDENCYPART_SIBL
(11,4),(11,5),-0.105456 # DEPENDENCYPART_SIBL
(11,4),(11,6),-0.0147081 # DEPENDENCYPART_SIBL
(11,4),(11,7),-0.100625 # DEPENDENCYPART_SIBL
(11,4),(11,8),-0.0147081 # DEPENDENCYPART_SIBL
(11,4),(11,9),-0.0525225 # DEPENDENCYPART_SIBL
(11,4),(11,10),-0.140414 # DEPENDENCYPART_SIBL
(11,4),(11,12),-0.00047932 # DEPENDENCYPART_SIBL
(11,4),(11,13),-0.00763771 # DEPENDENCYPART_SIBL
(11,4),(11,14),-0.0119281 # DEPENDENCYPART_SIBL
(11,4),(11,15),-0.00530684 # DEPENDENCYPART_SIBL
(11,4),(11,16),0.0204165 # DEPENDENCYPART_SIBL
(11,4),(11,17),-0.0218838 # DEPENDENCYPART_SIBL
(11,4),(11,19),-0.00252361 # DEPENDENCYPART_SIBL
(11,4),(11,20),0.0139572 # DEPENDENCYPART_SIBL
(11,4),(11,21),-0.000434595 # DEPENDENCYPART_SIBL
(11,4),(11,23),0.000161655 # DEPENDENCYPART_SIBL
(11,4),(11,24),0.00147084 # DEPENDENCYPART_SIBL
(11,5),(11,6),-0.0296873 # DEPENDENCYPART_SIBL
(11,5),(11,7),-0.101757 # DEPENDENCYPART_SIBL
(11,5),(11,8),-0.0296873 # DEPENDENCYPART_SIBL
(11,5),(11,9),-0.0552233 # DEPENDENCYPART_SIBL
(11,5),(11,10),-0.142893 # DEPENDENCYPART_SIBL
(11,5),(11,12),-0.00303594 # DEPENDENCYPART_SIBL
(11,5),(11,13),-0.0101943 # DEPENDENCYPART_SIBL
(11,5),(11,14),-0.0144847 # DEPENDENCYPART_SIBL
(11,5),(11,15),-0.00786346 # DEPENDENCYPART_SIBL
(11,5),(11,16),0.0103487 # DEPENDENCYPART_SIBL
(11,5),(11,17),-0.0247642 # DEPENDENCYPART_SIBL
(11,5),(11,19),-0.00508023 # DEPENDENCYPART_SIBL
(11,5),(11,20),0.0114006 # DEPENDENCYPART_SIBL
(11,5),(11,21),-0.00299122 # DEPENDENCYPART_SIBL
(11,5),(11,23),9.93192e-05 # DEPENDENCYPART_SIBL
(11,5),(11,24),0.00418931 # DEPENDENCYPART_SIBL
(11,6),(11,7),-0.000422454 # DEPENDENCYPART_SIBL
(11,6),(11,8),0.0149827 # DEPENDENCYPART_SIBL
(11,6),(11,9),-0.0353981 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.0162987 # DEPENDENCYPART_SIBL
(11,6),(11,12),0.000972394 # DEPENDENCYPART_SIBL
(11,6),(11,13),-0.00374055 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.0188836 # DEPENDENCYPART_SIBL
(11,6),(11,15),-0.00732082 # DEPENDENCYPART_SIBL
(11,6),(11,16),-0.0467412 # DEPENDENCYPART_SIBL
(11,6),(11,17),-0.0282984 # DEPENDENCYPART_SIBL
(11,6),(11,19),-0.000664382 # DEPENDENCYPART_SIBL
(11,6),(11,20),0.0144701 # DEPENDENCYPART_SIBL
(11,6),(11,21),0.00102241 # DEPENDENCYPART_SIBL
(11,6),(11,23),-0.00963142 # DEPENDENCYPART_SIBL
(11,6),(11,24),0.0592502 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.0300324 # DEPENDENCYPART_SIBL
(11,7),(11,9),-0.0608367 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.148504 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.0200817 # DEPENDENCYPART_SIBL
(11,7),(11,13),-0.0272401 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.0315304 # DEPENDENCYPART_SIBL
(11,7),(11,15),-0.0249092 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.00801785 # DEPENDENCYPART_SIBL
(11,7),(11,17),-0.0403033 # DEPENDENCYPART_SIBL
(11,7),(11,19),-0.022126 # DEPENDENCYPART_SIBL
(11,7),(11,20),-0.00564515 # DEPENDENCYPART_SIBL
(11,7),(11,21),-0.0200369 # DEPENDENCYPART_SIBL
(11,7),(11,23),-0.0202655 # DEPENDENCYPART_SIBL
(11,7),(11,24),-0.0299806 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.0353981 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.0162987 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.000972394 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.00374055 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.0188836 # DEPENDENCYPART_SIBL
(11,8),(11,15),-0.00732082 # DEPENDENCYPART_SIBL
(11,8),(11,16),-0.0467412 # DEPENDENCYPART_SIBL
(11,8),(11,17),-0.0282984 # DEPENDENCYPART_SIBL
(11,8),(11,19),-0.000664382 # DEPENDENCYPART_SIBL
(11,8),(11,20),0.0144701 # DEPENDENCYPART_SIBL
(11,8),(11,21),0.00102241 # DEPENDENCYPART_SIBL
(11,8),(11,23),-0.00963142 # DEPENDENCYPART_SIBL
(11,8),(11,24),0.0592502 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.000926443 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.007111 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.00519342 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.00170435 # DEPENDENCYPART_SIBL
(11,9),(11,15),0.00632992 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.0694482 # DEPENDENCYPART_SIBL
(11,9),(11,17),-0.0808238 # DEPENDENCYPART_SIBL
(11,9),(11,19),0.00543949 # DEPENDENCYPART_SIBL
(11,9),(11,20),0.00944776 # DEPENDENCYPART_SIBL
(11,9),(11,21),0.00712629 # DEPENDENCYPART_SIBL
(11,9),(11,23),-0.0233619 # DEPENDENCYPART_SIBL
(11,9),(11,24),-0.020176 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.0157409 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.0178421 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.0252849 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.00777276 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.0667452 # DEPENDENCYPART_SIBL
(11,10),(11,17),0.0153904 # DEPENDENCYPART_SIBL
(11,10),(11,19),-0.0174082 # DEPENDENCYPART_SIBL
(11,10),(11,20),-0.0124371 # DEPENDENCYPART_SIBL
(11,10),(11,21),-0.0157214 # DEPENDENCYPART_SIBL
(11,10),(11,23),0.0924869 # DEPENDENCYPART_SIBL
(11,10),(11,24),0.00794665 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0432493 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.0448711 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.0391858 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.0361273 # DEPENDENCYPART_SIBL
(11,12),(11,17),0.0105987 # DEPENDENCYPART_SIBL
(11,12),(11,19),-0.0426222 # DEPENDENCYPART_SIBL
(11,12),(11,20),-0.0424651 # DEPENDENCYPART_SIBL
(11,12),(11,21),-0.0417783 # DEPENDENCYPART_SIBL
(11,12),(11,23),-0.0389951 # DEPENDENCYPART_SIBL
