# _root_ The FHA alone lost $ 4.2 billion in fiscal 1988 ; the government 's equity in the agency , essentially its reserve fund , fell to minus $ 2.9 billion .
#goldHeads=2,4,2,0,4,5,5,4,10,8,4,13,15,13,25,15,18,16,15,23,23,23,15,15,4,25,28,26,28,28,4,
#predictedHeads=2,4,4,0,4,5,5,5,10,8,4,13,15,13,25,15,18,16,15,23,23,23,25,15,4,25,28,26,28,28,4,
(4,9),(4,11),-0.0317998 # DEPENDENCYPART_SIBL
(4,9),(4,13),-0.161636 # DEPENDENCYPART_SIBL
(4,9),(4,14),-0.0385571 # DEPENDENCYPART_SIBL
(4,9),(4,15),-0.159108 # DEPENDENCYPART_SIBL
(4,9),(4,16),-0.0332918 # DEPENDENCYPART_SIBL
(4,9),(4,18),-0.162791 # DEPENDENCYPART_SIBL
(4,9),(4,19),-0.0655897 # DEPENDENCYPART_SIBL
(4,9),(4,20),-0.0710261 # DEPENDENCYPART_SIBL
(4,9),(4,23),-0.154608 # DEPENDENCYPART_SIBL
(4,9),(4,24),-0.0655897 # DEPENDENCYPART_SIBL
(4,9),(4,25),-0.0705007 # DEPENDENCYPART_SIBL
(4,9),(4,26),-0.0613625 # DEPENDENCYPART_SIBL
(4,9),(4,27),-0.0849237 # DEPENDENCYPART_SIBL
(4,9),(4,31),-0.048215 # DEPENDENCYPART_SIBL
(4,10),(4,11),-0.0118853 # DEPENDENCYPART_SIBL
(4,10),(4,13),-0.17444 # DEPENDENCYPART_SIBL
(4,10),(4,14),0.029843 # DEPENDENCYPART_SIBL
(4,10),(4,15),-0.17589 # DEPENDENCYPART_SIBL
(4,10),(4,16),-0.0298496 # DEPENDENCYPART_SIBL
(4,10),(4,18),-0.175185 # DEPENDENCYPART_SIBL
(4,10),(4,19),0.0343033 # DEPENDENCYPART_SIBL
(4,10),(4,20),-0.00929035 # DEPENDENCYPART_SIBL
(4,10),(4,23),-0.179878 # DEPENDENCYPART_SIBL
(4,10),(4,24),0.0343033 # DEPENDENCYPART_SIBL
(4,10),(4,25),0.0597322 # DEPENDENCYPART_SIBL
(4,10),(4,26),0.000142762 # DEPENDENCYPART_SIBL
(4,10),(4,27),-0.036392 # DEPENDENCYPART_SIBL
(4,10),(4,31),-0.0387345 # DEPENDENCYPART_SIBL
(4,11),(4,13),0.152959 # DEPENDENCYPART_SIBL
(4,11),(4,14),0.165 # DEPENDENCYPART_SIBL
(4,11),(4,15),0.15577 # DEPENDENCYPART_SIBL
(4,11),(4,16),-0.166352 # DEPENDENCYPART_SIBL
(4,11),(4,18),0.148778 # DEPENDENCYPART_SIBL
(4,11),(4,19),-0.117492 # DEPENDENCYPART_SIBL
(4,11),(4,20),-0.00200258 # DEPENDENCYPART_SIBL
(4,11),(4,23),0.161632 # DEPENDENCYPART_SIBL
(4,11),(4,24),-0.117492 # DEPENDENCYPART_SIBL
(4,11),(4,25),1.03841 # DEPENDENCYPART_SIBL
(4,11),(4,26),0.0835508 # DEPENDENCYPART_SIBL
(4,11),(4,27),-0.0713803 # DEPENDENCYPART_SIBL
(4,11),(4,31),0.243881 # DEPENDENCYPART_SIBL
(4,13),(4,14),0.0360558 # DEPENDENCYPART_SIBL
(4,13),(4,15),-0.16452 # DEPENDENCYPART_SIBL
(4,13),(4,16),-0.0149535 # DEPENDENCYPART_SIBL
(4,13),(4,18),-0.170588 # DEPENDENCYPART_SIBL
(4,13),(4,19),0.104879 # DEPENDENCYPART_SIBL
(4,13),(4,20),0.0502437 # DEPENDENCYPART_SIBL
(4,13),(4,23),-0.153205 # DEPENDENCYPART_SIBL
(4,13),(4,24),0.104879 # DEPENDENCYPART_SIBL
(4,13),(4,25),0.0369476 # DEPENDENCYPART_SIBL
(4,13),(4,26),0.134466 # DEPENDENCYPART_SIBL
(4,13),(4,27),0.0493202 # DEPENDENCYPART_SIBL
(4,13),(4,31),0.000835257 # DEPENDENCYPART_SIBL
(4,14),(4,15),-0.313486 # DEPENDENCYPART_SIBL
(4,14),(4,16),-0.000507197 # DEPENDENCYPART_SIBL
(4,14),(4,18),-0.317726 # DEPENDENCYPART_SIBL
(4,14),(4,19),-0.202495 # DEPENDENCYPART_SIBL
(4,14),(4,20),-0.0989641 # DEPENDENCYPART_SIBL
(4,14),(4,23),-0.32054 # DEPENDENCYPART_SIBL
(4,14),(4,24),-0.202495 # DEPENDENCYPART_SIBL
(4,14),(4,25),-0.0313298 # DEPENDENCYPART_SIBL
(4,14),(4,26),-0.130321 # DEPENDENCYPART_SIBL
(4,14),(4,27),-0.0465857 # DEPENDENCYPART_SIBL
(4,14),(4,31),-0.111617 # DEPENDENCYPART_SIBL
(4,15),(4,16),0.0230088 # DEPENDENCYPART_SIBL
(4,15),(4,18),-0.170911 # DEPENDENCYPART_SIBL
(4,15),(4,19),0.137313 # DEPENDENCYPART_SIBL
(4,15),(4,20),0.0605549 # DEPENDENCYPART_SIBL
(4,15),(4,23),-0.153529 # DEPENDENCYPART_SIBL
(4,15),(4,24),0.137313 # DEPENDENCYPART_SIBL
(4,15),(4,25),0.0420378 # DEPENDENCYPART_SIBL
(4,15),(4,26),0.0798414 # DEPENDENCYPART_SIBL
(4,15),(4,27),0.0575297 # DEPENDENCYPART_SIBL
(4,15),(4,31),0.056497 # DEPENDENCYPART_SIBL
(4,16),(4,18),-0.0739144 # DEPENDENCYPART_SIBL
(4,16),(4,19),0.0291007 # DEPENDENCYPART_SIBL
(4,16),(4,20),-0.00584473 # DEPENDENCYPART_SIBL
(4,16),(4,23),-0.0599804 # DEPENDENCYPART_SIBL
(4,16),(4,24),0.0291007 # DEPENDENCYPART_SIBL
(4,16),(4,25),-0.00970468 # DEPENDENCYPART_SIBL
(4,16),(4,26),-0.111495 # DEPENDENCYPART_SIBL
(4,16),(4,27),-0.0859438 # DEPENDENCYPART_SIBL
(4,16),(4,31),-0.0286722 # DEPENDENCYPART_SIBL
(4,18),(4,19),0.177147 # DEPENDENCYPART_SIBL
(4,18),(4,20),0.0547511 # DEPENDENCYPART_SIBL
(4,18),(4,23),-0.126241 # DEPENDENCYPART_SIBL
(4,18),(4,24),0.177147 # DEPENDENCYPART_SIBL
(4,18),(4,25),0.0582486 # DEPENDENCYPART_SIBL
(4,18),(4,26),0.141231 # DEPENDENCYPART_SIBL
(4,18),(4,27),0.0853332 # DEPENDENCYPART_SIBL
(4,18),(4,31),0.0816435 # DEPENDENCYPART_SIBL
(4,19),(4,20),0.124793 # DEPENDENCYPART_SIBL
(4,19),(4,23),0.0778413 # DEPENDENCYPART_SIBL
(4,19),(4,24),-0.183823 # DEPENDENCYPART_SIBL
(4,19),(4,25),0.39998 # DEPENDENCYPART_SIBL
(4,19),(4,26),0.00016411 # DEPENDENCYPART_SIBL
(4,19),(4,27),0.147197 # DEPENDENCYPART_SIBL
(4,19),(4,31),-0.0375306 # DEPENDENCYPART_SIBL
(4,20),(4,23),-0.178798 # DEPENDENCYPART_SIBL
(4,20),(4,24),0.0053486 # DEPENDENCYPART_SIBL
(4,20),(4,25),-0.0344986 # DEPENDENCYPART_SIBL
(4,20),(4,26),-0.0360688 # DEPENDENCYPART_SIBL
(4,20),(4,27),0.00921974 # DEPENDENCYPART_SIBL
(4,20),(4,31),-0.0659512 # DEPENDENCYPART_SIBL
(4,23),(4,24),0.0899011 # DEPENDENCYPART_SIBL
(4,23),(4,25),0.0219382 # DEPENDENCYPART_SIBL
(4,23),(4,26),0.0616506 # DEPENDENCYPART_SIBL
(4,23),(4,27),0.0403246 # DEPENDENCYPART_SIBL
(4,23),(4,31),0.0427541 # DEPENDENCYPART_SIBL
(4,24),(4,25),0.39998 # DEPENDENCYPART_SIBL
(4,24),(4,26),0.00016411 # DEPENDENCYPART_SIBL
(4,24),(4,27),0.147197 # DEPENDENCYPART_SIBL
(4,24),(4,31),-0.0375306 # DEPENDENCYPART_SIBL
(4,25),(4,26),-0.172523 # DEPENDENCYPART_SIBL
(4,25),(4,27),-0.139616 # DEPENDENCYPART_SIBL
(4,25),(4,31),0.0524806 # DEPENDENCYPART_SIBL
(4,26),(4,27),-0.14133 # DEPENDENCYPART_SIBL
(4,26),(4,31),-0.0194777 # DEPENDENCYPART_SIBL
(4,27),(4,31),0.00944335 # DEPENDENCYPART_SIBL
(5,1),(5,2),-0.00655291 # DEPENDENCYPART_SIBL
(5,1),(5,3),-0.0191185 # DEPENDENCYPART_SIBL
(5,1),(5,4),0.0456726 # DEPENDENCYPART_SIBL
(5,1),(5,6),0.120036 # DEPENDENCYPART_SIBL
(5,1),(5,7),0.151362 # DEPENDENCYPART_SIBL
(5,1),(5,8),0.221947 # DEPENDENCYPART_SIBL
(5,1),(5,9),0.0358707 # DEPENDENCYPART_SIBL
(5,1),(5,10),0.123345 # DEPENDENCYPART_SIBL
(5,1),(5,11),0.0353033 # DEPENDENCYPART_SIBL
(5,1),(5,13),0.106652 # DEPENDENCYPART_SIBL
(5,1),(5,14),0.438343 # DEPENDENCYPART_SIBL
(5,1),(5,15),0.118579 # DEPENDENCYPART_SIBL
(5,1),(5,16),0.221947 # DEPENDENCYPART_SIBL
(5,1),(5,18),0.162638 # DEPENDENCYPART_SIBL
(5,1),(5,19),0.108466 # DEPENDENCYPART_SIBL
(5,1),(5,20),0.140328 # DEPENDENCYPART_SIBL
(5,1),(5,23),0.0951231 # DEPENDENCYPART_SIBL
(5,1),(5,24),0.108466 # DEPENDENCYPART_SIBL
(5,1),(5,25),0.368493 # DEPENDENCYPART_SIBL
(5,1),(5,28),-0.0209126 # DEPENDENCYPART_SIBL
(5,1),(5,31),-0.0489599 # DEPENDENCYPART_SIBL
(5,2),(5,3),-0.00186653 # DEPENDENCYPART_SIBL
(5,2),(5,4),0.0253008 # DEPENDENCYPART_SIBL
(5,2),(5,6),-0.204259 # DEPENDENCYPART_SIBL
(5,2),(5,7),-0.173456 # DEPENDENCYPART_SIBL
(5,2),(5,8),-0.15751 # DEPENDENCYPART_SIBL
(5,2),(5,9),-0.22482 # DEPENDENCYPART_SIBL
(5,2),(5,10),-0.193607 # DEPENDENCYPART_SIBL
(5,2),(5,11),-0.117633 # DEPENDENCYPART_SIBL
(5,2),(5,13),-0.116175 # DEPENDENCYPART_SIBL
(5,2),(5,14),-0.0941343 # DEPENDENCYPART_SIBL
(5,2),(5,15),-0.117597 # DEPENDENCYPART_SIBL
(5,2),(5,16),-0.15751 # DEPENDENCYPART_SIBL
(5,2),(5,18),-0.100548 # DEPENDENCYPART_SIBL
(5,2),(5,19),-0.121251 # DEPENDENCYPART_SIBL
(5,2),(5,20),-0.183003 # DEPENDENCYPART_SIBL
(5,2),(5,23),-0.121145 # DEPENDENCYPART_SIBL
(5,2),(5,24),-0.121251 # DEPENDENCYPART_SIBL
(5,2),(5,25),-0.1342 # DEPENDENCYPART_SIBL
(5,2),(5,28),-0.190577 # DEPENDENCYPART_SIBL
(5,2),(5,31),-0.182173 # DEPENDENCYPART_SIBL
(5,3),(5,4),0.0142404 # DEPENDENCYPART_SIBL
(5,3),(5,6),-0.0166943 # DEPENDENCYPART_SIBL
(5,3),(5,7),-0.0296488 # DEPENDENCYPART_SIBL
(5,3),(5,8),-0.0258531 # DEPENDENCYPART_SIBL
(5,3),(5,9),-0.13076 # DEPENDENCYPART_SIBL
(5,3),(5,10),-0.0349765 # DEPENDENCYPART_SIBL
(5,3),(5,11),-0.0631643 # DEPENDENCYPART_SIBL
(5,3),(5,13),-0.0442476 # DEPENDENCYPART_SIBL
(5,3),(5,14),-0.208627 # DEPENDENCYPART_SIBL
(5,3),(5,15),-0.0411069 # DEPENDENCYPART_SIBL
(5,3),(5,16),-0.0258531 # DEPENDENCYPART_SIBL
(5,3),(5,18),-0.0113564 # DEPENDENCYPART_SIBL
(5,3),(5,19),-0.026204 # DEPENDENCYPART_SIBL
(5,3),(5,20),-0.129708 # DEPENDENCYPART_SIBL
(5,3),(5,23),-0.0326312 # DEPENDENCYPART_SIBL
(5,3),(5,24),-0.026204 # DEPENDENCYPART_SIBL
(5,3),(5,25),-0.0520639 # DEPENDENCYPART_SIBL
(5,3),(5,28),-0.0920976 # DEPENDENCYPART_SIBL
(5,3),(5,31),-0.186196 # DEPENDENCYPART_SIBL
(5,4),(5,6),0.0411804 # DEPENDENCYPART_SIBL
(5,4),(5,7),0.0973438 # DEPENDENCYPART_SIBL
(5,4),(5,8),-0.0117658 # DEPENDENCYPART_SIBL
(5,4),(5,9),-0.0409099 # DEPENDENCYPART_SIBL
(5,4),(5,10),0.0380784 # DEPENDENCYPART_SIBL
(5,4),(5,11),-0.0338695 # DEPENDENCYPART_SIBL
(5,4),(5,13),0.0703482 # DEPENDENCYPART_SIBL
(5,4),(5,14),-0.0166451 # DEPENDENCYPART_SIBL
(5,4),(5,15),0.0644701 # DEPENDENCYPART_SIBL
(5,4),(5,16),-0.0117658 # DEPENDENCYPART_SIBL
(5,4),(5,18),0.0713388 # DEPENDENCYPART_SIBL
(5,4),(5,19),0.040866 # DEPENDENCYPART_SIBL
(5,4),(5,20),-0.0186416 # DEPENDENCYPART_SIBL
(5,4),(5,23),0.0647808 # DEPENDENCYPART_SIBL
(5,4),(5,24),0.040866 # DEPENDENCYPART_SIBL
(5,4),(5,25),0.0162315 # DEPENDENCYPART_SIBL
(5,4),(5,28),-0.0453405 # DEPENDENCYPART_SIBL
(5,4),(5,31),-0.0172214 # DEPENDENCYPART_SIBL
(5,6),(5,7),0.179671 # DEPENDENCYPART_SIBL
(5,6),(5,8),0.224135 # DEPENDENCYPART_SIBL
(5,6),(5,9),-0.121035 # DEPENDENCYPART_SIBL
(5,6),(5,10),-0.0807182 # DEPENDENCYPART_SIBL
(5,6),(5,11),0.0415542 # DEPENDENCYPART_SIBL
(5,6),(5,13),0.0427619 # DEPENDENCYPART_SIBL
(5,6),(5,14),-0.0384275 # DEPENDENCYPART_SIBL
(5,6),(5,15),0.0193886 # DEPENDENCYPART_SIBL
(5,6),(5,16),0.224135 # DEPENDENCYPART_SIBL
(5,6),(5,18),0.0442692 # DEPENDENCYPART_SIBL
(5,6),(5,19),0.00452558 # DEPENDENCYPART_SIBL
(5,6),(5,20),-0.00895274 # DEPENDENCYPART_SIBL
(5,6),(5,23),-0.0274474 # DEPENDENCYPART_SIBL
(5,6),(5,24),0.00452558 # DEPENDENCYPART_SIBL
(5,6),(5,25),0.0535563 # DEPENDENCYPART_SIBL
(5,6),(5,28),0.198704 # DEPENDENCYPART_SIBL
(5,6),(5,31),-0.00119063 # DEPENDENCYPART_SIBL
(5,7),(5,8),0.137896 # DEPENDENCYPART_SIBL
(5,7),(5,9),-0.129765 # DEPENDENCYPART_SIBL
(5,7),(5,10),-0.176883 # DEPENDENCYPART_SIBL
(5,7),(5,11),0.0159264 # DEPENDENCYPART_SIBL
(5,7),(5,13),0.0531401 # DEPENDENCYPART_SIBL
(5,7),(5,14),-0.0437995 # DEPENDENCYPART_SIBL
(5,7),(5,15),0.0297668 # DEPENDENCYPART_SIBL
(5,7),(5,16),0.137896 # DEPENDENCYPART_SIBL
(5,7),(5,18),0.054646 # DEPENDENCYPART_SIBL
(5,7),(5,19),-0.111801 # DEPENDENCYPART_SIBL
(5,7),(5,20),0.0202999 # DEPENDENCYPART_SIBL
(5,7),(5,23),-0.0233125 # DEPENDENCYPART_SIBL
(5,7),(5,24),-0.111801 # DEPENDENCYPART_SIBL
(5,7),(5,25),-0.000324872 # DEPENDENCYPART_SIBL
(5,7),(5,28),0.283419 # DEPENDENCYPART_SIBL
(5,7),(5,31),-0.0236884 # DEPENDENCYPART_SIBL
(5,8),(5,9),0.080635 # DEPENDENCYPART_SIBL
(5,8),(5,10),-0.100909 # DEPENDENCYPART_SIBL
(5,8),(5,11),0.133331 # DEPENDENCYPART_SIBL
(5,8),(5,13),0.178093 # DEPENDENCYPART_SIBL
(5,8),(5,14),0.0132053 # DEPENDENCYPART_SIBL
(5,8),(5,15),0.175088 # DEPENDENCYPART_SIBL
(5,8),(5,16),0.021089 # DEPENDENCYPART_SIBL
(5,8),(5,18),0.170509 # DEPENDENCYPART_SIBL
(5,8),(5,19),0.127105 # DEPENDENCYPART_SIBL
(5,8),(5,20),0.12672 # DEPENDENCYPART_SIBL
(5,8),(5,23),0.140335 # DEPENDENCYPART_SIBL
(5,8),(5,24),0.127105 # DEPENDENCYPART_SIBL
(5,8),(5,25),0.0859083 # DEPENDENCYPART_SIBL
(5,8),(5,28),0.107701 # DEPENDENCYPART_SIBL
(5,8),(5,31),0.116836 # DEPENDENCYPART_SIBL
(5,9),(5,10),-0.185947 # DEPENDENCYPART_SIBL
(5,9),(5,11),-0.0551379 # DEPENDENCYPART_SIBL
(5,9),(5,13),-0.111091 # DEPENDENCYPART_SIBL
(5,9),(5,14),-0.122254 # DEPENDENCYPART_SIBL
(5,9),(5,15),-0.122653 # DEPENDENCYPART_SIBL
(5,9),(5,16),0.0295653 # DEPENDENCYPART_SIBL
(5,9),(5,18),-0.110458 # DEPENDENCYPART_SIBL
(5,9),(5,19),0.0623586 # DEPENDENCYPART_SIBL
(5,9),(5,20),-0.0674723 # DEPENDENCYPART_SIBL
(5,9),(5,23),-0.143417 # DEPENDENCYPART_SIBL
(5,9),(5,24),0.0623586 # DEPENDENCYPART_SIBL
(5,9),(5,25),-0.112882 # DEPENDENCYPART_SIBL
(5,9),(5,28),0.00460705 # DEPENDENCYPART_SIBL
(5,9),(5,31),-0.0424269 # DEPENDENCYPART_SIBL
(5,10),(5,11),0.022415 # DEPENDENCYPART_SIBL
(5,10),(5,13),0.031425 # DEPENDENCYPART_SIBL
(5,10),(5,14),-0.0503497 # DEPENDENCYPART_SIBL
(5,10),(5,15),0.00805168 # DEPENDENCYPART_SIBL
(5,10),(5,16),0.189471 # DEPENDENCYPART_SIBL
(5,10),(5,18),0.0329322 # DEPENDENCYPART_SIBL
(5,10),(5,19),-0.0399107 # DEPENDENCYPART_SIBL
(5,10),(5,20),-0.0196738 # DEPENDENCYPART_SIBL
(5,10),(5,23),-0.0387843 # DEPENDENCYPART_SIBL
(5,10),(5,24),-0.0399107 # DEPENDENCYPART_SIBL
(5,10),(5,25),0.0571542 # DEPENDENCYPART_SIBL
(5,10),(5,28),0.187445 # DEPENDENCYPART_SIBL
(5,10),(5,31),-0.0220591 # DEPENDENCYPART_SIBL
(5,11),(5,13),0.171058 # DEPENDENCYPART_SIBL
(5,11),(5,14),-0.0709938 # DEPENDENCYPART_SIBL
(5,11),(5,15),0.155427 # DEPENDENCYPART_SIBL
(5,11),(5,16),-0.196855 # DEPENDENCYPART_SIBL
(5,11),(5,18),0.168428 # DEPENDENCYPART_SIBL
(5,11),(5,19),-0.249364 # DEPENDENCYPART_SIBL
(5,11),(5,20),-0.0899792 # DEPENDENCYPART_SIBL
(5,11),(5,23),0.14014 # DEPENDENCYPART_SIBL
(5,11),(5,24),-0.249364 # DEPENDENCYPART_SIBL
(5,11),(5,25),0.398972 # DEPENDENCYPART_SIBL
(5,11),(5,28),0.400871 # DEPENDENCYPART_SIBL
(5,11),(5,31),0.171657 # DEPENDENCYPART_SIBL
(5,13),(5,14),-0.117336 # DEPENDENCYPART_SIBL
(5,13),(5,15),-0.174796 # DEPENDENCYPART_SIBL
(5,13),(5,16),0.0368531 # DEPENDENCYPART_SIBL
(5,13),(5,18),-0.1653 # DEPENDENCYPART_SIBL
(5,13),(5,19),0.039401 # DEPENDENCYPART_SIBL
(5,13),(5,20),-0.0343476 # DEPENDENCYPART_SIBL
(5,13),(5,23),-0.193716 # DEPENDENCYPART_SIBL
(5,13),(5,24),0.039401 # DEPENDENCYPART_SIBL
(5,13),(5,25),-0.0912393 # DEPENDENCYPART_SIBL
(5,13),(5,28),0.0744596 # DEPENDENCYPART_SIBL
(5,13),(5,31),-0.0635873 # DEPENDENCYPART_SIBL
(5,14),(5,15),-0.177248 # DEPENDENCYPART_SIBL
(5,14),(5,16),0.0797055 # DEPENDENCYPART_SIBL
(5,14),(5,18),-0.16561 # DEPENDENCYPART_SIBL
(5,14),(5,19),-0.124562 # DEPENDENCYPART_SIBL
(5,14),(5,20),-0.0612664 # DEPENDENCYPART_SIBL
(5,14),(5,23),-0.209567 # DEPENDENCYPART_SIBL
(5,14),(5,24),-0.124562 # DEPENDENCYPART_SIBL
(5,14),(5,25),-0.0505744 # DEPENDENCYPART_SIBL
(5,14),(5,28),0.342621 # DEPENDENCYPART_SIBL
(5,14),(5,31),-0.0876574 # DEPENDENCYPART_SIBL
(5,15),(5,16),0.0551142 # DEPENDENCYPART_SIBL
(5,15),(5,18),-0.168844 # DEPENDENCYPART_SIBL
(5,15),(5,19),0.0662911 # DEPENDENCYPART_SIBL
(5,15),(5,20),-0.0272778 # DEPENDENCYPART_SIBL
(5,15),(5,23),-0.19726 # DEPENDENCYPART_SIBL
(5,15),(5,24),0.0662911 # DEPENDENCYPART_SIBL
(5,15),(5,25),-0.0898058 # DEPENDENCYPART_SIBL
(5,15),(5,28),0.0557263 # DEPENDENCYPART_SIBL
(5,15),(5,31),-0.0201135 # DEPENDENCYPART_SIBL
(5,16),(5,18),0.170509 # DEPENDENCYPART_SIBL
(5,16),(5,19),0.127105 # DEPENDENCYPART_SIBL
(5,16),(5,20),0.12672 # DEPENDENCYPART_SIBL
(5,16),(5,23),0.140335 # DEPENDENCYPART_SIBL
(5,16),(5,24),0.127105 # DEPENDENCYPART_SIBL
(5,16),(5,25),0.0859083 # DEPENDENCYPART_SIBL
(5,16),(5,28),0.107701 # DEPENDENCYPART_SIBL
(5,16),(5,31),0.116836 # DEPENDENCYPART_SIBL
(5,18),(5,19),0.104729 # DEPENDENCYPART_SIBL
(5,18),(5,20),-0.0374288 # DEPENDENCYPART_SIBL
(5,18),(5,23),-0.180401 # DEPENDENCYPART_SIBL
(5,18),(5,24),0.104729 # DEPENDENCYPART_SIBL
(5,18),(5,25),-0.0865903 # DEPENDENCYPART_SIBL
(5,18),(5,28),0.0541797 # DEPENDENCYPART_SIBL
(5,18),(5,31),-0.00286517 # DEPENDENCYPART_SIBL
(5,19),(5,20),0.357183 # DEPENDENCYPART_SIBL
(5,19),(5,23),0.393737 # DEPENDENCYPART_SIBL
(5,19),(5,24),0.00239937 # DEPENDENCYPART_SIBL
(5,19),(5,25),0.418894 # DEPENDENCYPART_SIBL
(5,19),(5,28),0.409187 # DEPENDENCYPART_SIBL
(5,19),(5,31),-0.0206467 # DEPENDENCYPART_SIBL
(5,20),(5,23),-0.0648926 # DEPENDENCYPART_SIBL
(5,20),(5,24),0.0792356 # DEPENDENCYPART_SIBL
(5,20),(5,25),-0.0556557 # DEPENDENCYPART_SIBL
(5,20),(5,28),0.0200288 # DEPENDENCYPART_SIBL
(5,20),(5,31),-0.037793 # DEPENDENCYPART_SIBL
(5,23),(5,24),0.0330335 # DEPENDENCYPART_SIBL
(5,23),(5,25),-0.0991086 # DEPENDENCYPART_SIBL
(5,23),(5,28),0.0490847 # DEPENDENCYPART_SIBL
(5,23),(5,31),-0.019634 # DEPENDENCYPART_SIBL
(5,24),(5,25),0.418894 # DEPENDENCYPART_SIBL
(5,24),(5,28),0.409187 # DEPENDENCYPART_SIBL
(5,24),(5,31),-0.0206467 # DEPENDENCYPART_SIBL
(5,25),(5,28),0.0585989 # DEPENDENCYPART_SIBL
(5,25),(5,31),0.122138 # DEPENDENCYPART_SIBL
(5,28),(5,31),0.0518855 # DEPENDENCYPART_SIBL
(6,1),(6,2),0.0223238 # DEPENDENCYPART_SIBL
(6,1),(6,3),0.0313038 # DEPENDENCYPART_SIBL
(6,1),(6,7),0.0300852 # DEPENDENCYPART_SIBL
(6,1),(6,8),0.163289 # DEPENDENCYPART_SIBL
(6,2),(6,3),-0.00708551 # DEPENDENCYPART_SIBL
(6,2),(6,7),0.0525234 # DEPENDENCYPART_SIBL
(6,2),(6,8),0.0509373 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.0198509 # DEPENDENCYPART_SIBL
(6,3),(6,8),0.0475771 # DEPENDENCYPART_SIBL
(6,7),(6,8),0.0107955 # DEPENDENCYPART_SIBL
(7,1),(7,2),0.0163087 # DEPENDENCYPART_SIBL
(7,1),(7,3),0.0244641 # DEPENDENCYPART_SIBL
(7,1),(7,6),0.203724 # DEPENDENCYPART_SIBL
(7,1),(7,8),0.156735 # DEPENDENCYPART_SIBL
(7,1),(7,9),0.0843777 # DEPENDENCYPART_SIBL
(7,1),(7,10),0.0269863 # DEPENDENCYPART_SIBL
(7,1),(7,11),0.0375002 # DEPENDENCYPART_SIBL
(7,1),(7,15),0.0604514 # DEPENDENCYPART_SIBL
(7,2),(7,3),-0.00792198 # DEPENDENCYPART_SIBL
(7,2),(7,6),0.0757637 # DEPENDENCYPART_SIBL
(7,2),(7,8),0.0526294 # DEPENDENCYPART_SIBL
(7,2),(7,9),0.0240721 # DEPENDENCYPART_SIBL
(7,2),(7,10),0.0542124 # DEPENDENCYPART_SIBL
(7,2),(7,11),0.117099 # DEPENDENCYPART_SIBL
(7,2),(7,15),0.100897 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.203316 # DEPENDENCYPART_SIBL
(7,3),(7,8),0.0492396 # DEPENDENCYPART_SIBL
(7,3),(7,9),0.00180046 # DEPENDENCYPART_SIBL
(7,3),(7,10),-0.0251126 # DEPENDENCYPART_SIBL
(7,3),(7,11),0.0232331 # DEPENDENCYPART_SIBL
(7,3),(7,15),0.0126236 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.0547166 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.109679 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.048144 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.0700367 # DEPENDENCYPART_SIBL
(7,6),(7,15),0.266529 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0433306 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.0446658 # DEPENDENCYPART_SIBL
(7,8),(7,11),0.110553 # DEPENDENCYPART_SIBL
(7,8),(7,15),0.17046 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.0615334 # DEPENDENCYPART_SIBL
(7,9),(7,11),0.105761 # DEPENDENCYPART_SIBL
(7,9),(7,15),0.128204 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.0193847 # DEPENDENCYPART_SIBL
(7,10),(7,15),0.0108728 # DEPENDENCYPART_SIBL
(7,11),(7,15),0.352054 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.0206838 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0384991 # DEPENDENCYPART_SIBL
(8,5),(8,10),0.019484 # DEPENDENCYPART_SIBL
(8,5),(8,11),0.0495169 # DEPENDENCYPART_SIBL
(8,5),(8,13),0.0623408 # DEPENDENCYPART_SIBL
(8,5),(8,15),0.0885056 # DEPENDENCYPART_SIBL
(8,5),(8,16),-0.0617613 # DEPENDENCYPART_SIBL
(8,5),(8,31),0.00345721 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.00600699 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.00840965 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.0778683 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.0434003 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.0735624 # DEPENDENCYPART_SIBL
(8,7),(8,16),-0.0346539 # DEPENDENCYPART_SIBL
(8,7),(8,31),-0.00544546 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.379247 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.120927 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.610619 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.635823 # DEPENDENCYPART_SIBL
(8,9),(8,16),0.0209952 # DEPENDENCYPART_SIBL
(8,9),(8,31),-0.00874308 # DEPENDENCYPART_SIBL
