# _root_ `` When you 're in the groove , you see every ball tremendously , '' he lectured .
#goldHeads=17,4,4,10,4,7,5,10,10,17,12,10,10,17,17,17,0,17,
#predictedHeads=17,4,4,17,4,7,5,10,10,17,12,10,10,17,17,17,0,17,
(10,7),(7,13),-0.204793 # DEPENDENCYPART_GRANDPAR
(10,7),(7,14),-0.698392 # DEPENDENCYPART_GRANDPAR
(10,7),(7,15),-0.576348 # DEPENDENCYPART_GRANDPAR
(10,7),(7,17),-0.474044 # DEPENDENCYPART_GRANDPAR
(10,7),(7,18),-0.707551 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.0474677 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),0.0947805 # DEPENDENCYPART_GRANDPAR
(10,11),(11,12),0.409968 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),0.266469 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.133156 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.0532401 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),0.106476 # DEPENDENCYPART_GRANDPAR
(10,12),(12,1),-0.721711 # DEPENDENCYPART_GRANDPAR
(10,12),(12,2),-0.079561 # DEPENDENCYPART_GRANDPAR
(10,12),(12,6),-0.954585 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-0.364375 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.52189 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.396603 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.652435 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),0.731846 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),0.21943 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.0824161 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.0121724 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.395558 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),0.0819606 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),-0.33566 # DEPENDENCYPART_GRANDPAR
(10,13),(13,1),-0.63353 # DEPENDENCYPART_GRANDPAR
(10,13),(13,2),-0.0999658 # DEPENDENCYPART_GRANDPAR
(10,13),(13,4),-0.238202 # DEPENDENCYPART_GRANDPAR
(10,13),(13,5),-0.142289 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-0.383804 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.735826 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),0.609695 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),0.584757 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.136317 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.0307763 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),0.00167587 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),0.162525 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),0.173131 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.121786 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.428629 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),0.0183586 # DEPENDENCYPART_GRANDPAR
(10,16),(16,4),-0.21435 # DEPENDENCYPART_GRANDPAR
(10,16),(16,10),-0.6482 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,16),(16,12),0.657979 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),0.320467 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),-0.0148249 # DEPENDENCYPART_GRANDPAR
(10,17),(17,1),-0.51952 # DEPENDENCYPART_GRANDPAR
(10,17),(17,2),-0.114873 # DEPENDENCYPART_GRANDPAR
(10,17),(17,3),-0.226294 # DEPENDENCYPART_GRANDPAR
(10,17),(17,4),-0.119844 # DEPENDENCYPART_GRANDPAR
(10,17),(17,5),-0.0860993 # DEPENDENCYPART_GRANDPAR
(10,17),(17,7),-0.133222 # DEPENDENCYPART_GRANDPAR
(10,17),(17,8),-0.234268 # DEPENDENCYPART_GRANDPAR
(10,17),(17,9),-0.301433 # DEPENDENCYPART_GRANDPAR
(10,17),(17,10),-0.745282 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,17),(17,11),0.540908 # DEPENDENCYPART_GRANDPAR
(10,17),(17,12),0.525627 # DEPENDENCYPART_GRANDPAR
(10,17),(17,13),0.205533 # DEPENDENCYPART_GRANDPAR
(10,17),(17,14),-0.241673 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),-0.172934 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),-0.383394 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),-0.589667 # DEPENDENCYPART_GRANDPAR
(11,12),(12,1),-1.01989 # DEPENDENCYPART_GRANDPAR
(11,12),(12,2),-0.660519 # DEPENDENCYPART_GRANDPAR
(11,12),(12,6),-1.18532 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-1.09728 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-1.10419 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.911 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.813092 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.894585 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.279742 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.130839 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.286177 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.359796 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.383008 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),-0.57313 # DEPENDENCYPART_GRANDPAR
(11,13),(13,1),-0.964438 # DEPENDENCYPART_GRANDPAR
(11,13),(13,2),-0.716676 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),-0.835297 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),-0.866153 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-1.00058 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.814693 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.924189 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.44008 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.164181 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.309563 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.435349 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),-0.192311 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),-0.199152 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),-0.244512 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.412724 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.434503 # DEPENDENCYPART_GRANDPAR
(11,17),(17,1),-0.936577 # DEPENDENCYPART_GRANDPAR
(11,17),(17,2),-0.769509 # DEPENDENCYPART_GRANDPAR
(11,17),(17,3),-0.86215 # DEPENDENCYPART_GRANDPAR
(11,17),(17,4),-0.791971 # DEPENDENCYPART_GRANDPAR
(11,17),(17,5),-0.887831 # DEPENDENCYPART_GRANDPAR
(11,17),(17,7),-0.974278 # DEPENDENCYPART_GRANDPAR
(11,17),(17,8),-0.96749 # DEPENDENCYPART_GRANDPAR
(11,17),(17,9),-0.913376 # DEPENDENCYPART_GRANDPAR
(11,17),(17,10),-0.771651 # DEPENDENCYPART_GRANDPAR
(11,17),(17,11),-1.01481 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,17),(17,12),0.389047 # DEPENDENCYPART_GRANDPAR
(11,17),(17,13),-0.240036 # DEPENDENCYPART_GRANDPAR
(11,17),(17,14),-0.47846 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),-0.409642 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),-0.268625 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),-0.819535 # DEPENDENCYPART_GRANDPAR
(12,1),(1,2),-0.700019 # DEPENDENCYPART_GRANDPAR
(12,1),(1,4),0.0892154 # DEPENDENCYPART_GRANDPAR
(12,2),(2,1),-0.495408 # DEPENDENCYPART_GRANDPAR
(12,2),(2,3),0.0661086 # DEPENDENCYPART_GRANDPAR
(12,2),(2,4),0.145653 # DEPENDENCYPART_GRANDPAR
(12,2),(2,5),-0.0931323 # DEPENDENCYPART_GRANDPAR
(12,2),(2,7),0.067533 # DEPENDENCYPART_GRANDPAR
(12,2),(2,8),-0.229899 # DEPENDENCYPART_GRANDPAR
(12,2),(2,10),0.146261 # DEPENDENCYPART_GRANDPAR
(12,2),(2,12),-1.33835 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,2),(2,14),-1.02496 # DEPENDENCYPART_GRANDPAR
(12,2),(2,15),-0.592657 # DEPENDENCYPART_GRANDPAR
(12,2),(2,17),-0.664553 # DEPENDENCYPART_GRANDPAR
(12,6),(6,10),0.115771 # DEPENDENCYPART_GRANDPAR
(12,7),(7,1),-0.43838 # DEPENDENCYPART_GRANDPAR
(12,7),(7,2),-0.90465 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),-0.0126925 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),0.0587234 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.0354413 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.573972 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),-0.364482 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),0.132843 # DEPENDENCYPART_GRANDPAR
(12,7),(7,10),0.195701 # DEPENDENCYPART_GRANDPAR
(12,7),(7,12),-1.52298 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,7),(7,13),-0.582283 # DEPENDENCYPART_GRANDPAR
(12,7),(7,14),-1.21886 # DEPENDENCYPART_GRANDPAR
(12,7),(7,15),-0.692859 # DEPENDENCYPART_GRANDPAR
(12,7),(7,17),-0.7784 # DEPENDENCYPART_GRANDPAR
(12,7),(7,18),-0.993872 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.281999 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-1.33359 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,1),-0.480843 # DEPENDENCYPART_GRANDPAR
(12,10),(10,2),-0.601783 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),0.0400514 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),0.0338078 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),0.0751006 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.495239 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),0.116241 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.38571 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),0.140692 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),0.197388 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-1.36531 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.446131 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-1.0244 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-0.507478 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-0.995616 # DEPENDENCYPART_GRANDPAR
(12,10),(10,17),-0.695769 # DEPENDENCYPART_GRANDPAR
(12,10),(10,18),-0.840885 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.39775 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.513133 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-1.08056 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.640533 # DEPENDENCYPART_GRANDPAR
(12,11),(11,17),-0.744898 # DEPENDENCYPART_GRANDPAR
(12,13),(13,1),-0.913516 # DEPENDENCYPART_GRANDPAR
(12,13),(13,2),-1.16928 # DEPENDENCYPART_GRANDPAR
(12,13),(13,4),-0.391562 # DEPENDENCYPART_GRANDPAR
(12,13),(13,5),-0.780772 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-0.868418 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.393677 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.360068 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.678992 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.406716 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.0500432 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.186371 # DEPENDENCYPART_GRANDPAR
(12,14),(14,13),-0.0288153 # DEPENDENCYPART_GRANDPAR
(12,15),(15,13),-0.053578 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),-0.530692 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.636365 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.280145 # DEPENDENCYPART_GRANDPAR
(12,16),(16,4),-0.374042 # DEPENDENCYPART_GRANDPAR
(12,16),(16,10),-0.376562 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-0.867169 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,13),-0.0198659 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),-0.200051 # DEPENDENCYPART_GRANDPAR
(12,17),(17,1),-0.893883 # DEPENDENCYPART_GRANDPAR
(12,17),(17,2),-1.2572 # DEPENDENCYPART_GRANDPAR
(12,17),(17,3),-0.484973 # DEPENDENCYPART_GRANDPAR
(12,17),(17,4),-0.356111 # DEPENDENCYPART_GRANDPAR
(12,17),(17,5),-0.810051 # DEPENDENCYPART_GRANDPAR
(12,17),(17,7),-0.468442 # DEPENDENCYPART_GRANDPAR
(12,17),(17,8),-0.856279 # DEPENDENCYPART_GRANDPAR
(12,17),(17,9),-0.384333 # DEPENDENCYPART_GRANDPAR
(12,17),(17,10),-0.358511 # DEPENDENCYPART_GRANDPAR
(12,17),(17,11),-0.366839 # DEPENDENCYPART_GRANDPAR
(12,17),(17,12),-0.779569 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,17),(17,13),0.0923875 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),-0.508563 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),-0.104842 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-0.194561 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.635394 # DEPENDENCYPART_GRANDPAR
(13,1),(1,2),-0.349195 # DEPENDENCYPART_GRANDPAR
(13,1),(1,4),-0.165887 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),-0.454811 # DEPENDENCYPART_GRANDPAR
(13,2),(2,3),-0.310833 # DEPENDENCYPART_GRANDPAR
(13,2),(2,4),-0.158658 # DEPENDENCYPART_GRANDPAR
(13,2),(2,5),-0.00793786 # DEPENDENCYPART_GRANDPAR
(13,2),(2,7),-0.309379 # DEPENDENCYPART_GRANDPAR
(13,2),(2,8),-0.291283 # DEPENDENCYPART_GRANDPAR
(13,2),(2,10),-0.119382 # DEPENDENCYPART_GRANDPAR
(13,2),(2,12),-0.091657 # DEPENDENCYPART_GRANDPAR
(13,2),(2,14),-0.660403 # DEPENDENCYPART_GRANDPAR
(13,2),(2,15),-0.645177 # DEPENDENCYPART_GRANDPAR
(13,2),(2,17),-0.607534 # DEPENDENCYPART_GRANDPAR
(13,4),(4,1),-0.360045 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),-0.129723 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),-0.122182 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),0.0906583 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),-0.662125 # DEPENDENCYPART_GRANDPAR
(13,4),(4,7),-0.334616 # DEPENDENCYPART_GRANDPAR
(13,4),(4,8),-0.386027 # DEPENDENCYPART_GRANDPAR
(13,4),(4,9),-0.0646999 # DEPENDENCYPART_GRANDPAR
(13,4),(4,10),-0.0845751 # DEPENDENCYPART_GRANDPAR
(13,4),(4,12),-0.116908 # DEPENDENCYPART_GRANDPAR
(13,4),(4,13),-1.19991 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,4),(4,14),-0.65383 # DEPENDENCYPART_GRANDPAR
(13,4),(4,15),-0.54963 # DEPENDENCYPART_GRANDPAR
(13,4),(4,17),-0.622347 # DEPENDENCYPART_GRANDPAR
(13,4),(4,18),-0.763257 # DEPENDENCYPART_GRANDPAR
(13,5),(5,1),-0.306321 # DEPENDENCYPART_GRANDPAR
(13,5),(5,2),-0.426189 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),-0.200978 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.15193 # DEPENDENCYPART_GRANDPAR
(13,5),(5,6),-0.776251 # DEPENDENCYPART_GRANDPAR
(13,5),(5,7),-0.378782 # DEPENDENCYPART_GRANDPAR
(13,5),(5,8),-0.54643 # DEPENDENCYPART_GRANDPAR
(13,5),(5,9),-0.468346 # DEPENDENCYPART_GRANDPAR
(13,5),(5,10),-0.121015 # DEPENDENCYPART_GRANDPAR
(13,5),(5,12),-0.161349 # DEPENDENCYPART_GRANDPAR
(13,5),(5,13),-1.26251 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,5),(5,14),-0.689909 # DEPENDENCYPART_GRANDPAR
(13,5),(5,15),-0.668697 # DEPENDENCYPART_GRANDPAR
(13,5),(5,17),-0.680833 # DEPENDENCYPART_GRANDPAR
(13,5),(5,18),-0.872592 # DEPENDENCYPART_GRANDPAR
(13,10),(10,1),-0.376881 # DEPENDENCYPART_GRANDPAR
(13,10),(10,2),-0.136887 # DEPENDENCYPART_GRANDPAR
(13,10),(10,3),-0.149156 # DEPENDENCYPART_GRANDPAR
(13,10),(10,4),-0.105012 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),0.0814313 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.710395 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.2285 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.266453 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.160214 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.127597 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),-0.141769 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-1.19926 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),-0.64047 # DEPENDENCYPART_GRANDPAR
(13,10),(10,15),-0.543579 # DEPENDENCYPART_GRANDPAR
(13,10),(10,16),-0.537241 # DEPENDENCYPART_GRANDPAR
(13,10),(10,17),-0.622348 # DEPENDENCYPART_GRANDPAR
(13,10),(10,18),-0.791571 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),-0.0747718 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-1.2357 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.665659 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-0.645445 # DEPENDENCYPART_GRANDPAR
(13,11),(11,17),-0.632732 # DEPENDENCYPART_GRANDPAR
(13,12),(12,1),-0.481251 # DEPENDENCYPART_GRANDPAR
(13,12),(12,2),-0.585065 # DEPENDENCYPART_GRANDPAR
(13,12),(12,6),-0.868909 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-0.481471 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.41252 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.386729 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.213132 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.228231 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-1.27335 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.772255 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.66398 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.526655 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-0.64112 # DEPENDENCYPART_GRANDPAR
(13,12),(12,18),-0.881972 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.845055 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,13),-0.845187 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),-0.193825 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.094724 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.184007 # DEPENDENCYPART_GRANDPAR
(13,17),(17,1),-0.827173 # DEPENDENCYPART_GRANDPAR
(13,17),(17,2),-0.920325 # DEPENDENCYPART_GRANDPAR
(13,17),(17,3),-0.773643 # DEPENDENCYPART_GRANDPAR
(13,17),(17,4),-0.595496 # DEPENDENCYPART_GRANDPAR
(13,17),(17,5),-0.537537 # DEPENDENCYPART_GRANDPAR
(13,17),(17,7),-0.844728 # DEPENDENCYPART_GRANDPAR
(13,17),(17,8),-0.790297 # DEPENDENCYPART_GRANDPAR
(13,17),(17,9),-0.784702 # DEPENDENCYPART_GRANDPAR
(13,17),(17,10),-0.556134 # DEPENDENCYPART_GRANDPAR
(13,17),(17,11),-0.644474 # DEPENDENCYPART_GRANDPAR
(13,17),(17,12),-0.627006 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-0.799401 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,14),-0.302195 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),-0.173623 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),0.1405 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.506186 # DEPENDENCYPART_GRANDPAR
(14,13),(13,1),-0.362907 # DEPENDENCYPART_GRANDPAR
(14,13),(13,2),-0.0188573 # DEPENDENCYPART_GRANDPAR
(14,13),(13,4),-0.104738 # DEPENDENCYPART_GRANDPAR
(14,13),(13,5),0.202974 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.358527 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.136821 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.529625 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.326702 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-1.8203 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.57457 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.717072 # DEPENDENCYPART_GRANDPAR
(15,13),(13,1),-0.340002 # DEPENDENCYPART_GRANDPAR
(15,13),(13,2),-0.142898 # DEPENDENCYPART_GRANDPAR
(15,13),(13,4),-0.043742 # DEPENDENCYPART_GRANDPAR
(15,13),(13,5),-0.274783 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),0.121019 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.0210851 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.285672 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),0.0660748 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.0363805 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-1.64606 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,17),-0.736225 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.10468 # DEPENDENCYPART_GRANDPAR
(15,16),(16,4),-0.535671 # DEPENDENCYPART_GRANDPAR
(15,16),(16,10),-0.508918 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.385507 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.504777 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-1.17473 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,1),-0.704201 # DEPENDENCYPART_GRANDPAR
(15,17),(17,2),-0.637084 # DEPENDENCYPART_GRANDPAR
(15,17),(17,3),-0.340279 # DEPENDENCYPART_GRANDPAR
(15,17),(17,4),-0.505593 # DEPENDENCYPART_GRANDPAR
(15,17),(17,5),-0.668522 # DEPENDENCYPART_GRANDPAR
(15,17),(17,7),-0.310212 # DEPENDENCYPART_GRANDPAR
(15,17),(17,8),-0.360908 # DEPENDENCYPART_GRANDPAR
(15,17),(17,9),-0.326919 # DEPENDENCYPART_GRANDPAR
(15,17),(17,10),-0.47872 # DEPENDENCYPART_GRANDPAR
(15,17),(17,11),-0.672401 # DEPENDENCYPART_GRANDPAR
(15,17),(17,12),-0.35817 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-0.470235 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.448718 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-1.21758 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),0.143522 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.546028 # DEPENDENCYPART_GRANDPAR
(16,4),(4,1),-0.389558 # DEPENDENCYPART_GRANDPAR
(16,4),(4,2),-0.141307 # DEPENDENCYPART_GRANDPAR
(16,4),(4,3),-0.13161 # DEPENDENCYPART_GRANDPAR
(16,4),(4,5),-0.19389 # DEPENDENCYPART_GRANDPAR
(16,4),(4,6),-0.515966 # DEPENDENCYPART_GRANDPAR
(16,4),(4,7),-0.308232 # DEPENDENCYPART_GRANDPAR
(16,4),(4,8),-0.452374 # DEPENDENCYPART_GRANDPAR
(16,4),(4,9),-0.0406624 # DEPENDENCYPART_GRANDPAR
(16,4),(4,10),-0.180777 # DEPENDENCYPART_GRANDPAR
(16,4),(4,12),-0.310078 # DEPENDENCYPART_GRANDPAR
(16,4),(4,13),-0.293998 # DEPENDENCYPART_GRANDPAR
(16,4),(4,14),-0.411709 # DEPENDENCYPART_GRANDPAR
(16,4),(4,15),-0.289544 # DEPENDENCYPART_GRANDPAR
(16,4),(4,17),-0.458812 # DEPENDENCYPART_GRANDPAR
(16,4),(4,18),-0.587322 # DEPENDENCYPART_GRANDPAR
(16,10),(10,1),-0.397708 # DEPENDENCYPART_GRANDPAR
(16,10),(10,2),-0.139784 # DEPENDENCYPART_GRANDPAR
(16,10),(10,3),-0.146357 # DEPENDENCYPART_GRANDPAR
(16,10),(10,4),-0.282838 # DEPENDENCYPART_GRANDPAR
(16,10),(10,5),-0.257507 # DEPENDENCYPART_GRANDPAR
(16,10),(10,6),-0.588606 # DEPENDENCYPART_GRANDPAR
(16,10),(10,7),-0.18618 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),-0.488139 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),-0.139276 # DEPENDENCYPART_GRANDPAR
(16,10),(10,11),-0.408049 # DEPENDENCYPART_GRANDPAR
(16,10),(10,12),-0.303623 # DEPENDENCYPART_GRANDPAR
(16,10),(10,13),-0.277271 # DEPENDENCYPART_GRANDPAR
(16,10),(10,14),-0.423119 # DEPENDENCYPART_GRANDPAR
(16,10),(10,15),-0.296139 # DEPENDENCYPART_GRANDPAR
(16,10),(10,16),-1.22356 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,10),(10,17),-0.458813 # DEPENDENCYPART_GRANDPAR
(16,10),(10,18),-0.615635 # DEPENDENCYPART_GRANDPAR
(16,12),(12,1),-0.319681 # DEPENDENCYPART_GRANDPAR
