# _root_ Using black and white , `` we can make housewives look like stars , '' says John Perrin .
#goldHeads=8,1,2,3,8,8,8,16,8,9,9,11,12,8,8,0,18,16,16,
#predictedHeads=8,1,2,3,8,8,8,16,8,9,9,11,12,16,16,0,18,16,16,
(6,4),(4,14),-0.709865 # DEPENDENCYPART_GRANDPAR
(6,4),(4,15),-0.620147 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-0.652741 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.689652 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.995877 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,9),-0.374368 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-0.641538 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-0.628089 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.507108 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.584621 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.559917 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-1.02517 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.112724 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.169689 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.270011 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.232079 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.307903 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.407509 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.181097 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-0.180279 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.329133 # DEPENDENCYPART_GRANDPAR
(6,8),(8,18),-0.579956 # DEPENDENCYPART_GRANDPAR
(6,8),(8,19),-0.298506 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.255902 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.324534 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),-0.238255 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),-0.444285 # DEPENDENCYPART_GRANDPAR
(7,1),(1,6),-0.418477 # DEPENDENCYPART_GRANDPAR
(7,1),(1,7),-1.15272 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,1),(1,8),-0.382012 # DEPENDENCYPART_GRANDPAR
(7,1),(1,9),-0.698453 # DEPENDENCYPART_GRANDPAR
(7,1),(1,10),-0.334585 # DEPENDENCYPART_GRANDPAR
(7,1),(1,11),-0.614851 # DEPENDENCYPART_GRANDPAR
(7,1),(1,12),-0.577075 # DEPENDENCYPART_GRANDPAR
(7,1),(1,13),-0.54683 # DEPENDENCYPART_GRANDPAR
(7,1),(1,15),-0.577821 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.307366 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.206019 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-0.192267 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),-0.280685 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),-0.375672 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-1.14422 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,8),-0.381232 # DEPENDENCYPART_GRANDPAR
(7,2),(2,10),-0.313802 # DEPENDENCYPART_GRANDPAR
(7,2),(2,11),-0.607779 # DEPENDENCYPART_GRANDPAR
(7,2),(2,12),-0.531656 # DEPENDENCYPART_GRANDPAR
(7,2),(2,14),-0.748956 # DEPENDENCYPART_GRANDPAR
(7,2),(2,15),-0.589369 # DEPENDENCYPART_GRANDPAR
(7,2),(2,18),-0.791944 # DEPENDENCYPART_GRANDPAR
(7,2),(2,19),-0.636186 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.29084 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.316358 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.297236 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.428461 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.14849 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.375096 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-0.718165 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-0.737926 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.718803 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.847219 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.862578 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.663719 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,10),0.210676 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.122774 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.250868 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.00145611 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.287734 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.163256 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.239266 # DEPENDENCYPART_GRANDPAR
(7,9),(9,18),-0.285678 # DEPENDENCYPART_GRANDPAR
(7,9),(9,19),-0.205399 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),0.0683998 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),0.103847 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),0.0155603 # DEPENDENCYPART_GRANDPAR
(8,1),(1,5),-0.384117 # DEPENDENCYPART_GRANDPAR
(8,1),(1,6),-0.302742 # DEPENDENCYPART_GRANDPAR
(8,1),(1,7),0.0690728 # DEPENDENCYPART_GRANDPAR
(8,1),(1,8),-0.968419 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,1),(1,9),0.0381144 # DEPENDENCYPART_GRANDPAR
(8,1),(1,10),-0.308451 # DEPENDENCYPART_GRANDPAR
(8,1),(1,11),-0.435656 # DEPENDENCYPART_GRANDPAR
(8,1),(1,12),-0.431718 # DEPENDENCYPART_GRANDPAR
(8,1),(1,13),-0.423729 # DEPENDENCYPART_GRANDPAR
(8,1),(1,15),-0.451137 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.0964158 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),0.0908777 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.0351825 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),-0.195026 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),-0.350286 # DEPENDENCYPART_GRANDPAR
(8,2),(2,7),-0.0515129 # DEPENDENCYPART_GRANDPAR
(8,2),(2,8),-0.872467 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,2),(2,10),-0.190655 # DEPENDENCYPART_GRANDPAR
(8,2),(2,11),-0.339134 # DEPENDENCYPART_GRANDPAR
(8,2),(2,12),-0.277525 # DEPENDENCYPART_GRANDPAR
(8,2),(2,14),-0.880573 # DEPENDENCYPART_GRANDPAR
(8,2),(2,15),-0.373952 # DEPENDENCYPART_GRANDPAR
(8,2),(2,18),-0.788496 # DEPENDENCYPART_GRANDPAR
(8,2),(2,19),-0.683021 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.367699 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.645082 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),-0.562121 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-0.952216 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,9),0.0466052 # DEPENDENCYPART_GRANDPAR
(8,3),(3,10),-0.293249 # DEPENDENCYPART_GRANDPAR
(8,3),(3,11),-0.426394 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.0945031 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.0134393 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.0604805 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.208763 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.349732 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),-0.0509457 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-0.872467 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,10),-0.190655 # DEPENDENCYPART_GRANDPAR
(8,4),(4,12),-0.277523 # DEPENDENCYPART_GRANDPAR
(8,4),(4,13),-0.305933 # DEPENDENCYPART_GRANDPAR
(8,4),(4,14),-0.880574 # DEPENDENCYPART_GRANDPAR
(8,4),(4,15),-0.373952 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.0353105 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.109945 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.162848 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.325806 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.0679217 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-0.941681 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,1),-0.0409434 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.132489 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.362338 # DEPENDENCYPART_GRANDPAR
(8,7),(7,9),0.0803043 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-0.164149 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-0.12955 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.180944 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.611204 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.596364 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.205004 # DEPENDENCYPART_GRANDPAR
(8,9),(9,10),0.379855 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),0.231731 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.0558638 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),0.264577 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.285631 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),0.157974 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.0373243 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),-0.22753 # DEPENDENCYPART_GRANDPAR
(8,9),(9,19),-0.270913 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-0.266044 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),-0.387845 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.837535 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.727412 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.337235 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.353127 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.502751 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),0.0448671 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.130221 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),0.0986703 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.367114 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.0291816 # DEPENDENCYPART_GRANDPAR
(8,10),(10,18),-0.340491 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),-0.153951 # DEPENDENCYPART_GRANDPAR
(8,11),(11,2),-0.12556 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-0.20714 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-0.176954 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-0.601404 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.593272 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.195134 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.56607 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),0.309622 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),-0.0294132 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),0.117635 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),0.233193 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.206242 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),0.198442 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),0.00426359 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-0.150046 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-0.187178 # DEPENDENCYPART_GRANDPAR
(8,11),(11,19),-0.22595 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),0.27199 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),0.117053 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),0.0561551 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.397832 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),0.0499408 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.112838 # DEPENDENCYPART_GRANDPAR
(8,12),(12,18),-0.25116 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),0.199076 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),0.043025 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.0374641 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.354617 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),0.021765 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.0292179 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-0.306236 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),-0.34141 # DEPENDENCYPART_GRANDPAR
(8,13),(13,19),-0.392461 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),0.023676 # DEPENDENCYPART_GRANDPAR
(8,16),(16,1),-0.41504 # DEPENDENCYPART_GRANDPAR
(8,16),(16,2),-0.379035 # DEPENDENCYPART_GRANDPAR
(8,16),(16,3),-0.397132 # DEPENDENCYPART_GRANDPAR
(8,16),(16,4),-0.430169 # DEPENDENCYPART_GRANDPAR
(8,16),(16,5),-0.773365 # DEPENDENCYPART_GRANDPAR
(8,16),(16,6),-0.706029 # DEPENDENCYPART_GRANDPAR
(8,16),(16,7),-0.437314 # DEPENDENCYPART_GRANDPAR
(8,16),(16,8),-0.330028 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,16),(16,9),0.559864 # DEPENDENCYPART_GRANDPAR
(8,16),(16,10),0.125124 # DEPENDENCYPART_GRANDPAR
(8,16),(16,11),0.0960181 # DEPENDENCYPART_GRANDPAR
(8,16),(16,12),-0.096622 # DEPENDENCYPART_GRANDPAR
(8,16),(16,13),0.00978037 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),-0.431978 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),-0.0999078 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-0.292649 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),-0.327525 # DEPENDENCYPART_GRANDPAR
(8,16),(16,19),-0.306658 # DEPENDENCYPART_GRANDPAR
(8,18),(18,1),-0.410744 # DEPENDENCYPART_GRANDPAR
(8,18),(18,2),-0.481422 # DEPENDENCYPART_GRANDPAR
(8,18),(18,8),-0.296088 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,18),(18,11),0.11728 # DEPENDENCYPART_GRANDPAR
(8,18),(18,12),0.0275517 # DEPENDENCYPART_GRANDPAR
(8,18),(18,13),0.230918 # DEPENDENCYPART_GRANDPAR
(8,18),(18,14),-0.0145974 # DEPENDENCYPART_GRANDPAR
(8,18),(18,15),0.121364 # DEPENDENCYPART_GRANDPAR
(8,18),(18,17),-0.0258681 # DEPENDENCYPART_GRANDPAR
(8,18),(18,19),-0.279126 # DEPENDENCYPART_GRANDPAR
(8,19),(19,18),-0.457872 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-0.0826785 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),0.0884302 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),-0.114702 # DEPENDENCYPART_GRANDPAR
(9,1),(1,5),-0.431613 # DEPENDENCYPART_GRANDPAR
(9,1),(1,6),-0.124838 # DEPENDENCYPART_GRANDPAR
(9,1),(1,7),-0.444027 # DEPENDENCYPART_GRANDPAR
(9,1),(1,8),-0.24898 # DEPENDENCYPART_GRANDPAR
(9,1),(1,9),-1.48429 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,1),(1,10),-0.342127 # DEPENDENCYPART_GRANDPAR
(9,1),(1,11),-0.366969 # DEPENDENCYPART_GRANDPAR
(9,1),(1,12),-0.19154 # DEPENDENCYPART_GRANDPAR
(9,1),(1,13),-0.752601 # DEPENDENCYPART_GRANDPAR
(9,1),(1,15),-0.574748 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.186584 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),0.130148 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),-0.154789 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),-0.195297 # DEPENDENCYPART_GRANDPAR
(9,2),(2,6),-0.194921 # DEPENDENCYPART_GRANDPAR
(9,2),(2,7),-0.515057 # DEPENDENCYPART_GRANDPAR
(9,2),(2,8),-0.138911 # DEPENDENCYPART_GRANDPAR
(9,2),(2,10),-0.344774 # DEPENDENCYPART_GRANDPAR
(9,2),(2,11),-0.383392 # DEPENDENCYPART_GRANDPAR
(9,2),(2,12),-0.17384 # DEPENDENCYPART_GRANDPAR
(9,2),(2,14),-0.708004 # DEPENDENCYPART_GRANDPAR
(9,2),(2,15),-0.609672 # DEPENDENCYPART_GRANDPAR
(9,2),(2,18),-0.982585 # DEPENDENCYPART_GRANDPAR
(9,2),(2,19),-1.21713 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.203278 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.145632 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.237229 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.208902 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.194383 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),-0.514507 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),-0.138365 # DEPENDENCYPART_GRANDPAR
(9,4),(4,10),-0.344774 # DEPENDENCYPART_GRANDPAR
(9,4),(4,12),-0.173838 # DEPENDENCYPART_GRANDPAR
(9,4),(4,13),-0.755247 # DEPENDENCYPART_GRANDPAR
(9,4),(4,14),-0.708005 # DEPENDENCYPART_GRANDPAR
(9,4),(4,15),-0.609672 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.0928672 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.0623828 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.0886773 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.326446 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.508367 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.27104 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.111568 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.114625 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.307378 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.49283 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,1),-0.501769 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-0.636813 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.926614 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.724501 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.897267 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.724362 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-1.16464 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),0.111003 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),0.161647 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.250112 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.113899 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.15828 # DEPENDENCYPART_GRANDPAR
(9,10),(10,18),-0.393465 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-0.543649 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-0.575468 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-0.513124 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-0.60245 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-0.817254 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.727736 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.902891 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.706268 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-1.21777 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),-0.0566955 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),0.208521 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.0373028 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),0.0198543 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.0800452 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.131357 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.404919 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),-0.296109 # DEPENDENCYPART_GRANDPAR
(9,11),(11,19),-0.659052 # DEPENDENCYPART_GRANDPAR
(9,12),(12,10),0.133249 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),0.073008 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.164247 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.0551906 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.0161298 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.117564 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),-0.233327 # DEPENDENCYPART_GRANDPAR
(9,13),(13,10),0.137595 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),-0.0341655 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),0.196423 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.101367 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.108091 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.158283 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.505072 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),-0.394314 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),-0.800317 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.359738 # DEPENDENCYPART_GRANDPAR
(9,16),(16,1),-0.519625 # DEPENDENCYPART_GRANDPAR
(9,16),(16,2),-0.506277 # DEPENDENCYPART_GRANDPAR
(9,16),(16,3),-0.446807 # DEPENDENCYPART_GRANDPAR
(9,16),(16,4),-0.532998 # DEPENDENCYPART_GRANDPAR
(9,16),(16,5),-0.751307 # DEPENDENCYPART_GRANDPAR
(9,16),(16,6),-0.586877 # DEPENDENCYPART_GRANDPAR
(9,16),(16,7),-0.883736 # DEPENDENCYPART_GRANDPAR
(9,16),(16,8),-0.70926 # DEPENDENCYPART_GRANDPAR
(9,16),(16,9),-1.07133 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,16),(16,10),0.0245704 # DEPENDENCYPART_GRANDPAR
(9,16),(16,11),0.0577226 # DEPENDENCYPART_GRANDPAR
(9,16),(16,12),0.0740364 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),-0.385924 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),-0.262868 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),-0.188316 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.613491 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),-0.502422 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),-0.832673 # DEPENDENCYPART_GRANDPAR
(9,18),(18,1),-0.533778 # DEPENDENCYPART_GRANDPAR
(9,18),(18,2),-0.625894 # DEPENDENCYPART_GRANDPAR
(9,18),(18,8),-0.696792 # DEPENDENCYPART_GRANDPAR
(9,18),(18,11),0.0719079 # DEPENDENCYPART_GRANDPAR
(9,18),(18,12),0.261554 # DEPENDENCYPART_GRANDPAR
(9,18),(18,13),-0.197577 # DEPENDENCYPART_GRANDPAR
(9,18),(18,14),0.00698743 # DEPENDENCYPART_GRANDPAR
(9,18),(18,15),0.00201321 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),-0.27123 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),-0.702676 # DEPENDENCYPART_GRANDPAR
(9,19),(19,18),-0.525195 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.456513 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-0.614495 # DEPENDENCYPART_GRANDPAR
(10,1),(1,4),-0.557765 # DEPENDENCYPART_GRANDPAR
(10,1),(1,5),-0.525054 # DEPENDENCYPART_GRANDPAR
(10,1),(1,6),-0.631387 # DEPENDENCYPART_GRANDPAR
(10,1),(1,7),-0.263133 # DEPENDENCYPART_GRANDPAR
(10,1),(1,8),-0.175613 # DEPENDENCYPART_GRANDPAR
(10,1),(1,9),-0.280129 # DEPENDENCYPART_GRANDPAR
(10,1),(1,10),-1.75976 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,1),(1,11),-0.884799 # DEPENDENCYPART_GRANDPAR
(10,1),(1,12),-1.17634 # DEPENDENCYPART_GRANDPAR
(10,1),(1,13),-0.941319 # DEPENDENCYPART_GRANDPAR
(10,1),(1,15),-1.04695 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.407943 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),-0.393807 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),-0.403796 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),-0.350485 # DEPENDENCYPART_GRANDPAR
(10,2),(2,6),-0.511308 # DEPENDENCYPART_GRANDPAR
(10,2),(2,7),-0.191076 # DEPENDENCYPART_GRANDPAR
(10,2),(2,8),0.0464756 # DEPENDENCYPART_GRANDPAR
(10,2),(2,10),-1.73712 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,2),(2,11),-0.880758 # DEPENDENCYPART_GRANDPAR
(10,2),(2,12),-1.12798 # DEPENDENCYPART_GRANDPAR
(10,2),(2,14),-1.04925 # DEPENDENCYPART_GRANDPAR
(10,2),(2,15),-1.06173 # DEPENDENCYPART_GRANDPAR
(10,2),(2,18),-1.32498 # DEPENDENCYPART_GRANDPAR
(10,2),(2,19),-1.46057 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-0.36292 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.389141 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.466199 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.387139 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.193763 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.0875397 # DEPENDENCYPART_GRANDPAR
