# _root_ The newsletter Medicine & Health , which first disclosed her selection by Dr. Sullivan , said she is 44 years old and she studied at the University of Puerto Rico School of Medicine .
#goldHeads=3,3,16,3,4,3,9,9,3,11,9,11,14,12,3,0,18,16,20,21,18,18,24,22,24,31,31,27,30,28,25,31,32,16,
#predictedHeads=3,3,16,3,4,3,9,9,3,11,9,9,14,12,3,0,18,16,20,21,18,16,24,22,24,31,31,27,31,31,25,31,32,16,
(3,6),(3,22),0.415258 # DEPENDENCYPART_SIBL
(3,6),(3,24),0.448834 # DEPENDENCYPART_SIBL
(3,6),(3,28),0.284235 # DEPENDENCYPART_SIBL
(3,6),(3,32),0.284235 # DEPENDENCYPART_SIBL
(3,7),(3,8),-0.0758847 # DEPENDENCYPART_SIBL
(3,7),(3,9),-0.0378438 # DEPENDENCYPART_SIBL
(3,7),(3,11),-0.130665 # DEPENDENCYPART_SIBL
(3,7),(3,12),-0.0577298 # DEPENDENCYPART_SIBL
(3,7),(3,15),-0.0522312 # DEPENDENCYPART_SIBL
(3,7),(3,16),-0.0555411 # DEPENDENCYPART_SIBL
(3,7),(3,18),-0.0827988 # DEPENDENCYPART_SIBL
(3,7),(3,20),-0.0662897 # DEPENDENCYPART_SIBL
(3,7),(3,21),-0.0329055 # DEPENDENCYPART_SIBL
(3,7),(3,22),-0.0666101 # DEPENDENCYPART_SIBL
(3,7),(3,24),-0.0501599 # DEPENDENCYPART_SIBL
(3,7),(3,28),-0.0869099 # DEPENDENCYPART_SIBL
(3,7),(3,32),-0.0869099 # DEPENDENCYPART_SIBL
(3,8),(3,9),0.0121873 # DEPENDENCYPART_SIBL
(3,8),(3,11),0.0669997 # DEPENDENCYPART_SIBL
(3,8),(3,12),0.0778093 # DEPENDENCYPART_SIBL
(3,8),(3,15),0.0496827 # DEPENDENCYPART_SIBL
(3,8),(3,16),-0.0386857 # DEPENDENCYPART_SIBL
(3,8),(3,18),-0.0815773 # DEPENDENCYPART_SIBL
(3,8),(3,20),0.0910093 # DEPENDENCYPART_SIBL
(3,8),(3,21),-0.0177093 # DEPENDENCYPART_SIBL
(3,8),(3,22),0.0749222 # DEPENDENCYPART_SIBL
(3,8),(3,24),-0.0339269 # DEPENDENCYPART_SIBL
(3,8),(3,28),-0.0185372 # DEPENDENCYPART_SIBL
(3,8),(3,32),-0.0185372 # DEPENDENCYPART_SIBL
(3,9),(3,11),-0.0964592 # DEPENDENCYPART_SIBL
(3,9),(3,12),-0.0150369 # DEPENDENCYPART_SIBL
(3,9),(3,15),0.441764 # DEPENDENCYPART_SIBL
(3,9),(3,16),-0.341506 # DEPENDENCYPART_SIBL
(3,9),(3,18),-0.175913 # DEPENDENCYPART_SIBL
(3,9),(3,20),-0.0127286 # DEPENDENCYPART_SIBL
(3,9),(3,21),-0.034255 # DEPENDENCYPART_SIBL
(3,9),(3,22),0.0965062 # DEPENDENCYPART_SIBL
(3,9),(3,24),-0.259623 # DEPENDENCYPART_SIBL
(3,9),(3,28),-0.059202 # DEPENDENCYPART_SIBL
(3,9),(3,32),-0.059202 # DEPENDENCYPART_SIBL
(3,11),(3,12),0.0400946 # DEPENDENCYPART_SIBL
(3,11),(3,15),0.224242 # DEPENDENCYPART_SIBL
(3,11),(3,16),-0.080715 # DEPENDENCYPART_SIBL
(3,11),(3,18),-0.0474843 # DEPENDENCYPART_SIBL
(3,11),(3,20),-0.107988 # DEPENDENCYPART_SIBL
(3,11),(3,21),-0.00628297 # DEPENDENCYPART_SIBL
(3,11),(3,22),0.0450949 # DEPENDENCYPART_SIBL
(3,11),(3,24),-0.0557971 # DEPENDENCYPART_SIBL
(3,11),(3,28),-0.063071 # DEPENDENCYPART_SIBL
(3,11),(3,32),-0.063071 # DEPENDENCYPART_SIBL
(3,12),(3,15),0.0536918 # DEPENDENCYPART_SIBL
(3,12),(3,16),0.0375347 # DEPENDENCYPART_SIBL
(3,12),(3,18),-0.0303729 # DEPENDENCYPART_SIBL
(3,12),(3,20),-0.00425141 # DEPENDENCYPART_SIBL
(3,12),(3,21),0.0288258 # DEPENDENCYPART_SIBL
(3,12),(3,22),0.299561 # DEPENDENCYPART_SIBL
(3,12),(3,24),0.0245319 # DEPENDENCYPART_SIBL
(3,12),(3,28),0.03235 # DEPENDENCYPART_SIBL
(3,12),(3,32),0.03235 # DEPENDENCYPART_SIBL
(3,15),(3,16),0.25496 # DEPENDENCYPART_SIBL
(3,15),(3,18),0.445292 # DEPENDENCYPART_SIBL
(3,15),(3,20),0.344446 # DEPENDENCYPART_SIBL
(3,15),(3,21),0.464963 # DEPENDENCYPART_SIBL
(3,15),(3,22),0.415258 # DEPENDENCYPART_SIBL
(3,15),(3,24),0.448834 # DEPENDENCYPART_SIBL
(3,15),(3,28),0.284235 # DEPENDENCYPART_SIBL
(3,15),(3,32),0.284235 # DEPENDENCYPART_SIBL
(3,16),(3,18),-0.198464 # DEPENDENCYPART_SIBL
(3,16),(3,20),0.00730542 # DEPENDENCYPART_SIBL
(3,16),(3,21),-0.0150799 # DEPENDENCYPART_SIBL
(3,16),(3,22),0.0742663 # DEPENDENCYPART_SIBL
(3,16),(3,24),-0.281811 # DEPENDENCYPART_SIBL
(3,16),(3,28),-0.0539209 # DEPENDENCYPART_SIBL
(3,16),(3,32),-0.0539209 # DEPENDENCYPART_SIBL
(3,18),(3,20),0.0165669 # DEPENDENCYPART_SIBL
(3,18),(3,21),0.036642 # DEPENDENCYPART_SIBL
(3,18),(3,22),0.100071 # DEPENDENCYPART_SIBL
(3,18),(3,24),-0.17093 # DEPENDENCYPART_SIBL
(3,18),(3,28),0.0549678 # DEPENDENCYPART_SIBL
(3,18),(3,32),0.0549678 # DEPENDENCYPART_SIBL
(3,20),(3,21),-0.0138332 # DEPENDENCYPART_SIBL
(3,20),(3,22),-0.0201398 # DEPENDENCYPART_SIBL
(3,20),(3,24),-0.0926326 # DEPENDENCYPART_SIBL
(3,20),(3,28),-0.119445 # DEPENDENCYPART_SIBL
(3,20),(3,32),-0.119445 # DEPENDENCYPART_SIBL
(3,21),(3,22),0.0365315 # DEPENDENCYPART_SIBL
(3,21),(3,24),-0.0221944 # DEPENDENCYPART_SIBL
(3,21),(3,28),-0.000878955 # DEPENDENCYPART_SIBL
(3,21),(3,32),-0.000878955 # DEPENDENCYPART_SIBL
(3,22),(3,24),0.0175502 # DEPENDENCYPART_SIBL
(3,22),(3,28),0.0596694 # DEPENDENCYPART_SIBL
(3,22),(3,32),0.0596694 # DEPENDENCYPART_SIBL
(3,24),(3,28),-0.063272 # DEPENDENCYPART_SIBL
(3,24),(3,32),-0.063272 # DEPENDENCYPART_SIBL
(3,28),(3,32),-0.367092 # DEPENDENCYPART_SIBL
(4,2),(4,5),-0.0274293 # DEPENDENCYPART_SIBL
(4,2),(4,6),-0.0275545 # DEPENDENCYPART_SIBL
(4,2),(4,7),-0.0269438 # DEPENDENCYPART_SIBL
(4,2),(4,9),-0.020161 # DEPENDENCYPART_SIBL
(4,2),(4,11),0.00440355 # DEPENDENCYPART_SIBL
(4,2),(4,14),-0.0237567 # DEPENDENCYPART_SIBL
(4,5),(4,6),-0.585286 # DEPENDENCYPART_SIBL
(4,5),(4,7),-0.468763 # DEPENDENCYPART_SIBL
(4,5),(4,9),-0.684578 # DEPENDENCYPART_SIBL
(4,5),(4,11),-0.619252 # DEPENDENCYPART_SIBL
(4,5),(4,14),-0.68461 # DEPENDENCYPART_SIBL
(4,6),(4,7),-0.0114799 # DEPENDENCYPART_SIBL
(4,6),(4,9),0.215613 # DEPENDENCYPART_SIBL
(4,6),(4,11),0.21983 # DEPENDENCYPART_SIBL
(4,6),(4,14),0.259073 # DEPENDENCYPART_SIBL
(4,7),(4,9),-0.277451 # DEPENDENCYPART_SIBL
(4,7),(4,11),-0.273624 # DEPENDENCYPART_SIBL
(4,7),(4,14),-0.181246 # DEPENDENCYPART_SIBL
(4,9),(4,11),-0.38215 # DEPENDENCYPART_SIBL
(4,9),(4,14),-0.290655 # DEPENDENCYPART_SIBL
(4,11),(4,14),-0.323659 # DEPENDENCYPART_SIBL
(5,1),(5,2),0.242742 # DEPENDENCYPART_SIBL
(5,1),(5,3),0.107534 # DEPENDENCYPART_SIBL
(5,1),(5,6),-0.0295816 # DEPENDENCYPART_SIBL
(5,1),(5,7),-0.000935839 # DEPENDENCYPART_SIBL
(5,1),(5,8),0.080683 # DEPENDENCYPART_SIBL
(5,1),(5,9),0.162563 # DEPENDENCYPART_SIBL
(5,1),(5,11),0.00471597 # DEPENDENCYPART_SIBL
(5,1),(5,14),-0.0291804 # DEPENDENCYPART_SIBL
(5,1),(5,15),-0.0295816 # DEPENDENCYPART_SIBL
(5,1),(5,16),0.0763884 # DEPENDENCYPART_SIBL
(5,1),(5,24),0.172233 # DEPENDENCYPART_SIBL
(5,2),(5,3),0.14168 # DEPENDENCYPART_SIBL
(5,2),(5,6),-0.116591 # DEPENDENCYPART_SIBL
(5,2),(5,7),-0.0768744 # DEPENDENCYPART_SIBL
(5,2),(5,8),-0.0471323 # DEPENDENCYPART_SIBL
(5,2),(5,9),-0.0113297 # DEPENDENCYPART_SIBL
(5,2),(5,11),-0.0189779 # DEPENDENCYPART_SIBL
(5,2),(5,14),-0.0274091 # DEPENDENCYPART_SIBL
(5,2),(5,15),-0.116591 # DEPENDENCYPART_SIBL
(5,2),(5,16),0.00590189 # DEPENDENCYPART_SIBL
(5,2),(5,24),-0.00400392 # DEPENDENCYPART_SIBL
(5,3),(5,6),-0.010314 # DEPENDENCYPART_SIBL
(5,3),(5,7),-0.0708907 # DEPENDENCYPART_SIBL
(5,3),(5,8),-0.0225573 # DEPENDENCYPART_SIBL
(5,3),(5,9),-0.0238144 # DEPENDENCYPART_SIBL
(5,3),(5,11),0.0074323 # DEPENDENCYPART_SIBL
(5,3),(5,14),-0.00129556 # DEPENDENCYPART_SIBL
(5,3),(5,15),-0.010314 # DEPENDENCYPART_SIBL
(5,3),(5,16),-0.0241397 # DEPENDENCYPART_SIBL
(5,3),(5,24),-0.00333775 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.0460036 # DEPENDENCYPART_SIBL
(5,6),(5,8),0.312108 # DEPENDENCYPART_SIBL
(5,6),(5,9),0.462964 # DEPENDENCYPART_SIBL
(5,6),(5,11),0.601788 # DEPENDENCYPART_SIBL
(5,6),(5,14),0.66205 # DEPENDENCYPART_SIBL
(5,6),(5,15),0.00182775 # DEPENDENCYPART_SIBL
(5,6),(5,16),0.239727 # DEPENDENCYPART_SIBL
(5,6),(5,24),0.433601 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.076025 # DEPENDENCYPART_SIBL
(5,7),(5,9),-0.0383772 # DEPENDENCYPART_SIBL
(5,7),(5,11),-0.148775 # DEPENDENCYPART_SIBL
(5,7),(5,14),-0.0169521 # DEPENDENCYPART_SIBL
(5,7),(5,15),-0.0759389 # DEPENDENCYPART_SIBL
(5,7),(5,16),-0.0560745 # DEPENDENCYPART_SIBL
(5,7),(5,24),-0.0506933 # DEPENDENCYPART_SIBL
(5,8),(5,9),0.0116307 # DEPENDENCYPART_SIBL
(5,8),(5,11),0.0488568 # DEPENDENCYPART_SIBL
(5,8),(5,14),0.0605435 # DEPENDENCYPART_SIBL
(5,8),(5,15),0.0259518 # DEPENDENCYPART_SIBL
(5,8),(5,16),-0.0392422 # DEPENDENCYPART_SIBL
(5,8),(5,24),-0.0344835 # DEPENDENCYPART_SIBL
(5,9),(5,11),-0.114584 # DEPENDENCYPART_SIBL
(5,9),(5,14),0.0306663 # DEPENDENCYPART_SIBL
(5,9),(5,15),0.418013 # DEPENDENCYPART_SIBL
(5,9),(5,16),-0.342054 # DEPENDENCYPART_SIBL
(5,9),(5,24),-0.260171 # DEPENDENCYPART_SIBL
(5,11),(5,14),-0.0215203 # DEPENDENCYPART_SIBL
(5,11),(5,15),0.197377 # DEPENDENCYPART_SIBL
(5,11),(5,16),-0.0840506 # DEPENDENCYPART_SIBL
(5,11),(5,24),-0.0591327 # DEPENDENCYPART_SIBL
(5,14),(5,15),-0.0311825 # DEPENDENCYPART_SIBL
(5,14),(5,16),-0.085434 # DEPENDENCYPART_SIBL
(5,14),(5,24),-0.0822071 # DEPENDENCYPART_SIBL
(5,15),(5,16),0.239727 # DEPENDENCYPART_SIBL
(5,15),(5,24),0.433601 # DEPENDENCYPART_SIBL
(5,16),(5,24),-0.28236 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.101449 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.0612465 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.051171 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.0543318 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.0546415 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0281734 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0860554 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.0407432 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.113126 # DEPENDENCYPART_SIBL
(9,1),(9,2),-0.138983 # DEPENDENCYPART_SIBL
(9,1),(9,3),-0.20822 # DEPENDENCYPART_SIBL
(9,1),(9,4),-0.199837 # DEPENDENCYPART_SIBL
(9,1),(9,5),-0.206059 # DEPENDENCYPART_SIBL
(9,1),(9,6),-0.109418 # DEPENDENCYPART_SIBL
(9,1),(9,7),-0.272463 # DEPENDENCYPART_SIBL
(9,1),(9,8),0.0227648 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.131214 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.164584 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.146242 # DEPENDENCYPART_SIBL
(9,1),(9,13),-0.177222 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.173273 # DEPENDENCYPART_SIBL
(9,1),(9,15),-0.126409 # DEPENDENCYPART_SIBL
(9,1),(9,16),-0.084556 # DEPENDENCYPART_SIBL
(9,1),(9,17),-0.0878144 # DEPENDENCYPART_SIBL
(9,1),(9,18),-0.0886118 # DEPENDENCYPART_SIBL
(9,1),(9,19),-0.168214 # DEPENDENCYPART_SIBL
(9,1),(9,20),-0.131123 # DEPENDENCYPART_SIBL
(9,1),(9,21),-0.153133 # DEPENDENCYPART_SIBL
(9,1),(9,22),-0.0720341 # DEPENDENCYPART_SIBL
(9,1),(9,23),-0.0878144 # DEPENDENCYPART_SIBL
(9,1),(9,24),0.0445602 # DEPENDENCYPART_SIBL
(9,1),(9,25),-0.141885 # DEPENDENCYPART_SIBL
(9,1),(9,27),-0.183844 # DEPENDENCYPART_SIBL
(9,1),(9,34),-0.155274 # DEPENDENCYPART_SIBL
(9,2),(9,3),-0.37937 # DEPENDENCYPART_SIBL
(9,2),(9,4),-0.232831 # DEPENDENCYPART_SIBL
(9,2),(9,5),-0.367188 # DEPENDENCYPART_SIBL
(9,2),(9,6),-0.060857 # DEPENDENCYPART_SIBL
(9,2),(9,7),-0.42746 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.0655565 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.0396266 # DEPENDENCYPART_SIBL
(9,2),(9,11),-0.0057855 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.0332986 # DEPENDENCYPART_SIBL
(9,2),(9,13),-0.0316847 # DEPENDENCYPART_SIBL
(9,2),(9,14),-0.0284248 # DEPENDENCYPART_SIBL
(9,2),(9,15),0.020383 # DEPENDENCYPART_SIBL
(9,2),(9,16),-0.00246466 # DEPENDENCYPART_SIBL
(9,2),(9,17),-0.0424479 # DEPENDENCYPART_SIBL
(9,2),(9,18),-0.00206526 # DEPENDENCYPART_SIBL
(9,2),(9,19),-0.0520459 # DEPENDENCYPART_SIBL
(9,2),(9,20),-0.0405386 # DEPENDENCYPART_SIBL
(9,2),(9,21),-0.0327899 # DEPENDENCYPART_SIBL
(9,2),(9,22),0.0464903 # DEPENDENCYPART_SIBL
(9,2),(9,23),-0.0424479 # DEPENDENCYPART_SIBL
(9,2),(9,24),0.00482952 # DEPENDENCYPART_SIBL
(9,2),(9,25),-0.0146763 # DEPENDENCYPART_SIBL
(9,2),(9,27),-0.0157367 # DEPENDENCYPART_SIBL
(9,2),(9,34),0.0400153 # DEPENDENCYPART_SIBL
(9,3),(9,4),-0.227177 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.482357 # DEPENDENCYPART_SIBL
(9,3),(9,6),-0.0469793 # DEPENDENCYPART_SIBL
(9,3),(9,7),-0.328436 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.0512046 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.0695551 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.0464888 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.155504 # DEPENDENCYPART_SIBL
(9,3),(9,13),-0.0550877 # DEPENDENCYPART_SIBL
(9,3),(9,14),-0.0536628 # DEPENDENCYPART_SIBL
(9,3),(9,15),0.00802989 # DEPENDENCYPART_SIBL
(9,3),(9,16),-0.0213571 # DEPENDENCYPART_SIBL
(9,3),(9,17),-0.0198722 # DEPENDENCYPART_SIBL
(9,3),(9,18),0.00862503 # DEPENDENCYPART_SIBL
(9,3),(9,19),-0.015588 # DEPENDENCYPART_SIBL
(9,3),(9,20),-0.0609363 # DEPENDENCYPART_SIBL
(9,3),(9,21),-0.015975 # DEPENDENCYPART_SIBL
(9,3),(9,22),0.0576681 # DEPENDENCYPART_SIBL
(9,3),(9,23),-0.0198722 # DEPENDENCYPART_SIBL
(9,3),(9,24),-0.00340975 # DEPENDENCYPART_SIBL
(9,3),(9,25),-0.0481914 # DEPENDENCYPART_SIBL
(9,3),(9,27),-0.0498583 # DEPENDENCYPART_SIBL
(9,3),(9,34),-0.0169317 # DEPENDENCYPART_SIBL
(9,4),(9,5),-0.0176872 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.0755425 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.135226 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.0503963 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.0577538 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.0511519 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.0729806 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.07695 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.0746928 # DEPENDENCYPART_SIBL
(9,4),(9,15),-0.0864487 # DEPENDENCYPART_SIBL
(9,4),(9,16),-0.045725 # DEPENDENCYPART_SIBL
(9,4),(9,17),-0.0353865 # DEPENDENCYPART_SIBL
(9,4),(9,18),-0.00108337 # DEPENDENCYPART_SIBL
(9,4),(9,19),-0.0864806 # DEPENDENCYPART_SIBL
(9,4),(9,20),-0.0876826 # DEPENDENCYPART_SIBL
(9,4),(9,21),-0.0353628 # DEPENDENCYPART_SIBL
(9,4),(9,22),0.111623 # DEPENDENCYPART_SIBL
(9,4),(9,23),-0.0353865 # DEPENDENCYPART_SIBL
(9,4),(9,24),-0.0462941 # DEPENDENCYPART_SIBL
(9,4),(9,25),-0.0839552 # DEPENDENCYPART_SIBL
(9,4),(9,27),-0.0853267 # DEPENDENCYPART_SIBL
(9,4),(9,34),0.0370755 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.0520674 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.32783 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.056214 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0694059 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.0445926 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.176769 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.0586912 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.057287 # DEPENDENCYPART_SIBL
(9,5),(9,15),-0.00373875 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.0221641 # DEPENDENCYPART_SIBL
(9,5),(9,17),-0.019724 # DEPENDENCYPART_SIBL
(9,5),(9,18),0.00413339 # DEPENDENCYPART_SIBL
(9,5),(9,19),-0.0153867 # DEPENDENCYPART_SIBL
(9,5),(9,20),-0.0582204 # DEPENDENCYPART_SIBL
(9,5),(9,21),-0.0227678 # DEPENDENCYPART_SIBL
(9,5),(9,22),0.0697058 # DEPENDENCYPART_SIBL
(9,5),(9,23),-0.019724 # DEPENDENCYPART_SIBL
(9,5),(9,24),-0.00423411 # DEPENDENCYPART_SIBL
(9,5),(9,25),-0.0708915 # DEPENDENCYPART_SIBL
(9,5),(9,27),-0.0534618 # DEPENDENCYPART_SIBL
(9,5),(9,34),0.001926 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.17287 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.0367937 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.0224079 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0188808 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.0001914 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.0163569 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.0100208 # DEPENDENCYPART_SIBL
(9,6),(9,15),0.0421745 # DEPENDENCYPART_SIBL
(9,6),(9,16),0.152107 # DEPENDENCYPART_SIBL
(9,6),(9,17),-0.0141567 # DEPENDENCYPART_SIBL
(9,6),(9,18),0.122584 # DEPENDENCYPART_SIBL
(9,6),(9,19),-0.0589167 # DEPENDENCYPART_SIBL
(9,6),(9,20),0.0516912 # DEPENDENCYPART_SIBL
(9,6),(9,21),-0.0509208 # DEPENDENCYPART_SIBL
(9,6),(9,22),0.0276884 # DEPENDENCYPART_SIBL
(9,6),(9,23),-0.0141567 # DEPENDENCYPART_SIBL
(9,6),(9,24),8.40076e-05 # DEPENDENCYPART_SIBL
(9,6),(9,25),0.0216397 # DEPENDENCYPART_SIBL
(9,6),(9,27),-0.0211817 # DEPENDENCYPART_SIBL
(9,6),(9,34),0.109738 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.103789 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.01144 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.0735998 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.00570441 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.118558 # DEPENDENCYPART_SIBL
(9,7),(9,14),0.121617 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.12563 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.0945908 # DEPENDENCYPART_SIBL
(9,7),(9,17),0.0820153 # DEPENDENCYPART_SIBL
(9,7),(9,18),-0.0208464 # DEPENDENCYPART_SIBL
(9,7),(9,19),0.0579021 # DEPENDENCYPART_SIBL
(9,7),(9,20),0.0870539 # DEPENDENCYPART_SIBL
(9,7),(9,21),0.0653654 # DEPENDENCYPART_SIBL
(9,7),(9,22),-0.0544817 # DEPENDENCYPART_SIBL
(9,7),(9,23),0.0820153 # DEPENDENCYPART_SIBL
(9,7),(9,24),-0.0721818 # DEPENDENCYPART_SIBL
(9,7),(9,25),0.0808859 # DEPENDENCYPART_SIBL
(9,7),(9,27),0.112177 # DEPENDENCYPART_SIBL
(9,7),(9,34),-0.518489 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0958271 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0404494 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.143896 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.0668263 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0705701 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.129937 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.0308294 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.0402255 # DEPENDENCYPART_SIBL
(9,8),(9,18),-0.0616966 # DEPENDENCYPART_SIBL
(9,8),(9,19),-0.0922074 # DEPENDENCYPART_SIBL
(9,8),(9,20),-0.138174 # DEPENDENCYPART_SIBL
(9,8),(9,21),-0.085287 # DEPENDENCYPART_SIBL
(9,8),(9,22),0.0178387 # DEPENDENCYPART_SIBL
(9,8),(9,23),-0.0402255 # DEPENDENCYPART_SIBL
(9,8),(9,24),-0.0498506 # DEPENDENCYPART_SIBL
(9,8),(9,25),0.00822246 # DEPENDENCYPART_SIBL
(9,8),(9,27),-0.0723615 # DEPENDENCYPART_SIBL
(9,8),(9,34),0.00296157 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.17855 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.168572 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.13446 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.134476 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.130767 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.0799157 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.139449 # DEPENDENCYPART_SIBL
(9,10),(9,18),-0.123205 # DEPENDENCYPART_SIBL
(9,10),(9,19),-0.168789 # DEPENDENCYPART_SIBL
(9,10),(9,20),-0.227047 # DEPENDENCYPART_SIBL
(9,10),(9,21),-0.163374 # DEPENDENCYPART_SIBL
(9,10),(9,22),-0.0552479 # DEPENDENCYPART_SIBL
(9,10),(9,23),-0.139449 # DEPENDENCYPART_SIBL
(9,10),(9,24),-0.0607011 # DEPENDENCYPART_SIBL
(9,10),(9,25),-0.206933 # DEPENDENCYPART_SIBL
(9,10),(9,27),-0.139186 # DEPENDENCYPART_SIBL
(9,10),(9,34),-0.162047 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.0383068 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.112985 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.113024 # DEPENDENCYPART_SIBL
(9,11),(9,15),0.00626837 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.0929922 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.123634 # DEPENDENCYPART_SIBL
(9,11),(9,18),-0.0718941 # DEPENDENCYPART_SIBL
(9,11),(9,19),-0.174142 # DEPENDENCYPART_SIBL
(9,11),(9,20),-0.397188 # DEPENDENCYPART_SIBL
(9,11),(9,21),-0.0999498 # DEPENDENCYPART_SIBL
(9,11),(9,22),0.00679924 # DEPENDENCYPART_SIBL
(9,11),(9,23),-0.123634 # DEPENDENCYPART_SIBL
(9,11),(9,24),-0.0604524 # DEPENDENCYPART_SIBL
(9,11),(9,25),-0.00305917 # DEPENDENCYPART_SIBL
(9,11),(9,27),-0.124147 # DEPENDENCYPART_SIBL
(9,11),(9,34),-0.0271269 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.0927635 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0930673 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.0189019 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.0802142 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.168816 # DEPENDENCYPART_SIBL
(9,12),(9,18),-0.143389 # DEPENDENCYPART_SIBL
(9,12),(9,19),-0.0996906 # DEPENDENCYPART_SIBL
(9,12),(9,20),-0.184558 # DEPENDENCYPART_SIBL
(9,12),(9,21),-0.0947587 # DEPENDENCYPART_SIBL
(9,12),(9,22),0.170304 # DEPENDENCYPART_SIBL
(9,12),(9,23),-0.168816 # DEPENDENCYPART_SIBL
(9,12),(9,24),-0.0615974 # DEPENDENCYPART_SIBL
(9,12),(9,25),-0.0314889 # DEPENDENCYPART_SIBL
(9,12),(9,27),-0.100922 # DEPENDENCYPART_SIBL
(9,12),(9,34),-0.0474726 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.200872 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.0263729 # DEPENDENCYPART_SIBL
