# _root_ Dr. Novello , an expert on pediatric kidney diseases , is deputy director of the National Institute of Child Health and Human Development .
#goldHeads=2,11,2,5,2,5,9,9,6,2,0,13,11,13,17,17,14,17,20,18,20,23,21,11,
#predictedHeads=2,11,2,5,2,5,9,9,6,2,0,13,11,13,17,17,14,17,20,18,20,23,21,11,
(3,5),(5,10),-0.317588 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),0.0171134 # DEPENDENCYPART_GRANDPAR
(3,5),(5,13),-0.500023 # DEPENDENCYPART_GRANDPAR
(3,5),(5,14),-0.673926 # DEPENDENCYPART_GRANDPAR
(3,5),(5,17),-0.653804 # DEPENDENCYPART_GRANDPAR
(3,5),(5,18),-0.741983 # DEPENDENCYPART_GRANDPAR
(3,5),(5,21),-0.492865 # DEPENDENCYPART_GRANDPAR
(3,5),(5,24),-0.570169 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.300147 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.205361 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.54766 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.280833 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.556078 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.869053 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-1.03455 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-0.736337 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-0.9802 # DEPENDENCYPART_GRANDPAR
(4,2),(2,11),-0.752971 # DEPENDENCYPART_GRANDPAR
(4,2),(2,12),-1.11202 # DEPENDENCYPART_GRANDPAR
(4,2),(2,13),-1.23651 # DEPENDENCYPART_GRANDPAR
(4,2),(2,14),-1.16223 # DEPENDENCYPART_GRANDPAR
(4,2),(2,17),-1.11189 # DEPENDENCYPART_GRANDPAR
(4,2),(2,18),-1.12771 # DEPENDENCYPART_GRANDPAR
(4,2),(2,20),-1.29927 # DEPENDENCYPART_GRANDPAR
(4,2),(2,21),-0.870954 # DEPENDENCYPART_GRANDPAR
(4,2),(2,24),-1.81415 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.476508 # DEPENDENCYPART_GRANDPAR
(4,3),(3,5),-0.223044 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.875468 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.748362 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-1.13606 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.252611 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.365293 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.481947 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.00980678 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.459189 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.425612 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-0.681369 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.665541 # DEPENDENCYPART_GRANDPAR
(4,6),(6,17),-0.482908 # DEPENDENCYPART_GRANDPAR
(4,6),(6,24),-1.49548 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),0.149749 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.256158 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-1.14212 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,6),-0.589386 # DEPENDENCYPART_GRANDPAR
(5,1),(1,9),-0.555104 # DEPENDENCYPART_GRANDPAR
(5,1),(1,10),-0.946525 # DEPENDENCYPART_GRANDPAR
(5,1),(1,11),-0.648491 # DEPENDENCYPART_GRANDPAR
(5,1),(1,13),-0.761656 # DEPENDENCYPART_GRANDPAR
(5,1),(1,21),-0.81555 # DEPENDENCYPART_GRANDPAR
(5,1),(1,24),-1.29054 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.100455 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.255683 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),0.0998678 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.14212 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.589239 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-0.627524 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-0.685211 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-0.555104 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-0.946525 # DEPENDENCYPART_GRANDPAR
(5,2),(2,11),-0.648491 # DEPENDENCYPART_GRANDPAR
(5,2),(2,12),-0.81033 # DEPENDENCYPART_GRANDPAR
(5,2),(2,13),-0.761656 # DEPENDENCYPART_GRANDPAR
(5,2),(2,14),-1.12395 # DEPENDENCYPART_GRANDPAR
(5,2),(2,17),-0.681503 # DEPENDENCYPART_GRANDPAR
(5,2),(2,18),-1.11817 # DEPENDENCYPART_GRANDPAR
(5,2),(2,20),-1.01146 # DEPENDENCYPART_GRANDPAR
(5,2),(2,21),-0.81555 # DEPENDENCYPART_GRANDPAR
(5,2),(2,24),-1.29054 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.0989382 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.05182 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,2),0.0288514 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.187493 # DEPENDENCYPART_GRANDPAR
(5,4),(4,6),-0.6328 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.545001 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.855601 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.519897 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.572394 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.0449498 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),0.0389379 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),0.134202 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.205865 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.217349 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.0450339 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),-0.316942 # DEPENDENCYPART_GRANDPAR
(5,6),(6,17),0.124497 # DEPENDENCYPART_GRANDPAR
(5,6),(6,24),-0.968639 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.566957 # DEPENDENCYPART_GRANDPAR
(5,7),(7,6),0.0459853 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),0.0184052 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.136762 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.741362 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),0.00335007 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),0.016186 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.0711436 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.128165 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.0670872 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-0.248387 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-0.844238 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-0.578227 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-0.968082 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.660484 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.496023 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),0.0902879 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),-0.00424734 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.0377821 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.0893907 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.142533 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.302511 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.0981005 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.250941 # DEPENDENCYPART_GRANDPAR
(5,9),(9,17),-0.0275757 # DEPENDENCYPART_GRANDPAR
(5,9),(9,18),-0.245155 # DEPENDENCYPART_GRANDPAR
(5,9),(9,24),-0.870142 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.107636 # DEPENDENCYPART_GRANDPAR
(5,11),(11,1),-0.763428 # DEPENDENCYPART_GRANDPAR
(5,11),(11,2),-0.497399 # DEPENDENCYPART_GRANDPAR
(5,11),(11,3),-0.838252 # DEPENDENCYPART_GRANDPAR
(5,11),(11,4),-0.511559 # DEPENDENCYPART_GRANDPAR
(5,11),(11,5),-0.485434 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,11),(11,6),0.0817896 # DEPENDENCYPART_GRANDPAR
(5,11),(11,7),-0.0718366 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),-0.0239769 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),-0.146086 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),-0.202764 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.102816 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.0926328 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.403141 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),-0.607922 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),-0.313367 # DEPENDENCYPART_GRANDPAR
(5,11),(11,17),-0.0297703 # DEPENDENCYPART_GRANDPAR
(5,11),(11,18),-0.397354 # DEPENDENCYPART_GRANDPAR
(5,11),(11,20),-0.396992 # DEPENDENCYPART_GRANDPAR
(5,11),(11,21),-0.179196 # DEPENDENCYPART_GRANDPAR
(5,11),(11,23),-0.322839 # DEPENDENCYPART_GRANDPAR
(5,11),(11,24),-0.937685 # DEPENDENCYPART_GRANDPAR
(5,13),(13,4),-0.74312 # DEPENDENCYPART_GRANDPAR
(5,13),(13,5),-0.413079 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,13),(13,6),0.114272 # DEPENDENCYPART_GRANDPAR
(5,13),(13,7),0.0213674 # DEPENDENCYPART_GRANDPAR
(5,13),(13,8),0.0388585 # DEPENDENCYPART_GRANDPAR
(5,13),(13,9),0.0293124 # DEPENDENCYPART_GRANDPAR
(5,13),(13,10),-0.284503 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),-0.140795 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),-0.226672 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),-0.752997 # DEPENDENCYPART_GRANDPAR
(5,13),(13,16),-0.39954 # DEPENDENCYPART_GRANDPAR
(5,13),(13,17),-0.112164 # DEPENDENCYPART_GRANDPAR
(5,13),(13,18),-0.220885 # DEPENDENCYPART_GRANDPAR
(5,13),(13,20),-0.485021 # DEPENDENCYPART_GRANDPAR
(5,13),(13,21),0.0343068 # DEPENDENCYPART_GRANDPAR
(5,13),(13,23),-0.404703 # DEPENDENCYPART_GRANDPAR
(5,13),(13,24),-0.829554 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),-0.422698 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),-0.210455 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),-0.426949 # DEPENDENCYPART_GRANDPAR
(5,14),(14,16),-0.180713 # DEPENDENCYPART_GRANDPAR
(5,14),(14,17),0.164525 # DEPENDENCYPART_GRANDPAR
(5,14),(14,18),-0.202971 # DEPENDENCYPART_GRANDPAR
(5,14),(14,19),-0.358092 # DEPENDENCYPART_GRANDPAR
(5,14),(14,20),-0.20943 # DEPENDENCYPART_GRANDPAR
(5,14),(14,22),-0.500414 # DEPENDENCYPART_GRANDPAR
(5,14),(14,23),-0.120452 # DEPENDENCYPART_GRANDPAR
(5,17),(17,7),0.0236229 # DEPENDENCYPART_GRANDPAR
(5,17),(17,9),0.00585524 # DEPENDENCYPART_GRANDPAR
(5,17),(17,12),-0.156299 # DEPENDENCYPART_GRANDPAR
(5,17),(17,13),-0.199128 # DEPENDENCYPART_GRANDPAR
(5,17),(17,15),-0.298173 # DEPENDENCYPART_GRANDPAR
(5,17),(17,16),-0.203587 # DEPENDENCYPART_GRANDPAR
(5,17),(17,18),-0.357024 # DEPENDENCYPART_GRANDPAR
(5,17),(17,19),-0.389862 # DEPENDENCYPART_GRANDPAR
(5,17),(17,20),-0.310195 # DEPENDENCYPART_GRANDPAR
(5,17),(17,21),-0.339573 # DEPENDENCYPART_GRANDPAR
(5,17),(17,22),-0.5284 # DEPENDENCYPART_GRANDPAR
(5,17),(17,23),-0.25325 # DEPENDENCYPART_GRANDPAR
(5,17),(17,24),-0.805279 # DEPENDENCYPART_GRANDPAR
(5,18),(18,19),-0.358092 # DEPENDENCYPART_GRANDPAR
(5,18),(18,20),-0.20943 # DEPENDENCYPART_GRANDPAR
(5,18),(18,21),-0.268026 # DEPENDENCYPART_GRANDPAR
(5,18),(18,22),-0.500414 # DEPENDENCYPART_GRANDPAR
(5,18),(18,23),-0.120452 # DEPENDENCYPART_GRANDPAR
(5,21),(21,20),-0.6688 # DEPENDENCYPART_GRANDPAR
(5,21),(21,22),-0.592591 # DEPENDENCYPART_GRANDPAR
(5,21),(21,23),-0.353267 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.545892 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.699186 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.420223 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),-0.0582507 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.58961 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),-0.0764564 # DEPENDENCYPART_GRANDPAR
(6,2),(2,8),-0.108102 # DEPENDENCYPART_GRANDPAR
(6,2),(2,9),-0.396805 # DEPENDENCYPART_GRANDPAR
(6,2),(2,10),-0.785117 # DEPENDENCYPART_GRANDPAR
(6,2),(2,11),-0.782498 # DEPENDENCYPART_GRANDPAR
(6,2),(2,12),-0.926186 # DEPENDENCYPART_GRANDPAR
(6,2),(2,13),-0.987984 # DEPENDENCYPART_GRANDPAR
(6,2),(2,14),-1.13658 # DEPENDENCYPART_GRANDPAR
(6,2),(2,17),-1.1689 # DEPENDENCYPART_GRANDPAR
(6,2),(2,18),-1.13642 # DEPENDENCYPART_GRANDPAR
(6,2),(2,20),-1.52387 # DEPENDENCYPART_GRANDPAR
(6,2),(2,21),-0.645665 # DEPENDENCYPART_GRANDPAR
(6,2),(2,24),-1.66158 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.682509 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.392051 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.783871 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-1.02936 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.59558 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,1),-0.64084 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.607223 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.996372 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.456623 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.61199 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.206027 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.251512 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.482486 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.844635 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-0.86905 # DEPENDENCYPART_GRANDPAR
(6,5),(5,13),-1.12897 # DEPENDENCYPART_GRANDPAR
(6,5),(5,14),-1.21661 # DEPENDENCYPART_GRANDPAR
(6,5),(5,17),-1.29323 # DEPENDENCYPART_GRANDPAR
(6,5),(5,18),-1.21645 # DEPENDENCYPART_GRANDPAR
(6,5),(5,21),-0.78434 # DEPENDENCYPART_GRANDPAR
(6,5),(5,24),-1.77698 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-1.28814 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.970492 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),0.661805 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.171981 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-1.40951 # DEPENDENCYPART_GRANDPAR
(6,8),(8,7),0.750647 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),0.250483 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.165999 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.280878 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.257915 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.229524 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-1.4178 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-1.38633 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-1.64319 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-1.40426 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-1.21522 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.988167 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),0.73074 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.756786 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.195647 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.25027 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.245963 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.165886 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.187993 # DEPENDENCYPART_GRANDPAR
(6,9),(9,17),-0.414406 # DEPENDENCYPART_GRANDPAR
(6,9),(9,18),-0.187835 # DEPENDENCYPART_GRANDPAR
(6,9),(9,24),-1.2658 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),0.163358 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),-1.26964 # DEPENDENCYPART_GRANDPAR
(6,11),(11,2),-1.23815 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-1.46711 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),-1.1805 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-0.993362 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-1.26 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),0.324345 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),0.488098 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),-0.129057 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.325583 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.217619 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.067469 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.43424 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.655712 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.778 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),-0.542732 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),-0.434082 # DEPENDENCYPART_GRANDPAR
(6,11),(11,20),-0.889401 # DEPENDENCYPART_GRANDPAR
(6,11),(11,21),0.108155 # DEPENDENCYPART_GRANDPAR
(6,11),(11,23),-1.32395 # DEPENDENCYPART_GRANDPAR
(6,11),(11,24),-1.44295 # DEPENDENCYPART_GRANDPAR
(6,13),(13,4),-1.41133 # DEPENDENCYPART_GRANDPAR
(6,13),(13,5),-1.23969 # DEPENDENCYPART_GRANDPAR
(6,13),(13,6),-1.03784 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,13),(13,7),0.744702 # DEPENDENCYPART_GRANDPAR
(6,13),(13,8),0.852426 # DEPENDENCYPART_GRANDPAR
(6,13),(13,9),0.412041 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),0.135756 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),-0.0766122 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.142183 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),-0.619307 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),-0.657207 # DEPENDENCYPART_GRANDPAR
(6,13),(13,17),-0.418217 # DEPENDENCYPART_GRANDPAR
(6,13),(13,18),-0.142024 # DEPENDENCYPART_GRANDPAR
(6,13),(13,20),-0.762367 # DEPENDENCYPART_GRANDPAR
(6,13),(13,21),-0.176404 # DEPENDENCYPART_GRANDPAR
(6,13),(13,23),-1.19756 # DEPENDENCYPART_GRANDPAR
(6,13),(13,24),-1.20155 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),-0.455055 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),-0.224393 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),-0.814132 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),-0.860143 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),-0.599401 # DEPENDENCYPART_GRANDPAR
(6,14),(14,18),-0.314913 # DEPENDENCYPART_GRANDPAR
(6,14),(14,19),-1.46131 # DEPENDENCYPART_GRANDPAR
(6,14),(14,20),-0.92244 # DEPENDENCYPART_GRANDPAR
(6,14),(14,22),-2.16394 # DEPENDENCYPART_GRANDPAR
(6,14),(14,23),-1.33537 # DEPENDENCYPART_GRANDPAR
(6,17),(17,7),0.894795 # DEPENDENCYPART_GRANDPAR
(6,17),(17,9),0.505522 # DEPENDENCYPART_GRANDPAR
(6,17),(17,12),0.0534364 # DEPENDENCYPART_GRANDPAR
(6,17),(17,13),0.0317814 # DEPENDENCYPART_GRANDPAR
(6,17),(17,15),-0.359432 # DEPENDENCYPART_GRANDPAR
(6,17),(17,16),-0.320375 # DEPENDENCYPART_GRANDPAR
(6,17),(17,18),-0.393432 # DEPENDENCYPART_GRANDPAR
(6,17),(17,19),-1.27804 # DEPENDENCYPART_GRANDPAR
(6,17),(17,20),-0.786135 # DEPENDENCYPART_GRANDPAR
(6,17),(17,21),-0.0386472 # DEPENDENCYPART_GRANDPAR
(6,17),(17,22),-1.96175 # DEPENDENCYPART_GRANDPAR
(6,17),(17,23),-1.23879 # DEPENDENCYPART_GRANDPAR
(6,17),(17,24),-1.23759 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.575303 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.627361 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-0.5262 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),-0.481946 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),-0.264887 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-1.5163 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,8),-0.34822 # DEPENDENCYPART_GRANDPAR
(7,2),(2,9),-0.571442 # DEPENDENCYPART_GRANDPAR
(7,2),(2,10),-0.789847 # DEPENDENCYPART_GRANDPAR
(7,2),(2,11),-1.00684 # DEPENDENCYPART_GRANDPAR
(7,2),(2,12),-0.789636 # DEPENDENCYPART_GRANDPAR
(7,2),(2,13),-1.09116 # DEPENDENCYPART_GRANDPAR
(7,2),(2,14),-0.681565 # DEPENDENCYPART_GRANDPAR
(7,2),(2,17),-0.837345 # DEPENDENCYPART_GRANDPAR
(7,2),(2,18),-0.659933 # DEPENDENCYPART_GRANDPAR
(7,2),(2,20),-0.923212 # DEPENDENCYPART_GRANDPAR
(7,2),(2,21),-1.29325 # DEPENDENCYPART_GRANDPAR
(7,2),(2,24),-0.857472 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.458121 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.622383 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.52008 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.432528 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.49683 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.365742 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.588243 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.640789 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-1.0445 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),-1.1062 # DEPENDENCYPART_GRANDPAR
(7,6),(6,14),-0.591412 # DEPENDENCYPART_GRANDPAR
(7,6),(6,17),-0.78632 # DEPENDENCYPART_GRANDPAR
(7,6),(6,24),-0.850431 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-1.20177 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-1.12304 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),0.0188773 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.0732674 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.559271 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.434941 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.193454 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-0.147415 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.78141 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.670827 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.758319 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.599336 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.556914 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.61463 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,10),-1.16214 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-1.60838 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-1.39 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-1.45932 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-1.45058 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-1.1883 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-1.26078 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-1.0468 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.998455 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.419405 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.31488 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.483932 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.37051 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.357473 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),-0.357354 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),-0.410034 # DEPENDENCYPART_GRANDPAR
(8,9),(9,24),-0.949876 # DEPENDENCYPART_GRANDPAR
(8,10),(10,9),-0.0127728 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),-1.52757 # DEPENDENCYPART_GRANDPAR
(8,11),(11,2),-1.30917 # DEPENDENCYPART_GRANDPAR
