# _root_ When he came to Applied , `` I did n't have the power to execute as I do today , '' he says .
#goldHeads=3,3,9,3,4,9,9,9,23,9,9,13,11,13,14,15,18,16,18,9,9,23,0,23,
#predictedHeads=3,3,9,3,4,5,23,9,23,9,9,13,11,13,14,15,18,16,18,23,23,23,0,23,
(4,8),(4,10),-0.0934189 # DEPENDENCYPART_SIBL
(4,8),(4,11),-0.145255 # DEPENDENCYPART_SIBL
(4,8),(4,13),-0.427341 # DEPENDENCYPART_SIBL
(4,8),(4,14),0.0438899 # DEPENDENCYPART_SIBL
(4,8),(4,15),-0.135498 # DEPENDENCYPART_SIBL
(4,9),(4,10),0.109061 # DEPENDENCYPART_SIBL
(4,9),(4,11),-0.0941393 # DEPENDENCYPART_SIBL
(4,9),(4,13),-0.320319 # DEPENDENCYPART_SIBL
(4,9),(4,14),0.18713 # DEPENDENCYPART_SIBL
(4,9),(4,15),-0.0767547 # DEPENDENCYPART_SIBL
(4,10),(4,11),0.310539 # DEPENDENCYPART_SIBL
(4,10),(4,13),-0.231414 # DEPENDENCYPART_SIBL
(4,10),(4,14),0.12921 # DEPENDENCYPART_SIBL
(4,10),(4,15),0.292274 # DEPENDENCYPART_SIBL
(4,11),(4,13),-0.788597 # DEPENDENCYPART_SIBL
(4,11),(4,14),0.0381254 # DEPENDENCYPART_SIBL
(4,11),(4,15),-0.924332 # DEPENDENCYPART_SIBL
(4,13),(4,14),-0.00247949 # DEPENDENCYPART_SIBL
(4,13),(4,15),-0.37195 # DEPENDENCYPART_SIBL
(4,14),(4,15),-0.185583 # DEPENDENCYPART_SIBL
(5,1),(5,2),-0.0169815 # DEPENDENCYPART_SIBL
(5,1),(5,3),-0.135163 # DEPENDENCYPART_SIBL
(5,1),(5,4),-0.129621 # DEPENDENCYPART_SIBL
(5,1),(5,6),-0.236896 # DEPENDENCYPART_SIBL
(5,1),(5,7),-0.118902 # DEPENDENCYPART_SIBL
(5,1),(5,8),-0.0186117 # DEPENDENCYPART_SIBL
(5,1),(5,9),-0.0850862 # DEPENDENCYPART_SIBL
(5,1),(5,10),-0.143999 # DEPENDENCYPART_SIBL
(5,1),(5,11),-0.27775 # DEPENDENCYPART_SIBL
(5,1),(5,13),-0.0422065 # DEPENDENCYPART_SIBL
(5,1),(5,18),-0.158124 # DEPENDENCYPART_SIBL
(5,2),(5,3),0.00526127 # DEPENDENCYPART_SIBL
(5,2),(5,4),-0.0420139 # DEPENDENCYPART_SIBL
(5,2),(5,6),0.0718666 # DEPENDENCYPART_SIBL
(5,2),(5,7),0.0151951 # DEPENDENCYPART_SIBL
(5,2),(5,8),0.0160005 # DEPENDENCYPART_SIBL
(5,2),(5,9),0.0745183 # DEPENDENCYPART_SIBL
(5,2),(5,10),0.11218 # DEPENDENCYPART_SIBL
(5,2),(5,11),-0.0161983 # DEPENDENCYPART_SIBL
(5,2),(5,13),-0.0321343 # DEPENDENCYPART_SIBL
(5,2),(5,18),-0.00772026 # DEPENDENCYPART_SIBL
(5,3),(5,4),-0.0637225 # DEPENDENCYPART_SIBL
(5,3),(5,6),0.0548419 # DEPENDENCYPART_SIBL
(5,3),(5,7),-0.0230395 # DEPENDENCYPART_SIBL
(5,3),(5,8),0.0700232 # DEPENDENCYPART_SIBL
(5,3),(5,9),0.00889364 # DEPENDENCYPART_SIBL
(5,3),(5,10),-0.000453353 # DEPENDENCYPART_SIBL
(5,3),(5,11),0.00697457 # DEPENDENCYPART_SIBL
(5,3),(5,13),0.0166818 # DEPENDENCYPART_SIBL
(5,3),(5,18),-0.0179973 # DEPENDENCYPART_SIBL
(5,4),(5,6),-0.153226 # DEPENDENCYPART_SIBL
(5,4),(5,7),-0.124091 # DEPENDENCYPART_SIBL
(5,4),(5,8),0.0239819 # DEPENDENCYPART_SIBL
(5,4),(5,9),-0.0534429 # DEPENDENCYPART_SIBL
(5,4),(5,10),-0.0185764 # DEPENDENCYPART_SIBL
(5,4),(5,11),-0.0752487 # DEPENDENCYPART_SIBL
(5,4),(5,13),-0.0485228 # DEPENDENCYPART_SIBL
(5,4),(5,18),-0.0926064 # DEPENDENCYPART_SIBL
(5,6),(5,7),0.415054 # DEPENDENCYPART_SIBL
(5,6),(5,8),0.174736 # DEPENDENCYPART_SIBL
(5,6),(5,9),0.407123 # DEPENDENCYPART_SIBL
(5,6),(5,10),0.3545 # DEPENDENCYPART_SIBL
(5,6),(5,11),0.315164 # DEPENDENCYPART_SIBL
(5,6),(5,13),0.732033 # DEPENDENCYPART_SIBL
(5,6),(5,18),0.428078 # DEPENDENCYPART_SIBL
(5,7),(5,8),0.0172771 # DEPENDENCYPART_SIBL
(5,7),(5,9),0.279123 # DEPENDENCYPART_SIBL
(5,7),(5,10),0.0570885 # DEPENDENCYPART_SIBL
(5,7),(5,11),0.233185 # DEPENDENCYPART_SIBL
(5,7),(5,13),0.134786 # DEPENDENCYPART_SIBL
(5,7),(5,18),0.247634 # DEPENDENCYPART_SIBL
(5,8),(5,9),-0.0383803 # DEPENDENCYPART_SIBL
(5,8),(5,10),-0.0665852 # DEPENDENCYPART_SIBL
(5,8),(5,11),0.0446043 # DEPENDENCYPART_SIBL
(5,8),(5,13),-0.0305194 # DEPENDENCYPART_SIBL
(5,8),(5,18),-0.0301295 # DEPENDENCYPART_SIBL
(5,9),(5,10),-0.0418907 # DEPENDENCYPART_SIBL
(5,9),(5,11),-0.0653357 # DEPENDENCYPART_SIBL
(5,9),(5,13),-0.105991 # DEPENDENCYPART_SIBL
(5,9),(5,18),-0.0999203 # DEPENDENCYPART_SIBL
(5,10),(5,11),0.192835 # DEPENDENCYPART_SIBL
(5,10),(5,13),0.0974434 # DEPENDENCYPART_SIBL
(5,10),(5,18),-0.136391 # DEPENDENCYPART_SIBL
(5,11),(5,13),-0.172695 # DEPENDENCYPART_SIBL
(5,11),(5,18),-0.104729 # DEPENDENCYPART_SIBL
(5,13),(5,18),-0.0656951 # DEPENDENCYPART_SIBL
(7,3),(7,5),0.0569138 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.185164 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.00753073 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.0324734 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.0690492 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.0122346 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.027349 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.024801 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.0174975 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0566211 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.00686755 # DEPENDENCYPART_SIBL
(9,1),(9,2),-0.135028 # DEPENDENCYPART_SIBL
(9,1),(9,3),-0.117293 # DEPENDENCYPART_SIBL
(9,1),(9,4),-0.0516917 # DEPENDENCYPART_SIBL
(9,1),(9,5),-0.0234057 # DEPENDENCYPART_SIBL
(9,1),(9,6),-0.0235178 # DEPENDENCYPART_SIBL
(9,1),(9,7),0.076485 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.0900623 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.283255 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.371119 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.121908 # DEPENDENCYPART_SIBL
(9,1),(9,13),0.0924341 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.121179 # DEPENDENCYPART_SIBL
(9,1),(9,15),-0.245175 # DEPENDENCYPART_SIBL
(9,1),(9,16),-0.159899 # DEPENDENCYPART_SIBL
(9,1),(9,17),-0.0853318 # DEPENDENCYPART_SIBL
(9,1),(9,18),-0.169479 # DEPENDENCYPART_SIBL
(9,1),(9,19),0.104683 # DEPENDENCYPART_SIBL
(9,1),(9,20),-0.225975 # DEPENDENCYPART_SIBL
(9,1),(9,21),-0.165529 # DEPENDENCYPART_SIBL
(9,1),(9,22),-0.134891 # DEPENDENCYPART_SIBL
(9,1),(9,23),-0.140125 # DEPENDENCYPART_SIBL
(9,1),(9,24),-0.751418 # DEPENDENCYPART_SIBL
(9,2),(9,3),-0.0803419 # DEPENDENCYPART_SIBL
(9,2),(9,4),-0.105508 # DEPENDENCYPART_SIBL
(9,2),(9,5),-0.231239 # DEPENDENCYPART_SIBL
(9,2),(9,6),0.093423 # DEPENDENCYPART_SIBL
(9,2),(9,7),0.119249 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.594288 # DEPENDENCYPART_SIBL
(9,2),(9,10),0.0409424 # DEPENDENCYPART_SIBL
(9,2),(9,11),-0.129683 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.201592 # DEPENDENCYPART_SIBL
(9,2),(9,13),-0.108474 # DEPENDENCYPART_SIBL
(9,2),(9,14),-0.241107 # DEPENDENCYPART_SIBL
(9,2),(9,15),-0.0483176 # DEPENDENCYPART_SIBL
(9,2),(9,16),-0.183373 # DEPENDENCYPART_SIBL
(9,2),(9,17),-0.130513 # DEPENDENCYPART_SIBL
(9,2),(9,18),-0.122938 # DEPENDENCYPART_SIBL
(9,2),(9,19),-0.0816737 # DEPENDENCYPART_SIBL
(9,2),(9,20),-0.0404861 # DEPENDENCYPART_SIBL
(9,2),(9,21),-0.107538 # DEPENDENCYPART_SIBL
(9,2),(9,22),-0.227861 # DEPENDENCYPART_SIBL
(9,2),(9,23),-0.145073 # DEPENDENCYPART_SIBL
(9,2),(9,24),0.0437256 # DEPENDENCYPART_SIBL
(9,3),(9,4),-0.0446039 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.00569782 # DEPENDENCYPART_SIBL
(9,3),(9,6),0.383841 # DEPENDENCYPART_SIBL
(9,3),(9,7),0.133975 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.061195 # DEPENDENCYPART_SIBL
(9,3),(9,10),0.0452419 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.00528356 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.052567 # DEPENDENCYPART_SIBL
(9,3),(9,13),0.0642869 # DEPENDENCYPART_SIBL
(9,3),(9,14),-0.0868766 # DEPENDENCYPART_SIBL
(9,3),(9,15),0.0180986 # DEPENDENCYPART_SIBL
(9,3),(9,16),-0.101258 # DEPENDENCYPART_SIBL
(9,3),(9,17),0.023132 # DEPENDENCYPART_SIBL
(9,3),(9,18),-0.051839 # DEPENDENCYPART_SIBL
(9,3),(9,19),0.025986 # DEPENDENCYPART_SIBL
(9,3),(9,20),0.0258434 # DEPENDENCYPART_SIBL
(9,3),(9,21),0.0749325 # DEPENDENCYPART_SIBL
(9,3),(9,22),-0.0447575 # DEPENDENCYPART_SIBL
(9,3),(9,23),-0.0894203 # DEPENDENCYPART_SIBL
(9,3),(9,24),0.0154853 # DEPENDENCYPART_SIBL
(9,4),(9,5),-0.032699 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.235822 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.00974351 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.0471905 # DEPENDENCYPART_SIBL
(9,4),(9,10),0.101141 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.0147992 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.0124553 # DEPENDENCYPART_SIBL
(9,4),(9,13),0.03992 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.0701069 # DEPENDENCYPART_SIBL
(9,4),(9,15),0.0569651 # DEPENDENCYPART_SIBL
(9,4),(9,16),-0.0301949 # DEPENDENCYPART_SIBL
(9,4),(9,17),0.0384615 # DEPENDENCYPART_SIBL
(9,4),(9,18),-0.0342034 # DEPENDENCYPART_SIBL
(9,4),(9,19),0.00711855 # DEPENDENCYPART_SIBL
(9,4),(9,20),-0.0783829 # DEPENDENCYPART_SIBL
(9,4),(9,21),-0.0334121 # DEPENDENCYPART_SIBL
(9,4),(9,22),-0.028475 # DEPENDENCYPART_SIBL
(9,4),(9,23),0.0366756 # DEPENDENCYPART_SIBL
(9,4),(9,24),0.0487482 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.0264751 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.0637179 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.482542 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.13762 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.0182414 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.0732724 # DEPENDENCYPART_SIBL
(9,5),(9,13),0.00843411 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.0650017 # DEPENDENCYPART_SIBL
(9,5),(9,15),0.0546169 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.0773213 # DEPENDENCYPART_SIBL
(9,5),(9,17),0.0458486 # DEPENDENCYPART_SIBL
(9,5),(9,18),0.0163309 # DEPENDENCYPART_SIBL
(9,5),(9,19),-0.0115583 # DEPENDENCYPART_SIBL
(9,5),(9,20),-0.0174667 # DEPENDENCYPART_SIBL
(9,5),(9,21),0.0248634 # DEPENDENCYPART_SIBL
(9,5),(9,22),-0.0810164 # DEPENDENCYPART_SIBL
(9,5),(9,23),-0.00386546 # DEPENDENCYPART_SIBL
(9,5),(9,24),-0.0194366 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.183868 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.00380083 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0514872 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.21841 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.0792207 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.0457416 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.120924 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.0708903 # DEPENDENCYPART_SIBL
(9,6),(9,16),-0.107135 # DEPENDENCYPART_SIBL
(9,6),(9,17),-0.0844377 # DEPENDENCYPART_SIBL
(9,6),(9,18),0.0239629 # DEPENDENCYPART_SIBL
(9,6),(9,19),-0.078994 # DEPENDENCYPART_SIBL
(9,6),(9,20),-0.101472 # DEPENDENCYPART_SIBL
(9,6),(9,21),-0.0272061 # DEPENDENCYPART_SIBL
(9,6),(9,22),-0.17591 # DEPENDENCYPART_SIBL
(9,6),(9,23),-0.0303558 # DEPENDENCYPART_SIBL
(9,6),(9,24),0.0672807 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.0136659 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.214149 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0210075 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0578764 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.13897 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.0770082 # DEPENDENCYPART_SIBL
(9,7),(9,15),0.072512 # DEPENDENCYPART_SIBL
(9,7),(9,16),0.0882992 # DEPENDENCYPART_SIBL
(9,7),(9,17),0.0782614 # DEPENDENCYPART_SIBL
(9,7),(9,18),-0.0616592 # DEPENDENCYPART_SIBL
(9,7),(9,19),0.0915379 # DEPENDENCYPART_SIBL
(9,7),(9,20),0.1124 # DEPENDENCYPART_SIBL
(9,7),(9,21),0.193532 # DEPENDENCYPART_SIBL
(9,7),(9,22),-0.0468935 # DEPENDENCYPART_SIBL
(9,7),(9,23),-0.05041 # DEPENDENCYPART_SIBL
(9,7),(9,24),0.206796 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.110279 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0631297 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.129006 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.117282 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.154531 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.012489 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.100495 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.107532 # DEPENDENCYPART_SIBL
(9,8),(9,18),-0.00962024 # DEPENDENCYPART_SIBL
(9,8),(9,19),-0.0865098 # DEPENDENCYPART_SIBL
(9,8),(9,20),-0.000371542 # DEPENDENCYPART_SIBL
(9,8),(9,21),-0.0119322 # DEPENDENCYPART_SIBL
(9,8),(9,22),-0.175668 # DEPENDENCYPART_SIBL
(9,8),(9,23),-0.0938232 # DEPENDENCYPART_SIBL
(9,8),(9,24),-0.0585633 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.400633 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0502782 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.0104969 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.294774 # DEPENDENCYPART_SIBL
(9,10),(9,15),0.434196 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.392745 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.139658 # DEPENDENCYPART_SIBL
(9,10),(9,18),-0.187605 # DEPENDENCYPART_SIBL
(9,10),(9,19),0.0464936 # DEPENDENCYPART_SIBL
(9,10),(9,20),-0.0213809 # DEPENDENCYPART_SIBL
(9,10),(9,21),0.022382 # DEPENDENCYPART_SIBL
(9,10),(9,22),-0.157953 # DEPENDENCYPART_SIBL
(9,10),(9,23),0.0347465 # DEPENDENCYPART_SIBL
(9,10),(9,24),0.0404049 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.150709 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.372569 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.287994 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.383304 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.191228 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.206951 # DEPENDENCYPART_SIBL
(9,11),(9,18),-0.164151 # DEPENDENCYPART_SIBL
(9,11),(9,19),-0.362414 # DEPENDENCYPART_SIBL
(9,11),(9,20),0.0289174 # DEPENDENCYPART_SIBL
(9,11),(9,21),0.0684158 # DEPENDENCYPART_SIBL
(9,11),(9,22),-0.207748 # DEPENDENCYPART_SIBL
(9,11),(9,23),0.0118895 # DEPENDENCYPART_SIBL
(9,11),(9,24),0.0827887 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.206244 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.182893 # DEPENDENCYPART_SIBL
(9,12),(9,15),0.0472068 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.11166 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.114854 # DEPENDENCYPART_SIBL
(9,12),(9,18),-0.123337 # DEPENDENCYPART_SIBL
(9,12),(9,19),-0.194134 # DEPENDENCYPART_SIBL
(9,12),(9,20),-0.063039 # DEPENDENCYPART_SIBL
(9,12),(9,21),-0.110951 # DEPENDENCYPART_SIBL
(9,12),(9,22),-0.114733 # DEPENDENCYPART_SIBL
(9,12),(9,23),-0.000766946 # DEPENDENCYPART_SIBL
(9,12),(9,24),-0.172461 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.101238 # DEPENDENCYPART_SIBL
(9,13),(9,15),0.0079744 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.0196796 # DEPENDENCYPART_SIBL
(9,13),(9,17),-0.154621 # DEPENDENCYPART_SIBL
(9,13),(9,18),-0.124954 # DEPENDENCYPART_SIBL
(9,13),(9,19),-0.0793901 # DEPENDENCYPART_SIBL
(9,13),(9,20),-0.0263619 # DEPENDENCYPART_SIBL
(9,13),(9,21),-0.0375994 # DEPENDENCYPART_SIBL
(9,13),(9,22),-0.1502 # DEPENDENCYPART_SIBL
(9,13),(9,23),7.86822e-05 # DEPENDENCYPART_SIBL
(9,13),(9,24),0.0223548 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.0917332 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.143141 # DEPENDENCYPART_SIBL
(9,14),(9,17),-0.204744 # DEPENDENCYPART_SIBL
(9,14),(9,18),-0.142419 # DEPENDENCYPART_SIBL
(9,14),(9,19),0.0354868 # DEPENDENCYPART_SIBL
(9,14),(9,20),0.0416604 # DEPENDENCYPART_SIBL
(9,14),(9,21),0.0484851 # DEPENDENCYPART_SIBL
(9,14),(9,22),-0.204616 # DEPENDENCYPART_SIBL
(9,14),(9,23),-0.0550944 # DEPENDENCYPART_SIBL
(9,14),(9,24),0.0373309 # DEPENDENCYPART_SIBL
(9,15),(9,16),-0.183653 # DEPENDENCYPART_SIBL
(9,15),(9,17),-0.20819 # DEPENDENCYPART_SIBL
(9,15),(9,18),-0.144486 # DEPENDENCYPART_SIBL
(9,15),(9,19),-0.344448 # DEPENDENCYPART_SIBL
(9,15),(9,20),0.0346141 # DEPENDENCYPART_SIBL
(9,15),(9,21),0.0457237 # DEPENDENCYPART_SIBL
(9,15),(9,22),-0.208987 # DEPENDENCYPART_SIBL
(9,15),(9,23),-0.00159826 # DEPENDENCYPART_SIBL
(9,15),(9,24),0.0875049 # DEPENDENCYPART_SIBL
(9,16),(9,17),-0.286665 # DEPENDENCYPART_SIBL
(9,16),(9,18),-0.170351 # DEPENDENCYPART_SIBL
(9,16),(9,19),-0.121182 # DEPENDENCYPART_SIBL
(9,16),(9,20),-0.0478434 # DEPENDENCYPART_SIBL
(9,16),(9,21),-0.0295836 # DEPENDENCYPART_SIBL
(9,16),(9,22),-0.289412 # DEPENDENCYPART_SIBL
(9,16),(9,23),-0.0413477 # DEPENDENCYPART_SIBL
(9,16),(9,24),0.00358895 # DEPENDENCYPART_SIBL
(9,17),(9,18),0.123499 # DEPENDENCYPART_SIBL
(9,17),(9,19),0.0369013 # DEPENDENCYPART_SIBL
(9,17),(9,20),0.0521584 # DEPENDENCYPART_SIBL
(9,17),(9,21),0.0282298 # DEPENDENCYPART_SIBL
(9,17),(9,22),-0.0123779 # DEPENDENCYPART_SIBL
(9,17),(9,23),0.137697 # DEPENDENCYPART_SIBL
(9,17),(9,24),0.142652 # DEPENDENCYPART_SIBL
(9,18),(9,19),-0.116529 # DEPENDENCYPART_SIBL
(9,18),(9,20),0.193622 # DEPENDENCYPART_SIBL
(9,18),(9,21),0.215513 # DEPENDENCYPART_SIBL
(9,18),(9,22),-0.0820823 # DEPENDENCYPART_SIBL
(9,18),(9,23),-0.188808 # DEPENDENCYPART_SIBL
(9,18),(9,24),0.189466 # DEPENDENCYPART_SIBL
(9,19),(9,20),-0.00961175 # DEPENDENCYPART_SIBL
(9,19),(9,21),-0.0760954 # DEPENDENCYPART_SIBL
(9,19),(9,22),-0.159437 # DEPENDENCYPART_SIBL
(9,19),(9,23),-0.0250256 # DEPENDENCYPART_SIBL
(9,19),(9,24),0.0121625 # DEPENDENCYPART_SIBL
(9,20),(9,21),0.0882488 # DEPENDENCYPART_SIBL
(9,20),(9,22),-0.146444 # DEPENDENCYPART_SIBL
(9,20),(9,23),0.118067 # DEPENDENCYPART_SIBL
(9,20),(9,24),0.00149823 # DEPENDENCYPART_SIBL
(9,21),(9,22),-0.0622142 # DEPENDENCYPART_SIBL
(9,21),(9,23),0.0923126 # DEPENDENCYPART_SIBL
(9,21),(9,24),-0.0458003 # DEPENDENCYPART_SIBL
(9,22),(9,23),0.0486202 # DEPENDENCYPART_SIBL
(9,22),(9,24),-0.000936255 # DEPENDENCYPART_SIBL
(9,23),(9,24),0.0531365 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.0955626 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.0872239 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.0622352 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.0716375 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.115016 # DEPENDENCYPART_SIBL
(10,11),(10,14),0.0442212 # DEPENDENCYPART_SIBL
(10,11),(10,16),0.0646798 # DEPENDENCYPART_SIBL
(10,13),(10,14),0.0477166 # DEPENDENCYPART_SIBL
(10,13),(10,16),0.082836 # DEPENDENCYPART_SIBL
(10,14),(10,16),0.138365 # DEPENDENCYPART_SIBL
(11,1),(11,3),-0.0846518 # DEPENDENCYPART_SIBL
(11,1),(11,4),-0.0909117 # DEPENDENCYPART_SIBL
(11,1),(11,5),-0.0604991 # DEPENDENCYPART_SIBL
(11,1),(11,6),-0.183517 # DEPENDENCYPART_SIBL
(11,1),(11,7),-0.0176878 # DEPENDENCYPART_SIBL
(11,1),(11,8),0.00149341 # DEPENDENCYPART_SIBL
(11,1),(11,9),-0.0916672 # DEPENDENCYPART_SIBL
(11,1),(11,10),-0.0569295 # DEPENDENCYPART_SIBL
(11,1),(11,12),-0.13352 # DEPENDENCYPART_SIBL
(11,1),(11,13),0.0265185 # DEPENDENCYPART_SIBL
(11,1),(11,14),-0.145554 # DEPENDENCYPART_SIBL
(11,1),(11,15),-0.232884 # DEPENDENCYPART_SIBL
(11,1),(11,16),-0.104995 # DEPENDENCYPART_SIBL
(11,1),(11,17),-0.0494745 # DEPENDENCYPART_SIBL
(11,1),(11,18),-0.118392 # DEPENDENCYPART_SIBL
(11,1),(11,19),0.0846953 # DEPENDENCYPART_SIBL
(11,1),(11,20),-0.193577 # DEPENDENCYPART_SIBL
(11,1),(11,21),-0.139368 # DEPENDENCYPART_SIBL
(11,1),(11,22),-0.0436219 # DEPENDENCYPART_SIBL
(11,1),(11,23),-0.132321 # DEPENDENCYPART_SIBL
(11,1),(11,24),-0.358422 # DEPENDENCYPART_SIBL
(11,3),(11,4),-0.083151 # DEPENDENCYPART_SIBL
(11,3),(11,5),-0.0131189 # DEPENDENCYPART_SIBL
(11,3),(11,6),0.0941554 # DEPENDENCYPART_SIBL
(11,3),(11,7),-0.00669374 # DEPENDENCYPART_SIBL
(11,3),(11,8),0.0869335 # DEPENDENCYPART_SIBL
(11,3),(11,9),-0.128748 # DEPENDENCYPART_SIBL
(11,3),(11,10),-0.0388169 # DEPENDENCYPART_SIBL
(11,3),(11,12),-0.120996 # DEPENDENCYPART_SIBL
(11,3),(11,13),-0.0804019 # DEPENDENCYPART_SIBL
(11,3),(11,14),-0.120963 # DEPENDENCYPART_SIBL
(11,3),(11,15),-0.0947602 # DEPENDENCYPART_SIBL
(11,3),(11,16),-0.086636 # DEPENDENCYPART_SIBL
(11,3),(11,17),-0.0297495 # DEPENDENCYPART_SIBL
(11,3),(11,18),-0.0389377 # DEPENDENCYPART_SIBL
(11,3),(11,19),-0.0633292 # DEPENDENCYPART_SIBL
(11,3),(11,20),-0.0453311 # DEPENDENCYPART_SIBL
(11,3),(11,21),-0.0100703 # DEPENDENCYPART_SIBL
(11,3),(11,22),-0.0339197 # DEPENDENCYPART_SIBL
(11,3),(11,23),-0.13288 # DEPENDENCYPART_SIBL
(11,3),(11,24),0.00916671 # DEPENDENCYPART_SIBL
(11,4),(11,5),-0.0308279 # DEPENDENCYPART_SIBL
(11,4),(11,6),0.0538345 # DEPENDENCYPART_SIBL
(11,4),(11,7),-0.0423311 # DEPENDENCYPART_SIBL
(11,4),(11,8),0.093197 # DEPENDENCYPART_SIBL
(11,4),(11,9),-0.0346499 # DEPENDENCYPART_SIBL
(11,4),(11,10),0.00514676 # DEPENDENCYPART_SIBL
(11,4),(11,12),-0.0535169 # DEPENDENCYPART_SIBL
(11,4),(11,13),0.00153007 # DEPENDENCYPART_SIBL
(11,4),(11,14),-0.0407146 # DEPENDENCYPART_SIBL
(11,4),(11,15),-0.0276488 # DEPENDENCYPART_SIBL
(11,4),(11,16),-0.054007 # DEPENDENCYPART_SIBL
(11,4),(11,17),0.0670776 # DEPENDENCYPART_SIBL
(11,4),(11,18),-0.00687293 # DEPENDENCYPART_SIBL
(11,4),(11,19),0.0180187 # DEPENDENCYPART_SIBL
(11,4),(11,20),-0.101393 # DEPENDENCYPART_SIBL
(11,4),(11,21),0.00429872 # DEPENDENCYPART_SIBL
