# _root_ Mr. Freund , former chief economist of the New York Stock Exchange , is a professor of economics at Pace University 's business school in New York .
#goldHeads=2,14,2,6,6,2,6,12,12,12,12,7,2,0,16,14,16,17,16,21,24,21,24,19,24,27,25,14,
#predictedHeads=2,14,2,6,6,2,6,12,12,12,12,7,2,0,16,14,16,17,16,21,24,21,24,19,24,27,25,14,
(4,2),(2,13),-1.15836 # DEPENDENCYPART_GRANDPAR
(4,2),(2,14),-0.948749 # DEPENDENCYPART_GRANDPAR
(4,2),(2,16),-1.27326 # DEPENDENCYPART_GRANDPAR
(4,2),(2,18),-0.925091 # DEPENDENCYPART_GRANDPAR
(4,2),(2,19),-0.741343 # DEPENDENCYPART_GRANDPAR
(4,2),(2,24),-1.36612 # DEPENDENCYPART_GRANDPAR
(4,2),(2,25),-0.716429 # DEPENDENCYPART_GRANDPAR
(4,2),(2,28),-0.84255 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.479388 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.880704 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.734063 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.899755 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),0.076226 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.269986 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-1.09809 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.94338 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.824573 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.883702 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.286577 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.290834 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.379992 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.247573 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.352024 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.324605 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.500389 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-0.470721 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.50322 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),-0.640939 # DEPENDENCYPART_GRANDPAR
(4,6),(6,17),-0.476731 # DEPENDENCYPART_GRANDPAR
(4,6),(6,19),-0.323408 # DEPENDENCYPART_GRANDPAR
(4,6),(6,24),-0.739098 # DEPENDENCYPART_GRANDPAR
(4,6),(6,25),-0.290772 # DEPENDENCYPART_GRANDPAR
(4,6),(6,28),-0.296724 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.698366 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.994437 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,8),-0.31615 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.346297 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.241812 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.213038 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.416243 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),-0.454171 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),-0.511898 # DEPENDENCYPART_GRANDPAR
(4,7),(7,16),-0.530256 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),-0.599462 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.403205 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.445901 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.400655 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.48102 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.437874 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-0.683033 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-0.749174 # DEPENDENCYPART_GRANDPAR
(5,2),(2,12),-1.03851 # DEPENDENCYPART_GRANDPAR
(5,2),(2,13),-1.09852 # DEPENDENCYPART_GRANDPAR
(5,2),(2,14),-0.959004 # DEPENDENCYPART_GRANDPAR
(5,2),(2,16),-1.3158 # DEPENDENCYPART_GRANDPAR
(5,2),(2,18),-0.970272 # DEPENDENCYPART_GRANDPAR
(5,2),(2,19),-0.63722 # DEPENDENCYPART_GRANDPAR
(5,2),(2,24),-1.37313 # DEPENDENCYPART_GRANDPAR
(5,2),(2,25),-0.563762 # DEPENDENCYPART_GRANDPAR
(5,2),(2,28),-0.83043 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.493394 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.260517 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.193589 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.47742 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.408759 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.678793 # DEPENDENCYPART_GRANDPAR
(5,4),(4,13),-0.974223 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-1.18005 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.96881 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-1.01758 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.901616 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-1.08531 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.205693 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.398282 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.178155 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.192942 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.301044 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.488548 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.421215 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),-0.510615 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),-0.692835 # DEPENDENCYPART_GRANDPAR
(5,6),(6,17),-0.384752 # DEPENDENCYPART_GRANDPAR
(5,6),(6,19),-0.229914 # DEPENDENCYPART_GRANDPAR
(5,6),(6,24),-0.755471 # DEPENDENCYPART_GRANDPAR
(5,6),(6,25),-0.148173 # DEPENDENCYPART_GRANDPAR
(5,6),(6,28),-0.293055 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.891373 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.852418 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.306228 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.233352 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.0392024 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.14595 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.360875 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.375107 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),-0.490936 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),-0.54534 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.0335793 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.256654 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.14017 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-1.32906 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,7),-0.763913 # DEPENDENCYPART_GRANDPAR
(6,1),(1,12),-0.657513 # DEPENDENCYPART_GRANDPAR
(6,1),(1,13),-1.12389 # DEPENDENCYPART_GRANDPAR
(6,1),(1,16),-0.915305 # DEPENDENCYPART_GRANDPAR
(6,1),(1,28),-1.61204 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),0.0634137 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.233498 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.122919 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),-0.140941 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.32903 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),-0.762399 # DEPENDENCYPART_GRANDPAR
(6,2),(2,10),-0.786263 # DEPENDENCYPART_GRANDPAR
(6,2),(2,12),-0.657512 # DEPENDENCYPART_GRANDPAR
(6,2),(2,13),-1.12376 # DEPENDENCYPART_GRANDPAR
(6,2),(2,14),-0.84945 # DEPENDENCYPART_GRANDPAR
(6,2),(2,16),-0.915277 # DEPENDENCYPART_GRANDPAR
(6,2),(2,18),-1.02403 # DEPENDENCYPART_GRANDPAR
(6,2),(2,19),-1.20562 # DEPENDENCYPART_GRANDPAR
(6,2),(2,24),-0.755592 # DEPENDENCYPART_GRANDPAR
(6,2),(2,25),-1.38377 # DEPENDENCYPART_GRANDPAR
(6,2),(2,28),-1.61203 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.24826 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),0.0314384 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.224338 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.269716 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.30261 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.776721 # DEPENDENCYPART_GRANDPAR
(6,4),(4,13),-0.999301 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),0.0153659 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.247404 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.167751 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.30274 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.776718 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.821687 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.75289 # DEPENDENCYPART_GRANDPAR
(6,7),(7,8),-0.485687 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.272456 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.0213587 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),0.232842 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),0.0846253 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.33914 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-0.271444 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),-0.0744192 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),-0.438329 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.115722 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.300348 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),-0.439926 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.113189 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.0380112 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.0491466 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.316926 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.32044 # DEPENDENCYPART_GRANDPAR
(6,11),(11,2),-0.741434 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),-0.771234 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-0.737991 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,8),-0.418793 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),-0.1403 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.0405655 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.00656428 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.332751 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.340287 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.367022 # DEPENDENCYPART_GRANDPAR
(6,11),(11,19),-0.58449 # DEPENDENCYPART_GRANDPAR
(6,12),(12,1),-0.912328 # DEPENDENCYPART_GRANDPAR
(6,12),(12,2),-0.741014 # DEPENDENCYPART_GRANDPAR
(6,12),(12,3),-0.975884 # DEPENDENCYPART_GRANDPAR
(6,12),(12,4),-0.771012 # DEPENDENCYPART_GRANDPAR
(6,12),(12,5),-0.819215 # DEPENDENCYPART_GRANDPAR
(6,12),(12,6),-0.781899 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,12),(12,8),-0.422619 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),-0.128749 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),-0.0402088 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),0.00919392 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.256324 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),-0.304393 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),-0.303223 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),-0.290279 # DEPENDENCYPART_GRANDPAR
(6,12),(12,19),-0.483794 # DEPENDENCYPART_GRANDPAR
(6,12),(12,22),-1.15933 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),-0.189541 # DEPENDENCYPART_GRANDPAR
(6,14),(14,1),-0.816201 # DEPENDENCYPART_GRANDPAR
(6,14),(14,2),-0.646703 # DEPENDENCYPART_GRANDPAR
(6,14),(14,3),-0.806046 # DEPENDENCYPART_GRANDPAR
(6,14),(14,4),-0.713347 # DEPENDENCYPART_GRANDPAR
(6,14),(14,5),-0.763456 # DEPENDENCYPART_GRANDPAR
(6,14),(14,6),-0.684246 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,14),(14,7),-0.0613363 # DEPENDENCYPART_GRANDPAR
(6,14),(14,9),-0.27275 # DEPENDENCYPART_GRANDPAR
(6,14),(14,10),-0.158572 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),-0.127451 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),-0.0619347 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),-0.388023 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),-0.602627 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),-0.241322 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),-0.397834 # DEPENDENCYPART_GRANDPAR
(6,14),(14,18),-0.404433 # DEPENDENCYPART_GRANDPAR
(6,14),(14,19),-0.491112 # DEPENDENCYPART_GRANDPAR
(6,14),(14,21),-0.499414 # DEPENDENCYPART_GRANDPAR
(6,14),(14,24),-0.0861657 # DEPENDENCYPART_GRANDPAR
(6,14),(14,25),-0.499362 # DEPENDENCYPART_GRANDPAR
(6,14),(14,27),-0.828993 # DEPENDENCYPART_GRANDPAR
(6,14),(14,28),-1.26577 # DEPENDENCYPART_GRANDPAR
(6,16),(16,8),-0.486292 # DEPENDENCYPART_GRANDPAR
(6,16),(16,12),-0.0486564 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),-0.104926 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),-0.218381 # DEPENDENCYPART_GRANDPAR
(6,16),(16,18),-0.445676 # DEPENDENCYPART_GRANDPAR
(6,16),(16,19),-0.4036 # DEPENDENCYPART_GRANDPAR
(6,16),(16,21),-0.550191 # DEPENDENCYPART_GRANDPAR
(6,16),(16,22),-1.22165 # DEPENDENCYPART_GRANDPAR
(6,16),(16,23),-0.82183 # DEPENDENCYPART_GRANDPAR
(6,16),(16,24),-0.0902116 # DEPENDENCYPART_GRANDPAR
(6,16),(16,25),-0.586595 # DEPENDENCYPART_GRANDPAR
(6,16),(16,27),-0.937887 # DEPENDENCYPART_GRANDPAR
(6,16),(16,28),-1.16912 # DEPENDENCYPART_GRANDPAR
(6,17),(17,18),-0.280178 # DEPENDENCYPART_GRANDPAR
(6,17),(17,19),-0.507872 # DEPENDENCYPART_GRANDPAR
(6,17),(17,21),-0.423507 # DEPENDENCYPART_GRANDPAR
(6,17),(17,23),-0.581656 # DEPENDENCYPART_GRANDPAR
(6,17),(17,24),0.0595739 # DEPENDENCYPART_GRANDPAR
(6,17),(17,27),-0.685444 # DEPENDENCYPART_GRANDPAR
(6,19),(19,17),-0.616977 # DEPENDENCYPART_GRANDPAR
(6,19),(19,18),-0.450501 # DEPENDENCYPART_GRANDPAR
(6,19),(19,20),-0.495385 # DEPENDENCYPART_GRANDPAR
(6,19),(19,21),-0.245546 # DEPENDENCYPART_GRANDPAR
(6,19),(19,23),-0.844124 # DEPENDENCYPART_GRANDPAR
(6,19),(19,24),-0.0772862 # DEPENDENCYPART_GRANDPAR
(6,19),(19,25),-0.727371 # DEPENDENCYPART_GRANDPAR
(6,19),(19,26),-0.719577 # DEPENDENCYPART_GRANDPAR
(6,19),(19,27),-0.601844 # DEPENDENCYPART_GRANDPAR
(6,24),(24,2),-0.825378 # DEPENDENCYPART_GRANDPAR
(6,24),(24,9),-0.265425 # DEPENDENCYPART_GRANDPAR
(6,24),(24,15),-0.093304 # DEPENDENCYPART_GRANDPAR
(6,24),(24,16),-0.199663 # DEPENDENCYPART_GRANDPAR
(6,24),(24,18),-0.452275 # DEPENDENCYPART_GRANDPAR
(6,24),(24,19),-0.503479 # DEPENDENCYPART_GRANDPAR
(6,24),(24,20),-0.753089 # DEPENDENCYPART_GRANDPAR
(6,24),(24,21),-0.474619 # DEPENDENCYPART_GRANDPAR
(6,24),(24,22),-0.104776 # DEPENDENCYPART_GRANDPAR
(6,24),(24,23),-0.800858 # DEPENDENCYPART_GRANDPAR
(6,24),(24,25),-0.562246 # DEPENDENCYPART_GRANDPAR
(6,24),(24,26),-0.91427 # DEPENDENCYPART_GRANDPAR
(6,24),(24,27),-0.961624 # DEPENDENCYPART_GRANDPAR
(6,24),(24,28),-1.16314 # DEPENDENCYPART_GRANDPAR
(6,25),(25,24),-0.0567896 # DEPENDENCYPART_GRANDPAR
(6,25),(25,26),-0.830994 # DEPENDENCYPART_GRANDPAR
(6,25),(25,27),-0.618695 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.583671 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.390878 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.861392 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.406306 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),0.0362495 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.52436 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,13),-0.585988 # DEPENDENCYPART_GRANDPAR
(7,9),(9,8),1.00977 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),0.578661 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),0.0570368 # DEPENDENCYPART_GRANDPAR
(7,10),(10,8),0.979037 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),1.04923 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),0.265302 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),0.46575 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.0131561 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.099334 # DEPENDENCYPART_GRANDPAR
(7,11),(11,2),-1.22537 # DEPENDENCYPART_GRANDPAR
(7,11),(11,4),-1.0863 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-1.00204 # DEPENDENCYPART_GRANDPAR
(7,11),(11,8),1.16761 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),1.12274 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),0.760168 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),0.469098 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.028179 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.0729236 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.123355 # DEPENDENCYPART_GRANDPAR
(7,11),(11,19),0.0567421 # DEPENDENCYPART_GRANDPAR
(7,12),(12,1),-1.22071 # DEPENDENCYPART_GRANDPAR
(7,12),(12,2),-1.22564 # DEPENDENCYPART_GRANDPAR
(7,12),(12,3),-1.5961 # DEPENDENCYPART_GRANDPAR
(7,12),(12,4),-1.08752 # DEPENDENCYPART_GRANDPAR
(7,12),(12,5),-1.09331 # DEPENDENCYPART_GRANDPAR
(7,12),(12,6),-1.00151 # DEPENDENCYPART_GRANDPAR
(7,12),(12,8),1.05591 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),1.03524 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),0.650417 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),0.347799 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),0.109109 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),0.0276199 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-0.00999367 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),-0.229901 # DEPENDENCYPART_GRANDPAR
(7,12),(12,19),0.280968 # DEPENDENCYPART_GRANDPAR
(7,12),(12,22),-2.30132 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),0.126224 # DEPENDENCYPART_GRANDPAR
(7,14),(14,1),-1.1661 # DEPENDENCYPART_GRANDPAR
(7,14),(14,2),-1.17288 # DEPENDENCYPART_GRANDPAR
(7,14),(14,3),-1.49652 # DEPENDENCYPART_GRANDPAR
(7,14),(14,4),-1.07386 # DEPENDENCYPART_GRANDPAR
(7,14),(14,5),-1.08186 # DEPENDENCYPART_GRANDPAR
(7,14),(14,6),-0.897514 # DEPENDENCYPART_GRANDPAR
(7,14),(14,7),-1.34244 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,14),(14,9),0.148637 # DEPENDENCYPART_GRANDPAR
(7,14),(14,10),-0.110395 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),-0.453735 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),-0.148533 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),-0.326093 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),-0.718708 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),-0.0272396 # DEPENDENCYPART_GRANDPAR
(7,14),(14,17),-0.548028 # DEPENDENCYPART_GRANDPAR
(7,14),(14,18),-0.210717 # DEPENDENCYPART_GRANDPAR
(7,14),(14,19),-0.10007 # DEPENDENCYPART_GRANDPAR
(7,14),(14,21),-1.06669 # DEPENDENCYPART_GRANDPAR
(7,14),(14,24),0.293539 # DEPENDENCYPART_GRANDPAR
(7,14),(14,25),0.0650265 # DEPENDENCYPART_GRANDPAR
(7,14),(14,27),-0.466823 # DEPENDENCYPART_GRANDPAR
(7,14),(14,28),-1.57285 # DEPENDENCYPART_GRANDPAR
(7,16),(16,8),0.891319 # DEPENDENCYPART_GRANDPAR
(7,16),(16,12),0.463417 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),-0.619179 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),-0.31617 # DEPENDENCYPART_GRANDPAR
(7,16),(16,18),-0.148492 # DEPENDENCYPART_GRANDPAR
(7,16),(16,19),0.00434639 # DEPENDENCYPART_GRANDPAR
(7,16),(16,21),-0.93144 # DEPENDENCYPART_GRANDPAR
(7,16),(16,22),-2.40826 # DEPENDENCYPART_GRANDPAR
(7,16),(16,23),0.311715 # DEPENDENCYPART_GRANDPAR
(7,16),(16,24),0.272261 # DEPENDENCYPART_GRANDPAR
(7,16),(16,25),0.218077 # DEPENDENCYPART_GRANDPAR
(7,16),(16,27),-0.389815 # DEPENDENCYPART_GRANDPAR
(7,16),(16,28),-1.30565 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-1.08478 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.736946 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.036466 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.00924338 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.3446 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.710959 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.246516 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.683403 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.61392 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,13),-1.10999 # DEPENDENCYPART_GRANDPAR
(10,11),(11,2),-0.994169 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),-0.937142 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-1.23399 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-1.10038 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-1.05921 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.807996 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.158611 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.312194 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.58199 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.782588 # DEPENDENCYPART_GRANDPAR
(10,11),(11,19),-0.525979 # DEPENDENCYPART_GRANDPAR
(10,12),(12,1),-1.23244 # DEPENDENCYPART_GRANDPAR
(10,12),(12,2),-0.994293 # DEPENDENCYPART_GRANDPAR
(10,12),(12,3),-1.06872 # DEPENDENCYPART_GRANDPAR
(10,12),(12,4),-0.937439 # DEPENDENCYPART_GRANDPAR
(10,12),(12,5),-1.13036 # DEPENDENCYPART_GRANDPAR
(10,12),(12,6),-1.23377 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-1.10005 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-1.05933 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.742099 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),0.438856 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.237228 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.554589 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.732546 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.714269 # DEPENDENCYPART_GRANDPAR
(10,12),(12,19),-0.445968 # DEPENDENCYPART_GRANDPAR
(10,12),(12,22),-1.3786 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),-0.399043 # DEPENDENCYPART_GRANDPAR
(10,16),(16,8),-1.20393 # DEPENDENCYPART_GRANDPAR
(10,16),(16,12),-0.188199 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),-0.233606 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.413126 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),-0.585885 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),-0.250966 # DEPENDENCYPART_GRANDPAR
(10,16),(16,21),-0.241931 # DEPENDENCYPART_GRANDPAR
(10,16),(16,22),-1.4139 # DEPENDENCYPART_GRANDPAR
(10,16),(16,23),-0.515294 # DEPENDENCYPART_GRANDPAR
(10,16),(16,24),-0.876072 # DEPENDENCYPART_GRANDPAR
(10,16),(16,25),-0.391082 # DEPENDENCYPART_GRANDPAR
(10,16),(16,27),-0.272154 # DEPENDENCYPART_GRANDPAR
(10,16),(16,28),-1.34012 # DEPENDENCYPART_GRANDPAR
