# _root_ MRA Staffing Systems signs up nurses for paid travel , promising annual income up to $ 50,000 and free or subsidized housing .
#goldHeads=3,3,4,0,4,4,4,9,7,4,4,13,11,13,14,15,16,13,22,19,20,18,4,
#predictedHeads=3,3,4,0,4,4,6,9,7,4,4,13,11,13,14,15,16,13,18,19,20,21,4,
(3,8),(8,12),-0.558566 # DEPENDENCYPART_GRANDPAR
(3,8),(8,13),-0.59969 # DEPENDENCYPART_GRANDPAR
(3,8),(8,14),-0.439572 # DEPENDENCYPART_GRANDPAR
(3,8),(8,15),-0.354178 # DEPENDENCYPART_GRANDPAR
(3,8),(8,18),-0.714739 # DEPENDENCYPART_GRANDPAR
(3,8),(8,23),-1.0969 # DEPENDENCYPART_GRANDPAR
(3,9),(9,1),-1.09536 # DEPENDENCYPART_GRANDPAR
(3,9),(9,2),-1.02415 # DEPENDENCYPART_GRANDPAR
(3,9),(9,3),-0.725696 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,9),(9,5),-0.346719 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),-0.0163963 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),0.00621654 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),-0.165262 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.394054 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),-0.511057 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),-0.563445 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),-0.530181 # DEPENDENCYPART_GRANDPAR
(3,9),(9,14),-0.430599 # DEPENDENCYPART_GRANDPAR
(3,9),(9,15),-0.404956 # DEPENDENCYPART_GRANDPAR
(3,9),(9,18),-0.69504 # DEPENDENCYPART_GRANDPAR
(3,9),(9,21),-0.643771 # DEPENDENCYPART_GRANDPAR
(3,9),(9,23),-0.927588 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),-0.609067 # DEPENDENCYPART_GRANDPAR
(3,13),(13,3),-0.741679 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,13),(13,5),-0.364306 # DEPENDENCYPART_GRANDPAR
(3,13),(13,6),-0.0320671 # DEPENDENCYPART_GRANDPAR
(3,13),(13,7),-0.000173093 # DEPENDENCYPART_GRANDPAR
(3,13),(13,8),-0.177807 # DEPENDENCYPART_GRANDPAR
(3,13),(13,9),0.00475004 # DEPENDENCYPART_GRANDPAR
(3,13),(13,10),-0.338437 # DEPENDENCYPART_GRANDPAR
(3,13),(13,11),-0.21378 # DEPENDENCYPART_GRANDPAR
(3,13),(13,12),-0.293143 # DEPENDENCYPART_GRANDPAR
(3,13),(13,14),-0.42173 # DEPENDENCYPART_GRANDPAR
(3,13),(13,15),-0.474191 # DEPENDENCYPART_GRANDPAR
(3,13),(13,16),-0.645986 # DEPENDENCYPART_GRANDPAR
(3,13),(13,17),-0.663163 # DEPENDENCYPART_GRANDPAR
(3,13),(13,18),-0.687037 # DEPENDENCYPART_GRANDPAR
(3,13),(13,19),-1.13529 # DEPENDENCYPART_GRANDPAR
(3,13),(13,20),-0.460706 # DEPENDENCYPART_GRANDPAR
(3,13),(13,21),-0.650702 # DEPENDENCYPART_GRANDPAR
(3,13),(13,22),-0.701415 # DEPENDENCYPART_GRANDPAR
(3,13),(13,23),-0.938869 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),0.470764 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),0.339122 # DEPENDENCYPART_GRANDPAR
(4,1),(1,5),-0.18814 # DEPENDENCYPART_GRANDPAR
(4,1),(1,6),-0.215884 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),0.329879 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),0.339113 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.23352 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.18814 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.215884 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.236226 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-0.471872 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-0.670055 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-0.721302 # DEPENDENCYPART_GRANDPAR
(4,2),(2,13),-0.921764 # DEPENDENCYPART_GRANDPAR
(4,2),(2,23),-0.547496 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),0.365594 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),0.345762 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.23359 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.188199 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.216906 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.236556 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.471931 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-0.670588 # DEPENDENCYPART_GRANDPAR
(4,3),(3,10),-0.721374 # DEPENDENCYPART_GRANDPAR
(4,3),(3,13),-0.922297 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.357583 # DEPENDENCYPART_GRANDPAR
(4,5),(5,6),0.264493 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),0.241873 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),0.0648309 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.00378499 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),0.111351 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.276228 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.296061 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.40957 # DEPENDENCYPART_GRANDPAR
(4,6),(6,5),0.24918 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),0.0734579 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),0.0539934 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.0943678 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),0.0654994 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),0.111449 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.430177 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-0.358219 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.290364 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.136114 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),-0.143364 # DEPENDENCYPART_GRANDPAR
(4,6),(6,18),-0.231325 # DEPENDENCYPART_GRANDPAR
(4,6),(6,21),-0.24941 # DEPENDENCYPART_GRANDPAR
(4,6),(6,23),-0.264051 # DEPENDENCYPART_GRANDPAR
(4,7),(7,5),0.320605 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),0.289142 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),0.0534596 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),0.112109 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),0.0580879 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),0.193657 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),-0.106063 # DEPENDENCYPART_GRANDPAR
(4,7),(7,15),0.0763962 # DEPENDENCYPART_GRANDPAR
(4,8),(8,5),0.281631 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),0.252477 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),0.0682695 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.00866943 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),0.146647 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),0.189755 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.350577 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.264275 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),-0.20557 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),-0.0547306 # DEPENDENCYPART_GRANDPAR
(4,8),(8,18),-0.320498 # DEPENDENCYPART_GRANDPAR
(4,8),(8,23),-0.295152 # DEPENDENCYPART_GRANDPAR
(4,9),(9,1),-0.322569 # DEPENDENCYPART_GRANDPAR
(4,9),(9,2),-0.342401 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),-0.456017 # DEPENDENCYPART_GRANDPAR
(4,9),(9,5),0.268234 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),0.300193 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),0.138933 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),0.22681 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),0.0541745 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),0.130346 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.401806 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-0.231625 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.278706 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),-0.0673492 # DEPENDENCYPART_GRANDPAR
(4,9),(9,18),-0.255106 # DEPENDENCYPART_GRANDPAR
(4,9),(9,21),-0.228968 # DEPENDENCYPART_GRANDPAR
(4,9),(9,23),-0.192398 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),0.146012 # DEPENDENCYPART_GRANDPAR
(4,11),(11,5),0.286299 # DEPENDENCYPART_GRANDPAR
(4,11),(11,6),0.3907 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),0.111035 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),0.0500901 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),0.00596682 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),-0.0296854 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.38423 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),-0.237629 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-0.13891 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),-0.0949489 # DEPENDENCYPART_GRANDPAR
(4,11),(11,16),-0.187895 # DEPENDENCYPART_GRANDPAR
(4,11),(11,17),-0.306869 # DEPENDENCYPART_GRANDPAR
(4,11),(11,18),-0.228351 # DEPENDENCYPART_GRANDPAR
(4,11),(11,19),-0.535501 # DEPENDENCYPART_GRANDPAR
(4,11),(11,20),-0.494738 # DEPENDENCYPART_GRANDPAR
(4,11),(11,21),-0.221451 # DEPENDENCYPART_GRANDPAR
(4,11),(11,22),-0.578407 # DEPENDENCYPART_GRANDPAR
(4,11),(11,23),-0.327415 # DEPENDENCYPART_GRANDPAR
(4,12),(12,10),0.040747 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),0.137092 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),-0.297528 # DEPENDENCYPART_GRANDPAR
(4,13),(13,3),-0.456253 # DEPENDENCYPART_GRANDPAR
(4,13),(13,5),0.263212 # DEPENDENCYPART_GRANDPAR
(4,13),(13,6),0.297065 # DEPENDENCYPART_GRANDPAR
(4,13),(13,7),0.145547 # DEPENDENCYPART_GRANDPAR
(4,13),(13,8),0.227003 # DEPENDENCYPART_GRANDPAR
(4,13),(13,9),0.0763853 # DEPENDENCYPART_GRANDPAR
(4,13),(13,10),0.237568 # DEPENDENCYPART_GRANDPAR
(4,13),(13,11),0.25002 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),-0.316079 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),-0.257681 # DEPENDENCYPART_GRANDPAR
(4,13),(13,15),-0.13391 # DEPENDENCYPART_GRANDPAR
(4,13),(13,16),-0.138485 # DEPENDENCYPART_GRANDPAR
(4,13),(13,17),-0.210274 # DEPENDENCYPART_GRANDPAR
(4,13),(13,18),-0.228561 # DEPENDENCYPART_GRANDPAR
(4,13),(13,19),-0.559233 # DEPENDENCYPART_GRANDPAR
(4,13),(13,20),-0.466699 # DEPENDENCYPART_GRANDPAR
(4,13),(13,21),-0.230931 # DEPENDENCYPART_GRANDPAR
(4,13),(13,22),-0.533014 # DEPENDENCYPART_GRANDPAR
(4,13),(13,23),-0.198142 # DEPENDENCYPART_GRANDPAR
(4,14),(14,11),0.160969 # DEPENDENCYPART_GRANDPAR
(4,14),(14,12),-0.489227 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),-0.305568 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),-0.0269167 # DEPENDENCYPART_GRANDPAR
(4,14),(14,16),-0.0247729 # DEPENDENCYPART_GRANDPAR
(4,14),(14,17),-0.072361 # DEPENDENCYPART_GRANDPAR
(4,14),(14,18),-0.0830966 # DEPENDENCYPART_GRANDPAR
(4,14),(14,19),-0.45368 # DEPENDENCYPART_GRANDPAR
(4,14),(14,20),-0.405837 # DEPENDENCYPART_GRANDPAR
(4,14),(14,22),-0.381347 # DEPENDENCYPART_GRANDPAR
(4,15),(15,14),-0.238328 # DEPENDENCYPART_GRANDPAR
(4,15),(15,16),0.020874 # DEPENDENCYPART_GRANDPAR
(4,15),(15,17),-0.148562 # DEPENDENCYPART_GRANDPAR
(4,15),(15,18),-0.161924 # DEPENDENCYPART_GRANDPAR
(4,15),(15,19),-0.455286 # DEPENDENCYPART_GRANDPAR
(4,15),(15,20),-0.421217 # DEPENDENCYPART_GRANDPAR
(4,15),(15,22),-0.511534 # DEPENDENCYPART_GRANDPAR
(4,16),(16,7),0.193104 # DEPENDENCYPART_GRANDPAR
(4,16),(16,12),-0.238204 # DEPENDENCYPART_GRANDPAR
(4,16),(16,13),-0.25362 # DEPENDENCYPART_GRANDPAR
(4,16),(16,14),-0.0317569 # DEPENDENCYPART_GRANDPAR
(4,16),(16,15),0.283253 # DEPENDENCYPART_GRANDPAR
(4,16),(16,17),-0.0697125 # DEPENDENCYPART_GRANDPAR
(4,16),(16,18),-0.279084 # DEPENDENCYPART_GRANDPAR
(4,16),(16,19),-0.493599 # DEPENDENCYPART_GRANDPAR
(4,16),(16,20),-0.417202 # DEPENDENCYPART_GRANDPAR
(4,16),(16,21),-0.14129 # DEPENDENCYPART_GRANDPAR
(4,16),(16,22),-0.595162 # DEPENDENCYPART_GRANDPAR
(4,16),(16,23),-0.156541 # DEPENDENCYPART_GRANDPAR
(4,18),(18,16),-0.453605 # DEPENDENCYPART_GRANDPAR
(4,18),(18,17),-0.610053 # DEPENDENCYPART_GRANDPAR
(4,18),(18,19),-0.520024 # DEPENDENCYPART_GRANDPAR
(4,18),(18,20),-0.41374 # DEPENDENCYPART_GRANDPAR
(4,18),(18,21),-0.202624 # DEPENDENCYPART_GRANDPAR
(4,18),(18,22),-0.826075 # DEPENDENCYPART_GRANDPAR
(4,19),(19,16),-0.14671 # DEPENDENCYPART_GRANDPAR
(4,19),(19,17),-0.189402 # DEPENDENCYPART_GRANDPAR
(4,19),(19,20),-0.533481 # DEPENDENCYPART_GRANDPAR
(4,19),(19,21),-0.290408 # DEPENDENCYPART_GRANDPAR
(4,19),(19,22),-0.677206 # DEPENDENCYPART_GRANDPAR
(4,20),(20,19),-0.847333 # DEPENDENCYPART_GRANDPAR
(4,20),(20,21),-0.257544 # DEPENDENCYPART_GRANDPAR
(4,20),(20,22),-0.701589 # DEPENDENCYPART_GRANDPAR
(4,20),(20,23),-0.276973 # DEPENDENCYPART_GRANDPAR
(4,21),(21,22),-0.624094 # DEPENDENCYPART_GRANDPAR
(4,21),(21,23),-0.298981 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.308209 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.283015 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.225631 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.36701 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.333403 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.67003 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.477507 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.683532 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-0.822291 # DEPENDENCYPART_GRANDPAR
(5,3),(3,13),-0.772886 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.953896 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.928702 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.943317 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.947063 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.245884 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.0227773 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.142391 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.18041 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.378366 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.389991 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.23789 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),-0.248571 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),-0.505712 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),-0.260153 # DEPENDENCYPART_GRANDPAR
(5,6),(6,18),-0.453313 # DEPENDENCYPART_GRANDPAR
(5,6),(6,21),-0.373482 # DEPENDENCYPART_GRANDPAR
(5,6),(6,23),-0.547272 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.925567 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.143576 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),0.0739866 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),0.179252 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.0707666 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.157935 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),0.133277 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),-0.236471 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.890491 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),0.164025 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.270028 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.167355 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.221208 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.373294 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.392024 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.255211 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-0.166167 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),-0.403784 # DEPENDENCYPART_GRANDPAR
(5,8),(8,18),-0.539697 # DEPENDENCYPART_GRANDPAR
(5,8),(8,23),-0.615555 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-1.00165 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-0.976454 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-0.991176 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.977691 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),0.160088 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),-0.260742 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),0.122953 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.250691 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.393543 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.449311 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.234366 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.259024 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.479547 # DEPENDENCYPART_GRANDPAR
(5,9),(9,18),-0.504174 # DEPENDENCYPART_GRANDPAR
(5,9),(9,21),-0.409022 # DEPENDENCYPART_GRANDPAR
(5,9),(9,23),-0.51 # DEPENDENCYPART_GRANDPAR
(5,11),(11,5),-0.921996 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,11),(11,6),0.22373 # DEPENDENCYPART_GRANDPAR
(5,11),(11,7),-0.27042 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),0.00599243 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),-0.143919 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),-0.26904 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.377622 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.194649 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.137684 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),-0.423136 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),-0.294097 # DEPENDENCYPART_GRANDPAR
(5,11),(11,17),-0.621511 # DEPENDENCYPART_GRANDPAR
(5,11),(11,18),-0.471789 # DEPENDENCYPART_GRANDPAR
(5,11),(11,19),-0.53195 # DEPENDENCYPART_GRANDPAR
(5,11),(11,20),-0.238181 # DEPENDENCYPART_GRANDPAR
(5,11),(11,21),-0.371721 # DEPENDENCYPART_GRANDPAR
(5,11),(11,22),-0.398426 # DEPENDENCYPART_GRANDPAR
(5,11),(11,23),-0.633838 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.200947 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.162692 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),-0.080734 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-0.981254 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,1),-0.246799 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.162692 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),0.00682103 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),-0.080734 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-0.981254 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),-0.410812 # DEPENDENCYPART_GRANDPAR
(6,2),(2,8),-0.410829 # DEPENDENCYPART_GRANDPAR
(6,2),(2,9),-0.331309 # DEPENDENCYPART_GRANDPAR
(6,2),(2,10),-0.703336 # DEPENDENCYPART_GRANDPAR
(6,2),(2,13),-0.508378 # DEPENDENCYPART_GRANDPAR
(6,2),(2,23),-0.826973 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.201058 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.240095 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),0.00499649 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.0861523 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-0.982232 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.411078 # DEPENDENCYPART_GRANDPAR
(6,3),(3,8),-0.410843 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-0.331774 # DEPENDENCYPART_GRANDPAR
(6,3),(3,10),-0.703376 # DEPENDENCYPART_GRANDPAR
(6,3),(3,13),-0.508843 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.308333 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-0.953731 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.369522 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.397103 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.262704 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-0.481501 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.554845 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.487603 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),0.00409084 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),0.347037 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.0306926 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),0.140868 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),0.222191 # DEPENDENCYPART_GRANDPAR
(6,7),(7,15),0.15651 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.597104 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.598555 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.0948962 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),0.231461 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.0341238 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.0237933 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.173045 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),0.0547296 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),0.137609 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),0.250808 # DEPENDENCYPART_GRANDPAR
(6,8),(8,18),-0.23001 # DEPENDENCYPART_GRANDPAR
(6,8),(8,23),-0.447788 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-0.992328 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-1.03136 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-0.969379 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.616022 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.493546 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),0.257279 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.198118 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),0.0459425 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.0214071 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.276242 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),0.0989771 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),0.0474242 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),0.0341109 # DEPENDENCYPART_GRANDPAR
(6,9),(9,18),0.129448 # DEPENDENCYPART_GRANDPAR
(6,9),(9,21),-0.25131 # DEPENDENCYPART_GRANDPAR
(6,9),(9,23),-0.332674 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.0814108 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-0.616904 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-0.597237 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),0.0544887 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),-0.0319483 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),0.141487 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.155953 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.205573 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),0.152025 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),0.0606636 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),0.113008 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),0.1362 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),-0.106612 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),-0.179869 # DEPENDENCYPART_GRANDPAR
(6,11),(11,19),-0.273578 # DEPENDENCYPART_GRANDPAR
(6,11),(11,20),-0.243612 # DEPENDENCYPART_GRANDPAR
(6,11),(11,21),-0.197733 # DEPENDENCYPART_GRANDPAR
(6,11),(11,22),-0.267318 # DEPENDENCYPART_GRANDPAR
