# _root_ The carnage on the Chicago Board Options Exchange , the nation 's major options market , was heavy after the trading in S&P 100 stock-index options was halted Friday .
#goldHeads=2,17,2,8,8,8,8,3,8,11,15,11,15,15,8,8,0,17,17,21,27,21,26,26,26,22,19,27,28,17,
#predictedHeads=2,17,2,8,8,8,8,3,8,11,15,11,15,15,8,8,0,17,17,21,27,21,26,26,26,22,19,27,28,17,
(6,5),(6,9),0.00200836 # DEPENDENCYPART_SIBL
(6,5),(6,15),-0.0112266 # DEPENDENCYPART_SIBL
(6,5),(6,16),0.00200836 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.0649528 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.0647906 # DEPENDENCYPART_SIBL
(6,7),(6,15),-0.0421504 # DEPENDENCYPART_SIBL
(6,7),(6,16),0.0647906 # DEPENDENCYPART_SIBL
(6,8),(6,9),0.0391204 # DEPENDENCYPART_SIBL
(6,8),(6,15),-0.0489347 # DEPENDENCYPART_SIBL
(6,8),(6,16),0.0391204 # DEPENDENCYPART_SIBL
(6,9),(6,15),0.757138 # DEPENDENCYPART_SIBL
(6,9),(6,16),0.22787 # DEPENDENCYPART_SIBL
(6,15),(6,16),0.331364 # DEPENDENCYPART_SIBL
(7,2),(7,4),-0.170619 # DEPENDENCYPART_SIBL
(7,2),(7,5),0.0768916 # DEPENDENCYPART_SIBL
(7,2),(7,6),0.101596 # DEPENDENCYPART_SIBL
(7,2),(7,8),-0.0112911 # DEPENDENCYPART_SIBL
(7,2),(7,9),-0.022752 # DEPENDENCYPART_SIBL
(7,2),(7,11),-0.00773194 # DEPENDENCYPART_SIBL
(7,2),(7,12),-0.0841372 # DEPENDENCYPART_SIBL
(7,2),(7,14),-0.0380662 # DEPENDENCYPART_SIBL
(7,2),(7,15),0.00849727 # DEPENDENCYPART_SIBL
(7,2),(7,16),-0.022752 # DEPENDENCYPART_SIBL
(7,2),(7,17),0.0565828 # DEPENDENCYPART_SIBL
(7,2),(7,30),-0.0851147 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.0424102 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.062936 # DEPENDENCYPART_SIBL
(7,4),(7,8),0.00637585 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.0041891 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.0291363 # DEPENDENCYPART_SIBL
(7,4),(7,12),0.486789 # DEPENDENCYPART_SIBL
(7,4),(7,14),-0.0287355 # DEPENDENCYPART_SIBL
(7,4),(7,15),0.0166235 # DEPENDENCYPART_SIBL
(7,4),(7,16),-0.0041891 # DEPENDENCYPART_SIBL
(7,4),(7,17),0.13728 # DEPENDENCYPART_SIBL
(7,4),(7,30),-0.0855014 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.124019 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.0276759 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.110261 # DEPENDENCYPART_SIBL
(7,5),(7,11),0.0303325 # DEPENDENCYPART_SIBL
(7,5),(7,12),0.0767972 # DEPENDENCYPART_SIBL
(7,5),(7,14),0.0632393 # DEPENDENCYPART_SIBL
(7,5),(7,15),0.0239272 # DEPENDENCYPART_SIBL
(7,5),(7,16),0.110261 # DEPENDENCYPART_SIBL
(7,5),(7,17),0.0895545 # DEPENDENCYPART_SIBL
(7,5),(7,30),0.0769564 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.0243352 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.0664097 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.0164656 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.0348819 # DEPENDENCYPART_SIBL
(7,6),(7,14),0.00845115 # DEPENDENCYPART_SIBL
(7,6),(7,15),0.00681016 # DEPENDENCYPART_SIBL
(7,6),(7,16),0.0664097 # DEPENDENCYPART_SIBL
(7,6),(7,17),0.0775487 # DEPENDENCYPART_SIBL
(7,6),(7,30),0.0528681 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0369867 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0676166 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.132207 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.0517444 # DEPENDENCYPART_SIBL
(7,8),(7,15),-0.0542265 # DEPENDENCYPART_SIBL
(7,8),(7,16),-0.0369867 # DEPENDENCYPART_SIBL
(7,8),(7,17),-0.0715177 # DEPENDENCYPART_SIBL
(7,8),(7,30),-0.0201037 # DEPENDENCYPART_SIBL
(7,9),(7,11),0.68177 # DEPENDENCYPART_SIBL
(7,9),(7,12),0.0307373 # DEPENDENCYPART_SIBL
(7,9),(7,14),0.397148 # DEPENDENCYPART_SIBL
(7,9),(7,15),0.710527 # DEPENDENCYPART_SIBL
(7,9),(7,16),0.0648823 # DEPENDENCYPART_SIBL
(7,9),(7,17),0.534605 # DEPENDENCYPART_SIBL
(7,9),(7,30),0.0232793 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.0201374 # DEPENDENCYPART_SIBL
(7,11),(7,14),-0.112485 # DEPENDENCYPART_SIBL
(7,11),(7,15),-0.287813 # DEPENDENCYPART_SIBL
(7,11),(7,16),0.255564 # DEPENDENCYPART_SIBL
(7,11),(7,17),-0.0091239 # DEPENDENCYPART_SIBL
(7,11),(7,30),0.0775401 # DEPENDENCYPART_SIBL
(7,12),(7,14),-0.0559992 # DEPENDENCYPART_SIBL
(7,12),(7,15),-0.196599 # DEPENDENCYPART_SIBL
(7,12),(7,16),-0.101741 # DEPENDENCYPART_SIBL
(7,12),(7,17),0.08336 # DEPENDENCYPART_SIBL
(7,12),(7,30),-0.0776385 # DEPENDENCYPART_SIBL
(7,14),(7,15),-0.103115 # DEPENDENCYPART_SIBL
(7,14),(7,16),0.0111373 # DEPENDENCYPART_SIBL
(7,14),(7,17),-0.0920738 # DEPENDENCYPART_SIBL
(7,14),(7,30),0.0992634 # DEPENDENCYPART_SIBL
(7,15),(7,16),0.3044 # DEPENDENCYPART_SIBL
(7,15),(7,17),-0.0101002 # DEPENDENCYPART_SIBL
(7,15),(7,30),0.0721344 # DEPENDENCYPART_SIBL
(7,16),(7,17),0.534605 # DEPENDENCYPART_SIBL
(7,16),(7,30),0.0232793 # DEPENDENCYPART_SIBL
(7,17),(7,30),0.0139732 # DEPENDENCYPART_SIBL
(8,1),(8,2),0.33631 # DEPENDENCYPART_SIBL
(8,1),(8,4),-0.395813 # DEPENDENCYPART_SIBL
(8,1),(8,5),0.201957 # DEPENDENCYPART_SIBL
(8,1),(8,6),0.216863 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.295506 # DEPENDENCYPART_SIBL
(8,1),(8,9),-0.044856 # DEPENDENCYPART_SIBL
(8,1),(8,10),-0.109405 # DEPENDENCYPART_SIBL
(8,1),(8,11),-0.0994099 # DEPENDENCYPART_SIBL
(8,1),(8,12),0.484429 # DEPENDENCYPART_SIBL
(8,1),(8,13),-0.0586422 # DEPENDENCYPART_SIBL
(8,1),(8,14),-0.0914607 # DEPENDENCYPART_SIBL
(8,1),(8,15),-0.0581357 # DEPENDENCYPART_SIBL
(8,1),(8,16),-0.044856 # DEPENDENCYPART_SIBL
(8,1),(8,17),0.0621082 # DEPENDENCYPART_SIBL
(8,1),(8,18),-0.0533012 # DEPENDENCYPART_SIBL
(8,1),(8,21),-0.0499999 # DEPENDENCYPART_SIBL
(8,1),(8,26),-0.0914607 # DEPENDENCYPART_SIBL
(8,1),(8,27),0.0621082 # DEPENDENCYPART_SIBL
(8,1),(8,30),-0.151339 # DEPENDENCYPART_SIBL
(8,2),(8,4),-0.228295 # DEPENDENCYPART_SIBL
(8,2),(8,5),0.0787804 # DEPENDENCYPART_SIBL
(8,2),(8,6),0.107157 # DEPENDENCYPART_SIBL
(8,2),(8,7),0.144877 # DEPENDENCYPART_SIBL
(8,2),(8,9),-0.0463032 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.0855392 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.0282713 # DEPENDENCYPART_SIBL
(8,2),(8,12),-0.0610755 # DEPENDENCYPART_SIBL
(8,2),(8,13),-0.0356795 # DEPENDENCYPART_SIBL
(8,2),(8,14),-0.0553157 # DEPENDENCYPART_SIBL
(8,2),(8,15),-0.0156944 # DEPENDENCYPART_SIBL
(8,2),(8,16),-0.0463032 # DEPENDENCYPART_SIBL
(8,2),(8,17),0.0316536 # DEPENDENCYPART_SIBL
(8,2),(8,18),-0.0169191 # DEPENDENCYPART_SIBL
(8,2),(8,21),0.0198946 # DEPENDENCYPART_SIBL
(8,2),(8,26),-0.0553157 # DEPENDENCYPART_SIBL
(8,2),(8,27),0.0316536 # DEPENDENCYPART_SIBL
(8,2),(8,30),-0.107373 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.201957 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.216863 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.295506 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.044856 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.109405 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.0994099 # DEPENDENCYPART_SIBL
(8,4),(8,12),0.484429 # DEPENDENCYPART_SIBL
(8,4),(8,13),-0.0586422 # DEPENDENCYPART_SIBL
(8,4),(8,14),-0.0914607 # DEPENDENCYPART_SIBL
(8,4),(8,15),-0.0581357 # DEPENDENCYPART_SIBL
(8,4),(8,16),-0.044856 # DEPENDENCYPART_SIBL
(8,4),(8,17),0.0621082 # DEPENDENCYPART_SIBL
(8,4),(8,18),-0.0533012 # DEPENDENCYPART_SIBL
(8,4),(8,21),-0.0499999 # DEPENDENCYPART_SIBL
(8,4),(8,26),-0.0914607 # DEPENDENCYPART_SIBL
(8,4),(8,27),0.0621082 # DEPENDENCYPART_SIBL
(8,4),(8,30),-0.151339 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.169737 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.16935 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0173424 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.0667331 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.0211322 # DEPENDENCYPART_SIBL
(8,5),(8,12),0.0640358 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.0630026 # DEPENDENCYPART_SIBL
(8,5),(8,14),-0.00378285 # DEPENDENCYPART_SIBL
(8,5),(8,15),-0.0340089 # DEPENDENCYPART_SIBL
(8,5),(8,16),-0.0173424 # DEPENDENCYPART_SIBL
(8,5),(8,17),0.0196423 # DEPENDENCYPART_SIBL
(8,5),(8,18),-0.0575334 # DEPENDENCYPART_SIBL
(8,5),(8,21),0.132777 # DEPENDENCYPART_SIBL
(8,5),(8,26),-0.00378285 # DEPENDENCYPART_SIBL
(8,5),(8,27),0.0196423 # DEPENDENCYPART_SIBL
(8,5),(8,30),0.0122818 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.154204 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0616861 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0919034 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.0357271 # DEPENDENCYPART_SIBL
(8,6),(8,12),0.0176722 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.0922163 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.059869 # DEPENDENCYPART_SIBL
(8,6),(8,15),-0.051854 # DEPENDENCYPART_SIBL
(8,6),(8,16),-0.0616861 # DEPENDENCYPART_SIBL
(8,6),(8,17),0.00649599 # DEPENDENCYPART_SIBL
(8,6),(8,18),-0.0867471 # DEPENDENCYPART_SIBL
(8,6),(8,21),0.121643 # DEPENDENCYPART_SIBL
(8,6),(8,26),-0.059869 # DEPENDENCYPART_SIBL
(8,6),(8,27),0.00649599 # DEPENDENCYPART_SIBL
(8,6),(8,30),-0.0131373 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.00111712 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0537339 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.0111 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.0647233 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.054034 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.00906473 # DEPENDENCYPART_SIBL
(8,7),(8,15),-0.0278323 # DEPENDENCYPART_SIBL
(8,7),(8,16),-0.00111712 # DEPENDENCYPART_SIBL
(8,7),(8,17),0.0421379 # DEPENDENCYPART_SIBL
(8,7),(8,18),-0.0485648 # DEPENDENCYPART_SIBL
(8,7),(8,21),0.139543 # DEPENDENCYPART_SIBL
(8,7),(8,26),0.00906473 # DEPENDENCYPART_SIBL
(8,7),(8,27),0.0421379 # DEPENDENCYPART_SIBL
(8,7),(8,30),0.00236396 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.0172093 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.604498 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.0239902 # DEPENDENCYPART_SIBL
(8,9),(8,13),0.319077 # DEPENDENCYPART_SIBL
(8,9),(8,14),0.33951 # DEPENDENCYPART_SIBL
(8,9),(8,15),0.628312 # DEPENDENCYPART_SIBL
(8,9),(8,16),0.0110622 # DEPENDENCYPART_SIBL
(8,9),(8,17),0.449762 # DEPENDENCYPART_SIBL
(8,9),(8,18),0.299643 # DEPENDENCYPART_SIBL
(8,9),(8,21),0.533193 # DEPENDENCYPART_SIBL
(8,9),(8,26),0.33951 # DEPENDENCYPART_SIBL
(8,9),(8,27),0.449762 # DEPENDENCYPART_SIBL
(8,9),(8,30),-0.0412316 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0534178 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.0157462 # DEPENDENCYPART_SIBL
(8,10),(8,13),0.151153 # DEPENDENCYPART_SIBL
(8,10),(8,14),0.0639181 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.038163 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.0205133 # DEPENDENCYPART_SIBL
(8,10),(8,17),-0.0150626 # DEPENDENCYPART_SIBL
(8,10),(8,18),0.152965 # DEPENDENCYPART_SIBL
(8,10),(8,21),-0.0564185 # DEPENDENCYPART_SIBL
(8,10),(8,26),0.0639181 # DEPENDENCYPART_SIBL
(8,10),(8,27),-0.0150626 # DEPENDENCYPART_SIBL
(8,10),(8,30),-0.0553844 # DEPENDENCYPART_SIBL
(8,11),(8,12),0.00500369 # DEPENDENCYPART_SIBL
(8,11),(8,13),0.00758935 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.0866592 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.268487 # DEPENDENCYPART_SIBL
(8,11),(8,16),0.280492 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.0049378 # DEPENDENCYPART_SIBL
(8,11),(8,18),0.00981975 # DEPENDENCYPART_SIBL
(8,11),(8,21),-0.289816 # DEPENDENCYPART_SIBL
(8,11),(8,26),-0.0866592 # DEPENDENCYPART_SIBL
(8,11),(8,27),-0.0049378 # DEPENDENCYPART_SIBL
(8,11),(8,30),0.0919031 # DEPENDENCYPART_SIBL
(8,12),(8,13),0.116227 # DEPENDENCYPART_SIBL
(8,12),(8,14),-0.0679144 # DEPENDENCYPART_SIBL
(8,12),(8,15),-0.215239 # DEPENDENCYPART_SIBL
(8,12),(8,16),-0.11098 # DEPENDENCYPART_SIBL
(8,12),(8,17),0.0495286 # DEPENDENCYPART_SIBL
(8,12),(8,18),0.118464 # DEPENDENCYPART_SIBL
(8,12),(8,21),-0.2442 # DEPENDENCYPART_SIBL
(8,12),(8,26),-0.0679144 # DEPENDENCYPART_SIBL
(8,12),(8,27),0.0495286 # DEPENDENCYPART_SIBL
(8,12),(8,30),-0.100603 # DEPENDENCYPART_SIBL
(8,13),(8,14),-0.0438498 # DEPENDENCYPART_SIBL
(8,13),(8,15),-0.0727498 # DEPENDENCYPART_SIBL
(8,13),(8,16),0.0347213 # DEPENDENCYPART_SIBL
(8,13),(8,17),-0.0666799 # DEPENDENCYPART_SIBL
(8,13),(8,18),-0.07902 # DEPENDENCYPART_SIBL
(8,13),(8,21),-0.101021 # DEPENDENCYPART_SIBL
(8,13),(8,26),-0.0438498 # DEPENDENCYPART_SIBL
(8,13),(8,27),-0.0666799 # DEPENDENCYPART_SIBL
(8,13),(8,30),0.0134169 # DEPENDENCYPART_SIBL
(8,14),(8,15),-0.0997569 # DEPENDENCYPART_SIBL
(8,14),(8,16),0.0254635 # DEPENDENCYPART_SIBL
(8,14),(8,17),-0.104701 # DEPENDENCYPART_SIBL
(8,14),(8,18),-0.00867524 # DEPENDENCYPART_SIBL
(8,14),(8,21),-0.123016 # DEPENDENCYPART_SIBL
(8,14),(8,26),-0.243168 # DEPENDENCYPART_SIBL
(8,14),(8,27),-0.104701 # DEPENDENCYPART_SIBL
(8,14),(8,30),0.0966497 # DEPENDENCYPART_SIBL
(8,15),(8,16),0.324833 # DEPENDENCYPART_SIBL
(8,15),(8,17),-0.00816191 # DEPENDENCYPART_SIBL
(8,15),(8,18),0.0199475 # DEPENDENCYPART_SIBL
(8,15),(8,21),-0.249028 # DEPENDENCYPART_SIBL
(8,15),(8,26),-0.0756972 # DEPENDENCYPART_SIBL
(8,15),(8,27),-0.00816191 # DEPENDENCYPART_SIBL
(8,15),(8,30),0.0842496 # DEPENDENCYPART_SIBL
(8,16),(8,17),0.449762 # DEPENDENCYPART_SIBL
(8,16),(8,18),0.299643 # DEPENDENCYPART_SIBL
(8,16),(8,21),0.533193 # DEPENDENCYPART_SIBL
(8,16),(8,26),0.33951 # DEPENDENCYPART_SIBL
(8,16),(8,27),0.449762 # DEPENDENCYPART_SIBL
(8,16),(8,30),-0.0412316 # DEPENDENCYPART_SIBL
(8,17),(8,18),-0.0582335 # DEPENDENCYPART_SIBL
(8,17),(8,21),-0.132743 # DEPENDENCYPART_SIBL
(8,17),(8,26),-0.0195517 # DEPENDENCYPART_SIBL
(8,17),(8,27),-0.362571 # DEPENDENCYPART_SIBL
(8,17),(8,30),0.00322059 # DEPENDENCYPART_SIBL
(8,18),(8,21),-0.103472 # DEPENDENCYPART_SIBL
(8,18),(8,26),-0.0414145 # DEPENDENCYPART_SIBL
(8,18),(8,27),-0.0653958 # DEPENDENCYPART_SIBL
(8,18),(8,30),0.00544338 # DEPENDENCYPART_SIBL
(8,21),(8,26),-0.0787575 # DEPENDENCYPART_SIBL
(8,21),(8,27),-0.0180991 # DEPENDENCYPART_SIBL
(8,21),(8,30),0.096153 # DEPENDENCYPART_SIBL
(8,26),(8,27),-0.104701 # DEPENDENCYPART_SIBL
(8,26),(8,30),0.0966497 # DEPENDENCYPART_SIBL
(8,27),(8,30),0.00322059 # DEPENDENCYPART_SIBL
(11,4),(11,6),0.157995 # DEPENDENCYPART_SIBL
(11,4),(11,7),0.206778 # DEPENDENCYPART_SIBL
(11,4),(11,8),0.165811 # DEPENDENCYPART_SIBL
(11,4),(11,9),0.164256 # DEPENDENCYPART_SIBL
(11,4),(11,10),-0.914371 # DEPENDENCYPART_SIBL
(11,4),(11,12),0.512503 # DEPENDENCYPART_SIBL
(11,4),(11,13),-0.091705 # DEPENDENCYPART_SIBL
(11,4),(11,14),-0.0908858 # DEPENDENCYPART_SIBL
(11,4),(11,16),-0.011669 # DEPENDENCYPART_SIBL
(11,4),(11,17),0.0654518 # DEPENDENCYPART_SIBL
(11,4),(11,18),-0.098355 # DEPENDENCYPART_SIBL
(11,4),(11,19),0.0715526 # DEPENDENCYPART_SIBL
(11,4),(11,21),-0.0508266 # DEPENDENCYPART_SIBL
(11,4),(11,28),0.0314975 # DEPENDENCYPART_SIBL
(11,4),(11,30),-0.124049 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.00328078 # DEPENDENCYPART_SIBL
(11,6),(11,8),0.064821 # DEPENDENCYPART_SIBL
(11,6),(11,9),0.103035 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.511053 # DEPENDENCYPART_SIBL
(11,6),(11,12),0.166182 # DEPENDENCYPART_SIBL
(11,6),(11,13),-0.0308488 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.067351 # DEPENDENCYPART_SIBL
(11,6),(11,16),-0.0121968 # DEPENDENCYPART_SIBL
(11,6),(11,17),0.0499876 # DEPENDENCYPART_SIBL
(11,6),(11,18),-0.0474853 # DEPENDENCYPART_SIBL
(11,6),(11,19),-0.0985481 # DEPENDENCYPART_SIBL
(11,6),(11,21),0.0332151 # DEPENDENCYPART_SIBL
(11,6),(11,28),-0.0152186 # DEPENDENCYPART_SIBL
(11,6),(11,30),0.00183407 # DEPENDENCYPART_SIBL
(11,7),(11,8),0.0732598 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.076731 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.526818 # DEPENDENCYPART_SIBL
(11,7),(11,12),0.162439 # DEPENDENCYPART_SIBL
(11,7),(11,13),-0.0396136 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.0455389 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.0494229 # DEPENDENCYPART_SIBL
(11,7),(11,17),0.0368724 # DEPENDENCYPART_SIBL
(11,7),(11,18),-0.0562502 # DEPENDENCYPART_SIBL
(11,7),(11,19),-0.0944113 # DEPENDENCYPART_SIBL
(11,7),(11,21),0.00853518 # DEPENDENCYPART_SIBL
(11,7),(11,28),-0.0383243 # DEPENDENCYPART_SIBL
(11,7),(11,30),-0.030537 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.0848799 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.49308 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.116919 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.0828339 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.0941745 # DEPENDENCYPART_SIBL
(11,8),(11,16),-0.188217 # DEPENDENCYPART_SIBL
(11,8),(11,17),-0.000902571 # DEPENDENCYPART_SIBL
(11,8),(11,18),-0.0994704 # DEPENDENCYPART_SIBL
(11,8),(11,19),-0.134887 # DEPENDENCYPART_SIBL
(11,8),(11,21),-0.0495589 # DEPENDENCYPART_SIBL
(11,8),(11,28),-0.0577693 # DEPENDENCYPART_SIBL
(11,8),(11,30),-0.0654653 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.128278 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.212109 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.0211967 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.0564647 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.0453648 # DEPENDENCYPART_SIBL
(11,9),(11,17),0.000717962 # DEPENDENCYPART_SIBL
(11,9),(11,18),-0.0192757 # DEPENDENCYPART_SIBL
(11,9),(11,19),-0.0615551 # DEPENDENCYPART_SIBL
(11,9),(11,21),-0.0415772 # DEPENDENCYPART_SIBL
(11,9),(11,28),0.0104359 # DEPENDENCYPART_SIBL
(11,9),(11,30),0.0654205 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.512503 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.091705 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.0908858 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.011669 # DEPENDENCYPART_SIBL
(11,10),(11,17),0.0654518 # DEPENDENCYPART_SIBL
(11,10),(11,18),-0.098355 # DEPENDENCYPART_SIBL
(11,10),(11,19),0.0715526 # DEPENDENCYPART_SIBL
(11,10),(11,21),-0.0508266 # DEPENDENCYPART_SIBL
(11,10),(11,28),0.0314975 # DEPENDENCYPART_SIBL
(11,10),(11,30),-0.124049 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.0288737 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.149955 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.288737 # DEPENDENCYPART_SIBL
(11,12),(11,17),-0.108583 # DEPENDENCYPART_SIBL
(11,12),(11,18),0.0120905 # DEPENDENCYPART_SIBL
(11,12),(11,19),0.0146478 # DEPENDENCYPART_SIBL
(11,12),(11,21),-0.192334 # DEPENDENCYPART_SIBL
(11,12),(11,28),-0.0591856 # DEPENDENCYPART_SIBL
(11,12),(11,30),-0.192644 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.0539222 # DEPENDENCYPART_SIBL
(11,13),(11,16),0.0310223 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.0604078 # DEPENDENCYPART_SIBL
(11,13),(11,18),-0.108522 # DEPENDENCYPART_SIBL
(11,13),(11,19),0.0614047 # DEPENDENCYPART_SIBL
(11,13),(11,21),-0.0618914 # DEPENDENCYPART_SIBL
(11,13),(11,28),-0.0242132 # DEPENDENCYPART_SIBL
(11,13),(11,30),-0.0467953 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.0480865 # DEPENDENCYPART_SIBL
(11,14),(11,17),-0.128779 # DEPENDENCYPART_SIBL
(11,14),(11,18),-0.0177074 # DEPENDENCYPART_SIBL
(11,14),(11,19),-0.0386354 # DEPENDENCYPART_SIBL
(11,14),(11,21),-0.1221 # DEPENDENCYPART_SIBL
(11,14),(11,28),-0.0656383 # DEPENDENCYPART_SIBL
(11,14),(11,30),-0.00229821 # DEPENDENCYPART_SIBL
(11,16),(11,17),0.491425 # DEPENDENCYPART_SIBL
(11,16),(11,18),0.380088 # DEPENDENCYPART_SIBL
(11,16),(11,19),0.379103 # DEPENDENCYPART_SIBL
(11,16),(11,21),0.585513 # DEPENDENCYPART_SIBL
(11,16),(11,28),0.569707 # DEPENDENCYPART_SIBL
(11,16),(11,30),-0.0229685 # DEPENDENCYPART_SIBL
(11,17),(11,18),-0.102798 # DEPENDENCYPART_SIBL
(11,17),(11,19),-0.0136946 # DEPENDENCYPART_SIBL
(11,17),(11,21),-0.100695 # DEPENDENCYPART_SIBL
(11,17),(11,28),-0.102565 # DEPENDENCYPART_SIBL
(11,17),(11,30),-0.0244273 # DEPENDENCYPART_SIBL
(11,18),(11,19),0.076146 # DEPENDENCYPART_SIBL
(11,18),(11,21),-0.0678441 # DEPENDENCYPART_SIBL
(11,18),(11,28),-0.0277723 # DEPENDENCYPART_SIBL
(11,18),(11,30),-0.0590935 # DEPENDENCYPART_SIBL
(11,19),(11,21),0.0215514 # DEPENDENCYPART_SIBL
(11,19),(11,28),0.0489257 # DEPENDENCYPART_SIBL
(11,19),(11,30),0.18501 # DEPENDENCYPART_SIBL
(11,21),(11,28),-0.0224267 # DEPENDENCYPART_SIBL
(11,21),(11,30),0.0281729 # DEPENDENCYPART_SIBL
(11,28),(11,30),-0.00654429 # DEPENDENCYPART_SIBL
(12,2),(12,10),-0.129102 # DEPENDENCYPART_SIBL
(12,2),(12,13),-0.0037319 # DEPENDENCYPART_SIBL
(12,10),(12,13),0.106481 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.041682 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.0694135 # DEPENDENCYPART_SIBL
(13,11),(13,17),0.0144849 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.0173364 # DEPENDENCYPART_SIBL
(13,12),(13,17),-0.0159128 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.0482809 # DEPENDENCYPART_SIBL
(14,4),(14,10),-0.653449 # DEPENDENCYPART_SIBL
(14,4),(14,11),0.0994051 # DEPENDENCYPART_SIBL
(14,4),(14,13),0.183938 # DEPENDENCYPART_SIBL
(14,4),(14,16),-0.06417 # DEPENDENCYPART_SIBL
(14,4),(14,17),0.124115 # DEPENDENCYPART_SIBL
