# _root_ Yes , the broader exchanges got caught up in the spiral , but they rode the tiger up all year .
#goldHeads=6,6,5,5,6,0,6,7,7,11,9,6,6,15,13,17,15,15,20,15,6,
#predictedHeads=6,6,5,5,6,0,6,7,7,11,9,6,6,15,13,17,15,17,20,15,6,
(7,2),(2,1),-0.112943 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.110651 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.257016 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.0704865 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-1.22356 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,9),-0.366011 # DEPENDENCYPART_GRANDPAR
(7,3),(3,13),-0.522898 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.129119 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.29063 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),0.0680774 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.244041 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),-0.0520501 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.22305 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.127296 # DEPENDENCYPART_GRANDPAR
(7,4),(4,9),-0.364882 # DEPENDENCYPART_GRANDPAR
(7,4),(4,12),-0.701512 # DEPENDENCYPART_GRANDPAR
(7,4),(4,13),-0.516082 # DEPENDENCYPART_GRANDPAR
(7,4),(4,15),-0.458512 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.147063 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.32022 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.0409231 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.124262 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),0.0216233 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.27183 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.15739 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.354453 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),-0.830459 # DEPENDENCYPART_GRANDPAR
(7,5),(5,13),-0.548851 # DEPENDENCYPART_GRANDPAR
(7,5),(5,15),-0.501969 # DEPENDENCYPART_GRANDPAR
(7,5),(5,21),-0.703299 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.158248 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.379233 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.110214 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.123666 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.210159 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.21258 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.128714 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.359027 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.469485 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-0.678732 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),-0.479571 # DEPENDENCYPART_GRANDPAR
(7,6),(6,15),-0.453288 # DEPENDENCYPART_GRANDPAR
(7,6),(6,17),-0.629608 # DEPENDENCYPART_GRANDPAR
(7,6),(6,18),-0.672976 # DEPENDENCYPART_GRANDPAR
(7,6),(6,20),-0.287474 # DEPENDENCYPART_GRANDPAR
(7,6),(6,21),-0.590992 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-0.567155 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-0.759039 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.574348 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.542209 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.732557 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.797871 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.0614221 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.00616717 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.339393 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.129244 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.0242251 # DEPENDENCYPART_GRANDPAR
(7,9),(9,8),0.33106 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.584463 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),0.227291 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.112422 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.128506 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.139054 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.0298827 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),0.0650894 # DEPENDENCYPART_GRANDPAR
(7,9),(9,18),-0.240967 # DEPENDENCYPART_GRANDPAR
(7,9),(9,21),-0.159918 # DEPENDENCYPART_GRANDPAR
(7,11),(11,1),-0.618356 # DEPENDENCYPART_GRANDPAR
(7,11),(11,4),-0.60488 # DEPENDENCYPART_GRANDPAR
(7,11),(11,8),0.289739 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),0.0154715 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-0.535384 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.256199 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.118224 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.191577 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.00396657 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),-0.140042 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),-0.237854 # DEPENDENCYPART_GRANDPAR
(7,11),(11,20),0.177781 # DEPENDENCYPART_GRANDPAR
(7,11),(11,21),-0.0450648 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.352313 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.183882 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),0.173908 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),-0.202275 # DEPENDENCYPART_GRANDPAR
(7,13),(13,18),-0.117038 # DEPENDENCYPART_GRANDPAR
(7,13),(13,20),0.124711 # DEPENDENCYPART_GRANDPAR
(7,13),(13,21),-0.176849 # DEPENDENCYPART_GRANDPAR
(7,14),(14,17),-0.259415 # DEPENDENCYPART_GRANDPAR
(7,15),(15,1),-0.577698 # DEPENDENCYPART_GRANDPAR
(7,15),(15,2),-0.748587 # DEPENDENCYPART_GRANDPAR
(7,15),(15,4),-0.553729 # DEPENDENCYPART_GRANDPAR
(7,15),(15,5),-0.72341 # DEPENDENCYPART_GRANDPAR
(7,15),(15,6),-0.543202 # DEPENDENCYPART_GRANDPAR
(7,15),(15,7),-0.760516 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,15),(15,8),0.341191 # DEPENDENCYPART_GRANDPAR
(7,15),(15,9),0.00418137 # DEPENDENCYPART_GRANDPAR
(7,15),(15,11),-0.0969907 # DEPENDENCYPART_GRANDPAR
(7,15),(15,12),-0.402191 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),-0.0548451 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),-0.0456952 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),-0.708344 # DEPENDENCYPART_GRANDPAR
(7,15),(15,17),-0.125584 # DEPENDENCYPART_GRANDPAR
(7,15),(15,18),-0.183197 # DEPENDENCYPART_GRANDPAR
(7,15),(15,19),-0.171545 # DEPENDENCYPART_GRANDPAR
(7,15),(15,20),0.270188 # DEPENDENCYPART_GRANDPAR
(7,15),(15,21),-0.325025 # DEPENDENCYPART_GRANDPAR
(7,17),(17,14),-0.226267 # DEPENDENCYPART_GRANDPAR
(7,17),(17,16),-0.545088 # DEPENDENCYPART_GRANDPAR
(7,17),(17,18),-0.244672 # DEPENDENCYPART_GRANDPAR
(7,17),(17,19),-0.151603 # DEPENDENCYPART_GRANDPAR
(7,17),(17,20),0.177308 # DEPENDENCYPART_GRANDPAR
(7,17),(17,21),-0.0455371 # DEPENDENCYPART_GRANDPAR
(7,18),(18,9),0.133296 # DEPENDENCYPART_GRANDPAR
(7,18),(18,16),-0.690353 # DEPENDENCYPART_GRANDPAR
(7,18),(18,17),-0.162342 # DEPENDENCYPART_GRANDPAR
(7,18),(18,19),-0.204885 # DEPENDENCYPART_GRANDPAR
(7,18),(18,20),0.217792 # DEPENDENCYPART_GRANDPAR
(7,18),(18,21),-0.211635 # DEPENDENCYPART_GRANDPAR
(7,20),(20,16),-0.370342 # DEPENDENCYPART_GRANDPAR
(7,20),(20,17),-0.262129 # DEPENDENCYPART_GRANDPAR
(7,20),(20,18),-0.22313 # DEPENDENCYPART_GRANDPAR
(7,20),(20,19),0.185908 # DEPENDENCYPART_GRANDPAR
(7,20),(20,21),-0.0776975 # DEPENDENCYPART_GRANDPAR
(7,21),(21,20),0.0182063 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.352408 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),-0.349745 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),-0.101255 # DEPENDENCYPART_GRANDPAR
(8,1),(1,5),-0.178922 # DEPENDENCYPART_GRANDPAR
(8,1),(1,6),-0.153515 # DEPENDENCYPART_GRANDPAR
(8,1),(1,7),-0.0761077 # DEPENDENCYPART_GRANDPAR
(8,1),(1,8),-1.27543 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,1),(1,9),-0.329714 # DEPENDENCYPART_GRANDPAR
(8,1),(1,12),-0.582084 # DEPENDENCYPART_GRANDPAR
(8,1),(1,13),-0.574507 # DEPENDENCYPART_GRANDPAR
(8,1),(1,15),-0.666665 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.195373 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.243455 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.271803 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.12789 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),-0.0763992 # DEPENDENCYPART_GRANDPAR
(8,3),(3,9),-0.339204 # DEPENDENCYPART_GRANDPAR
(8,3),(3,13),-0.582387 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.230457 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.246292 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.218091 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.148739 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.159991 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),-0.0800911 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-1.27641 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,9),-0.33967 # DEPENDENCYPART_GRANDPAR
(8,4),(4,12),-0.583377 # DEPENDENCYPART_GRANDPAR
(8,4),(4,13),-0.576909 # DEPENDENCYPART_GRANDPAR
(8,4),(4,15),-0.667694 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.232858 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.243088 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.311859 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.130081 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.0250604 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),0.102609 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-1.28181 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-0.294457 # DEPENDENCYPART_GRANDPAR
(8,5),(5,12),-0.687368 # DEPENDENCYPART_GRANDPAR
(8,5),(5,13),-0.585199 # DEPENDENCYPART_GRANDPAR
(8,5),(5,15),-0.686196 # DEPENDENCYPART_GRANDPAR
(8,5),(5,21),-0.802025 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.234948 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.299443 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.396617 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.12437 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.181269 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.240887 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.27887 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.317819 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.523855 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.602604 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-0.582264 # DEPENDENCYPART_GRANDPAR
(8,7),(7,14),-0.815887 # DEPENDENCYPART_GRANDPAR
(8,7),(7,15),-0.657158 # DEPENDENCYPART_GRANDPAR
(8,7),(7,17),-0.865065 # DEPENDENCYPART_GRANDPAR
(8,7),(7,18),-0.951761 # DEPENDENCYPART_GRANDPAR
(8,7),(7,20),-0.969488 # DEPENDENCYPART_GRANDPAR
(8,7),(7,21),-0.800761 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.863626 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),0.0318296 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),0.157967 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.0200653 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.112658 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.26039 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.226633 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),-0.18515 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),-0.427264 # DEPENDENCYPART_GRANDPAR
(8,9),(9,21),-0.30034 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),-0.682286 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-0.593686 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.886277 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),0.125483 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),-0.0265801 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.142846 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.131778 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.391536 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.254767 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-0.394836 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-0.530182 # DEPENDENCYPART_GRANDPAR
(8,11),(11,20),-0.495941 # DEPENDENCYPART_GRANDPAR
(8,11),(11,21),-0.310675 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.193675 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.350987 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.176009 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-0.368452 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),-0.377819 # DEPENDENCYPART_GRANDPAR
(8,13),(13,20),-0.472651 # DEPENDENCYPART_GRANDPAR
(8,13),(13,21),-0.371773 # DEPENDENCYPART_GRANDPAR
(8,15),(15,1),-0.682023 # DEPENDENCYPART_GRANDPAR
(8,15),(15,2),-0.714154 # DEPENDENCYPART_GRANDPAR
(8,15),(15,4),-0.582931 # DEPENDENCYPART_GRANDPAR
(8,15),(15,5),-0.62353 # DEPENDENCYPART_GRANDPAR
(8,15),(15,6),-0.622175 # DEPENDENCYPART_GRANDPAR
(8,15),(15,7),-0.550603 # DEPENDENCYPART_GRANDPAR
(8,15),(15,8),-0.819835 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,15),(15,9),0.12619 # DEPENDENCYPART_GRANDPAR
(8,15),(15,11),-0.114029 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),-0.266632 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),-0.237138 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),-0.231741 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.346125 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),-0.322098 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),-0.421622 # DEPENDENCYPART_GRANDPAR
(8,15),(15,19),-0.386496 # DEPENDENCYPART_GRANDPAR
(8,15),(15,20),-0.350774 # DEPENDENCYPART_GRANDPAR
(8,15),(15,21),-0.504417 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.372964 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.819595 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.672771 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.282722 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.50502 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.371573 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.41304 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,11),0.0129258 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.798433 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.921104 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-0.76852 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-0.974949 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-0.907477 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.840557 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.709643 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),1.29402 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.344949 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.708071 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.946592 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.292588 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.59326 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),-0.458692 # DEPENDENCYPART_GRANDPAR
(9,11),(11,20),-0.727214 # DEPENDENCYPART_GRANDPAR
(9,11),(11,21),-0.862923 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.47713 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.961248 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.404741 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.64777 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),-0.175687 # DEPENDENCYPART_GRANDPAR
(9,13),(13,20),-0.828577 # DEPENDENCYPART_GRANDPAR
(9,13),(13,21),-0.990503 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.710158 # DEPENDENCYPART_GRANDPAR
(9,15),(15,1),-0.889804 # DEPENDENCYPART_GRANDPAR
(9,15),(15,2),-1.27859 # DEPENDENCYPART_GRANDPAR
(9,15),(15,4),-0.808719 # DEPENDENCYPART_GRANDPAR
(9,15),(15,5),-1.0841 # DEPENDENCYPART_GRANDPAR
(9,15),(15,6),-0.774205 # DEPENDENCYPART_GRANDPAR
(9,15),(15,7),-0.849874 # DEPENDENCYPART_GRANDPAR
(9,15),(15,8),-0.761608 # DEPENDENCYPART_GRANDPAR
(9,15),(15,9),-0.933656 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,15),(15,11),0.444644 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),-0.573607 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),-0.606234 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),-0.920114 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.302106 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),-0.442761 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),-0.414217 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),-0.444078 # DEPENDENCYPART_GRANDPAR
(9,15),(15,20),-0.553598 # DEPENDENCYPART_GRANDPAR
(9,15),(15,21),-1.13793 # DEPENDENCYPART_GRANDPAR
(9,17),(17,14),-0.761829 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),-0.0337472 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),-0.465163 # DEPENDENCYPART_GRANDPAR
(9,17),(17,19),-0.38493 # DEPENDENCYPART_GRANDPAR
(9,17),(17,20),-0.72734 # DEPENDENCYPART_GRANDPAR
(9,17),(17,21),-0.863048 # DEPENDENCYPART_GRANDPAR
(9,18),(18,9),-0.791949 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,18),(18,16),-0.421732 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),-0.5801 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),-0.563575 # DEPENDENCYPART_GRANDPAR
(9,18),(18,20),-0.812745 # DEPENDENCYPART_GRANDPAR
(9,18),(18,21),-1.10149 # DEPENDENCYPART_GRANDPAR
(9,21),(21,20),-0.974684 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-1.19528 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),-0.561922 # DEPENDENCYPART_GRANDPAR
(11,1),(1,4),-0.189149 # DEPENDENCYPART_GRANDPAR
(11,1),(1,5),-0.473533 # DEPENDENCYPART_GRANDPAR
(11,1),(1,6),-0.271351 # DEPENDENCYPART_GRANDPAR
(11,1),(1,7),-0.188795 # DEPENDENCYPART_GRANDPAR
(11,1),(1,8),-0.195344 # DEPENDENCYPART_GRANDPAR
(11,1),(1,9),-0.249348 # DEPENDENCYPART_GRANDPAR
(11,1),(1,12),-0.673786 # DEPENDENCYPART_GRANDPAR
(11,1),(1,13),-0.606823 # DEPENDENCYPART_GRANDPAR
(11,1),(1,15),-0.786804 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),-0.386448 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-1.03114 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.449979 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),-0.441102 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),-0.277794 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),-0.192508 # DEPENDENCYPART_GRANDPAR
(11,4),(4,8),-0.186368 # DEPENDENCYPART_GRANDPAR
(11,4),(4,9),-0.326812 # DEPENDENCYPART_GRANDPAR
(11,4),(4,12),-0.683914 # DEPENDENCYPART_GRANDPAR
(11,4),(4,13),-0.618383 # DEPENDENCYPART_GRANDPAR
(11,4),(4,15),-0.796667 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),-0.40658 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-1.13948 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.675888 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.234846 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.392419 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.163956 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.337528 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-1.3376 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),-0.677191 # DEPENDENCYPART_GRANDPAR
(11,8),(8,13),-0.610215 # DEPENDENCYPART_GRANDPAR
(11,8),(8,15),-0.790176 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.251724 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.0862182 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.45091 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.703715 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-0.668931 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.880259 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-0.850539 # DEPENDENCYPART_GRANDPAR
(11,9),(9,17),-1.00309 # DEPENDENCYPART_GRANDPAR
(11,9),(9,18),-0.781669 # DEPENDENCYPART_GRANDPAR
(11,9),(9,21),-1.28071 # DEPENDENCYPART_GRANDPAR
(11,13),(13,12),-0.301451 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.31395 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.329028 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),0.257079 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-0.0853187 # DEPENDENCYPART_GRANDPAR
(11,13),(13,20),-0.0213915 # DEPENDENCYPART_GRANDPAR
(11,13),(13,21),-0.826115 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.337589 # DEPENDENCYPART_GRANDPAR
(11,15),(15,1),-0.881697 # DEPENDENCYPART_GRANDPAR
(11,15),(15,2),-1.6385 # DEPENDENCYPART_GRANDPAR
(11,15),(15,4),-0.697058 # DEPENDENCYPART_GRANDPAR
(11,15),(15,5),-0.921818 # DEPENDENCYPART_GRANDPAR
(11,15),(15,6),-0.761741 # DEPENDENCYPART_GRANDPAR
(11,15),(15,7),-0.64162 # DEPENDENCYPART_GRANDPAR
(11,15),(15,8),-0.643584 # DEPENDENCYPART_GRANDPAR
(11,15),(15,9),-0.904809 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-0.765494 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),-0.15556 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),0.0121262 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),-0.0839545 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.543757 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.204178 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.118336 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),-0.200512 # DEPENDENCYPART_GRANDPAR
(11,15),(15,20),-0.354123 # DEPENDENCYPART_GRANDPAR
(11,15),(15,21),-1.01243 # DEPENDENCYPART_GRANDPAR
(11,17),(17,14),-0.358088 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),-0.36937 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),-0.33895 # DEPENDENCYPART_GRANDPAR
(11,17),(17,19),-0.424991 # DEPENDENCYPART_GRANDPAR
(11,17),(17,20),-0.532005 # DEPENDENCYPART_GRANDPAR
(11,17),(17,21),-0.831586 # DEPENDENCYPART_GRANDPAR
(11,18),(18,9),-0.883827 # DEPENDENCYPART_GRANDPAR
(11,18),(18,16),-0.533629 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),-0.320624 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),-0.268022 # DEPENDENCYPART_GRANDPAR
(11,18),(18,20),-0.362568 # DEPENDENCYPART_GRANDPAR
(11,18),(18,21),-0.87371 # DEPENDENCYPART_GRANDPAR
(11,20),(20,16),-0.215959 # DEPENDENCYPART_GRANDPAR
(11,20),(20,17),-0.297384 # DEPENDENCYPART_GRANDPAR
(11,20),(20,18),-0.172155 # DEPENDENCYPART_GRANDPAR
(11,20),(20,19),-0.0180565 # DEPENDENCYPART_GRANDPAR
