# _root_ Taped just as the market closed yesterday , it offers Ms. Farrell advising , `` We view the market here as going through a relatively normal cycle ... .
#goldHeads=10,3,1,5,6,3,6,10,10,0,12,10,12,13,13,17,13,19,17,17,17,21,22,27,26,27,23,10,10,
#predictedHeads=10,3,1,5,6,3,6,10,10,0,13,13,10,10,10,17,10,19,17,17,17,21,22,27,26,27,23,17,10,
(3,6),(3,13),-0.38603 # DEPENDENCYPART_SIBL
(3,6),(3,14),0.126846 # DEPENDENCYPART_SIBL
(3,6),(3,17),-0.409884 # DEPENDENCYPART_SIBL
(3,6),(3,29),0.18711 # DEPENDENCYPART_SIBL
(3,7),(3,8),0.0380807 # DEPENDENCYPART_SIBL
(3,7),(3,10),-0.743223 # DEPENDENCYPART_SIBL
(3,7),(3,13),-0.86092 # DEPENDENCYPART_SIBL
(3,7),(3,14),0.0380807 # DEPENDENCYPART_SIBL
(3,7),(3,17),-0.648446 # DEPENDENCYPART_SIBL
(3,7),(3,29),-0.148337 # DEPENDENCYPART_SIBL
(3,8),(3,10),-0.0591719 # DEPENDENCYPART_SIBL
(3,8),(3,13),-0.0471313 # DEPENDENCYPART_SIBL
(3,8),(3,14),-0.131969 # DEPENDENCYPART_SIBL
(3,8),(3,17),-0.0881577 # DEPENDENCYPART_SIBL
(3,8),(3,29),-0.0396172 # DEPENDENCYPART_SIBL
(3,10),(3,13),-0.359202 # DEPENDENCYPART_SIBL
(3,10),(3,14),0.182355 # DEPENDENCYPART_SIBL
(3,10),(3,17),-0.504119 # DEPENDENCYPART_SIBL
(3,10),(3,29),0.152312 # DEPENDENCYPART_SIBL
(3,13),(3,14),-0.00512739 # DEPENDENCYPART_SIBL
(3,13),(3,17),-0.648949 # DEPENDENCYPART_SIBL
(3,13),(3,29),-0.166259 # DEPENDENCYPART_SIBL
(3,14),(3,17),-0.0881577 # DEPENDENCYPART_SIBL
(3,14),(3,29),-0.0396172 # DEPENDENCYPART_SIBL
(3,17),(3,29),0.0936688 # DEPENDENCYPART_SIBL
(4,3),(4,6),0.0202158 # DEPENDENCYPART_SIBL
(5,1),(5,2),-0.0983592 # DEPENDENCYPART_SIBL
(5,1),(5,3),-0.086413 # DEPENDENCYPART_SIBL
(5,1),(5,4),-0.524505 # DEPENDENCYPART_SIBL
(5,1),(5,6),-0.0451471 # DEPENDENCYPART_SIBL
(5,1),(5,7),-0.000852851 # DEPENDENCYPART_SIBL
(5,1),(5,8),0.0025501 # DEPENDENCYPART_SIBL
(5,1),(5,10),0.0820286 # DEPENDENCYPART_SIBL
(5,2),(5,3),0.398232 # DEPENDENCYPART_SIBL
(5,2),(5,4),-0.0155806 # DEPENDENCYPART_SIBL
(5,2),(5,6),-0.0778105 # DEPENDENCYPART_SIBL
(5,2),(5,7),0.0310318 # DEPENDENCYPART_SIBL
(5,2),(5,8),-0.0350504 # DEPENDENCYPART_SIBL
(5,2),(5,10),0.0686723 # DEPENDENCYPART_SIBL
(5,3),(5,4),-0.312475 # DEPENDENCYPART_SIBL
(5,3),(5,6),-0.114625 # DEPENDENCYPART_SIBL
(5,3),(5,7),-0.127696 # DEPENDENCYPART_SIBL
(5,3),(5,8),-0.106407 # DEPENDENCYPART_SIBL
(5,3),(5,10),0.0135895 # DEPENDENCYPART_SIBL
(5,4),(5,6),-0.0614703 # DEPENDENCYPART_SIBL
(5,4),(5,7),-0.0874438 # DEPENDENCYPART_SIBL
(5,4),(5,8),-0.0388687 # DEPENDENCYPART_SIBL
(5,4),(5,10),0.105595 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.00853504 # DEPENDENCYPART_SIBL
(5,6),(5,8),0.240117 # DEPENDENCYPART_SIBL
(5,6),(5,10),-0.099713 # DEPENDENCYPART_SIBL
(5,7),(5,8),0.108261 # DEPENDENCYPART_SIBL
(5,7),(5,10),0.00145767 # DEPENDENCYPART_SIBL
(5,8),(5,10),0.636746 # DEPENDENCYPART_SIBL
(6,1),(6,2),-0.0223672 # DEPENDENCYPART_SIBL
(6,1),(6,3),-0.0921319 # DEPENDENCYPART_SIBL
(6,1),(6,4),-0.154576 # DEPENDENCYPART_SIBL
(6,1),(6,5),-0.101372 # DEPENDENCYPART_SIBL
(6,1),(6,7),-0.0879673 # DEPENDENCYPART_SIBL
(6,1),(6,8),-0.0289711 # DEPENDENCYPART_SIBL
(6,1),(6,9),-0.0329926 # DEPENDENCYPART_SIBL
(6,1),(6,10),0.00153159 # DEPENDENCYPART_SIBL
(6,1),(6,11),0.000940906 # DEPENDENCYPART_SIBL
(6,1),(6,12),0.019681 # DEPENDENCYPART_SIBL
(6,1),(6,13),-0.0722123 # DEPENDENCYPART_SIBL
(6,1),(6,14),-0.0289711 # DEPENDENCYPART_SIBL
(6,1),(6,15),0.00202302 # DEPENDENCYPART_SIBL
(6,1),(6,16),-0.026122 # DEPENDENCYPART_SIBL
(6,1),(6,17),-0.0308069 # DEPENDENCYPART_SIBL
(6,1),(6,19),-0.0821278 # DEPENDENCYPART_SIBL
(6,1),(6,20),0.0212032 # DEPENDENCYPART_SIBL
(6,1),(6,21),-0.0296972 # DEPENDENCYPART_SIBL
(6,1),(6,22),-0.0489033 # DEPENDENCYPART_SIBL
(6,1),(6,23),-0.0425558 # DEPENDENCYPART_SIBL
(6,1),(6,25),-0.0376877 # DEPENDENCYPART_SIBL
(6,1),(6,28),-0.0163743 # DEPENDENCYPART_SIBL
(6,1),(6,29),0.0326671 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.0625343 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.0190597 # DEPENDENCYPART_SIBL
(6,2),(6,5),-0.183564 # DEPENDENCYPART_SIBL
(6,2),(6,7),0.0660012 # DEPENDENCYPART_SIBL
(6,2),(6,8),0.0322691 # DEPENDENCYPART_SIBL
(6,2),(6,9),0.0221069 # DEPENDENCYPART_SIBL
(6,2),(6,10),0.106479 # DEPENDENCYPART_SIBL
(6,2),(6,11),-0.0574513 # DEPENDENCYPART_SIBL
(6,2),(6,12),-0.036001 # DEPENDENCYPART_SIBL
(6,2),(6,13),0.0297363 # DEPENDENCYPART_SIBL
(6,2),(6,14),0.0322691 # DEPENDENCYPART_SIBL
(6,2),(6,15),0.0394076 # DEPENDENCYPART_SIBL
(6,2),(6,16),0.033469 # DEPENDENCYPART_SIBL
(6,2),(6,17),0.0277097 # DEPENDENCYPART_SIBL
(6,2),(6,19),-0.0253276 # DEPENDENCYPART_SIBL
(6,2),(6,20),0.133663 # DEPENDENCYPART_SIBL
(6,2),(6,21),0.145933 # DEPENDENCYPART_SIBL
(6,2),(6,22),-0.00266754 # DEPENDENCYPART_SIBL
(6,2),(6,23),0.136662 # DEPENDENCYPART_SIBL
(6,2),(6,25),0.0416279 # DEPENDENCYPART_SIBL
(6,2),(6,28),0.017089 # DEPENDENCYPART_SIBL
(6,2),(6,29),0.0173291 # DEPENDENCYPART_SIBL
(6,3),(6,4),-0.100426 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.0737076 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.146347 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.0610734 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.0790138 # DEPENDENCYPART_SIBL
(6,3),(6,10),0.00684254 # DEPENDENCYPART_SIBL
(6,3),(6,11),-0.104765 # DEPENDENCYPART_SIBL
(6,3),(6,12),-0.0857785 # DEPENDENCYPART_SIBL
(6,3),(6,13),-0.054182 # DEPENDENCYPART_SIBL
(6,3),(6,14),-0.0610734 # DEPENDENCYPART_SIBL
(6,3),(6,15),-0.023492 # DEPENDENCYPART_SIBL
(6,3),(6,16),-0.0529961 # DEPENDENCYPART_SIBL
(6,3),(6,17),-0.0477137 # DEPENDENCYPART_SIBL
(6,3),(6,19),-0.0823176 # DEPENDENCYPART_SIBL
(6,3),(6,20),0.00571615 # DEPENDENCYPART_SIBL
(6,3),(6,21),0.228181 # DEPENDENCYPART_SIBL
(6,3),(6,22),0.0475766 # DEPENDENCYPART_SIBL
(6,3),(6,23),-0.0562669 # DEPENDENCYPART_SIBL
(6,3),(6,25),-0.050527 # DEPENDENCYPART_SIBL
(6,3),(6,28),0.0441207 # DEPENDENCYPART_SIBL
(6,3),(6,29),0.0446505 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.168469 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.156351 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.147128 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.149497 # DEPENDENCYPART_SIBL
(6,4),(6,10),-0.0150055 # DEPENDENCYPART_SIBL
(6,4),(6,11),-0.191768 # DEPENDENCYPART_SIBL
(6,4),(6,12),-0.173005 # DEPENDENCYPART_SIBL
(6,4),(6,13),-0.184348 # DEPENDENCYPART_SIBL
(6,4),(6,14),-0.147128 # DEPENDENCYPART_SIBL
(6,4),(6,15),-0.134353 # DEPENDENCYPART_SIBL
(6,4),(6,16),-0.113832 # DEPENDENCYPART_SIBL
(6,4),(6,17),0.0284162 # DEPENDENCYPART_SIBL
(6,4),(6,19),-0.17616 # DEPENDENCYPART_SIBL
(6,4),(6,20),0.0355658 # DEPENDENCYPART_SIBL
(6,4),(6,21),-0.180548 # DEPENDENCYPART_SIBL
(6,4),(6,22),-0.147267 # DEPENDENCYPART_SIBL
(6,4),(6,23),-0.222695 # DEPENDENCYPART_SIBL
(6,4),(6,25),-0.112482 # DEPENDENCYPART_SIBL
(6,4),(6,28),-0.165416 # DEPENDENCYPART_SIBL
(6,4),(6,29),-0.196966 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.0499637 # DEPENDENCYPART_SIBL
(6,5),(6,8),0.0294232 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.0643033 # DEPENDENCYPART_SIBL
(6,5),(6,10),0.0413977 # DEPENDENCYPART_SIBL
(6,5),(6,11),-0.0202732 # DEPENDENCYPART_SIBL
(6,5),(6,12),-0.00155771 # DEPENDENCYPART_SIBL
(6,5),(6,13),-0.0571315 # DEPENDENCYPART_SIBL
(6,5),(6,14),0.0294232 # DEPENDENCYPART_SIBL
(6,5),(6,15),-0.0227135 # DEPENDENCYPART_SIBL
(6,5),(6,16),-0.0376282 # DEPENDENCYPART_SIBL
(6,5),(6,17),-0.0291067 # DEPENDENCYPART_SIBL
(6,5),(6,19),-0.0440674 # DEPENDENCYPART_SIBL
(6,5),(6,20),0.105999 # DEPENDENCYPART_SIBL
(6,5),(6,21),0.0507465 # DEPENDENCYPART_SIBL
(6,5),(6,22),0.0402327 # DEPENDENCYPART_SIBL
(6,5),(6,23),0.0178703 # DEPENDENCYPART_SIBL
(6,5),(6,25),-0.00533244 # DEPENDENCYPART_SIBL
(6,5),(6,28),0.0196054 # DEPENDENCYPART_SIBL
(6,5),(6,29),-0.0646739 # DEPENDENCYPART_SIBL
(6,7),(6,8),0.247278 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.0779802 # DEPENDENCYPART_SIBL
(6,7),(6,10),0.0302537 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.0196966 # DEPENDENCYPART_SIBL
(6,7),(6,12),-0.0198937 # DEPENDENCYPART_SIBL
(6,7),(6,13),-0.159961 # DEPENDENCYPART_SIBL
(6,7),(6,14),0.247278 # DEPENDENCYPART_SIBL
(6,7),(6,15),0.02809 # DEPENDENCYPART_SIBL
(6,7),(6,16),-0.0319019 # DEPENDENCYPART_SIBL
(6,7),(6,17),-0.065768 # DEPENDENCYPART_SIBL
(6,7),(6,19),-0.198147 # DEPENDENCYPART_SIBL
(6,7),(6,20),0.192081 # DEPENDENCYPART_SIBL
(6,7),(6,21),0.259855 # DEPENDENCYPART_SIBL
(6,7),(6,22),0.05805 # DEPENDENCYPART_SIBL
(6,7),(6,23),0.184807 # DEPENDENCYPART_SIBL
(6,7),(6,25),0.129221 # DEPENDENCYPART_SIBL
(6,7),(6,28),0.0496683 # DEPENDENCYPART_SIBL
(6,7),(6,29),0.105652 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.0727076 # DEPENDENCYPART_SIBL
(6,8),(6,10),0.297509 # DEPENDENCYPART_SIBL
(6,8),(6,11),0.0685931 # DEPENDENCYPART_SIBL
(6,8),(6,12),0.0685849 # DEPENDENCYPART_SIBL
(6,8),(6,13),0.130252 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.120692 # DEPENDENCYPART_SIBL
(6,8),(6,15),0.191363 # DEPENDENCYPART_SIBL
(6,8),(6,16),-0.0288437 # DEPENDENCYPART_SIBL
(6,8),(6,17),0.15066 # DEPENDENCYPART_SIBL
(6,8),(6,19),0.104186 # DEPENDENCYPART_SIBL
(6,8),(6,20),0.236911 # DEPENDENCYPART_SIBL
(6,8),(6,21),0.428359 # DEPENDENCYPART_SIBL
(6,8),(6,22),0.56921 # DEPENDENCYPART_SIBL
(6,8),(6,23),0.379094 # DEPENDENCYPART_SIBL
(6,8),(6,25),0.300961 # DEPENDENCYPART_SIBL
(6,8),(6,28),0.089198 # DEPENDENCYPART_SIBL
(6,8),(6,29),0.0916117 # DEPENDENCYPART_SIBL
(6,9),(6,10),0.0327721 # DEPENDENCYPART_SIBL
(6,9),(6,11),0.00490754 # DEPENDENCYPART_SIBL
(6,9),(6,12),0.00471046 # DEPENDENCYPART_SIBL
(6,9),(6,13),-0.0145758 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.0710664 # DEPENDENCYPART_SIBL
(6,9),(6,15),-0.202273 # DEPENDENCYPART_SIBL
(6,9),(6,16),-0.0474101 # DEPENDENCYPART_SIBL
(6,9),(6,17),-0.0551556 # DEPENDENCYPART_SIBL
(6,9),(6,19),-0.02313 # DEPENDENCYPART_SIBL
(6,9),(6,20),0.0398442 # DEPENDENCYPART_SIBL
(6,9),(6,21),0.00107491 # DEPENDENCYPART_SIBL
(6,9),(6,22),-0.000158452 # DEPENDENCYPART_SIBL
(6,9),(6,23),-0.00277539 # DEPENDENCYPART_SIBL
(6,9),(6,25),0.0374026 # DEPENDENCYPART_SIBL
(6,9),(6,28),-0.049289 # DEPENDENCYPART_SIBL
(6,9),(6,29),-0.0221973 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.184654 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.184852 # DEPENDENCYPART_SIBL
(6,10),(6,13),-0.222022 # DEPENDENCYPART_SIBL
(6,10),(6,14),-0.0733562 # DEPENDENCYPART_SIBL
(6,10),(6,15),-0.154409 # DEPENDENCYPART_SIBL
(6,10),(6,16),-0.183736 # DEPENDENCYPART_SIBL
(6,10),(6,17),-0.33478 # DEPENDENCYPART_SIBL
(6,10),(6,19),-0.231933 # DEPENDENCYPART_SIBL
(6,10),(6,20),-0.116015 # DEPENDENCYPART_SIBL
(6,10),(6,21),-0.18562 # DEPENDENCYPART_SIBL
(6,10),(6,22),-0.137796 # DEPENDENCYPART_SIBL
(6,10),(6,23),-0.162237 # DEPENDENCYPART_SIBL
(6,10),(6,25),-0.122302 # DEPENDENCYPART_SIBL
(6,10),(6,28),-0.0558824 # DEPENDENCYPART_SIBL
(6,10),(6,29),0.0398827 # DEPENDENCYPART_SIBL
(6,11),(6,12),-0.169784 # DEPENDENCYPART_SIBL
(6,11),(6,13),-0.116832 # DEPENDENCYPART_SIBL
(6,11),(6,14),-0.00722058 # DEPENDENCYPART_SIBL
(6,11),(6,15),-0.0481503 # DEPENDENCYPART_SIBL
(6,11),(6,16),-0.0868562 # DEPENDENCYPART_SIBL
(6,11),(6,17),-0.117542 # DEPENDENCYPART_SIBL
(6,11),(6,19),-0.13046 # DEPENDENCYPART_SIBL
(6,11),(6,20),0.0235038 # DEPENDENCYPART_SIBL
(6,11),(6,21),0.0323173 # DEPENDENCYPART_SIBL
(6,11),(6,22),-0.0753752 # DEPENDENCYPART_SIBL
(6,11),(6,23),0.0388097 # DEPENDENCYPART_SIBL
(6,11),(6,25),-0.00569107 # DEPENDENCYPART_SIBL
(6,11),(6,28),-0.00645194 # DEPENDENCYPART_SIBL
(6,11),(6,29),-0.0184986 # DEPENDENCYPART_SIBL
(6,12),(6,13),-0.100144 # DEPENDENCYPART_SIBL
(6,12),(6,14),0.0127689 # DEPENDENCYPART_SIBL
(6,12),(6,15),-0.0298779 # DEPENDENCYPART_SIBL
(6,12),(6,16),-0.0701682 # DEPENDENCYPART_SIBL
(6,12),(6,17),-0.100632 # DEPENDENCYPART_SIBL
(6,12),(6,19),-0.113772 # DEPENDENCYPART_SIBL
(6,12),(6,20),0.0479487 # DEPENDENCYPART_SIBL
(6,12),(6,21),0.061815 # DEPENDENCYPART_SIBL
(6,12),(6,22),-0.0583435 # DEPENDENCYPART_SIBL
(6,12),(6,23),0.068294 # DEPENDENCYPART_SIBL
(6,12),(6,25),0.0187537 # DEPENDENCYPART_SIBL
(6,12),(6,28),0.0102461 # DEPENDENCYPART_SIBL
(6,12),(6,29),0.0319836 # DEPENDENCYPART_SIBL
(6,13),(6,14),0.0144457 # DEPENDENCYPART_SIBL
(6,13),(6,15),-0.0247674 # DEPENDENCYPART_SIBL
(6,13),(6,16),-0.103125 # DEPENDENCYPART_SIBL
(6,13),(6,17),-0.134482 # DEPENDENCYPART_SIBL
(6,13),(6,19),-0.23399 # DEPENDENCYPART_SIBL
(6,13),(6,20),0.0909645 # DEPENDENCYPART_SIBL
(6,13),(6,21),0.0528919 # DEPENDENCYPART_SIBL
(6,13),(6,22),-0.0383368 # DEPENDENCYPART_SIBL
(6,13),(6,23),-0.00108623 # DEPENDENCYPART_SIBL
(6,13),(6,25),0.0258417 # DEPENDENCYPART_SIBL
(6,13),(6,28),-0.042242 # DEPENDENCYPART_SIBL
(6,13),(6,29),0.00606303 # DEPENDENCYPART_SIBL
(6,14),(6,15),0.191363 # DEPENDENCYPART_SIBL
(6,14),(6,16),-0.0288437 # DEPENDENCYPART_SIBL
(6,14),(6,17),0.15066 # DEPENDENCYPART_SIBL
(6,14),(6,19),0.104186 # DEPENDENCYPART_SIBL
(6,14),(6,20),0.236911 # DEPENDENCYPART_SIBL
(6,14),(6,21),0.428359 # DEPENDENCYPART_SIBL
(6,14),(6,22),0.56921 # DEPENDENCYPART_SIBL
(6,14),(6,23),0.379094 # DEPENDENCYPART_SIBL
(6,14),(6,25),0.300961 # DEPENDENCYPART_SIBL
(6,14),(6,28),0.089198 # DEPENDENCYPART_SIBL
(6,14),(6,29),0.0916117 # DEPENDENCYPART_SIBL
(6,15),(6,16),-0.0863516 # DEPENDENCYPART_SIBL
(6,15),(6,17),0.133666 # DEPENDENCYPART_SIBL
(6,15),(6,19),-0.081812 # DEPENDENCYPART_SIBL
(6,15),(6,20),0.0379951 # DEPENDENCYPART_SIBL
(6,15),(6,21),-0.00533448 # DEPENDENCYPART_SIBL
(6,15),(6,22),-0.00848663 # DEPENDENCYPART_SIBL
(6,15),(6,23),0.0183612 # DEPENDENCYPART_SIBL
(6,15),(6,25),0.0325492 # DEPENDENCYPART_SIBL
(6,15),(6,28),-0.113373 # DEPENDENCYPART_SIBL
(6,15),(6,29),0.0597119 # DEPENDENCYPART_SIBL
(6,16),(6,17),-0.0533059 # DEPENDENCYPART_SIBL
(6,16),(6,19),-0.0767851 # DEPENDENCYPART_SIBL
(6,16),(6,20),0.0203247 # DEPENDENCYPART_SIBL
(6,16),(6,21),0.015578 # DEPENDENCYPART_SIBL
(6,16),(6,22),-0.00319921 # DEPENDENCYPART_SIBL
(6,16),(6,23),0.0116995 # DEPENDENCYPART_SIBL
(6,16),(6,25),0.0137735 # DEPENDENCYPART_SIBL
(6,16),(6,28),-0.0370793 # DEPENDENCYPART_SIBL
(6,16),(6,29),-0.0226044 # DEPENDENCYPART_SIBL
(6,17),(6,19),-0.21166 # DEPENDENCYPART_SIBL
(6,17),(6,20),-0.0421929 # DEPENDENCYPART_SIBL
(6,17),(6,21),-0.130329 # DEPENDENCYPART_SIBL
(6,17),(6,22),-0.0892515 # DEPENDENCYPART_SIBL
(6,17),(6,23),-0.111923 # DEPENDENCYPART_SIBL
(6,17),(6,25),-0.0463904 # DEPENDENCYPART_SIBL
(6,17),(6,28),0.00738235 # DEPENDENCYPART_SIBL
(6,17),(6,29),0.0453353 # DEPENDENCYPART_SIBL
(6,19),(6,20),0.115259 # DEPENDENCYPART_SIBL
(6,19),(6,21),0.0966355 # DEPENDENCYPART_SIBL
(6,19),(6,22),-0.0196293 # DEPENDENCYPART_SIBL
(6,19),(6,23),0.0501538 # DEPENDENCYPART_SIBL
(6,19),(6,25),0.0445825 # DEPENDENCYPART_SIBL
(6,19),(6,28),-0.0188309 # DEPENDENCYPART_SIBL
(6,19),(6,29),0.0359579 # DEPENDENCYPART_SIBL
(6,20),(6,21),0.164365 # DEPENDENCYPART_SIBL
(6,20),(6,22),0.0196914 # DEPENDENCYPART_SIBL
(6,20),(6,23),0.183615 # DEPENDENCYPART_SIBL
(6,20),(6,25),0.042005 # DEPENDENCYPART_SIBL
(6,20),(6,28),0.100545 # DEPENDENCYPART_SIBL
(6,20),(6,29),0.213255 # DEPENDENCYPART_SIBL
(6,21),(6,22),-0.0644378 # DEPENDENCYPART_SIBL
(6,21),(6,23),-0.219978 # DEPENDENCYPART_SIBL
(6,21),(6,25),0.0055982 # DEPENDENCYPART_SIBL
(6,21),(6,28),0.056827 # DEPENDENCYPART_SIBL
(6,21),(6,29),0.165595 # DEPENDENCYPART_SIBL
(6,22),(6,23),-0.199342 # DEPENDENCYPART_SIBL
(6,22),(6,25),-0.0819711 # DEPENDENCYPART_SIBL
(6,22),(6,28),0.00398199 # DEPENDENCYPART_SIBL
(6,22),(6,29),0.00536168 # DEPENDENCYPART_SIBL
(6,23),(6,25),0.0377553 # DEPENDENCYPART_SIBL
(6,23),(6,28),0.0974626 # DEPENDENCYPART_SIBL
(6,23),(6,29),0.121849 # DEPENDENCYPART_SIBL
(6,25),(6,28),-0.0162938 # DEPENDENCYPART_SIBL
(6,25),(6,29),-0.0213669 # DEPENDENCYPART_SIBL
(6,28),(6,29),0.0264624 # DEPENDENCYPART_SIBL
(7,2),(7,4),0.157369 # DEPENDENCYPART_SIBL
(7,2),(7,5),-0.0199282 # DEPENDENCYPART_SIBL
(7,2),(7,8),-0.0724325 # DEPENDENCYPART_SIBL
(7,2),(7,9),-0.0916476 # DEPENDENCYPART_SIBL
(7,2),(7,10),0.00183149 # DEPENDENCYPART_SIBL
(7,2),(7,11),-0.0821767 # DEPENDENCYPART_SIBL
(7,2),(7,12),-0.0805023 # DEPENDENCYPART_SIBL
(7,2),(7,13),0.0194498 # DEPENDENCYPART_SIBL
(7,2),(7,14),-0.0724325 # DEPENDENCYPART_SIBL
(7,2),(7,15),-0.0365474 # DEPENDENCYPART_SIBL
(7,2),(7,17),-0.0182894 # DEPENDENCYPART_SIBL
(7,4),(7,5),-0.194718 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0227338 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.0152092 # DEPENDENCYPART_SIBL
(7,4),(7,10),0.128851 # DEPENDENCYPART_SIBL
(7,4),(7,11),0.012824 # DEPENDENCYPART_SIBL
(7,4),(7,12),0.0132843 # DEPENDENCYPART_SIBL
(7,4),(7,13),-0.0156138 # DEPENDENCYPART_SIBL
(7,4),(7,14),-0.0227338 # DEPENDENCYPART_SIBL
(7,4),(7,15),-0.0112505 # DEPENDENCYPART_SIBL
(7,4),(7,17),0.270426 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.0158544 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.0587142 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.029611 # DEPENDENCYPART_SIBL
(7,5),(7,11),0.0490553 # DEPENDENCYPART_SIBL
(7,5),(7,12),0.0494119 # DEPENDENCYPART_SIBL
(7,5),(7,13),0.0153115 # DEPENDENCYPART_SIBL
(7,5),(7,14),-0.0158544 # DEPENDENCYPART_SIBL
(7,5),(7,15),-0.0106999 # DEPENDENCYPART_SIBL
(7,5),(7,17),0.00745519 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.183642 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.536241 # DEPENDENCYPART_SIBL
(7,8),(7,11),0.585365 # DEPENDENCYPART_SIBL
(7,8),(7,12),0.584623 # DEPENDENCYPART_SIBL
(7,8),(7,13),0.708276 # DEPENDENCYPART_SIBL
(7,8),(7,14),0.154631 # DEPENDENCYPART_SIBL
(7,8),(7,15),0.421268 # DEPENDENCYPART_SIBL
(7,8),(7,17),0.272088 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.0242207 # DEPENDENCYPART_SIBL
(7,9),(7,11),0.00329677 # DEPENDENCYPART_SIBL
(7,9),(7,12),0.00305385 # DEPENDENCYPART_SIBL
(7,9),(7,13),0.0661462 # DEPENDENCYPART_SIBL
(7,9),(7,14),0.0326171 # DEPENDENCYPART_SIBL
(7,9),(7,15),-0.120551 # DEPENDENCYPART_SIBL
(7,9),(7,17),-0.0566997 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.00567755 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.00592255 # DEPENDENCYPART_SIBL
(7,10),(7,13),0.0395025 # DEPENDENCYPART_SIBL
(7,10),(7,14),0.226927 # DEPENDENCYPART_SIBL
(7,10),(7,15),0.0559505 # DEPENDENCYPART_SIBL
(7,10),(7,17),-0.128923 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.179063 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.116254 # DEPENDENCYPART_SIBL
(7,11),(7,14),0.0292321 # DEPENDENCYPART_SIBL
(7,11),(7,15),-0.0365643 # DEPENDENCYPART_SIBL
(7,11),(7,17),-0.113423 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.115981 # DEPENDENCYPART_SIBL
(7,12),(7,14),0.0330418 # DEPENDENCYPART_SIBL
(7,12),(7,15),-0.0347071 # DEPENDENCYPART_SIBL
(7,12),(7,17),-0.112927 # DEPENDENCYPART_SIBL
(7,13),(7,14),0.0225219 # DEPENDENCYPART_SIBL
(7,13),(7,15),0.0136599 # DEPENDENCYPART_SIBL
(7,13),(7,17),-0.0676542 # DEPENDENCYPART_SIBL
(7,14),(7,15),0.421268 # DEPENDENCYPART_SIBL
(7,14),(7,17),0.272088 # DEPENDENCYPART_SIBL
(7,15),(7,17),0.207033 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.142915 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.00738727 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.110413 # DEPENDENCYPART_SIBL
(10,1),(10,2),0.0251044 # DEPENDENCYPART_SIBL
(10,1),(10,3),-0.133728 # DEPENDENCYPART_SIBL
(10,1),(10,5),-0.0542772 # DEPENDENCYPART_SIBL
(10,1),(10,6),-0.0402356 # DEPENDENCYPART_SIBL
(10,1),(10,7),-0.0562614 # DEPENDENCYPART_SIBL
(10,1),(10,8),0.28781 # DEPENDENCYPART_SIBL
(10,1),(10,9),-0.0396909 # DEPENDENCYPART_SIBL
(10,1),(10,11),0.0291447 # DEPENDENCYPART_SIBL
(10,1),(10,12),0.0362965 # DEPENDENCYPART_SIBL
(10,1),(10,13),0.00678812 # DEPENDENCYPART_SIBL
(10,1),(10,14),-0.00912968 # DEPENDENCYPART_SIBL
(10,1),(10,15),0.0295745 # DEPENDENCYPART_SIBL
(10,1),(10,16),-0.0273234 # DEPENDENCYPART_SIBL
(10,1),(10,17),-0.000493053 # DEPENDENCYPART_SIBL
(10,1),(10,19),0.00260399 # DEPENDENCYPART_SIBL
(10,1),(10,20),0.0291795 # DEPENDENCYPART_SIBL
(10,1),(10,21),0.0210995 # DEPENDENCYPART_SIBL
