# _root_ In London , a midday rally left the market 's major index off 3.2 % , and Tokyo 's leading stock index fell only 1.8 % in surprisingly lackluster trading .
#goldHeads=7,1,7,6,6,7,0,9,12,9,12,7,7,15,13,7,7,22,18,22,22,23,17,26,24,23,23,30,30,27,7,
#predictedHeads=7,1,7,6,6,7,0,9,12,9,12,7,7,15,13,7,7,22,18,22,22,23,17,26,24,23,23,30,30,27,7,
(7,3),(7,9),-0.0448463 # DEPENDENCYPART_SIBL
(7,3),(7,10),-0.23828 # DEPENDENCYPART_SIBL
(7,3),(7,11),-0.0827241 # DEPENDENCYPART_SIBL
(7,3),(7,12),0.0309212 # DEPENDENCYPART_SIBL
(7,3),(7,13),-0.119704 # DEPENDENCYPART_SIBL
(7,3),(7,15),0.0119437 # DEPENDENCYPART_SIBL
(7,3),(7,16),-0.0628003 # DEPENDENCYPART_SIBL
(7,3),(7,17),-0.0762115 # DEPENDENCYPART_SIBL
(7,3),(7,18),-0.0594767 # DEPENDENCYPART_SIBL
(7,3),(7,19),-0.23828 # DEPENDENCYPART_SIBL
(7,3),(7,20),-0.025155 # DEPENDENCYPART_SIBL
(7,3),(7,22),0.0309212 # DEPENDENCYPART_SIBL
(7,3),(7,23),0.0520682 # DEPENDENCYPART_SIBL
(7,3),(7,24),-0.00878482 # DEPENDENCYPART_SIBL
(7,3),(7,26),0.0119437 # DEPENDENCYPART_SIBL
(7,3),(7,27),-0.132554 # DEPENDENCYPART_SIBL
(7,3),(7,28),-0.0371935 # DEPENDENCYPART_SIBL
(7,3),(7,30),-0.0397555 # DEPENDENCYPART_SIBL
(7,3),(7,31),0.0574673 # DEPENDENCYPART_SIBL
(7,4),(7,5),-0.155781 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.146388 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0698958 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.0430812 # DEPENDENCYPART_SIBL
(7,4),(7,10),0.0658461 # DEPENDENCYPART_SIBL
(7,4),(7,11),0.00450551 # DEPENDENCYPART_SIBL
(7,4),(7,12),-0.0656545 # DEPENDENCYPART_SIBL
(7,4),(7,13),0.0121326 # DEPENDENCYPART_SIBL
(7,4),(7,15),-0.116396 # DEPENDENCYPART_SIBL
(7,4),(7,16),-0.0573355 # DEPENDENCYPART_SIBL
(7,4),(7,17),0.0236438 # DEPENDENCYPART_SIBL
(7,4),(7,18),-0.0779174 # DEPENDENCYPART_SIBL
(7,4),(7,19),0.0658461 # DEPENDENCYPART_SIBL
(7,4),(7,20),0.124507 # DEPENDENCYPART_SIBL
(7,4),(7,22),-0.0656545 # DEPENDENCYPART_SIBL
(7,4),(7,23),0.130367 # DEPENDENCYPART_SIBL
(7,4),(7,24),-0.022898 # DEPENDENCYPART_SIBL
(7,4),(7,26),-0.116396 # DEPENDENCYPART_SIBL
(7,4),(7,27),0.0563269 # DEPENDENCYPART_SIBL
(7,4),(7,28),0.0210576 # DEPENDENCYPART_SIBL
(7,4),(7,30),-0.093711 # DEPENDENCYPART_SIBL
(7,4),(7,31),0.0204991 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.531599 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.114246 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.0231574 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.000298355 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.0655827 # DEPENDENCYPART_SIBL
(7,5),(7,12),0.0106205 # DEPENDENCYPART_SIBL
(7,5),(7,13),0.0012083 # DEPENDENCYPART_SIBL
(7,5),(7,15),0.0158078 # DEPENDENCYPART_SIBL
(7,5),(7,16),-0.0476536 # DEPENDENCYPART_SIBL
(7,5),(7,17),-0.0177716 # DEPENDENCYPART_SIBL
(7,5),(7,18),-0.0255357 # DEPENDENCYPART_SIBL
(7,5),(7,19),-0.000298355 # DEPENDENCYPART_SIBL
(7,5),(7,20),-0.0350778 # DEPENDENCYPART_SIBL
(7,5),(7,22),0.0106205 # DEPENDENCYPART_SIBL
(7,5),(7,23),0.014022 # DEPENDENCYPART_SIBL
(7,5),(7,24),-0.111808 # DEPENDENCYPART_SIBL
(7,5),(7,26),0.0158078 # DEPENDENCYPART_SIBL
(7,5),(7,27),-0.0963551 # DEPENDENCYPART_SIBL
(7,5),(7,28),-0.0100248 # DEPENDENCYPART_SIBL
(7,5),(7,30),-0.0274575 # DEPENDENCYPART_SIBL
(7,5),(7,31),0.00123023 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.115147 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.0615937 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.00119903 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.0659976 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.0248855 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.0480232 # DEPENDENCYPART_SIBL
(7,6),(7,15),0.0300719 # DEPENDENCYPART_SIBL
(7,6),(7,16),-0.000574343 # DEPENDENCYPART_SIBL
(7,6),(7,17),-0.00652513 # DEPENDENCYPART_SIBL
(7,6),(7,18),-0.0243052 # DEPENDENCYPART_SIBL
(7,6),(7,19),-0.00119903 # DEPENDENCYPART_SIBL
(7,6),(7,20),-0.041365 # DEPENDENCYPART_SIBL
(7,6),(7,22),0.0248855 # DEPENDENCYPART_SIBL
(7,6),(7,23),0.00464482 # DEPENDENCYPART_SIBL
(7,6),(7,24),-0.123548 # DEPENDENCYPART_SIBL
(7,6),(7,26),0.0300719 # DEPENDENCYPART_SIBL
(7,6),(7,27),-0.142306 # DEPENDENCYPART_SIBL
(7,6),(7,28),-0.021764 # DEPENDENCYPART_SIBL
(7,6),(7,30),-0.0151072 # DEPENDENCYPART_SIBL
(7,6),(7,31),0.0172308 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.232541 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0430592 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0684291 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.23012 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.0948549 # DEPENDENCYPART_SIBL
(7,8),(7,15),-0.267488 # DEPENDENCYPART_SIBL
(7,8),(7,16),-0.0315879 # DEPENDENCYPART_SIBL
(7,8),(7,17),-0.0847961 # DEPENDENCYPART_SIBL
(7,8),(7,18),-0.175148 # DEPENDENCYPART_SIBL
(7,8),(7,19),-0.0430592 # DEPENDENCYPART_SIBL
(7,8),(7,20),-0.0722896 # DEPENDENCYPART_SIBL
(7,8),(7,22),-0.23012 # DEPENDENCYPART_SIBL
(7,8),(7,23),-0.0210277 # DEPENDENCYPART_SIBL
(7,8),(7,24),-0.0901535 # DEPENDENCYPART_SIBL
(7,8),(7,26),-0.267488 # DEPENDENCYPART_SIBL
(7,8),(7,27),-0.124272 # DEPENDENCYPART_SIBL
(7,8),(7,28),-0.0879581 # DEPENDENCYPART_SIBL
(7,8),(7,30),-0.26145 # DEPENDENCYPART_SIBL
(7,8),(7,31),-0.196646 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.0036309 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.0357004 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.113705 # DEPENDENCYPART_SIBL
(7,9),(7,13),0.0695997 # DEPENDENCYPART_SIBL
(7,9),(7,15),-0.0810906 # DEPENDENCYPART_SIBL
(7,9),(7,16),0.0673251 # DEPENDENCYPART_SIBL
(7,9),(7,17),0.0641572 # DEPENDENCYPART_SIBL
(7,9),(7,18),-0.0687523 # DEPENDENCYPART_SIBL
(7,9),(7,19),0.0036309 # DEPENDENCYPART_SIBL
(7,9),(7,20),-0.00503156 # DEPENDENCYPART_SIBL
(7,9),(7,22),-0.113705 # DEPENDENCYPART_SIBL
(7,9),(7,23),-0.0295554 # DEPENDENCYPART_SIBL
(7,9),(7,24),-0.0474406 # DEPENDENCYPART_SIBL
(7,9),(7,26),-0.0810906 # DEPENDENCYPART_SIBL
(7,9),(7,27),0.0803073 # DEPENDENCYPART_SIBL
(7,9),(7,28),-0.00509531 # DEPENDENCYPART_SIBL
(7,9),(7,30),-0.166475 # DEPENDENCYPART_SIBL
(7,9),(7,31),0.0587042 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.0437069 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.306741 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.0389158 # DEPENDENCYPART_SIBL
(7,10),(7,15),-0.322364 # DEPENDENCYPART_SIBL
(7,10),(7,16),-0.176496 # DEPENDENCYPART_SIBL
(7,10),(7,17),-0.0142407 # DEPENDENCYPART_SIBL
(7,10),(7,18),-0.187382 # DEPENDENCYPART_SIBL
(7,10),(7,19),-0.179146 # DEPENDENCYPART_SIBL
(7,10),(7,20),-0.0206863 # DEPENDENCYPART_SIBL
(7,10),(7,22),-0.306741 # DEPENDENCYPART_SIBL
(7,10),(7,23),-0.0460689 # DEPENDENCYPART_SIBL
(7,10),(7,24),-0.125781 # DEPENDENCYPART_SIBL
(7,10),(7,26),-0.322364 # DEPENDENCYPART_SIBL
(7,10),(7,27),0.0425676 # DEPENDENCYPART_SIBL
(7,10),(7,28),-0.116471 # DEPENDENCYPART_SIBL
(7,10),(7,30),-0.336649 # DEPENDENCYPART_SIBL
(7,10),(7,31),-0.0963633 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.140556 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.0728564 # DEPENDENCYPART_SIBL
(7,11),(7,15),-0.136807 # DEPENDENCYPART_SIBL
(7,11),(7,16),0.00442307 # DEPENDENCYPART_SIBL
(7,11),(7,17),-0.00523065 # DEPENDENCYPART_SIBL
(7,11),(7,18),-0.112082 # DEPENDENCYPART_SIBL
(7,11),(7,19),-0.0291844 # DEPENDENCYPART_SIBL
(7,11),(7,20),-0.08756 # DEPENDENCYPART_SIBL
(7,11),(7,22),-0.140556 # DEPENDENCYPART_SIBL
(7,11),(7,23),-0.0825019 # DEPENDENCYPART_SIBL
(7,11),(7,24),-0.0816585 # DEPENDENCYPART_SIBL
(7,11),(7,26),-0.136807 # DEPENDENCYPART_SIBL
(7,11),(7,27),0.0119043 # DEPENDENCYPART_SIBL
(7,11),(7,28),-0.0792088 # DEPENDENCYPART_SIBL
(7,11),(7,30),-0.185791 # DEPENDENCYPART_SIBL
(7,11),(7,31),-0.0121361 # DEPENDENCYPART_SIBL
(7,12),(7,13),0.0325603 # DEPENDENCYPART_SIBL
(7,12),(7,15),-0.163711 # DEPENDENCYPART_SIBL
(7,12),(7,16),0.0492316 # DEPENDENCYPART_SIBL
(7,12),(7,17),-0.000476171 # DEPENDENCYPART_SIBL
(7,12),(7,18),-0.090966 # DEPENDENCYPART_SIBL
(7,12),(7,19),-0.0135243 # DEPENDENCYPART_SIBL
(7,12),(7,20),-0.0146719 # DEPENDENCYPART_SIBL
(7,12),(7,22),-0.192929 # DEPENDENCYPART_SIBL
(7,12),(7,23),-0.0296156 # DEPENDENCYPART_SIBL
(7,12),(7,24),-0.0573159 # DEPENDENCYPART_SIBL
(7,12),(7,26),-0.163711 # DEPENDENCYPART_SIBL
(7,12),(7,27),0.048292 # DEPENDENCYPART_SIBL
(7,12),(7,28),-0.0160024 # DEPENDENCYPART_SIBL
(7,12),(7,30),-0.246962 # DEPENDENCYPART_SIBL
(7,12),(7,31),0.0296591 # DEPENDENCYPART_SIBL
(7,13),(7,15),-0.224338 # DEPENDENCYPART_SIBL
(7,13),(7,16),0.132464 # DEPENDENCYPART_SIBL
(7,13),(7,17),0.0590858 # DEPENDENCYPART_SIBL
(7,13),(7,18),-0.0955936 # DEPENDENCYPART_SIBL
(7,13),(7,19),0.0308475 # DEPENDENCYPART_SIBL
(7,13),(7,20),0.030456 # DEPENDENCYPART_SIBL
(7,13),(7,22),-0.0905156 # DEPENDENCYPART_SIBL
(7,13),(7,23),0.0169701 # DEPENDENCYPART_SIBL
(7,13),(7,24),0.0544866 # DEPENDENCYPART_SIBL
(7,13),(7,26),-0.224338 # DEPENDENCYPART_SIBL
(7,13),(7,27),-0.0115988 # DEPENDENCYPART_SIBL
(7,13),(7,28),-0.00482492 # DEPENDENCYPART_SIBL
(7,13),(7,30),-0.164227 # DEPENDENCYPART_SIBL
(7,13),(7,31),0.136447 # DEPENDENCYPART_SIBL
(7,15),(7,16),0.0776465 # DEPENDENCYPART_SIBL
(7,15),(7,17),0.0910955 # DEPENDENCYPART_SIBL
(7,15),(7,18),-0.0545142 # DEPENDENCYPART_SIBL
(7,15),(7,19),0.000105807 # DEPENDENCYPART_SIBL
(7,15),(7,20),0.0810396 # DEPENDENCYPART_SIBL
(7,15),(7,22),-0.0875661 # DEPENDENCYPART_SIBL
(7,15),(7,23),0.00219906 # DEPENDENCYPART_SIBL
(7,15),(7,24),-0.0155731 # DEPENDENCYPART_SIBL
(7,15),(7,26),-0.0701842 # DEPENDENCYPART_SIBL
(7,15),(7,27),0.0901635 # DEPENDENCYPART_SIBL
(7,15),(7,28),0.0259538 # DEPENDENCYPART_SIBL
(7,15),(7,30),-0.138228 # DEPENDENCYPART_SIBL
(7,15),(7,31),0.0253085 # DEPENDENCYPART_SIBL
(7,16),(7,17),0.476085 # DEPENDENCYPART_SIBL
(7,16),(7,18),-0.0352151 # DEPENDENCYPART_SIBL
(7,16),(7,19),-0.0931581 # DEPENDENCYPART_SIBL
(7,16),(7,20),0.572813 # DEPENDENCYPART_SIBL
(7,16),(7,22),0.0047139 # DEPENDENCYPART_SIBL
(7,16),(7,23),0.380867 # DEPENDENCYPART_SIBL
(7,16),(7,24),0.0809667 # DEPENDENCYPART_SIBL
(7,16),(7,26),-0.0759873 # DEPENDENCYPART_SIBL
(7,16),(7,27),0.00530818 # DEPENDENCYPART_SIBL
(7,16),(7,28),0.118188 # DEPENDENCYPART_SIBL
(7,16),(7,30),-0.0723062 # DEPENDENCYPART_SIBL
(7,16),(7,31),-0.00135049 # DEPENDENCYPART_SIBL
(7,17),(7,18),-0.111026 # DEPENDENCYPART_SIBL
(7,17),(7,19),-0.120543 # DEPENDENCYPART_SIBL
(7,17),(7,20),-0.0288228 # DEPENDENCYPART_SIBL
(7,17),(7,22),-0.15727 # DEPENDENCYPART_SIBL
(7,17),(7,23),-0.0968385 # DEPENDENCYPART_SIBL
(7,17),(7,24),-0.0648448 # DEPENDENCYPART_SIBL
(7,17),(7,26),-0.228441 # DEPENDENCYPART_SIBL
(7,17),(7,27),-0.0242135 # DEPENDENCYPART_SIBL
(7,17),(7,28),-0.0538994 # DEPENDENCYPART_SIBL
(7,17),(7,30),-0.188923 # DEPENDENCYPART_SIBL
(7,17),(7,31),0.00728112 # DEPENDENCYPART_SIBL
(7,18),(7,19),-0.0342213 # DEPENDENCYPART_SIBL
(7,18),(7,20),-0.0292764 # DEPENDENCYPART_SIBL
(7,18),(7,22),-0.123589 # DEPENDENCYPART_SIBL
(7,18),(7,23),-0.0285 # DEPENDENCYPART_SIBL
(7,18),(7,24),-0.0238852 # DEPENDENCYPART_SIBL
(7,18),(7,26),-0.0874831 # DEPENDENCYPART_SIBL
(7,18),(7,27),0.0331145 # DEPENDENCYPART_SIBL
(7,18),(7,28),-0.00802443 # DEPENDENCYPART_SIBL
(7,18),(7,30),-0.161411 # DEPENDENCYPART_SIBL
(7,18),(7,31),0.0046131 # DEPENDENCYPART_SIBL
(7,19),(7,20),-0.0206863 # DEPENDENCYPART_SIBL
(7,19),(7,22),-0.306741 # DEPENDENCYPART_SIBL
(7,19),(7,23),-0.0460689 # DEPENDENCYPART_SIBL
(7,19),(7,24),-0.125781 # DEPENDENCYPART_SIBL
(7,19),(7,26),-0.322364 # DEPENDENCYPART_SIBL
(7,19),(7,27),0.0425676 # DEPENDENCYPART_SIBL
(7,19),(7,28),-0.116471 # DEPENDENCYPART_SIBL
(7,19),(7,30),-0.336649 # DEPENDENCYPART_SIBL
(7,19),(7,31),-0.0963633 # DEPENDENCYPART_SIBL
(7,20),(7,22),-0.327059 # DEPENDENCYPART_SIBL
(7,20),(7,23),-0.0967837 # DEPENDENCYPART_SIBL
(7,20),(7,24),-0.12178 # DEPENDENCYPART_SIBL
(7,20),(7,26),-0.341384 # DEPENDENCYPART_SIBL
(7,20),(7,27),-0.124198 # DEPENDENCYPART_SIBL
(7,20),(7,28),-0.118277 # DEPENDENCYPART_SIBL
(7,20),(7,30),-0.3576 # DEPENDENCYPART_SIBL
(7,20),(7,31),-0.00156391 # DEPENDENCYPART_SIBL
(7,22),(7,23),-0.0296156 # DEPENDENCYPART_SIBL
(7,22),(7,24),-0.0573159 # DEPENDENCYPART_SIBL
(7,22),(7,26),-0.163711 # DEPENDENCYPART_SIBL
(7,22),(7,27),0.048292 # DEPENDENCYPART_SIBL
(7,22),(7,28),-0.0160024 # DEPENDENCYPART_SIBL
(7,22),(7,30),-0.246962 # DEPENDENCYPART_SIBL
(7,22),(7,31),0.0296591 # DEPENDENCYPART_SIBL
(7,23),(7,24),-0.128803 # DEPENDENCYPART_SIBL
(7,23),(7,26),-0.264909 # DEPENDENCYPART_SIBL
(7,23),(7,27),-0.110561 # DEPENDENCYPART_SIBL
(7,23),(7,28),-0.127484 # DEPENDENCYPART_SIBL
(7,23),(7,30),-0.276227 # DEPENDENCYPART_SIBL
(7,23),(7,31),0.0625297 # DEPENDENCYPART_SIBL
(7,24),(7,26),-0.240729 # DEPENDENCYPART_SIBL
(7,24),(7,27),-0.0222691 # DEPENDENCYPART_SIBL
(7,24),(7,28),-0.143546 # DEPENDENCYPART_SIBL
(7,24),(7,30),-0.206653 # DEPENDENCYPART_SIBL
(7,24),(7,31),-0.0281298 # DEPENDENCYPART_SIBL
(7,26),(7,27),0.0901635 # DEPENDENCYPART_SIBL
(7,26),(7,28),0.0259538 # DEPENDENCYPART_SIBL
(7,26),(7,30),-0.138228 # DEPENDENCYPART_SIBL
(7,26),(7,31),0.0253085 # DEPENDENCYPART_SIBL
(7,27),(7,28),-0.0143813 # DEPENDENCYPART_SIBL
(7,27),(7,30),-0.103437 # DEPENDENCYPART_SIBL
(7,27),(7,31),-0.0588224 # DEPENDENCYPART_SIBL
(7,28),(7,30),-0.180347 # DEPENDENCYPART_SIBL
(7,28),(7,31),-0.0161005 # DEPENDENCYPART_SIBL
(7,30),(7,31),-0.0498252 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.33945 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.310986 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.118478 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.803472 # DEPENDENCYPART_SIBL
(9,4),(9,10),0.148334 # DEPENDENCYPART_SIBL
(9,4),(9,11),0.123348 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.0752386 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.0219293 # DEPENDENCYPART_SIBL
(9,4),(9,15),-0.181407 # DEPENDENCYPART_SIBL
(9,4),(9,16),-0.0480028 # DEPENDENCYPART_SIBL
(9,4),(9,17),-0.130113 # DEPENDENCYPART_SIBL
(9,4),(9,19),0.148334 # DEPENDENCYPART_SIBL
(9,4),(9,23),0.118608 # DEPENDENCYPART_SIBL
(9,4),(9,31),-0.0610796 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.0325448 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.0497754 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.615012 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.202239 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.0165785 # DEPENDENCYPART_SIBL
(9,5),(9,12),0.0151202 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.0180017 # DEPENDENCYPART_SIBL
(9,5),(9,15),-0.0229811 # DEPENDENCYPART_SIBL
(9,5),(9,16),0.026856 # DEPENDENCYPART_SIBL
(9,5),(9,17),0.0293525 # DEPENDENCYPART_SIBL
(9,5),(9,19),0.202239 # DEPENDENCYPART_SIBL
(9,5),(9,23),-0.0282409 # DEPENDENCYPART_SIBL
(9,5),(9,31),-0.0333926 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.0641992 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.587742 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.222504 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.00375889 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.0482627 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.0315803 # DEPENDENCYPART_SIBL
(9,6),(9,15),0.0101605 # DEPENDENCYPART_SIBL
(9,6),(9,16),0.11893 # DEPENDENCYPART_SIBL
(9,6),(9,17),0.0553449 # DEPENDENCYPART_SIBL
(9,6),(9,19),0.222504 # DEPENDENCYPART_SIBL
(9,6),(9,23),-0.0124135 # DEPENDENCYPART_SIBL
(9,6),(9,31),-0.0175145 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.247388 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.0113262 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.00886154 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.00276506 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.0281353 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.045345 # DEPENDENCYPART_SIBL
(9,7),(9,16),0.00917079 # DEPENDENCYPART_SIBL
(9,7),(9,17),-0.0312163 # DEPENDENCYPART_SIBL
(9,7),(9,19),0.0113262 # DEPENDENCYPART_SIBL
(9,7),(9,23),-0.0566903 # DEPENDENCYPART_SIBL
(9,7),(9,31),0.0539197 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.37849 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.2452 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.173143 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.301312 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.245079 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.0388687 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.246531 # DEPENDENCYPART_SIBL
(9,8),(9,19),0.37849 # DEPENDENCYPART_SIBL
(9,8),(9,23),-0.0278172 # DEPENDENCYPART_SIBL
(9,8),(9,31),-0.288686 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.0840627 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.125014 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.00982387 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.155475 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.225644 # DEPENDENCYPART_SIBL
(9,10),(9,17),0.0701208 # DEPENDENCYPART_SIBL
(9,10),(9,19),-0.27406 # DEPENDENCYPART_SIBL
(9,10),(9,23),-0.119177 # DEPENDENCYPART_SIBL
(9,10),(9,31),-0.162781 # DEPENDENCYPART_SIBL
(9,11),(9,12),3.02205e-07 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0186671 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.0282699 # DEPENDENCYPART_SIBL
(9,11),(9,16),0.0603037 # DEPENDENCYPART_SIBL
(9,11),(9,17),0.0199783 # DEPENDENCYPART_SIBL
(9,11),(9,19),-0.043601 # DEPENDENCYPART_SIBL
(9,11),(9,23),-0.0767108 # DEPENDENCYPART_SIBL
(9,11),(9,31),-0.0381402 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.00780135 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.0926162 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.00262917 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.00541059 # DEPENDENCYPART_SIBL
(9,12),(9,19),-0.0931416 # DEPENDENCYPART_SIBL
(9,12),(9,23),-0.0820149 # DEPENDENCYPART_SIBL
(9,12),(9,31),-0.022086 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.0618808 # DEPENDENCYPART_SIBL
(9,13),(9,16),0.0542538 # DEPENDENCYPART_SIBL
(9,13),(9,17),0.184165 # DEPENDENCYPART_SIBL
(9,13),(9,19),-0.0397904 # DEPENDENCYPART_SIBL
(9,13),(9,23),-0.081008 # DEPENDENCYPART_SIBL
(9,13),(9,31),0.111517 # DEPENDENCYPART_SIBL
(9,15),(9,16),-0.00204412 # DEPENDENCYPART_SIBL
(9,15),(9,17),0.0187411 # DEPENDENCYPART_SIBL
(9,15),(9,19),-0.100905 # DEPENDENCYPART_SIBL
(9,15),(9,23),-0.0811937 # DEPENDENCYPART_SIBL
(9,15),(9,31),0.025293 # DEPENDENCYPART_SIBL
(9,16),(9,17),0.619772 # DEPENDENCYPART_SIBL
(9,16),(9,19),0.0180429 # DEPENDENCYPART_SIBL
(9,16),(9,23),0.569645 # DEPENDENCYPART_SIBL
(9,16),(9,31),0.0434843 # DEPENDENCYPART_SIBL
(9,17),(9,19),-0.138895 # DEPENDENCYPART_SIBL
(9,17),(9,23),-0.0509772 # DEPENDENCYPART_SIBL
(9,17),(9,31),-0.0252586 # DEPENDENCYPART_SIBL
(9,19),(9,23),-0.119177 # DEPENDENCYPART_SIBL
(9,19),(9,31),-0.162781 # DEPENDENCYPART_SIBL
(9,23),(9,31),0.0573931 # DEPENDENCYPART_SIBL
(10,1),(10,6),0.0203629 # DEPENDENCYPART_SIBL
(10,1),(10,7),0.017765 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.0437386 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.0484232 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.00977568 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.00315593 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.0149932 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.0244483 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.0147467 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.0134066 # DEPENDENCYPART_SIBL
(11,13),(11,14),0.0885434 # DEPENDENCYPART_SIBL
(11,13),(11,15),0.0051554 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.0362566 # DEPENDENCYPART_SIBL
(12,1),(12,2),-0.0477145 # DEPENDENCYPART_SIBL
(12,1),(12,3),0.211744 # DEPENDENCYPART_SIBL
(12,1),(12,4),0.0193758 # DEPENDENCYPART_SIBL
(12,1),(12,5),-0.134225 # DEPENDENCYPART_SIBL
(12,1),(12,6),-0.147997 # DEPENDENCYPART_SIBL
(12,1),(12,7),-0.0760168 # DEPENDENCYPART_SIBL
(12,1),(12,8),-0.187235 # DEPENDENCYPART_SIBL
(12,1),(12,9),-0.185005 # DEPENDENCYPART_SIBL
(12,1),(12,10),-0.0281503 # DEPENDENCYPART_SIBL
(12,1),(12,11),-0.00294106 # DEPENDENCYPART_SIBL
(12,1),(12,13),0.00747095 # DEPENDENCYPART_SIBL
(12,1),(12,14),0.0382057 # DEPENDENCYPART_SIBL
(12,1),(12,15),-0.0377735 # DEPENDENCYPART_SIBL
(12,1),(12,16),-0.00908966 # DEPENDENCYPART_SIBL
(12,1),(12,17),-0.0544334 # DEPENDENCYPART_SIBL
(12,1),(12,18),-0.0888964 # DEPENDENCYPART_SIBL
(12,1),(12,19),-0.116142 # DEPENDENCYPART_SIBL
(12,1),(12,20),-0.0294831 # DEPENDENCYPART_SIBL
(12,1),(12,22),0.0363436 # DEPENDENCYPART_SIBL
(12,1),(12,23),-0.0705315 # DEPENDENCYPART_SIBL
(12,1),(12,27),-0.119542 # DEPENDENCYPART_SIBL
(12,1),(12,28),-0.0154519 # DEPENDENCYPART_SIBL
(12,1),(12,31),0.00547248 # DEPENDENCYPART_SIBL
(12,2),(12,3),0.213868 # DEPENDENCYPART_SIBL
