# _root_ Asked what stocks the computer bought , the money manager says , `` I do n't know . ''
#goldHeads=11,3,6,5,6,1,11,10,10,11,0,11,15,15,11,15,15,11,11,
#predictedHeads=11,3,1,5,3,3,11,10,10,11,0,11,11,15,11,15,15,15,15,
(4,6),(6,17),-1.10454 # DEPENDENCYPART_GRANDPAR
(4,6),(6,18),-1.33235 # DEPENDENCYPART_GRANDPAR
(4,6),(6,19),-1.03265 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.0240426 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.276421 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.371177 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-1.16831 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,6),-0.428999 # DEPENDENCYPART_GRANDPAR
(5,1),(1,7),-0.970546 # DEPENDENCYPART_GRANDPAR
(5,1),(1,9),-0.960195 # DEPENDENCYPART_GRANDPAR
(5,1),(1,10),-0.630973 # DEPENDENCYPART_GRANDPAR
(5,1),(1,11),-0.771015 # DEPENDENCYPART_GRANDPAR
(5,1),(1,12),-0.802953 # DEPENDENCYPART_GRANDPAR
(5,1),(1,13),-0.672955 # DEPENDENCYPART_GRANDPAR
(5,1),(1,15),-0.699943 # DEPENDENCYPART_GRANDPAR
(5,1),(1,16),-0.697457 # DEPENDENCYPART_GRANDPAR
(5,1),(1,17),-0.930412 # DEPENDENCYPART_GRANDPAR
(5,1),(1,18),-1.08167 # DEPENDENCYPART_GRANDPAR
(5,1),(1,19),-0.675813 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.244366 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.336643 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.11363 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.39493 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-0.906574 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.264443 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.0118612 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.177736 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.09148 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.424415 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.915182 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.883375 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-0.554419 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-0.757486 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),-0.747589 # DEPENDENCYPART_GRANDPAR
(5,3),(3,13),-0.538585 # DEPENDENCYPART_GRANDPAR
(5,3),(3,15),-0.693091 # DEPENDENCYPART_GRANDPAR
(5,3),(3,16),-0.599382 # DEPENDENCYPART_GRANDPAR
(5,3),(3,17),-0.907689 # DEPENDENCYPART_GRANDPAR
(5,3),(3,18),-1.07801 # DEPENDENCYPART_GRANDPAR
(5,3),(3,19),-0.635771 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.289222 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.226545 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.185981 # DEPENDENCYPART_GRANDPAR
(5,4),(4,6),-0.465102 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.732676 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.558363 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.835815 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.758502 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.515988 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.408765 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),0.115446 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.222907 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),0.111984 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.358408 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.241171 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.0938275 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),-0.393687 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),-0.254252 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),0.0707214 # DEPENDENCYPART_GRANDPAR
(5,6),(6,17),-0.349623 # DEPENDENCYPART_GRANDPAR
(5,6),(6,18),-0.803448 # DEPENDENCYPART_GRANDPAR
(5,6),(6,19),-0.191812 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),-0.829228 # DEPENDENCYPART_GRANDPAR
(5,10),(10,2),-0.571876 # DEPENDENCYPART_GRANDPAR
(5,10),(10,3),-0.905088 # DEPENDENCYPART_GRANDPAR
(5,10),(10,4),-0.994694 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-0.48061 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,6),0.250686 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),-0.399879 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),0.309828 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.288291 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.213391 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.02684 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.129398 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.218058 # DEPENDENCYPART_GRANDPAR
(5,10),(10,18),-0.580358 # DEPENDENCYPART_GRANDPAR
(5,10),(10,19),-0.142194 # DEPENDENCYPART_GRANDPAR
(5,11),(11,1),-0.754256 # DEPENDENCYPART_GRANDPAR
(5,11),(11,2),-0.637117 # DEPENDENCYPART_GRANDPAR
(5,11),(11,3),-0.843753 # DEPENDENCYPART_GRANDPAR
(5,11),(11,5),-0.57138 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,11),(11,6),0.229778 # DEPENDENCYPART_GRANDPAR
(5,11),(11,7),-0.308201 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),0.194015 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),-0.377685 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),-0.0353995 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.057357 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.0590655 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.318761 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),-0.0939724 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),0.0232346 # DEPENDENCYPART_GRANDPAR
(5,11),(11,17),-0.352505 # DEPENDENCYPART_GRANDPAR
(5,11),(11,18),-0.577572 # DEPENDENCYPART_GRANDPAR
(5,11),(11,19),-0.113007 # DEPENDENCYPART_GRANDPAR
(5,13),(13,10),-0.153456 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),-0.222206 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),-0.520245 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),-0.263239 # DEPENDENCYPART_GRANDPAR
(5,15),(15,1),-0.7526 # DEPENDENCYPART_GRANDPAR
(5,15),(15,2),-0.463321 # DEPENDENCYPART_GRANDPAR
(5,15),(15,3),-0.819729 # DEPENDENCYPART_GRANDPAR
(5,15),(15,5),-0.610841 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,15),(15,6),0.143848 # DEPENDENCYPART_GRANDPAR
(5,15),(15,7),-0.381603 # DEPENDENCYPART_GRANDPAR
(5,15),(15,8),0.212981 # DEPENDENCYPART_GRANDPAR
(5,15),(15,9),-0.41237 # DEPENDENCYPART_GRANDPAR
(5,15),(15,10),-0.0912351 # DEPENDENCYPART_GRANDPAR
(5,15),(15,11),-0.212665 # DEPENDENCYPART_GRANDPAR
(5,15),(15,12),-0.21401 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),-0.129354 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),-0.177307 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),0.0827121 # DEPENDENCYPART_GRANDPAR
(5,15),(15,17),-0.378148 # DEPENDENCYPART_GRANDPAR
(5,15),(15,18),-0.763523 # DEPENDENCYPART_GRANDPAR
(5,15),(15,19),-0.102624 # DEPENDENCYPART_GRANDPAR
(5,18),(18,17),-0.417912 # DEPENDENCYPART_GRANDPAR
(5,18),(18,19),-0.249358 # DEPENDENCYPART_GRANDPAR
(5,19),(19,17),-0.4436 # DEPENDENCYPART_GRANDPAR
(5,19),(19,18),-0.579567 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),0.352176 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),0.120106 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),0.049764 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),-0.00841698 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-1.32052 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,7),-0.725919 # DEPENDENCYPART_GRANDPAR
(6,1),(1,9),-0.650077 # DEPENDENCYPART_GRANDPAR
(6,1),(1,10),-0.536627 # DEPENDENCYPART_GRANDPAR
(6,1),(1,11),-0.354519 # DEPENDENCYPART_GRANDPAR
(6,1),(1,12),-0.751556 # DEPENDENCYPART_GRANDPAR
(6,1),(1,13),-0.230353 # DEPENDENCYPART_GRANDPAR
(6,1),(1,15),-0.297103 # DEPENDENCYPART_GRANDPAR
(6,1),(1,16),-0.71933 # DEPENDENCYPART_GRANDPAR
(6,1),(1,17),-0.682902 # DEPENDENCYPART_GRANDPAR
(6,1),(1,18),-0.295853 # DEPENDENCYPART_GRANDPAR
(6,1),(1,19),-0.202149 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),0.137348 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),0.0817197 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),-0.103172 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.37807 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),-0.740217 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),0.0842603 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),0.428864 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),0.223883 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.049298 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.31823 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.597787 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-0.535047 # DEPENDENCYPART_GRANDPAR
(6,3),(3,10),-0.422089 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),-0.325432 # DEPENDENCYPART_GRANDPAR
(6,3),(3,12),-0.623424 # DEPENDENCYPART_GRANDPAR
(6,3),(3,13),-0.0345812 # DEPENDENCYPART_GRANDPAR
(6,3),(3,15),-0.291337 # DEPENDENCYPART_GRANDPAR
(6,3),(3,16),-0.596863 # DEPENDENCYPART_GRANDPAR
(6,3),(3,17),-0.655661 # DEPENDENCYPART_GRANDPAR
(6,3),(3,18),-0.306912 # DEPENDENCYPART_GRANDPAR
(6,3),(3,19),-0.125505 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),0.208473 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),0.357281 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),0.231929 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.42347 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,1),0.151768 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),0.421867 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),0.0970155 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),0.344662 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.44679 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.929548 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.719049 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-0.451787 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),-0.955186 # DEPENDENCYPART_GRANDPAR
(6,5),(5,13),-0.352064 # DEPENDENCYPART_GRANDPAR
(6,5),(5,15),-0.416112 # DEPENDENCYPART_GRANDPAR
(6,5),(5,18),-0.401423 # DEPENDENCYPART_GRANDPAR
(6,5),(5,19),-0.298071 # DEPENDENCYPART_GRANDPAR
(6,8),(8,7),-0.192954 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.309082 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),0.188735 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),0.0882448 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.388163 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.173433 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),0.0469718 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.209067 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.13648 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.0118355 # DEPENDENCYPART_GRANDPAR
(6,9),(9,18),-0.0371525 # DEPENDENCYPART_GRANDPAR
(6,9),(9,19),0.119977 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),-0.326553 # DEPENDENCYPART_GRANDPAR
(6,10),(10,2),0.0603183 # DEPENDENCYPART_GRANDPAR
(6,10),(10,3),-0.376807 # DEPENDENCYPART_GRANDPAR
(6,10),(10,4),-0.548404 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-0.598334 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-0.671174 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),-0.0444902 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),0.340415 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.165421 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),0.0442899 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.209087 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.15481 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.0188897 # DEPENDENCYPART_GRANDPAR
(6,10),(10,18),-0.0602538 # DEPENDENCYPART_GRANDPAR
(6,10),(10,19),0.112715 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),-0.191699 # DEPENDENCYPART_GRANDPAR
(6,11),(11,2),0.0584131 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-0.249722 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-0.297865 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-0.899881 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),-0.38739 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),0.0526018 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),-0.305485 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.142145 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.254818 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.162394 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.266141 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.0483356 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.295694 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),-0.422104 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),-0.212387 # DEPENDENCYPART_GRANDPAR
(6,11),(11,19),-0.0518297 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),-0.310496 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),-0.390873 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.316994 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),-0.0908626 # DEPENDENCYPART_GRANDPAR
(6,14),(14,10),-0.109239 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),-0.0404066 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),-0.508615 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),-0.475583 # DEPENDENCYPART_GRANDPAR
(6,15),(15,1),-0.192955 # DEPENDENCYPART_GRANDPAR
(6,15),(15,2),0.227303 # DEPENDENCYPART_GRANDPAR
(6,15),(15,3),-0.237516 # DEPENDENCYPART_GRANDPAR
(6,15),(15,5),-0.395088 # DEPENDENCYPART_GRANDPAR
(6,15),(15,6),-0.952845 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,15),(15,7),-0.302677 # DEPENDENCYPART_GRANDPAR
(6,15),(15,8),0.0405069 # DEPENDENCYPART_GRANDPAR
(6,15),(15,9),-0.392289 # DEPENDENCYPART_GRANDPAR
(6,15),(15,10),-0.248364 # DEPENDENCYPART_GRANDPAR
(6,15),(15,11),-0.0705756 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),-0.328315 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),-0.0823114 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),-0.0695943 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),-0.283855 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),-0.412624 # DEPENDENCYPART_GRANDPAR
(6,15),(15,18),-0.39143 # DEPENDENCYPART_GRANDPAR
(6,15),(15,19),-0.0687227 # DEPENDENCYPART_GRANDPAR
(6,16),(16,14),-0.180826 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),-0.372494 # DEPENDENCYPART_GRANDPAR
(6,17),(17,1),-0.229578 # DEPENDENCYPART_GRANDPAR
(6,17),(17,2),0.291702 # DEPENDENCYPART_GRANDPAR
(6,17),(17,3),-0.312737 # DEPENDENCYPART_GRANDPAR
(6,17),(17,5),-0.421414 # DEPENDENCYPART_GRANDPAR
(6,17),(17,6),-0.93369 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,17),(17,7),-0.239288 # DEPENDENCYPART_GRANDPAR
(6,17),(17,10),-0.24887 # DEPENDENCYPART_GRANDPAR
(6,17),(17,11),0.0326361 # DEPENDENCYPART_GRANDPAR
(6,17),(17,12),-0.264926 # DEPENDENCYPART_GRANDPAR
(6,17),(17,13),-0.0565294 # DEPENDENCYPART_GRANDPAR
(6,17),(17,14),-0.300319 # DEPENDENCYPART_GRANDPAR
(6,17),(17,16),-0.500587 # DEPENDENCYPART_GRANDPAR
(6,17),(17,18),-0.0594202 # DEPENDENCYPART_GRANDPAR
(6,17),(17,19),0.115309 # DEPENDENCYPART_GRANDPAR
(6,18),(18,17),-0.385916 # DEPENDENCYPART_GRANDPAR
(6,18),(18,19),-0.0637144 # DEPENDENCYPART_GRANDPAR
(6,19),(19,17),-0.356471 # DEPENDENCYPART_GRANDPAR
(6,19),(19,18),-0.12903 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-1.26857 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.0592934 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.37779 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.478816 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.91886 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.629994 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),-0.985636 # DEPENDENCYPART_GRANDPAR
(8,9),(9,19),-0.908798 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),-0.760767 # DEPENDENCYPART_GRANDPAR
(8,11),(11,2),-0.610347 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-0.686287 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-0.801936 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.739046 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.686936 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-1.47561 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),-0.149687 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),-0.151795 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.449504 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.976186 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.783316 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.657682 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.871716 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-1.0273 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-1.13509 # DEPENDENCYPART_GRANDPAR
(8,11),(11,19),-1.01849 # DEPENDENCYPART_GRANDPAR
(8,15),(15,1),-0.766339 # DEPENDENCYPART_GRANDPAR
(8,15),(15,2),-0.444126 # DEPENDENCYPART_GRANDPAR
(8,15),(15,3),-0.67057 # DEPENDENCYPART_GRANDPAR
(8,15),(15,5),-0.869731 # DEPENDENCYPART_GRANDPAR
(8,15),(15,6),-0.734225 # DEPENDENCYPART_GRANDPAR
(8,15),(15,7),-0.72189 # DEPENDENCYPART_GRANDPAR
(8,15),(15,8),-1.42096 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,15),(15,9),-0.131506 # DEPENDENCYPART_GRANDPAR
(8,15),(15,10),-0.148849 # DEPENDENCYPART_GRANDPAR
(8,15),(15,11),-0.515805 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),-0.657643 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),-0.950054 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),-0.591424 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.789258 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),-1.00621 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),-1.22321 # DEPENDENCYPART_GRANDPAR
(8,15),(15,19),-0.982574 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.643987 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.69704 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,11),-0.979312 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-0.735096 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-1.02974 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-0.7747 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-1.01545 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-1.45765 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-1.08422 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.950938 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-1.42102 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-1.03802 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.959881 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.392302 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.154761 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.114033 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.237957 # DEPENDENCYPART_GRANDPAR
(9,10),(10,18),-0.572899 # DEPENDENCYPART_GRANDPAR
(9,10),(10,19),-0.199089 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-0.9544 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-0.839569 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-0.95374 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-0.875756 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.877325 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-1.20918 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.79391 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-1.11637 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.442055 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.190288 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.0487099 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.141213 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.118263 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.00529498 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.145477 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),-0.574762 # DEPENDENCYPART_GRANDPAR
(9,11),(11,19),-0.174551 # DEPENDENCYPART_GRANDPAR
(9,13),(13,10),0.342297 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.363623 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.331529 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.276438 # DEPENDENCYPART_GRANDPAR
(9,15),(15,1),-0.953037 # DEPENDENCYPART_GRANDPAR
(9,15),(15,2),-0.666066 # DEPENDENCYPART_GRANDPAR
(9,15),(15,3),-0.930009 # DEPENDENCYPART_GRANDPAR
(9,15),(15,5),-0.934535 # DEPENDENCYPART_GRANDPAR
(9,15),(15,6),-0.865395 # DEPENDENCYPART_GRANDPAR
(9,15),(15,7),-1.23478 # DEPENDENCYPART_GRANDPAR
(9,15),(15,8),-0.804251 # DEPENDENCYPART_GRANDPAR
(9,15),(15,9),-1.1332 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,15),(15,10),0.404085 # DEPENDENCYPART_GRANDPAR
(9,15),(15,11),-0.368162 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),-0.355796 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),-0.104782 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),0.0383566 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),0.0663163 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),-0.157054 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),-0.748391 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),-0.151846 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),-0.2444 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),-0.299811 # DEPENDENCYPART_GRANDPAR
(9,19),(19,17),-0.270213 # DEPENDENCYPART_GRANDPAR
(9,19),(19,18),-0.565584 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.341293 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-0.477429 # DEPENDENCYPART_GRANDPAR
(10,1),(1,4),-1.10731 # DEPENDENCYPART_GRANDPAR
(10,1),(1,5),-0.480905 # DEPENDENCYPART_GRANDPAR
(10,1),(1,6),-0.489525 # DEPENDENCYPART_GRANDPAR
(10,1),(1,7),-0.799884 # DEPENDENCYPART_GRANDPAR
(10,1),(1,9),-0.226883 # DEPENDENCYPART_GRANDPAR
(10,1),(1,10),-1.31352 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,1),(1,11),-0.701288 # DEPENDENCYPART_GRANDPAR
(10,1),(1,12),-1.02036 # DEPENDENCYPART_GRANDPAR
(10,1),(1,13),-0.6398 # DEPENDENCYPART_GRANDPAR
(10,1),(1,15),-0.6946 # DEPENDENCYPART_GRANDPAR
