# _root_ Bear Stearns 's chief economist , Lawrence Kudlow , in the Sept. 29 issue of the firm 's Global Spectator :
#goldHeads=2,5,2,5,0,5,8,5,5,5,14,14,14,10,14,17,20,17,20,15,5,
#predictedHeads=2,5,2,5,0,5,8,5,5,5,14,14,14,10,14,17,20,17,20,15,5,
(5,20),(20,11),-0.360918 # DEPENDENCYPART_GRANDPAR
(5,20),(20,12),-0.215306 # DEPENDENCYPART_GRANDPAR
(5,20),(20,13),-0.538946 # DEPENDENCYPART_GRANDPAR
(5,20),(20,14),-0.578089 # DEPENDENCYPART_GRANDPAR
(5,20),(20,16),-0.312816 # DEPENDENCYPART_GRANDPAR
(5,20),(20,17),-0.516596 # DEPENDENCYPART_GRANDPAR
(5,20),(20,18),-0.229552 # DEPENDENCYPART_GRANDPAR
(5,20),(20,19),-0.24065 # DEPENDENCYPART_GRANDPAR
(5,20),(20,21),-0.339075 # DEPENDENCYPART_GRANDPAR
(5,21),(21,20),-0.13451 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.266981 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.249675 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.28764 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.266309 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.81471 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.452555 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.686887 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.75357 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.742537 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),-1.00138 # DEPENDENCYPART_GRANDPAR
(6,5),(5,13),-0.759907 # DEPENDENCYPART_GRANDPAR
(6,5),(5,14),-1.01974 # DEPENDENCYPART_GRANDPAR
(6,5),(5,15),-0.959536 # DEPENDENCYPART_GRANDPAR
(6,5),(5,17),-1.07834 # DEPENDENCYPART_GRANDPAR
(6,5),(5,18),-1.18736 # DEPENDENCYPART_GRANDPAR
(6,5),(5,20),-1.15402 # DEPENDENCYPART_GRANDPAR
(6,5),(5,21),-0.84184 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.249116 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),0.0578412 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-0.375187 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),-0.455431 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),-0.38473 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-1.61107 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,8),-0.731651 # DEPENDENCYPART_GRANDPAR
(7,2),(2,9),-1.24569 # DEPENDENCYPART_GRANDPAR
(7,2),(2,10),-0.886925 # DEPENDENCYPART_GRANDPAR
(7,2),(2,12),-1.07607 # DEPENDENCYPART_GRANDPAR
(7,2),(2,14),-1.03457 # DEPENDENCYPART_GRANDPAR
(7,2),(2,15),-1.10821 # DEPENDENCYPART_GRANDPAR
(7,2),(2,17),-0.973591 # DEPENDENCYPART_GRANDPAR
(7,2),(2,18),-1.62682 # DEPENDENCYPART_GRANDPAR
(7,2),(2,21),-1.36682 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.115965 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.339364 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.298718 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),-0.327403 # DEPENDENCYPART_GRANDPAR
(7,4),(4,8),-0.598951 # DEPENDENCYPART_GRANDPAR
(7,4),(4,9),-1.02736 # DEPENDENCYPART_GRANDPAR
(7,4),(4,10),-0.805323 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.402298 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.432498 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.434659 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.4473 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.268914 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.57007 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.690656 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-1.14891 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.801351 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),-1.03511 # DEPENDENCYPART_GRANDPAR
(7,5),(5,13),-0.855286 # DEPENDENCYPART_GRANDPAR
(7,5),(5,14),-0.999649 # DEPENDENCYPART_GRANDPAR
(7,5),(5,15),-1.02349 # DEPENDENCYPART_GRANDPAR
(7,5),(5,17),-0.938695 # DEPENDENCYPART_GRANDPAR
(7,5),(5,18),-1.57421 # DEPENDENCYPART_GRANDPAR
(7,5),(5,20),-1.33111 # DEPENDENCYPART_GRANDPAR
(7,5),(5,21),-1.32621 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.581745 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-1.0445 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-1.08009 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-1.03315 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-1.10873 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-1.05014 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.834545 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.398271 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.379914 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.56246 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.324839 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.27397 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.518227 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.6116 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),-0.493649 # DEPENDENCYPART_GRANDPAR
(7,8),(8,18),-1.22434 # DEPENDENCYPART_GRANDPAR
(7,8),(8,20),-0.605233 # DEPENDENCYPART_GRANDPAR
(7,8),(8,21),-0.754988 # DEPENDENCYPART_GRANDPAR
(7,9),(9,8),-0.182618 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.42012 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-1.06161 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.837977 # DEPENDENCYPART_GRANDPAR
(7,10),(10,8),-0.0792988 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-0.52457 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.617737 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.24299 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.321009 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.474735 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.499376 # DEPENDENCYPART_GRANDPAR
(7,10),(10,20),-0.483226 # DEPENDENCYPART_GRANDPAR
(7,10),(10,21),-0.930659 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-0.845801 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,8),0.0258354 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),-0.650537 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.266694 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.180264 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.503271 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.6078 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),-0.478693 # DEPENDENCYPART_GRANDPAR
(7,12),(12,18),-1.21327 # DEPENDENCYPART_GRANDPAR
(7,12),(12,20),-0.600697 # DEPENDENCYPART_GRANDPAR
(7,12),(12,21),-0.757348 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),-0.42626 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),-0.353908 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.569464 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.716215 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-0.701156 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),-0.658753 # DEPENDENCYPART_GRANDPAR
(7,14),(14,2),-1.03884 # DEPENDENCYPART_GRANDPAR
(7,14),(14,4),-1.00854 # DEPENDENCYPART_GRANDPAR
(7,14),(14,6),-0.952847 # DEPENDENCYPART_GRANDPAR
(7,14),(14,7),-0.886877 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,14),(14,8),-0.00533603 # DEPENDENCYPART_GRANDPAR
(7,14),(14,9),-0.470689 # DEPENDENCYPART_GRANDPAR
(7,14),(14,10),-0.242751 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),-0.102172 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),-0.340809 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),-0.244759 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),-0.216377 # DEPENDENCYPART_GRANDPAR
(7,14),(14,17),-0.282175 # DEPENDENCYPART_GRANDPAR
(7,14),(14,18),-1.21808 # DEPENDENCYPART_GRANDPAR
(7,14),(14,19),-0.611394 # DEPENDENCYPART_GRANDPAR
(7,14),(14,20),-0.667644 # DEPENDENCYPART_GRANDPAR
(7,14),(14,21),-0.520303 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),-0.349338 # DEPENDENCYPART_GRANDPAR
(7,15),(15,17),-0.345565 # DEPENDENCYPART_GRANDPAR
(7,15),(15,18),-1.15571 # DEPENDENCYPART_GRANDPAR
(7,15),(15,19),-0.366212 # DEPENDENCYPART_GRANDPAR
(7,15),(15,20),-0.421146 # DEPENDENCYPART_GRANDPAR
(7,15),(15,21),-0.852345 # DEPENDENCYPART_GRANDPAR
(7,17),(17,11),-0.108358 # DEPENDENCYPART_GRANDPAR
(7,17),(17,12),-0.265943 # DEPENDENCYPART_GRANDPAR
(7,17),(17,13),-0.17074 # DEPENDENCYPART_GRANDPAR
(7,17),(17,15),-0.398775 # DEPENDENCYPART_GRANDPAR
(7,17),(17,16),-0.594114 # DEPENDENCYPART_GRANDPAR
(7,17),(17,18),-1.26542 # DEPENDENCYPART_GRANDPAR
(7,17),(17,19),-0.694613 # DEPENDENCYPART_GRANDPAR
(7,17),(17,20),-0.750863 # DEPENDENCYPART_GRANDPAR
(7,17),(17,21),-0.574112 # DEPENDENCYPART_GRANDPAR
(7,18),(18,19),-0.619888 # DEPENDENCYPART_GRANDPAR
(7,18),(18,20),-0.680617 # DEPENDENCYPART_GRANDPAR
(7,21),(21,20),-0.814359 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.372001 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),0.310804 # DEPENDENCYPART_GRANDPAR
(8,1),(1,5),-0.311494 # DEPENDENCYPART_GRANDPAR
(8,1),(1,6),-0.454091 # DEPENDENCYPART_GRANDPAR
(8,1),(1,8),-1.23506 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,1),(1,9),-0.853522 # DEPENDENCYPART_GRANDPAR
(8,1),(1,10),-0.708082 # DEPENDENCYPART_GRANDPAR
(8,1),(1,14),-0.589129 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.156229 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),0.315365 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.312838 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),-0.308772 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),-0.401889 # DEPENDENCYPART_GRANDPAR
(8,2),(2,7),-0.290565 # DEPENDENCYPART_GRANDPAR
(8,2),(2,8),-1.2353 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,2),(2,9),-0.853525 # DEPENDENCYPART_GRANDPAR
(8,2),(2,10),-0.708056 # DEPENDENCYPART_GRANDPAR
(8,2),(2,12),-0.808522 # DEPENDENCYPART_GRANDPAR
(8,2),(2,14),-0.58912 # DEPENDENCYPART_GRANDPAR
(8,2),(2,15),-0.548308 # DEPENDENCYPART_GRANDPAR
(8,2),(2,17),-0.417767 # DEPENDENCYPART_GRANDPAR
(8,2),(2,18),-1.16763 # DEPENDENCYPART_GRANDPAR
(8,2),(2,21),-0.928993 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.184095 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.100146 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.170366 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.362869 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-1.1026 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,9),-0.635198 # DEPENDENCYPART_GRANDPAR
(8,4),(4,10),-0.626454 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.311222 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.500592 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.195405 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.403223 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.304805 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),-0.39195 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-1.1943 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-0.756745 # DEPENDENCYPART_GRANDPAR
(8,5),(5,10),-0.622482 # DEPENDENCYPART_GRANDPAR
(8,5),(5,12),-0.76756 # DEPENDENCYPART_GRANDPAR
(8,5),(5,13),-0.462156 # DEPENDENCYPART_GRANDPAR
(8,5),(5,14),-0.554195 # DEPENDENCYPART_GRANDPAR
(8,5),(5,15),-0.46359 # DEPENDENCYPART_GRANDPAR
(8,5),(5,17),-0.38287 # DEPENDENCYPART_GRANDPAR
(8,5),(5,18),-1.11502 # DEPENDENCYPART_GRANDPAR
(8,5),(5,20),-0.81766 # DEPENDENCYPART_GRANDPAR
(8,5),(5,21),-0.888381 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.453423 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.391155 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.529174 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.446875 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.273362 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.23506 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.853522 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.708 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.808282 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-0.509429 # DEPENDENCYPART_GRANDPAR
(8,7),(7,14),-0.589117 # DEPENDENCYPART_GRANDPAR
(8,7),(7,15),-0.54826 # DEPENDENCYPART_GRANDPAR
(8,7),(7,17),-0.417764 # DEPENDENCYPART_GRANDPAR
(8,7),(7,18),-1.16763 # DEPENDENCYPART_GRANDPAR
(8,7),(7,21),-0.928984 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.668427 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.237607 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.933531 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.873443 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.565107 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),-0.132406 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.537425 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),0.0361133 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),0.0767311 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.0244273 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),0.066984 # DEPENDENCYPART_GRANDPAR
(8,10),(10,20),0.0417807 # DEPENDENCYPART_GRANDPAR
(8,10),(10,21),-0.488222 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.135328 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.0970814 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),-1.14637 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-0.42336 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),-0.240067 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),-0.172667 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),0.214709 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.055731 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.0423966 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),0.0792174 # DEPENDENCYPART_GRANDPAR
(8,12),(12,18),-0.752244 # DEPENDENCYPART_GRANDPAR
(8,12),(12,20),-0.0830639 # DEPENDENCYPART_GRANDPAR
(8,12),(12,21),-0.317678 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),-0.24739 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),-0.278187 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.284075 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.270519 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.139407 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-0.102687 # DEPENDENCYPART_GRANDPAR
(8,14),(14,2),-1.10931 # DEPENDENCYPART_GRANDPAR
(8,14),(14,4),-0.964503 # DEPENDENCYPART_GRANDPAR
(8,14),(14,6),-0.988313 # DEPENDENCYPART_GRANDPAR
(8,14),(14,7),-1.10535 # DEPENDENCYPART_GRANDPAR
(8,14),(14,8),-0.492069 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,14),(14,9),-0.0789518 # DEPENDENCYPART_GRANDPAR
(8,14),(14,10),-0.0643069 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),-0.0268554 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),-0.0563445 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),0.147944 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),0.345445 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),0.273929 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),-0.758854 # DEPENDENCYPART_GRANDPAR
(8,14),(14,19),-0.277957 # DEPENDENCYPART_GRANDPAR
(8,14),(14,20),-0.151822 # DEPENDENCYPART_GRANDPAR
(8,14),(14,21),-0.0824406 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),0.0437915 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),0.21288 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),-0.694148 # DEPENDENCYPART_GRANDPAR
(8,15),(15,19),-0.0280541 # DEPENDENCYPART_GRANDPAR
(8,15),(15,20),0.099397 # DEPENDENCYPART_GRANDPAR
(8,15),(15,21),-0.412141 # DEPENDENCYPART_GRANDPAR
(8,17),(17,11),-0.0330414 # DEPENDENCYPART_GRANDPAR
(8,17),(17,12),0.0185214 # DEPENDENCYPART_GRANDPAR
(8,17),(17,13),0.221964 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),0.160697 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),-0.627514 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),-0.806199 # DEPENDENCYPART_GRANDPAR
(8,17),(17,19),-0.361177 # DEPENDENCYPART_GRANDPAR
(8,17),(17,20),-0.235041 # DEPENDENCYPART_GRANDPAR
(8,17),(17,21),-0.13625 # DEPENDENCYPART_GRANDPAR
(8,18),(18,19),-0.286488 # DEPENDENCYPART_GRANDPAR
(8,18),(18,20),-0.164831 # DEPENDENCYPART_GRANDPAR
(8,20),(20,2),-1.15055 # DEPENDENCYPART_GRANDPAR
(8,20),(20,4),-0.989113 # DEPENDENCYPART_GRANDPAR
(8,20),(20,5),-0.980651 # DEPENDENCYPART_GRANDPAR
(8,20),(20,7),-1.14637 # DEPENDENCYPART_GRANDPAR
(8,20),(20,11),-0.160947 # DEPENDENCYPART_GRANDPAR
(8,20),(20,12),0.0220907 # DEPENDENCYPART_GRANDPAR
(8,20),(20,13),0.0877434 # DEPENDENCYPART_GRANDPAR
(8,20),(20,14),0.0774917 # DEPENDENCYPART_GRANDPAR
(8,20),(20,16),-0.755419 # DEPENDENCYPART_GRANDPAR
(8,20),(20,17),0.299282 # DEPENDENCYPART_GRANDPAR
(8,20),(20,18),-0.272111 # DEPENDENCYPART_GRANDPAR
(8,20),(20,19),-0.150637 # DEPENDENCYPART_GRANDPAR
(8,20),(20,21),-0.315318 # DEPENDENCYPART_GRANDPAR
(8,21),(21,20),-0.283066 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.18291 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.182177 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.285464 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.0854859 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.17901 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.232548 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.93419 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.571203 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.850784 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.887004 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.793438 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-0.990289 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-0.982091 # DEPENDENCYPART_GRANDPAR
(9,8),(8,17),-1.05746 # DEPENDENCYPART_GRANDPAR
(9,8),(8,18),-1.21924 # DEPENDENCYPART_GRANDPAR
(9,8),(8,20),-1.17797 # DEPENDENCYPART_GRANDPAR
(9,8),(8,21),-0.868272 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.632396 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.686761 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.69173 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-1.40041 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.408843 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.27031 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.114271 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.388701 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.522863 # DEPENDENCYPART_GRANDPAR
(9,10),(10,20),-0.530993 # DEPENDENCYPART_GRANDPAR
(9,10),(10,21),-0.432809 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.468435 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.441241 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-1.08126 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.078855 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.510435 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-0.0812179 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),-0.0708315 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),-0.396264 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-1.65487 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,12),-0.140836 # DEPENDENCYPART_GRANDPAR
(10,5),(5,13),-0.801656 # DEPENDENCYPART_GRANDPAR
(10,5),(5,14),-0.665151 # DEPENDENCYPART_GRANDPAR
(10,5),(5,15),-0.761585 # DEPENDENCYPART_GRANDPAR
(10,5),(5,17),-0.87295 # DEPENDENCYPART_GRANDPAR
(10,5),(5,18),-2.05824 # DEPENDENCYPART_GRANDPAR
(10,5),(5,20),-0.88065 # DEPENDENCYPART_GRANDPAR
(10,5),(5,21),-0.895055 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.286657 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-0.368499 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.363832 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.0742716 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.376602 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.561325 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.25717 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.408741 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.56838 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.145992 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),0.00170537 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.679562 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.504323 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-0.665105 # DEPENDENCYPART_GRANDPAR
(10,8),(8,17),-0.712093 # DEPENDENCYPART_GRANDPAR
(10,8),(8,18),-1.94593 # DEPENDENCYPART_GRANDPAR
(10,8),(8,20),-0.73817 # DEPENDENCYPART_GRANDPAR
(10,8),(8,21),-0.764348 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.300007 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.55333 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),0.52268 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.399692 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-1.03527 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-1.00982 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-1.26849 # DEPENDENCYPART_GRANDPAR
(10,12),(12,11),0.683703 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),0.0943519 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),0.215056 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),0.0415002 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.0208841 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),-1.84712 # DEPENDENCYPART_GRANDPAR
(10,12),(12,20),0.00445681 # DEPENDENCYPART_GRANDPAR
(10,12),(12,21),-0.250854 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.816334 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),0.860938 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),0.842207 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),0.181941 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),0.121777 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.0448789 # DEPENDENCYPART_GRANDPAR
(10,14),(14,2),-1.26009 # DEPENDENCYPART_GRANDPAR
(10,14),(14,4),-0.840552 # DEPENDENCYPART_GRANDPAR
(10,14),(14,6),-1.45889 # DEPENDENCYPART_GRANDPAR
(10,14),(14,7),-1.17744 # DEPENDENCYPART_GRANDPAR
