# _root_ A spokesman for Dow Jones said he had n't seen the group 's filing , but added , `` obviously Dow Jones disagrees with their conclusions .
#goldHeads=2,6,2,5,3,0,8,6,8,8,12,14,12,10,6,6,16,17,17,23,22,23,17,23,26,24,6,
#predictedHeads=2,6,2,5,3,0,8,6,8,8,12,14,12,10,6,6,16,17,17,23,22,23,17,23,26,24,6,
(6,3),(6,15),-0.225809 # DEPENDENCYPART_SIBL
(6,3),(6,16),0.0842047 # DEPENDENCYPART_SIBL
(6,3),(6,17),0.0820423 # DEPENDENCYPART_SIBL
(6,3),(6,18),-0.225809 # DEPENDENCYPART_SIBL
(6,3),(6,19),0.0680948 # DEPENDENCYPART_SIBL
(6,3),(6,20),-0.0669646 # DEPENDENCYPART_SIBL
(6,3),(6,23),0.000404189 # DEPENDENCYPART_SIBL
(6,3),(6,27),0.0804207 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.539581 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.162462 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.00143633 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.0381445 # DEPENDENCYPART_SIBL
(6,4),(6,10),-0.104967 # DEPENDENCYPART_SIBL
(6,4),(6,14),-0.0819063 # DEPENDENCYPART_SIBL
(6,4),(6,15),-0.0757781 # DEPENDENCYPART_SIBL
(6,4),(6,16),-0.0124793 # DEPENDENCYPART_SIBL
(6,4),(6,17),-0.00414546 # DEPENDENCYPART_SIBL
(6,4),(6,18),-0.0757781 # DEPENDENCYPART_SIBL
(6,4),(6,19),0.00370172 # DEPENDENCYPART_SIBL
(6,4),(6,20),-0.04863 # DEPENDENCYPART_SIBL
(6,4),(6,23),0.000102781 # DEPENDENCYPART_SIBL
(6,4),(6,27),-0.000497335 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.13278 # DEPENDENCYPART_SIBL
(6,5),(6,8),0.0607527 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.0301387 # DEPENDENCYPART_SIBL
(6,5),(6,10),-0.0759857 # DEPENDENCYPART_SIBL
(6,5),(6,14),-0.0618766 # DEPENDENCYPART_SIBL
(6,5),(6,15),-0.0461567 # DEPENDENCYPART_SIBL
(6,5),(6,16),0.0188315 # DEPENDENCYPART_SIBL
(6,5),(6,17),0.0580432 # DEPENDENCYPART_SIBL
(6,5),(6,18),-0.0461567 # DEPENDENCYPART_SIBL
(6,5),(6,19),0.0225687 # DEPENDENCYPART_SIBL
(6,5),(6,20),-0.037652 # DEPENDENCYPART_SIBL
(6,5),(6,23),0.0124397 # DEPENDENCYPART_SIBL
(6,5),(6,27),0.0382639 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.345921 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.0970896 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.113545 # DEPENDENCYPART_SIBL
(6,7),(6,14),-0.106576 # DEPENDENCYPART_SIBL
(6,7),(6,15),-0.0980813 # DEPENDENCYPART_SIBL
(6,7),(6,16),0.00375181 # DEPENDENCYPART_SIBL
(6,7),(6,17),-0.251574 # DEPENDENCYPART_SIBL
(6,7),(6,18),-0.0980813 # DEPENDENCYPART_SIBL
(6,7),(6,19),-0.116163 # DEPENDENCYPART_SIBL
(6,7),(6,20),-0.0482194 # DEPENDENCYPART_SIBL
(6,7),(6,23),-0.121634 # DEPENDENCYPART_SIBL
(6,7),(6,27),-0.14014 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.173989 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.272566 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.246223 # DEPENDENCYPART_SIBL
(6,8),(6,15),-0.0439815 # DEPENDENCYPART_SIBL
(6,8),(6,16),0.142599 # DEPENDENCYPART_SIBL
(6,8),(6,17),-0.701921 # DEPENDENCYPART_SIBL
(6,8),(6,18),-0.0439815 # DEPENDENCYPART_SIBL
(6,8),(6,19),-0.100766 # DEPENDENCYPART_SIBL
(6,8),(6,20),-0.136959 # DEPENDENCYPART_SIBL
(6,8),(6,23),-0.390997 # DEPENDENCYPART_SIBL
(6,8),(6,27),-0.0780205 # DEPENDENCYPART_SIBL
(6,9),(6,10),0.161888 # DEPENDENCYPART_SIBL
(6,9),(6,14),0.0357128 # DEPENDENCYPART_SIBL
(6,9),(6,15),-0.0319789 # DEPENDENCYPART_SIBL
(6,9),(6,16),0.467321 # DEPENDENCYPART_SIBL
(6,9),(6,17),-0.135647 # DEPENDENCYPART_SIBL
(6,9),(6,18),-0.0319789 # DEPENDENCYPART_SIBL
(6,9),(6,19),0.0418005 # DEPENDENCYPART_SIBL
(6,9),(6,20),0.0596107 # DEPENDENCYPART_SIBL
(6,9),(6,23),-0.0708651 # DEPENDENCYPART_SIBL
(6,9),(6,27),-0.00398588 # DEPENDENCYPART_SIBL
(6,10),(6,14),-0.479627 # DEPENDENCYPART_SIBL
(6,10),(6,15),-0.076912 # DEPENDENCYPART_SIBL
(6,10),(6,16),0.0837994 # DEPENDENCYPART_SIBL
(6,10),(6,17),-0.38543 # DEPENDENCYPART_SIBL
(6,10),(6,18),-0.076912 # DEPENDENCYPART_SIBL
(6,10),(6,19),-0.0913425 # DEPENDENCYPART_SIBL
(6,10),(6,20),-0.329378 # DEPENDENCYPART_SIBL
(6,10),(6,23),-0.258203 # DEPENDENCYPART_SIBL
(6,10),(6,27),-0.0946493 # DEPENDENCYPART_SIBL
(6,14),(6,15),0.0310059 # DEPENDENCYPART_SIBL
(6,14),(6,16),0.0869553 # DEPENDENCYPART_SIBL
(6,14),(6,17),-0.257937 # DEPENDENCYPART_SIBL
(6,14),(6,18),0.0310059 # DEPENDENCYPART_SIBL
(6,14),(6,19),0.0460479 # DEPENDENCYPART_SIBL
(6,14),(6,20),0.0141735 # DEPENDENCYPART_SIBL
(6,14),(6,23),-0.11052 # DEPENDENCYPART_SIBL
(6,14),(6,27),-0.113231 # DEPENDENCYPART_SIBL
(6,15),(6,16),1.22708 # DEPENDENCYPART_SIBL
(6,15),(6,17),0.165097 # DEPENDENCYPART_SIBL
(6,15),(6,18),-0.169719 # DEPENDENCYPART_SIBL
(6,15),(6,19),0.318791 # DEPENDENCYPART_SIBL
(6,15),(6,20),0.194097 # DEPENDENCYPART_SIBL
(6,15),(6,23),0.168915 # DEPENDENCYPART_SIBL
(6,15),(6,27),-0.220475 # DEPENDENCYPART_SIBL
(6,16),(6,17),-0.281605 # DEPENDENCYPART_SIBL
(6,16),(6,18),-0.107918 # DEPENDENCYPART_SIBL
(6,16),(6,19),-0.0267615 # DEPENDENCYPART_SIBL
(6,16),(6,20),-0.0359403 # DEPENDENCYPART_SIBL
(6,16),(6,23),-0.168599 # DEPENDENCYPART_SIBL
(6,16),(6,27),0.240348 # DEPENDENCYPART_SIBL
(6,17),(6,18),-0.0540656 # DEPENDENCYPART_SIBL
(6,17),(6,19),-0.0388375 # DEPENDENCYPART_SIBL
(6,17),(6,20),-0.0758555 # DEPENDENCYPART_SIBL
(6,17),(6,23),-0.325294 # DEPENDENCYPART_SIBL
(6,17),(6,27),-0.012512 # DEPENDENCYPART_SIBL
(6,18),(6,19),0.318791 # DEPENDENCYPART_SIBL
(6,18),(6,20),0.194097 # DEPENDENCYPART_SIBL
(6,18),(6,23),0.168915 # DEPENDENCYPART_SIBL
(6,18),(6,27),-0.220475 # DEPENDENCYPART_SIBL
(6,19),(6,20),0.0205751 # DEPENDENCYPART_SIBL
(6,19),(6,23),-0.00375466 # DEPENDENCYPART_SIBL
(6,19),(6,27),-0.0043514 # DEPENDENCYPART_SIBL
(6,20),(6,23),-0.101358 # DEPENDENCYPART_SIBL
(6,20),(6,27),-0.0217295 # DEPENDENCYPART_SIBL
(6,23),(6,27),-0.00681763 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.0517697 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.00580668 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.0124934 # DEPENDENCYPART_SIBL
(7,5),(7,16),0.0271214 # DEPENDENCYPART_SIBL
(7,8),(7,9),-3.89399e-05 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0543295 # DEPENDENCYPART_SIBL
(7,8),(7,16),0.0501027 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.117085 # DEPENDENCYPART_SIBL
(7,9),(7,16),0.177214 # DEPENDENCYPART_SIBL
(7,10),(7,16),0.0281768 # DEPENDENCYPART_SIBL
(8,2),(8,3),-0.00254279 # DEPENDENCYPART_SIBL
(8,2),(8,4),-0.439505 # DEPENDENCYPART_SIBL
(8,2),(8,5),-0.481863 # DEPENDENCYPART_SIBL
(8,2),(8,6),-0.260184 # DEPENDENCYPART_SIBL
(8,2),(8,7),-0.497654 # DEPENDENCYPART_SIBL
(8,2),(8,9),0.0503722 # DEPENDENCYPART_SIBL
(8,2),(8,10),0.111371 # DEPENDENCYPART_SIBL
(8,2),(8,12),-0.0517822 # DEPENDENCYPART_SIBL
(8,2),(8,13),0.0561322 # DEPENDENCYPART_SIBL
(8,2),(8,14),-0.0192308 # DEPENDENCYPART_SIBL
(8,2),(8,15),0.0403671 # DEPENDENCYPART_SIBL
(8,2),(8,16),0.099741 # DEPENDENCYPART_SIBL
(8,2),(8,17),-0.00010528 # DEPENDENCYPART_SIBL
(8,2),(8,18),0.0403671 # DEPENDENCYPART_SIBL
(8,2),(8,19),-0.0160668 # DEPENDENCYPART_SIBL
(8,2),(8,20),0.0436548 # DEPENDENCYPART_SIBL
(8,2),(8,22),-0.0125183 # DEPENDENCYPART_SIBL
(8,2),(8,23),0.0334613 # DEPENDENCYPART_SIBL
(8,2),(8,24),-0.0125939 # DEPENDENCYPART_SIBL
(8,2),(8,26),0.0264842 # DEPENDENCYPART_SIBL
(8,2),(8,27),0.282741 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.00254975 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.0161916 # DEPENDENCYPART_SIBL
(8,3),(8,6),-0.0695629 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.0646549 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.190891 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.0175569 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.0742191 # DEPENDENCYPART_SIBL
(8,3),(8,13),-0.0616751 # DEPENDENCYPART_SIBL
(8,3),(8,14),-0.0415527 # DEPENDENCYPART_SIBL
(8,3),(8,15),-0.114953 # DEPENDENCYPART_SIBL
(8,3),(8,16),-0.016876 # DEPENDENCYPART_SIBL
(8,3),(8,17),-0.00646464 # DEPENDENCYPART_SIBL
(8,3),(8,18),-0.114953 # DEPENDENCYPART_SIBL
(8,3),(8,19),-0.0337168 # DEPENDENCYPART_SIBL
(8,3),(8,20),-0.0944931 # DEPENDENCYPART_SIBL
(8,3),(8,22),-0.059903 # DEPENDENCYPART_SIBL
(8,3),(8,23),-0.0268298 # DEPENDENCYPART_SIBL
(8,3),(8,24),0.0585411 # DEPENDENCYPART_SIBL
(8,3),(8,26),0.000602682 # DEPENDENCYPART_SIBL
(8,3),(8,27),0.0698739 # DEPENDENCYPART_SIBL
(8,4),(8,5),-0.443371 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.169469 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.542372 # DEPENDENCYPART_SIBL
(8,4),(8,9),0.0767179 # DEPENDENCYPART_SIBL
(8,4),(8,10),0.0554326 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.0476317 # DEPENDENCYPART_SIBL
(8,4),(8,13),0.0304951 # DEPENDENCYPART_SIBL
(8,4),(8,14),-0.00539108 # DEPENDENCYPART_SIBL
(8,4),(8,15),-0.00038579 # DEPENDENCYPART_SIBL
(8,4),(8,16),-0.00539354 # DEPENDENCYPART_SIBL
(8,4),(8,17),-0.00859113 # DEPENDENCYPART_SIBL
(8,4),(8,18),-0.00038579 # DEPENDENCYPART_SIBL
(8,4),(8,19),-0.0706321 # DEPENDENCYPART_SIBL
(8,4),(8,20),0.0463502 # DEPENDENCYPART_SIBL
(8,4),(8,22),-0.0358607 # DEPENDENCYPART_SIBL
(8,4),(8,23),-0.0117259 # DEPENDENCYPART_SIBL
(8,4),(8,24),0.0548023 # DEPENDENCYPART_SIBL
(8,4),(8,26),0.0172962 # DEPENDENCYPART_SIBL
(8,4),(8,27),-0.00229831 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.169521 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.543177 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.0712296 # DEPENDENCYPART_SIBL
(8,5),(8,10),0.070925 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.0410907 # DEPENDENCYPART_SIBL
(8,5),(8,13),0.0319285 # DEPENDENCYPART_SIBL
(8,5),(8,14),0.00114996 # DEPENDENCYPART_SIBL
(8,5),(8,15),0.0157582 # DEPENDENCYPART_SIBL
(8,5),(8,16),0.0124285 # DEPENDENCYPART_SIBL
(8,5),(8,17),0.0340478 # DEPENDENCYPART_SIBL
(8,5),(8,18),0.0157582 # DEPENDENCYPART_SIBL
(8,5),(8,19),-0.0652538 # DEPENDENCYPART_SIBL
(8,5),(8,20),0.043834 # DEPENDENCYPART_SIBL
(8,5),(8,22),-0.023057 # DEPENDENCYPART_SIBL
(8,5),(8,23),-0.0124089 # DEPENDENCYPART_SIBL
(8,5),(8,24),0.0537313 # DEPENDENCYPART_SIBL
(8,5),(8,26),0.0227859 # DEPENDENCYPART_SIBL
(8,5),(8,27),0.0171099 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.0191574 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0679912 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.027381 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.0904362 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.0893943 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.0650043 # DEPENDENCYPART_SIBL
(8,6),(8,15),-0.0650906 # DEPENDENCYPART_SIBL
(8,6),(8,16),-0.0957227 # DEPENDENCYPART_SIBL
(8,6),(8,17),-0.119034 # DEPENDENCYPART_SIBL
(8,6),(8,18),-0.0650906 # DEPENDENCYPART_SIBL
(8,6),(8,19),-0.0746351 # DEPENDENCYPART_SIBL
(8,6),(8,20),-0.0531063 # DEPENDENCYPART_SIBL
(8,6),(8,22),0.00200535 # DEPENDENCYPART_SIBL
(8,6),(8,23),-0.11989 # DEPENDENCYPART_SIBL
(8,6),(8,24),-0.0405113 # DEPENDENCYPART_SIBL
(8,6),(8,26),-0.0570452 # DEPENDENCYPART_SIBL
(8,6),(8,27),-0.014086 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.161341 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.206165 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.0288293 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.0592349 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.0510248 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.0851784 # DEPENDENCYPART_SIBL
(8,7),(8,16),-0.10028 # DEPENDENCYPART_SIBL
(8,7),(8,17),0.105628 # DEPENDENCYPART_SIBL
(8,7),(8,18),0.0851784 # DEPENDENCYPART_SIBL
(8,7),(8,19),0.114468 # DEPENDENCYPART_SIBL
(8,7),(8,20),0.0650259 # DEPENDENCYPART_SIBL
(8,7),(8,22),-0.0242682 # DEPENDENCYPART_SIBL
(8,7),(8,23),0.109496 # DEPENDENCYPART_SIBL
(8,7),(8,24),0.119047 # DEPENDENCYPART_SIBL
(8,7),(8,26),-0.00454285 # DEPENDENCYPART_SIBL
(8,7),(8,27),0.240981 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.392805 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.0649727 # DEPENDENCYPART_SIBL
(8,9),(8,13),0.0956337 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.0693574 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.0111851 # DEPENDENCYPART_SIBL
(8,9),(8,16),0.44524 # DEPENDENCYPART_SIBL
(8,9),(8,17),0.107949 # DEPENDENCYPART_SIBL
(8,9),(8,18),-0.0111851 # DEPENDENCYPART_SIBL
(8,9),(8,19),-0.0308175 # DEPENDENCYPART_SIBL
(8,9),(8,20),0.0477045 # DEPENDENCYPART_SIBL
(8,9),(8,22),-0.00551704 # DEPENDENCYPART_SIBL
(8,9),(8,23),-0.0342397 # DEPENDENCYPART_SIBL
(8,9),(8,24),-0.063977 # DEPENDENCYPART_SIBL
(8,9),(8,26),-0.225304 # DEPENDENCYPART_SIBL
(8,9),(8,27),-0.00672894 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.622782 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.236828 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.624455 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.0957838 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.00858666 # DEPENDENCYPART_SIBL
(8,10),(8,17),-0.175224 # DEPENDENCYPART_SIBL
(8,10),(8,18),-0.0957838 # DEPENDENCYPART_SIBL
(8,10),(8,19),-0.231329 # DEPENDENCYPART_SIBL
(8,10),(8,20),-0.398989 # DEPENDENCYPART_SIBL
(8,10),(8,22),-0.380716 # DEPENDENCYPART_SIBL
(8,10),(8,23),-0.262188 # DEPENDENCYPART_SIBL
(8,10),(8,24),-0.424694 # DEPENDENCYPART_SIBL
(8,10),(8,26),-0.50389 # DEPENDENCYPART_SIBL
(8,10),(8,27),-0.0205805 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.0247504 # DEPENDENCYPART_SIBL
(8,12),(8,14),-0.235196 # DEPENDENCYPART_SIBL
(8,12),(8,15),0.107014 # DEPENDENCYPART_SIBL
(8,12),(8,16),0.0271372 # DEPENDENCYPART_SIBL
(8,12),(8,17),0.0356997 # DEPENDENCYPART_SIBL
(8,12),(8,18),0.107014 # DEPENDENCYPART_SIBL
(8,12),(8,19),-0.0121699 # DEPENDENCYPART_SIBL
(8,12),(8,20),0.0118907 # DEPENDENCYPART_SIBL
(8,12),(8,22),-0.0975289 # DEPENDENCYPART_SIBL
(8,12),(8,23),-0.0683381 # DEPENDENCYPART_SIBL
(8,12),(8,24),0.14975 # DEPENDENCYPART_SIBL
(8,12),(8,26),-0.430924 # DEPENDENCYPART_SIBL
(8,12),(8,27),-0.121782 # DEPENDENCYPART_SIBL
(8,13),(8,14),-0.340745 # DEPENDENCYPART_SIBL
(8,13),(8,15),-0.217665 # DEPENDENCYPART_SIBL
(8,13),(8,16),0.021414 # DEPENDENCYPART_SIBL
(8,13),(8,17),0.000362916 # DEPENDENCYPART_SIBL
(8,13),(8,18),-0.217665 # DEPENDENCYPART_SIBL
(8,13),(8,19),-0.0829305 # DEPENDENCYPART_SIBL
(8,13),(8,20),-0.0825279 # DEPENDENCYPART_SIBL
(8,13),(8,22),-0.187553 # DEPENDENCYPART_SIBL
(8,13),(8,23),-0.177387 # DEPENDENCYPART_SIBL
(8,13),(8,24),-0.0227782 # DEPENDENCYPART_SIBL
(8,13),(8,26),-0.316855 # DEPENDENCYPART_SIBL
(8,13),(8,27),-0.109481 # DEPENDENCYPART_SIBL
(8,14),(8,15),0.103238 # DEPENDENCYPART_SIBL
(8,14),(8,16),0.0932904 # DEPENDENCYPART_SIBL
(8,14),(8,17),0.0794693 # DEPENDENCYPART_SIBL
(8,14),(8,18),0.103238 # DEPENDENCYPART_SIBL
(8,14),(8,19),0.0252008 # DEPENDENCYPART_SIBL
(8,14),(8,20),0.0481535 # DEPENDENCYPART_SIBL
(8,14),(8,22),-0.0560498 # DEPENDENCYPART_SIBL
(8,14),(8,23),-0.0297382 # DEPENDENCYPART_SIBL
(8,14),(8,24),0.205022 # DEPENDENCYPART_SIBL
(8,14),(8,26),-0.387406 # DEPENDENCYPART_SIBL
(8,14),(8,27),-0.061908 # DEPENDENCYPART_SIBL
(8,15),(8,16),1.12311 # DEPENDENCYPART_SIBL
(8,15),(8,17),0.501688 # DEPENDENCYPART_SIBL
(8,15),(8,18),-0.0413328 # DEPENDENCYPART_SIBL
(8,15),(8,19),0.213749 # DEPENDENCYPART_SIBL
(8,15),(8,20),0.259718 # DEPENDENCYPART_SIBL
(8,15),(8,22),0.0459725 # DEPENDENCYPART_SIBL
(8,15),(8,23),0.238093 # DEPENDENCYPART_SIBL
(8,15),(8,24),0.482278 # DEPENDENCYPART_SIBL
(8,15),(8,26),0.00143827 # DEPENDENCYPART_SIBL
(8,15),(8,27),0.0282557 # DEPENDENCYPART_SIBL
(8,16),(8,17),-0.0603524 # DEPENDENCYPART_SIBL
(8,16),(8,18),-0.144113 # DEPENDENCYPART_SIBL
(8,16),(8,19),-0.119803 # DEPENDENCYPART_SIBL
(8,16),(8,20),-0.0510581 # DEPENDENCYPART_SIBL
(8,16),(8,22),-0.167589 # DEPENDENCYPART_SIBL
(8,16),(8,23),-0.146842 # DEPENDENCYPART_SIBL
(8,16),(8,24),-0.230471 # DEPENDENCYPART_SIBL
(8,16),(8,26),-0.212874 # DEPENDENCYPART_SIBL
(8,16),(8,27),0.213524 # DEPENDENCYPART_SIBL
(8,17),(8,18),-0.0635466 # DEPENDENCYPART_SIBL
(8,17),(8,19),-0.128784 # DEPENDENCYPART_SIBL
(8,17),(8,20),-0.0996622 # DEPENDENCYPART_SIBL
(8,17),(8,22),-0.197454 # DEPENDENCYPART_SIBL
(8,17),(8,23),-0.284502 # DEPENDENCYPART_SIBL
(8,17),(8,24),-0.130707 # DEPENDENCYPART_SIBL
(8,17),(8,26),-0.338237 # DEPENDENCYPART_SIBL
(8,17),(8,27),0.00653435 # DEPENDENCYPART_SIBL
(8,18),(8,19),0.213749 # DEPENDENCYPART_SIBL
(8,18),(8,20),0.259718 # DEPENDENCYPART_SIBL
(8,18),(8,22),0.0459725 # DEPENDENCYPART_SIBL
(8,18),(8,23),0.238093 # DEPENDENCYPART_SIBL
(8,18),(8,24),0.482278 # DEPENDENCYPART_SIBL
(8,18),(8,26),0.00143827 # DEPENDENCYPART_SIBL
(8,18),(8,27),0.0282557 # DEPENDENCYPART_SIBL
(8,19),(8,20),0.0929007 # DEPENDENCYPART_SIBL
(8,19),(8,22),-0.0177498 # DEPENDENCYPART_SIBL
(8,19),(8,23),0.0965032 # DEPENDENCYPART_SIBL
(8,19),(8,24),-0.0651727 # DEPENDENCYPART_SIBL
(8,19),(8,26),0.0186914 # DEPENDENCYPART_SIBL
(8,19),(8,27),0.0987526 # DEPENDENCYPART_SIBL
(8,20),(8,22),-0.0692228 # DEPENDENCYPART_SIBL
(8,20),(8,23),-0.110586 # DEPENDENCYPART_SIBL
(8,20),(8,24),0.0123245 # DEPENDENCYPART_SIBL
(8,20),(8,26),-0.248017 # DEPENDENCYPART_SIBL
(8,20),(8,27),-0.0747761 # DEPENDENCYPART_SIBL
(8,22),(8,23),-0.0372938 # DEPENDENCYPART_SIBL
(8,22),(8,24),0.100341 # DEPENDENCYPART_SIBL
(8,22),(8,26),-0.220393 # DEPENDENCYPART_SIBL
(8,22),(8,27),-0.00221387 # DEPENDENCYPART_SIBL
(8,23),(8,24),-0.169767 # DEPENDENCYPART_SIBL
(8,23),(8,26),-0.354706 # DEPENDENCYPART_SIBL
(8,23),(8,27),-0.0145473 # DEPENDENCYPART_SIBL
(8,24),(8,26),-0.224414 # DEPENDENCYPART_SIBL
(8,24),(8,27),0.0337638 # DEPENDENCYPART_SIBL
(8,26),(8,27),0.110717 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.0667339 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.0596692 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.145321 # DEPENDENCYPART_SIBL
(10,2),(10,3),0.0185008 # DEPENDENCYPART_SIBL
(10,2),(10,5),-0.0816447 # DEPENDENCYPART_SIBL
(10,2),(10,6),-0.00683396 # DEPENDENCYPART_SIBL
(10,2),(10,7),-0.145593 # DEPENDENCYPART_SIBL
(10,2),(10,9),0.0146877 # DEPENDENCYPART_SIBL
(10,2),(10,11),-0.0314273 # DEPENDENCYPART_SIBL
(10,2),(10,12),-0.0394073 # DEPENDENCYPART_SIBL
(10,2),(10,13),0.0364719 # DEPENDENCYPART_SIBL
(10,2),(10,14),-0.0301569 # DEPENDENCYPART_SIBL
(10,2),(10,15),0.00709905 # DEPENDENCYPART_SIBL
(10,2),(10,16),0.173433 # DEPENDENCYPART_SIBL
(10,2),(10,17),-0.0197931 # DEPENDENCYPART_SIBL
(10,2),(10,18),0.00709905 # DEPENDENCYPART_SIBL
(10,2),(10,19),-0.0544182 # DEPENDENCYPART_SIBL
(10,2),(10,20),0.00187754 # DEPENDENCYPART_SIBL
(10,2),(10,21),-0.039005 # DEPENDENCYPART_SIBL
(10,2),(10,22),-0.0421883 # DEPENDENCYPART_SIBL
(10,2),(10,23),-0.0189588 # DEPENDENCYPART_SIBL
(10,2),(10,24),-0.0622701 # DEPENDENCYPART_SIBL
(10,2),(10,26),0.0327873 # DEPENDENCYPART_SIBL
(10,2),(10,27),0.2721 # DEPENDENCYPART_SIBL
(10,3),(10,5),0.0258526 # DEPENDENCYPART_SIBL
(10,3),(10,6),-0.0611095 # DEPENDENCYPART_SIBL
(10,3),(10,7),0.0239479 # DEPENDENCYPART_SIBL
(10,3),(10,9),-0.102898 # DEPENDENCYPART_SIBL
(10,3),(10,11),-0.063179 # DEPENDENCYPART_SIBL
(10,3),(10,12),-0.0602994 # DEPENDENCYPART_SIBL
(10,3),(10,13),-0.0829484 # DEPENDENCYPART_SIBL
(10,3),(10,14),-0.0545884 # DEPENDENCYPART_SIBL
(10,3),(10,15),-0.0785426 # DEPENDENCYPART_SIBL
(10,3),(10,16),0.100361 # DEPENDENCYPART_SIBL
(10,3),(10,17),-0.0434822 # DEPENDENCYPART_SIBL
(10,3),(10,18),-0.0785426 # DEPENDENCYPART_SIBL
(10,3),(10,19),-0.134306 # DEPENDENCYPART_SIBL
(10,3),(10,20),-0.0327934 # DEPENDENCYPART_SIBL
(10,3),(10,21),-0.0664762 # DEPENDENCYPART_SIBL
(10,3),(10,22),-0.0668791 # DEPENDENCYPART_SIBL
(10,3),(10,23),-0.0576263 # DEPENDENCYPART_SIBL
(10,3),(10,24),-0.0166877 # DEPENDENCYPART_SIBL
(10,3),(10,26),-0.0489832 # DEPENDENCYPART_SIBL
(10,3),(10,27),0.00670545 # DEPENDENCYPART_SIBL
(10,5),(10,6),-0.0277261 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.200185 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.00533962 # DEPENDENCYPART_SIBL
(10,5),(10,11),0.00527967 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.00180267 # DEPENDENCYPART_SIBL
(10,5),(10,13),0.0619195 # DEPENDENCYPART_SIBL
(10,5),(10,14),0.0178145 # DEPENDENCYPART_SIBL
(10,5),(10,15),-0.0368976 # DEPENDENCYPART_SIBL
(10,5),(10,16),0.146697 # DEPENDENCYPART_SIBL
(10,5),(10,17),0.022444 # DEPENDENCYPART_SIBL
(10,5),(10,18),-0.0368976 # DEPENDENCYPART_SIBL
(10,5),(10,19),-0.0493723 # DEPENDENCYPART_SIBL
(10,5),(10,20),-0.00358289 # DEPENDENCYPART_SIBL
(10,5),(10,21),0.00478164 # DEPENDENCYPART_SIBL
(10,5),(10,22),0.00115233 # DEPENDENCYPART_SIBL
(10,5),(10,23),-0.00982958 # DEPENDENCYPART_SIBL
(10,5),(10,24),0.00684735 # DEPENDENCYPART_SIBL
