# _root_ The ad would have run during the World Series tomorrow , replacing the debut commercial of Shearson 's new ad campaign , `` Leadership by Example . ''
#goldHeads=2,3,0,3,4,5,9,9,6,5,5,5,15,15,12,15,21,17,21,21,16,21,21,21,24,25,3,3,
#predictedHeads=2,3,0,3,4,5,10,10,10,6,5,5,15,15,12,15,21,17,21,21,16,21,21,21,24,25,3,3,
(4,8),(8,7),-0.386118 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.258864 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.0964672 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),-0.291192 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),-0.277305 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.0827751 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.0207377 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.0815655 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.133233 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),-0.232028 # DEPENDENCYPART_GRANDPAR
(4,9),(9,22),-0.257608 # DEPENDENCYPART_GRANDPAR
(4,10),(10,1),-1.03174 # DEPENDENCYPART_GRANDPAR
(4,10),(10,2),-0.87248 # DEPENDENCYPART_GRANDPAR
(4,10),(10,6),-0.0424494 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),-0.71525 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),-0.4444 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.420057 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),0.016523 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.124371 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),-0.468631 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),-0.224089 # DEPENDENCYPART_GRANDPAR
(4,10),(10,16),-0.698739 # DEPENDENCYPART_GRANDPAR
(4,10),(10,21),-0.553095 # DEPENDENCYPART_GRANDPAR
(4,10),(10,22),-0.159519 # DEPENDENCYPART_GRANDPAR
(4,10),(10,23),-0.559745 # DEPENDENCYPART_GRANDPAR
(4,10),(10,24),-0.575988 # DEPENDENCYPART_GRANDPAR
(4,10),(10,27),-1.45653 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.128294 # DEPENDENCYPART_GRANDPAR
(4,12),(12,9),-0.336818 # DEPENDENCYPART_GRANDPAR
(4,12),(12,10),-0.120274 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),-0.0641862 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),-0.539497 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),-0.424848 # DEPENDENCYPART_GRANDPAR
(4,12),(12,15),-0.184409 # DEPENDENCYPART_GRANDPAR
(4,12),(12,16),-0.737985 # DEPENDENCYPART_GRANDPAR
(4,12),(12,17),-0.829729 # DEPENDENCYPART_GRANDPAR
(4,12),(12,18),-1.81431 # DEPENDENCYPART_GRANDPAR
(4,12),(12,19),-0.327556 # DEPENDENCYPART_GRANDPAR
(4,12),(12,20),-0.561664 # DEPENDENCYPART_GRANDPAR
(4,12),(12,21),-0.510483 # DEPENDENCYPART_GRANDPAR
(4,12),(12,22),-0.281607 # DEPENDENCYPART_GRANDPAR
(4,12),(12,23),-0.538728 # DEPENDENCYPART_GRANDPAR
(4,12),(12,24),-0.501949 # DEPENDENCYPART_GRANDPAR
(4,12),(12,25),-0.759068 # DEPENDENCYPART_GRANDPAR
(4,12),(12,26),-0.615443 # DEPENDENCYPART_GRANDPAR
(4,12),(12,27),-1.61159 # DEPENDENCYPART_GRANDPAR
(4,12),(12,28),-0.320679 # DEPENDENCYPART_GRANDPAR
(4,15),(15,7),-0.543956 # DEPENDENCYPART_GRANDPAR
(4,15),(15,8),-0.330698 # DEPENDENCYPART_GRANDPAR
(4,15),(15,9),-0.302182 # DEPENDENCYPART_GRANDPAR
(4,15),(15,10),-0.108087 # DEPENDENCYPART_GRANDPAR
(4,15),(15,11),0.206852 # DEPENDENCYPART_GRANDPAR
(4,15),(15,12),0.159782 # DEPENDENCYPART_GRANDPAR
(4,15),(15,13),-0.330977 # DEPENDENCYPART_GRANDPAR
(4,15),(15,14),-0.527144 # DEPENDENCYPART_GRANDPAR
(4,15),(15,16),-0.708208 # DEPENDENCYPART_GRANDPAR
(4,15),(15,17),-0.81676 # DEPENDENCYPART_GRANDPAR
(4,15),(15,18),-2.02842 # DEPENDENCYPART_GRANDPAR
(4,15),(15,19),-0.25224 # DEPENDENCYPART_GRANDPAR
(4,15),(15,20),-0.583857 # DEPENDENCYPART_GRANDPAR
(4,15),(15,21),-0.540661 # DEPENDENCYPART_GRANDPAR
(4,15),(15,22),-0.158483 # DEPENDENCYPART_GRANDPAR
(4,15),(15,23),-0.553436 # DEPENDENCYPART_GRANDPAR
(4,15),(15,24),-0.563554 # DEPENDENCYPART_GRANDPAR
(4,15),(15,25),-0.85373 # DEPENDENCYPART_GRANDPAR
(4,15),(15,26),-0.648706 # DEPENDENCYPART_GRANDPAR
(4,15),(15,27),-1.45157 # DEPENDENCYPART_GRANDPAR
(4,15),(15,28),-0.286492 # DEPENDENCYPART_GRANDPAR
(4,25),(25,23),-0.533671 # DEPENDENCYPART_GRANDPAR
(4,25),(25,24),-0.646944 # DEPENDENCYPART_GRANDPAR
(4,25),(25,26),-0.536687 # DEPENDENCYPART_GRANDPAR
(4,25),(25,27),-1.53273 # DEPENDENCYPART_GRANDPAR
(4,25),(25,28),-0.178587 # DEPENDENCYPART_GRANDPAR
(4,27),(27,25),-0.706635 # DEPENDENCYPART_GRANDPAR
(4,27),(27,26),-0.863175 # DEPENDENCYPART_GRANDPAR
(4,27),(27,28),-0.399499 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.16131 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.344288 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.368421 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.02089 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),0.0439354 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-0.748646 # DEPENDENCYPART_GRANDPAR
(5,2),(2,11),-0.707889 # DEPENDENCYPART_GRANDPAR
(5,2),(2,12),-0.436173 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.815396 # DEPENDENCYPART_GRANDPAR
(5,6),(6,7),-0.38525 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),0.0206516 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),0.234561 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),0.0137189 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),0.0139104 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),0.139696 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),0.155743 # DEPENDENCYPART_GRANDPAR
(5,6),(6,21),-0.128244 # DEPENDENCYPART_GRANDPAR
(5,6),(6,27),-0.421004 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),0.090091 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.168402 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),0.0320679 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.149802 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),-0.125171 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),-0.104182 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.0327443 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.125821 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.120285 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),0.0807171 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.0942047 # DEPENDENCYPART_GRANDPAR
(5,9),(9,22),-0.366796 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),-0.948632 # DEPENDENCYPART_GRANDPAR
(5,10),(10,2),-0.928802 # DEPENDENCYPART_GRANDPAR
(5,10),(10,6),0.425313 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),-0.40122 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),-0.22705 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.0677696 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.182867 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),0.00679984 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.389973 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.130286 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-0.395059 # DEPENDENCYPART_GRANDPAR
(5,10),(10,21),-0.422259 # DEPENDENCYPART_GRANDPAR
(5,10),(10,22),-0.429379 # DEPENDENCYPART_GRANDPAR
(5,10),(10,23),-0.507505 # DEPENDENCYPART_GRANDPAR
(5,10),(10,24),-0.452343 # DEPENDENCYPART_GRANDPAR
(5,10),(10,27),-0.397517 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),0.0712775 # DEPENDENCYPART_GRANDPAR
(5,12),(12,9),-0.106797 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),-0.116994 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),-0.130942 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-0.616458 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),-0.216053 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),0.0405361 # DEPENDENCYPART_GRANDPAR
(5,12),(12,16),-0.415479 # DEPENDENCYPART_GRANDPAR
(5,12),(12,17),-0.192879 # DEPENDENCYPART_GRANDPAR
(5,12),(12,18),-0.926121 # DEPENDENCYPART_GRANDPAR
(5,12),(12,19),-0.429439 # DEPENDENCYPART_GRANDPAR
(5,12),(12,20),-0.11046 # DEPENDENCYPART_GRANDPAR
(5,12),(12,21),-0.249499 # DEPENDENCYPART_GRANDPAR
(5,12),(12,22),-0.303763 # DEPENDENCYPART_GRANDPAR
(5,12),(12,23),-0.418494 # DEPENDENCYPART_GRANDPAR
(5,12),(12,24),-0.254591 # DEPENDENCYPART_GRANDPAR
(5,12),(12,25),0.0371916 # DEPENDENCYPART_GRANDPAR
(5,12),(12,26),-0.471068 # DEPENDENCYPART_GRANDPAR
(5,12),(12,27),-0.49208 # DEPENDENCYPART_GRANDPAR
(5,12),(12,28),-0.223539 # DEPENDENCYPART_GRANDPAR
(5,15),(15,7),-0.315205 # DEPENDENCYPART_GRANDPAR
(5,15),(15,8),-0.190541 # DEPENDENCYPART_GRANDPAR
(5,15),(15,9),-0.0282949 # DEPENDENCYPART_GRANDPAR
(5,15),(15,10),-0.174365 # DEPENDENCYPART_GRANDPAR
(5,15),(15,11),-0.0218324 # DEPENDENCYPART_GRANDPAR
(5,15),(15,12),0.0756454 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),-0.520601 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),-0.387456 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-0.413885 # DEPENDENCYPART_GRANDPAR
(5,15),(15,17),-0.334082 # DEPENDENCYPART_GRANDPAR
(5,15),(15,18),-1.19914 # DEPENDENCYPART_GRANDPAR
(5,15),(15,19),-0.521923 # DEPENDENCYPART_GRANDPAR
(5,15),(15,20),-0.278809 # DEPENDENCYPART_GRANDPAR
(5,15),(15,21),-0.425166 # DEPENDENCYPART_GRANDPAR
(5,15),(15,22),-0.43527 # DEPENDENCYPART_GRANDPAR
(5,15),(15,23),-0.517409 # DEPENDENCYPART_GRANDPAR
(5,15),(15,24),-0.45525 # DEPENDENCYPART_GRANDPAR
(5,15),(15,25),-0.15371 # DEPENDENCYPART_GRANDPAR
(5,15),(15,26),-0.649819 # DEPENDENCYPART_GRANDPAR
(5,15),(15,27),-0.408777 # DEPENDENCYPART_GRANDPAR
(5,15),(15,28),-0.300134 # DEPENDENCYPART_GRANDPAR
(5,16),(16,17),-0.288775 # DEPENDENCYPART_GRANDPAR
(5,16),(16,18),-0.977441 # DEPENDENCYPART_GRANDPAR
(5,16),(16,19),-0.658022 # DEPENDENCYPART_GRANDPAR
(5,16),(16,20),-0.267564 # DEPENDENCYPART_GRANDPAR
(5,16),(16,21),-0.375105 # DEPENDENCYPART_GRANDPAR
(5,16),(16,23),-0.505391 # DEPENDENCYPART_GRANDPAR
(5,16),(16,24),-0.428569 # DEPENDENCYPART_GRANDPAR
(5,16),(16,25),-0.0697757 # DEPENDENCYPART_GRANDPAR
(5,16),(16,26),-0.642011 # DEPENDENCYPART_GRANDPAR
(5,21),(21,7),-0.312796 # DEPENDENCYPART_GRANDPAR
(5,21),(21,8),-0.176061 # DEPENDENCYPART_GRANDPAR
(5,21),(21,10),-0.166348 # DEPENDENCYPART_GRANDPAR
(5,21),(21,13),-0.518192 # DEPENDENCYPART_GRANDPAR
(5,21),(21,14),-0.37944 # DEPENDENCYPART_GRANDPAR
(5,21),(21,15),-0.101986 # DEPENDENCYPART_GRANDPAR
(5,21),(21,17),-0.289364 # DEPENDENCYPART_GRANDPAR
(5,21),(21,18),-0.645001 # DEPENDENCYPART_GRANDPAR
(5,21),(21,19),-0.49469 # DEPENDENCYPART_GRANDPAR
(5,21),(21,20),-0.235892 # DEPENDENCYPART_GRANDPAR
(5,21),(21,22),-0.455518 # DEPENDENCYPART_GRANDPAR
(5,21),(21,23),-0.527543 # DEPENDENCYPART_GRANDPAR
(5,21),(21,24),-0.469488 # DEPENDENCYPART_GRANDPAR
(5,21),(21,25),-0.181299 # DEPENDENCYPART_GRANDPAR
(5,21),(21,26),-0.664061 # DEPENDENCYPART_GRANDPAR
(5,21),(21,27),-0.426873 # DEPENDENCYPART_GRANDPAR
(5,21),(21,28),-0.3212 # DEPENDENCYPART_GRANDPAR
(5,25),(25,23),-0.445549 # DEPENDENCYPART_GRANDPAR
(5,25),(25,24),-0.400382 # DEPENDENCYPART_GRANDPAR
(5,25),(25,26),-0.31544 # DEPENDENCYPART_GRANDPAR
(5,25),(25,27),-0.4754 # DEPENDENCYPART_GRANDPAR
(5,25),(25,28),-0.162181 # DEPENDENCYPART_GRANDPAR
(5,27),(27,25),-0.0367641 # DEPENDENCYPART_GRANDPAR
(5,27),(27,26),-0.721178 # DEPENDENCYPART_GRANDPAR
(5,27),(27,28),-0.368658 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.435106 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.0500568 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.269576 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),-0.0526777 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.53592 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,10),-0.573919 # DEPENDENCYPART_GRANDPAR
(6,2),(2,11),-0.9041 # DEPENDENCYPART_GRANDPAR
(6,2),(2,12),-0.565639 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.0848611 # DEPENDENCYPART_GRANDPAR
(6,8),(8,7),0.956414 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),0.354947 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.270027 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-0.222763 # DEPENDENCYPART_GRANDPAR
(6,9),(9,7),1.07546 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.868348 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),0.363527 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.23819 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),0.127395 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.177967 # DEPENDENCYPART_GRANDPAR
(6,9),(9,22),-0.522784 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),-1.42761 # DEPENDENCYPART_GRANDPAR
(6,10),(10,2),-1.23805 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-1.06279 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),0.592941 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),0.452093 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),0.250179 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.218199 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),0.142794 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.703785 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.137663 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),0.120795 # DEPENDENCYPART_GRANDPAR
(6,10),(10,21),-0.29404 # DEPENDENCYPART_GRANDPAR
(6,10),(10,22),-0.502793 # DEPENDENCYPART_GRANDPAR
(6,10),(10,23),-0.203084 # DEPENDENCYPART_GRANDPAR
(6,10),(10,24),-0.74272 # DEPENDENCYPART_GRANDPAR
(6,10),(10,27),-1.35921 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),0.117507 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),0.495027 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),0.599907 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.0439546 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.527453 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),-0.6177 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),-0.0523977 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),-0.0227454 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),-0.662571 # DEPENDENCYPART_GRANDPAR
(6,12),(12,18),-1.12772 # DEPENDENCYPART_GRANDPAR
(6,12),(12,19),-0.605528 # DEPENDENCYPART_GRANDPAR
(6,12),(12,20),-0.630357 # DEPENDENCYPART_GRANDPAR
(6,12),(12,21),-0.209139 # DEPENDENCYPART_GRANDPAR
(6,12),(12,22),-0.499849 # DEPENDENCYPART_GRANDPAR
(6,12),(12,23),-0.240279 # DEPENDENCYPART_GRANDPAR
(6,12),(12,24),-0.628403 # DEPENDENCYPART_GRANDPAR
(6,12),(12,25),-0.0321218 # DEPENDENCYPART_GRANDPAR
(6,12),(12,26),-1.00151 # DEPENDENCYPART_GRANDPAR
(6,12),(12,27),-1.51519 # DEPENDENCYPART_GRANDPAR
(6,12),(12,28),-0.380546 # DEPENDENCYPART_GRANDPAR
(6,15),(15,7),0.909838 # DEPENDENCYPART_GRANDPAR
(6,15),(15,8),0.662821 # DEPENDENCYPART_GRANDPAR
(6,15),(15,9),0.46563 # DEPENDENCYPART_GRANDPAR
(6,15),(15,10),0.432293 # DEPENDENCYPART_GRANDPAR
(6,15),(15,11),0.0537889 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),0.247206 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),-0.487136 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),-0.619024 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),0.110229 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),-0.705391 # DEPENDENCYPART_GRANDPAR
(6,15),(15,18),-1.34899 # DEPENDENCYPART_GRANDPAR
(6,15),(15,19),-0.662247 # DEPENDENCYPART_GRANDPAR
(6,15),(15,20),-0.721599 # DEPENDENCYPART_GRANDPAR
(6,15),(15,21),-0.308359 # DEPENDENCYPART_GRANDPAR
(6,15),(15,22),-0.520507 # DEPENDENCYPART_GRANDPAR
(6,15),(15,23),-0.224248 # DEPENDENCYPART_GRANDPAR
(6,15),(15,24),-0.757039 # DEPENDENCYPART_GRANDPAR
(6,15),(15,25),-0.133614 # DEPENDENCYPART_GRANDPAR
(6,15),(15,26),-1.10384 # DEPENDENCYPART_GRANDPAR
(6,15),(15,27),-1.38173 # DEPENDENCYPART_GRANDPAR
(6,15),(15,28),-0.490112 # DEPENDENCYPART_GRANDPAR
(6,21),(21,7),0.982641 # DEPENDENCYPART_GRANDPAR
(6,21),(21,8),0.733362 # DEPENDENCYPART_GRANDPAR
(6,21),(21,10),0.508025 # DEPENDENCYPART_GRANDPAR
(6,21),(21,13),-0.414333 # DEPENDENCYPART_GRANDPAR
(6,21),(21,14),-0.543293 # DEPENDENCYPART_GRANDPAR
(6,21),(21,15),0.0746515 # DEPENDENCYPART_GRANDPAR
(6,21),(21,17),-0.594312 # DEPENDENCYPART_GRANDPAR
(6,21),(21,18),-0.477743 # DEPENDENCYPART_GRANDPAR
(6,21),(21,19),-0.458923 # DEPENDENCYPART_GRANDPAR
(6,21),(21,20),-0.526131 # DEPENDENCYPART_GRANDPAR
(6,21),(21,22),-0.462975 # DEPENDENCYPART_GRANDPAR
(6,21),(21,23),-0.167801 # DEPENDENCYPART_GRANDPAR
(6,21),(21,24),-0.700814 # DEPENDENCYPART_GRANDPAR
(6,21),(21,25),-0.0793022 # DEPENDENCYPART_GRANDPAR
(6,21),(21,26),-1.04762 # DEPENDENCYPART_GRANDPAR
(6,21),(21,27),-1.33168 # DEPENDENCYPART_GRANDPAR
(6,21),(21,28),-0.443101 # DEPENDENCYPART_GRANDPAR
(6,27),(27,25),-0.339609 # DEPENDENCYPART_GRANDPAR
(6,27),(27,26),-1.26973 # DEPENDENCYPART_GRANDPAR
(6,27),(27,28),-0.664751 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),0.0343251 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),-0.170864 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.494297 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.407642 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.550784 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.398331 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-0.597575 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),-0.506478 # DEPENDENCYPART_GRANDPAR
(7,12),(12,18),-0.923814 # DEPENDENCYPART_GRANDPAR
(7,12),(12,19),-0.676592 # DEPENDENCYPART_GRANDPAR
(7,12),(12,20),-0.637516 # DEPENDENCYPART_GRANDPAR
(7,12),(12,21),-0.630279 # DEPENDENCYPART_GRANDPAR
(7,12),(12,22),-0.557007 # DEPENDENCYPART_GRANDPAR
(7,12),(12,23),-0.990279 # DEPENDENCYPART_GRANDPAR
(7,12),(12,24),-0.690545 # DEPENDENCYPART_GRANDPAR
(7,12),(12,25),-0.809329 # DEPENDENCYPART_GRANDPAR
(7,12),(12,26),-0.839307 # DEPENDENCYPART_GRANDPAR
(7,12),(12,27),-1.49827 # DEPENDENCYPART_GRANDPAR
(7,12),(12,28),-1.02848 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-1.03213 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-1.003 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.947553 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.525024 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.425883 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.675268 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.949384 # DEPENDENCYPART_GRANDPAR
(8,9),(9,22),-0.713139 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.680203 # DEPENDENCYPART_GRANDPAR
(8,15),(15,7),-1.10656 # DEPENDENCYPART_GRANDPAR
(8,15),(15,8),-1.02812 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,15),(15,9),0.0621632 # DEPENDENCYPART_GRANDPAR
(8,15),(15,10),-0.0747573 # DEPENDENCYPART_GRANDPAR
(8,15),(15,11),-0.395831 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),-0.339986 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),-0.532904 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),-0.452131 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.386623 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),-0.477742 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),-1.35043 # DEPENDENCYPART_GRANDPAR
(8,15),(15,19),-0.847421 # DEPENDENCYPART_GRANDPAR
(8,15),(15,20),-0.990176 # DEPENDENCYPART_GRANDPAR
(8,15),(15,21),-0.82134 # DEPENDENCYPART_GRANDPAR
(8,15),(15,22),-0.788764 # DEPENDENCYPART_GRANDPAR
(8,15),(15,23),-0.846901 # DEPENDENCYPART_GRANDPAR
(8,15),(15,24),-1.11483 # DEPENDENCYPART_GRANDPAR
(8,15),(15,25),-1.0264 # DEPENDENCYPART_GRANDPAR
(8,15),(15,26),-1.37384 # DEPENDENCYPART_GRANDPAR
(8,15),(15,27),-1.14277 # DEPENDENCYPART_GRANDPAR
(8,15),(15,28),-0.684738 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.70143 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.355421 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.62282 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,11),-1.34012 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-0.839805 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-1.24595 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-1.11464 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.660936 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.979931 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.964821 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.908864 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.664675 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.253991 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.143317 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.1637 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.161235 # DEPENDENCYPART_GRANDPAR
(9,10),(10,21),-0.224167 # DEPENDENCYPART_GRANDPAR
(9,10),(10,22),-0.508632 # DEPENDENCYPART_GRANDPAR
(9,10),(10,23),-0.572963 # DEPENDENCYPART_GRANDPAR
(9,10),(10,24),-0.460956 # DEPENDENCYPART_GRANDPAR
(9,10),(10,27),-0.740705 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.345292 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-1.02939 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),0.300634 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.718816 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.861459 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.231846 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.255395 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.507712 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.349785 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),-0.964179 # DEPENDENCYPART_GRANDPAR
(9,12),(12,19),-0.656185 # DEPENDENCYPART_GRANDPAR
(9,12),(12,20),-0.453287 # DEPENDENCYPART_GRANDPAR
(9,12),(12,21),-0.315081 # DEPENDENCYPART_GRANDPAR
(9,12),(12,22),-0.463199 # DEPENDENCYPART_GRANDPAR
(9,12),(12,23),-0.623219 # DEPENDENCYPART_GRANDPAR
(9,12),(12,24),-0.525643 # DEPENDENCYPART_GRANDPAR
(9,12),(12,25),-0.668646 # DEPENDENCYPART_GRANDPAR
