# _root_ Within about six months , `` things will be moving in the right direction , '' he predicts .
#goldHeads=8,4,2,1,8,8,8,18,8,9,10,14,14,11,8,8,18,0,18,
#predictedHeads=18,4,2,1,8,8,8,18,8,9,10,14,14,11,18,18,18,0,18,
(4,18),(18,13),-0.240688 # DEPENDENCYPART_GRANDPAR
(4,18),(18,14),-0.162779 # DEPENDENCYPART_GRANDPAR
(4,18),(18,15),-0.363362 # DEPENDENCYPART_GRANDPAR
(4,18),(18,16),-0.194359 # DEPENDENCYPART_GRANDPAR
(4,18),(18,17),-0.172658 # DEPENDENCYPART_GRANDPAR
(4,18),(18,19),-0.643986 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),0.00891081 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.0139182 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.045714 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.79732 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.408357 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.575339 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.566942 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.7908 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-0.715201 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-0.754168 # DEPENDENCYPART_GRANDPAR
(5,4),(4,14),-0.971 # DEPENDENCYPART_GRANDPAR
(5,4),(4,15),-0.885193 # DEPENDENCYPART_GRANDPAR
(5,4),(4,16),-0.850021 # DEPENDENCYPART_GRANDPAR
(5,4),(4,18),-0.553188 # DEPENDENCYPART_GRANDPAR
(5,4),(4,19),-0.874856 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.063258 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.0942004 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.209854 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.161284 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.47947 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.33771 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.668295 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.754966 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.624056 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-0.742754 # DEPENDENCYPART_GRANDPAR
(6,4),(4,14),-0.671162 # DEPENDENCYPART_GRANDPAR
(6,4),(4,15),-0.722532 # DEPENDENCYPART_GRANDPAR
(6,4),(4,16),-0.628343 # DEPENDENCYPART_GRANDPAR
(6,4),(4,18),-0.750136 # DEPENDENCYPART_GRANDPAR
(6,4),(4,19),-0.834215 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.37552 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-0.373509 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.660139 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.810943 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.804404 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.779107 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.993077 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.17154 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.331936 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.285405 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.372039 # DEPENDENCYPART_GRANDPAR
(6,7),(7,15),-0.180673 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),-0.0936691 # DEPENDENCYPART_GRANDPAR
(6,7),(7,18),-0.318416 # DEPENDENCYPART_GRANDPAR
(6,7),(7,19),-0.377582 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-0.457011 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-0.622385 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.757027 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.746792 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.611928 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-1.05706 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.189881 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.0966075 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.263473 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.353555 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.189822 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-0.178648 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.175815 # DEPENDENCYPART_GRANDPAR
(6,8),(8,18),-0.351253 # DEPENDENCYPART_GRANDPAR
(6,8),(8,19),-0.367857 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.135207 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.531288 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),-0.244494 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),-0.300581 # DEPENDENCYPART_GRANDPAR
(7,1),(1,6),-0.330625 # DEPENDENCYPART_GRANDPAR
(7,1),(1,7),-1.16246 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,1),(1,8),-0.566454 # DEPENDENCYPART_GRANDPAR
(7,1),(1,9),-0.849025 # DEPENDENCYPART_GRANDPAR
(7,1),(1,10),-0.58166 # DEPENDENCYPART_GRANDPAR
(7,1),(1,11),-0.689438 # DEPENDENCYPART_GRANDPAR
(7,1),(1,15),-0.822529 # DEPENDENCYPART_GRANDPAR
(7,1),(1,16),-0.726774 # DEPENDENCYPART_GRANDPAR
(7,1),(1,18),-0.793874 # DEPENDENCYPART_GRANDPAR
(7,1),(1,19),-1.03521 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.474742 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),0.359265 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-0.196834 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),-0.169267 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),-0.184687 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-1.10986 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,8),-0.520754 # DEPENDENCYPART_GRANDPAR
(7,2),(2,10),-0.578711 # DEPENDENCYPART_GRANDPAR
(7,2),(2,11),-0.683466 # DEPENDENCYPART_GRANDPAR
(7,2),(2,15),-0.80583 # DEPENDENCYPART_GRANDPAR
(7,2),(2,18),-0.743825 # DEPENDENCYPART_GRANDPAR
(7,2),(2,19),-1.01653 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.543334 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.0569802 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.353262 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.251815 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),-0.293998 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-1.08992 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,8),-0.521676 # DEPENDENCYPART_GRANDPAR
(7,3),(3,10),-0.563544 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.557481 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),0.0614092 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.24817 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.340644 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),-0.298911 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.1518 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.562562 # DEPENDENCYPART_GRANDPAR
(7,4),(4,9),-0.861554 # DEPENDENCYPART_GRANDPAR
(7,4),(4,10),-0.532873 # DEPENDENCYPART_GRANDPAR
(7,4),(4,11),-0.738559 # DEPENDENCYPART_GRANDPAR
(7,4),(4,14),-0.706908 # DEPENDENCYPART_GRANDPAR
(7,4),(4,15),-0.942944 # DEPENDENCYPART_GRANDPAR
(7,4),(4,16),-0.754215 # DEPENDENCYPART_GRANDPAR
(7,4),(4,18),-0.770311 # DEPENDENCYPART_GRANDPAR
(7,4),(4,19),-1.05406 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.46086 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.353372 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.299291 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.07653 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.509116 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-1.18417 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-0.565045 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.840722 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.799494 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.735172 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.607595 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.569475 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.0393064 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.106172 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),0.068994 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.134586 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.333218 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-0.311196 # DEPENDENCYPART_GRANDPAR
(7,8),(8,18),-0.329322 # DEPENDENCYPART_GRANDPAR
(7,8),(8,19),-0.574669 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-1.22931 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-0.569565 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.85141 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.817047 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.79138 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.523937 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,10),-0.0311885 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),0.0921176 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.299341 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.103195 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.301716 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.293001 # DEPENDENCYPART_GRANDPAR
(7,9),(9,18),-0.365858 # DEPENDENCYPART_GRANDPAR
(7,9),(9,19),-0.59701 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-1.30797 # DEPENDENCYPART_GRANDPAR
(7,10),(10,2),-0.708674 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-0.943349 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-0.904033 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.848706 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.662063 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),-0.211035 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-0.469142 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),0.0890035 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.549629 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.414712 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.0627886 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.318386 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.249727 # DEPENDENCYPART_GRANDPAR
(7,10),(10,17),-0.370786 # DEPENDENCYPART_GRANDPAR
(7,10),(10,18),-0.375867 # DEPENDENCYPART_GRANDPAR
(7,10),(10,19),-0.699833 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-0.128175 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.456321 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.38181 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.034992 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.286715 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.218984 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),-0.40174 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),-0.44244 # DEPENDENCYPART_GRANDPAR
(7,11),(11,19),-0.695388 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),-0.376732 # DEPENDENCYPART_GRANDPAR
(7,18),(18,1),-1.23606 # DEPENDENCYPART_GRANDPAR
(7,18),(18,2),-0.55924 # DEPENDENCYPART_GRANDPAR
(7,18),(18,3),-0.844838 # DEPENDENCYPART_GRANDPAR
(7,18),(18,4),-0.840015 # DEPENDENCYPART_GRANDPAR
(7,18),(18,5),-0.773727 # DEPENDENCYPART_GRANDPAR
(7,18),(18,6),-0.645762 # DEPENDENCYPART_GRANDPAR
(7,18),(18,7),-0.6612 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,18),(18,8),-0.0295394 # DEPENDENCYPART_GRANDPAR
(7,18),(18,9),-0.336423 # DEPENDENCYPART_GRANDPAR
(7,18),(18,10),-0.0565551 # DEPENDENCYPART_GRANDPAR
(7,18),(18,11),-0.0200465 # DEPENDENCYPART_GRANDPAR
(7,18),(18,12),-0.41333 # DEPENDENCYPART_GRANDPAR
(7,18),(18,13),-0.312955 # DEPENDENCYPART_GRANDPAR
(7,18),(18,14),-0.022267 # DEPENDENCYPART_GRANDPAR
(7,18),(18,15),-0.423072 # DEPENDENCYPART_GRANDPAR
(7,18),(18,16),-0.268209 # DEPENDENCYPART_GRANDPAR
(7,18),(18,17),-0.0710391 # DEPENDENCYPART_GRANDPAR
(7,18),(18,19),-0.678606 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.332055 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),-0.688749 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),-0.0366817 # DEPENDENCYPART_GRANDPAR
(8,1),(1,5),-0.266956 # DEPENDENCYPART_GRANDPAR
(8,1),(1,6),-0.556427 # DEPENDENCYPART_GRANDPAR
(8,1),(1,7),-0.153316 # DEPENDENCYPART_GRANDPAR
(8,1),(1,8),-1.20767 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,1),(1,9),-0.237953 # DEPENDENCYPART_GRANDPAR
(8,1),(1,10),-0.344596 # DEPENDENCYPART_GRANDPAR
(8,1),(1,11),-0.233623 # DEPENDENCYPART_GRANDPAR
(8,1),(1,15),-0.821421 # DEPENDENCYPART_GRANDPAR
(8,1),(1,16),-0.700747 # DEPENDENCYPART_GRANDPAR
(8,1),(1,18),-0.54831 # DEPENDENCYPART_GRANDPAR
(8,1),(1,19),-0.975293 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.23008 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.477234 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.242762 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),-0.321186 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),-0.699881 # DEPENDENCYPART_GRANDPAR
(8,2),(2,7),-0.335209 # DEPENDENCYPART_GRANDPAR
(8,2),(2,8),-1.12861 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,2),(2,10),-0.329286 # DEPENDENCYPART_GRANDPAR
(8,2),(2,11),-0.216268 # DEPENDENCYPART_GRANDPAR
(8,2),(2,15),-0.792362 # DEPENDENCYPART_GRANDPAR
(8,2),(2,18),-0.48311 # DEPENDENCYPART_GRANDPAR
(8,2),(2,19),-0.944243 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.158503 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.291965 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.0914135 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.0556436 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),-0.487606 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),-0.157432 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-1.12224 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,10),-0.306613 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.0841044 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.190553 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.587733 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.104501 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.466423 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),-0.164696 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-1.04704 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,9),-0.103952 # DEPENDENCYPART_GRANDPAR
(8,4),(4,10),-0.142721 # DEPENDENCYPART_GRANDPAR
(8,4),(4,11),-0.0861311 # DEPENDENCYPART_GRANDPAR
(8,4),(4,14),-0.477211 # DEPENDENCYPART_GRANDPAR
(8,4),(4,15),-0.794696 # DEPENDENCYPART_GRANDPAR
(8,4),(4,16),-0.582226 # DEPENDENCYPART_GRANDPAR
(8,4),(4,18),-0.376838 # DEPENDENCYPART_GRANDPAR
(8,4),(4,19),-0.848375 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.1741 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.214848 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.130102 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.22011 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.12116 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,1),-0.0836222 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.215883 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.537411 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.164625 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.147297 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.551419 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.0477 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.105773 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.143472 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.0853503 # DEPENDENCYPART_GRANDPAR
(8,7),(7,15),-0.79515 # DEPENDENCYPART_GRANDPAR
(8,7),(7,16),-0.582682 # DEPENDENCYPART_GRANDPAR
(8,7),(7,18),-0.377296 # DEPENDENCYPART_GRANDPAR
(8,7),(7,19),-0.84883 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-0.272215 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-0.37522 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.489471 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.518246 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.777597 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.554598 # DEPENDENCYPART_GRANDPAR
(8,9),(9,10),0.33349 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),0.331055 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),0.167753 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),0.0289976 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.111657 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.105619 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),-0.108008 # DEPENDENCYPART_GRANDPAR
(8,9),(9,19),-0.520901 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-0.430586 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),-0.680913 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-0.664891 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.715426 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.964369 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.729633 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.479242 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.315294 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),0.142525 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.43836 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.128456 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.22872 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.320664 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.249593 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),-0.233091 # DEPENDENCYPART_GRANDPAR
(8,10),(10,18),-0.190914 # DEPENDENCYPART_GRANDPAR
(8,10),(10,19),-0.72399 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.233974 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.376515 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.170463 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.124866 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.250264 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.198475 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-0.2681 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-0.203331 # DEPENDENCYPART_GRANDPAR
(8,11),(11,19),-0.708902 # DEPENDENCYPART_GRANDPAR
(8,14),(14,2),-0.591476 # DEPENDENCYPART_GRANDPAR
(8,14),(14,6),-0.897662 # DEPENDENCYPART_GRANDPAR
(8,14),(14,7),-0.600971 # DEPENDENCYPART_GRANDPAR
(8,14),(14,10),0.27001 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),-0.294726 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.0419378 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.27143 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.171259 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.189784 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),-0.061647 # DEPENDENCYPART_GRANDPAR
(8,14),(14,19),-0.525704 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-0.195776 # DEPENDENCYPART_GRANDPAR
(8,18),(18,1),-0.495143 # DEPENDENCYPART_GRANDPAR
(8,18),(18,2),-0.634459 # DEPENDENCYPART_GRANDPAR
(8,18),(18,3),-1.05721 # DEPENDENCYPART_GRANDPAR
(8,18),(18,4),-0.669011 # DEPENDENCYPART_GRANDPAR
(8,18),(18,5),-0.689714 # DEPENDENCYPART_GRANDPAR
(8,18),(18,6),-0.861609 # DEPENDENCYPART_GRANDPAR
(8,18),(18,7),-0.733783 # DEPENDENCYPART_GRANDPAR
(8,18),(18,8),-0.530736 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,18),(18,9),0.205633 # DEPENDENCYPART_GRANDPAR
(8,18),(18,10),0.168078 # DEPENDENCYPART_GRANDPAR
(8,18),(18,11),0.108327 # DEPENDENCYPART_GRANDPAR
(8,18),(18,12),-0.518741 # DEPENDENCYPART_GRANDPAR
(8,18),(18,13),-0.161481 # DEPENDENCYPART_GRANDPAR
(8,18),(18,14),-0.0888884 # DEPENDENCYPART_GRANDPAR
(8,18),(18,15),-0.391006 # DEPENDENCYPART_GRANDPAR
(8,18),(18,16),-0.327622 # DEPENDENCYPART_GRANDPAR
(8,18),(18,17),-0.141273 # DEPENDENCYPART_GRANDPAR
(8,18),(18,19),-0.569329 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-0.103138 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.368476 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),-0.0511521 # DEPENDENCYPART_GRANDPAR
(9,1),(1,5),-0.515234 # DEPENDENCYPART_GRANDPAR
(9,1),(1,6),-0.274725 # DEPENDENCYPART_GRANDPAR
(9,1),(1,7),-0.208814 # DEPENDENCYPART_GRANDPAR
(9,1),(1,8),-0.319335 # DEPENDENCYPART_GRANDPAR
(9,1),(1,9),-1.14571 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,1),(1,10),-0.0200404 # DEPENDENCYPART_GRANDPAR
(9,1),(1,11),-0.283335 # DEPENDENCYPART_GRANDPAR
(9,1),(1,15),-0.493156 # DEPENDENCYPART_GRANDPAR
(9,1),(1,16),-0.737069 # DEPENDENCYPART_GRANDPAR
(9,1),(1,18),-0.579778 # DEPENDENCYPART_GRANDPAR
(9,1),(1,19),-1.06803 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),0.0658073 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.0656723 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),-0.172968 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),-0.449764 # DEPENDENCYPART_GRANDPAR
(9,2),(2,6),-0.278716 # DEPENDENCYPART_GRANDPAR
(9,2),(2,7),-0.312207 # DEPENDENCYPART_GRANDPAR
(9,2),(2,8),-0.379841 # DEPENDENCYPART_GRANDPAR
(9,2),(2,10),-0.0320918 # DEPENDENCYPART_GRANDPAR
(9,2),(2,11),-0.285125 # DEPENDENCYPART_GRANDPAR
(9,2),(2,15),-0.491912 # DEPENDENCYPART_GRANDPAR
(9,2),(2,18),-0.544784 # DEPENDENCYPART_GRANDPAR
(9,2),(2,19),-1.06477 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.0834722 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),0.0812044 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.211015 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.357583 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.207407 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),-0.287145 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),-0.343928 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-1.18151 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,10),0.00542406 # DEPENDENCYPART_GRANDPAR
(9,4),(4,11),-0.360032 # DEPENDENCYPART_GRANDPAR
(9,4),(4,14),-0.617431 # DEPENDENCYPART_GRANDPAR
(9,4),(4,15),-0.631315 # DEPENDENCYPART_GRANDPAR
(9,4),(4,16),-0.787979 # DEPENDENCYPART_GRANDPAR
(9,4),(4,18),-0.580507 # DEPENDENCYPART_GRANDPAR
(9,4),(4,19),-1.11065 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.143882 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.103416 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.305035 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.264009 # DEPENDENCYPART_GRANDPAR
