# _root_ On the screens , only two forlorn blue figures remained , but the index had recovered a few points and was off about 140 .
#goldHeads=10,3,1,10,9,9,9,9,10,0,10,10,14,15,12,15,19,19,16,15,20,21,22,23,10,
#predictedHeads=10,3,1,10,9,5,9,9,10,0,10,10,14,15,12,15,19,19,16,15,20,21,22,23,10,
(1,3),(3,23),-0.984604 # DEPENDENCYPART_GRANDPAR
(1,3),(3,25),-1.91935 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-0.928596 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,3),0.61608 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),-0.346316 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-0.456001 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-0.549244 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),-0.601207 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),-0.550196 # DEPENDENCYPART_GRANDPAR
(1,5),(5,10),-0.120519 # DEPENDENCYPART_GRANDPAR
(1,5),(5,11),-0.631339 # DEPENDENCYPART_GRANDPAR
(1,5),(5,12),-0.618363 # DEPENDENCYPART_GRANDPAR
(1,5),(5,14),-0.942397 # DEPENDENCYPART_GRANDPAR
(1,5),(5,15),-0.285734 # DEPENDENCYPART_GRANDPAR
(1,5),(5,16),-0.882836 # DEPENDENCYPART_GRANDPAR
(1,5),(5,20),-0.514893 # DEPENDENCYPART_GRANDPAR
(1,5),(5,24),-1.84488 # DEPENDENCYPART_GRANDPAR
(1,5),(5,25),-2.10562 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-0.863117 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),0.958348 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),0.852373 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),-0.00337194 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),0.116665 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-0.416852 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),-0.468815 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),-0.292688 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),0.125455 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),-0.256409 # DEPENDENCYPART_GRANDPAR
(1,6),(6,12),-0.364297 # DEPENDENCYPART_GRANDPAR
(1,6),(6,14),-0.734175 # DEPENDENCYPART_GRANDPAR
(1,6),(6,15),-0.0389396 # DEPENDENCYPART_GRANDPAR
(1,7),(7,1),-0.851599 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,7),(7,3),0.835611 # DEPENDENCYPART_GRANDPAR
(1,7),(7,4),-0.279718 # DEPENDENCYPART_GRANDPAR
(1,7),(7,5),-0.0417481 # DEPENDENCYPART_GRANDPAR
(1,7),(7,6),0.0760775 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),-0.561681 # DEPENDENCYPART_GRANDPAR
(1,7),(7,11),-0.541796 # DEPENDENCYPART_GRANDPAR
(1,7),(7,12),-0.509929 # DEPENDENCYPART_GRANDPAR
(1,7),(7,15),-0.237713 # DEPENDENCYPART_GRANDPAR
(1,9),(9,1),-0.927253 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,9),(9,2),0.704463 # DEPENDENCYPART_GRANDPAR
(1,9),(9,3),0.681752 # DEPENDENCYPART_GRANDPAR
(1,9),(9,4),-0.133651 # DEPENDENCYPART_GRANDPAR
(1,9),(9,5),-0.167198 # DEPENDENCYPART_GRANDPAR
(1,9),(9,6),0.0124722 # DEPENDENCYPART_GRANDPAR
(1,9),(9,7),-0.336579 # DEPENDENCYPART_GRANDPAR
(1,9),(9,8),-0.365701 # DEPENDENCYPART_GRANDPAR
(1,9),(9,10),0.030705 # DEPENDENCYPART_GRANDPAR
(1,9),(9,11),-0.603878 # DEPENDENCYPART_GRANDPAR
(1,9),(9,12),-0.5974 # DEPENDENCYPART_GRANDPAR
(1,9),(9,14),-0.702731 # DEPENDENCYPART_GRANDPAR
(1,9),(9,15),-0.145507 # DEPENDENCYPART_GRANDPAR
(1,9),(9,16),-0.717655 # DEPENDENCYPART_GRANDPAR
(1,9),(9,19),-0.563769 # DEPENDENCYPART_GRANDPAR
(1,10),(10,1),-1.06236 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,10),(10,3),0.437374 # DEPENDENCYPART_GRANDPAR
(1,10),(10,4),-0.616589 # DEPENDENCYPART_GRANDPAR
(1,10),(10,5),-0.387903 # DEPENDENCYPART_GRANDPAR
(1,10),(10,6),-0.278625 # DEPENDENCYPART_GRANDPAR
(1,10),(10,7),-0.639139 # DEPENDENCYPART_GRANDPAR
(1,10),(10,8),-0.681408 # DEPENDENCYPART_GRANDPAR
(1,10),(10,9),-0.528615 # DEPENDENCYPART_GRANDPAR
(1,10),(10,11),-0.684449 # DEPENDENCYPART_GRANDPAR
(1,10),(10,12),-0.629314 # DEPENDENCYPART_GRANDPAR
(1,10),(10,14),-0.65064 # DEPENDENCYPART_GRANDPAR
(1,10),(10,15),-0.337693 # DEPENDENCYPART_GRANDPAR
(1,10),(10,16),-0.758673 # DEPENDENCYPART_GRANDPAR
(1,10),(10,19),-0.599444 # DEPENDENCYPART_GRANDPAR
(1,10),(10,20),-0.505848 # DEPENDENCYPART_GRANDPAR
(1,10),(10,21),-1.54444 # DEPENDENCYPART_GRANDPAR
(1,10),(10,22),-0.458807 # DEPENDENCYPART_GRANDPAR
(1,10),(10,23),-1.2132 # DEPENDENCYPART_GRANDPAR
(1,10),(10,25),-2.18769 # DEPENDENCYPART_GRANDPAR
(1,12),(12,13),-0.71137 # DEPENDENCYPART_GRANDPAR
(1,12),(12,14),-0.846639 # DEPENDENCYPART_GRANDPAR
(1,12),(12,15),-0.3625 # DEPENDENCYPART_GRANDPAR
(1,12),(12,16),-0.773845 # DEPENDENCYPART_GRANDPAR
(1,12),(12,19),-0.873967 # DEPENDENCYPART_GRANDPAR
(1,12),(12,20),-0.494418 # DEPENDENCYPART_GRANDPAR
(1,12),(12,21),-1.5757 # DEPENDENCYPART_GRANDPAR
(1,12),(12,22),-0.164082 # DEPENDENCYPART_GRANDPAR
(1,15),(15,1),-1.03495 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,15),(15,3),0.423559 # DEPENDENCYPART_GRANDPAR
(1,15),(15,4),-0.588985 # DEPENDENCYPART_GRANDPAR
(1,15),(15,5),-0.400914 # DEPENDENCYPART_GRANDPAR
(1,15),(15,6),-0.279602 # DEPENDENCYPART_GRANDPAR
(1,15),(15,7),-0.637392 # DEPENDENCYPART_GRANDPAR
(1,15),(15,8),-0.679662 # DEPENDENCYPART_GRANDPAR
(1,15),(15,9),-0.542224 # DEPENDENCYPART_GRANDPAR
(1,15),(15,10),-0.162449 # DEPENDENCYPART_GRANDPAR
(1,15),(15,11),-0.679945 # DEPENDENCYPART_GRANDPAR
(1,15),(15,12),-0.620229 # DEPENDENCYPART_GRANDPAR
(1,15),(15,13),-1.06226 # DEPENDENCYPART_GRANDPAR
(1,15),(15,14),-0.870119 # DEPENDENCYPART_GRANDPAR
(1,15),(15,16),-0.700239 # DEPENDENCYPART_GRANDPAR
(1,15),(15,17),-0.513752 # DEPENDENCYPART_GRANDPAR
(1,15),(15,18),-1.6516 # DEPENDENCYPART_GRANDPAR
(1,15),(15,19),-0.613859 # DEPENDENCYPART_GRANDPAR
(1,15),(15,20),-0.541444 # DEPENDENCYPART_GRANDPAR
(1,15),(15,21),-1.58654 # DEPENDENCYPART_GRANDPAR
(1,15),(15,22),-0.457224 # DEPENDENCYPART_GRANDPAR
(1,15),(15,23),-1.21381 # DEPENDENCYPART_GRANDPAR
(1,15),(15,24),-1.62883 # DEPENDENCYPART_GRANDPAR
(1,15),(15,25),-2.17733 # DEPENDENCYPART_GRANDPAR
(1,25),(25,24),-1.69487 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.0171113 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.19854 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-0.639292 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),-0.642052 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-0.537223 # DEPENDENCYPART_GRANDPAR
(3,1),(1,7),-0.638636 # DEPENDENCYPART_GRANDPAR
(3,1),(1,9),-0.512217 # DEPENDENCYPART_GRANDPAR
(3,1),(1,10),-0.700243 # DEPENDENCYPART_GRANDPAR
(3,1),(1,11),-0.674533 # DEPENDENCYPART_GRANDPAR
(3,1),(1,12),-0.699948 # DEPENDENCYPART_GRANDPAR
(3,1),(1,15),-0.879428 # DEPENDENCYPART_GRANDPAR
(3,1),(1,25),-1.34336 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.974032 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.528248 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),0.0783517 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.231541 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.172759 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.169855 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),0.183819 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.203322 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-0.157212 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),-0.262646 # DEPENDENCYPART_GRANDPAR
(3,5),(5,14),-0.323874 # DEPENDENCYPART_GRANDPAR
(3,5),(5,15),-0.36741 # DEPENDENCYPART_GRANDPAR
(3,5),(5,16),-0.337383 # DEPENDENCYPART_GRANDPAR
(3,5),(5,20),-0.359808 # DEPENDENCYPART_GRANDPAR
(3,5),(5,24),-0.681628 # DEPENDENCYPART_GRANDPAR
(3,5),(5,25),-0.962869 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.990183 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.548437 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.706041 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),-0.0220876 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),-0.0225717 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.229143 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.226239 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),0.102709 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.171238 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.112009 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),-0.228131 # DEPENDENCYPART_GRANDPAR
(3,6),(6,14),-0.384043 # DEPENDENCYPART_GRANDPAR
(3,6),(6,15),-0.336357 # DEPENDENCYPART_GRANDPAR
(3,7),(7,1),-1.04265 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-0.578166 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),-0.0228832 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),-0.0476599 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),0.319605 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.0564358 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.061091 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),-0.30618 # DEPENDENCYPART_GRANDPAR
(3,7),(7,15),-0.337927 # DEPENDENCYPART_GRANDPAR
(3,8),(8,4),-0.0187128 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),-0.0429494 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),0.324315 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-0.0293283 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.053009 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),-0.301491 # DEPENDENCYPART_GRANDPAR
(3,9),(9,1),-0.925523 # DEPENDENCYPART_GRANDPAR
(3,9),(9,2),-0.709145 # DEPENDENCYPART_GRANDPAR
(3,9),(9,3),-0.667806 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,9),(9,4),-0.0405047 # DEPENDENCYPART_GRANDPAR
(3,9),(9,5),-0.057526 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),0.0636789 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),0.00734194 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),0.0144606 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.129706 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),0.0424803 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),-0.0533929 # DEPENDENCYPART_GRANDPAR
(3,9),(9,14),-0.283796 # DEPENDENCYPART_GRANDPAR
(3,9),(9,15),-0.315131 # DEPENDENCYPART_GRANDPAR
(3,9),(9,16),-0.322147 # DEPENDENCYPART_GRANDPAR
(3,9),(9,19),-0.188224 # DEPENDENCYPART_GRANDPAR
(3,10),(10,1),-0.998715 # DEPENDENCYPART_GRANDPAR
(3,10),(10,3),-0.748905 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,10),(10,4),-0.205965 # DEPENDENCYPART_GRANDPAR
(3,10),(10,5),-0.0881146 # DEPENDENCYPART_GRANDPAR
(3,10),(10,6),0.0588484 # DEPENDENCYPART_GRANDPAR
(3,10),(10,7),-0.130465 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),-0.12732 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),-0.0643716 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),-0.175258 # DEPENDENCYPART_GRANDPAR
(3,10),(10,12),-0.247769 # DEPENDENCYPART_GRANDPAR
(3,10),(10,14),-0.279677 # DEPENDENCYPART_GRANDPAR
(3,10),(10,15),-0.408529 # DEPENDENCYPART_GRANDPAR
(3,10),(10,16),-0.301442 # DEPENDENCYPART_GRANDPAR
(3,10),(10,19),-0.278627 # DEPENDENCYPART_GRANDPAR
(3,10),(10,20),-0.408506 # DEPENDENCYPART_GRANDPAR
(3,10),(10,21),-0.437571 # DEPENDENCYPART_GRANDPAR
(3,10),(10,22),-0.525748 # DEPENDENCYPART_GRANDPAR
(3,10),(10,23),-0.943181 # DEPENDENCYPART_GRANDPAR
(3,10),(10,25),-1.06478 # DEPENDENCYPART_GRANDPAR
(3,12),(12,13),-0.196595 # DEPENDENCYPART_GRANDPAR
(3,12),(12,14),-0.0393556 # DEPENDENCYPART_GRANDPAR
(3,12),(12,15),-0.370975 # DEPENDENCYPART_GRANDPAR
(3,12),(12,16),-0.300173 # DEPENDENCYPART_GRANDPAR
(3,12),(12,19),-0.0136277 # DEPENDENCYPART_GRANDPAR
(3,12),(12,20),-0.338903 # DEPENDENCYPART_GRANDPAR
(3,12),(12,21),-0.342985 # DEPENDENCYPART_GRANDPAR
(3,12),(12,22),-0.488732 # DEPENDENCYPART_GRANDPAR
(3,14),(14,5),0.00202984 # DEPENDENCYPART_GRANDPAR
(3,14),(14,7),0.0450798 # DEPENDENCYPART_GRANDPAR
(3,14),(14,9),0.0540042 # DEPENDENCYPART_GRANDPAR
(3,14),(14,10),-0.054263 # DEPENDENCYPART_GRANDPAR
(3,14),(14,11),-0.115419 # DEPENDENCYPART_GRANDPAR
(3,14),(14,12),-0.0738552 # DEPENDENCYPART_GRANDPAR
(3,14),(14,13),-0.0788264 # DEPENDENCYPART_GRANDPAR
(3,14),(14,15),-0.314065 # DEPENDENCYPART_GRANDPAR
(3,14),(14,16),-0.334887 # DEPENDENCYPART_GRANDPAR
(3,14),(14,19),-0.257341 # DEPENDENCYPART_GRANDPAR
(3,14),(14,20),-0.0673374 # DEPENDENCYPART_GRANDPAR
(3,14),(14,21),-0.349263 # DEPENDENCYPART_GRANDPAR
(3,15),(15,1),-1.01054 # DEPENDENCYPART_GRANDPAR
(3,15),(15,3),-0.666655 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,15),(15,4),-0.0980282 # DEPENDENCYPART_GRANDPAR
(3,15),(15,5),-0.0500793 # DEPENDENCYPART_GRANDPAR
(3,15),(15,6),0.100201 # DEPENDENCYPART_GRANDPAR
(3,15),(15,7),-0.0938363 # DEPENDENCYPART_GRANDPAR
(3,15),(15,8),-0.0906909 # DEPENDENCYPART_GRANDPAR
(3,15),(15,9),0.0178721 # DEPENDENCYPART_GRANDPAR
(3,15),(15,10),-0.153392 # DEPENDENCYPART_GRANDPAR
(3,15),(15,11),-0.13327 # DEPENDENCYPART_GRANDPAR
(3,15),(15,12),-0.143678 # DEPENDENCYPART_GRANDPAR
(3,15),(15,13),-0.120193 # DEPENDENCYPART_GRANDPAR
(3,15),(15,14),-0.216438 # DEPENDENCYPART_GRANDPAR
(3,15),(15,16),-0.17774 # DEPENDENCYPART_GRANDPAR
(3,15),(15,17),-0.462142 # DEPENDENCYPART_GRANDPAR
(3,15),(15,18),-0.631241 # DEPENDENCYPART_GRANDPAR
(3,15),(15,19),-0.254746 # DEPENDENCYPART_GRANDPAR
(3,15),(15,20),-0.421387 # DEPENDENCYPART_GRANDPAR
(3,15),(15,21),-0.460774 # DEPENDENCYPART_GRANDPAR
(3,15),(15,22),-0.509146 # DEPENDENCYPART_GRANDPAR
(3,15),(15,23),-0.934178 # DEPENDENCYPART_GRANDPAR
(3,15),(15,24),-0.455132 # DEPENDENCYPART_GRANDPAR
(3,15),(15,25),-1.03265 # DEPENDENCYPART_GRANDPAR
(3,16),(16,1),-1.09779 # DEPENDENCYPART_GRANDPAR
(3,16),(16,9),-0.0468566 # DEPENDENCYPART_GRANDPAR
(3,16),(16,10),-0.280915 # DEPENDENCYPART_GRANDPAR
(3,16),(16,14),-0.329876 # DEPENDENCYPART_GRANDPAR
(3,16),(16,17),-0.548824 # DEPENDENCYPART_GRANDPAR
(3,16),(16,18),-0.675606 # DEPENDENCYPART_GRANDPAR
(3,16),(16,19),-0.425133 # DEPENDENCYPART_GRANDPAR
(3,16),(16,20),-0.527554 # DEPENDENCYPART_GRANDPAR
(3,16),(16,21),-0.447457 # DEPENDENCYPART_GRANDPAR
(3,16),(16,22),-0.507616 # DEPENDENCYPART_GRANDPAR
(3,16),(16,23),-0.971208 # DEPENDENCYPART_GRANDPAR
(3,16),(16,24),-0.521965 # DEPENDENCYPART_GRANDPAR
(3,16),(16,25),-1.00534 # DEPENDENCYPART_GRANDPAR
(3,19),(19,5),-0.111379 # DEPENDENCYPART_GRANDPAR
(3,19),(19,6),0.0698629 # DEPENDENCYPART_GRANDPAR
(3,19),(19,7),0.00322451 # DEPENDENCYPART_GRANDPAR
(3,19),(19,9),-0.000391567 # DEPENDENCYPART_GRANDPAR
(3,19),(19,13),0.0411425 # DEPENDENCYPART_GRANDPAR
(3,19),(19,14),-0.263917 # DEPENDENCYPART_GRANDPAR
(3,19),(19,16),-0.145848 # DEPENDENCYPART_GRANDPAR
(3,19),(19,17),-0.201974 # DEPENDENCYPART_GRANDPAR
(3,19),(19,18),-0.47069 # DEPENDENCYPART_GRANDPAR
(3,19),(19,20),-0.0512011 # DEPENDENCYPART_GRANDPAR
(3,19),(19,21),-0.316253 # DEPENDENCYPART_GRANDPAR
(3,19),(19,22),-0.535758 # DEPENDENCYPART_GRANDPAR
(3,19),(19,23),-0.75183 # DEPENDENCYPART_GRANDPAR
(3,19),(19,24),-0.348233 # DEPENDENCYPART_GRANDPAR
(3,19),(19,25),-0.836955 # DEPENDENCYPART_GRANDPAR
(3,23),(23,22),-0.405803 # DEPENDENCYPART_GRANDPAR
(3,23),(23,24),-0.616608 # DEPENDENCYPART_GRANDPAR
(3,25),(25,24),-0.559805 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.808833 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.367024 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.464384 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-1.63806 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,6),-0.391008 # DEPENDENCYPART_GRANDPAR
(5,1),(1,7),-0.745998 # DEPENDENCYPART_GRANDPAR
(5,1),(1,9),-0.728809 # DEPENDENCYPART_GRANDPAR
(5,1),(1,10),-0.884288 # DEPENDENCYPART_GRANDPAR
(5,1),(1,11),-0.648555 # DEPENDENCYPART_GRANDPAR
(5,1),(1,12),-0.643361 # DEPENDENCYPART_GRANDPAR
(5,1),(1,15),-1.00138 # DEPENDENCYPART_GRANDPAR
(5,1),(1,25),-1.47086 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.112466 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.841273 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.254133 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.62153 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.426453 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.798587 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.836539 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.697531 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-0.84499 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-0.729002 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),-0.601744 # DEPENDENCYPART_GRANDPAR
(5,3),(3,14),-0.894204 # DEPENDENCYPART_GRANDPAR
(5,3),(3,15),-0.962112 # DEPENDENCYPART_GRANDPAR
(5,3),(3,16),-0.864821 # DEPENDENCYPART_GRANDPAR
(5,3),(3,19),-0.71824 # DEPENDENCYPART_GRANDPAR
(5,3),(3,23),-1.15921 # DEPENDENCYPART_GRANDPAR
(5,3),(3,25),-1.45301 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.508467 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-1.17649 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.77954 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.76293 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-1.15679 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.326438 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.364392 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.317689 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.450036 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.14905 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.183116 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),-0.608295 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),-0.563557 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.514451 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.775179 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.761933 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-1.20197 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.125291 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.251063 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.0950893 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.172839 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),-0.56247 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.761933 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-1.20197 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),0.125291 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.316471 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.0958434 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.176986 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-0.413498 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-1.31632 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-0.81319 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.861306 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-1.16188 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),0.0084458 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),-0.210151 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.243797 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.389089 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.166973 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.117438 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.484266 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.521616 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),-0.395934 # DEPENDENCYPART_GRANDPAR
(5,9),(9,19),-0.222673 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),-0.52563 # DEPENDENCYPART_GRANDPAR
(5,10),(10,3),-0.76043 # DEPENDENCYPART_GRANDPAR
(5,10),(10,4),-0.731768 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-1.17199 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,6),0.0462774 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),-0.308205 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),-0.346158 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.170004 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.106238 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.0122884 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.364407 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.501631 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-0.318364 # DEPENDENCYPART_GRANDPAR
(5,10),(10,19),-0.0943852 # DEPENDENCYPART_GRANDPAR
(5,10),(10,20),0.0494645 # DEPENDENCYPART_GRANDPAR
(5,10),(10,21),-0.81642 # DEPENDENCYPART_GRANDPAR
(5,10),(10,22),-0.355361 # DEPENDENCYPART_GRANDPAR
(5,10),(10,23),-0.561345 # DEPENDENCYPART_GRANDPAR
(5,10),(10,25),-1.11023 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-0.657749 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),-0.307861 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),-0.410182 # DEPENDENCYPART_GRANDPAR
(5,12),(12,16),-0.236829 # DEPENDENCYPART_GRANDPAR
(5,12),(12,19),-0.225589 # DEPENDENCYPART_GRANDPAR
(5,12),(12,20),-0.0197113 # DEPENDENCYPART_GRANDPAR
(5,12),(12,21),-0.692776 # DEPENDENCYPART_GRANDPAR
(5,12),(12,22),-0.10641 # DEPENDENCYPART_GRANDPAR
(5,14),(14,5),-1.1315 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,14),(14,7),-0.245188 # DEPENDENCYPART_GRANDPAR
(5,14),(14,9),-0.158231 # DEPENDENCYPART_GRANDPAR
(5,14),(14,10),-0.241347 # DEPENDENCYPART_GRANDPAR
(5,14),(14,11),-0.0830478 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),-0.109402 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),-0.488788 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),-0.554246 # DEPENDENCYPART_GRANDPAR
