# _root_ Around Wall Street , trading desks were relieved that they could at least play the market yesterday , in contrast to Friday 's gridlock .
#goldHeads=7,3,1,7,6,7,0,7,8,11,9,11,12,11,16,14,14,14,14,19,20,24,22,21,7,
#predictedHeads=7,3,1,7,6,7,0,7,8,11,9,11,12,11,16,14,14,14,14,19,20,24,22,21,7,
(0,8),(8,25),1.30002 # DEPENDENCYPART_GRANDPAR
(0,11),(11,1),0.868884 # DEPENDENCYPART_GRANDPAR
(0,11),(11,3),0.574024 # DEPENDENCYPART_GRANDPAR
(0,11),(11,4),0.855053 # DEPENDENCYPART_GRANDPAR
(0,11),(11,5),0.085619 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),0.0660702 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),0.257554 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),-0.040388 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),-0.850809 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),-0.802402 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),-0.378923 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),-0.342308 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),0.086921 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),-0.839915 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),-0.415189 # DEPENDENCYPART_GRANDPAR
(0,11),(11,17),0.273751 # DEPENDENCYPART_GRANDPAR
(0,11),(11,18),0.233709 # DEPENDENCYPART_GRANDPAR
(0,11),(11,19),0.120384 # DEPENDENCYPART_GRANDPAR
(0,11),(11,20),-0.323689 # DEPENDENCYPART_GRANDPAR
(0,11),(11,21),-0.477709 # DEPENDENCYPART_GRANDPAR
(0,11),(11,24),0.0178 # DEPENDENCYPART_GRANDPAR
(0,11),(11,25),1.48499 # DEPENDENCYPART_GRANDPAR
(0,14),(14,1),0.776261 # DEPENDENCYPART_GRANDPAR
(0,14),(14,3),0.544633 # DEPENDENCYPART_GRANDPAR
(0,14),(14,4),1.00834 # DEPENDENCYPART_GRANDPAR
(0,14),(14,5),-0.122842 # DEPENDENCYPART_GRANDPAR
(0,14),(14,6),0.0996675 # DEPENDENCYPART_GRANDPAR
(0,14),(14,7),0.290594 # DEPENDENCYPART_GRANDPAR
(0,14),(14,8),0.00568017 # DEPENDENCYPART_GRANDPAR
(0,14),(14,9),-0.979222 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),-0.793745 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),0.0311702 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),-0.784354 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-0.580583 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),-0.957244 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),-0.576746 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),0.14203 # DEPENDENCYPART_GRANDPAR
(0,14),(14,18),0.0705121 # DEPENDENCYPART_GRANDPAR
(0,14),(14,19),0.129589 # DEPENDENCYPART_GRANDPAR
(0,14),(14,20),-0.469029 # DEPENDENCYPART_GRANDPAR
(0,14),(14,21),-0.654957 # DEPENDENCYPART_GRANDPAR
(0,14),(14,22),0.0596777 # DEPENDENCYPART_GRANDPAR
(0,14),(14,23),-0.917418 # DEPENDENCYPART_GRANDPAR
(0,14),(14,24),-0.127094 # DEPENDENCYPART_GRANDPAR
(0,14),(14,25),1.37293 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.749022 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),0.632059 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.651576 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.251474 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.124799 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.0799209 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.735176 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.412253 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.605201 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.267323 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.125028 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-0.0726445 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),-0.234774 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),-0.75714 # DEPENDENCYPART_GRANDPAR
(1,3),(3,10),-0.635718 # DEPENDENCYPART_GRANDPAR
(1,3),(3,11),-0.518457 # DEPENDENCYPART_GRANDPAR
(1,3),(3,13),-0.563558 # DEPENDENCYPART_GRANDPAR
(1,3),(3,14),-0.738602 # DEPENDENCYPART_GRANDPAR
(1,3),(3,18),-0.29893 # DEPENDENCYPART_GRANDPAR
(1,3),(3,23),-1.65907 # DEPENDENCYPART_GRANDPAR
(1,3),(3,25),-1.93967 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),0.532023 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-0.822215 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),0.389778 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),0.824374 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),-0.416046 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-0.00163031 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-0.0822329 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),-0.141042 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),-0.437259 # DEPENDENCYPART_GRANDPAR
(1,5),(5,11),-0.469388 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-0.903351 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),0.286656 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),0.723476 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),-0.426054 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),-0.230035 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-0.0420634 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),-0.204901 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),-0.603839 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),-0.43312 # DEPENDENCYPART_GRANDPAR
(1,6),(6,12),-0.470491 # DEPENDENCYPART_GRANDPAR
(1,7),(7,1),-0.96351 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,7),(7,2),0.0903694 # DEPENDENCYPART_GRANDPAR
(1,7),(7,3),0.543546 # DEPENDENCYPART_GRANDPAR
(1,7),(7,4),-0.747607 # DEPENDENCYPART_GRANDPAR
(1,7),(7,5),-0.39964 # DEPENDENCYPART_GRANDPAR
(1,7),(7,6),-0.0268772 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),-0.0667093 # DEPENDENCYPART_GRANDPAR
(1,7),(7,9),-0.524201 # DEPENDENCYPART_GRANDPAR
(1,7),(7,10),-0.515247 # DEPENDENCYPART_GRANDPAR
(1,7),(7,11),-0.540584 # DEPENDENCYPART_GRANDPAR
(1,7),(7,12),-0.203068 # DEPENDENCYPART_GRANDPAR
(1,7),(7,13),-0.534873 # DEPENDENCYPART_GRANDPAR
(1,7),(7,14),-0.677001 # DEPENDENCYPART_GRANDPAR
(1,7),(7,17),-0.684089 # DEPENDENCYPART_GRANDPAR
(1,7),(7,18),-0.465421 # DEPENDENCYPART_GRANDPAR
(1,7),(7,19),-0.430751 # DEPENDENCYPART_GRANDPAR
(1,7),(7,21),-0.844676 # DEPENDENCYPART_GRANDPAR
(1,7),(7,25),-2.08937 # DEPENDENCYPART_GRANDPAR
(1,8),(8,1),-0.868591 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,8),(8,3),0.668034 # DEPENDENCYPART_GRANDPAR
(1,8),(8,4),-0.607647 # DEPENDENCYPART_GRANDPAR
(1,8),(8,5),-0.100719 # DEPENDENCYPART_GRANDPAR
(1,8),(8,6),0.186044 # DEPENDENCYPART_GRANDPAR
(1,8),(8,7),-0.0122955 # DEPENDENCYPART_GRANDPAR
(1,8),(8,9),-0.708033 # DEPENDENCYPART_GRANDPAR
(1,8),(8,10),-0.749227 # DEPENDENCYPART_GRANDPAR
(1,8),(8,11),-0.670885 # DEPENDENCYPART_GRANDPAR
(1,8),(8,12),-0.430063 # DEPENDENCYPART_GRANDPAR
(1,8),(8,13),-0.630293 # DEPENDENCYPART_GRANDPAR
(1,8),(8,14),-0.78192 # DEPENDENCYPART_GRANDPAR
(1,8),(8,16),-1.55622 # DEPENDENCYPART_GRANDPAR
(1,8),(8,17),-0.978053 # DEPENDENCYPART_GRANDPAR
(1,8),(8,18),-0.435729 # DEPENDENCYPART_GRANDPAR
(1,8),(8,19),-0.691551 # DEPENDENCYPART_GRANDPAR
(1,8),(8,21),-0.805754 # DEPENDENCYPART_GRANDPAR
(1,8),(8,24),-1.49766 # DEPENDENCYPART_GRANDPAR
(1,8),(8,25),-2.12289 # DEPENDENCYPART_GRANDPAR
(1,9),(9,1),-0.983317 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,9),(9,4),-0.548169 # DEPENDENCYPART_GRANDPAR
(1,9),(9,6),-0.0281272 # DEPENDENCYPART_GRANDPAR
(1,9),(9,7),-0.0227177 # DEPENDENCYPART_GRANDPAR
(1,9),(9,8),-0.18199 # DEPENDENCYPART_GRANDPAR
(1,9),(9,10),-0.96424 # DEPENDENCYPART_GRANDPAR
(1,9),(9,11),-0.543011 # DEPENDENCYPART_GRANDPAR
(1,9),(9,12),-0.505068 # DEPENDENCYPART_GRANDPAR
(1,9),(9,13),-0.756169 # DEPENDENCYPART_GRANDPAR
(1,9),(9,14),-0.729005 # DEPENDENCYPART_GRANDPAR
(1,9),(9,18),-0.199434 # DEPENDENCYPART_GRANDPAR
(1,9),(9,25),-2.1584 # DEPENDENCYPART_GRANDPAR
(1,10),(10,12),-0.432345 # DEPENDENCYPART_GRANDPAR
(1,10),(10,14),-0.796708 # DEPENDENCYPART_GRANDPAR
(1,11),(11,1),-1.03691 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,11),(11,3),0.549454 # DEPENDENCYPART_GRANDPAR
(1,11),(11,4),-0.825659 # DEPENDENCYPART_GRANDPAR
(1,11),(11,5),-0.417637 # DEPENDENCYPART_GRANDPAR
(1,11),(11,6),-0.179046 # DEPENDENCYPART_GRANDPAR
(1,11),(11,7),-0.188248 # DEPENDENCYPART_GRANDPAR
(1,11),(11,8),-0.43112 # DEPENDENCYPART_GRANDPAR
(1,11),(11,9),-0.886437 # DEPENDENCYPART_GRANDPAR
(1,11),(11,10),-0.685977 # DEPENDENCYPART_GRANDPAR
(1,11),(11,12),-0.390206 # DEPENDENCYPART_GRANDPAR
(1,11),(11,13),-0.61663 # DEPENDENCYPART_GRANDPAR
(1,11),(11,14),-0.478085 # DEPENDENCYPART_GRANDPAR
(1,11),(11,15),-1.02033 # DEPENDENCYPART_GRANDPAR
(1,11),(11,16),-1.47596 # DEPENDENCYPART_GRANDPAR
(1,11),(11,17),-0.989866 # DEPENDENCYPART_GRANDPAR
(1,11),(11,18),-0.441825 # DEPENDENCYPART_GRANDPAR
(1,11),(11,19),-0.642331 # DEPENDENCYPART_GRANDPAR
(1,11),(11,20),-1.72737 # DEPENDENCYPART_GRANDPAR
(1,11),(11,21),-0.897752 # DEPENDENCYPART_GRANDPAR
(1,11),(11,24),-1.4074 # DEPENDENCYPART_GRANDPAR
(1,11),(11,25),-2.09474 # DEPENDENCYPART_GRANDPAR
(1,13),(13,10),-0.644667 # DEPENDENCYPART_GRANDPAR
(1,13),(13,12),-0.494633 # DEPENDENCYPART_GRANDPAR
(1,13),(13,14),-0.772855 # DEPENDENCYPART_GRANDPAR
(1,13),(13,15),-0.997788 # DEPENDENCYPART_GRANDPAR
(1,13),(13,16),-1.48665 # DEPENDENCYPART_GRANDPAR
(1,13),(13,17),-1.00129 # DEPENDENCYPART_GRANDPAR
(1,13),(13,19),-0.723272 # DEPENDENCYPART_GRANDPAR
(1,14),(14,1),-0.979139 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,14),(14,3),0.637744 # DEPENDENCYPART_GRANDPAR
(1,14),(14,4),-0.632464 # DEPENDENCYPART_GRANDPAR
(1,14),(14,5),-0.243056 # DEPENDENCYPART_GRANDPAR
(1,14),(14,6),0.0286303 # DEPENDENCYPART_GRANDPAR
(1,14),(14,7),-0.050331 # DEPENDENCYPART_GRANDPAR
(1,14),(14,8),-0.223657 # DEPENDENCYPART_GRANDPAR
(1,14),(14,9),-0.831458 # DEPENDENCYPART_GRANDPAR
(1,14),(14,10),-0.57785 # DEPENDENCYPART_GRANDPAR
(1,14),(14,11),-0.488385 # DEPENDENCYPART_GRANDPAR
(1,14),(14,12),-0.530688 # DEPENDENCYPART_GRANDPAR
(1,14),(14,13),-0.61289 # DEPENDENCYPART_GRANDPAR
(1,14),(14,15),-1.01182 # DEPENDENCYPART_GRANDPAR
(1,14),(14,16),-1.40571 # DEPENDENCYPART_GRANDPAR
(1,14),(14,17),-0.888029 # DEPENDENCYPART_GRANDPAR
(1,14),(14,18),-0.396981 # DEPENDENCYPART_GRANDPAR
(1,14),(14,19),-0.642446 # DEPENDENCYPART_GRANDPAR
(1,14),(14,20),-1.63918 # DEPENDENCYPART_GRANDPAR
(1,14),(14,21),-0.797471 # DEPENDENCYPART_GRANDPAR
(1,14),(14,22),-1.39144 # DEPENDENCYPART_GRANDPAR
(1,14),(14,23),-1.53992 # DEPENDENCYPART_GRANDPAR
(1,14),(14,24),-1.31876 # DEPENDENCYPART_GRANDPAR
(1,14),(14,25),-2.02132 # DEPENDENCYPART_GRANDPAR
(1,25),(25,24),-1.3989 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.72086 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.741098 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-1.32673 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.794123 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.728891 # DEPENDENCYPART_GRANDPAR
(2,1),(1,7),-1.12426 # DEPENDENCYPART_GRANDPAR
(2,1),(1,8),-0.918769 # DEPENDENCYPART_GRANDPAR
(2,1),(1,9),-0.948459 # DEPENDENCYPART_GRANDPAR
(2,1),(1,10),-0.836158 # DEPENDENCYPART_GRANDPAR
(2,1),(1,11),-0.921244 # DEPENDENCYPART_GRANDPAR
(2,1),(1,13),-0.938424 # DEPENDENCYPART_GRANDPAR
(2,1),(1,14),-1.20972 # DEPENDENCYPART_GRANDPAR
(2,1),(1,18),-1.30473 # DEPENDENCYPART_GRANDPAR
(2,1),(1,25),-1.72028 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-1.15046 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-1.06877 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.695214 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.306409 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.213654 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.672836 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-0.484396 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),-0.932028 # DEPENDENCYPART_GRANDPAR
(2,3),(3,10),-0.376161 # DEPENDENCYPART_GRANDPAR
(2,3),(3,11),-0.453484 # DEPENDENCYPART_GRANDPAR
(2,3),(3,13),-0.520797 # DEPENDENCYPART_GRANDPAR
(2,3),(3,14),-0.815884 # DEPENDENCYPART_GRANDPAR
(2,3),(3,18),-0.673209 # DEPENDENCYPART_GRANDPAR
(2,3),(3,23),-1.52785 # DEPENDENCYPART_GRANDPAR
(2,3),(3,25),-0.986924 # DEPENDENCYPART_GRANDPAR
(2,4),(4,3),-0.295823 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-1.02639 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-1.10581 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),-0.113828 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.739052 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.123563 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.508455 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.3366 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.603486 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),-0.370975 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-0.988746 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-1.241 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),-0.265682 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),-0.792842 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),-0.182437 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.544712 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.404504 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.654141 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),-0.319721 # DEPENDENCYPART_GRANDPAR
(2,6),(6,12),-0.458215 # DEPENDENCYPART_GRANDPAR
(2,7),(7,1),-1.06289 # DEPENDENCYPART_GRANDPAR
(2,7),(7,2),-1.30388 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,7),(7,3),-0.312778 # DEPENDENCYPART_GRANDPAR
(2,7),(7,4),-0.930693 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),-0.240048 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),-0.122497 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.320626 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-0.643937 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),-0.233279 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),-0.369065 # DEPENDENCYPART_GRANDPAR
(2,7),(7,12),-0.260753 # DEPENDENCYPART_GRANDPAR
(2,7),(7,13),-0.44091 # DEPENDENCYPART_GRANDPAR
(2,7),(7,14),-0.675042 # DEPENDENCYPART_GRANDPAR
(2,7),(7,17),-0.687829 # DEPENDENCYPART_GRANDPAR
(2,7),(7,18),-0.837423 # DEPENDENCYPART_GRANDPAR
(2,7),(7,19),-0.776631 # DEPENDENCYPART_GRANDPAR
(2,7),(7,21),-0.530101 # DEPENDENCYPART_GRANDPAR
(2,7),(7,25),-1.22831 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.473379 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.37268 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-0.994417 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),-0.665801 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-0.506828 # DEPENDENCYPART_GRANDPAR
(3,1),(1,7),-0.826548 # DEPENDENCYPART_GRANDPAR
(3,1),(1,8),-0.694262 # DEPENDENCYPART_GRANDPAR
(3,1),(1,9),-0.769203 # DEPENDENCYPART_GRANDPAR
(3,1),(1,10),-0.796124 # DEPENDENCYPART_GRANDPAR
(3,1),(1,11),-0.791465 # DEPENDENCYPART_GRANDPAR
(3,1),(1,13),-0.736972 # DEPENDENCYPART_GRANDPAR
(3,1),(1,14),-1.03968 # DEPENDENCYPART_GRANDPAR
(3,1),(1,18),-1.0229 # DEPENDENCYPART_GRANDPAR
(3,1),(1,25),-1.52513 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.550947 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.49476 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-1.20754 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.721969 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.535261 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.859464 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.930494 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,1),-0.8797 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-1.05023 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.751302 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),-0.463048 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),0.0526676 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.238452 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.146298 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.463129 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-0.278181 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.842052 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.978828 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.89987 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),-0.485344 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),-0.04245 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.235296 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.174818 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.472713 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.18736 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),-0.263903 # DEPENDENCYPART_GRANDPAR
(3,7),(7,1),-0.916195 # DEPENDENCYPART_GRANDPAR
(3,7),(7,2),-0.94028 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-0.931902 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),-0.61321 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),-0.0921915 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),0.110711 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.0806668 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.451331 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-0.181053 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.227582 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),-0.0552622 # DEPENDENCYPART_GRANDPAR
(3,7),(7,13),-0.215492 # DEPENDENCYPART_GRANDPAR
(3,7),(7,14),-0.497821 # DEPENDENCYPART_GRANDPAR
(3,7),(7,17),-0.559334 # DEPENDENCYPART_GRANDPAR
(3,7),(7,18),-0.542622 # DEPENDENCYPART_GRANDPAR
(3,7),(7,19),-0.656052 # DEPENDENCYPART_GRANDPAR
(3,7),(7,21),-0.157329 # DEPENDENCYPART_GRANDPAR
(3,7),(7,25),-1.018 # DEPENDENCYPART_GRANDPAR
(3,8),(8,1),-0.934289 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-0.919518 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,4),-0.594458 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),-0.000317878 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),0.139101 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-0.314181 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.560302 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-0.319343 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.357296 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),-0.248838 # DEPENDENCYPART_GRANDPAR
(3,8),(8,13),-0.2723 # DEPENDENCYPART_GRANDPAR
(3,8),(8,14),-0.5894 # DEPENDENCYPART_GRANDPAR
(3,8),(8,16),-0.934778 # DEPENDENCYPART_GRANDPAR
(3,8),(8,17),-0.677126 # DEPENDENCYPART_GRANDPAR
(3,8),(8,18),-0.518697 # DEPENDENCYPART_GRANDPAR
(3,8),(8,19),-0.750674 # DEPENDENCYPART_GRANDPAR
(3,8),(8,21),-0.166416 # DEPENDENCYPART_GRANDPAR
(3,8),(8,24),-0.82584 # DEPENDENCYPART_GRANDPAR
(3,8),(8,25),-0.994725 # DEPENDENCYPART_GRANDPAR
(3,9),(9,1),-0.876331 # DEPENDENCYPART_GRANDPAR
(3,9),(9,4),-0.413109 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),0.114639 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),-0.219682 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),-0.147935 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.586359 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),-0.271523 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),-0.45345 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),-0.496166 # DEPENDENCYPART_GRANDPAR
(3,9),(9,14),-0.614481 # DEPENDENCYPART_GRANDPAR
(3,9),(9,18),-0.394236 # DEPENDENCYPART_GRANDPAR
(3,9),(9,25),-1.11725 # DEPENDENCYPART_GRANDPAR
(3,10),(10,12),-0.299659 # DEPENDENCYPART_GRANDPAR
(3,10),(10,14),-0.628236 # DEPENDENCYPART_GRANDPAR
(3,11),(11,1),-0.933991 # DEPENDENCYPART_GRANDPAR
(3,11),(11,3),-0.921098 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,11),(11,4),-0.652708 # DEPENDENCYPART_GRANDPAR
(3,11),(11,5),-0.0810578 # DEPENDENCYPART_GRANDPAR
(3,11),(11,6),0.0613077 # DEPENDENCYPART_GRANDPAR
(3,11),(11,7),-0.337541 # DEPENDENCYPART_GRANDPAR
(3,11),(11,8),-0.325329 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),-0.471007 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.180198 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-0.326681 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),-0.351554 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),-0.469342 # DEPENDENCYPART_GRANDPAR
(3,11),(11,15),-1.79597 # DEPENDENCYPART_GRANDPAR
(3,11),(11,16),-1.01656 # DEPENDENCYPART_GRANDPAR
(3,11),(11,17),-0.849229 # DEPENDENCYPART_GRANDPAR
(3,11),(11,18),-0.582561 # DEPENDENCYPART_GRANDPAR
(3,11),(11,19),-0.934111 # DEPENDENCYPART_GRANDPAR
(3,11),(11,20),-1.04202 # DEPENDENCYPART_GRANDPAR
(3,11),(11,21),-0.30117 # DEPENDENCYPART_GRANDPAR
(3,11),(11,24),-0.897799 # DEPENDENCYPART_GRANDPAR
(3,11),(11,25),-1.02032 # DEPENDENCYPART_GRANDPAR
(3,13),(13,10),-0.300861 # DEPENDENCYPART_GRANDPAR
(3,13),(13,12),-0.225875 # DEPENDENCYPART_GRANDPAR
(3,13),(13,14),-0.616084 # DEPENDENCYPART_GRANDPAR
(3,13),(13,15),-1.70508 # DEPENDENCYPART_GRANDPAR
(3,13),(13,16),-0.967719 # DEPENDENCYPART_GRANDPAR
(3,13),(13,17),-0.8011 # DEPENDENCYPART_GRANDPAR
(3,13),(13,19),-0.887128 # DEPENDENCYPART_GRANDPAR
(3,14),(14,1),-0.900908 # DEPENDENCYPART_GRANDPAR
(3,14),(14,3),-0.928542 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
