# _root_ Fidelity , for example , prepared ads several months ago in case of a market plunge .
#goldHeads=6,6,6,3,6,0,6,9,10,6,6,11,12,16,16,13,6,
#predictedHeads=6,1,1,3,1,0,6,9,10,6,6,11,12,16,16,13,6,
(7,4),(4,1),-0.246671 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),0.0576582 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.136968 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.105443 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),0.0452072 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.31939 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.543434 # DEPENDENCYPART_GRANDPAR
(7,4),(4,9),-0.669579 # DEPENDENCYPART_GRANDPAR
(7,4),(4,10),-0.51123 # DEPENDENCYPART_GRANDPAR
(7,4),(4,11),-0.693777 # DEPENDENCYPART_GRANDPAR
(7,4),(4,12),-0.77894 # DEPENDENCYPART_GRANDPAR
(7,4),(4,13),-0.923265 # DEPENDENCYPART_GRANDPAR
(7,4),(4,16),-0.505886 # DEPENDENCYPART_GRANDPAR
(7,4),(4,17),-1.02783 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.0883085 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.22778 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,1),-0.251801 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.0461258 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.110489 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.14802 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.138539 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.30999 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.458929 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.660175 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.481528 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.688831 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-0.663261 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),-0.986423 # DEPENDENCYPART_GRANDPAR
(7,6),(6,16),-0.390375 # DEPENDENCYPART_GRANDPAR
(7,6),(6,17),-0.986385 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-0.76956 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-0.577508 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.932935 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.669921 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.607358 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.657866 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,11),0.326276 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.107473 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),0.0796274 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-0.773939 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-0.663814 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-0.823044 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.641679 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.756227 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.610081 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.804817 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.131368 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),0.163947 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),0.138065 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.0773182 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.0219343 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),0.210734 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),-0.431606 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-0.71431 # DEPENDENCYPART_GRANDPAR
(7,10),(10,2),-0.525708 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),-0.858769 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-0.591655 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-0.618121 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.560825 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.616511 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),0.269265 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),0.0673402 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),0.0428514 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.0519902 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.121751 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),0.214538 # DEPENDENCYPART_GRANDPAR
(7,10),(10,17),-0.572187 # DEPENDENCYPART_GRANDPAR
(7,11),(11,1),-0.746008 # DEPENDENCYPART_GRANDPAR
(7,11),(11,2),-0.548852 # DEPENDENCYPART_GRANDPAR
(7,11),(11,3),-0.845495 # DEPENDENCYPART_GRANDPAR
(7,11),(11,5),-0.641265 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),-0.0273306 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),0.0191409 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.171921 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.0491557 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),0.207641 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),-0.627775 # DEPENDENCYPART_GRANDPAR
(7,12),(12,8),0.245912 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),-0.111677 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),0.175043 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),0.0650913 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),0.0884085 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.114554 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),0.197519 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),-0.410317 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),-0.0368176 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.168888 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),0.104785 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),0.358583 # DEPENDENCYPART_GRANDPAR
(7,16),(16,6),-0.650271 # DEPENDENCYPART_GRANDPAR
(7,16),(16,7),-0.754715 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,16),(16,8),0.211792 # DEPENDENCYPART_GRANDPAR
(7,16),(16,9),-0.122424 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),0.311574 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),-0.0937005 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),-0.418884 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.39678 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),-0.0611521 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),-0.178337 # DEPENDENCYPART_GRANDPAR
(8,1),(1,5),-0.357068 # DEPENDENCYPART_GRANDPAR
(8,1),(1,6),-0.16931 # DEPENDENCYPART_GRANDPAR
(8,1),(1,7),-0.224242 # DEPENDENCYPART_GRANDPAR
(8,1),(1,8),-1.53612 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,1),(1,9),-0.48415 # DEPENDENCYPART_GRANDPAR
(8,1),(1,10),-0.657046 # DEPENDENCYPART_GRANDPAR
(8,1),(1,11),-0.571839 # DEPENDENCYPART_GRANDPAR
(8,1),(1,12),-0.96034 # DEPENDENCYPART_GRANDPAR
(8,1),(1,13),-0.610672 # DEPENDENCYPART_GRANDPAR
(8,1),(1,17),-0.987526 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.461194 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.168353 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),-0.434482 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.288782 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.321743 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.0345694 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.501667 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),-0.198511 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),-0.263189 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-1.516 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,9),-0.520779 # DEPENDENCYPART_GRANDPAR
(8,3),(3,10),-0.641594 # DEPENDENCYPART_GRANDPAR
(8,3),(3,11),-0.500126 # DEPENDENCYPART_GRANDPAR
(8,3),(3,13),-0.531683 # DEPENDENCYPART_GRANDPAR
(8,3),(3,17),-0.979141 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.209134 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),-0.291707 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.34024 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.320256 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.0962379 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.216991 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.280544 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.208315 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.50126 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.481782 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.680203 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.557679 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-0.897851 # DEPENDENCYPART_GRANDPAR
(8,6),(6,13),-0.680723 # DEPENDENCYPART_GRANDPAR
(8,6),(6,16),-0.959009 # DEPENDENCYPART_GRANDPAR
(8,6),(6,17),-0.989617 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.280396 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.238168 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.181116 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.0837529 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.198456 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.121367 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.60894 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.510663 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.667478 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.553208 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.958832 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-0.570576 # DEPENDENCYPART_GRANDPAR
(8,7),(7,16),-1.02 # DEPENDENCYPART_GRANDPAR
(8,7),(7,17),-1.0031 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),-0.856234 # DEPENDENCYPART_GRANDPAR
(8,11),(11,2),-0.856465 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-0.536701 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-0.816753 # DEPENDENCYPART_GRANDPAR
(8,11),(11,9),0.093997 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),-0.234054 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.428594 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.15843 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.396681 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-0.604211 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-1.14248 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),-0.126 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),-0.231171 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),-0.0632411 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.0970743 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.745186 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.423136 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.430661 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),-0.20141 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.0794391 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.573564 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.235236 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-0.171681 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.700201 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),-0.208125 # DEPENDENCYPART_GRANDPAR
(9,1),(1,5),-0.20997 # DEPENDENCYPART_GRANDPAR
(9,1),(1,6),-0.155398 # DEPENDENCYPART_GRANDPAR
(9,1),(1,7),-0.563599 # DEPENDENCYPART_GRANDPAR
(9,1),(1,8),-0.120687 # DEPENDENCYPART_GRANDPAR
(9,1),(1,9),-1.63522 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,1),(1,10),-0.332489 # DEPENDENCYPART_GRANDPAR
(9,1),(1,11),-0.888858 # DEPENDENCYPART_GRANDPAR
(9,1),(1,12),-0.85949 # DEPENDENCYPART_GRANDPAR
(9,1),(1,13),-1.04069 # DEPENDENCYPART_GRANDPAR
(9,1),(1,17),-1.05092 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.48419 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.853838 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),-0.339592 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.229134 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.259327 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-0.0169441 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),-0.321897 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),-0.140529 # DEPENDENCYPART_GRANDPAR
(9,3),(3,7),-0.550955 # DEPENDENCYPART_GRANDPAR
(9,3),(3,8),-0.247957 # DEPENDENCYPART_GRANDPAR
(9,3),(3,9),-1.70364 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,3),(3,10),-0.345998 # DEPENDENCYPART_GRANDPAR
(9,3),(3,11),-0.844672 # DEPENDENCYPART_GRANDPAR
(9,3),(3,13),-0.989972 # DEPENDENCYPART_GRANDPAR
(9,3),(3,17),-1.07093 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.391031 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.246895 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.684558 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.325665 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.0731102 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),-0.552943 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),-0.0866335 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-1.69788 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,10),-0.43994 # DEPENDENCYPART_GRANDPAR
(9,4),(4,11),-0.967549 # DEPENDENCYPART_GRANDPAR
(9,4),(4,12),-0.967837 # DEPENDENCYPART_GRANDPAR
(9,4),(4,13),-1.13069 # DEPENDENCYPART_GRANDPAR
(9,4),(4,16),-0.849457 # DEPENDENCYPART_GRANDPAR
(9,4),(4,17),-1.14855 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.193401 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-0.632163 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.365732 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.327264 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.635277 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.337712 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.365553 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.62529 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.340977 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-1.68881 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.410568 # DEPENDENCYPART_GRANDPAR
(9,6),(6,11),-0.963014 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-0.852485 # DEPENDENCYPART_GRANDPAR
(9,6),(6,13),-1.19426 # DEPENDENCYPART_GRANDPAR
(9,6),(6,16),-0.734272 # DEPENDENCYPART_GRANDPAR
(9,6),(6,17),-1.10743 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.327844 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.0733572 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.751274 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.244346 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.111646 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.18331 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.174439 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.68148 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.359463 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.892673 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.875521 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-1.01952 # DEPENDENCYPART_GRANDPAR
(9,7),(7,16),-0.757321 # DEPENDENCYPART_GRANDPAR
(9,7),(7,17),-1.08323 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.221772 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.215286 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.505621 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.253575 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.19017 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.38695 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.943196 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.863265 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-1.07797 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-0.859215 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-0.782719 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-1.36254 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-0.756237 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.821008 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.666011 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-1.03878 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.754776 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.929952 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.234775 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.265405 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.294628 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.153422 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),-0.681812 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-0.891304 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-0.806256 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-1.34952 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-0.844545 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-1.05973 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.0712606 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.343726 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.211814 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.118581 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.696458 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.852561 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-1.15103 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),0.222042 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.23161 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.167142 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.499422 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.196197 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.552138 # DEPENDENCYPART_GRANDPAR
(9,13),(13,10),0.0077062 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.642311 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.202372 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),0.0452211 # DEPENDENCYPART_GRANDPAR
(9,16),(16,6),-0.755101 # DEPENDENCYPART_GRANDPAR
(9,16),(16,7),-1.10077 # DEPENDENCYPART_GRANDPAR
(9,16),(16,8),-0.852559 # DEPENDENCYPART_GRANDPAR
(9,16),(16,9),-1.16177 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,16),(16,14),-0.211053 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),-0.459701 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.560705 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.130869 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),0.2241 # DEPENDENCYPART_GRANDPAR
(10,1),(1,4),-0.20012 # DEPENDENCYPART_GRANDPAR
(10,1),(1,5),-0.181494 # DEPENDENCYPART_GRANDPAR
(10,1),(1,6),-0.0588362 # DEPENDENCYPART_GRANDPAR
(10,1),(1,7),-0.0549201 # DEPENDENCYPART_GRANDPAR
(10,1),(1,8),0.338973 # DEPENDENCYPART_GRANDPAR
(10,1),(1,9),-0.033971 # DEPENDENCYPART_GRANDPAR
(10,1),(1,10),-1.59849 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,1),(1,11),-0.813195 # DEPENDENCYPART_GRANDPAR
(10,1),(1,12),-0.918814 # DEPENDENCYPART_GRANDPAR
(10,1),(1,13),-0.870872 # DEPENDENCYPART_GRANDPAR
(10,1),(1,17),-1.22693 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.728045 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),0.135539 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),-0.240849 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),-0.451503 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.0484177 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-0.112462 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),-0.401152 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),-0.148309 # DEPENDENCYPART_GRANDPAR
(10,3),(3,7),-0.143455 # DEPENDENCYPART_GRANDPAR
(10,3),(3,8),0.0642264 # DEPENDENCYPART_GRANDPAR
(10,3),(3,9),-0.0294869 # DEPENDENCYPART_GRANDPAR
(10,3),(3,10),-1.61811 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,3),(3,11),-0.774744 # DEPENDENCYPART_GRANDPAR
(10,3),(3,13),-0.825229 # DEPENDENCYPART_GRANDPAR
(10,3),(3,17),-1.25104 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),-0.61359 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.190544 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),0.148271 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),-0.165198 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),0.0335936 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),-0.0649225 # DEPENDENCYPART_GRANDPAR
(10,4),(4,8),0.302846 # DEPENDENCYPART_GRANDPAR
(10,4),(4,9),-0.0564653 # DEPENDENCYPART_GRANDPAR
(10,4),(4,10),-1.63349 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,4),(4,11),-0.791256 # DEPENDENCYPART_GRANDPAR
(10,4),(4,12),-0.952569 # DEPENDENCYPART_GRANDPAR
(10,4),(4,13),-0.858016 # DEPENDENCYPART_GRANDPAR
(10,4),(4,16),-1.16278 # DEPENDENCYPART_GRANDPAR
(10,4),(4,17),-1.25425 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.0829315 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-0.107605 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-0.687894 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.203291 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),0.105481 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.445626 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.253916 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.0189714 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),0.212733 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),0.000678958 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-1.62542 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,11),-0.803166 # DEPENDENCYPART_GRANDPAR
(10,6),(6,12),-0.861827 # DEPENDENCYPART_GRANDPAR
(10,6),(6,13),-0.94505 # DEPENDENCYPART_GRANDPAR
(10,6),(6,16),-1.07221 # DEPENDENCYPART_GRANDPAR
(10,6),(6,17),-1.23293 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),-0.591676 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.0715502 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),0.144572 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.295365 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.122176 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.0190046 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),0.322772 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-0.024888 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-1.60085 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.78021 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),-0.908265 # DEPENDENCYPART_GRANDPAR
(10,7),(7,13),-0.816675 # DEPENDENCYPART_GRANDPAR
(10,7),(7,16),-1.11866 # DEPENDENCYPART_GRANDPAR
(10,7),(7,17),-1.23447 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-0.618829 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.122731 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),0.103771 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.173356 # DEPENDENCYPART_GRANDPAR
