# _root_ Leery of the costs -- and , critics say , competition -- the airlines have sought to gain leverage over the city of Denver .
#goldHeads=15,1,4,2,9,9,9,9,4,9,9,9,14,15,0,15,16,17,18,19,22,20,22,23,15,
#predictedHeads=9,1,4,2,11,1,9,9,0,9,15,11,14,15,9,15,16,17,18,19,22,20,22,23,9,
(0,15),(15,18),-0.233781 # DEPENDENCYPART_GRANDPAR
(0,15),(15,19),-0.15856 # DEPENDENCYPART_GRANDPAR
(0,15),(15,20),-0.553963 # DEPENDENCYPART_GRANDPAR
(0,15),(15,22),-0.220874 # DEPENDENCYPART_GRANDPAR
(0,15),(15,23),-0.802306 # DEPENDENCYPART_GRANDPAR
(0,15),(15,24),-0.799283 # DEPENDENCYPART_GRANDPAR
(0,15),(15,25),1.64384 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.90552 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.067505 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),0.28453 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),0.0851278 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),0.0310467 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.0339851 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),0.011195 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),-0.47881 # DEPENDENCYPART_GRANDPAR
(1,2),(2,10),-0.189312 # DEPENDENCYPART_GRANDPAR
(1,2),(2,12),-0.076991 # DEPENDENCYPART_GRANDPAR
(1,2),(2,15),-0.636167 # DEPENDENCYPART_GRANDPAR
(1,2),(2,25),-0.420568 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),0.0296027 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),0.0481962 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-0.840891 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),0.266993 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),-0.200035 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),0.0507492 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),0.143321 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),0.0237275 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),-0.102043 # DEPENDENCYPART_GRANDPAR
(1,4),(4,9),-0.344045 # DEPENDENCYPART_GRANDPAR
(1,4),(4,10),-0.1316 # DEPENDENCYPART_GRANDPAR
(1,4),(4,11),-0.422769 # DEPENDENCYPART_GRANDPAR
(1,4),(4,12),-0.11137 # DEPENDENCYPART_GRANDPAR
(1,4),(4,14),-0.202082 # DEPENDENCYPART_GRANDPAR
(1,4),(4,15),-0.555952 # DEPENDENCYPART_GRANDPAR
(1,4),(4,16),-0.0343119 # DEPENDENCYPART_GRANDPAR
(1,4),(4,22),-0.709918 # DEPENDENCYPART_GRANDPAR
(1,4),(4,25),-0.399725 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-0.822441 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),0.200585 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),-0.061482 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),0.00836259 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-0.0851261 # DEPENDENCYPART_GRANDPAR
(1,5),(5,12),-0.0148733 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-0.913504 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),0.0521725 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),-0.125359 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),-0.0546056 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-0.124698 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),-0.164399 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),-0.435501 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),-0.280025 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),-0.437504 # DEPENDENCYPART_GRANDPAR
(1,6),(6,12),-0.289846 # DEPENDENCYPART_GRANDPAR
(1,6),(6,14),-0.228109 # DEPENDENCYPART_GRANDPAR
(1,6),(6,15),-0.633084 # DEPENDENCYPART_GRANDPAR
(1,6),(6,16),0.0593511 # DEPENDENCYPART_GRANDPAR
(1,6),(6,17),-0.617904 # DEPENDENCYPART_GRANDPAR
(1,8),(8,1),-0.811895 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,8),(8,3),-0.17777 # DEPENDENCYPART_GRANDPAR
(1,8),(8,4),0.00743857 # DEPENDENCYPART_GRANDPAR
(1,8),(8,5),0.000776841 # DEPENDENCYPART_GRANDPAR
(1,8),(8,6),0.0497992 # DEPENDENCYPART_GRANDPAR
(1,8),(8,7),-0.197473 # DEPENDENCYPART_GRANDPAR
(1,8),(8,9),-0.348193 # DEPENDENCYPART_GRANDPAR
(1,8),(8,10),-0.138624 # DEPENDENCYPART_GRANDPAR
(1,8),(8,11),-0.41102 # DEPENDENCYPART_GRANDPAR
(1,8),(8,12),-0.10186 # DEPENDENCYPART_GRANDPAR
(1,8),(8,15),-0.560106 # DEPENDENCYPART_GRANDPAR
(1,8),(8,16),-0.0609547 # DEPENDENCYPART_GRANDPAR
(1,9),(9,1),-0.8572 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,9),(9,2),0.128292 # DEPENDENCYPART_GRANDPAR
(1,9),(9,3),-0.280377 # DEPENDENCYPART_GRANDPAR
(1,9),(9,4),0.0474617 # DEPENDENCYPART_GRANDPAR
(1,9),(9,5),-0.0602327 # DEPENDENCYPART_GRANDPAR
(1,9),(9,6),-0.0012289 # DEPENDENCYPART_GRANDPAR
(1,9),(9,7),-0.234114 # DEPENDENCYPART_GRANDPAR
(1,9),(9,8),-0.248233 # DEPENDENCYPART_GRANDPAR
(1,9),(9,10),-0.189094 # DEPENDENCYPART_GRANDPAR
(1,9),(9,11),-0.594637 # DEPENDENCYPART_GRANDPAR
(1,9),(9,12),-0.256913 # DEPENDENCYPART_GRANDPAR
(1,9),(9,14),-0.377726 # DEPENDENCYPART_GRANDPAR
(1,9),(9,15),-0.565811 # DEPENDENCYPART_GRANDPAR
(1,9),(9,16),-0.144401 # DEPENDENCYPART_GRANDPAR
(1,9),(9,17),-0.595932 # DEPENDENCYPART_GRANDPAR
(1,9),(9,18),-0.367267 # DEPENDENCYPART_GRANDPAR
(1,9),(9,19),-0.86475 # DEPENDENCYPART_GRANDPAR
(1,9),(9,20),-0.188929 # DEPENDENCYPART_GRANDPAR
(1,9),(9,23),-0.269566 # DEPENDENCYPART_GRANDPAR
(1,9),(9,25),-0.534941 # DEPENDENCYPART_GRANDPAR
(1,11),(11,1),-0.805809 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,11),(11,2),0.298383 # DEPENDENCYPART_GRANDPAR
(1,11),(11,3),-0.208872 # DEPENDENCYPART_GRANDPAR
(1,11),(11,4),-0.0892771 # DEPENDENCYPART_GRANDPAR
(1,11),(11,5),-0.108448 # DEPENDENCYPART_GRANDPAR
(1,11),(11,6),0.137962 # DEPENDENCYPART_GRANDPAR
(1,11),(11,7),-0.292708 # DEPENDENCYPART_GRANDPAR
(1,11),(11,8),-0.382495 # DEPENDENCYPART_GRANDPAR
(1,11),(11,9),-0.460002 # DEPENDENCYPART_GRANDPAR
(1,11),(11,10),-0.448035 # DEPENDENCYPART_GRANDPAR
(1,11),(11,12),-0.153945 # DEPENDENCYPART_GRANDPAR
(1,11),(11,13),-0.343887 # DEPENDENCYPART_GRANDPAR
(1,11),(11,14),-0.268449 # DEPENDENCYPART_GRANDPAR
(1,11),(11,15),-0.61277 # DEPENDENCYPART_GRANDPAR
(1,11),(11,16),-0.0766733 # DEPENDENCYPART_GRANDPAR
(1,11),(11,17),-0.572052 # DEPENDENCYPART_GRANDPAR
(1,11),(11,19),-0.704111 # DEPENDENCYPART_GRANDPAR
(1,11),(11,20),-0.117381 # DEPENDENCYPART_GRANDPAR
(1,11),(11,22),-0.732724 # DEPENDENCYPART_GRANDPAR
(1,11),(11,23),-0.103772 # DEPENDENCYPART_GRANDPAR
(1,11),(11,25),-0.388565 # DEPENDENCYPART_GRANDPAR
(1,12),(12,11),-0.609981 # DEPENDENCYPART_GRANDPAR
(1,12),(12,14),-0.396307 # DEPENDENCYPART_GRANDPAR
(1,12),(12,15),-0.641426 # DEPENDENCYPART_GRANDPAR
(1,15),(15,1),-0.770165 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,15),(15,2),0.196194 # DEPENDENCYPART_GRANDPAR
(1,15),(15,4),0.0984016 # DEPENDENCYPART_GRANDPAR
(1,15),(15,5),0.0037627 # DEPENDENCYPART_GRANDPAR
(1,15),(15,6),0.0280473 # DEPENDENCYPART_GRANDPAR
(1,15),(15,7),-0.282328 # DEPENDENCYPART_GRANDPAR
(1,15),(15,8),-0.200543 # DEPENDENCYPART_GRANDPAR
(1,15),(15,9),-0.405283 # DEPENDENCYPART_GRANDPAR
(1,15),(15,10),-0.437655 # DEPENDENCYPART_GRANDPAR
(1,15),(15,11),-0.598496 # DEPENDENCYPART_GRANDPAR
(1,15),(15,12),-0.158356 # DEPENDENCYPART_GRANDPAR
(1,15),(15,13),-0.417287 # DEPENDENCYPART_GRANDPAR
(1,15),(15,14),-0.3086 # DEPENDENCYPART_GRANDPAR
(1,15),(15,16),0.0670799 # DEPENDENCYPART_GRANDPAR
(1,15),(15,17),-0.575507 # DEPENDENCYPART_GRANDPAR
(1,15),(15,18),-0.343573 # DEPENDENCYPART_GRANDPAR
(1,15),(15,19),-0.675334 # DEPENDENCYPART_GRANDPAR
(1,15),(15,20),-0.145241 # DEPENDENCYPART_GRANDPAR
(1,15),(15,22),-0.690022 # DEPENDENCYPART_GRANDPAR
(1,15),(15,23),-0.242918 # DEPENDENCYPART_GRANDPAR
(1,15),(15,24),-0.367816 # DEPENDENCYPART_GRANDPAR
(1,15),(15,25),-0.537761 # DEPENDENCYPART_GRANDPAR
(1,20),(20,19),-0.835227 # DEPENDENCYPART_GRANDPAR
(1,20),(20,21),-0.523256 # DEPENDENCYPART_GRANDPAR
(1,20),(20,22),-0.598892 # DEPENDENCYPART_GRANDPAR
(1,20),(20,23),-0.0689456 # DEPENDENCYPART_GRANDPAR
(1,20),(20,24),-0.234001 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.65564 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),0.107744 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.0707251 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.875735 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.972724 # DEPENDENCYPART_GRANDPAR
(2,1),(1,7),-0.921122 # DEPENDENCYPART_GRANDPAR
(2,1),(1,8),-1.1119 # DEPENDENCYPART_GRANDPAR
(2,1),(1,9),-0.290332 # DEPENDENCYPART_GRANDPAR
(2,1),(1,10),-0.919685 # DEPENDENCYPART_GRANDPAR
(2,1),(1,11),-1.37148 # DEPENDENCYPART_GRANDPAR
(2,1),(1,12),-0.550903 # DEPENDENCYPART_GRANDPAR
(2,1),(1,15),-0.371539 # DEPENDENCYPART_GRANDPAR
(2,1),(1,20),-0.959021 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.395343 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.395606 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-1.21444 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-1.00987 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.812633 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.421201 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.642196 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.381312 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.358463 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),0.290183 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),-0.379874 # DEPENDENCYPART_GRANDPAR
(2,4),(4,11),-0.701182 # DEPENDENCYPART_GRANDPAR
(2,4),(4,12),-0.0963688 # DEPENDENCYPART_GRANDPAR
(2,4),(4,14),-0.445131 # DEPENDENCYPART_GRANDPAR
(2,4),(4,15),0.232021 # DEPENDENCYPART_GRANDPAR
(2,4),(4,16),-0.806769 # DEPENDENCYPART_GRANDPAR
(2,4),(4,22),-1.05437 # DEPENDENCYPART_GRANDPAR
(2,4),(4,25),-1.59857 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.966077 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-1.27262 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,4),0.427491 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.373229 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.418955 # DEPENDENCYPART_GRANDPAR
(2,5),(5,12),0.0793981 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-1.00652 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-1.49435 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,4),0.276793 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),-0.539157 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.565381 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.773451 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.00433951 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),-0.563943 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),-0.88294 # DEPENDENCYPART_GRANDPAR
(2,6),(6,12),-0.322958 # DEPENDENCYPART_GRANDPAR
(2,6),(6,14),-0.823794 # DEPENDENCYPART_GRANDPAR
(2,6),(6,15),-0.120385 # DEPENDENCYPART_GRANDPAR
(2,6),(6,16),-1.05556 # DEPENDENCYPART_GRANDPAR
(2,6),(6,17),-0.59734 # DEPENDENCYPART_GRANDPAR
(2,8),(8,1),-1.21427 # DEPENDENCYPART_GRANDPAR
(2,8),(8,3),0.880977 # DEPENDENCYPART_GRANDPAR
(2,8),(8,4),0.78562 # DEPENDENCYPART_GRANDPAR
(2,8),(8,5),-0.165966 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),-0.181369 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),0.0938562 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),0.330428 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),-0.329574 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),-0.649762 # DEPENDENCYPART_GRANDPAR
(2,8),(8,12),-0.0495564 # DEPENDENCYPART_GRANDPAR
(2,8),(8,15),0.272251 # DEPENDENCYPART_GRANDPAR
(2,8),(8,16),-0.801546 # DEPENDENCYPART_GRANDPAR
(2,9),(9,1),-0.985935 # DEPENDENCYPART_GRANDPAR
(2,9),(9,2),-1.55136 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,9),(9,3),0.259853 # DEPENDENCYPART_GRANDPAR
(2,9),(9,4),0.225043 # DEPENDENCYPART_GRANDPAR
(2,9),(9,5),-0.678231 # DEPENDENCYPART_GRANDPAR
(2,9),(9,6),-0.774316 # DEPENDENCYPART_GRANDPAR
(2,9),(9,7),-0.635065 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),-0.829705 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),-0.565197 # DEPENDENCYPART_GRANDPAR
(2,9),(9,11),-0.774878 # DEPENDENCYPART_GRANDPAR
(2,9),(9,12),-0.204243 # DEPENDENCYPART_GRANDPAR
(2,9),(9,14),-0.681076 # DEPENDENCYPART_GRANDPAR
(2,9),(9,15),0.109826 # DEPENDENCYPART_GRANDPAR
(2,9),(9,16),-1.04109 # DEPENDENCYPART_GRANDPAR
(2,9),(9,17),-0.73612 # DEPENDENCYPART_GRANDPAR
(2,9),(9,18),-1.05016 # DEPENDENCYPART_GRANDPAR
(2,9),(9,19),-1.20802 # DEPENDENCYPART_GRANDPAR
(2,9),(9,20),-0.482595 # DEPENDENCYPART_GRANDPAR
(2,9),(9,23),-1.17258 # DEPENDENCYPART_GRANDPAR
(2,9),(9,25),-1.77515 # DEPENDENCYPART_GRANDPAR
(2,12),(12,11),-0.709652 # DEPENDENCYPART_GRANDPAR
(2,12),(12,14),-0.61708 # DEPENDENCYPART_GRANDPAR
(2,12),(12,15),0.0903262 # DEPENDENCYPART_GRANDPAR
(2,15),(15,1),-0.989512 # DEPENDENCYPART_GRANDPAR
(2,15),(15,2),-1.48831 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,15),(15,4),0.230054 # DEPENDENCYPART_GRANDPAR
(2,15),(15,5),-0.647017 # DEPENDENCYPART_GRANDPAR
(2,15),(15,6),-0.774478 # DEPENDENCYPART_GRANDPAR
(2,15),(15,7),-0.724902 # DEPENDENCYPART_GRANDPAR
(2,15),(15,8),-0.824825 # DEPENDENCYPART_GRANDPAR
(2,15),(15,9),-0.0116471 # DEPENDENCYPART_GRANDPAR
(2,15),(15,10),-0.723465 # DEPENDENCYPART_GRANDPAR
(2,15),(15,11),-0.974538 # DEPENDENCYPART_GRANDPAR
(2,15),(15,12),-0.322185 # DEPENDENCYPART_GRANDPAR
(2,15),(15,13),-1.21934 # DEPENDENCYPART_GRANDPAR
(2,15),(15,14),-0.866849 # DEPENDENCYPART_GRANDPAR
(2,15),(15,16),-0.868872 # DEPENDENCYPART_GRANDPAR
(2,15),(15,17),-0.786654 # DEPENDENCYPART_GRANDPAR
(2,15),(15,18),-1.05824 # DEPENDENCYPART_GRANDPAR
(2,15),(15,19),-1.03915 # DEPENDENCYPART_GRANDPAR
(2,15),(15,20),-0.475175 # DEPENDENCYPART_GRANDPAR
(2,15),(15,22),-0.960604 # DEPENDENCYPART_GRANDPAR
(2,15),(15,23),-1.17831 # DEPENDENCYPART_GRANDPAR
(2,15),(15,24),-2.22133 # DEPENDENCYPART_GRANDPAR
(2,15),(15,25),-1.80913 # DEPENDENCYPART_GRANDPAR
(2,25),(25,24),-2.27818 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-1.12479 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.964478 # DEPENDENCYPART_GRANDPAR
(3,5),(5,4),-0.297261 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.370587 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.714262 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),-0.553554 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-1.13365 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.963836 # DEPENDENCYPART_GRANDPAR
(3,6),(6,4),-0.349826 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),-0.571447 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.659093 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.661036 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.799808 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.705817 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.974482 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),-0.768796 # DEPENDENCYPART_GRANDPAR
(3,6),(6,14),-1.04184 # DEPENDENCYPART_GRANDPAR
(3,6),(6,15),-1.13617 # DEPENDENCYPART_GRANDPAR
(3,6),(6,16),-1.05275 # DEPENDENCYPART_GRANDPAR
(3,6),(6,17),-0.831352 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.201651 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.0942821 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.14093 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),-0.509755 # DEPENDENCYPART_GRANDPAR
(4,1),(1,6),-0.839426 # DEPENDENCYPART_GRANDPAR
(4,1),(1,7),-0.395253 # DEPENDENCYPART_GRANDPAR
(4,1),(1,8),-0.24106 # DEPENDENCYPART_GRANDPAR
(4,1),(1,9),-0.712797 # DEPENDENCYPART_GRANDPAR
(4,1),(1,10),-0.712524 # DEPENDENCYPART_GRANDPAR
(4,1),(1,11),-0.716175 # DEPENDENCYPART_GRANDPAR
(4,1),(1,12),-0.762155 # DEPENDENCYPART_GRANDPAR
(4,1),(1,15),-0.750043 # DEPENDENCYPART_GRANDPAR
(4,1),(1,20),-1.29123 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.275354 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.414282 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.184 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.486652 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.765253 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.367024 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-0.283863 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-0.726346 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-0.684296 # DEPENDENCYPART_GRANDPAR
(4,2),(2,12),-0.739052 # DEPENDENCYPART_GRANDPAR
(4,2),(2,15),-0.774434 # DEPENDENCYPART_GRANDPAR
(4,2),(2,25),-1.23537 # DEPENDENCYPART_GRANDPAR
(4,3),(3,5),-0.455745 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.712117 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.867597 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.895979 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.75406 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.264326 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),0.143199 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),-0.0547523 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.883634 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.905332 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.847148 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),-0.0407612 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),0.216003 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),0.754172 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.381465 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.101269 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),0.244765 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.398603 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),0.514114 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.412703 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),-0.352761 # DEPENDENCYPART_GRANDPAR
(4,6),(6,17),-0.622047 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-0.983481 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-0.849871 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-0.643221 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),0.2051 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),-0.166939 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),0.224727 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.0617638 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),0.136712 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.0232769 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.0222354 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),-0.105888 # DEPENDENCYPART_GRANDPAR
(4,8),(8,16),-0.125403 # DEPENDENCYPART_GRANDPAR
(4,9),(9,1),-0.89318 # DEPENDENCYPART_GRANDPAR
(4,9),(9,2),-0.958843 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),-0.7027 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-0.581155 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),0.0444071 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),-0.291631 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),0.191956 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),0.342222 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.0408064 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.106999 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.222532 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),0.135823 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),-0.0259909 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),-0.157291 # DEPENDENCYPART_GRANDPAR
(4,9),(9,17),-0.294619 # DEPENDENCYPART_GRANDPAR
(4,9),(9,18),-0.478341 # DEPENDENCYPART_GRANDPAR
(4,9),(9,19),-0.607891 # DEPENDENCYPART_GRANDPAR
(4,9),(9,20),-0.477172 # DEPENDENCYPART_GRANDPAR
(4,9),(9,23),-0.270799 # DEPENDENCYPART_GRANDPAR
(4,9),(9,25),-0.781372 # DEPENDENCYPART_GRANDPAR
(4,11),(11,1),-0.998989 # DEPENDENCYPART_GRANDPAR
(4,11),(11,2),-1.00851 # DEPENDENCYPART_GRANDPAR
(4,11),(11,3),-0.931866 # DEPENDENCYPART_GRANDPAR
(4,11),(11,4),-0.631393 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,11),(11,5),0.107835 # DEPENDENCYPART_GRANDPAR
(4,11),(11,6),-0.0961542 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),0.226152 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),0.285178 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),-0.137457 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),-0.0911193 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.0929435 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),0.0336607 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),0.16787 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),-0.273248 # DEPENDENCYPART_GRANDPAR
(4,11),(11,16),-0.229471 # DEPENDENCYPART_GRANDPAR
(4,11),(11,17),-0.47953 # DEPENDENCYPART_GRANDPAR
(4,11),(11,19),-0.607118 # DEPENDENCYPART_GRANDPAR
(4,11),(11,20),-0.486202 # DEPENDENCYPART_GRANDPAR
(4,11),(11,22),-0.639384 # DEPENDENCYPART_GRANDPAR
(4,11),(11,23),-0.158094 # DEPENDENCYPART_GRANDPAR
(4,11),(11,25),-0.743198 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),-0.229069 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),0.0499877 # DEPENDENCYPART_GRANDPAR
(4,12),(12,15),-0.294393 # DEPENDENCYPART_GRANDPAR
(4,14),(14,9),-0.0808651 # DEPENDENCYPART_GRANDPAR
(4,14),(14,10),-0.0837671 # DEPENDENCYPART_GRANDPAR
(4,14),(14,11),-0.103985 # DEPENDENCYPART_GRANDPAR
(4,14),(14,12),-0.0451918 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),0.244174 # DEPENDENCYPART_GRANDPAR
