# _root_ Synchronized circuit breakers would not have halted the slide in prices on Friday , but they probably would have made for smoother , less volatile executions .
#goldHeads=3,3,4,0,4,4,6,9,7,9,10,9,12,4,4,18,18,15,18,19,20,26,26,25,26,21,4,
#predictedHeads=3,3,4,0,4,4,6,9,7,7,10,11,12,4,4,18,18,15,18,19,20,26,20,25,26,21,4,
(4,7),(4,16),-0.12936 # DEPENDENCYPART_SIBL
(4,7),(4,17),-0.236926 # DEPENDENCYPART_SIBL
(4,7),(4,18),-0.0547626 # DEPENDENCYPART_SIBL
(4,7),(4,19),-0.0743394 # DEPENDENCYPART_SIBL
(4,7),(4,20),-0.359996 # DEPENDENCYPART_SIBL
(4,7),(4,21),0.00218893 # DEPENDENCYPART_SIBL
(4,7),(4,22),-0.13701 # DEPENDENCYPART_SIBL
(4,7),(4,23),-0.00101593 # DEPENDENCYPART_SIBL
(4,7),(4,24),-0.108724 # DEPENDENCYPART_SIBL
(4,7),(4,27),-0.076151 # DEPENDENCYPART_SIBL
(4,9),(4,10),0.0516746 # DEPENDENCYPART_SIBL
(4,9),(4,11),-0.163558 # DEPENDENCYPART_SIBL
(4,9),(4,12),0.0636056 # DEPENDENCYPART_SIBL
(4,9),(4,13),0.0118767 # DEPENDENCYPART_SIBL
(4,9),(4,14),0.0302836 # DEPENDENCYPART_SIBL
(4,9),(4,15),0.193897 # DEPENDENCYPART_SIBL
(4,9),(4,16),-0.0294259 # DEPENDENCYPART_SIBL
(4,9),(4,17),0.0066118 # DEPENDENCYPART_SIBL
(4,9),(4,18),-0.0286658 # DEPENDENCYPART_SIBL
(4,9),(4,19),0.0897041 # DEPENDENCYPART_SIBL
(4,9),(4,20),0.0135272 # DEPENDENCYPART_SIBL
(4,9),(4,21),0.105584 # DEPENDENCYPART_SIBL
(4,9),(4,22),0.018667 # DEPENDENCYPART_SIBL
(4,9),(4,23),0.0302836 # DEPENDENCYPART_SIBL
(4,9),(4,24),0.0558705 # DEPENDENCYPART_SIBL
(4,9),(4,27),0.0329831 # DEPENDENCYPART_SIBL
(4,10),(4,11),0.0280996 # DEPENDENCYPART_SIBL
(4,10),(4,12),0.0466927 # DEPENDENCYPART_SIBL
(4,10),(4,13),0.114422 # DEPENDENCYPART_SIBL
(4,10),(4,14),0.0265113 # DEPENDENCYPART_SIBL
(4,10),(4,15),0.17834 # DEPENDENCYPART_SIBL
(4,10),(4,16),-0.0860693 # DEPENDENCYPART_SIBL
(4,10),(4,17),0.015363 # DEPENDENCYPART_SIBL
(4,10),(4,18),0.0258178 # DEPENDENCYPART_SIBL
(4,10),(4,19),0.105652 # DEPENDENCYPART_SIBL
(4,10),(4,20),0.0453262 # DEPENDENCYPART_SIBL
(4,10),(4,21),0.0779321 # DEPENDENCYPART_SIBL
(4,10),(4,22),-0.0473547 # DEPENDENCYPART_SIBL
(4,10),(4,23),0.0265113 # DEPENDENCYPART_SIBL
(4,10),(4,24),0.000998065 # DEPENDENCYPART_SIBL
(4,10),(4,27),-0.0381344 # DEPENDENCYPART_SIBL
(4,11),(4,12),0.115218 # DEPENDENCYPART_SIBL
(4,11),(4,13),0.0238135 # DEPENDENCYPART_SIBL
(4,11),(4,14),-0.00422766 # DEPENDENCYPART_SIBL
(4,11),(4,15),0.245736 # DEPENDENCYPART_SIBL
(4,11),(4,16),-0.00381711 # DEPENDENCYPART_SIBL
(4,11),(4,17),0.0682848 # DEPENDENCYPART_SIBL
(4,11),(4,18),0.047432 # DEPENDENCYPART_SIBL
(4,11),(4,19),0.221194 # DEPENDENCYPART_SIBL
(4,11),(4,20),0.0167854 # DEPENDENCYPART_SIBL
(4,11),(4,21),0.191256 # DEPENDENCYPART_SIBL
(4,11),(4,22),0.046687 # DEPENDENCYPART_SIBL
(4,11),(4,23),-0.00422766 # DEPENDENCYPART_SIBL
(4,11),(4,24),0.105525 # DEPENDENCYPART_SIBL
(4,11),(4,27),0.0859485 # DEPENDENCYPART_SIBL
(4,12),(4,13),0.0732193 # DEPENDENCYPART_SIBL
(4,12),(4,14),-0.0205482 # DEPENDENCYPART_SIBL
(4,12),(4,15),0.122885 # DEPENDENCYPART_SIBL
(4,12),(4,16),-0.143028 # DEPENDENCYPART_SIBL
(4,12),(4,17),-0.0195501 # DEPENDENCYPART_SIBL
(4,12),(4,18),-0.0160623 # DEPENDENCYPART_SIBL
(4,12),(4,19),0.0420895 # DEPENDENCYPART_SIBL
(4,12),(4,20),-0.0436476 # DEPENDENCYPART_SIBL
(4,12),(4,21),0.0718318 # DEPENDENCYPART_SIBL
(4,12),(4,22),-0.0954176 # DEPENDENCYPART_SIBL
(4,12),(4,23),-0.0205482 # DEPENDENCYPART_SIBL
(4,12),(4,24),-0.0350459 # DEPENDENCYPART_SIBL
(4,12),(4,27),-0.0335372 # DEPENDENCYPART_SIBL
(4,13),(4,14),0.0263891 # DEPENDENCYPART_SIBL
(4,13),(4,15),0.128446 # DEPENDENCYPART_SIBL
(4,13),(4,16),-0.039288 # DEPENDENCYPART_SIBL
(4,13),(4,17),-0.0212367 # DEPENDENCYPART_SIBL
(4,13),(4,18),-0.0421457 # DEPENDENCYPART_SIBL
(4,13),(4,19),0.0986544 # DEPENDENCYPART_SIBL
(4,13),(4,20),-0.0183816 # DEPENDENCYPART_SIBL
(4,13),(4,21),0.130799 # DEPENDENCYPART_SIBL
(4,13),(4,22),-0.0207305 # DEPENDENCYPART_SIBL
(4,13),(4,23),0.0263891 # DEPENDENCYPART_SIBL
(4,13),(4,24),0.0023848 # DEPENDENCYPART_SIBL
(4,13),(4,27),0.0277741 # DEPENDENCYPART_SIBL
(4,14),(4,15),1.23265 # DEPENDENCYPART_SIBL
(4,14),(4,16),-0.0138343 # DEPENDENCYPART_SIBL
(4,14),(4,17),0.211116 # DEPENDENCYPART_SIBL
(4,14),(4,18),0.341549 # DEPENDENCYPART_SIBL
(4,14),(4,19),0.310004 # DEPENDENCYPART_SIBL
(4,14),(4,20),0.381506 # DEPENDENCYPART_SIBL
(4,14),(4,21),0.25352 # DEPENDENCYPART_SIBL
(4,14),(4,22),0.135592 # DEPENDENCYPART_SIBL
(4,14),(4,23),-0.0518988 # DEPENDENCYPART_SIBL
(4,14),(4,24),0.0721496 # DEPENDENCYPART_SIBL
(4,14),(4,27),-0.00797503 # DEPENDENCYPART_SIBL
(4,15),(4,16),-0.0156222 # DEPENDENCYPART_SIBL
(4,15),(4,17),-0.0801984 # DEPENDENCYPART_SIBL
(4,15),(4,18),-0.0797545 # DEPENDENCYPART_SIBL
(4,15),(4,19),-0.0927489 # DEPENDENCYPART_SIBL
(4,15),(4,20),-0.0545818 # DEPENDENCYPART_SIBL
(4,15),(4,21),0.0334838 # DEPENDENCYPART_SIBL
(4,15),(4,22),-0.137166 # DEPENDENCYPART_SIBL
(4,15),(4,23),-0.0808551 # DEPENDENCYPART_SIBL
(4,15),(4,24),-0.0817821 # DEPENDENCYPART_SIBL
(4,15),(4,27),0.116877 # DEPENDENCYPART_SIBL
(4,16),(4,17),0.0138072 # DEPENDENCYPART_SIBL
(4,16),(4,18),0.0551981 # DEPENDENCYPART_SIBL
(4,16),(4,19),0.235679 # DEPENDENCYPART_SIBL
(4,16),(4,20),0.0189205 # DEPENDENCYPART_SIBL
(4,16),(4,21),0.0589983 # DEPENDENCYPART_SIBL
(4,16),(4,22),0.0339147 # DEPENDENCYPART_SIBL
(4,16),(4,23),-0.0387871 # DEPENDENCYPART_SIBL
(4,16),(4,24),0.0261775 # DEPENDENCYPART_SIBL
(4,16),(4,27),-0.111685 # DEPENDENCYPART_SIBL
(4,17),(4,18),0.0071729 # DEPENDENCYPART_SIBL
(4,17),(4,19),0.250171 # DEPENDENCYPART_SIBL
(4,17),(4,20),0.0166686 # DEPENDENCYPART_SIBL
(4,17),(4,21),0.0877499 # DEPENDENCYPART_SIBL
(4,17),(4,22),-0.00472005 # DEPENDENCYPART_SIBL
(4,17),(4,23),0.0157423 # DEPENDENCYPART_SIBL
(4,17),(4,24),0.0275877 # DEPENDENCYPART_SIBL
(4,17),(4,27),0.126214 # DEPENDENCYPART_SIBL
(4,18),(4,19),-0.0679311 # DEPENDENCYPART_SIBL
(4,18),(4,20),-0.0678626 # DEPENDENCYPART_SIBL
(4,18),(4,21),0.0737143 # DEPENDENCYPART_SIBL
(4,18),(4,22),-0.0894276 # DEPENDENCYPART_SIBL
(4,18),(4,23),-0.0747441 # DEPENDENCYPART_SIBL
(4,18),(4,24),-0.071562 # DEPENDENCYPART_SIBL
(4,18),(4,27),0.00759263 # DEPENDENCYPART_SIBL
(4,19),(4,20),-0.293478 # DEPENDENCYPART_SIBL
(4,19),(4,21),-0.0718795 # DEPENDENCYPART_SIBL
(4,19),(4,22),-0.244799 # DEPENDENCYPART_SIBL
(4,19),(4,23),-0.0613196 # DEPENDENCYPART_SIBL
(4,19),(4,24),-0.215127 # DEPENDENCYPART_SIBL
(4,19),(4,27),-0.0453765 # DEPENDENCYPART_SIBL
(4,20),(4,21),0.0164299 # DEPENDENCYPART_SIBL
(4,20),(4,22),-0.138908 # DEPENDENCYPART_SIBL
(4,20),(4,23),0.0245061 # DEPENDENCYPART_SIBL
(4,20),(4,24),-0.111006 # DEPENDENCYPART_SIBL
(4,20),(4,27),-0.108326 # DEPENDENCYPART_SIBL
(4,21),(4,22),-0.0919946 # DEPENDENCYPART_SIBL
(4,21),(4,23),-0.00592572 # DEPENDENCYPART_SIBL
(4,21),(4,24),-0.0217632 # DEPENDENCYPART_SIBL
(4,21),(4,27),-0.00847166 # DEPENDENCYPART_SIBL
(4,22),(4,23),-0.0394952 # DEPENDENCYPART_SIBL
(4,22),(4,24),-0.0655438 # DEPENDENCYPART_SIBL
(4,22),(4,27),-0.0784076 # DEPENDENCYPART_SIBL
(4,23),(4,24),0.0721496 # DEPENDENCYPART_SIBL
(4,23),(4,27),-0.00797503 # DEPENDENCYPART_SIBL
(4,24),(4,27),-0.0977859 # DEPENDENCYPART_SIBL
(5,1),(5,3),0.0129442 # DEPENDENCYPART_SIBL
(5,1),(5,4),0.0205507 # DEPENDENCYPART_SIBL
(5,1),(5,6),-0.06266 # DEPENDENCYPART_SIBL
(5,1),(5,7),0.0656907 # DEPENDENCYPART_SIBL
(5,1),(5,9),0.0507692 # DEPENDENCYPART_SIBL
(5,1),(5,10),0.0442042 # DEPENDENCYPART_SIBL
(5,3),(5,4),0.0339799 # DEPENDENCYPART_SIBL
(5,3),(5,6),-0.05871 # DEPENDENCYPART_SIBL
(5,3),(5,7),0.0135578 # DEPENDENCYPART_SIBL
(5,3),(5,9),0.0252215 # DEPENDENCYPART_SIBL
(5,3),(5,10),-0.0302026 # DEPENDENCYPART_SIBL
(5,4),(5,6),-0.117659 # DEPENDENCYPART_SIBL
(5,4),(5,7),0.0641248 # DEPENDENCYPART_SIBL
(5,4),(5,9),-0.0131196 # DEPENDENCYPART_SIBL
(5,4),(5,10),-0.0446521 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.047827 # DEPENDENCYPART_SIBL
(5,6),(5,9),-0.0543449 # DEPENDENCYPART_SIBL
(5,6),(5,10),0.0769603 # DEPENDENCYPART_SIBL
(5,7),(5,9),-0.142831 # DEPENDENCYPART_SIBL
(5,7),(5,10),0.082671 # DEPENDENCYPART_SIBL
(5,9),(5,10),0.00414113 # DEPENDENCYPART_SIBL
(6,1),(6,2),-0.0108624 # DEPENDENCYPART_SIBL
(6,1),(6,3),-0.0309185 # DEPENDENCYPART_SIBL
(6,1),(6,4),-0.00399334 # DEPENDENCYPART_SIBL
(6,1),(6,5),-0.0980995 # DEPENDENCYPART_SIBL
(6,1),(6,7),-0.0111682 # DEPENDENCYPART_SIBL
(6,1),(6,9),-0.112149 # DEPENDENCYPART_SIBL
(6,1),(6,10),-0.0901997 # DEPENDENCYPART_SIBL
(6,1),(6,11),-0.08088 # DEPENDENCYPART_SIBL
(6,1),(6,12),0.0262788 # DEPENDENCYPART_SIBL
(6,1),(6,13),-0.0505324 # DEPENDENCYPART_SIBL
(6,1),(6,14),-0.105296 # DEPENDENCYPART_SIBL
(6,1),(6,15),0.0298168 # DEPENDENCYPART_SIBL
(6,1),(6,18),-0.103303 # DEPENDENCYPART_SIBL
(6,1),(6,20),0.0073359 # DEPENDENCYPART_SIBL
(6,1),(6,27),-0.000921024 # DEPENDENCYPART_SIBL
(6,2),(6,3),-0.185857 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.0219842 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.0700475 # DEPENDENCYPART_SIBL
(6,2),(6,7),0.0671661 # DEPENDENCYPART_SIBL
(6,2),(6,9),0.0107607 # DEPENDENCYPART_SIBL
(6,2),(6,10),-0.0200399 # DEPENDENCYPART_SIBL
(6,2),(6,11),-0.0378445 # DEPENDENCYPART_SIBL
(6,2),(6,12),0.144289 # DEPENDENCYPART_SIBL
(6,2),(6,13),0.00313775 # DEPENDENCYPART_SIBL
(6,2),(6,14),-0.00678596 # DEPENDENCYPART_SIBL
(6,2),(6,15),0.121152 # DEPENDENCYPART_SIBL
(6,2),(6,18),-0.0284998 # DEPENDENCYPART_SIBL
(6,2),(6,20),0.0833288 # DEPENDENCYPART_SIBL
(6,2),(6,27),0.0189175 # DEPENDENCYPART_SIBL
(6,3),(6,4),-0.0288055 # DEPENDENCYPART_SIBL
(6,3),(6,5),0.0337203 # DEPENDENCYPART_SIBL
(6,3),(6,7),0.101355 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.0487296 # DEPENDENCYPART_SIBL
(6,3),(6,10),-0.0820705 # DEPENDENCYPART_SIBL
(6,3),(6,11),-0.0357766 # DEPENDENCYPART_SIBL
(6,3),(6,12),0.0399634 # DEPENDENCYPART_SIBL
(6,3),(6,13),-0.0155808 # DEPENDENCYPART_SIBL
(6,3),(6,14),-0.0100209 # DEPENDENCYPART_SIBL
(6,3),(6,15),0.101467 # DEPENDENCYPART_SIBL
(6,3),(6,18),-0.0498565 # DEPENDENCYPART_SIBL
(6,3),(6,20),0.0919638 # DEPENDENCYPART_SIBL
(6,3),(6,27),0.13946 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.0777228 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.0713229 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.17449 # DEPENDENCYPART_SIBL
(6,4),(6,10),-0.175242 # DEPENDENCYPART_SIBL
(6,4),(6,11),-0.066365 # DEPENDENCYPART_SIBL
(6,4),(6,12),-0.0457231 # DEPENDENCYPART_SIBL
(6,4),(6,13),-0.0372457 # DEPENDENCYPART_SIBL
(6,4),(6,14),-0.0755033 # DEPENDENCYPART_SIBL
(6,4),(6,15),-0.00803488 # DEPENDENCYPART_SIBL
(6,4),(6,18),-0.169419 # DEPENDENCYPART_SIBL
(6,4),(6,20),0.0853152 # DEPENDENCYPART_SIBL
(6,4),(6,27),-0.0786961 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.0309659 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.126874 # DEPENDENCYPART_SIBL
(6,5),(6,10),-0.122487 # DEPENDENCYPART_SIBL
(6,5),(6,11),-0.0632404 # DEPENDENCYPART_SIBL
(6,5),(6,12),0.0509109 # DEPENDENCYPART_SIBL
(6,5),(6,13),-0.0352234 # DEPENDENCYPART_SIBL
(6,5),(6,14),-0.0177854 # DEPENDENCYPART_SIBL
(6,5),(6,15),0.42 # DEPENDENCYPART_SIBL
(6,5),(6,18),-0.0286941 # DEPENDENCYPART_SIBL
(6,5),(6,20),0.0509152 # DEPENDENCYPART_SIBL
(6,5),(6,27),0.195594 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.534571 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.296772 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.464885 # DEPENDENCYPART_SIBL
(6,7),(6,12),-0.24906 # DEPENDENCYPART_SIBL
(6,7),(6,13),-0.253447 # DEPENDENCYPART_SIBL
(6,7),(6,14),-0.0776496 # DEPENDENCYPART_SIBL
(6,7),(6,15),-0.0100203 # DEPENDENCYPART_SIBL
(6,7),(6,18),-0.252664 # DEPENDENCYPART_SIBL
(6,7),(6,20),-0.47085 # DEPENDENCYPART_SIBL
(6,7),(6,27),0.126431 # DEPENDENCYPART_SIBL
(6,9),(6,10),0.081172 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.475319 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.0383419 # DEPENDENCYPART_SIBL
(6,9),(6,13),-0.0658043 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.0311762 # DEPENDENCYPART_SIBL
(6,9),(6,15),-0.0274171 # DEPENDENCYPART_SIBL
(6,9),(6,18),-0.196943 # DEPENDENCYPART_SIBL
(6,9),(6,20),0.0450667 # DEPENDENCYPART_SIBL
(6,9),(6,27),-0.0729086 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.153333 # DEPENDENCYPART_SIBL
(6,10),(6,12),0.113766 # DEPENDENCYPART_SIBL
(6,10),(6,13),0.0252553 # DEPENDENCYPART_SIBL
(6,10),(6,14),0.0209102 # DEPENDENCYPART_SIBL
(6,10),(6,15),0.0208371 # DEPENDENCYPART_SIBL
(6,10),(6,18),-0.157428 # DEPENDENCYPART_SIBL
(6,10),(6,20),0.0257468 # DEPENDENCYPART_SIBL
(6,10),(6,27),-0.0696237 # DEPENDENCYPART_SIBL
(6,11),(6,12),0.100278 # DEPENDENCYPART_SIBL
(6,11),(6,13),-0.0448439 # DEPENDENCYPART_SIBL
(6,11),(6,14),0.0220862 # DEPENDENCYPART_SIBL
(6,11),(6,15),0.0109444 # DEPENDENCYPART_SIBL
(6,11),(6,18),-0.0644287 # DEPENDENCYPART_SIBL
(6,11),(6,20),0.049628 # DEPENDENCYPART_SIBL
(6,11),(6,27),0.00336905 # DEPENDENCYPART_SIBL
(6,12),(6,13),0.055792 # DEPENDENCYPART_SIBL
(6,12),(6,14),0.0150873 # DEPENDENCYPART_SIBL
(6,12),(6,15),-0.038162 # DEPENDENCYPART_SIBL
(6,12),(6,18),-0.135182 # DEPENDENCYPART_SIBL
(6,12),(6,20),-0.0366177 # DEPENDENCYPART_SIBL
(6,12),(6,27),-0.0560675 # DEPENDENCYPART_SIBL
(6,13),(6,14),-0.00715799 # DEPENDENCYPART_SIBL
(6,13),(6,15),-0.0350047 # DEPENDENCYPART_SIBL
(6,13),(6,18),-0.131017 # DEPENDENCYPART_SIBL
(6,13),(6,20),0.0803111 # DEPENDENCYPART_SIBL
(6,13),(6,27),0.00428466 # DEPENDENCYPART_SIBL
(6,14),(6,15),0.860906 # DEPENDENCYPART_SIBL
(6,14),(6,18),0.42386 # DEPENDENCYPART_SIBL
(6,14),(6,20),0.524177 # DEPENDENCYPART_SIBL
(6,14),(6,27),0.0403305 # DEPENDENCYPART_SIBL
(6,15),(6,18),-0.11982 # DEPENDENCYPART_SIBL
(6,15),(6,20),0.0396105 # DEPENDENCYPART_SIBL
(6,15),(6,27),0.207826 # DEPENDENCYPART_SIBL
(6,18),(6,20),-0.00565601 # DEPENDENCYPART_SIBL
(6,18),(6,27),-0.020711 # DEPENDENCYPART_SIBL
(6,20),(6,27),0.138412 # DEPENDENCYPART_SIBL
(7,1),(7,3),0.0410499 # DEPENDENCYPART_SIBL
(7,1),(7,4),0.0234876 # DEPENDENCYPART_SIBL
(7,1),(7,5),-0.0887911 # DEPENDENCYPART_SIBL
(7,1),(7,6),-0.00151732 # DEPENDENCYPART_SIBL
(7,1),(7,8),-0.023561 # DEPENDENCYPART_SIBL
(7,1),(7,9),-0.0250533 # DEPENDENCYPART_SIBL
(7,1),(7,10),-0.0325618 # DEPENDENCYPART_SIBL
(7,1),(7,11),0.0104999 # DEPENDENCYPART_SIBL
(7,1),(7,12),0.0160163 # DEPENDENCYPART_SIBL
(7,1),(7,13),-0.00821962 # DEPENDENCYPART_SIBL
(7,1),(7,14),-0.0353308 # DEPENDENCYPART_SIBL
(7,1),(7,15),0.0901925 # DEPENDENCYPART_SIBL
(7,1),(7,16),-0.049325 # DEPENDENCYPART_SIBL
(7,1),(7,17),-0.0241215 # DEPENDENCYPART_SIBL
(7,1),(7,18),-0.0885307 # DEPENDENCYPART_SIBL
(7,1),(7,19),-0.0992565 # DEPENDENCYPART_SIBL
(7,1),(7,20),-0.0220021 # DEPENDENCYPART_SIBL
(7,1),(7,21),0.0388497 # DEPENDENCYPART_SIBL
(7,1),(7,22),-0.0409891 # DEPENDENCYPART_SIBL
(7,1),(7,23),-0.0353308 # DEPENDENCYPART_SIBL
(7,1),(7,24),-0.0392118 # DEPENDENCYPART_SIBL
(7,1),(7,26),0.00650188 # DEPENDENCYPART_SIBL
(7,1),(7,27),0.0241189 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.0265082 # DEPENDENCYPART_SIBL
(7,3),(7,5),0.0125702 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.00973871 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.0333462 # DEPENDENCYPART_SIBL
(7,3),(7,9),0.0164392 # DEPENDENCYPART_SIBL
(7,3),(7,10),-0.0543886 # DEPENDENCYPART_SIBL
(7,3),(7,11),0.0229924 # DEPENDENCYPART_SIBL
(7,3),(7,12),-0.0279226 # DEPENDENCYPART_SIBL
(7,3),(7,13),0.00467296 # DEPENDENCYPART_SIBL
(7,3),(7,14),0.0126455 # DEPENDENCYPART_SIBL
(7,3),(7,15),0.181671 # DEPENDENCYPART_SIBL
(7,3),(7,16),-0.0425031 # DEPENDENCYPART_SIBL
(7,3),(7,17),-0.00593184 # DEPENDENCYPART_SIBL
(7,3),(7,18),-0.0661666 # DEPENDENCYPART_SIBL
(7,3),(7,19),-0.0333583 # DEPENDENCYPART_SIBL
(7,3),(7,20),-0.0214151 # DEPENDENCYPART_SIBL
(7,3),(7,21),-0.0225498 # DEPENDENCYPART_SIBL
(7,3),(7,22),-0.00543746 # DEPENDENCYPART_SIBL
(7,3),(7,23),0.0126455 # DEPENDENCYPART_SIBL
(7,3),(7,24),-0.0217148 # DEPENDENCYPART_SIBL
(7,3),(7,26),-0.00514831 # DEPENDENCYPART_SIBL
(7,3),(7,27),0.0974549 # DEPENDENCYPART_SIBL
(7,4),(7,5),-0.100161 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.0162934 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.00657084 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.044332 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.0591367 # DEPENDENCYPART_SIBL
(7,4),(7,11),0.0392176 # DEPENDENCYPART_SIBL
(7,4),(7,12),0.0157871 # DEPENDENCYPART_SIBL
(7,4),(7,13),0.0515137 # DEPENDENCYPART_SIBL
(7,4),(7,14),0.0425839 # DEPENDENCYPART_SIBL
(7,4),(7,15),0.0855312 # DEPENDENCYPART_SIBL
(7,4),(7,16),-0.038439 # DEPENDENCYPART_SIBL
(7,4),(7,17),-0.021262 # DEPENDENCYPART_SIBL
(7,4),(7,18),-0.117132 # DEPENDENCYPART_SIBL
(7,4),(7,19),-0.103334 # DEPENDENCYPART_SIBL
(7,4),(7,20),0.0211103 # DEPENDENCYPART_SIBL
(7,4),(7,21),-0.0232638 # DEPENDENCYPART_SIBL
(7,4),(7,22),-0.0297997 # DEPENDENCYPART_SIBL
(7,4),(7,23),0.0425839 # DEPENDENCYPART_SIBL
(7,4),(7,24),-0.0283842 # DEPENDENCYPART_SIBL
(7,4),(7,26),0.0363295 # DEPENDENCYPART_SIBL
(7,4),(7,27),0.0627707 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.0245392 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.0817267 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.138298 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.0622372 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.06364 # DEPENDENCYPART_SIBL
(7,5),(7,12),0.0346518 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.0805338 # DEPENDENCYPART_SIBL
(7,5),(7,14),0.0365908 # DEPENDENCYPART_SIBL
(7,5),(7,15),0.378095 # DEPENDENCYPART_SIBL
(7,5),(7,16),-0.125037 # DEPENDENCYPART_SIBL
(7,5),(7,17),-0.150272 # DEPENDENCYPART_SIBL
(7,5),(7,18),-0.11945 # DEPENDENCYPART_SIBL
(7,5),(7,19),-0.0491596 # DEPENDENCYPART_SIBL
(7,5),(7,20),-0.101925 # DEPENDENCYPART_SIBL
(7,5),(7,21),-0.0395518 # DEPENDENCYPART_SIBL
(7,5),(7,22),-0.0899209 # DEPENDENCYPART_SIBL
(7,5),(7,23),0.0365908 # DEPENDENCYPART_SIBL
(7,5),(7,24),-0.0504565 # DEPENDENCYPART_SIBL
(7,5),(7,26),-0.0734844 # DEPENDENCYPART_SIBL
(7,5),(7,27),0.0277015 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0339097 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.0365955 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.0715145 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.057674 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.008574 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.00735322 # DEPENDENCYPART_SIBL
(7,6),(7,14),-0.0702763 # DEPENDENCYPART_SIBL
(7,6),(7,15),0.0306579 # DEPENDENCYPART_SIBL
(7,6),(7,16),-0.0562835 # DEPENDENCYPART_SIBL
(7,6),(7,17),-0.0469148 # DEPENDENCYPART_SIBL
(7,6),(7,18),-0.0937451 # DEPENDENCYPART_SIBL
(7,6),(7,19),-0.113741 # DEPENDENCYPART_SIBL
(7,6),(7,20),-0.0381691 # DEPENDENCYPART_SIBL
(7,6),(7,21),-0.0134112 # DEPENDENCYPART_SIBL
(7,6),(7,22),-0.0464404 # DEPENDENCYPART_SIBL
(7,6),(7,23),-0.0702763 # DEPENDENCYPART_SIBL
(7,6),(7,24),-0.060804 # DEPENDENCYPART_SIBL
(7,6),(7,26),-0.0624974 # DEPENDENCYPART_SIBL
(7,6),(7,27),0.000629965 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.156023 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0972956 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.110394 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.0852906 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.149291 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.0771222 # DEPENDENCYPART_SIBL
(7,8),(7,15),-0.134742 # DEPENDENCYPART_SIBL
(7,8),(7,16),-0.041811 # DEPENDENCYPART_SIBL
(7,8),(7,17),-0.0840557 # DEPENDENCYPART_SIBL
(7,8),(7,18),-0.15315 # DEPENDENCYPART_SIBL
(7,8),(7,19),-0.0757569 # DEPENDENCYPART_SIBL
(7,8),(7,20),-0.0416627 # DEPENDENCYPART_SIBL
(7,8),(7,21),-0.0444056 # DEPENDENCYPART_SIBL
(7,8),(7,22),-0.0852662 # DEPENDENCYPART_SIBL
(7,8),(7,23),-0.0771222 # DEPENDENCYPART_SIBL
(7,8),(7,24),-0.0589506 # DEPENDENCYPART_SIBL
(7,8),(7,26),-0.104483 # DEPENDENCYPART_SIBL
(7,8),(7,27),-0.116891 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.0113497 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.299021 # DEPENDENCYPART_SIBL
(7,9),(7,12),0.00737496 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.0889666 # DEPENDENCYPART_SIBL
(7,9),(7,14),0.00363906 # DEPENDENCYPART_SIBL
