# _root_ If she is nominated by President Bush and confirmed by the Senate , Dr. Novello would succeed C. Everett Koop , who rattled liberals and conservatives alike with his outspoken views on a range of health issues .
#goldHeads=16,3,1,3,4,7,5,4,8,9,12,10,16,15,16,0,16,20,20,17,20,23,20,23,24,25,24,23,31,31,28,31,34,32,34,37,35,16,
#predictedHeads=16,3,1,3,4,7,5,4,8,9,12,10,16,15,16,0,16,20,20,17,20,23,20,23,24,25,23,23,31,31,28,31,34,32,34,37,35,16,
(3,6),(3,38),0.0291224 # DEPENDENCYPART_SIBL
(3,7),(3,8),0.015877 # DEPENDENCYPART_SIBL
(3,7),(3,9),-0.132729 # DEPENDENCYPART_SIBL
(3,7),(3,10),-0.0818398 # DEPENDENCYPART_SIBL
(3,7),(3,13),-0.0146448 # DEPENDENCYPART_SIBL
(3,7),(3,16),-0.126129 # DEPENDENCYPART_SIBL
(3,7),(3,25),0.015877 # DEPENDENCYPART_SIBL
(3,7),(3,38),-0.0434996 # DEPENDENCYPART_SIBL
(3,8),(3,9),-0.0785001 # DEPENDENCYPART_SIBL
(3,8),(3,10),-0.127102 # DEPENDENCYPART_SIBL
(3,8),(3,13),-0.0377599 # DEPENDENCYPART_SIBL
(3,8),(3,16),-0.0788522 # DEPENDENCYPART_SIBL
(3,8),(3,25),-0.992762 # DEPENDENCYPART_SIBL
(3,8),(3,38),0.00647169 # DEPENDENCYPART_SIBL
(3,9),(3,10),-0.506608 # DEPENDENCYPART_SIBL
(3,9),(3,13),-0.0783184 # DEPENDENCYPART_SIBL
(3,9),(3,16),-0.233276 # DEPENDENCYPART_SIBL
(3,9),(3,25),0.155698 # DEPENDENCYPART_SIBL
(3,9),(3,38),-0.0793652 # DEPENDENCYPART_SIBL
(3,10),(3,13),-0.016273 # DEPENDENCYPART_SIBL
(3,10),(3,16),-0.121801 # DEPENDENCYPART_SIBL
(3,10),(3,25),-0.0225347 # DEPENDENCYPART_SIBL
(3,10),(3,38),-0.11334 # DEPENDENCYPART_SIBL
(3,13),(3,16),0.302729 # DEPENDENCYPART_SIBL
(3,13),(3,25),0.692413 # DEPENDENCYPART_SIBL
(3,13),(3,38),0.0047359 # DEPENDENCYPART_SIBL
(3,16),(3,25),0.00244497 # DEPENDENCYPART_SIBL
(3,16),(3,38),0.0660901 # DEPENDENCYPART_SIBL
(3,25),(3,38),0.00647169 # DEPENDENCYPART_SIBL
(4,1),(4,2),0.0521386 # DEPENDENCYPART_SIBL
(4,1),(4,5),-0.150284 # DEPENDENCYPART_SIBL
(4,1),(4,6),-0.0310922 # DEPENDENCYPART_SIBL
(4,1),(4,7),-0.0623263 # DEPENDENCYPART_SIBL
(4,1),(4,8),0.00669492 # DEPENDENCYPART_SIBL
(4,1),(4,9),-0.0444506 # DEPENDENCYPART_SIBL
(4,1),(4,10),-0.150284 # DEPENDENCYPART_SIBL
(4,1),(4,13),-0.0810431 # DEPENDENCYPART_SIBL
(4,1),(4,28),-0.0488447 # DEPENDENCYPART_SIBL
(4,1),(4,32),-0.0668832 # DEPENDENCYPART_SIBL
(4,1),(4,38),0.128051 # DEPENDENCYPART_SIBL
(4,2),(4,5),-0.0529374 # DEPENDENCYPART_SIBL
(4,2),(4,6),-0.0258425 # DEPENDENCYPART_SIBL
(4,2),(4,7),-0.0447532 # DEPENDENCYPART_SIBL
(4,2),(4,8),0.0533095 # DEPENDENCYPART_SIBL
(4,2),(4,9),0.0813646 # DEPENDENCYPART_SIBL
(4,2),(4,10),-0.0529374 # DEPENDENCYPART_SIBL
(4,2),(4,13),0.0645259 # DEPENDENCYPART_SIBL
(4,2),(4,28),-0.0208298 # DEPENDENCYPART_SIBL
(4,2),(4,32),0.0383473 # DEPENDENCYPART_SIBL
(4,2),(4,38),0.111648 # DEPENDENCYPART_SIBL
(4,5),(4,6),-0.119208 # DEPENDENCYPART_SIBL
(4,5),(4,7),-0.0936786 # DEPENDENCYPART_SIBL
(4,5),(4,8),0.157774 # DEPENDENCYPART_SIBL
(4,5),(4,9),0.00940769 # DEPENDENCYPART_SIBL
(4,5),(4,10),-0.178071 # DEPENDENCYPART_SIBL
(4,5),(4,13),0.0192157 # DEPENDENCYPART_SIBL
(4,5),(4,28),0.00463429 # DEPENDENCYPART_SIBL
(4,5),(4,32),0.000924652 # DEPENDENCYPART_SIBL
(4,5),(4,38),-0.0910744 # DEPENDENCYPART_SIBL
(4,6),(4,7),-0.191306 # DEPENDENCYPART_SIBL
(4,6),(4,8),0.0733297 # DEPENDENCYPART_SIBL
(4,6),(4,9),-0.0442781 # DEPENDENCYPART_SIBL
(4,6),(4,10),0.120395 # DEPENDENCYPART_SIBL
(4,6),(4,13),-0.0285835 # DEPENDENCYPART_SIBL
(4,6),(4,28),0.0728997 # DEPENDENCYPART_SIBL
(4,6),(4,32),-0.001404 # DEPENDENCYPART_SIBL
(4,6),(4,38),0.0563017 # DEPENDENCYPART_SIBL
(4,7),(4,8),0.0256532 # DEPENDENCYPART_SIBL
(4,7),(4,9),-0.0343993 # DEPENDENCYPART_SIBL
(4,7),(4,10),0.0735008 # DEPENDENCYPART_SIBL
(4,7),(4,13),0.0271047 # DEPENDENCYPART_SIBL
(4,7),(4,28),0.0410325 # DEPENDENCYPART_SIBL
(4,7),(4,32),-0.0494978 # DEPENDENCYPART_SIBL
(4,7),(4,38),0.0324958 # DEPENDENCYPART_SIBL
(4,8),(4,9),-0.00197522 # DEPENDENCYPART_SIBL
(4,8),(4,10),0.0796126 # DEPENDENCYPART_SIBL
(4,8),(4,13),-0.0142328 # DEPENDENCYPART_SIBL
(4,8),(4,28),-0.0145642 # DEPENDENCYPART_SIBL
(4,8),(4,32),-0.0520163 # DEPENDENCYPART_SIBL
(4,8),(4,38),0.0229812 # DEPENDENCYPART_SIBL
(4,9),(4,10),-0.0945211 # DEPENDENCYPART_SIBL
(4,9),(4,13),-0.0437933 # DEPENDENCYPART_SIBL
(4,9),(4,28),-0.101295 # DEPENDENCYPART_SIBL
(4,9),(4,32),-0.127203 # DEPENDENCYPART_SIBL
(4,9),(4,38),0.0655852 # DEPENDENCYPART_SIBL
(4,10),(4,13),0.0192157 # DEPENDENCYPART_SIBL
(4,10),(4,28),0.00463429 # DEPENDENCYPART_SIBL
(4,10),(4,32),0.000924652 # DEPENDENCYPART_SIBL
(4,10),(4,38),-0.0910744 # DEPENDENCYPART_SIBL
(4,13),(4,28),0.538461 # DEPENDENCYPART_SIBL
(4,13),(4,32),0.219991 # DEPENDENCYPART_SIBL
(4,13),(4,38),0.0429233 # DEPENDENCYPART_SIBL
(4,28),(4,32),-0.145528 # DEPENDENCYPART_SIBL
(4,28),(4,38),-0.0388724 # DEPENDENCYPART_SIBL
(4,32),(4,38),0.0510365 # DEPENDENCYPART_SIBL
(5,1),(5,2),0.0830346 # DEPENDENCYPART_SIBL
(5,1),(5,6),-0.0218296 # DEPENDENCYPART_SIBL
(5,1),(5,7),-0.0310991 # DEPENDENCYPART_SIBL
(5,1),(5,8),-0.0436006 # DEPENDENCYPART_SIBL
(5,1),(5,9),-0.0326583 # DEPENDENCYPART_SIBL
(5,1),(5,10),-0.0612633 # DEPENDENCYPART_SIBL
(5,1),(5,12),-0.0311635 # DEPENDENCYPART_SIBL
(5,1),(5,15),-0.0310895 # DEPENDENCYPART_SIBL
(5,1),(5,16),-0.0454611 # DEPENDENCYPART_SIBL
(5,1),(5,20),-0.0310895 # DEPENDENCYPART_SIBL
(5,2),(5,6),-0.0349132 # DEPENDENCYPART_SIBL
(5,2),(5,7),-0.0459675 # DEPENDENCYPART_SIBL
(5,2),(5,8),-0.0229677 # DEPENDENCYPART_SIBL
(5,2),(5,9),0.0542616 # DEPENDENCYPART_SIBL
(5,2),(5,10),-0.0229068 # DEPENDENCYPART_SIBL
(5,2),(5,12),-0.0351807 # DEPENDENCYPART_SIBL
(5,2),(5,15),-0.0338441 # DEPENDENCYPART_SIBL
(5,2),(5,16),0.0448605 # DEPENDENCYPART_SIBL
(5,2),(5,20),-0.0338441 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.715573 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.0365086 # DEPENDENCYPART_SIBL
(5,6),(5,9),-0.415235 # DEPENDENCYPART_SIBL
(5,6),(5,10),0.150269 # DEPENDENCYPART_SIBL
(5,6),(5,12),-0.71523 # DEPENDENCYPART_SIBL
(5,6),(5,15),-0.715155 # DEPENDENCYPART_SIBL
(5,6),(5,16),-0.69423 # DEPENDENCYPART_SIBL
(5,6),(5,20),-0.715155 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.0667838 # DEPENDENCYPART_SIBL
(5,7),(5,9),-0.403908 # DEPENDENCYPART_SIBL
(5,7),(5,10),0.101915 # DEPENDENCYPART_SIBL
(5,7),(5,12),-0.71717 # DEPENDENCYPART_SIBL
(5,7),(5,15),-0.717095 # DEPENDENCYPART_SIBL
(5,7),(5,16),-0.688294 # DEPENDENCYPART_SIBL
(5,7),(5,20),-0.717095 # DEPENDENCYPART_SIBL
(5,8),(5,9),0.128017 # DEPENDENCYPART_SIBL
(5,8),(5,10),0.958369 # DEPENDENCYPART_SIBL
(5,8),(5,12),0.108649 # DEPENDENCYPART_SIBL
(5,8),(5,15),0.108833 # DEPENDENCYPART_SIBL
(5,8),(5,16),-0.128786 # DEPENDENCYPART_SIBL
(5,8),(5,20),0.108833 # DEPENDENCYPART_SIBL
(5,9),(5,10),0.195182 # DEPENDENCYPART_SIBL
(5,9),(5,12),-0.345245 # DEPENDENCYPART_SIBL
(5,9),(5,15),-0.345171 # DEPENDENCYPART_SIBL
(5,9),(5,16),-0.386039 # DEPENDENCYPART_SIBL
(5,9),(5,20),-0.345171 # DEPENDENCYPART_SIBL
(5,10),(5,12),-0.243692 # DEPENDENCYPART_SIBL
(5,10),(5,15),-0.242849 # DEPENDENCYPART_SIBL
(5,10),(5,16),-0.334837 # DEPENDENCYPART_SIBL
(5,10),(5,20),-0.242849 # DEPENDENCYPART_SIBL
(5,12),(5,15),-0.702597 # DEPENDENCYPART_SIBL
(5,12),(5,16),-0.668167 # DEPENDENCYPART_SIBL
(5,12),(5,20),-0.702597 # DEPENDENCYPART_SIBL
(5,15),(5,16),-0.676839 # DEPENDENCYPART_SIBL
(5,15),(5,20),-0.711269 # DEPENDENCYPART_SIBL
(5,16),(5,20),-0.174653 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.0672025 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.108347 # DEPENDENCYPART_SIBL
(6,7),(6,13),0.0487565 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.0220876 # DEPENDENCYPART_SIBL
(6,8),(6,13),-0.0738337 # DEPENDENCYPART_SIBL
(6,9),(6,13),0.190038 # DEPENDENCYPART_SIBL
(7,1),(7,2),0.0712062 # DEPENDENCYPART_SIBL
(7,1),(7,4),-0.0428749 # DEPENDENCYPART_SIBL
(7,1),(7,5),-0.176977 # DEPENDENCYPART_SIBL
(7,1),(7,6),-0.0387284 # DEPENDENCYPART_SIBL
(7,1),(7,8),0.0547904 # DEPENDENCYPART_SIBL
(7,1),(7,9),0.00670442 # DEPENDENCYPART_SIBL
(7,1),(7,10),-0.052059 # DEPENDENCYPART_SIBL
(7,1),(7,12),-0.0560085 # DEPENDENCYPART_SIBL
(7,1),(7,13),-0.0875273 # DEPENDENCYPART_SIBL
(7,1),(7,21),-0.0875273 # DEPENDENCYPART_SIBL
(7,2),(7,4),0.0396307 # DEPENDENCYPART_SIBL
(7,2),(7,5),0.0176122 # DEPENDENCYPART_SIBL
(7,2),(7,6),-0.0161298 # DEPENDENCYPART_SIBL
(7,2),(7,8),0.0874189 # DEPENDENCYPART_SIBL
(7,2),(7,9),0.0850978 # DEPENDENCYPART_SIBL
(7,2),(7,10),-0.000287072 # DEPENDENCYPART_SIBL
(7,2),(7,12),-0.0451061 # DEPENDENCYPART_SIBL
(7,2),(7,13),0.00353709 # DEPENDENCYPART_SIBL
(7,2),(7,21),0.00353709 # DEPENDENCYPART_SIBL
(7,4),(7,5),-0.0535024 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.0931908 # DEPENDENCYPART_SIBL
(7,4),(7,8),0.00333307 # DEPENDENCYPART_SIBL
(7,4),(7,9),0.0140393 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.00492473 # DEPENDENCYPART_SIBL
(7,4),(7,12),0.0245942 # DEPENDENCYPART_SIBL
(7,4),(7,13),-0.0806397 # DEPENDENCYPART_SIBL
(7,4),(7,21),-0.0806397 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.101855 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.0332844 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.00775089 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.13923 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.0948836 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.136578 # DEPENDENCYPART_SIBL
(7,5),(7,21),-0.136578 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.0496571 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.045759 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.209901 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.0907673 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.0659174 # DEPENDENCYPART_SIBL
(7,6),(7,21),-0.0659174 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0037021 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.0745762 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.025299 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.12131 # DEPENDENCYPART_SIBL
(7,8),(7,21),-0.12131 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.0617573 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.0138023 # DEPENDENCYPART_SIBL
(7,9),(7,13),0.178743 # DEPENDENCYPART_SIBL
(7,9),(7,21),0.178743 # DEPENDENCYPART_SIBL
(7,10),(7,12),0.0404655 # DEPENDENCYPART_SIBL
(7,10),(7,13),0.030086 # DEPENDENCYPART_SIBL
(7,10),(7,21),0.030086 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.0129869 # DEPENDENCYPART_SIBL
(7,12),(7,21),-0.0129869 # DEPENDENCYPART_SIBL
(7,13),(7,21),0.0444282 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0431565 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.137291 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.0838344 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.0849975 # DEPENDENCYPART_SIBL
(8,7),(8,16),-0.0183874 # DEPENDENCYPART_SIBL
(8,7),(8,17),-0.0216009 # DEPENDENCYPART_SIBL
(8,7),(8,19),0.084985 # DEPENDENCYPART_SIBL
(8,7),(8,20),0.0849975 # DEPENDENCYPART_SIBL
(8,7),(8,23),-0.0558042 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.028404 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.344227 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.344227 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.516482 # DEPENDENCYPART_SIBL
(8,9),(8,17),-0.346548 # DEPENDENCYPART_SIBL
(8,9),(8,19),-0.344227 # DEPENDENCYPART_SIBL
(8,9),(8,20),-0.344227 # DEPENDENCYPART_SIBL
(8,9),(8,23),-0.585604 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.237351 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.236582 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.476136 # DEPENDENCYPART_SIBL
(8,10),(8,17),-0.260383 # DEPENDENCYPART_SIBL
(8,10),(8,19),-0.236583 # DEPENDENCYPART_SIBL
(8,10),(8,20),-0.236582 # DEPENDENCYPART_SIBL
(8,10),(8,23),-0.535665 # DEPENDENCYPART_SIBL
(8,12),(8,15),-0.53964 # DEPENDENCYPART_SIBL
(8,12),(8,16),-0.676433 # DEPENDENCYPART_SIBL
(8,12),(8,17),-0.339865 # DEPENDENCYPART_SIBL
(8,12),(8,19),-0.53964 # DEPENDENCYPART_SIBL
(8,12),(8,20),-0.53964 # DEPENDENCYPART_SIBL
(8,12),(8,23),-0.725911 # DEPENDENCYPART_SIBL
(8,15),(8,16),-0.662679 # DEPENDENCYPART_SIBL
(8,15),(8,17),-0.326091 # DEPENDENCYPART_SIBL
(8,15),(8,19),-0.525887 # DEPENDENCYPART_SIBL
(8,15),(8,20),-0.525887 # DEPENDENCYPART_SIBL
(8,15),(8,23),-0.702551 # DEPENDENCYPART_SIBL
(8,16),(8,17),-0.289313 # DEPENDENCYPART_SIBL
(8,16),(8,19),-0.22305 # DEPENDENCYPART_SIBL
(8,16),(8,20),-0.22305 # DEPENDENCYPART_SIBL
(8,16),(8,23),-0.628879 # DEPENDENCYPART_SIBL
(8,17),(8,19),-0.380984 # DEPENDENCYPART_SIBL
(8,17),(8,20),-0.380984 # DEPENDENCYPART_SIBL
(8,17),(8,23),-0.579682 # DEPENDENCYPART_SIBL
(8,19),(8,20),-0.525887 # DEPENDENCYPART_SIBL
(8,19),(8,23),-0.702551 # DEPENDENCYPART_SIBL
(8,20),(8,23),-0.702551 # DEPENDENCYPART_SIBL
(9,1),(9,7),0.0150706 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.115581 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.162521 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.0657937 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.0787615 # DEPENDENCYPART_SIBL
(9,1),(9,13),-0.0559152 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.0792248 # DEPENDENCYPART_SIBL
(9,1),(9,25),0.00946477 # DEPENDENCYPART_SIBL
(9,1),(9,28),-0.0612913 # DEPENDENCYPART_SIBL
(9,1),(9,32),-0.0796609 # DEPENDENCYPART_SIBL
(9,1),(9,38),0.148939 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.0595216 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.093012 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.0237456 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.0324352 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.0534669 # DEPENDENCYPART_SIBL
(9,7),(9,14),0.0329858 # DEPENDENCYPART_SIBL
(9,7),(9,25),0.0976974 # DEPENDENCYPART_SIBL
(9,7),(9,28),0.0547601 # DEPENDENCYPART_SIBL
(9,7),(9,32),0.104712 # DEPENDENCYPART_SIBL
(9,7),(9,38),0.251215 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.10824 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.086831 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.097607 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.071951 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0972855 # DEPENDENCYPART_SIBL
(9,8),(9,25),-0.0747603 # DEPENDENCYPART_SIBL
(9,8),(9,28),-0.110995 # DEPENDENCYPART_SIBL
(9,8),(9,32),0.0223201 # DEPENDENCYPART_SIBL
(9,8),(9,38),0.0346403 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0973366 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.102261 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.0051689 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.10159 # DEPENDENCYPART_SIBL
(9,10),(9,25),0.158598 # DEPENDENCYPART_SIBL
(9,10),(9,28),-0.00607836 # DEPENDENCYPART_SIBL
(9,10),(9,32),-0.0163609 # DEPENDENCYPART_SIBL
(9,10),(9,38),-0.0975115 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.157799 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0835331 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.157571 # DEPENDENCYPART_SIBL
(9,11),(9,25),-0.0904414 # DEPENDENCYPART_SIBL
(9,11),(9,28),-0.00826429 # DEPENDENCYPART_SIBL
(9,11),(9,32),-0.0927973 # DEPENDENCYPART_SIBL
(9,11),(9,38),-0.0948003 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.0381117 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.220176 # DEPENDENCYPART_SIBL
(9,12),(9,25),0.0358504 # DEPENDENCYPART_SIBL
(9,12),(9,28),0.0181113 # DEPENDENCYPART_SIBL
(9,12),(9,32),-0.0758815 # DEPENDENCYPART_SIBL
(9,12),(9,38),0.0109333 # DEPENDENCYPART_SIBL
(9,13),(9,14),0.138869 # DEPENDENCYPART_SIBL
(9,13),(9,25),0.427204 # DEPENDENCYPART_SIBL
(9,13),(9,28),0.532296 # DEPENDENCYPART_SIBL
(9,13),(9,32),0.203445 # DEPENDENCYPART_SIBL
(9,13),(9,38),0.0766919 # DEPENDENCYPART_SIBL
(9,14),(9,25),0.0354719 # DEPENDENCYPART_SIBL
(9,14),(9,28),0.0280007 # DEPENDENCYPART_SIBL
(9,14),(9,32),-0.0680125 # DEPENDENCYPART_SIBL
(9,14),(9,38),0.0250456 # DEPENDENCYPART_SIBL
(9,25),(9,28),-0.0203885 # DEPENDENCYPART_SIBL
(9,25),(9,32),-0.0644136 # DEPENDENCYPART_SIBL
(9,25),(9,38),0.040862 # DEPENDENCYPART_SIBL
(9,28),(9,32),-0.162028 # DEPENDENCYPART_SIBL
(9,28),(9,38),-0.0447228 # DEPENDENCYPART_SIBL
(9,32),(9,38),0.0444959 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.397522 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0421693 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.397447 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.397447 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.456274 # DEPENDENCYPART_SIBL
(10,11),(10,17),-0.284978 # DEPENDENCYPART_SIBL
(10,11),(10,18),-0.397447 # DEPENDENCYPART_SIBL
(10,11),(10,19),-0.397447 # DEPENDENCYPART_SIBL
(10,11),(10,20),-0.397447 # DEPENDENCYPART_SIBL
(10,11),(10,23),-0.452158 # DEPENDENCYPART_SIBL
(10,11),(10,25),-0.113322 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0864066 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.702597 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.702597 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.668167 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.350784 # DEPENDENCYPART_SIBL
(10,12),(10,18),-0.702597 # DEPENDENCYPART_SIBL
(10,12),(10,19),-0.702597 # DEPENDENCYPART_SIBL
(10,12),(10,20),-0.702597 # DEPENDENCYPART_SIBL
(10,12),(10,23),-0.640844 # DEPENDENCYPART_SIBL
(10,12),(10,25),-0.00962642 # DEPENDENCYPART_SIBL
(10,13),(10,14),0.00347554 # DEPENDENCYPART_SIBL
(10,13),(10,15),0.00551869 # DEPENDENCYPART_SIBL
(10,13),(10,16),0.116029 # DEPENDENCYPART_SIBL
(10,13),(10,17),0.0359309 # DEPENDENCYPART_SIBL
(10,13),(10,18),0.00369874 # DEPENDENCYPART_SIBL
(10,13),(10,19),0.00549322 # DEPENDENCYPART_SIBL
(10,13),(10,20),0.00551869 # DEPENDENCYPART_SIBL
(10,13),(10,23),0.105322 # DEPENDENCYPART_SIBL
(10,13),(10,25),0.511145 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.711269 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.676839 # DEPENDENCYPART_SIBL
(10,14),(10,17),-0.359435 # DEPENDENCYPART_SIBL
(10,14),(10,18),-0.711269 # DEPENDENCYPART_SIBL
(10,14),(10,19),-0.711269 # DEPENDENCYPART_SIBL
(10,14),(10,20),-0.711269 # DEPENDENCYPART_SIBL
(10,14),(10,23),-0.646299 # DEPENDENCYPART_SIBL
(10,14),(10,25),-0.044755 # DEPENDENCYPART_SIBL
(10,15),(10,16),-0.676839 # DEPENDENCYPART_SIBL
(10,15),(10,17),-0.359435 # DEPENDENCYPART_SIBL
(10,15),(10,18),-0.711269 # DEPENDENCYPART_SIBL
(10,15),(10,19),-0.711269 # DEPENDENCYPART_SIBL
(10,15),(10,20),-0.711269 # DEPENDENCYPART_SIBL
(10,15),(10,23),-0.646299 # DEPENDENCYPART_SIBL
(10,15),(10,25),-0.0439186 # DEPENDENCYPART_SIBL
(10,16),(10,17),-0.149441 # DEPENDENCYPART_SIBL
(10,16),(10,18),-0.174653 # DEPENDENCYPART_SIBL
(10,16),(10,19),-0.174653 # DEPENDENCYPART_SIBL
(10,16),(10,20),-0.174653 # DEPENDENCYPART_SIBL
(10,16),(10,23),-0.419247 # DEPENDENCYPART_SIBL
(10,16),(10,25),0.214488 # DEPENDENCYPART_SIBL
(10,17),(10,18),-0.301703 # DEPENDENCYPART_SIBL
(10,17),(10,19),-0.301703 # DEPENDENCYPART_SIBL
(10,17),(10,20),-0.301703 # DEPENDENCYPART_SIBL
(10,17),(10,23),-0.332174 # DEPENDENCYPART_SIBL
(10,17),(10,25),0.10207 # DEPENDENCYPART_SIBL
(10,18),(10,19),-0.711372 # DEPENDENCYPART_SIBL
(10,18),(10,20),-0.711372 # DEPENDENCYPART_SIBL
(10,18),(10,23),-0.646299 # DEPENDENCYPART_SIBL
(10,18),(10,25),-0.0439376 # DEPENDENCYPART_SIBL
(10,19),(10,20),-0.711269 # DEPENDENCYPART_SIBL
(10,19),(10,23),-0.646299 # DEPENDENCYPART_SIBL
(10,19),(10,25),-0.0439186 # DEPENDENCYPART_SIBL
(10,20),(10,23),-0.646299 # DEPENDENCYPART_SIBL
(10,20),(10,25),-0.0439186 # DEPENDENCYPART_SIBL
(10,23),(10,25),0.182368 # DEPENDENCYPART_SIBL
(12,7),(12,9),0.183916 # DEPENDENCYPART_SIBL
(12,7),(12,10),0.192965 # DEPENDENCYPART_SIBL
(12,7),(12,11),-0.168321 # DEPENDENCYPART_SIBL
(12,7),(12,13),0.0282819 # DEPENDENCYPART_SIBL
(12,7),(12,14),0.0244005 # DEPENDENCYPART_SIBL
(12,7),(12,15),0.0257847 # DEPENDENCYPART_SIBL
(12,7),(12,16),0.126258 # DEPENDENCYPART_SIBL
(12,7),(12,17),-0.0663717 # DEPENDENCYPART_SIBL
(12,7),(12,19),0.0257229 # DEPENDENCYPART_SIBL
(12,7),(12,20),0.0257847 # DEPENDENCYPART_SIBL
(12,7),(12,21),0.0282819 # DEPENDENCYPART_SIBL
(12,7),(12,23),0.0177419 # DEPENDENCYPART_SIBL
(12,7),(12,24),0.0496672 # DEPENDENCYPART_SIBL
(12,7),(12,31),0.0496581 # DEPENDENCYPART_SIBL
(12,7),(12,38),0.0490153 # DEPENDENCYPART_SIBL
(12,9),(12,10),-0.0523522 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.0634905 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.0840383 # DEPENDENCYPART_SIBL
(12,9),(12,14),0.0224567 # DEPENDENCYPART_SIBL
(12,9),(12,15),0.0225673 # DEPENDENCYPART_SIBL
(12,9),(12,16),0.0732063 # DEPENDENCYPART_SIBL
(12,9),(12,17),-0.103573 # DEPENDENCYPART_SIBL
(12,9),(12,19),0.0225293 # DEPENDENCYPART_SIBL
(12,9),(12,20),0.0225673 # DEPENDENCYPART_SIBL
(12,9),(12,21),-0.0840383 # DEPENDENCYPART_SIBL
(12,9),(12,23),-0.00656062 # DEPENDENCYPART_SIBL
