# _root_ `` It 's a problem that clearly has to be resolved , '' said David Cooke , executive director of the RTC .
#goldHeads=14,3,14,5,3,8,8,5,8,9,10,14,14,0,16,14,16,19,16,19,22,20,14,
#predictedHeads=14,3,14,5,3,8,8,5,8,9,10,14,14,0,16,14,16,19,16,19,22,20,14,
(3,9),(9,13),-0.211035 # DEPENDENCYPART_GRANDPAR
(3,9),(9,14),-0.344214 # DEPENDENCYPART_GRANDPAR
(3,9),(9,16),-0.34776 # DEPENDENCYPART_GRANDPAR
(3,9),(9,19),-0.228134 # DEPENDENCYPART_GRANDPAR
(3,10),(10,1),-0.862417 # DEPENDENCYPART_GRANDPAR
(3,10),(10,5),0.448829 # DEPENDENCYPART_GRANDPAR
(3,10),(10,6),-0.469393 # DEPENDENCYPART_GRANDPAR
(3,10),(10,7),0.0420906 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),0.193618 # DEPENDENCYPART_GRANDPAR
(3,10),(10,12),-0.129642 # DEPENDENCYPART_GRANDPAR
(3,10),(10,13),-0.212207 # DEPENDENCYPART_GRANDPAR
(3,10),(10,14),-0.248698 # DEPENDENCYPART_GRANDPAR
(3,10),(10,16),-0.469067 # DEPENDENCYPART_GRANDPAR
(3,10),(10,17),-0.102378 # DEPENDENCYPART_GRANDPAR
(3,10),(10,19),-0.208519 # DEPENDENCYPART_GRANDPAR
(3,10),(10,20),-0.861568 # DEPENDENCYPART_GRANDPAR
(3,10),(10,23),-0.554218 # DEPENDENCYPART_GRANDPAR
(3,11),(11,1),-0.758329 # DEPENDENCYPART_GRANDPAR
(3,11),(11,3),-0.620286 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,11),(11,5),0.366699 # DEPENDENCYPART_GRANDPAR
(3,11),(11,6),-0.564402 # DEPENDENCYPART_GRANDPAR
(3,11),(11,7),-0.165277 # DEPENDENCYPART_GRANDPAR
(3,11),(11,8),0.290969 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),-0.0584068 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),0.0512308 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-0.154046 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),-0.202522 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),-0.330498 # DEPENDENCYPART_GRANDPAR
(3,11),(11,15),-0.644653 # DEPENDENCYPART_GRANDPAR
(3,11),(11,16),-0.498827 # DEPENDENCYPART_GRANDPAR
(3,11),(11,17),-0.126781 # DEPENDENCYPART_GRANDPAR
(3,11),(11,19),-0.251182 # DEPENDENCYPART_GRANDPAR
(3,11),(11,20),-0.77423 # DEPENDENCYPART_GRANDPAR
(3,11),(11,22),-0.6134 # DEPENDENCYPART_GRANDPAR
(3,11),(11,23),-0.681321 # DEPENDENCYPART_GRANDPAR
(3,12),(12,11),-0.194729 # DEPENDENCYPART_GRANDPAR
(3,13),(13,11),-0.175989 # DEPENDENCYPART_GRANDPAR
(3,14),(14,1),-0.691266 # DEPENDENCYPART_GRANDPAR
(3,14),(14,2),-0.399512 # DEPENDENCYPART_GRANDPAR
(3,14),(14,3),-0.62438 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,14),(14,5),0.362477 # DEPENDENCYPART_GRANDPAR
(3,14),(14,6),-0.305795 # DEPENDENCYPART_GRANDPAR
(3,14),(14,7),-0.10998 # DEPENDENCYPART_GRANDPAR
(3,14),(14,8),0.271267 # DEPENDENCYPART_GRANDPAR
(3,14),(14,9),-0.00146395 # DEPENDENCYPART_GRANDPAR
(3,14),(14,10),0.0840062 # DEPENDENCYPART_GRANDPAR
(3,14),(14,11),-0.13593 # DEPENDENCYPART_GRANDPAR
(3,14),(14,12),-0.419341 # DEPENDENCYPART_GRANDPAR
(3,14),(14,13),-0.3777 # DEPENDENCYPART_GRANDPAR
(3,14),(14,15),-0.853896 # DEPENDENCYPART_GRANDPAR
(3,14),(14,16),-0.700261 # DEPENDENCYPART_GRANDPAR
(3,14),(14,17),-0.246486 # DEPENDENCYPART_GRANDPAR
(3,14),(14,18),-0.591478 # DEPENDENCYPART_GRANDPAR
(3,14),(14,19),-0.420592 # DEPENDENCYPART_GRANDPAR
(3,14),(14,20),-0.862398 # DEPENDENCYPART_GRANDPAR
(3,14),(14,22),-0.814946 # DEPENDENCYPART_GRANDPAR
(3,14),(14,23),-0.781613 # DEPENDENCYPART_GRANDPAR
(3,16),(16,1),-0.957232 # DEPENDENCYPART_GRANDPAR
(3,16),(16,3),-0.250311 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,16),(16,5),0.632067 # DEPENDENCYPART_GRANDPAR
(3,16),(16,6),-0.557125 # DEPENDENCYPART_GRANDPAR
(3,16),(16,7),0.0842026 # DEPENDENCYPART_GRANDPAR
(3,16),(16,8),0.475155 # DEPENDENCYPART_GRANDPAR
(3,16),(16,9),0.136656 # DEPENDENCYPART_GRANDPAR
(3,16),(16,11),0.0401738 # DEPENDENCYPART_GRANDPAR
(3,16),(16,12),-0.0105208 # DEPENDENCYPART_GRANDPAR
(3,16),(16,13),-0.0960875 # DEPENDENCYPART_GRANDPAR
(3,16),(16,14),-0.0833169 # DEPENDENCYPART_GRANDPAR
(3,16),(16,15),-0.391713 # DEPENDENCYPART_GRANDPAR
(3,16),(16,17),-0.186714 # DEPENDENCYPART_GRANDPAR
(3,16),(16,18),-0.566621 # DEPENDENCYPART_GRANDPAR
(3,16),(16,19),-0.13457 # DEPENDENCYPART_GRANDPAR
(3,16),(16,20),-0.795928 # DEPENDENCYPART_GRANDPAR
(3,16),(16,21),-0.850467 # DEPENDENCYPART_GRANDPAR
(3,16),(16,22),-0.598917 # DEPENDENCYPART_GRANDPAR
(3,16),(16,23),-0.590213 # DEPENDENCYPART_GRANDPAR
(3,19),(19,1),-0.918609 # DEPENDENCYPART_GRANDPAR
(3,19),(19,4),0.716815 # DEPENDENCYPART_GRANDPAR
(3,19),(19,5),0.492674 # DEPENDENCYPART_GRANDPAR
(3,19),(19,9),0.133386 # DEPENDENCYPART_GRANDPAR
(3,19),(19,11),-0.0184164 # DEPENDENCYPART_GRANDPAR
(3,19),(19,12),-0.114829 # DEPENDENCYPART_GRANDPAR
(3,19),(19,13),-0.253656 # DEPENDENCYPART_GRANDPAR
(3,19),(19,15),-0.551831 # DEPENDENCYPART_GRANDPAR
(3,19),(19,16),-0.402233 # DEPENDENCYPART_GRANDPAR
(3,19),(19,17),-0.0875649 # DEPENDENCYPART_GRANDPAR
(3,19),(19,18),-0.506314 # DEPENDENCYPART_GRANDPAR
(3,19),(19,20),-0.679233 # DEPENDENCYPART_GRANDPAR
(3,19),(19,21),-0.865368 # DEPENDENCYPART_GRANDPAR
(3,19),(19,22),-0.624515 # DEPENDENCYPART_GRANDPAR
(3,19),(19,23),-0.618176 # DEPENDENCYPART_GRANDPAR
(3,20),(20,18),-0.616727 # DEPENDENCYPART_GRANDPAR
(3,20),(20,21),-0.976233 # DEPENDENCYPART_GRANDPAR
(3,20),(20,22),-0.730702 # DEPENDENCYPART_GRANDPAR
(3,23),(23,22),-0.770062 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.564249 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.392192 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.60141 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.186042 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.61564 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.747811 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.80619 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-0.708948 # DEPENDENCYPART_GRANDPAR
(4,3),(3,10),-1.05761 # DEPENDENCYPART_GRANDPAR
(4,3),(3,11),-0.865975 # DEPENDENCYPART_GRANDPAR
(4,3),(3,12),-0.817453 # DEPENDENCYPART_GRANDPAR
(4,3),(3,13),-1.06623 # DEPENDENCYPART_GRANDPAR
(4,3),(3,14),-1.11136 # DEPENDENCYPART_GRANDPAR
(4,3),(3,16),-1.02561 # DEPENDENCYPART_GRANDPAR
(4,3),(3,17),-0.919083 # DEPENDENCYPART_GRANDPAR
(4,3),(3,19),-1.26399 # DEPENDENCYPART_GRANDPAR
(4,3),(3,20),-1.5074 # DEPENDENCYPART_GRANDPAR
(4,3),(3,23),-1.71756 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.823655 # DEPENDENCYPART_GRANDPAR
(4,6),(6,5),0.185979 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.428882 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.120796 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.303763 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.18352 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.514098 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-0.821646 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-0.935522 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-0.810554 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-1.21239 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),0.253078 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),0.0647995 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.255749 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.111009 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.617234 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.201383 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.286875 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.629385 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),-0.609886 # DEPENDENCYPART_GRANDPAR
(4,8),(8,16),-0.485658 # DEPENDENCYPART_GRANDPAR
(4,8),(8,17),-0.388506 # DEPENDENCYPART_GRANDPAR
(4,8),(8,19),-0.833835 # DEPENDENCYPART_GRANDPAR
(4,8),(8,20),-1.01369 # DEPENDENCYPART_GRANDPAR
(4,8),(8,22),-0.582442 # DEPENDENCYPART_GRANDPAR
(4,8),(8,23),-1.31745 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.0236209 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),0.0617098 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.393802 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.0346597 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.10775 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,9),-0.116171 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.400628 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),0.07057 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),0.100506 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.09355 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.0860204 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.0894682 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.216295 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.339544 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-0.309577 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-0.289561 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),-0.607536 # DEPENDENCYPART_GRANDPAR
(5,3),(3,13),-0.451692 # DEPENDENCYPART_GRANDPAR
(5,3),(3,14),-0.510555 # DEPENDENCYPART_GRANDPAR
(5,3),(3,16),-0.767687 # DEPENDENCYPART_GRANDPAR
(5,3),(3,17),-0.811476 # DEPENDENCYPART_GRANDPAR
(5,3),(3,19),-0.798158 # DEPENDENCYPART_GRANDPAR
(5,3),(3,20),-1.10869 # DEPENDENCYPART_GRANDPAR
(5,3),(3,23),-1.09028 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),0.00103083 # DEPENDENCYPART_GRANDPAR
(5,4),(4,6),-0.193988 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.287728 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.643993 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.72935 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),0.395368 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),0.58296 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),0.232516 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),0.164399 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),0.244004 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.494525 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.613958 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),0.260582 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),0.375332 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-0.73066 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-0.542144 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.617116 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.503725 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.637667 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),1.14937 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),0.431715 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),0.279434 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),0.108779 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),0.385035 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.090892 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.00900551 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),0.0275589 # DEPENDENCYPART_GRANDPAR
(5,8),(8,16),-0.191172 # DEPENDENCYPART_GRANDPAR
(5,8),(8,17),-0.294833 # DEPENDENCYPART_GRANDPAR
(5,8),(8,19),-0.283987 # DEPENDENCYPART_GRANDPAR
(5,8),(8,20),-0.373872 # DEPENDENCYPART_GRANDPAR
(5,8),(8,22),-0.459091 # DEPENDENCYPART_GRANDPAR
(5,8),(8,23),-0.764952 # DEPENDENCYPART_GRANDPAR
(5,9),(9,6),0.639688 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),0.280616 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),0.224426 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),0.47093 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),0.164218 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),0.0301308 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),0.0718769 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.0970939 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),-0.119364 # DEPENDENCYPART_GRANDPAR
(5,9),(9,19),-0.209945 # DEPENDENCYPART_GRANDPAR
(5,11),(11,1),-0.878844 # DEPENDENCYPART_GRANDPAR
(5,11),(11,3),-0.609887 # DEPENDENCYPART_GRANDPAR
(5,11),(11,5),-0.624185 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,11),(11,6),0.688681 # DEPENDENCYPART_GRANDPAR
(5,11),(11,7),0.4639 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),0.314077 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),0.0709811 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),0.136827 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.0724214 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),0.110422 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.0534701 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),-0.0548128 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),-0.0788231 # DEPENDENCYPART_GRANDPAR
(5,11),(11,17),-0.276362 # DEPENDENCYPART_GRANDPAR
(5,11),(11,19),-0.231707 # DEPENDENCYPART_GRANDPAR
(5,11),(11,20),-0.250976 # DEPENDENCYPART_GRANDPAR
(5,11),(11,22),-0.349219 # DEPENDENCYPART_GRANDPAR
(5,11),(11,23),-0.695542 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),0.160214 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),0.138635 # DEPENDENCYPART_GRANDPAR
(5,14),(14,1),-0.811879 # DEPENDENCYPART_GRANDPAR
(5,14),(14,2),-0.515899 # DEPENDENCYPART_GRANDPAR
(5,14),(14,3),-0.600686 # DEPENDENCYPART_GRANDPAR
(5,14),(14,5),-0.524435 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,14),(14,6),1.27354 # DEPENDENCYPART_GRANDPAR
(5,14),(14,7),0.502935 # DEPENDENCYPART_GRANDPAR
(5,14),(14,8),0.370393 # DEPENDENCYPART_GRANDPAR
(5,14),(14,9),0.264306 # DEPENDENCYPART_GRANDPAR
(5,14),(14,10),0.269523 # DEPENDENCYPART_GRANDPAR
(5,14),(14,11),0.310984 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),-0.0520176 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),0.038579 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),-0.165384 # DEPENDENCYPART_GRANDPAR
(5,14),(14,16),-0.182488 # DEPENDENCYPART_GRANDPAR
(5,14),(14,17),-0.178782 # DEPENDENCYPART_GRANDPAR
(5,14),(14,18),-0.194643 # DEPENDENCYPART_GRANDPAR
(5,14),(14,19),-0.22734 # DEPENDENCYPART_GRANDPAR
(5,14),(14,20),-0.230768 # DEPENDENCYPART_GRANDPAR
(5,14),(14,22),-0.45248 # DEPENDENCYPART_GRANDPAR
(5,14),(14,23),-0.675896 # DEPENDENCYPART_GRANDPAR
(5,16),(16,1),-0.861456 # DEPENDENCYPART_GRANDPAR
(5,16),(16,3),-0.606788 # DEPENDENCYPART_GRANDPAR
(5,16),(16,5),-0.663011 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,16),(16,6),0.503018 # DEPENDENCYPART_GRANDPAR
(5,16),(16,7),0.449918 # DEPENDENCYPART_GRANDPAR
(5,16),(16,8),0.395945 # DEPENDENCYPART_GRANDPAR
(5,16),(16,9),0.165696 # DEPENDENCYPART_GRANDPAR
(5,16),(16,11),0.25245 # DEPENDENCYPART_GRANDPAR
(5,16),(16,12),-0.006462 # DEPENDENCYPART_GRANDPAR
(5,16),(16,13),0.0458741 # DEPENDENCYPART_GRANDPAR
(5,16),(16,14),0.0814423 # DEPENDENCYPART_GRANDPAR
(5,16),(16,15),-0.00092675 # DEPENDENCYPART_GRANDPAR
(5,16),(16,17),-0.115527 # DEPENDENCYPART_GRANDPAR
(5,16),(16,18),-0.297126 # DEPENDENCYPART_GRANDPAR
(5,16),(16,19),-0.256369 # DEPENDENCYPART_GRANDPAR
(5,16),(16,20),-0.231741 # DEPENDENCYPART_GRANDPAR
(5,16),(16,21),-0.273153 # DEPENDENCYPART_GRANDPAR
(5,16),(16,22),-0.364077 # DEPENDENCYPART_GRANDPAR
(5,16),(16,23),-0.591726 # DEPENDENCYPART_GRANDPAR
(5,19),(19,1),-0.948424 # DEPENDENCYPART_GRANDPAR
(5,19),(19,4),-0.738327 # DEPENDENCYPART_GRANDPAR
(5,19),(19,5),-0.512101 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,19),(19,9),0.177794 # DEPENDENCYPART_GRANDPAR
(5,19),(19,11),0.34094 # DEPENDENCYPART_GRANDPAR
(5,19),(19,12),-0.0976232 # DEPENDENCYPART_GRANDPAR
(5,19),(19,13),0.00423908 # DEPENDENCYPART_GRANDPAR
(5,19),(19,15),-0.191435 # DEPENDENCYPART_GRANDPAR
(5,19),(19,16),-0.230638 # DEPENDENCYPART_GRANDPAR
(5,19),(19,17),-0.301564 # DEPENDENCYPART_GRANDPAR
(5,19),(19,18),-0.0901745 # DEPENDENCYPART_GRANDPAR
(5,19),(19,20),-0.118152 # DEPENDENCYPART_GRANDPAR
(5,19),(19,21),-0.378075 # DEPENDENCYPART_GRANDPAR
(5,19),(19,22),-0.545279 # DEPENDENCYPART_GRANDPAR
(5,19),(19,23),-0.627545 # DEPENDENCYPART_GRANDPAR
(5,20),(20,18),-0.368837 # DEPENDENCYPART_GRANDPAR
(5,20),(20,21),-0.0466255 # DEPENDENCYPART_GRANDPAR
(5,20),(20,22),-0.324358 # DEPENDENCYPART_GRANDPAR
(5,22),(22,18),-0.107265 # DEPENDENCYPART_GRANDPAR
(5,22),(22,21),0.0482185 # DEPENDENCYPART_GRANDPAR
(5,22),(22,23),-0.593361 # DEPENDENCYPART_GRANDPAR
(5,23),(23,22),-0.634935 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.21377 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.0405529 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.10535 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),0.0462093 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.54488 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.398351 # DEPENDENCYPART_GRANDPAR
(6,3),(3,8),-0.676204 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-0.596288 # DEPENDENCYPART_GRANDPAR
(6,3),(3,10),-0.725771 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),-0.724502 # DEPENDENCYPART_GRANDPAR
(6,3),(3,12),-0.609272 # DEPENDENCYPART_GRANDPAR
(6,3),(3,13),-0.663697 # DEPENDENCYPART_GRANDPAR
(6,3),(3,14),-0.683351 # DEPENDENCYPART_GRANDPAR
(6,3),(3,16),-0.91584 # DEPENDENCYPART_GRANDPAR
(6,3),(3,17),-0.868903 # DEPENDENCYPART_GRANDPAR
(6,3),(3,19),-0.825902 # DEPENDENCYPART_GRANDPAR
(6,3),(3,20),-0.827406 # DEPENDENCYPART_GRANDPAR
(6,3),(3,23),-0.869357 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.463397 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.391955 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.371462 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.354539 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.61966 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.460792 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.689374 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.530563 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-0.718993 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),-0.707908 # DEPENDENCYPART_GRANDPAR
(6,5),(5,13),-0.683611 # DEPENDENCYPART_GRANDPAR
(6,5),(5,14),-0.677028 # DEPENDENCYPART_GRANDPAR
(6,5),(5,16),-0.991348 # DEPENDENCYPART_GRANDPAR
(6,5),(5,17),-0.967539 # DEPENDENCYPART_GRANDPAR
(6,5),(5,19),-0.933859 # DEPENDENCYPART_GRANDPAR
(6,5),(5,20),-0.730834 # DEPENDENCYPART_GRANDPAR
(6,5),(5,22),-1.06167 # DEPENDENCYPART_GRANDPAR
(6,5),(5,23),-0.866622 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.68542 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-1.36922 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.284948 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.0877832 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-0.691163 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-0.748441 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.574971 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.752894 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.59741 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.83825 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.338717 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),0.0762755 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),0.0711832 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),0.131776 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.126272 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.0570369 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.0657337 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.27613 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),-0.385903 # DEPENDENCYPART_GRANDPAR
(6,8),(8,19),-0.0737319 # DEPENDENCYPART_GRANDPAR
(6,8),(8,20),-0.217809 # DEPENDENCYPART_GRANDPAR
(6,8),(8,22),-0.344764 # DEPENDENCYPART_GRANDPAR
(6,8),(8,23),-0.302712 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-1.24751 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),-0.0197079 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),-0.166708 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.0273905 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.314827 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.379532 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.249393 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.411132 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),-0.494457 # DEPENDENCYPART_GRANDPAR
(6,9),(9,19),-0.42468 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.235595 # DEPENDENCYPART_GRANDPAR
(6,14),(14,1),-0.780387 # DEPENDENCYPART_GRANDPAR
(6,14),(14,2),-0.729407 # DEPENDENCYPART_GRANDPAR
(6,14),(14,3),-0.569395 # DEPENDENCYPART_GRANDPAR
(6,14),(14,5),-0.64442 # DEPENDENCYPART_GRANDPAR
(6,14),(14,6),-0.979567 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,14),(14,7),0.103318 # DEPENDENCYPART_GRANDPAR
(6,14),(14,8),-0.105457 # DEPENDENCYPART_GRANDPAR
(6,14),(14,9),0.00321929 # DEPENDENCYPART_GRANDPAR
(6,14),(14,10),-0.166417 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),-0.108003 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),0.0562007 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),-0.124976 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),-0.36022 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),-0.394055 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),-0.336342 # DEPENDENCYPART_GRANDPAR
(6,14),(14,18),0.0466348 # DEPENDENCYPART_GRANDPAR
(6,14),(14,19),-0.142196 # DEPENDENCYPART_GRANDPAR
(6,14),(14,20),-0.197149 # DEPENDENCYPART_GRANDPAR
(6,14),(14,22),-0.465146 # DEPENDENCYPART_GRANDPAR
(6,14),(14,23),-0.311314 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.894119 # DEPENDENCYPART_GRANDPAR
