# _root_ Among those sighing with relief was John H. Gutfreund , chairman of Salomon Brothers , who took to the firm 's trading floor to monitor yesterday 's events .
#goldHeads=6,1,2,3,4,0,9,9,6,9,9,11,14,12,9,17,9,17,20,23,20,23,18,17,24,28,26,25,6,
#predictedHeads=6,1,2,3,4,0,9,9,6,9,9,11,14,12,9,17,9,17,20,23,20,23,18,17,24,28,26,25,6,
(4,2),(4,5),-0.0990365 # DEPENDENCYPART_SIBL
(4,2),(4,6),0.00757859 # DEPENDENCYPART_SIBL
(4,2),(4,7),-0.10804 # DEPENDENCYPART_SIBL
(4,2),(4,8),-0.102342 # DEPENDENCYPART_SIBL
(4,2),(4,9),-0.104376 # DEPENDENCYPART_SIBL
(4,2),(4,10),-0.118115 # DEPENDENCYPART_SIBL
(4,2),(4,11),-0.116181 # DEPENDENCYPART_SIBL
(4,2),(4,14),-0.10042 # DEPENDENCYPART_SIBL
(4,3),(4,5),-0.0608441 # DEPENDENCYPART_SIBL
(4,3),(4,6),0.003236 # DEPENDENCYPART_SIBL
(4,3),(4,7),-0.0392164 # DEPENDENCYPART_SIBL
(4,3),(4,8),-0.0391917 # DEPENDENCYPART_SIBL
(4,3),(4,9),-0.039191 # DEPENDENCYPART_SIBL
(4,3),(4,10),-0.157841 # DEPENDENCYPART_SIBL
(4,3),(4,11),-0.0709418 # DEPENDENCYPART_SIBL
(4,3),(4,14),-0.0350834 # DEPENDENCYPART_SIBL
(4,5),(4,6),-0.534731 # DEPENDENCYPART_SIBL
(4,5),(4,7),-0.492684 # DEPENDENCYPART_SIBL
(4,5),(4,8),-0.489495 # DEPENDENCYPART_SIBL
(4,5),(4,9),-0.487632 # DEPENDENCYPART_SIBL
(4,5),(4,10),0.0228018 # DEPENDENCYPART_SIBL
(4,5),(4,11),-0.832419 # DEPENDENCYPART_SIBL
(4,5),(4,14),-0.494467 # DEPENDENCYPART_SIBL
(4,6),(4,7),-0.185739 # DEPENDENCYPART_SIBL
(4,6),(4,8),-0.183799 # DEPENDENCYPART_SIBL
(4,6),(4,9),-0.183177 # DEPENDENCYPART_SIBL
(4,6),(4,10),0.152777 # DEPENDENCYPART_SIBL
(4,6),(4,11),-0.40235 # DEPENDENCYPART_SIBL
(4,6),(4,14),-0.18695 # DEPENDENCYPART_SIBL
(4,7),(4,8),-0.607884 # DEPENDENCYPART_SIBL
(4,7),(4,9),-0.607262 # DEPENDENCYPART_SIBL
(4,7),(4,10),-0.0098543 # DEPENDENCYPART_SIBL
(4,7),(4,11),-0.6956 # DEPENDENCYPART_SIBL
(4,7),(4,14),-0.613967 # DEPENDENCYPART_SIBL
(4,8),(4,9),-0.606568 # DEPENDENCYPART_SIBL
(4,8),(4,10),-0.012784 # DEPENDENCYPART_SIBL
(4,8),(4,11),-0.696031 # DEPENDENCYPART_SIBL
(4,8),(4,14),-0.613273 # DEPENDENCYPART_SIBL
(4,9),(4,10),-0.00279616 # DEPENDENCYPART_SIBL
(4,9),(4,11),-0.695329 # DEPENDENCYPART_SIBL
(4,9),(4,14),-0.613273 # DEPENDENCYPART_SIBL
(4,10),(4,11),0.0767915 # DEPENDENCYPART_SIBL
(4,10),(4,14),0.13261 # DEPENDENCYPART_SIBL
(4,11),(4,14),-0.506351 # DEPENDENCYPART_SIBL
(5,1),(5,2),-0.0604875 # DEPENDENCYPART_SIBL
(5,1),(5,3),-0.0417881 # DEPENDENCYPART_SIBL
(5,1),(5,4),-0.196472 # DEPENDENCYPART_SIBL
(5,1),(5,6),-0.0660172 # DEPENDENCYPART_SIBL
(5,1),(5,8),-0.00628951 # DEPENDENCYPART_SIBL
(5,1),(5,9),-0.011998 # DEPENDENCYPART_SIBL
(5,1),(5,11),-0.0618719 # DEPENDENCYPART_SIBL
(5,2),(5,3),0.197684 # DEPENDENCYPART_SIBL
(5,2),(5,4),-0.174072 # DEPENDENCYPART_SIBL
(5,2),(5,6),-0.00129794 # DEPENDENCYPART_SIBL
(5,2),(5,8),-0.0441431 # DEPENDENCYPART_SIBL
(5,2),(5,9),-0.0539325 # DEPENDENCYPART_SIBL
(5,2),(5,11),-0.0935206 # DEPENDENCYPART_SIBL
(5,3),(5,4),-0.0548646 # DEPENDENCYPART_SIBL
(5,3),(5,6),-0.0154929 # DEPENDENCYPART_SIBL
(5,3),(5,8),0.0141846 # DEPENDENCYPART_SIBL
(5,3),(5,9),0.00847111 # DEPENDENCYPART_SIBL
(5,3),(5,11),-0.0428419 # DEPENDENCYPART_SIBL
(5,4),(5,6),-0.0958352 # DEPENDENCYPART_SIBL
(5,4),(5,8),-0.0844465 # DEPENDENCYPART_SIBL
(5,4),(5,9),-0.090155 # DEPENDENCYPART_SIBL
(5,4),(5,11),-0.0893847 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.0358474 # DEPENDENCYPART_SIBL
(5,6),(5,9),-0.036777 # DEPENDENCYPART_SIBL
(5,6),(5,11),-0.115879 # DEPENDENCYPART_SIBL
(5,8),(5,9),-0.132256 # DEPENDENCYPART_SIBL
(5,8),(5,11),-0.102324 # DEPENDENCYPART_SIBL
(5,9),(5,11),-0.0980841 # DEPENDENCYPART_SIBL
(6,1),(6,2),-0.0928042 # DEPENDENCYPART_SIBL
(6,1),(6,3),-0.113948 # DEPENDENCYPART_SIBL
(6,1),(6,4),-0.16826 # DEPENDENCYPART_SIBL
(6,1),(6,5),-0.0960223 # DEPENDENCYPART_SIBL
(6,1),(6,7),0.000414306 # DEPENDENCYPART_SIBL
(6,1),(6,8),0.00742939 # DEPENDENCYPART_SIBL
(6,1),(6,9),0.00828393 # DEPENDENCYPART_SIBL
(6,1),(6,10),0.0662348 # DEPENDENCYPART_SIBL
(6,1),(6,11),-0.031321 # DEPENDENCYPART_SIBL
(6,1),(6,12),-0.0585047 # DEPENDENCYPART_SIBL
(6,1),(6,14),0.00542712 # DEPENDENCYPART_SIBL
(6,1),(6,15),0.0662348 # DEPENDENCYPART_SIBL
(6,1),(6,16),-0.0345472 # DEPENDENCYPART_SIBL
(6,1),(6,17),-0.00559029 # DEPENDENCYPART_SIBL
(6,1),(6,18),-0.0954446 # DEPENDENCYPART_SIBL
(6,1),(6,23),-0.04756 # DEPENDENCYPART_SIBL
(6,1),(6,24),-0.0954446 # DEPENDENCYPART_SIBL
(6,1),(6,26),-0.121238 # DEPENDENCYPART_SIBL
(6,1),(6,29),0.119011 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.0478946 # DEPENDENCYPART_SIBL
(6,2),(6,4),-0.0635946 # DEPENDENCYPART_SIBL
(6,2),(6,5),-0.244495 # DEPENDENCYPART_SIBL
(6,2),(6,7),-0.150675 # DEPENDENCYPART_SIBL
(6,2),(6,8),-0.138037 # DEPENDENCYPART_SIBL
(6,2),(6,9),-0.13922 # DEPENDENCYPART_SIBL
(6,2),(6,10),-0.0265785 # DEPENDENCYPART_SIBL
(6,2),(6,11),-0.0302475 # DEPENDENCYPART_SIBL
(6,2),(6,12),-0.0428569 # DEPENDENCYPART_SIBL
(6,2),(6,14),-0.141275 # DEPENDENCYPART_SIBL
(6,2),(6,15),-0.0265785 # DEPENDENCYPART_SIBL
(6,2),(6,16),-0.0910813 # DEPENDENCYPART_SIBL
(6,2),(6,17),0.00433198 # DEPENDENCYPART_SIBL
(6,2),(6,18),-0.174417 # DEPENDENCYPART_SIBL
(6,2),(6,23),-0.0437356 # DEPENDENCYPART_SIBL
(6,2),(6,24),-0.174417 # DEPENDENCYPART_SIBL
(6,2),(6,26),-0.0352752 # DEPENDENCYPART_SIBL
(6,2),(6,29),0.0464683 # DEPENDENCYPART_SIBL
(6,3),(6,4),-0.107783 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.141631 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.0581684 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.0512035 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.0503512 # DEPENDENCYPART_SIBL
(6,3),(6,10),-0.143333 # DEPENDENCYPART_SIBL
(6,3),(6,11),0.10917 # DEPENDENCYPART_SIBL
(6,3),(6,12),-0.0801637 # DEPENDENCYPART_SIBL
(6,3),(6,14),-0.0522548 # DEPENDENCYPART_SIBL
(6,3),(6,15),-0.143333 # DEPENDENCYPART_SIBL
(6,3),(6,16),-0.0333517 # DEPENDENCYPART_SIBL
(6,3),(6,17),-0.0458404 # DEPENDENCYPART_SIBL
(6,3),(6,18),-0.136623 # DEPENDENCYPART_SIBL
(6,3),(6,23),0.0836778 # DEPENDENCYPART_SIBL
(6,3),(6,24),-0.136623 # DEPENDENCYPART_SIBL
(6,3),(6,26),0.0953853 # DEPENDENCYPART_SIBL
(6,3),(6,29),0.0482858 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.0244416 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.0846851 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.0776701 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.0768155 # DEPENDENCYPART_SIBL
(6,4),(6,10),0.0426993 # DEPENDENCYPART_SIBL
(6,4),(6,11),-0.0478745 # DEPENDENCYPART_SIBL
(6,4),(6,12),-0.0816327 # DEPENDENCYPART_SIBL
(6,4),(6,14),-0.0796723 # DEPENDENCYPART_SIBL
(6,4),(6,15),0.0426993 # DEPENDENCYPART_SIBL
(6,4),(6,16),-0.0360702 # DEPENDENCYPART_SIBL
(6,4),(6,17),-0.0321379 # DEPENDENCYPART_SIBL
(6,4),(6,18),-0.134546 # DEPENDENCYPART_SIBL
(6,4),(6,23),-0.0658927 # DEPENDENCYPART_SIBL
(6,4),(6,24),-0.134546 # DEPENDENCYPART_SIBL
(6,4),(6,26),-0.146551 # DEPENDENCYPART_SIBL
(6,4),(6,29),0.0218242 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.0611177 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.0541004 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.0532263 # DEPENDENCYPART_SIBL
(6,5),(6,10),0.0304929 # DEPENDENCYPART_SIBL
(6,5),(6,11),-0.020498 # DEPENDENCYPART_SIBL
(6,5),(6,12),-0.100675 # DEPENDENCYPART_SIBL
(6,5),(6,14),-0.0574425 # DEPENDENCYPART_SIBL
(6,5),(6,15),0.0304929 # DEPENDENCYPART_SIBL
(6,5),(6,16),-0.0545403 # DEPENDENCYPART_SIBL
(6,5),(6,17),-0.00172145 # DEPENDENCYPART_SIBL
(6,5),(6,18),-0.00525103 # DEPENDENCYPART_SIBL
(6,5),(6,23),-0.0575171 # DEPENDENCYPART_SIBL
(6,5),(6,24),-0.00525103 # DEPENDENCYPART_SIBL
(6,5),(6,26),-0.0501956 # DEPENDENCYPART_SIBL
(6,5),(6,29),-0.00994741 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.24801 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.24799 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.0256344 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.143763 # DEPENDENCYPART_SIBL
(6,7),(6,12),-0.0671203 # DEPENDENCYPART_SIBL
(6,7),(6,14),-0.252927 # DEPENDENCYPART_SIBL
(6,7),(6,15),-0.0256344 # DEPENDENCYPART_SIBL
(6,7),(6,16),-0.0820078 # DEPENDENCYPART_SIBL
(6,7),(6,17),-0.0460457 # DEPENDENCYPART_SIBL
(6,7),(6,18),-0.070167 # DEPENDENCYPART_SIBL
(6,7),(6,23),-0.126945 # DEPENDENCYPART_SIBL
(6,7),(6,24),-0.070167 # DEPENDENCYPART_SIBL
(6,7),(6,26),0.0340267 # DEPENDENCYPART_SIBL
(6,7),(6,29),-0.0307863 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.245988 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.0246418 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.142888 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.0665927 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.250926 # DEPENDENCYPART_SIBL
(6,8),(6,15),-0.0246418 # DEPENDENCYPART_SIBL
(6,8),(6,16),-0.080701 # DEPENDENCYPART_SIBL
(6,8),(6,17),-0.0447302 # DEPENDENCYPART_SIBL
(6,8),(6,18),-0.0688556 # DEPENDENCYPART_SIBL
(6,8),(6,23),-0.126204 # DEPENDENCYPART_SIBL
(6,8),(6,24),-0.0688556 # DEPENDENCYPART_SIBL
(6,8),(6,26),0.0347677 # DEPENDENCYPART_SIBL
(6,8),(6,29),-0.0283662 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.0145556 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.142133 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.0650615 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.250874 # DEPENDENCYPART_SIBL
(6,9),(6,15),-0.0145556 # DEPENDENCYPART_SIBL
(6,9),(6,16),-0.0806486 # DEPENDENCYPART_SIBL
(6,9),(6,17),-0.0446763 # DEPENDENCYPART_SIBL
(6,9),(6,18),-0.0688015 # DEPENDENCYPART_SIBL
(6,9),(6,23),-0.125449 # DEPENDENCYPART_SIBL
(6,9),(6,24),-0.0688015 # DEPENDENCYPART_SIBL
(6,9),(6,26),0.0355223 # DEPENDENCYPART_SIBL
(6,9),(6,29),-0.0273433 # DEPENDENCYPART_SIBL
(6,10),(6,11),0.0558134 # DEPENDENCYPART_SIBL
(6,10),(6,12),0.165751 # DEPENDENCYPART_SIBL
(6,10),(6,14),-0.0842532 # DEPENDENCYPART_SIBL
(6,10),(6,15),-0.127741 # DEPENDENCYPART_SIBL
(6,10),(6,16),-0.0694853 # DEPENDENCYPART_SIBL
(6,10),(6,17),0.326815 # DEPENDENCYPART_SIBL
(6,10),(6,18),-0.00743378 # DEPENDENCYPART_SIBL
(6,10),(6,23),0.0821914 # DEPENDENCYPART_SIBL
(6,10),(6,24),-0.00743378 # DEPENDENCYPART_SIBL
(6,10),(6,26),0.124237 # DEPENDENCYPART_SIBL
(6,10),(6,29),0.0041776 # DEPENDENCYPART_SIBL
(6,11),(6,12),-0.0483431 # DEPENDENCYPART_SIBL
(6,11),(6,14),-0.162102 # DEPENDENCYPART_SIBL
(6,11),(6,15),0.135135 # DEPENDENCYPART_SIBL
(6,11),(6,16),-0.0827733 # DEPENDENCYPART_SIBL
(6,11),(6,17),-0.00877978 # DEPENDENCYPART_SIBL
(6,11),(6,18),-0.112993 # DEPENDENCYPART_SIBL
(6,11),(6,23),-0.27649 # DEPENDENCYPART_SIBL
(6,11),(6,24),-0.112993 # DEPENDENCYPART_SIBL
(6,11),(6,26),-0.0402825 # DEPENDENCYPART_SIBL
(6,11),(6,29),0.0437296 # DEPENDENCYPART_SIBL
(6,12),(6,14),-0.193151 # DEPENDENCYPART_SIBL
(6,12),(6,15),-0.106175 # DEPENDENCYPART_SIBL
(6,12),(6,16),-0.191987 # DEPENDENCYPART_SIBL
(6,12),(6,17),-0.172242 # DEPENDENCYPART_SIBL
(6,12),(6,18),-0.253717 # DEPENDENCYPART_SIBL
(6,12),(6,23),-0.0898794 # DEPENDENCYPART_SIBL
(6,12),(6,24),-0.253717 # DEPENDENCYPART_SIBL
(6,12),(6,26),0.248545 # DEPENDENCYPART_SIBL
(6,12),(6,29),-0.0815554 # DEPENDENCYPART_SIBL
(6,14),(6,15),-0.026276 # DEPENDENCYPART_SIBL
(6,14),(6,16),-0.0822835 # DEPENDENCYPART_SIBL
(6,14),(6,17),-0.0470966 # DEPENDENCYPART_SIBL
(6,14),(6,18),-0.0708402 # DEPENDENCYPART_SIBL
(6,14),(6,23),-0.127093 # DEPENDENCYPART_SIBL
(6,14),(6,24),-0.0708402 # DEPENDENCYPART_SIBL
(6,14),(6,26),0.0338788 # DEPENDENCYPART_SIBL
(6,14),(6,29),-0.0407589 # DEPENDENCYPART_SIBL
(6,15),(6,16),-0.0694853 # DEPENDENCYPART_SIBL
(6,15),(6,17),0.326815 # DEPENDENCYPART_SIBL
(6,15),(6,18),-0.00743378 # DEPENDENCYPART_SIBL
(6,15),(6,23),0.0821914 # DEPENDENCYPART_SIBL
(6,15),(6,24),-0.00743378 # DEPENDENCYPART_SIBL
(6,15),(6,26),0.124237 # DEPENDENCYPART_SIBL
(6,15),(6,29),0.0041776 # DEPENDENCYPART_SIBL
(6,16),(6,17),0.0173794 # DEPENDENCYPART_SIBL
(6,16),(6,18),-0.0666041 # DEPENDENCYPART_SIBL
(6,16),(6,23),-0.172148 # DEPENDENCYPART_SIBL
(6,16),(6,24),-0.0666041 # DEPENDENCYPART_SIBL
(6,16),(6,26),-0.0291294 # DEPENDENCYPART_SIBL
(6,16),(6,29),-0.0649321 # DEPENDENCYPART_SIBL
(6,17),(6,18),-0.236607 # DEPENDENCYPART_SIBL
(6,17),(6,23),-0.24184 # DEPENDENCYPART_SIBL
(6,17),(6,24),-0.236607 # DEPENDENCYPART_SIBL
(6,17),(6,26),-0.0930949 # DEPENDENCYPART_SIBL
(6,17),(6,29),-0.00288834 # DEPENDENCYPART_SIBL
(6,18),(6,23),-0.232846 # DEPENDENCYPART_SIBL
(6,18),(6,24),-0.650128 # DEPENDENCYPART_SIBL
(6,18),(6,26),0.0527896 # DEPENDENCYPART_SIBL
(6,18),(6,29),-0.129807 # DEPENDENCYPART_SIBL
(6,23),(6,24),-0.135201 # DEPENDENCYPART_SIBL
(6,23),(6,26),-0.0148916 # DEPENDENCYPART_SIBL
(6,23),(6,29),-0.00254965 # DEPENDENCYPART_SIBL
(6,24),(6,26),0.0527896 # DEPENDENCYPART_SIBL
(6,24),(6,29),-0.129807 # DEPENDENCYPART_SIBL
(6,26),(6,29),0.0968458 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0145659 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.00189553 # DEPENDENCYPART_SIBL
(7,10),(7,11),0.798661 # DEPENDENCYPART_SIBL
(8,2),(8,3),0.292093 # DEPENDENCYPART_SIBL
(8,2),(8,4),0.0250915 # DEPENDENCYPART_SIBL
(8,2),(8,5),0.0901715 # DEPENDENCYPART_SIBL
(8,2),(8,6),0.0227662 # DEPENDENCYPART_SIBL
(8,2),(8,7),-0.00079944 # DEPENDENCYPART_SIBL
(8,2),(8,9),-0.051215 # DEPENDENCYPART_SIBL
(8,2),(8,10),0.029965 # DEPENDENCYPART_SIBL
(8,2),(8,11),0.017168 # DEPENDENCYPART_SIBL
(8,2),(8,12),-0.0311056 # DEPENDENCYPART_SIBL
(8,2),(8,14),-0.0567942 # DEPENDENCYPART_SIBL
(8,2),(8,15),0.029965 # DEPENDENCYPART_SIBL
(8,2),(8,17),0.1198 # DEPENDENCYPART_SIBL
(8,3),(8,4),-0.0301851 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.223222 # DEPENDENCYPART_SIBL
(8,3),(8,6),-0.00398864 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.242774 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.0553598 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.080724 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.00243142 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.0107303 # DEPENDENCYPART_SIBL
(8,3),(8,14),-0.0591114 # DEPENDENCYPART_SIBL
(8,3),(8,15),-0.080724 # DEPENDENCYPART_SIBL
(8,3),(8,17),-0.0164252 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.102087 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.105291 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.02274 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.121103 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.0688307 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.0310956 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.062036 # DEPENDENCYPART_SIBL
(8,4),(8,14),-0.125799 # DEPENDENCYPART_SIBL
(8,4),(8,15),-0.0688307 # DEPENDENCYPART_SIBL
(8,4),(8,17),-0.034296 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.0727007 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.225643 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0224854 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.00382937 # DEPENDENCYPART_SIBL
(8,5),(8,11),0.0317526 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.0165719 # DEPENDENCYPART_SIBL
(8,5),(8,14),-0.0285504 # DEPENDENCYPART_SIBL
(8,5),(8,15),-0.00382937 # DEPENDENCYPART_SIBL
(8,5),(8,17),0.011348 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.186584 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.0374266 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.0317104 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.0562935 # DEPENDENCYPART_SIBL
(8,6),(8,12),0.103039 # DEPENDENCYPART_SIBL
(8,6),(8,14),0.0339019 # DEPENDENCYPART_SIBL
(8,6),(8,15),0.0317104 # DEPENDENCYPART_SIBL
(8,6),(8,17),-0.00381838 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.0910366 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.353896 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.35568 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.234378 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.105484 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.353896 # DEPENDENCYPART_SIBL
(8,7),(8,17),0.0774996 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0250987 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.00279808 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.0198616 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.0670654 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.0250987 # DEPENDENCYPART_SIBL
(8,9),(8,17),-0.0958963 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.799769 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.341483 # DEPENDENCYPART_SIBL
(8,10),(8,14),0.710471 # DEPENDENCYPART_SIBL
(8,10),(8,15),0.0568057 # DEPENDENCYPART_SIBL
(8,10),(8,17),0.461091 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.0103305 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.00667324 # DEPENDENCYPART_SIBL
(8,11),(8,15),0.391071 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.0363628 # DEPENDENCYPART_SIBL
(8,12),(8,14),0.06192 # DEPENDENCYPART_SIBL
(8,12),(8,15),-0.00458677 # DEPENDENCYPART_SIBL
(8,12),(8,17),-0.0430754 # DEPENDENCYPART_SIBL
(8,14),(8,15),-0.0421457 # DEPENDENCYPART_SIBL
(8,14),(8,17),-0.100241 # DEPENDENCYPART_SIBL
(8,15),(8,17),0.461091 # DEPENDENCYPART_SIBL
(9,1),(9,2),0.0320382 # DEPENDENCYPART_SIBL
(9,1),(9,3),-0.0410335 # DEPENDENCYPART_SIBL
(9,1),(9,4),-0.17196 # DEPENDENCYPART_SIBL
(9,1),(9,5),0.116223 # DEPENDENCYPART_SIBL
(9,1),(9,6),-0.0753871 # DEPENDENCYPART_SIBL
(9,1),(9,7),0.0463721 # DEPENDENCYPART_SIBL
(9,1),(9,8),0.0281054 # DEPENDENCYPART_SIBL
(9,1),(9,10),0.0267797 # DEPENDENCYPART_SIBL
(9,1),(9,11),0.0199777 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.0028594 # DEPENDENCYPART_SIBL
(9,1),(9,13),0.00889575 # DEPENDENCYPART_SIBL
(9,1),(9,14),0.00591934 # DEPENDENCYPART_SIBL
(9,1),(9,15),0.0267797 # DEPENDENCYPART_SIBL
(9,1),(9,16),-0.0296354 # DEPENDENCYPART_SIBL
(9,1),(9,17),0.025438 # DEPENDENCYPART_SIBL
(9,1),(9,20),-0.0255602 # DEPENDENCYPART_SIBL
(9,1),(9,21),-0.135416 # DEPENDENCYPART_SIBL
(9,1),(9,23),-0.00284163 # DEPENDENCYPART_SIBL
(9,1),(9,27),-0.135416 # DEPENDENCYPART_SIBL
(9,1),(9,29),0.0320441 # DEPENDENCYPART_SIBL
(9,2),(9,3),0.293404 # DEPENDENCYPART_SIBL
(9,2),(9,4),0.0264027 # DEPENDENCYPART_SIBL
(9,2),(9,5),0.0935345 # DEPENDENCYPART_SIBL
(9,2),(9,6),0.0240774 # DEPENDENCYPART_SIBL
(9,2),(9,7),-0.0302472 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.0127289 # DEPENDENCYPART_SIBL
(9,2),(9,10),0.0107644 # DEPENDENCYPART_SIBL
(9,2),(9,11),0.00816121 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.0520887 # DEPENDENCYPART_SIBL
(9,2),(9,13),-0.0410989 # DEPENDENCYPART_SIBL
(9,2),(9,14),-0.0449553 # DEPENDENCYPART_SIBL
(9,2),(9,15),0.0107644 # DEPENDENCYPART_SIBL
(9,2),(9,16),-0.0475314 # DEPENDENCYPART_SIBL
(9,2),(9,17),0.120307 # DEPENDENCYPART_SIBL
(9,2),(9,20),-0.040213 # DEPENDENCYPART_SIBL
(9,2),(9,21),0.0469808 # DEPENDENCYPART_SIBL
(9,2),(9,23),-0.0100279 # DEPENDENCYPART_SIBL
(9,2),(9,27),0.0469808 # DEPENDENCYPART_SIBL
(9,2),(9,29),0.0541652 # DEPENDENCYPART_SIBL
(9,3),(9,4),-0.0299288 # DEPENDENCYPART_SIBL
(9,3),(9,5),0.225344 # DEPENDENCYPART_SIBL
(9,3),(9,6),-0.00373234 # DEPENDENCYPART_SIBL
(9,3),(9,7),0.211601 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.200075 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.101188 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.0121581 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.0322535 # DEPENDENCYPART_SIBL
(9,3),(9,13),-0.0457752 # DEPENDENCYPART_SIBL
(9,3),(9,14),-0.0478074 # DEPENDENCYPART_SIBL
(9,3),(9,15),-0.101188 # DEPENDENCYPART_SIBL
(9,3),(9,16),-0.0630865 # DEPENDENCYPART_SIBL
(9,3),(9,17),-0.0164292 # DEPENDENCYPART_SIBL
(9,3),(9,20),-0.0563965 # DEPENDENCYPART_SIBL
(9,3),(9,21),-0.165543 # DEPENDENCYPART_SIBL
(9,3),(9,23),-0.0447232 # DEPENDENCYPART_SIBL
(9,3),(9,27),-0.165543 # DEPENDENCYPART_SIBL
(9,3),(9,29),-0.0634503 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.103953 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.105291 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.00894516 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.0272091 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.0892944 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.0408224 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.0835592 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.111519 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.114495 # DEPENDENCYPART_SIBL
(9,4),(9,15),-0.0892944 # DEPENDENCYPART_SIBL
(9,4),(9,16),-0.0778533 # DEPENDENCYPART_SIBL
(9,4),(9,17),-0.0343 # DEPENDENCYPART_SIBL
(9,4),(9,20),-0.0884722 # DEPENDENCYPART_SIBL
(9,4),(9,21),-0.168211 # DEPENDENCYPART_SIBL
