# _root_ Other , more thinly traded Asian markets were hit harder than Tokyo 's , but there were no free-fall declines .
#goldHeads=7,7,5,5,7,7,8,0,8,9,10,11,12,8,8,17,15,20,20,17,8,
#predictedHeads=7,8,4,5,7,7,8,0,8,9,10,11,12,8,8,17,15,20,20,17,8,
(4,1),(1,6),-0.727928 # DEPENDENCYPART_GRANDPAR
(4,1),(1,8),-0.7638 # DEPENDENCYPART_GRANDPAR
(4,1),(1,14),-0.925775 # DEPENDENCYPART_GRANDPAR
(4,1),(1,15),-0.779602 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.494378 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.272623 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.495293 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.377806 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.57244 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.525655 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.732103 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.649748 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.7605 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-0.731187 # DEPENDENCYPART_GRANDPAR
(4,3),(3,10),-0.929491 # DEPENDENCYPART_GRANDPAR
(4,3),(3,11),-0.799722 # DEPENDENCYPART_GRANDPAR
(4,3),(3,12),-1.10527 # DEPENDENCYPART_GRANDPAR
(4,3),(3,15),-0.738248 # DEPENDENCYPART_GRANDPAR
(4,3),(3,21),-1.37082 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.912888 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.864702 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.693435 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-1.10646 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.302728 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.304098 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.44502 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.326052 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.483112 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.567103 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),-0.739627 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),-0.515 # DEPENDENCYPART_GRANDPAR
(4,5),(5,14),-0.505134 # DEPENDENCYPART_GRANDPAR
(4,5),(5,15),-0.346513 # DEPENDENCYPART_GRANDPAR
(4,5),(5,16),-0.439623 # DEPENDENCYPART_GRANDPAR
(4,5),(5,17),-0.630793 # DEPENDENCYPART_GRANDPAR
(4,5),(5,20),-0.419587 # DEPENDENCYPART_GRANDPAR
(4,5),(5,21),-1.04461 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.92422 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.851413 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.689206 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-1.09006 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),-0.0168077 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.342105 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-1.01074 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-0.949195 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.695094 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-1.10601 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),0.124647 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.22502 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.254904 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.290967 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.434644 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.704103 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),-0.417581 # DEPENDENCYPART_GRANDPAR
(4,7),(7,17),-0.440677 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-0.934728 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-0.815985 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-0.684829 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-1.14973 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),0.0207563 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),-0.263625 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.0989039 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.127895 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.381539 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.45519 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.616355 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.408485 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),-0.436968 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),-0.215749 # DEPENDENCYPART_GRANDPAR
(4,8),(8,16),-0.324603 # DEPENDENCYPART_GRANDPAR
(4,8),(8,17),-0.515901 # DEPENDENCYPART_GRANDPAR
(4,8),(8,20),-0.212129 # DEPENDENCYPART_GRANDPAR
(4,8),(8,21),-0.94842 # DEPENDENCYPART_GRANDPAR
(4,10),(10,2),-0.843351 # DEPENDENCYPART_GRANDPAR
(4,10),(10,3),-0.687923 # DEPENDENCYPART_GRANDPAR
(4,10),(10,4),-1.18045 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,10),(10,5),-0.0944873 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),-0.166294 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),-0.320561 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.299967 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.30976 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.723284 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-0.470002 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),-0.437804 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),-0.254765 # DEPENDENCYPART_GRANDPAR
(4,10),(10,16),-0.425394 # DEPENDENCYPART_GRANDPAR
(4,10),(10,17),-0.520406 # DEPENDENCYPART_GRANDPAR
(4,10),(10,20),-0.363225 # DEPENDENCYPART_GRANDPAR
(4,10),(10,21),-0.970991 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),-0.671841 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.481628 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),-0.301657 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-0.274707 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),-0.0799359 # DEPENDENCYPART_GRANDPAR
(4,11),(11,16),-0.230032 # DEPENDENCYPART_GRANDPAR
(4,11),(11,17),-0.213739 # DEPENDENCYPART_GRANDPAR
(4,11),(11,20),-0.117894 # DEPENDENCYPART_GRANDPAR
(4,11),(11,21),-0.850116 # DEPENDENCYPART_GRANDPAR
(4,15),(15,12),-0.685403 # DEPENDENCYPART_GRANDPAR
(4,15),(15,14),-0.564353 # DEPENDENCYPART_GRANDPAR
(4,15),(15,16),-0.336482 # DEPENDENCYPART_GRANDPAR
(4,15),(15,17),-0.400155 # DEPENDENCYPART_GRANDPAR
(4,15),(15,19),-0.431889 # DEPENDENCYPART_GRANDPAR
(4,15),(15,20),-0.297946 # DEPENDENCYPART_GRANDPAR
(4,15),(15,21),-0.86906 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.352887 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.0822283 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.243876 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-1.29688 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,6),0.0652085 # DEPENDENCYPART_GRANDPAR
(5,1),(1,8),-0.390767 # DEPENDENCYPART_GRANDPAR
(5,1),(1,14),-0.864673 # DEPENDENCYPART_GRANDPAR
(5,1),(1,15),-0.629072 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.202149 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.103511 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.215278 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.274886 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.0487706 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.31241 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),0.0415433 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.273896 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.407003 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.614355 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-0.546795 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-0.365656 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),-1.00747 # DEPENDENCYPART_GRANDPAR
(5,3),(3,15),-0.608486 # DEPENDENCYPART_GRANDPAR
(5,3),(3,21),-1.0551 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),0.0168087 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.152543 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),0.0742155 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.30612 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),0.0244916 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.283821 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.381608 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-0.53985 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-0.30478 # DEPENDENCYPART_GRANDPAR
(5,4),(4,15),-0.616329 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.679201 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.715393 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.556778 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.542497 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.938231 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,9),-0.137257 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.809226 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.853815 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.602926 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.604168 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.791078 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.481786 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),0.0938769 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.0936355 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.132868 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.48693 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),-0.36955 # DEPENDENCYPART_GRANDPAR
(5,7),(7,17),-0.116399 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-0.705193 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-0.69589 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.568004 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.545287 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.838328 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),0.490617 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),0.157046 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.0380723 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.0513703 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.242954 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.528905 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.742463 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-0.55914 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),-0.337892 # DEPENDENCYPART_GRANDPAR
(5,8),(8,16),-0.204043 # DEPENDENCYPART_GRANDPAR
(5,8),(8,17),-0.247628 # DEPENDENCYPART_GRANDPAR
(5,8),(8,20),-0.187429 # DEPENDENCYPART_GRANDPAR
(5,8),(8,21),-0.657653 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-0.649904 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-0.711261 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-0.542993 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.568913 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.98047 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),0.342412 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),0.137391 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.0633513 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),0.0184449 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.213921 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.485622 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.684853 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.378769 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.225531 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),-0.157206 # DEPENDENCYPART_GRANDPAR
(5,9),(9,17),-0.211775 # DEPENDENCYPART_GRANDPAR
(5,9),(9,20),-0.191115 # DEPENDENCYPART_GRANDPAR
(5,9),(9,21),-0.647128 # DEPENDENCYPART_GRANDPAR
(5,10),(10,2),-0.725605 # DEPENDENCYPART_GRANDPAR
(5,10),(10,3),-0.573634 # DEPENDENCYPART_GRANDPAR
(5,10),(10,4),-0.57276 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-0.845525 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,7),0.228752 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),0.085295 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.138576 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),0.113921 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.490936 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.673592 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.375129 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.226006 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-0.174338 # DEPENDENCYPART_GRANDPAR
(5,10),(10,17),-0.131922 # DEPENDENCYPART_GRANDPAR
(5,10),(10,20),-0.179281 # DEPENDENCYPART_GRANDPAR
(5,10),(10,21),-0.581784 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),-0.163333 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.384836 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.633548 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.346753 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),-0.295009 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),-0.157576 # DEPENDENCYPART_GRANDPAR
(5,11),(11,17),-0.0778663 # DEPENDENCYPART_GRANDPAR
(5,11),(11,20),-0.0922635 # DEPENDENCYPART_GRANDPAR
(5,11),(11,21),-0.634902 # DEPENDENCYPART_GRANDPAR
(5,12),(12,7),0.277439 # DEPENDENCYPART_GRANDPAR
(5,12),(12,8),0.170406 # DEPENDENCYPART_GRANDPAR
(5,12),(12,9),-0.0239409 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),-0.0202323 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),0.0490436 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-0.8721 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),-0.491258 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),-0.290175 # DEPENDENCYPART_GRANDPAR
(5,12),(12,16),-0.240135 # DEPENDENCYPART_GRANDPAR
(5,12),(12,17),-0.224087 # DEPENDENCYPART_GRANDPAR
(5,13),(13,4),-0.573795 # DEPENDENCYPART_GRANDPAR
(5,13),(13,7),0.180051 # DEPENDENCYPART_GRANDPAR
(5,13),(13,10),-0.0625401 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),-0.0214059 # DEPENDENCYPART_GRANDPAR
(5,15),(15,12),-0.656159 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),-0.516795 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-0.188009 # DEPENDENCYPART_GRANDPAR
(5,15),(15,17),-0.0105176 # DEPENDENCYPART_GRANDPAR
(5,15),(15,19),0.099321 # DEPENDENCYPART_GRANDPAR
(5,15),(15,20),-0.277677 # DEPENDENCYPART_GRANDPAR
(5,15),(15,21),-0.57558 # DEPENDENCYPART_GRANDPAR
(5,16),(16,17),-0.172164 # DEPENDENCYPART_GRANDPAR
(5,16),(16,20),-0.204333 # DEPENDENCYPART_GRANDPAR
(5,17),(17,1),-0.705193 # DEPENDENCYPART_GRANDPAR
(5,17),(17,2),-0.69589 # DEPENDENCYPART_GRANDPAR
(5,17),(17,3),-0.568004 # DEPENDENCYPART_GRANDPAR
(5,17),(17,4),-0.545287 # DEPENDENCYPART_GRANDPAR
(5,17),(17,5),-0.838328 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,17),(17,6),0.490617 # DEPENDENCYPART_GRANDPAR
(5,17),(17,7),0.157046 # DEPENDENCYPART_GRANDPAR
(5,17),(17,8),0.0160687 # DEPENDENCYPART_GRANDPAR
(5,17),(17,9),-0.128277 # DEPENDENCYPART_GRANDPAR
(5,17),(17,10),-0.120268 # DEPENDENCYPART_GRANDPAR
(5,17),(17,11),-0.114672 # DEPENDENCYPART_GRANDPAR
(5,17),(17,12),-0.584884 # DEPENDENCYPART_GRANDPAR
(5,17),(17,13),-0.67996 # DEPENDENCYPART_GRANDPAR
(5,17),(17,14),-0.578275 # DEPENDENCYPART_GRANDPAR
(5,17),(17,15),-0.154285 # DEPENDENCYPART_GRANDPAR
(5,17),(17,16),-0.155692 # DEPENDENCYPART_GRANDPAR
(5,17),(17,18),-0.448092 # DEPENDENCYPART_GRANDPAR
(5,17),(17,19),-0.0378559 # DEPENDENCYPART_GRANDPAR
(5,17),(17,20),-0.187429 # DEPENDENCYPART_GRANDPAR
(5,17),(17,21),-0.657653 # DEPENDENCYPART_GRANDPAR
(5,20),(20,1),-0.808194 # DEPENDENCYPART_GRANDPAR
(5,20),(20,9),-0.0613221 # DEPENDENCYPART_GRANDPAR
(5,20),(20,10),-0.116755 # DEPENDENCYPART_GRANDPAR
(5,20),(20,12),-0.580653 # DEPENDENCYPART_GRANDPAR
(5,20),(20,16),-0.110417 # DEPENDENCYPART_GRANDPAR
(5,20),(20,18),-0.280441 # DEPENDENCYPART_GRANDPAR
(5,20),(20,19),-0.24844 # DEPENDENCYPART_GRANDPAR
(5,20),(20,21),-0.53637 # DEPENDENCYPART_GRANDPAR
(5,21),(21,20),-0.288556 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.478867 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.113567 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.0912753 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),-0.126153 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-1.54044 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,8),-0.92129 # DEPENDENCYPART_GRANDPAR
(6,1),(1,14),-0.898781 # DEPENDENCYPART_GRANDPAR
(6,1),(1,15),-0.947952 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.330124 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.276029 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.32331 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.296872 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.167713 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.189156 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.50361 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.370952 # DEPENDENCYPART_GRANDPAR
(6,3),(3,8),-0.883057 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-0.632282 # DEPENDENCYPART_GRANDPAR
(6,3),(3,10),-0.683798 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),-0.457762 # DEPENDENCYPART_GRANDPAR
(6,3),(3,12),-0.911455 # DEPENDENCYPART_GRANDPAR
(6,3),(3,15),-0.868782 # DEPENDENCYPART_GRANDPAR
(6,3),(3,21),-1.0293 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.209822 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.227377 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.300354 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.124202 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.56784 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.42721 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.9049 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.722805 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-0.521591 # DEPENDENCYPART_GRANDPAR
(6,4),(4,15),-0.923924 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.25867 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.263404 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.289064 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.12999 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.50947 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.410535 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.89547 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.656455 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.70838 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-0.609364 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),-0.93912 # DEPENDENCYPART_GRANDPAR
(6,5),(5,13),-1.25716 # DEPENDENCYPART_GRANDPAR
(6,5),(5,14),-0.898591 # DEPENDENCYPART_GRANDPAR
(6,5),(5,15),-0.89434 # DEPENDENCYPART_GRANDPAR
(6,5),(5,16),-0.875073 # DEPENDENCYPART_GRANDPAR
(6,5),(5,17),-1.00187 # DEPENDENCYPART_GRANDPAR
(6,5),(5,20),-1.03727 # DEPENDENCYPART_GRANDPAR
(6,5),(5,21),-1.05549 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-0.771219 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-0.850017 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-0.740933 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.702657 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.626501 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-1.20398 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),0.104956 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),-0.466391 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.220006 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.271237 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.429189 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.818521 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.327081 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.45758 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),-0.39938 # DEPENDENCYPART_GRANDPAR
(6,9),(9,17),-0.656922 # DEPENDENCYPART_GRANDPAR
(6,9),(9,20),-0.545805 # DEPENDENCYPART_GRANDPAR
(6,9),(9,21),-0.670074 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.127564 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),0.0671234 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),0.0299604 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),-0.0532777 # DEPENDENCYPART_GRANDPAR
(7,1),(1,6),-0.08791 # DEPENDENCYPART_GRANDPAR
(7,1),(1,8),-0.597265 # DEPENDENCYPART_GRANDPAR
(7,1),(1,14),-0.692638 # DEPENDENCYPART_GRANDPAR
(7,1),(1,15),-0.893389 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.426368 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.0549054 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.323145 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.128168 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),0.106646 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),0.0234411 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),0.247163 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-1.16505 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,8),-0.540375 # DEPENDENCYPART_GRANDPAR
(7,3),(3,9),-0.730026 # DEPENDENCYPART_GRANDPAR
(7,3),(3,10),-0.549951 # DEPENDENCYPART_GRANDPAR
(7,3),(3,11),-0.750793 # DEPENDENCYPART_GRANDPAR
(7,3),(3,12),-0.686462 # DEPENDENCYPART_GRANDPAR
(7,3),(3,15),-0.785526 # DEPENDENCYPART_GRANDPAR
(7,3),(3,21),-1.26349 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.297159 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.141441 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.03583 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),0.0862472 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),0.0826935 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.19189 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.531385 # DEPENDENCYPART_GRANDPAR
(7,4),(4,10),-0.559289 # DEPENDENCYPART_GRANDPAR
(7,4),(4,11),-0.73419 # DEPENDENCYPART_GRANDPAR
(7,4),(4,15),-0.81081 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.354605 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.219668 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.000943246 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.0523475 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.257714 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.24643 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
