# _root_ On Oct. 16 , 1987 -- the Friday before the Black Monday crash -- the New York market dropped 4.6 % , and Tokyo followed on Monday with a 2.4 % drop .
#goldHeads=19,1,2,2,2,8,8,2,8,13,13,13,9,8,18,18,18,19,0,21,19,19,19,25,23,25,26,25,32,31,32,28,19,
#predictedHeads=19,1,2,2,2,9,8,9,19,13,13,13,9,9,18,18,18,19,0,21,19,19,19,25,23,25,26,25,32,31,32,28,19,
(5,1),(5,4),0.327977 # DEPENDENCYPART_SIBL
(5,1),(5,6),-0.025862 # DEPENDENCYPART_SIBL
(5,1),(5,7),-0.0490205 # DEPENDENCYPART_SIBL
(5,1),(5,8),-0.065292 # DEPENDENCYPART_SIBL
(5,1),(5,9),0.0104746 # DEPENDENCYPART_SIBL
(5,1),(5,14),-0.025862 # DEPENDENCYPART_SIBL
(5,1),(5,19),-0.083288 # DEPENDENCYPART_SIBL
(5,1),(5,22),-0.0703735 # DEPENDENCYPART_SIBL
(5,2),(5,3),0.0287481 # DEPENDENCYPART_SIBL
(5,2),(5,4),0.170459 # DEPENDENCYPART_SIBL
(5,2),(5,6),0.0250497 # DEPENDENCYPART_SIBL
(5,2),(5,7),0.00277797 # DEPENDENCYPART_SIBL
(5,2),(5,8),0.000998519 # DEPENDENCYPART_SIBL
(5,2),(5,9),0.0523023 # DEPENDENCYPART_SIBL
(5,2),(5,14),0.0250497 # DEPENDENCYPART_SIBL
(5,2),(5,19),-0.00533298 # DEPENDENCYPART_SIBL
(5,2),(5,22),0.10539 # DEPENDENCYPART_SIBL
(5,3),(5,4),0.365825 # DEPENDENCYPART_SIBL
(5,3),(5,6),0.0357881 # DEPENDENCYPART_SIBL
(5,3),(5,7),0.0216341 # DEPENDENCYPART_SIBL
(5,3),(5,8),-0.0418724 # DEPENDENCYPART_SIBL
(5,3),(5,9),0.0360941 # DEPENDENCYPART_SIBL
(5,3),(5,14),0.0357881 # DEPENDENCYPART_SIBL
(5,3),(5,19),-0.025165 # DEPENDENCYPART_SIBL
(5,3),(5,22),0.025283 # DEPENDENCYPART_SIBL
(5,4),(5,6),-0.110137 # DEPENDENCYPART_SIBL
(5,4),(5,7),-0.0943096 # DEPENDENCYPART_SIBL
(5,4),(5,8),-0.139432 # DEPENDENCYPART_SIBL
(5,4),(5,9),0.0239697 # DEPENDENCYPART_SIBL
(5,4),(5,14),-0.110137 # DEPENDENCYPART_SIBL
(5,4),(5,19),-0.0762618 # DEPENDENCYPART_SIBL
(5,4),(5,22),0.036064 # DEPENDENCYPART_SIBL
(5,6),(5,7),0.121117 # DEPENDENCYPART_SIBL
(5,6),(5,8),0.303472 # DEPENDENCYPART_SIBL
(5,6),(5,9),0.161072 # DEPENDENCYPART_SIBL
(5,6),(5,14),0.52054 # DEPENDENCYPART_SIBL
(5,6),(5,19),0.195505 # DEPENDENCYPART_SIBL
(5,6),(5,22),-0.0144285 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.0684972 # DEPENDENCYPART_SIBL
(5,7),(5,9),-0.019213 # DEPENDENCYPART_SIBL
(5,7),(5,14),0.0217604 # DEPENDENCYPART_SIBL
(5,7),(5,19),-0.0440693 # DEPENDENCYPART_SIBL
(5,7),(5,22),-0.0212471 # DEPENDENCYPART_SIBL
(5,8),(5,9),0.0867005 # DEPENDENCYPART_SIBL
(5,8),(5,14),0.0534376 # DEPENDENCYPART_SIBL
(5,8),(5,19),-0.0479579 # DEPENDENCYPART_SIBL
(5,8),(5,22),0.0604151 # DEPENDENCYPART_SIBL
(5,9),(5,14),0.153616 # DEPENDENCYPART_SIBL
(5,9),(5,19),0.00710716 # DEPENDENCYPART_SIBL
(5,9),(5,22),0.0352883 # DEPENDENCYPART_SIBL
(5,14),(5,19),0.195505 # DEPENDENCYPART_SIBL
(5,14),(5,22),-0.0144285 # DEPENDENCYPART_SIBL
(5,19),(5,22),0.205798 # DEPENDENCYPART_SIBL
(6,1),(6,4),0.220338 # DEPENDENCYPART_SIBL
(6,1),(6,5),0.00656047 # DEPENDENCYPART_SIBL
(6,1),(6,7),-0.0367467 # DEPENDENCYPART_SIBL
(6,1),(6,8),-0.0304395 # DEPENDENCYPART_SIBL
(6,1),(6,9),-0.0234787 # DEPENDENCYPART_SIBL
(6,1),(6,14),-0.0245572 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.0574212 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.0408701 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.069785 # DEPENDENCYPART_SIBL
(6,4),(6,9),0.00553204 # DEPENDENCYPART_SIBL
(6,4),(6,14),-0.0644123 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.00488036 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.0466972 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.0773603 # DEPENDENCYPART_SIBL
(6,5),(6,14),-0.0121461 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.0981057 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.0664687 # DEPENDENCYPART_SIBL
(6,7),(6,14),0.55822 # DEPENDENCYPART_SIBL
(6,8),(6,9),0.0251162 # DEPENDENCYPART_SIBL
(6,8),(6,14),0.572984 # DEPENDENCYPART_SIBL
(6,9),(6,14),0.621804 # DEPENDENCYPART_SIBL
(7,1),(7,6),0.00965116 # DEPENDENCYPART_SIBL
(7,1),(7,9),0.0129524 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.0210417 # DEPENDENCYPART_SIBL
(8,2),(8,3),0.099987 # DEPENDENCYPART_SIBL
(8,2),(8,4),0.3619 # DEPENDENCYPART_SIBL
(8,2),(8,5),0.0786329 # DEPENDENCYPART_SIBL
(8,2),(8,6),0.0979728 # DEPENDENCYPART_SIBL
(8,2),(8,7),-0.250003 # DEPENDENCYPART_SIBL
(8,2),(8,9),-0.0180198 # DEPENDENCYPART_SIBL
(8,2),(8,13),-0.0154013 # DEPENDENCYPART_SIBL
(8,2),(8,14),0.077764 # DEPENDENCYPART_SIBL
(8,2),(8,18),-0.0441871 # DEPENDENCYPART_SIBL
(8,2),(8,23),0.0309722 # DEPENDENCYPART_SIBL
(8,2),(8,33),-0.0146625 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.024496 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.0678745 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.0190329 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.142732 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.0236046 # DEPENDENCYPART_SIBL
(8,3),(8,13),0.0481118 # DEPENDENCYPART_SIBL
(8,3),(8,14),0.0185254 # DEPENDENCYPART_SIBL
(8,3),(8,18),0.0406401 # DEPENDENCYPART_SIBL
(8,3),(8,23),0.0881795 # DEPENDENCYPART_SIBL
(8,3),(8,33),-0.0597945 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.0805822 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.066529 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.0259097 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.00550454 # DEPENDENCYPART_SIBL
(8,4),(8,13),-0.143826 # DEPENDENCYPART_SIBL
(8,4),(8,14),-0.154164 # DEPENDENCYPART_SIBL
(8,4),(8,18),-0.169836 # DEPENDENCYPART_SIBL
(8,4),(8,23),-0.196042 # DEPENDENCYPART_SIBL
(8,4),(8,33),-0.118721 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.0128171 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.151288 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0448777 # DEPENDENCYPART_SIBL
(8,5),(8,13),0.0385275 # DEPENDENCYPART_SIBL
(8,5),(8,14),0.00465496 # DEPENDENCYPART_SIBL
(8,5),(8,18),0.0306962 # DEPENDENCYPART_SIBL
(8,5),(8,23),0.0264864 # DEPENDENCYPART_SIBL
(8,5),(8,33),-0.0663216 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.241741 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0099704 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.0938694 # DEPENDENCYPART_SIBL
(8,6),(8,14),1.58395 # DEPENDENCYPART_SIBL
(8,6),(8,18),-0.113638 # DEPENDENCYPART_SIBL
(8,6),(8,23),-0.160642 # DEPENDENCYPART_SIBL
(8,6),(8,33),0.025998 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.156222 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.0188399 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.021243 # DEPENDENCYPART_SIBL
(8,7),(8,18),0.00729124 # DEPENDENCYPART_SIBL
(8,7),(8,23),-0.018823 # DEPENDENCYPART_SIBL
(8,7),(8,33),-0.0730409 # DEPENDENCYPART_SIBL
(8,9),(8,13),0.0250715 # DEPENDENCYPART_SIBL
(8,9),(8,14),0.18848 # DEPENDENCYPART_SIBL
(8,9),(8,18),0.0619075 # DEPENDENCYPART_SIBL
(8,9),(8,23),0.140165 # DEPENDENCYPART_SIBL
(8,9),(8,33),0.16937 # DEPENDENCYPART_SIBL
(8,13),(8,14),0.20744 # DEPENDENCYPART_SIBL
(8,13),(8,18),-0.283886 # DEPENDENCYPART_SIBL
(8,13),(8,23),0.0527887 # DEPENDENCYPART_SIBL
(8,13),(8,33),0.139606 # DEPENDENCYPART_SIBL
(8,14),(8,18),0.440219 # DEPENDENCYPART_SIBL
(8,14),(8,23),0.259665 # DEPENDENCYPART_SIBL
(8,14),(8,33),0.460872 # DEPENDENCYPART_SIBL
(8,18),(8,23),0.10725 # DEPENDENCYPART_SIBL
(8,18),(8,33),0.135748 # DEPENDENCYPART_SIBL
(8,23),(8,33),-0.145988 # DEPENDENCYPART_SIBL
(9,1),(9,4),0.199224 # DEPENDENCYPART_SIBL
(9,1),(9,6),-0.0359165 # DEPENDENCYPART_SIBL
(9,1),(9,7),0.0209412 # DEPENDENCYPART_SIBL
(9,1),(9,8),0.0285262 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.0952719 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.0723558 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.0768967 # DEPENDENCYPART_SIBL
(9,1),(9,13),-0.0372781 # DEPENDENCYPART_SIBL
(9,1),(9,14),0.0363009 # DEPENDENCYPART_SIBL
(9,1),(9,17),-0.0870942 # DEPENDENCYPART_SIBL
(9,1),(9,18),-0.0871082 # DEPENDENCYPART_SIBL
(9,1),(9,19),0.00261327 # DEPENDENCYPART_SIBL
(9,1),(9,22),-0.14789 # DEPENDENCYPART_SIBL
(9,1),(9,23),-0.171571 # DEPENDENCYPART_SIBL
(9,1),(9,24),-0.066967 # DEPENDENCYPART_SIBL
(9,1),(9,25),-0.0154332 # DEPENDENCYPART_SIBL
(9,1),(9,33),0.0690857 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.0165374 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.0169443 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.042694 # DEPENDENCYPART_SIBL
(9,4),(9,10),0.00217644 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.0488478 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.0484 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.0503502 # DEPENDENCYPART_SIBL
(9,4),(9,14),0.0255274 # DEPENDENCYPART_SIBL
(9,4),(9,17),-0.045937 # DEPENDENCYPART_SIBL
(9,4),(9,18),-0.101589 # DEPENDENCYPART_SIBL
(9,4),(9,19),0.0155658 # DEPENDENCYPART_SIBL
(9,4),(9,22),0.543961 # DEPENDENCYPART_SIBL
(9,4),(9,23),-0.235225 # DEPENDENCYPART_SIBL
(9,4),(9,24),-0.048739 # DEPENDENCYPART_SIBL
(9,4),(9,25),-0.00768328 # DEPENDENCYPART_SIBL
(9,4),(9,33),0.0556879 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.26867 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.142456 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.0562256 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.0772981 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.0556425 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.06229 # DEPENDENCYPART_SIBL
(9,6),(9,14),2.19916 # DEPENDENCYPART_SIBL
(9,6),(9,17),0.0414994 # DEPENDENCYPART_SIBL
(9,6),(9,18),0.0104692 # DEPENDENCYPART_SIBL
(9,6),(9,19),0.104704 # DEPENDENCYPART_SIBL
(9,6),(9,22),0.0138678 # DEPENDENCYPART_SIBL
(9,6),(9,23),-0.0834295 # DEPENDENCYPART_SIBL
(9,6),(9,24),0.0606331 # DEPENDENCYPART_SIBL
(9,6),(9,25),0.105808 # DEPENDENCYPART_SIBL
(9,6),(9,33),0.202887 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.0293866 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.109623 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0617972 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0351824 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.0381421 # DEPENDENCYPART_SIBL
(9,7),(9,14),0.036642 # DEPENDENCYPART_SIBL
(9,7),(9,17),-0.0988134 # DEPENDENCYPART_SIBL
(9,7),(9,18),-0.0476588 # DEPENDENCYPART_SIBL
(9,7),(9,19),0.158667 # DEPENDENCYPART_SIBL
(9,7),(9,22),-0.0823629 # DEPENDENCYPART_SIBL
(9,7),(9,23),-0.124286 # DEPENDENCYPART_SIBL
(9,7),(9,24),-0.0658844 # DEPENDENCYPART_SIBL
(9,7),(9,25),0.20008 # DEPENDENCYPART_SIBL
(9,7),(9,33),-0.0639459 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.066239 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0354492 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0483475 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.0426626 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.077473 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.0204119 # DEPENDENCYPART_SIBL
(9,8),(9,18),-0.0941273 # DEPENDENCYPART_SIBL
(9,8),(9,19),0.0465754 # DEPENDENCYPART_SIBL
(9,8),(9,22),-0.105409 # DEPENDENCYPART_SIBL
(9,8),(9,23),-0.0784604 # DEPENDENCYPART_SIBL
(9,8),(9,24),-0.0149921 # DEPENDENCYPART_SIBL
(9,8),(9,25),0.063458 # DEPENDENCYPART_SIBL
(9,8),(9,33),0.103126 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.354307 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.34777 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.469797 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0593163 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.358288 # DEPENDENCYPART_SIBL
(9,10),(9,18),-0.473693 # DEPENDENCYPART_SIBL
(9,10),(9,19),-0.466538 # DEPENDENCYPART_SIBL
(9,10),(9,22),-0.0637251 # DEPENDENCYPART_SIBL
(9,10),(9,23),-0.109318 # DEPENDENCYPART_SIBL
(9,10),(9,24),-0.354289 # DEPENDENCYPART_SIBL
(9,10),(9,25),-0.464689 # DEPENDENCYPART_SIBL
(9,10),(9,33),-0.214998 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.628376 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.689999 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.10134 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.641251 # DEPENDENCYPART_SIBL
(9,11),(9,18),-0.698973 # DEPENDENCYPART_SIBL
(9,11),(9,19),-0.636252 # DEPENDENCYPART_SIBL
(9,11),(9,22),-0.0798243 # DEPENDENCYPART_SIBL
(9,11),(9,23),-0.0322868 # DEPENDENCYPART_SIBL
(9,11),(9,24),-0.629347 # DEPENDENCYPART_SIBL
(9,11),(9,25),-0.635796 # DEPENDENCYPART_SIBL
(9,11),(9,33),-0.165346 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.68674 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.115715 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.637725 # DEPENDENCYPART_SIBL
(9,12),(9,18),-0.695713 # DEPENDENCYPART_SIBL
(9,12),(9,19),-0.631472 # DEPENDENCYPART_SIBL
(9,12),(9,22),-0.0887993 # DEPENDENCYPART_SIBL
(9,12),(9,23),-0.0451639 # DEPENDENCYPART_SIBL
(9,12),(9,24),-0.625822 # DEPENDENCYPART_SIBL
(9,12),(9,25),-0.631736 # DEPENDENCYPART_SIBL
(9,12),(9,33),-0.14417 # DEPENDENCYPART_SIBL
(9,13),(9,14),0.00217591 # DEPENDENCYPART_SIBL
(9,13),(9,17),-0.503719 # DEPENDENCYPART_SIBL
(9,13),(9,18),-0.823184 # DEPENDENCYPART_SIBL
(9,13),(9,19),-0.672032 # DEPENDENCYPART_SIBL
(9,13),(9,22),0.0613218 # DEPENDENCYPART_SIBL
(9,13),(9,23),0.0205324 # DEPENDENCYPART_SIBL
(9,13),(9,24),-0.489547 # DEPENDENCYPART_SIBL
(9,13),(9,25),-0.662608 # DEPENDENCYPART_SIBL
(9,13),(9,33),-0.0810852 # DEPENDENCYPART_SIBL
(9,14),(9,17),0.0345541 # DEPENDENCYPART_SIBL
(9,14),(9,18),0.041661 # DEPENDENCYPART_SIBL
(9,14),(9,19),-0.178638 # DEPENDENCYPART_SIBL
(9,14),(9,22),-0.0448319 # DEPENDENCYPART_SIBL
(9,14),(9,23),0.45328 # DEPENDENCYPART_SIBL
(9,14),(9,24),0.0357503 # DEPENDENCYPART_SIBL
(9,14),(9,25),-0.16929 # DEPENDENCYPART_SIBL
(9,14),(9,33),0.0337212 # DEPENDENCYPART_SIBL
(9,17),(9,18),-0.720945 # DEPENDENCYPART_SIBL
(9,17),(9,19),-0.652626 # DEPENDENCYPART_SIBL
(9,17),(9,22),-0.0352767 # DEPENDENCYPART_SIBL
(9,17),(9,23),-0.0709169 # DEPENDENCYPART_SIBL
(9,17),(9,24),-0.656138 # DEPENDENCYPART_SIBL
(9,17),(9,25),-0.65217 # DEPENDENCYPART_SIBL
(9,17),(9,33),-0.182308 # DEPENDENCYPART_SIBL
(9,18),(9,19),-0.708556 # DEPENDENCYPART_SIBL
(9,18),(9,22),0.0289981 # DEPENDENCYPART_SIBL
(9,18),(9,23),0.058008 # DEPENDENCYPART_SIBL
(9,18),(9,24),-0.517177 # DEPENDENCYPART_SIBL
(9,18),(9,25),-0.699132 # DEPENDENCYPART_SIBL
(9,18),(9,33),-0.130545 # DEPENDENCYPART_SIBL
(9,19),(9,22),0.124458 # DEPENDENCYPART_SIBL
(9,19),(9,23),0.266109 # DEPENDENCYPART_SIBL
(9,19),(9,24),-0.208706 # DEPENDENCYPART_SIBL
(9,19),(9,25),-0.687072 # DEPENDENCYPART_SIBL
(9,19),(9,33),0.206918 # DEPENDENCYPART_SIBL
(9,22),(9,23),0.549189 # DEPENDENCYPART_SIBL
(9,22),(9,24),0.064686 # DEPENDENCYPART_SIBL
(9,22),(9,25),0.11911 # DEPENDENCYPART_SIBL
(9,22),(9,33),0.021954 # DEPENDENCYPART_SIBL
(9,23),(9,24),0.118943 # DEPENDENCYPART_SIBL
(9,23),(9,25),-0.20148 # DEPENDENCYPART_SIBL
(9,23),(9,33),0.00232232 # DEPENDENCYPART_SIBL
(9,24),(9,25),-0.63058 # DEPENDENCYPART_SIBL
(9,24),(9,33),-0.148951 # DEPENDENCYPART_SIBL
(9,25),(9,33),0.2362 # DEPENDENCYPART_SIBL
(11,7),(11,8),0.15839 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.430441 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.0029655 # DEPENDENCYPART_SIBL
(11,7),(11,18),0.0269443 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.173601 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.0618038 # DEPENDENCYPART_SIBL
(11,8),(11,18),-0.0338848 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.0029655 # DEPENDENCYPART_SIBL
(11,10),(11,18),0.0269443 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.0628873 # DEPENDENCYPART_SIBL
(12,7),(12,8),0.0330944 # DEPENDENCYPART_SIBL
(12,7),(12,10),-0.452324 # DEPENDENCYPART_SIBL
(12,7),(12,11),0.000122613 # DEPENDENCYPART_SIBL
(12,7),(12,13),-0.0206348 # DEPENDENCYPART_SIBL
(12,7),(12,18),0.00549635 # DEPENDENCYPART_SIBL
(12,8),(12,10),-0.259647 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.0649353 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.0580772 # DEPENDENCYPART_SIBL
(12,8),(12,18),-0.090159 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.000122613 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.0206348 # DEPENDENCYPART_SIBL
(12,10),(12,18),0.00549635 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.0109631 # DEPENDENCYPART_SIBL
(12,11),(12,18),-0.0398996 # DEPENDENCYPART_SIBL
(12,13),(12,18),-0.302406 # DEPENDENCYPART_SIBL
(13,1),(13,2),-0.0538254 # DEPENDENCYPART_SIBL
(13,1),(13,3),0.0503173 # DEPENDENCYPART_SIBL
(13,1),(13,4),0.274999 # DEPENDENCYPART_SIBL
(13,1),(13,5),0.0717441 # DEPENDENCYPART_SIBL
(13,1),(13,6),-0.110948 # DEPENDENCYPART_SIBL
(13,1),(13,7),-0.121575 # DEPENDENCYPART_SIBL
(13,1),(13,8),-0.0552251 # DEPENDENCYPART_SIBL
(13,1),(13,9),-0.178118 # DEPENDENCYPART_SIBL
(13,1),(13,10),-0.121575 # DEPENDENCYPART_SIBL
(13,1),(13,11),-0.0291592 # DEPENDENCYPART_SIBL
(13,1),(13,12),-0.0751435 # DEPENDENCYPART_SIBL
(13,1),(13,14),-0.0784828 # DEPENDENCYPART_SIBL
(13,1),(13,15),-0.119778 # DEPENDENCYPART_SIBL
(13,1),(13,16),-0.0846611 # DEPENDENCYPART_SIBL
(13,1),(13,17),-0.0774145 # DEPENDENCYPART_SIBL
(13,1),(13,18),-0.0467693 # DEPENDENCYPART_SIBL
(13,1),(13,19),-0.121833 # DEPENDENCYPART_SIBL
(13,1),(13,21),-0.114237 # DEPENDENCYPART_SIBL
(13,1),(13,22),-0.1115 # DEPENDENCYPART_SIBL
(13,1),(13,23),-0.0726484 # DEPENDENCYPART_SIBL
(13,1),(13,24),-0.0701555 # DEPENDENCYPART_SIBL
(13,1),(13,25),-0.11025 # DEPENDENCYPART_SIBL
(13,1),(13,26),-0.147126 # DEPENDENCYPART_SIBL
(13,1),(13,27),-0.0564521 # DEPENDENCYPART_SIBL
(13,1),(13,28),-0.0407374 # DEPENDENCYPART_SIBL
(13,1),(13,32),-0.0448991 # DEPENDENCYPART_SIBL
(13,1),(13,33),0.0241304 # DEPENDENCYPART_SIBL
(13,2),(13,3),0.167466 # DEPENDENCYPART_SIBL
(13,2),(13,4),0.134576 # DEPENDENCYPART_SIBL
(13,2),(13,5),0.149956 # DEPENDENCYPART_SIBL
(13,2),(13,6),-0.0106779 # DEPENDENCYPART_SIBL
(13,2),(13,7),-0.452092 # DEPENDENCYPART_SIBL
(13,2),(13,8),0.0356549 # DEPENDENCYPART_SIBL
(13,2),(13,9),0.0646195 # DEPENDENCYPART_SIBL
(13,2),(13,10),-0.452092 # DEPENDENCYPART_SIBL
(13,2),(13,11),0.132767 # DEPENDENCYPART_SIBL
(13,2),(13,12),0.010748 # DEPENDENCYPART_SIBL
(13,2),(13,14),0.0244392 # DEPENDENCYPART_SIBL
(13,2),(13,15),-0.0196779 # DEPENDENCYPART_SIBL
(13,2),(13,16),0.0321395 # DEPENDENCYPART_SIBL
(13,2),(13,17),0.0560238 # DEPENDENCYPART_SIBL
(13,2),(13,18),0.046505 # DEPENDENCYPART_SIBL
(13,2),(13,19),0.0308714 # DEPENDENCYPART_SIBL
(13,2),(13,21),-0.0348562 # DEPENDENCYPART_SIBL
(13,2),(13,22),0.0437666 # DEPENDENCYPART_SIBL
(13,2),(13,23),0.02813 # DEPENDENCYPART_SIBL
(13,2),(13,24),0.0495486 # DEPENDENCYPART_SIBL
(13,2),(13,25),0.0767353 # DEPENDENCYPART_SIBL
(13,2),(13,26),0.0659928 # DEPENDENCYPART_SIBL
(13,2),(13,27),0.0303815 # DEPENDENCYPART_SIBL
(13,2),(13,28),0.0587209 # DEPENDENCYPART_SIBL
(13,2),(13,32),0.0465974 # DEPENDENCYPART_SIBL
(13,2),(13,33),0.00137622 # DEPENDENCYPART_SIBL
(13,3),(13,4),0.0593911 # DEPENDENCYPART_SIBL
(13,3),(13,5),0.0653211 # DEPENDENCYPART_SIBL
(13,3),(13,6),-0.0337111 # DEPENDENCYPART_SIBL
(13,3),(13,7),-0.396655 # DEPENDENCYPART_SIBL
(13,3),(13,8),0.156759 # DEPENDENCYPART_SIBL
(13,3),(13,9),0.0138238 # DEPENDENCYPART_SIBL
(13,3),(13,10),-0.396655 # DEPENDENCYPART_SIBL
(13,3),(13,11),0.240814 # DEPENDENCYPART_SIBL
(13,3),(13,12),0.149712 # DEPENDENCYPART_SIBL
(13,3),(13,14),-0.0275434 # DEPENDENCYPART_SIBL
(13,3),(13,15),-0.0446397 # DEPENDENCYPART_SIBL
(13,3),(13,16),-0.0120567 # DEPENDENCYPART_SIBL
(13,3),(13,17),-0.00945975 # DEPENDENCYPART_SIBL
(13,3),(13,18),-0.0288729 # DEPENDENCYPART_SIBL
(13,3),(13,19),-0.0387512 # DEPENDENCYPART_SIBL
(13,3),(13,21),0.00391544 # DEPENDENCYPART_SIBL
(13,3),(13,22),-0.0233381 # DEPENDENCYPART_SIBL
(13,3),(13,23),-0.0017231 # DEPENDENCYPART_SIBL
(13,3),(13,24),-0.00491101 # DEPENDENCYPART_SIBL
(13,3),(13,25),-0.00271529 # DEPENDENCYPART_SIBL
(13,3),(13,26),-0.0456031 # DEPENDENCYPART_SIBL
(13,3),(13,27),0.00624498 # DEPENDENCYPART_SIBL
(13,3),(13,28),-0.0873795 # DEPENDENCYPART_SIBL
(13,3),(13,32),-0.0412807 # DEPENDENCYPART_SIBL
(13,3),(13,33),-0.0155293 # DEPENDENCYPART_SIBL
(13,4),(13,5),0.151678 # DEPENDENCYPART_SIBL
(13,4),(13,6),-0.0634784 # DEPENDENCYPART_SIBL
(13,4),(13,7),-0.0866027 # DEPENDENCYPART_SIBL
(13,4),(13,8),0.0184033 # DEPENDENCYPART_SIBL
(13,4),(13,9),0.0836159 # DEPENDENCYPART_SIBL
(13,4),(13,10),-0.0866027 # DEPENDENCYPART_SIBL
(13,4),(13,11),0.180809 # DEPENDENCYPART_SIBL
(13,4),(13,12),0.0078066 # DEPENDENCYPART_SIBL
(13,4),(13,14),-0.0814411 # DEPENDENCYPART_SIBL
(13,4),(13,15),-0.0784484 # DEPENDENCYPART_SIBL
(13,4),(13,16),-0.0635089 # DEPENDENCYPART_SIBL
(13,4),(13,17),-0.0410649 # DEPENDENCYPART_SIBL
(13,4),(13,18),-0.0177363 # DEPENDENCYPART_SIBL
(13,4),(13,19),-0.0192039 # DEPENDENCYPART_SIBL
(13,4),(13,21),-0.0443996 # DEPENDENCYPART_SIBL
(13,4),(13,22),-0.0327804 # DEPENDENCYPART_SIBL
