# _root_ BMA 's investment banker , Alex . Brown & Sons Inc. , has been authorized to contact possible buyers for the unit .
#goldHeads=4,1,4,13,4,8,8,4,8,9,10,4,0,13,14,15,16,19,17,19,22,20,13,
#predictedHeads=4,1,4,13,4,8,8,4,8,9,10,4,0,13,14,15,16,19,17,19,22,20,13,
(7,10),(10,7),-1.3557 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),0.0616584 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.490334 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.481435 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.473968 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.611678 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.635891 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.776735 # DEPENDENCYPART_GRANDPAR
(7,10),(10,19),-0.802998 # DEPENDENCYPART_GRANDPAR
(7,10),(10,23),-0.806466 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),0.0757037 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),-0.306938 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),-0.226607 # DEPENDENCYPART_GRANDPAR
(8,1),(1,5),-0.349343 # DEPENDENCYPART_GRANDPAR
(8,1),(1,6),-0.321558 # DEPENDENCYPART_GRANDPAR
(8,1),(1,7),-0.159 # DEPENDENCYPART_GRANDPAR
(8,1),(1,8),-1.31017 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,1),(1,9),-0.510306 # DEPENDENCYPART_GRANDPAR
(8,1),(1,11),-0.640806 # DEPENDENCYPART_GRANDPAR
(8,1),(1,12),-0.774999 # DEPENDENCYPART_GRANDPAR
(8,1),(1,23),-1.07519 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.505383 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),0.0236136 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.213925 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),-0.424138 # DEPENDENCYPART_GRANDPAR
(8,3),(3,12),-0.677415 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.505899 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.439361 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.298559 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.177676 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.392297 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),-0.143422 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-1.26862 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,9),-0.444952 # DEPENDENCYPART_GRANDPAR
(8,4),(4,10),-0.758005 # DEPENDENCYPART_GRANDPAR
(8,4),(4,11),-0.597773 # DEPENDENCYPART_GRANDPAR
(8,4),(4,12),-0.677553 # DEPENDENCYPART_GRANDPAR
(8,4),(4,13),-0.634097 # DEPENDENCYPART_GRANDPAR
(8,4),(4,14),-0.3664 # DEPENDENCYPART_GRANDPAR
(8,4),(4,15),-0.534245 # DEPENDENCYPART_GRANDPAR
(8,4),(4,16),-0.659261 # DEPENDENCYPART_GRANDPAR
(8,4),(4,20),-0.666376 # DEPENDENCYPART_GRANDPAR
(8,4),(4,22),-0.968841 # DEPENDENCYPART_GRANDPAR
(8,4),(4,23),-1.04147 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.400238 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.498852 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.399451 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.155806 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.162444 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.31017 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.510307 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.799603 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.640807 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-0.775 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.272709 # DEPENDENCYPART_GRANDPAR
(8,7),(7,9),-0.376393 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.649252 # DEPENDENCYPART_GRANDPAR
(8,9),(9,10),-0.0866862 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),0.134133 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),0.197966 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.277447 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),0.100383 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.0729569 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.300041 # DEPENDENCYPART_GRANDPAR
(8,9),(9,19),0.137667 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-1.16062 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-1.15142 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.747665 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.473384 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,11),0.24613 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),0.0706073 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.172219 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),0.0990998 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.0869864 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.308317 # DEPENDENCYPART_GRANDPAR
(8,10),(10,19),0.0383322 # DEPENDENCYPART_GRANDPAR
(8,10),(10,23),-0.291865 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-0.911852 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-1.15134 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.747463 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.815305 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,10),-0.310701 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.135229 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.237907 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),0.0349254 # DEPENDENCYPART_GRANDPAR
(8,13),(13,1),-1.00451 # DEPENDENCYPART_GRANDPAR
(8,13),(13,3),-0.788566 # DEPENDENCYPART_GRANDPAR
(8,13),(13,4),-0.70545 # DEPENDENCYPART_GRANDPAR
(8,13),(13,5),-0.724419 # DEPENDENCYPART_GRANDPAR
(8,13),(13,6),-0.995244 # DEPENDENCYPART_GRANDPAR
(8,13),(13,7),-0.672478 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-0.627959 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,9),0.0733725 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),-0.116619 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),-0.0677421 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.119405 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),0.292602 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),0.0549508 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.152529 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-0.103151 # DEPENDENCYPART_GRANDPAR
(8,13),(13,19),0.166721 # DEPENDENCYPART_GRANDPAR
(8,13),(13,20),-0.169973 # DEPENDENCYPART_GRANDPAR
(8,13),(13,23),-0.54047 # DEPENDENCYPART_GRANDPAR
(8,14),(14,4),-0.772302 # DEPENDENCYPART_GRANDPAR
(8,14),(14,5),-0.794775 # DEPENDENCYPART_GRANDPAR
(8,14),(14,6),-1.00598 # DEPENDENCYPART_GRANDPAR
(8,14),(14,7),-0.674074 # DEPENDENCYPART_GRANDPAR
(8,14),(14,8),-0.71989 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,14),(14,10),-0.210777 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),-0.0994331 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.0757053 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),0.117502 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.294679 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.0383587 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),0.247458 # DEPENDENCYPART_GRANDPAR
(8,14),(14,19),0.0525994 # DEPENDENCYPART_GRANDPAR
(8,14),(14,20),-0.112615 # DEPENDENCYPART_GRANDPAR
(8,14),(14,22),-0.425044 # DEPENDENCYPART_GRANDPAR
(8,14),(14,23),-0.44845 # DEPENDENCYPART_GRANDPAR
(8,15),(15,4),-0.764469 # DEPENDENCYPART_GRANDPAR
(8,15),(15,5),-0.793748 # DEPENDENCYPART_GRANDPAR
(8,15),(15,6),-1.00582 # DEPENDENCYPART_GRANDPAR
(8,15),(15,7),-0.673448 # DEPENDENCYPART_GRANDPAR
(8,15),(15,8),-0.738815 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,15),(15,10),-0.229702 # DEPENDENCYPART_GRANDPAR
(8,15),(15,11),-0.118358 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),-0.156798 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),-0.13763 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),0.0905441 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.182896 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),-0.0434258 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),0.182988 # DEPENDENCYPART_GRANDPAR
(8,15),(15,19),0.0601036 # DEPENDENCYPART_GRANDPAR
(8,15),(15,20),-0.189774 # DEPENDENCYPART_GRANDPAR
(8,15),(15,22),-0.409003 # DEPENDENCYPART_GRANDPAR
(8,15),(15,23),-0.480861 # DEPENDENCYPART_GRANDPAR
(8,16),(16,8),-0.777076 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,16),(16,15),-0.0218452 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),0.0684359 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),0.158255 # DEPENDENCYPART_GRANDPAR
(8,16),(16,19),0.0613275 # DEPENDENCYPART_GRANDPAR
(8,16),(16,20),-0.342109 # DEPENDENCYPART_GRANDPAR
(8,19),(19,1),-1.04821 # DEPENDENCYPART_GRANDPAR
(8,19),(19,6),-1.03893 # DEPENDENCYPART_GRANDPAR
(8,19),(19,8),-0.708727 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,19),(19,10),-0.199506 # DEPENDENCYPART_GRANDPAR
(8,19),(19,14),0.263446 # DEPENDENCYPART_GRANDPAR
(8,19),(19,15),0.117938 # DEPENDENCYPART_GRANDPAR
(8,19),(19,17),-0.0383513 # DEPENDENCYPART_GRANDPAR
(8,19),(19,18),0.253269 # DEPENDENCYPART_GRANDPAR
(8,19),(19,20),-0.098193 # DEPENDENCYPART_GRANDPAR
(8,19),(19,22),-0.318228 # DEPENDENCYPART_GRANDPAR
(8,19),(19,23),-0.360572 # DEPENDENCYPART_GRANDPAR
(8,20),(20,19),0.235231 # DEPENDENCYPART_GRANDPAR
(8,20),(20,21),-0.549658 # DEPENDENCYPART_GRANDPAR
(8,20),(20,22),-0.380589 # DEPENDENCYPART_GRANDPAR
(8,20),(20,23),-0.534578 # DEPENDENCYPART_GRANDPAR
(8,22),(22,18),0.463688 # DEPENDENCYPART_GRANDPAR
(8,22),(22,19),0.245229 # DEPENDENCYPART_GRANDPAR
(8,22),(22,20),-0.254353 # DEPENDENCYPART_GRANDPAR
(8,22),(22,21),0.00119048 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-0.605678 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.374925 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.566267 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.204443 # DEPENDENCYPART_GRANDPAR
(9,10),(10,11),1.65034 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),0.0740277 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),0.0741325 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.247146 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.349333 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.573873 # DEPENDENCYPART_GRANDPAR
(9,10),(10,19),-0.232769 # DEPENDENCYPART_GRANDPAR
(9,10),(10,23),0.0231478 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-0.725346 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.375303 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.566393 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.204812 # DEPENDENCYPART_GRANDPAR
(9,11),(11,10),1.38617 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),0.052516 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),0.0903749 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.227755 # DEPENDENCYPART_GRANDPAR
(9,13),(13,1),-0.578445 # DEPENDENCYPART_GRANDPAR
(9,13),(13,3),-0.550955 # DEPENDENCYPART_GRANDPAR
(9,13),(13,4),-0.630672 # DEPENDENCYPART_GRANDPAR
(9,13),(13,5),-0.930592 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),-0.347632 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),-0.584682 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-0.177615 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-0.629513 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),1.27205 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),0.939555 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.508498 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.181359 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.32143 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.647028 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.732057 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),-0.31791 # DEPENDENCYPART_GRANDPAR
(9,13),(13,20),-0.827326 # DEPENDENCYPART_GRANDPAR
(9,13),(13,23),-0.536159 # DEPENDENCYPART_GRANDPAR
(9,14),(14,4),-0.667341 # DEPENDENCYPART_GRANDPAR
(9,14),(14,5),-0.977431 # DEPENDENCYPART_GRANDPAR
(9,14),(14,6),-0.327177 # DEPENDENCYPART_GRANDPAR
(9,14),(14,7),-0.564375 # DEPENDENCYPART_GRANDPAR
(9,14),(14,8),-0.156783 # DEPENDENCYPART_GRANDPAR
(9,14),(14,10),1.42811 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),1.15655 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),0.0322088 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.379086 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.71378 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.696197 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-0.456627 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),-0.476618 # DEPENDENCYPART_GRANDPAR
(9,14),(14,20),-0.758261 # DEPENDENCYPART_GRANDPAR
(9,14),(14,22),-0.587271 # DEPENDENCYPART_GRANDPAR
(9,14),(14,23),-0.456121 # DEPENDENCYPART_GRANDPAR
(9,15),(15,4),-0.659508 # DEPENDENCYPART_GRANDPAR
(9,15),(15,5),-0.976405 # DEPENDENCYPART_GRANDPAR
(9,15),(15,6),-0.32702 # DEPENDENCYPART_GRANDPAR
(9,15),(15,7),-0.563749 # DEPENDENCYPART_GRANDPAR
(9,15),(15,8),-0.156627 # DEPENDENCYPART_GRANDPAR
(9,15),(15,10),1.41942 # DEPENDENCYPART_GRANDPAR
(9,15),(15,11),1.14786 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),-0.211284 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),-0.0195409 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),-0.393077 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.576389 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),-0.678847 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),-0.49862 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),-0.44669 # DEPENDENCYPART_GRANDPAR
(9,15),(15,20),-0.806855 # DEPENDENCYPART_GRANDPAR
(9,15),(15,22),-0.547247 # DEPENDENCYPART_GRANDPAR
(9,15),(15,23),-0.466114 # DEPENDENCYPART_GRANDPAR
(9,16),(16,8),-0.15541 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),-0.487772 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.619454 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),-0.483695 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),-0.346484 # DEPENDENCYPART_GRANDPAR
(9,16),(16,20),-0.917846 # DEPENDENCYPART_GRANDPAR
(9,19),(19,1),-0.665357 # DEPENDENCYPART_GRANDPAR
(9,19),(19,6),-0.43453 # DEPENDENCYPART_GRANDPAR
(9,19),(19,8),-0.26411 # DEPENDENCYPART_GRANDPAR
(9,19),(19,10),1.50527 # DEPENDENCYPART_GRANDPAR
(9,19),(19,14),-0.245182 # DEPENDENCYPART_GRANDPAR
(9,19),(19,15),-0.30849 # DEPENDENCYPART_GRANDPAR
(9,19),(19,17),-0.770274 # DEPENDENCYPART_GRANDPAR
(9,19),(19,18),-0.445422 # DEPENDENCYPART_GRANDPAR
(9,19),(19,20),-0.910063 # DEPENDENCYPART_GRANDPAR
(9,19),(19,22),-0.554128 # DEPENDENCYPART_GRANDPAR
(9,19),(19,23),-0.475718 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.640325 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-0.933601 # DEPENDENCYPART_GRANDPAR
(10,1),(1,4),-0.840463 # DEPENDENCYPART_GRANDPAR
(10,1),(1,5),-0.893881 # DEPENDENCYPART_GRANDPAR
(10,1),(1,6),-0.711706 # DEPENDENCYPART_GRANDPAR
(10,1),(1,7),-0.64722 # DEPENDENCYPART_GRANDPAR
(10,1),(1,8),-0.733378 # DEPENDENCYPART_GRANDPAR
(10,1),(1,9),-0.757667 # DEPENDENCYPART_GRANDPAR
(10,1),(1,11),-0.728556 # DEPENDENCYPART_GRANDPAR
(10,1),(1,12),-1.25698 # DEPENDENCYPART_GRANDPAR
(10,1),(1,23),-1.29119 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-0.9161 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-1.09513 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.983263 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.673908 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.650218 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.73603 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),-0.75828 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-1.67836 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,11),-0.728556 # DEPENDENCYPART_GRANDPAR
(10,6),(6,12),-1.25699 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.815137 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-0.851602 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-1.52786 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,1),-0.957923 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-1.11959 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-1.00619 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.690982 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.799771 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.468562 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.768134 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.67948 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.729891 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-1.25766 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.815123 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.709097 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-0.898492 # DEPENDENCYPART_GRANDPAR
(10,8),(8,16),-0.957322 # DEPENDENCYPART_GRANDPAR
(10,8),(8,19),-0.919422 # DEPENDENCYPART_GRANDPAR
(10,8),(8,20),-0.876212 # DEPENDENCYPART_GRANDPAR
(10,8),(8,22),-1.4424 # DEPENDENCYPART_GRANDPAR
(10,8),(8,23),-1.29186 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),-1.52129 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-1.5446 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-1.23744 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-1.56121 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-1.185 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.599252 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.35124 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.242689 # DEPENDENCYPART_GRANDPAR
(10,13),(13,1),-1.54432 # DEPENDENCYPART_GRANDPAR
(10,13),(13,3),-1.40908 # DEPENDENCYPART_GRANDPAR
(10,13),(13,4),-1.31469 # DEPENDENCYPART_GRANDPAR
(10,13),(13,5),-1.26333 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-1.38835 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),-1.16225 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-1.40524 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-1.20437 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.982611 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),-0.14275 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),-0.597043 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),0.00603386 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.252051 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.324561 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.409774 # DEPENDENCYPART_GRANDPAR
(10,13),(13,19),-0.252161 # DEPENDENCYPART_GRANDPAR
(10,13),(13,20),-0.207568 # DEPENDENCYPART_GRANDPAR
(10,13),(13,23),-0.743364 # DEPENDENCYPART_GRANDPAR
(10,14),(14,4),-1.38154 # DEPENDENCYPART_GRANDPAR
(10,14),(14,5),-1.33368 # DEPENDENCYPART_GRANDPAR
(10,14),(14,6),-1.39909 # DEPENDENCYPART_GRANDPAR
(10,14),(14,7),-1.16384 # DEPENDENCYPART_GRANDPAR
(10,14),(14,8),-1.41581 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-1.08555 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),-0.183223 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.201085 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.179929 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.442541 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.33541 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),-0.163237 # DEPENDENCYPART_GRANDPAR
(10,14),(14,19),-0.356712 # DEPENDENCYPART_GRANDPAR
(10,14),(14,20),-0.127611 # DEPENDENCYPART_GRANDPAR
(10,14),(14,22),-0.839185 # DEPENDENCYPART_GRANDPAR
(10,14),(14,23),-0.642462 # DEPENDENCYPART_GRANDPAR
(10,15),(15,4),-1.3737 # DEPENDENCYPART_GRANDPAR
(10,15),(15,5),-1.33265 # DEPENDENCYPART_GRANDPAR
(10,15),(15,6),-1.39893 # DEPENDENCYPART_GRANDPAR
(10,15),(15,7),-1.16322 # DEPENDENCYPART_GRANDPAR
(10,15),(15,8),-1.41566 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-1.10448 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,11),-0.202148 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),-0.644822 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),-0.26301 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.207649 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.330758 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.340477 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-0.227706 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),-0.349207 # DEPENDENCYPART_GRANDPAR
(10,15),(15,20),-0.204769 # DEPENDENCYPART_GRANDPAR
(10,15),(15,22),-0.823145 # DEPENDENCYPART_GRANDPAR
(10,15),(15,23),-0.674873 # DEPENDENCYPART_GRANDPAR
(10,16),(16,8),-1.42268 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),-0.34047 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.24706 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),-0.270884 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),-0.366428 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),-0.388774 # DEPENDENCYPART_GRANDPAR
(10,19),(19,1),-1.58803 # DEPENDENCYPART_GRANDPAR
(10,19),(19,6),-1.43204 # DEPENDENCYPART_GRANDPAR
(10,19),(19,8),-1.44874 # DEPENDENCYPART_GRANDPAR
(10,19),(19,10),-1.07993 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,19),(19,14),-0.0403988 # DEPENDENCYPART_GRANDPAR
(10,19),(19,15),-0.206341 # DEPENDENCYPART_GRANDPAR
(10,19),(19,17),-0.361618 # DEPENDENCYPART_GRANDPAR
(10,19),(19,18),-0.193071 # DEPENDENCYPART_GRANDPAR
(10,19),(19,20),-0.15839 # DEPENDENCYPART_GRANDPAR
(10,19),(19,22),-0.764345 # DEPENDENCYPART_GRANDPAR
(10,19),(19,23),-0.586561 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),-0.82024 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-0.600306 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.42172 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),-0.336201 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),-0.353989 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),-0.139849 # DEPENDENCYPART_GRANDPAR
(11,4),(4,8),-0.167975 # DEPENDENCYPART_GRANDPAR
(11,4),(4,9),0.152435 # DEPENDENCYPART_GRANDPAR
(11,4),(4,10),-0.134822 # DEPENDENCYPART_GRANDPAR
(11,4),(4,11),-2.12038 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,4),(4,12),-1.61621 # DEPENDENCYPART_GRANDPAR
