# _root_ `` It was simply overbought , '' he said , and selling by funds that are computer guided helped depress prices .
#goldHeads=3,3,9,3,3,3,3,9,0,9,3,19,12,13,16,14,16,17,11,19,20,3,
#predictedHeads=9,3,9,3,3,9,9,9,0,9,9,11,12,13,16,14,16,16,18,19,20,3,
(3,5),(5,16),0.126421 # DEPENDENCYPART_GRANDPAR
(3,5),(5,17),-0.504837 # DEPENDENCYPART_GRANDPAR
(3,5),(5,22),-0.550464 # DEPENDENCYPART_GRANDPAR
(3,6),(6,4),0.21536 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),0.0932479 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),0.145653 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-0.635753 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),0.181168 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),0.0386842 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),-0.0573396 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.414346 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.253209 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-0.486868 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.117468 # DEPENDENCYPART_GRANDPAR
(3,8),(8,1),-0.734766 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-0.670964 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,4),0.266518 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),0.10079 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),0.121758 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),0.122584 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-0.521691 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.290962 # DEPENDENCYPART_GRANDPAR
(3,9),(9,1),-0.769144 # DEPENDENCYPART_GRANDPAR
(3,9),(9,2),-0.398256 # DEPENDENCYPART_GRANDPAR
(3,9),(9,3),-0.746272 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,9),(9,4),0.142427 # DEPENDENCYPART_GRANDPAR
(3,9),(9,5),-0.0290295 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),-0.380113 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),-0.0724775 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),-0.393205 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.253437 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),0.211522 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),-0.333008 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),-0.0146953 # DEPENDENCYPART_GRANDPAR
(3,9),(9,14),-0.62247 # DEPENDENCYPART_GRANDPAR
(3,9),(9,15),-0.250351 # DEPENDENCYPART_GRANDPAR
(3,9),(9,16),0.226743 # DEPENDENCYPART_GRANDPAR
(3,9),(9,19),-0.0650138 # DEPENDENCYPART_GRANDPAR
(3,9),(9,22),-0.63961 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),-0.0371101 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),-0.443469 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.747442 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-0.346349 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),0.0408231 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),-0.740104 # DEPENDENCYPART_GRANDPAR
(3,11),(11,15),-0.198114 # DEPENDENCYPART_GRANDPAR
(3,11),(11,16),0.461675 # DEPENDENCYPART_GRANDPAR
(3,11),(11,17),-0.908442 # DEPENDENCYPART_GRANDPAR
(3,11),(11,18),0.160648 # DEPENDENCYPART_GRANDPAR
(3,11),(11,19),0.486214 # DEPENDENCYPART_GRANDPAR
(3,11),(11,20),-0.181682 # DEPENDENCYPART_GRANDPAR
(3,12),(12,9),-0.20909 # DEPENDENCYPART_GRANDPAR
(3,12),(12,11),-0.000236507 # DEPENDENCYPART_GRANDPAR
(3,12),(12,13),0.1539 # DEPENDENCYPART_GRANDPAR
(3,12),(12,14),-0.351183 # DEPENDENCYPART_GRANDPAR
(3,12),(12,15),-0.247033 # DEPENDENCYPART_GRANDPAR
(3,12),(12,16),0.138808 # DEPENDENCYPART_GRANDPAR
(3,12),(12,17),-0.404059 # DEPENDENCYPART_GRANDPAR
(3,12),(12,18),-0.0404581 # DEPENDENCYPART_GRANDPAR
(3,12),(12,19),-0.196523 # DEPENDENCYPART_GRANDPAR
(3,12),(12,20),-0.125904 # DEPENDENCYPART_GRANDPAR
(3,12),(12,21),-0.498488 # DEPENDENCYPART_GRANDPAR
(3,13),(13,12),-0.275603 # DEPENDENCYPART_GRANDPAR
(3,13),(13,14),-0.583634 # DEPENDENCYPART_GRANDPAR
(3,13),(13,15),-0.510221 # DEPENDENCYPART_GRANDPAR
(3,13),(13,16),-0.103924 # DEPENDENCYPART_GRANDPAR
(3,13),(13,17),-0.609356 # DEPENDENCYPART_GRANDPAR
(3,13),(13,18),-0.237477 # DEPENDENCYPART_GRANDPAR
(3,13),(13,19),-0.493217 # DEPENDENCYPART_GRANDPAR
(3,13),(13,20),-0.313277 # DEPENDENCYPART_GRANDPAR
(3,13),(13,21),-0.68112 # DEPENDENCYPART_GRANDPAR
(3,16),(16,1),-0.368347 # DEPENDENCYPART_GRANDPAR
(3,16),(16,2),-0.216936 # DEPENDENCYPART_GRANDPAR
(3,16),(16,3),-0.71259 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,16),(16,4),0.14948 # DEPENDENCYPART_GRANDPAR
(3,16),(16,5),-0.107171 # DEPENDENCYPART_GRANDPAR
(3,16),(16,6),-0.358557 # DEPENDENCYPART_GRANDPAR
(3,16),(16,7),-0.17013 # DEPENDENCYPART_GRANDPAR
(3,16),(16,8),-0.438829 # DEPENDENCYPART_GRANDPAR
(3,16),(16,9),-0.394302 # DEPENDENCYPART_GRANDPAR
(3,16),(16,10),-0.708112 # DEPENDENCYPART_GRANDPAR
(3,16),(16,12),-0.42472 # DEPENDENCYPART_GRANDPAR
(3,16),(16,13),-0.256475 # DEPENDENCYPART_GRANDPAR
(3,16),(16,14),-0.628527 # DEPENDENCYPART_GRANDPAR
(3,16),(16,15),-0.318014 # DEPENDENCYPART_GRANDPAR
(3,16),(16,17),-0.734679 # DEPENDENCYPART_GRANDPAR
(3,16),(16,18),-0.27857 # DEPENDENCYPART_GRANDPAR
(3,16),(16,19),-0.471706 # DEPENDENCYPART_GRANDPAR
(3,16),(16,20),-0.457821 # DEPENDENCYPART_GRANDPAR
(3,16),(16,21),-0.828373 # DEPENDENCYPART_GRANDPAR
(3,16),(16,22),-0.869198 # DEPENDENCYPART_GRANDPAR
(3,18),(18,1),-0.604833 # DEPENDENCYPART_GRANDPAR
(3,18),(18,3),-0.680317 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,18),(18,4),0.162045 # DEPENDENCYPART_GRANDPAR
(3,18),(18,5),0.0142457 # DEPENDENCYPART_GRANDPAR
(3,18),(18,6),-0.128395 # DEPENDENCYPART_GRANDPAR
(3,18),(18,7),-0.00599631 # DEPENDENCYPART_GRANDPAR
(3,18),(18,9),-0.305521 # DEPENDENCYPART_GRANDPAR
(3,18),(18,10),-0.47795 # DEPENDENCYPART_GRANDPAR
(3,18),(18,12),-0.440283 # DEPENDENCYPART_GRANDPAR
(3,18),(18,13),-0.0813294 # DEPENDENCYPART_GRANDPAR
(3,18),(18,14),-0.551762 # DEPENDENCYPART_GRANDPAR
(3,18),(18,15),-0.438727 # DEPENDENCYPART_GRANDPAR
(3,18),(18,16),0.0925578 # DEPENDENCYPART_GRANDPAR
(3,18),(18,17),-0.611916 # DEPENDENCYPART_GRANDPAR
(3,18),(18,19),-0.179571 # DEPENDENCYPART_GRANDPAR
(3,18),(18,20),-0.152211 # DEPENDENCYPART_GRANDPAR
(3,18),(18,21),-0.600878 # DEPENDENCYPART_GRANDPAR
(3,18),(18,22),-0.550469 # DEPENDENCYPART_GRANDPAR
(3,19),(19,1),-0.72757 # DEPENDENCYPART_GRANDPAR
(3,19),(19,2),-0.37869 # DEPENDENCYPART_GRANDPAR
(3,19),(19,3),-0.700018 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,19),(19,4),0.278434 # DEPENDENCYPART_GRANDPAR
(3,19),(19,5),0.069427 # DEPENDENCYPART_GRANDPAR
(3,19),(19,6),-0.307401 # DEPENDENCYPART_GRANDPAR
(3,19),(19,7),0.054612 # DEPENDENCYPART_GRANDPAR
(3,19),(19,8),-0.274184 # DEPENDENCYPART_GRANDPAR
(3,19),(19,9),-0.395106 # DEPENDENCYPART_GRANDPAR
(3,19),(19,10),-0.656956 # DEPENDENCYPART_GRANDPAR
(3,19),(19,11),-0.142899 # DEPENDENCYPART_GRANDPAR
(3,19),(19,12),-0.389843 # DEPENDENCYPART_GRANDPAR
(3,19),(19,13),-0.101268 # DEPENDENCYPART_GRANDPAR
(3,19),(19,14),-0.575507 # DEPENDENCYPART_GRANDPAR
(3,19),(19,15),-0.177417 # DEPENDENCYPART_GRANDPAR
(3,19),(19,16),0.0575273 # DEPENDENCYPART_GRANDPAR
(3,19),(19,17),-0.580974 # DEPENDENCYPART_GRANDPAR
(3,19),(19,18),-0.308395 # DEPENDENCYPART_GRANDPAR
(3,19),(19,20),-0.00683325 # DEPENDENCYPART_GRANDPAR
(3,19),(19,21),-0.54037 # DEPENDENCYPART_GRANDPAR
(3,19),(19,22),-0.645966 # DEPENDENCYPART_GRANDPAR
(3,20),(20,13),-0.163338 # DEPENDENCYPART_GRANDPAR
(3,20),(20,15),-0.440684 # DEPENDENCYPART_GRANDPAR
(3,20),(20,17),-0.698917 # DEPENDENCYPART_GRANDPAR
(3,20),(20,18),-0.294643 # DEPENDENCYPART_GRANDPAR
(3,20),(20,21),-0.696422 # DEPENDENCYPART_GRANDPAR
(3,20),(20,22),-0.584802 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.601404 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.405028 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.649064 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.425026 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.49749 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.443566 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-1.00666 # DEPENDENCYPART_GRANDPAR
(4,2),(2,11),-0.651825 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-1.06148 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.981024 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.863257 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-1.04729 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.604952 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.292942 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.443283 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.443178 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.32582 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.289371 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),-0.40221 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),-0.462133 # DEPENDENCYPART_GRANDPAR
(4,5),(5,14),-0.545335 # DEPENDENCYPART_GRANDPAR
(4,5),(5,16),-0.712216 # DEPENDENCYPART_GRANDPAR
(4,5),(5,17),-0.948802 # DEPENDENCYPART_GRANDPAR
(4,5),(5,22),-1.01423 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-1.08615 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.0225349 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.206919 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.878597 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-1.08629 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),0.0183517 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.533435 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.411185 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.338661 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.271177 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.239153 # DEPENDENCYPART_GRANDPAR
(4,9),(9,1),-1.02557 # DEPENDENCYPART_GRANDPAR
(4,9),(9,2),-0.981801 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),-0.879567 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-1.06098 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),0.0604873 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),-0.663136 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),-0.253267 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.234287 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.212114 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.134288 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.381839 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-0.475975 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.509975 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),-0.669702 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),-0.480714 # DEPENDENCYPART_GRANDPAR
(4,9),(9,19),-0.320465 # DEPENDENCYPART_GRANDPAR
(4,9),(9,22),-0.93532 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.265096 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),-0.275427 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),-0.413077 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.180644 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),-0.384433 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-0.418562 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),-0.689636 # DEPENDENCYPART_GRANDPAR
(4,11),(11,16),-0.482256 # DEPENDENCYPART_GRANDPAR
(4,11),(11,17),-0.720414 # DEPENDENCYPART_GRANDPAR
(4,11),(11,18),-0.390271 # DEPENDENCYPART_GRANDPAR
(4,11),(11,19),-0.491189 # DEPENDENCYPART_GRANDPAR
(4,11),(11,20),-0.451979 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.260699 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.322602 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.472273 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.294155 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.134082 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.05361 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.431525 # DEPENDENCYPART_GRANDPAR
(5,2),(2,11),-0.426535 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.361608 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.128295 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.24475 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.04264 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.387676 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.4244 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.528779 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.507353 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-0.483239 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-0.36779 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),-0.425829 # DEPENDENCYPART_GRANDPAR
(5,3),(3,13),-0.613059 # DEPENDENCYPART_GRANDPAR
(5,3),(3,16),-0.554007 # DEPENDENCYPART_GRANDPAR
(5,3),(3,18),-0.60984 # DEPENDENCYPART_GRANDPAR
(5,3),(3,19),-0.56778 # DEPENDENCYPART_GRANDPAR
(5,3),(3,20),-0.751699 # DEPENDENCYPART_GRANDPAR
(5,3),(3,22),-0.662018 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.408435 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.224911 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.05218 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.419945 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.477015 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.502362 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-0.515508 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-0.392435 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.650239 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.620226 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),0.0347001 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.77223 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.650236 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.642136 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.0515062 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.104757 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.0712597 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.0835969 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.0537592 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-0.845079 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.763449 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.650899 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.560681 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),0.397894 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),0.020164 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.0445023 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.1501 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-0.817477 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-0.681488 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-0.770283 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.609378 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.607531 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),-0.147284 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),-0.139063 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),0.113096 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.0793801 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.0401629 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.0566638 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.30151 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.565267 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.615272 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),-0.0375037 # DEPENDENCYPART_GRANDPAR
(5,9),(9,19),0.027077 # DEPENDENCYPART_GRANDPAR
(5,9),(9,22),-0.355496 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.0575759 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),-0.0409405 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),-0.207909 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),0.223522 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.150089 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.508977 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),-0.633935 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),-0.0548827 # DEPENDENCYPART_GRANDPAR
(5,11),(11,17),-0.711889 # DEPENDENCYPART_GRANDPAR
(5,11),(11,18),0.435653 # DEPENDENCYPART_GRANDPAR
(5,11),(11,19),0.0972515 # DEPENDENCYPART_GRANDPAR
(5,11),(11,20),-0.141813 # DEPENDENCYPART_GRANDPAR
(5,12),(12,9),-0.0292678 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),0.111129 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-0.174651 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),-0.211954 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),-0.623871 # DEPENDENCYPART_GRANDPAR
(5,12),(12,16),-0.163644 # DEPENDENCYPART_GRANDPAR
(5,12),(12,17),-0.49425 # DEPENDENCYPART_GRANDPAR
(5,12),(12,18),-0.0372252 # DEPENDENCYPART_GRANDPAR
(5,12),(12,19),-0.072982 # DEPENDENCYPART_GRANDPAR
(5,12),(12,20),-0.259462 # DEPENDENCYPART_GRANDPAR
(5,12),(12,21),-0.199356 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),0.0396688 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),0.0137897 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),-0.72292 # DEPENDENCYPART_GRANDPAR
(5,13),(13,16),-0.152933 # DEPENDENCYPART_GRANDPAR
(5,13),(13,17),-0.30281 # DEPENDENCYPART_GRANDPAR
(5,13),(13,18),-0.118842 # DEPENDENCYPART_GRANDPAR
(5,13),(13,19),-0.1988 # DEPENDENCYPART_GRANDPAR
(5,13),(13,20),-0.256419 # DEPENDENCYPART_GRANDPAR
(5,13),(13,21),0.120717 # DEPENDENCYPART_GRANDPAR
(5,14),(14,7),-0.0226093 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),-0.0280333 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),-0.245237 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),-0.694369 # DEPENDENCYPART_GRANDPAR
(5,14),(14,16),-0.16848 # DEPENDENCYPART_GRANDPAR
(5,14),(14,17),-0.626539 # DEPENDENCYPART_GRANDPAR
(5,14),(14,18),-0.0859034 # DEPENDENCYPART_GRANDPAR
(5,14),(14,19),-0.128817 # DEPENDENCYPART_GRANDPAR
(5,14),(14,20),-0.321265 # DEPENDENCYPART_GRANDPAR
(5,14),(14,21),-0.336603 # DEPENDENCYPART_GRANDPAR
(5,14),(14,22),-0.301359 # DEPENDENCYPART_GRANDPAR
(5,16),(16,1),-0.699663 # DEPENDENCYPART_GRANDPAR
(5,16),(16,2),-0.709091 # DEPENDENCYPART_GRANDPAR
(5,16),(16,3),-0.802211 # DEPENDENCYPART_GRANDPAR
(5,16),(16,4),-0.636265 # DEPENDENCYPART_GRANDPAR
(5,16),(16,5),-0.657794 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,16),(16,6),-0.114592 # DEPENDENCYPART_GRANDPAR
(5,16),(16,7),-0.104274 # DEPENDENCYPART_GRANDPAR
(5,16),(16,8),0.0878375 # DEPENDENCYPART_GRANDPAR
(5,16),(16,9),-0.0694739 # DEPENDENCYPART_GRANDPAR
(5,16),(16,10),-0.210154 # DEPENDENCYPART_GRANDPAR
(5,16),(16,12),0.0448531 # DEPENDENCYPART_GRANDPAR
(5,16),(16,13),-0.228931 # DEPENDENCYPART_GRANDPAR
(5,16),(16,14),-0.374738 # DEPENDENCYPART_GRANDPAR
(5,16),(16,15),-0.414266 # DEPENDENCYPART_GRANDPAR
(5,16),(16,17),-0.696134 # DEPENDENCYPART_GRANDPAR
(5,16),(16,18),-0.153047 # DEPENDENCYPART_GRANDPAR
(5,16),(16,19),-0.289067 # DEPENDENCYPART_GRANDPAR
(5,16),(16,20),-0.480199 # DEPENDENCYPART_GRANDPAR
(5,16),(16,21),-0.437432 # DEPENDENCYPART_GRANDPAR
(5,16),(16,22),-0.494396 # DEPENDENCYPART_GRANDPAR
(5,17),(17,12),0.0471711 # DEPENDENCYPART_GRANDPAR
(5,17),(17,14),-0.492535 # DEPENDENCYPART_GRANDPAR
(5,17),(17,15),-0.837118 # DEPENDENCYPART_GRANDPAR
(5,17),(17,16),-0.0938144 # DEPENDENCYPART_GRANDPAR
(5,17),(17,18),-0.0937872 # DEPENDENCYPART_GRANDPAR
(5,17),(17,19),-0.161298 # DEPENDENCYPART_GRANDPAR
(5,17),(17,20),-0.323823 # DEPENDENCYPART_GRANDPAR
(5,17),(17,21),-0.331681 # DEPENDENCYPART_GRANDPAR
(5,17),(17,22),-0.214887 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.395204 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.264423 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.114309 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.78804 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.542435 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.685917 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.7771 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-0.76832 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.314184 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.24284 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.215968 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.186865 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.8078 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.547731 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.712509 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.683085 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.796853 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-0.759899 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),-0.83873 # DEPENDENCYPART_GRANDPAR
(6,5),(5,13),-0.908916 # DEPENDENCYPART_GRANDPAR
(6,5),(5,14),-1.02057 # DEPENDENCYPART_GRANDPAR
(6,5),(5,16),-0.407482 # DEPENDENCYPART_GRANDPAR
(6,5),(5,17),-1.06547 # DEPENDENCYPART_GRANDPAR
(6,5),(5,22),-1.04083 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.618605 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.678657 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.626061 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-1.29075 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.280584 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.243952 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.354215 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.350244 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.162195 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),0.100283 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.0939242 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.0768069 # DEPENDENCYPART_GRANDPAR
