# _root_ But prices of junk bonds , which were battered Friday in near standstill trading , rebounded to post small gains after a volatile trading session .
#goldHeads=16,16,2,5,3,5,8,5,8,9,9,13,14,11,5,0,16,17,20,18,18,25,25,25,21,16,
#predictedHeads=16,16,2,5,3,5,8,5,8,9,9,14,14,11,5,0,16,17,20,18,18,25,25,25,21,16,
(2,9),(9,10),-0.0311636 # DEPENDENCYPART_GRANDPAR
(2,9),(9,11),0.0977761 # DEPENDENCYPART_GRANDPAR
(2,9),(9,12),-0.420008 # DEPENDENCYPART_GRANDPAR
(2,9),(9,13),-0.431594 # DEPENDENCYPART_GRANDPAR
(2,9),(9,14),-0.499148 # DEPENDENCYPART_GRANDPAR
(2,9),(9,15),-0.339013 # DEPENDENCYPART_GRANDPAR
(2,9),(9,16),-0.192155 # DEPENDENCYPART_GRANDPAR
(2,9),(9,17),-0.0557087 # DEPENDENCYPART_GRANDPAR
(2,9),(9,20),-0.602158 # DEPENDENCYPART_GRANDPAR
(2,9),(9,21),-0.43981 # DEPENDENCYPART_GRANDPAR
(2,9),(9,25),-0.741339 # DEPENDENCYPART_GRANDPAR
(2,9),(9,26),-1.04654 # DEPENDENCYPART_GRANDPAR
(2,10),(10,6),-0.126794 # DEPENDENCYPART_GRANDPAR
(2,10),(10,7),-0.131433 # DEPENDENCYPART_GRANDPAR
(2,10),(10,8),0.0601457 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),0.168502 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),0.116817 # DEPENDENCYPART_GRANDPAR
(2,10),(10,12),-0.380747 # DEPENDENCYPART_GRANDPAR
(2,10),(10,13),-0.404985 # DEPENDENCYPART_GRANDPAR
(2,10),(10,14),-0.417764 # DEPENDENCYPART_GRANDPAR
(2,10),(10,15),-0.157289 # DEPENDENCYPART_GRANDPAR
(2,10),(10,16),-0.085158 # DEPENDENCYPART_GRANDPAR
(2,10),(10,26),-0.833817 # DEPENDENCYPART_GRANDPAR
(2,11),(11,7),0.498235 # DEPENDENCYPART_GRANDPAR
(2,11),(11,10),-0.0162129 # DEPENDENCYPART_GRANDPAR
(2,11),(11,12),-0.297599 # DEPENDENCYPART_GRANDPAR
(2,11),(11,13),-0.336107 # DEPENDENCYPART_GRANDPAR
(2,11),(11,14),-0.472506 # DEPENDENCYPART_GRANDPAR
(2,11),(11,15),-0.281274 # DEPENDENCYPART_GRANDPAR
(2,11),(11,16),-0.243226 # DEPENDENCYPART_GRANDPAR
(2,11),(11,17),-0.18675 # DEPENDENCYPART_GRANDPAR
(2,11),(11,20),-0.525193 # DEPENDENCYPART_GRANDPAR
(2,11),(11,26),-1.07391 # DEPENDENCYPART_GRANDPAR
(2,16),(16,1),-1.01854 # DEPENDENCYPART_GRANDPAR
(2,16),(16,2),-0.655127 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,16),(16,3),-0.0559368 # DEPENDENCYPART_GRANDPAR
(2,16),(16,5),-0.0749901 # DEPENDENCYPART_GRANDPAR
(2,16),(16,6),-0.271102 # DEPENDENCYPART_GRANDPAR
(2,16),(16,7),0.293432 # DEPENDENCYPART_GRANDPAR
(2,16),(16,8),0.0232081 # DEPENDENCYPART_GRANDPAR
(2,16),(16,9),0.162385 # DEPENDENCYPART_GRANDPAR
(2,16),(16,10),-0.0153249 # DEPENDENCYPART_GRANDPAR
(2,16),(16,11),-0.0835402 # DEPENDENCYPART_GRANDPAR
(2,16),(16,12),-0.340153 # DEPENDENCYPART_GRANDPAR
(2,16),(16,13),-0.355455 # DEPENDENCYPART_GRANDPAR
(2,16),(16,14),-0.42969 # DEPENDENCYPART_GRANDPAR
(2,16),(16,15),-0.406717 # DEPENDENCYPART_GRANDPAR
(2,16),(16,17),-0.0410421 # DEPENDENCYPART_GRANDPAR
(2,16),(16,18),-0.300234 # DEPENDENCYPART_GRANDPAR
(2,16),(16,19),-0.439158 # DEPENDENCYPART_GRANDPAR
(2,16),(16,20),-0.444582 # DEPENDENCYPART_GRANDPAR
(2,16),(16,21),-0.306764 # DEPENDENCYPART_GRANDPAR
(2,16),(16,24),-1.02009 # DEPENDENCYPART_GRANDPAR
(2,16),(16,25),-0.635065 # DEPENDENCYPART_GRANDPAR
(2,16),(16,26),-1.10446 # DEPENDENCYPART_GRANDPAR
(2,21),(21,11),-0.0759796 # DEPENDENCYPART_GRANDPAR
(2,21),(21,19),-0.427227 # DEPENDENCYPART_GRANDPAR
(2,21),(21,20),-0.523742 # DEPENDENCYPART_GRANDPAR
(2,21),(21,22),-0.682312 # DEPENDENCYPART_GRANDPAR
(2,21),(21,23),-0.633497 # DEPENDENCYPART_GRANDPAR
(2,21),(21,24),-1.08724 # DEPENDENCYPART_GRANDPAR
(2,21),(21,25),-0.679675 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.855151 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.72119 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,8),-0.489664 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.483353 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.80356 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.27973 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.0185055 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.635549 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-1.34627 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-0.631091 # DEPENDENCYPART_GRANDPAR
(3,2),(2,9),-1.08243 # DEPENDENCYPART_GRANDPAR
(3,2),(2,10),-1.61431 # DEPENDENCYPART_GRANDPAR
(3,2),(2,11),-1.27603 # DEPENDENCYPART_GRANDPAR
(3,2),(2,15),-1.01612 # DEPENDENCYPART_GRANDPAR
(3,2),(2,16),-1.05311 # DEPENDENCYPART_GRANDPAR
(3,2),(2,21),-1.53392 # DEPENDENCYPART_GRANDPAR
(3,2),(2,26),-2.50775 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),0.108654 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.0465033 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.830013 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-1.47699 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.960834 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),1.22577 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),0.315405 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.691183 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),0.0858064 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.271608 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.723035 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-0.732398 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),-0.711552 # DEPENDENCYPART_GRANDPAR
(3,5),(5,14),-0.515945 # DEPENDENCYPART_GRANDPAR
(3,5),(5,15),-0.0651711 # DEPENDENCYPART_GRANDPAR
(3,5),(5,16),-0.409134 # DEPENDENCYPART_GRANDPAR
(3,5),(5,20),-0.351755 # DEPENDENCYPART_GRANDPAR
(3,5),(5,25),-1.22295 # DEPENDENCYPART_GRANDPAR
(3,5),(5,26),-2.01926 # DEPENDENCYPART_GRANDPAR
(3,7),(7,1),-0.64785 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),0.131144 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.0868986 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.469595 # DEPENDENCYPART_GRANDPAR
(3,8),(8,1),-0.646182 # DEPENDENCYPART_GRANDPAR
(3,8),(8,2),-1.27402 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-1.43295 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,5),0.530263 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),-0.102216 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-0.816527 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.42042 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-0.806188 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.495298 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),-0.847184 # DEPENDENCYPART_GRANDPAR
(3,8),(8,14),-0.488832 # DEPENDENCYPART_GRANDPAR
(3,8),(8,15),-0.456174 # DEPENDENCYPART_GRANDPAR
(3,8),(8,16),-0.66839 # DEPENDENCYPART_GRANDPAR
(3,8),(8,17),-0.967039 # DEPENDENCYPART_GRANDPAR
(3,8),(8,20),-0.440557 # DEPENDENCYPART_GRANDPAR
(3,8),(8,21),-0.861016 # DEPENDENCYPART_GRANDPAR
(3,8),(8,25),-1.19478 # DEPENDENCYPART_GRANDPAR
(3,8),(8,26),-2.21111 # DEPENDENCYPART_GRANDPAR
(3,9),(9,1),-0.678239 # DEPENDENCYPART_GRANDPAR
(3,9),(9,2),-1.30171 # DEPENDENCYPART_GRANDPAR
(3,9),(9,3),-1.22705 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,9),(9,6),0.125295 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),-0.754099 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),0.101064 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.915455 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),-0.727023 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),-1.05924 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),-0.809518 # DEPENDENCYPART_GRANDPAR
(3,9),(9,14),-0.719665 # DEPENDENCYPART_GRANDPAR
(3,9),(9,15),-0.378913 # DEPENDENCYPART_GRANDPAR
(3,9),(9,16),-0.635621 # DEPENDENCYPART_GRANDPAR
(3,9),(9,17),-0.851694 # DEPENDENCYPART_GRANDPAR
(3,9),(9,20),-0.640446 # DEPENDENCYPART_GRANDPAR
(3,9),(9,21),-1.0005 # DEPENDENCYPART_GRANDPAR
(3,9),(9,25),-1.43706 # DEPENDENCYPART_GRANDPAR
(3,9),(9,26),-2.19004 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-1.35416 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-1.5698 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-1.43854 # DEPENDENCYPART_GRANDPAR
(4,8),(8,5),0.229592 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),-0.728714 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),0.140117 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.20225 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.213378 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.324069 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.5432 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),-0.194482 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),-0.744643 # DEPENDENCYPART_GRANDPAR
(4,8),(8,16),-0.651594 # DEPENDENCYPART_GRANDPAR
(4,8),(8,17),-0.599632 # DEPENDENCYPART_GRANDPAR
(4,8),(8,20),-0.770195 # DEPENDENCYPART_GRANDPAR
(4,8),(8,21),-0.746505 # DEPENDENCYPART_GRANDPAR
(4,8),(8,25),-0.495449 # DEPENDENCYPART_GRANDPAR
(4,8),(8,26),-1.70968 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.45691 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.471677 # DEPENDENCYPART_GRANDPAR
(5,1),(1,8),-0.521795 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),0.00211263 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.285375 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.047355 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.00439 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.834817 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-0.652054 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-0.564504 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-0.48045 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-0.39411 # DEPENDENCYPART_GRANDPAR
(5,2),(2,11),-0.665029 # DEPENDENCYPART_GRANDPAR
(5,2),(2,15),-0.849721 # DEPENDENCYPART_GRANDPAR
(5,2),(2,16),-0.62052 # DEPENDENCYPART_GRANDPAR
(5,2),(2,21),-1.03008 # DEPENDENCYPART_GRANDPAR
(5,2),(2,26),-1.33984 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.352963 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.244867 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.0450405 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.02392 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.7195 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.493825 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.572715 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.449954 # DEPENDENCYPART_GRANDPAR
(5,4),(4,6),-0.885409 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.611565 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.615383 # DEPENDENCYPART_GRANDPAR
(5,7),(7,6),-0.216567 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.0430336 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),0.00210386 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-0.572449 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-0.721811 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.854139 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.515468 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),-0.299362 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),0.363853 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),0.1129 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),0.260452 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),0.170927 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),0.0289379 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-0.35916 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),-0.303954 # DEPENDENCYPART_GRANDPAR
(5,8),(8,16),-0.228544 # DEPENDENCYPART_GRANDPAR
(5,8),(8,17),0.129575 # DEPENDENCYPART_GRANDPAR
(5,8),(8,20),-0.29182 # DEPENDENCYPART_GRANDPAR
(5,8),(8,21),-0.320812 # DEPENDENCYPART_GRANDPAR
(5,8),(8,25),-0.648432 # DEPENDENCYPART_GRANDPAR
(5,8),(8,26),-0.995062 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-0.687646 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-0.831575 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-1.01627 # DEPENDENCYPART_GRANDPAR
(5,9),(9,6),-0.321438 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),-0.049924 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.155933 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),0.219708 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),0.221015 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.0737572 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.0814198 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.349727 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.180869 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),-0.164916 # DEPENDENCYPART_GRANDPAR
(5,9),(9,17),0.34286 # DEPENDENCYPART_GRANDPAR
(5,9),(9,20),-0.305179 # DEPENDENCYPART_GRANDPAR
(5,9),(9,21),-0.28937 # DEPENDENCYPART_GRANDPAR
(5,9),(9,25),-0.65946 # DEPENDENCYPART_GRANDPAR
(5,9),(9,26),-0.923714 # DEPENDENCYPART_GRANDPAR
(5,10),(10,6),-0.121702 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),-0.0668151 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),-0.0076729 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),0.0990212 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),0.150899 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.116599 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.136913 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.333282 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.0977121 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-0.129921 # DEPENDENCYPART_GRANDPAR
(5,10),(10,26),-0.783055 # DEPENDENCYPART_GRANDPAR
(5,11),(11,7),0.552028 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),0.141155 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.0165136 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.0510983 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.392 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),-0.190856 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),-0.267121 # DEPENDENCYPART_GRANDPAR
(5,11),(11,17),0.134079 # DEPENDENCYPART_GRANDPAR
(5,11),(11,20),-0.306673 # DEPENDENCYPART_GRANDPAR
(5,11),(11,26),-1.00296 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),0.265411 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),0.137414 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),0.0344029 # DEPENDENCYPART_GRANDPAR
(5,12),(12,16),-0.0208842 # DEPENDENCYPART_GRANDPAR
(5,12),(12,17),0.554507 # DEPENDENCYPART_GRANDPAR
(5,14),(14,1),-0.760236 # DEPENDENCYPART_GRANDPAR
(5,14),(14,2),-0.842685 # DEPENDENCYPART_GRANDPAR
(5,14),(14,6),-0.221689 # DEPENDENCYPART_GRANDPAR
(5,14),(14,7),-0.119236 # DEPENDENCYPART_GRANDPAR
(5,14),(14,9),0.138545 # DEPENDENCYPART_GRANDPAR
(5,14),(14,10),0.298886 # DEPENDENCYPART_GRANDPAR
(5,14),(14,11),0.0444409 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),0.0765309 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),0.0580935 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),-0.100628 # DEPENDENCYPART_GRANDPAR
(5,14),(14,16),-0.175367 # DEPENDENCYPART_GRANDPAR
(5,14),(14,17),0.0335262 # DEPENDENCYPART_GRANDPAR
(5,14),(14,20),-0.283235 # DEPENDENCYPART_GRANDPAR
(5,14),(14,21),-0.455008 # DEPENDENCYPART_GRANDPAR
(5,14),(14,25),-0.659541 # DEPENDENCYPART_GRANDPAR
(5,14),(14,26),-0.864434 # DEPENDENCYPART_GRANDPAR
(5,16),(16,1),-0.584311 # DEPENDENCYPART_GRANDPAR
(5,16),(16,2),-0.733144 # DEPENDENCYPART_GRANDPAR
(5,16),(16,3),-0.870153 # DEPENDENCYPART_GRANDPAR
(5,16),(16,5),-0.581515 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,16),(16,6),-0.29619 # DEPENDENCYPART_GRANDPAR
(5,16),(16,7),0.336901 # DEPENDENCYPART_GRANDPAR
(5,16),(16,8),-0.0618752 # DEPENDENCYPART_GRANDPAR
(5,16),(16,9),0.0755715 # DEPENDENCYPART_GRANDPAR
(5,16),(16,10),0.135514 # DEPENDENCYPART_GRANDPAR
(5,16),(16,11),-0.0807146 # DEPENDENCYPART_GRANDPAR
(5,16),(16,12),-0.0850855 # DEPENDENCYPART_GRANDPAR
(5,16),(16,13),-0.0948882 # DEPENDENCYPART_GRANDPAR
(5,16),(16,14),-0.204915 # DEPENDENCYPART_GRANDPAR
(5,16),(16,15),-0.311093 # DEPENDENCYPART_GRANDPAR
(5,16),(16,17),0.270862 # DEPENDENCYPART_GRANDPAR
(5,16),(16,18),-0.334482 # DEPENDENCYPART_GRANDPAR
(5,16),(16,19),-0.095215 # DEPENDENCYPART_GRANDPAR
(5,16),(16,20),-0.2105 # DEPENDENCYPART_GRANDPAR
(5,16),(16,21),-0.237956 # DEPENDENCYPART_GRANDPAR
(5,16),(16,24),-1.166 # DEPENDENCYPART_GRANDPAR
(5,16),(16,25),-0.593106 # DEPENDENCYPART_GRANDPAR
(5,16),(16,26),-1.04306 # DEPENDENCYPART_GRANDPAR
(5,20),(20,9),0.16195 # DEPENDENCYPART_GRANDPAR
(5,20),(20,10),0.136886 # DEPENDENCYPART_GRANDPAR
(5,20),(20,12),-0.0153227 # DEPENDENCYPART_GRANDPAR
(5,20),(20,13),-0.015695 # DEPENDENCYPART_GRANDPAR
(5,20),(20,14),-0.237166 # DEPENDENCYPART_GRANDPAR
(5,20),(20,18),-0.475119 # DEPENDENCYPART_GRANDPAR
(5,20),(20,19),-0.0530615 # DEPENDENCYPART_GRANDPAR
(5,20),(20,21),-0.435127 # DEPENDENCYPART_GRANDPAR
(5,20),(20,23),-0.302357 # DEPENDENCYPART_GRANDPAR
(5,20),(20,24),-1.11518 # DEPENDENCYPART_GRANDPAR
(5,20),(20,25),-0.58646 # DEPENDENCYPART_GRANDPAR
(5,20),(20,26),-0.840369 # DEPENDENCYPART_GRANDPAR
(5,25),(25,12),0.0825265 # DEPENDENCYPART_GRANDPAR
(5,25),(25,19),0.0374439 # DEPENDENCYPART_GRANDPAR
(5,25),(25,20),-0.414011 # DEPENDENCYPART_GRANDPAR
(5,25),(25,21),-0.48963 # DEPENDENCYPART_GRANDPAR
(5,25),(25,22),0.120592 # DEPENDENCYPART_GRANDPAR
(5,25),(25,23),-0.136582 # DEPENDENCYPART_GRANDPAR
(5,25),(25,24),-1.03785 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.359795 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.269008 # DEPENDENCYPART_GRANDPAR
(7,1),(1,8),-0.366817 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-0.641019 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-0.710856 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.614052 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.741503 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.670127 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.91688 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.00548247 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.0903088 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),0.0339741 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),0.0530359 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.241726 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.383509 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-0.283852 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),-0.127038 # DEPENDENCYPART_GRANDPAR
(7,8),(8,20),-0.325966 # DEPENDENCYPART_GRANDPAR
(7,8),(8,21),-0.222552 # DEPENDENCYPART_GRANDPAR
(7,8),(8,25),-0.516983 # DEPENDENCYPART_GRANDPAR
(7,8),(8,26),-0.60319 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-0.696145 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-0.759532 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-0.691017 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.716798 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-1.1523 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.0901705 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.13097 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.00779753 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.0884185 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.201743 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.311387 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.309421 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.260611 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),-0.0478058 # DEPENDENCYPART_GRANDPAR
(7,9),(9,20),-0.383975 # DEPENDENCYPART_GRANDPAR
(7,9),(9,21),-0.231155 # DEPENDENCYPART_GRANDPAR
(7,9),(9,25),-0.605877 # DEPENDENCYPART_GRANDPAR
(7,9),(9,26),-0.574155 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-1.03807 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),-0.590519 # DEPENDENCYPART_GRANDPAR
(8,1),(1,8),-1.40995 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,2),(2,1),-0.95845 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),0.0289985 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.442324 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),-0.523773 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),-0.292216 # DEPENDENCYPART_GRANDPAR
(8,2),(2,7),0.00375398 # DEPENDENCYPART_GRANDPAR
(8,2),(2,8),-1.31622 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,2),(2,9),-0.228579 # DEPENDENCYPART_GRANDPAR
(8,2),(2,10),-0.187394 # DEPENDENCYPART_GRANDPAR
(8,2),(2,11),0.103355 # DEPENDENCYPART_GRANDPAR
(8,2),(2,15),-0.830918 # DEPENDENCYPART_GRANDPAR
(8,2),(2,16),-0.26144 # DEPENDENCYPART_GRANDPAR
(8,2),(2,21),-0.31201 # DEPENDENCYPART_GRANDPAR
(8,2),(2,26),-1.04385 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-1.20167 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.693191 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.324373 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.585369 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),-0.549849 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),0.485808 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-1.46199 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,9),-0.309439 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-1.03191 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.539267 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.278481 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.469552 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.263512 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),0.026481 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-1.3326 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-0.248766 # DEPENDENCYPART_GRANDPAR
(8,5),(5,10),-0.20834 # DEPENDENCYPART_GRANDPAR
