# _root_ But analysts , while applauding the acquisition , say Applied 's chief executive faces a tough challenge in integrating the two companies .
#goldHeads=9,9,9,9,4,7,5,9,0,13,10,13,14,9,17,17,14,17,18,22,22,19,9,
#predictedHeads=9,9,2,9,4,7,5,9,0,13,10,13,14,9,17,17,14,17,18,22,22,19,9,
(5,7),(7,8),-0.160002 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),0.0491111 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.0312072 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-1.39285 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.214088 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),0.0148169 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),0.00145914 # DEPENDENCYPART_GRANDPAR
(5,7),(7,17),-0.0441399 # DEPENDENCYPART_GRANDPAR
(5,7),(7,18),-0.121485 # DEPENDENCYPART_GRANDPAR
(5,7),(7,19),-0.0733272 # DEPENDENCYPART_GRANDPAR
(5,7),(7,22),-0.384709 # DEPENDENCYPART_GRANDPAR
(5,7),(7,23),-0.643385 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-0.721585 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-0.866822 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-1.02801 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.695763 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.77026 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),0.589953 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),0.274761 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.19512 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.151389 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-1.19663 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.146424 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.0679894 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),0.0445284 # DEPENDENCYPART_GRANDPAR
(5,9),(9,17),-0.1235 # DEPENDENCYPART_GRANDPAR
(5,9),(9,18),-0.206746 # DEPENDENCYPART_GRANDPAR
(5,9),(9,19),-0.117818 # DEPENDENCYPART_GRANDPAR
(5,9),(9,22),-0.492329 # DEPENDENCYPART_GRANDPAR
(5,9),(9,23),-0.76526 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),-0.749632 # DEPENDENCYPART_GRANDPAR
(5,10),(10,2),-0.905898 # DEPENDENCYPART_GRANDPAR
(5,10),(10,3),-1.17762 # DEPENDENCYPART_GRANDPAR
(5,10),(10,4),-0.652174 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-0.679059 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,6),0.871483 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),0.476381 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),0.0119275 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),0.0477368 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-1.27196 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.15879 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),0.1021 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),0.0425852 # DEPENDENCYPART_GRANDPAR
(5,10),(10,17),0.042878 # DEPENDENCYPART_GRANDPAR
(5,11),(11,1),-0.68224 # DEPENDENCYPART_GRANDPAR
(5,11),(11,2),-0.887821 # DEPENDENCYPART_GRANDPAR
(5,11),(11,4),-0.665117 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),-0.106141 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),-0.0347643 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.145876 # DEPENDENCYPART_GRANDPAR
(5,12),(12,4),-0.652629 # DEPENDENCYPART_GRANDPAR
(5,12),(12,8),-0.206711 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),-0.237392 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),-1.09079 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),0.0347291 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),-0.0347805 # DEPENDENCYPART_GRANDPAR
(5,12),(12,17),-0.016001 # DEPENDENCYPART_GRANDPAR
(5,13),(13,2),-0.961571 # DEPENDENCYPART_GRANDPAR
(5,13),(13,3),-1.21185 # DEPENDENCYPART_GRANDPAR
(5,13),(13,4),-0.679542 # DEPENDENCYPART_GRANDPAR
(5,13),(13,5),-0.685804 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,13),(13,6),0.793622 # DEPENDENCYPART_GRANDPAR
(5,13),(13,7),0.430283 # DEPENDENCYPART_GRANDPAR
(5,13),(13,8),-0.0564666 # DEPENDENCYPART_GRANDPAR
(5,13),(13,9),-0.00677071 # DEPENDENCYPART_GRANDPAR
(5,13),(13,10),-0.0776629 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),-0.74391 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),-0.0897406 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),-0.000704684 # DEPENDENCYPART_GRANDPAR
(5,13),(13,17),-0.0668166 # DEPENDENCYPART_GRANDPAR
(5,13),(13,18),-0.145692 # DEPENDENCYPART_GRANDPAR
(5,13),(13,19),-0.0761219 # DEPENDENCYPART_GRANDPAR
(5,13),(13,22),-0.392983 # DEPENDENCYPART_GRANDPAR
(5,14),(14,1),-0.636272 # DEPENDENCYPART_GRANDPAR
(5,14),(14,2),-0.914749 # DEPENDENCYPART_GRANDPAR
(5,14),(14,3),-1.02299 # DEPENDENCYPART_GRANDPAR
(5,14),(14,4),-0.735771 # DEPENDENCYPART_GRANDPAR
(5,14),(14,5),-0.751792 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,14),(14,7),0.351663 # DEPENDENCYPART_GRANDPAR
(5,14),(14,8),-0.2286 # DEPENDENCYPART_GRANDPAR
(5,14),(14,9),-0.0141253 # DEPENDENCYPART_GRANDPAR
(5,14),(14,10),-0.0996764 # DEPENDENCYPART_GRANDPAR
(5,14),(14,11),-1.02994 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),-0.251181 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),-0.0668098 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),-0.417679 # DEPENDENCYPART_GRANDPAR
(5,14),(14,16),-0.13079 # DEPENDENCYPART_GRANDPAR
(5,14),(14,17),-0.0303766 # DEPENDENCYPART_GRANDPAR
(5,14),(14,18),-0.160403 # DEPENDENCYPART_GRANDPAR
(5,14),(14,19),-0.111876 # DEPENDENCYPART_GRANDPAR
(5,14),(14,22),-0.340259 # DEPENDENCYPART_GRANDPAR
(5,14),(14,23),-0.834276 # DEPENDENCYPART_GRANDPAR
(5,17),(17,7),0.446957 # DEPENDENCYPART_GRANDPAR
(5,17),(17,10),-0.072369 # DEPENDENCYPART_GRANDPAR
(5,17),(17,12),-0.117847 # DEPENDENCYPART_GRANDPAR
(5,17),(17,13),0.033629 # DEPENDENCYPART_GRANDPAR
(5,17),(17,15),-0.142332 # DEPENDENCYPART_GRANDPAR
(5,17),(17,16),-0.146844 # DEPENDENCYPART_GRANDPAR
(5,17),(17,18),-0.147596 # DEPENDENCYPART_GRANDPAR
(5,17),(17,19),-0.0514386 # DEPENDENCYPART_GRANDPAR
(5,17),(17,21),-0.437001 # DEPENDENCYPART_GRANDPAR
(5,17),(17,22),-0.379387 # DEPENDENCYPART_GRANDPAR
(5,17),(17,23),-0.611718 # DEPENDENCYPART_GRANDPAR
(5,18),(18,17),0.00550445 # DEPENDENCYPART_GRANDPAR
(5,18),(18,19),-0.15248 # DEPENDENCYPART_GRANDPAR
(5,18),(18,21),-0.279841 # DEPENDENCYPART_GRANDPAR
(5,18),(18,22),-0.298242 # DEPENDENCYPART_GRANDPAR
(5,19),(19,17),-0.103287 # DEPENDENCYPART_GRANDPAR
(5,19),(19,18),-0.0995335 # DEPENDENCYPART_GRANDPAR
(5,19),(19,20),-0.130836 # DEPENDENCYPART_GRANDPAR
(5,19),(19,21),-0.391582 # DEPENDENCYPART_GRANDPAR
(5,19),(19,22),-0.235455 # DEPENDENCYPART_GRANDPAR
(5,19),(19,23),-0.687659 # DEPENDENCYPART_GRANDPAR
(5,22),(22,10),0.00669096 # DEPENDENCYPART_GRANDPAR
(5,22),(22,12),-0.0616978 # DEPENDENCYPART_GRANDPAR
(5,22),(22,13),0.0634783 # DEPENDENCYPART_GRANDPAR
(5,22),(22,15),-0.403831 # DEPENDENCYPART_GRANDPAR
(5,22),(22,16),-0.000800609 # DEPENDENCYPART_GRANDPAR
(5,22),(22,17),0.00773178 # DEPENDENCYPART_GRANDPAR
(5,22),(22,18),0.0804282 # DEPENDENCYPART_GRANDPAR
(5,22),(22,19),-0.19694 # DEPENDENCYPART_GRANDPAR
(5,22),(22,20),-0.133201 # DEPENDENCYPART_GRANDPAR
(5,22),(22,21),-0.30389 # DEPENDENCYPART_GRANDPAR
(5,22),(22,23),-0.751098 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.588711 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.641427 # DEPENDENCYPART_GRANDPAR
(6,1),(1,14),-0.991809 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.366119 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.471484 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.422979 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-0.833563 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-0.885246 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-0.964927 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.835719 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.782161 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-1.38662 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),-0.00908529 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),-0.699189 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.439925 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.856341 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.616158 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.549287 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.372843 # DEPENDENCYPART_GRANDPAR
(6,9),(9,17),-0.820443 # DEPENDENCYPART_GRANDPAR
(6,9),(9,18),-0.773458 # DEPENDENCYPART_GRANDPAR
(6,9),(9,19),-0.49683 # DEPENDENCYPART_GRANDPAR
(6,9),(9,22),-0.756132 # DEPENDENCYPART_GRANDPAR
(6,9),(9,23),-1.39709 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.43321 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.695527 # DEPENDENCYPART_GRANDPAR
(7,1),(1,14),-0.771034 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.405766 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.605074 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-0.168631 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),-0.213528 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-1.41061 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,8),-0.952608 # DEPENDENCYPART_GRANDPAR
(7,2),(2,9),-0.816092 # DEPENDENCYPART_GRANDPAR
(7,2),(2,10),-0.649808 # DEPENDENCYPART_GRANDPAR
(7,2),(2,11),-1.10739 # DEPENDENCYPART_GRANDPAR
(7,2),(2,13),-0.643933 # DEPENDENCYPART_GRANDPAR
(7,2),(2,14),-0.793966 # DEPENDENCYPART_GRANDPAR
(7,2),(2,22),-1.27766 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.515433 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.397059 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.307077 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.565357 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.418406 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.474187 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.247222 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.42892 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.837746 # DEPENDENCYPART_GRANDPAR
(7,4),(4,9),-0.832028 # DEPENDENCYPART_GRANDPAR
(7,4),(4,14),-0.823712 # DEPENDENCYPART_GRANDPAR
(7,4),(4,19),-0.653309 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.48917 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.223977 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.524391 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.23393 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.324315 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.45355 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.898241 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.821371 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.65808 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-1.13369 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),-0.632539 # DEPENDENCYPART_GRANDPAR
(7,5),(5,13),-0.685208 # DEPENDENCYPART_GRANDPAR
(7,5),(5,14),-0.829412 # DEPENDENCYPART_GRANDPAR
(7,5),(5,17),-1.06058 # DEPENDENCYPART_GRANDPAR
(7,5),(5,18),-1.24746 # DEPENDENCYPART_GRANDPAR
(7,5),(5,19),-0.705665 # DEPENDENCYPART_GRANDPAR
(7,5),(5,22),-1.30261 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.474276 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.490504 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.820718 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-0.937681 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-0.742534 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-1.06842 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.904188 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.747909 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.688755 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.876449 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),-0.311566 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.00339371 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.662845 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),0.0199121 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.0825579 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.121054 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),-0.449143 # DEPENDENCYPART_GRANDPAR
(7,9),(9,18),-0.269974 # DEPENDENCYPART_GRANDPAR
(7,9),(9,19),-0.127355 # DEPENDENCYPART_GRANDPAR
(7,9),(9,22),-0.757073 # DEPENDENCYPART_GRANDPAR
(7,9),(9,23),-0.992419 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-0.989206 # DEPENDENCYPART_GRANDPAR
(7,10),(10,2),-0.802063 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),-1.24608 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-0.881717 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-0.764528 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.710618 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.867363 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),-0.248128 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-0.207031 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.78268 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.11267 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.0840436 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.321283 # DEPENDENCYPART_GRANDPAR
(7,10),(10,17),-0.453417 # DEPENDENCYPART_GRANDPAR
(7,11),(11,1),-0.898638 # DEPENDENCYPART_GRANDPAR
(7,11),(11,2),-0.762509 # DEPENDENCYPART_GRANDPAR
(7,11),(11,4),-0.874622 # DEPENDENCYPART_GRANDPAR
(7,11),(11,8),-0.404754 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),-0.357852 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),0.0919167 # DEPENDENCYPART_GRANDPAR
(7,12),(12,4),-0.914505 # DEPENDENCYPART_GRANDPAR
(7,12),(12,8),-0.28913 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),-0.0862248 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.279297 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.0171508 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.321691 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),-0.377858 # DEPENDENCYPART_GRANDPAR
(7,13),(13,2),-0.848809 # DEPENDENCYPART_GRANDPAR
(7,13),(13,3),-1.25971 # DEPENDENCYPART_GRANDPAR
(7,13),(13,4),-0.918787 # DEPENDENCYPART_GRANDPAR
(7,13),(13,5),-0.820262 # DEPENDENCYPART_GRANDPAR
(7,13),(13,6),-0.925534 # DEPENDENCYPART_GRANDPAR
(7,13),(13,7),-0.703959 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,13),(13,8),-0.311038 # DEPENDENCYPART_GRANDPAR
(7,13),(13,9),-0.175559 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),-0.0626719 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),0.27521 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),0.185246 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.283169 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),-0.376837 # DEPENDENCYPART_GRANDPAR
(7,13),(13,18),-0.379365 # DEPENDENCYPART_GRANDPAR
(7,13),(13,19),-0.148791 # DEPENDENCYPART_GRANDPAR
(7,13),(13,22),-0.735283 # DEPENDENCYPART_GRANDPAR
(7,14),(14,1),-0.860218 # DEPENDENCYPART_GRANDPAR
(7,14),(14,2),-0.79586 # DEPENDENCYPART_GRANDPAR
(7,14),(14,3),-1.07181 # DEPENDENCYPART_GRANDPAR
(7,14),(14,4),-0.950442 # DEPENDENCYPART_GRANDPAR
(7,14),(14,5),-0.756026 # DEPENDENCYPART_GRANDPAR
(7,14),(14,7),-0.81332 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,14),(14,8),-0.253122 # DEPENDENCYPART_GRANDPAR
(7,14),(14,9),-0.161927 # DEPENDENCYPART_GRANDPAR
(7,14),(14,10),-0.0186929 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),-0.245084 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),-0.00377567 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),-0.0375813 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),-0.224157 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),-0.0798113 # DEPENDENCYPART_GRANDPAR
(7,14),(14,17),-0.312057 # DEPENDENCYPART_GRANDPAR
(7,14),(14,18),-0.271381 # DEPENDENCYPART_GRANDPAR
(7,14),(14,19),-0.102347 # DEPENDENCYPART_GRANDPAR
(7,14),(14,22),-0.561513 # DEPENDENCYPART_GRANDPAR
(7,14),(14,23),-1.06953 # DEPENDENCYPART_GRANDPAR
(7,17),(17,7),-0.708606 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,17),(17,10),-0.0690141 # DEPENDENCYPART_GRANDPAR
(7,17),(17,12),0.135183 # DEPENDENCYPART_GRANDPAR
(7,17),(17,13),0.0793634 # DEPENDENCYPART_GRANDPAR
(7,17),(17,15),0.269112 # DEPENDENCYPART_GRANDPAR
(7,17),(17,16),-0.0234636 # DEPENDENCYPART_GRANDPAR
(7,17),(17,18),-0.388399 # DEPENDENCYPART_GRANDPAR
(7,17),(17,19),-0.129779 # DEPENDENCYPART_GRANDPAR
(7,17),(17,21),-0.297963 # DEPENDENCYPART_GRANDPAR
(7,17),(17,22),-0.727053 # DEPENDENCYPART_GRANDPAR
(7,17),(17,23),-0.922126 # DEPENDENCYPART_GRANDPAR
(7,18),(18,17),-0.329494 # DEPENDENCYPART_GRANDPAR
(7,18),(18,19),-0.131989 # DEPENDENCYPART_GRANDPAR
(7,18),(18,21),-0.00795038 # DEPENDENCYPART_GRANDPAR
(7,18),(18,22),-0.587615 # DEPENDENCYPART_GRANDPAR
(7,19),(19,17),-0.465669 # DEPENDENCYPART_GRANDPAR
(7,19),(19,18),-0.491421 # DEPENDENCYPART_GRANDPAR
(7,19),(19,20),-0.356096 # DEPENDENCYPART_GRANDPAR
(7,19),(19,21),-0.144315 # DEPENDENCYPART_GRANDPAR
(7,19),(19,22),-0.665152 # DEPENDENCYPART_GRANDPAR
(7,19),(19,23),-1.07546 # DEPENDENCYPART_GRANDPAR
(7,22),(22,10),-0.128547 # DEPENDENCYPART_GRANDPAR
(7,22),(22,12),0.0312145 # DEPENDENCYPART_GRANDPAR
(7,22),(22,13),-0.0281865 # DEPENDENCYPART_GRANDPAR
(7,22),(22,15),-0.14427 # DEPENDENCYPART_GRANDPAR
(7,22),(22,16),-0.0442361 # DEPENDENCYPART_GRANDPAR
(7,22),(22,17),-0.394079 # DEPENDENCYPART_GRANDPAR
(7,22),(22,18),-0.366095 # DEPENDENCYPART_GRANDPAR
(7,22),(22,19),-0.0785425 # DEPENDENCYPART_GRANDPAR
(7,22),(22,20),-0.234172 # DEPENDENCYPART_GRANDPAR
(7,22),(22,21),-0.0148448 # DEPENDENCYPART_GRANDPAR
(7,22),(22,23),-1.00234 # DEPENDENCYPART_GRANDPAR
(7,23),(23,22),-0.799542 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-0.253561 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.120312 # DEPENDENCYPART_GRANDPAR
(9,1),(1,14),-0.213641 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),0.0410046 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),0.344856 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),0.158123 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),0.118494 # DEPENDENCYPART_GRANDPAR
(9,2),(2,7),0.354792 # DEPENDENCYPART_GRANDPAR
(9,2),(2,8),0.515701 # DEPENDENCYPART_GRANDPAR
(9,2),(2,9),-1.16241 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,2),(2,10),0.0379893 # DEPENDENCYPART_GRANDPAR
(9,2),(2,11),-0.598391 # DEPENDENCYPART_GRANDPAR
(9,2),(2,13),-0.280641 # DEPENDENCYPART_GRANDPAR
(9,2),(2,14),-0.20154 # DEPENDENCYPART_GRANDPAR
(9,2),(2,22),-0.57477 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),0.306232 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.00528479 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-0.00174805 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),0.0951858 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.0363203 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),0.161496 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),0.0971558 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),0.226873 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),0.164689 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-1.2234 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,14),-0.271631 # DEPENDENCYPART_GRANDPAR
(9,4),(4,19),-0.657887 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),0.199356 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),0.103978 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),0.302958 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),0.21878 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.223157 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),0.220839 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),0.182624 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-1.01602 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,10),0.157538 # DEPENDENCYPART_GRANDPAR
(9,5),(5,11),-0.49609 # DEPENDENCYPART_GRANDPAR
(9,5),(5,12),-0.355693 # DEPENDENCYPART_GRANDPAR
(9,5),(5,13),-0.170606 # DEPENDENCYPART_GRANDPAR
(9,5),(5,14),-0.104962 # DEPENDENCYPART_GRANDPAR
(9,5),(5,17),-0.166657 # DEPENDENCYPART_GRANDPAR
(9,5),(5,18),-0.245875 # DEPENDENCYPART_GRANDPAR
(9,5),(5,19),-0.546122 # DEPENDENCYPART_GRANDPAR
(9,5),(5,22),-0.460513 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),0.24838 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),0.262774 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-1.1172 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,1),0.245626 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.0536282 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),0.0897696 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),0.0311127 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),0.0141815 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.10711 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),0.226722 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.12374 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.0143418 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.597427 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.476595 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-0.307098 # DEPENDENCYPART_GRANDPAR
(9,7),(7,14),-0.202982 # DEPENDENCYPART_GRANDPAR
(9,7),(7,17),-0.303156 # DEPENDENCYPART_GRANDPAR
(9,7),(7,18),-0.34008 # DEPENDENCYPART_GRANDPAR
(9,7),(7,19),-0.631546 # DEPENDENCYPART_GRANDPAR
(9,7),(7,22),-0.540916 # DEPENDENCYPART_GRANDPAR
(9,7),(7,23),-0.351581 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-0.0693165 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-0.385287 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-0.299822 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-0.168514 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.315001 # DEPENDENCYPART_GRANDPAR
