# _root_ Burmah Oil PLC , a British independent oil and specialty chemicals marketing concern , said SHV Holdings N.V. of the Netherlands has built up a 6.7 % stake in the company .
#goldHeads=3,3,15,3,8,8,8,3,8,13,13,13,9,3,0,17,22,17,17,21,19,15,22,23,28,27,28,23,28,31,29,15,
#predictedHeads=3,3,15,3,8,8,8,3,8,13,13,13,9,3,0,17,22,17,17,21,19,15,22,23,28,27,28,23,28,31,29,15,
(3,10),(3,11),-0.0990479 # DEPENDENCYPART_SIBL
(3,10),(3,12),-0.347548 # DEPENDENCYPART_SIBL
(3,10),(3,13),-0.347849 # DEPENDENCYPART_SIBL
(3,10),(3,14),0.184251 # DEPENDENCYPART_SIBL
(3,10),(3,18),-0.024734 # DEPENDENCYPART_SIBL
(3,10),(3,19),-0.0551711 # DEPENDENCYPART_SIBL
(3,10),(3,22),-0.0874363 # DEPENDENCYPART_SIBL
(3,11),(3,12),-0.150274 # DEPENDENCYPART_SIBL
(3,11),(3,13),-0.140554 # DEPENDENCYPART_SIBL
(3,11),(3,14),0.0859933 # DEPENDENCYPART_SIBL
(3,11),(3,18),-0.00552505 # DEPENDENCYPART_SIBL
(3,11),(3,19),-0.054715 # DEPENDENCYPART_SIBL
(3,11),(3,22),-0.0934707 # DEPENDENCYPART_SIBL
(3,12),(3,13),-0.364171 # DEPENDENCYPART_SIBL
(3,12),(3,14),0.125842 # DEPENDENCYPART_SIBL
(3,12),(3,18),-0.0340149 # DEPENDENCYPART_SIBL
(3,12),(3,19),-0.0525029 # DEPENDENCYPART_SIBL
(3,12),(3,22),-0.0970974 # DEPENDENCYPART_SIBL
(3,13),(3,14),0.284854 # DEPENDENCYPART_SIBL
(3,13),(3,18),-0.00501457 # DEPENDENCYPART_SIBL
(3,13),(3,19),-0.0608209 # DEPENDENCYPART_SIBL
(3,13),(3,22),-0.0826347 # DEPENDENCYPART_SIBL
(3,14),(3,18),0.649896 # DEPENDENCYPART_SIBL
(3,14),(3,19),0.32008 # DEPENDENCYPART_SIBL
(3,14),(3,22),0.451585 # DEPENDENCYPART_SIBL
(3,18),(3,19),0.200964 # DEPENDENCYPART_SIBL
(3,18),(3,22),0.0472306 # DEPENDENCYPART_SIBL
(3,19),(3,22),0.00362522 # DEPENDENCYPART_SIBL
(5,4),(5,6),-0.0337506 # DEPENDENCYPART_SIBL
(5,4),(5,9),-0.128953 # DEPENDENCYPART_SIBL
(5,6),(5,9),-0.0515867 # DEPENDENCYPART_SIBL
(6,1),(6,2),0.126894 # DEPENDENCYPART_SIBL
(6,1),(6,3),0.0998406 # DEPENDENCYPART_SIBL
(6,1),(6,4),0.472516 # DEPENDENCYPART_SIBL
(6,1),(6,5),0.121594 # DEPENDENCYPART_SIBL
(6,1),(6,7),-0.0231423 # DEPENDENCYPART_SIBL
(6,1),(6,8),0.0414263 # DEPENDENCYPART_SIBL
(6,1),(6,9),0.0679704 # DEPENDENCYPART_SIBL
(6,1),(6,11),0.0444444 # DEPENDENCYPART_SIBL
(6,1),(6,14),0.0909806 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.0995573 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.459038 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.123274 # DEPENDENCYPART_SIBL
(6,2),(6,7),-0.0118734 # DEPENDENCYPART_SIBL
(6,2),(6,8),0.0571606 # DEPENDENCYPART_SIBL
(6,2),(6,9),0.086669 # DEPENDENCYPART_SIBL
(6,2),(6,11),0.0507637 # DEPENDENCYPART_SIBL
(6,2),(6,14),0.112428 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.460698 # DEPENDENCYPART_SIBL
(6,3),(6,5),0.12872 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.0169298 # DEPENDENCYPART_SIBL
(6,3),(6,8),0.037603 # DEPENDENCYPART_SIBL
(6,3),(6,9),0.0888485 # DEPENDENCYPART_SIBL
(6,3),(6,11),0.0485432 # DEPENDENCYPART_SIBL
(6,3),(6,14),0.0995017 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.0764664 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.0684165 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.135025 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.18528 # DEPENDENCYPART_SIBL
(6,4),(6,11),-0.0683951 # DEPENDENCYPART_SIBL
(6,4),(6,14),0.00881094 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.110988 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.0200645 # DEPENDENCYPART_SIBL
(6,5),(6,9),0.140965 # DEPENDENCYPART_SIBL
(6,5),(6,11),0.00513743 # DEPENDENCYPART_SIBL
(6,5),(6,14),-0.0461219 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.0735495 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.0231367 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.0367902 # DEPENDENCYPART_SIBL
(6,7),(6,14),0.0437786 # DEPENDENCYPART_SIBL
(6,8),(6,9),0.0323653 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.0964258 # DEPENDENCYPART_SIBL
(6,8),(6,14),0.257939 # DEPENDENCYPART_SIBL
(6,9),(6,11),0.133037 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.0889453 # DEPENDENCYPART_SIBL
(6,11),(6,14),0.0844367 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.585182 # DEPENDENCYPART_SIBL
(7,3),(7,5),0.0951286 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.102065 # DEPENDENCYPART_SIBL
(7,3),(7,9),0.0781245 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.143333 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.178447 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.342318 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.176148 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.107025 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.0665885 # DEPENDENCYPART_SIBL
(8,1),(8,2),0.0539052 # DEPENDENCYPART_SIBL
(8,1),(8,3),-0.00384953 # DEPENDENCYPART_SIBL
(8,1),(8,4),0.102072 # DEPENDENCYPART_SIBL
(8,1),(8,5),-0.390713 # DEPENDENCYPART_SIBL
(8,1),(8,6),-0.0156048 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.0530531 # DEPENDENCYPART_SIBL
(8,1),(8,9),0.0613307 # DEPENDENCYPART_SIBL
(8,1),(8,10),-0.0303378 # DEPENDENCYPART_SIBL
(8,1),(8,11),-0.0482931 # DEPENDENCYPART_SIBL
(8,1),(8,12),-0.0500915 # DEPENDENCYPART_SIBL
(8,1),(8,13),-0.0149594 # DEPENDENCYPART_SIBL
(8,1),(8,14),-0.00270627 # DEPENDENCYPART_SIBL
(8,1),(8,15),-0.0368087 # DEPENDENCYPART_SIBL
(8,1),(8,16),-0.0068231 # DEPENDENCYPART_SIBL
(8,1),(8,17),0.0215905 # DEPENDENCYPART_SIBL
(8,1),(8,18),0.0828021 # DEPENDENCYPART_SIBL
(8,1),(8,19),-0.146513 # DEPENDENCYPART_SIBL
(8,1),(8,21),-0.000173614 # DEPENDENCYPART_SIBL
(8,1),(8,22),0.000460545 # DEPENDENCYPART_SIBL
(8,1),(8,23),0.00156145 # DEPENDENCYPART_SIBL
(8,1),(8,24),-0.126303 # DEPENDENCYPART_SIBL
(8,1),(8,29),-0.0940506 # DEPENDENCYPART_SIBL
(8,2),(8,3),-0.0181726 # DEPENDENCYPART_SIBL
(8,2),(8,4),0.0786682 # DEPENDENCYPART_SIBL
(8,2),(8,5),-0.398286 # DEPENDENCYPART_SIBL
(8,2),(8,6),-0.0299278 # DEPENDENCYPART_SIBL
(8,2),(8,7),0.0406462 # DEPENDENCYPART_SIBL
(8,2),(8,9),0.0785789 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.0349716 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.0430429 # DEPENDENCYPART_SIBL
(8,2),(8,12),-0.0547255 # DEPENDENCYPART_SIBL
(8,2),(8,13),-0.0193167 # DEPENDENCYPART_SIBL
(8,2),(8,14),-0.0196655 # DEPENDENCYPART_SIBL
(8,2),(8,15),-0.0411574 # DEPENDENCYPART_SIBL
(8,2),(8,16),0.00102671 # DEPENDENCYPART_SIBL
(8,2),(8,17),0.0271071 # DEPENDENCYPART_SIBL
(8,2),(8,18),0.0883187 # DEPENDENCYPART_SIBL
(8,2),(8,19),-0.226398 # DEPENDENCYPART_SIBL
(8,2),(8,21),0.00534294 # DEPENDENCYPART_SIBL
(8,2),(8,22),-0.0161145 # DEPENDENCYPART_SIBL
(8,2),(8,23),-0.00446296 # DEPENDENCYPART_SIBL
(8,2),(8,24),-0.134377 # DEPENDENCYPART_SIBL
(8,2),(8,29),-0.227048 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.0773791 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.395389 # DEPENDENCYPART_SIBL
(8,3),(8,6),-0.0242894 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.0482042 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.0678903 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.0307436 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.0495364 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.0504972 # DEPENDENCYPART_SIBL
(8,3),(8,13),-0.0115559 # DEPENDENCYPART_SIBL
(8,3),(8,14),-0.00526756 # DEPENDENCYPART_SIBL
(8,3),(8,15),-0.0363306 # DEPENDENCYPART_SIBL
(8,3),(8,16),-0.00730859 # DEPENDENCYPART_SIBL
(8,3),(8,17),0.0187718 # DEPENDENCYPART_SIBL
(8,3),(8,18),0.0793538 # DEPENDENCYPART_SIBL
(8,3),(8,19),-0.117584 # DEPENDENCYPART_SIBL
(8,3),(8,21),-0.00299236 # DEPENDENCYPART_SIBL
(8,3),(8,22),0.0103515 # DEPENDENCYPART_SIBL
(8,3),(8,23),-0.00264042 # DEPENDENCYPART_SIBL
(8,3),(8,24),-0.129845 # DEPENDENCYPART_SIBL
(8,3),(8,29),-0.0637537 # DEPENDENCYPART_SIBL
(8,4),(8,5),-0.0376459 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.045437 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.164 # DEPENDENCYPART_SIBL
(8,4),(8,9),0.0285333 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.0345828 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.0531998 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.0446074 # DEPENDENCYPART_SIBL
(8,4),(8,13),-0.0421397 # DEPENDENCYPART_SIBL
(8,4),(8,14),-0.0464194 # DEPENDENCYPART_SIBL
(8,4),(8,15),0.206817 # DEPENDENCYPART_SIBL
(8,4),(8,16),-0.059772 # DEPENDENCYPART_SIBL
(8,4),(8,17),-0.041488 # DEPENDENCYPART_SIBL
(8,4),(8,18),-0.0611695 # DEPENDENCYPART_SIBL
(8,4),(8,19),-0.0750152 # DEPENDENCYPART_SIBL
(8,4),(8,21),-0.0597734 # DEPENDENCYPART_SIBL
(8,4),(8,22),0.00138206 # DEPENDENCYPART_SIBL
(8,4),(8,23),0.00624765 # DEPENDENCYPART_SIBL
(8,4),(8,24),-0.0413763 # DEPENDENCYPART_SIBL
(8,4),(8,29),-0.0225469 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.130488 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.106916 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.089621 # DEPENDENCYPART_SIBL
(8,5),(8,10),0.013566 # DEPENDENCYPART_SIBL
(8,5),(8,11),0.0140595 # DEPENDENCYPART_SIBL
(8,5),(8,12),0.0385167 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.00204333 # DEPENDENCYPART_SIBL
(8,5),(8,14),-0.0205961 # DEPENDENCYPART_SIBL
(8,5),(8,15),0.195763 # DEPENDENCYPART_SIBL
(8,5),(8,16),0.0420337 # DEPENDENCYPART_SIBL
(8,5),(8,17),0.0544509 # DEPENDENCYPART_SIBL
(8,5),(8,18),0.0408453 # DEPENDENCYPART_SIBL
(8,5),(8,19),0.118006 # DEPENDENCYPART_SIBL
(8,5),(8,21),0.0423281 # DEPENDENCYPART_SIBL
(8,5),(8,22),0.41083 # DEPENDENCYPART_SIBL
(8,5),(8,23),0.51934 # DEPENDENCYPART_SIBL
(8,5),(8,24),-0.188117 # DEPENDENCYPART_SIBL
(8,5),(8,29),0.128052 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.060683 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.0119013 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0406246 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.0668449 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.0603782 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.0221628 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.0216475 # DEPENDENCYPART_SIBL
(8,6),(8,15),-0.0318584 # DEPENDENCYPART_SIBL
(8,6),(8,16),-0.0185795 # DEPENDENCYPART_SIBL
(8,6),(8,17),0.00503192 # DEPENDENCYPART_SIBL
(8,6),(8,18),0.0687125 # DEPENDENCYPART_SIBL
(8,6),(8,19),-0.220532 # DEPENDENCYPART_SIBL
(8,6),(8,21),-0.0142632 # DEPENDENCYPART_SIBL
(8,6),(8,22),-0.0183307 # DEPENDENCYPART_SIBL
(8,6),(8,23),-0.0357213 # DEPENDENCYPART_SIBL
(8,6),(8,24),-0.149026 # DEPENDENCYPART_SIBL
(8,6),(8,29),-0.121857 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.194762 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0110898 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.0222417 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.0210464 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.0176873 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.0262312 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.0156495 # DEPENDENCYPART_SIBL
(8,7),(8,16),0.0330168 # DEPENDENCYPART_SIBL
(8,7),(8,17),0.0503709 # DEPENDENCYPART_SIBL
(8,7),(8,18),0.0311861 # DEPENDENCYPART_SIBL
(8,7),(8,19),-0.0280101 # DEPENDENCYPART_SIBL
(8,7),(8,21),0.0330154 # DEPENDENCYPART_SIBL
(8,7),(8,22),0.0500831 # DEPENDENCYPART_SIBL
(8,7),(8,23),0.0400462 # DEPENDENCYPART_SIBL
(8,7),(8,24),-0.074638 # DEPENDENCYPART_SIBL
(8,7),(8,29),0.0139904 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0484601 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.00285717 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.0377276 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.0765951 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.024566 # DEPENDENCYPART_SIBL
(8,9),(8,15),0.00263251 # DEPENDENCYPART_SIBL
(8,9),(8,16),0.0332899 # DEPENDENCYPART_SIBL
(8,9),(8,17),0.0486089 # DEPENDENCYPART_SIBL
(8,9),(8,18),0.0324055 # DEPENDENCYPART_SIBL
(8,9),(8,19),0.122514 # DEPENDENCYPART_SIBL
(8,9),(8,21),0.0331808 # DEPENDENCYPART_SIBL
(8,9),(8,22),-0.0610704 # DEPENDENCYPART_SIBL
(8,9),(8,23),0.124477 # DEPENDENCYPART_SIBL
(8,9),(8,24),-0.172105 # DEPENDENCYPART_SIBL
(8,9),(8,29),0.0518893 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.148058 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.103921 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.121854 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.0149456 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.0523538 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.0667469 # DEPENDENCYPART_SIBL
(8,10),(8,17),-0.0476268 # DEPENDENCYPART_SIBL
(8,10),(8,18),-0.0674849 # DEPENDENCYPART_SIBL
(8,10),(8,19),0.0168177 # DEPENDENCYPART_SIBL
(8,10),(8,21),-0.0667705 # DEPENDENCYPART_SIBL
(8,10),(8,22),-0.0592255 # DEPENDENCYPART_SIBL
(8,10),(8,23),-0.0199492 # DEPENDENCYPART_SIBL
(8,10),(8,24),-0.0386541 # DEPENDENCYPART_SIBL
(8,10),(8,29),0.00379631 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.0942156 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.103887 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.00647495 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.0896602 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.0826905 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.0615019 # DEPENDENCYPART_SIBL
(8,11),(8,18),-0.0834285 # DEPENDENCYPART_SIBL
(8,11),(8,19),-0.0699291 # DEPENDENCYPART_SIBL
(8,11),(8,21),-0.0827142 # DEPENDENCYPART_SIBL
(8,11),(8,22),-0.101084 # DEPENDENCYPART_SIBL
(8,11),(8,23),-0.0346378 # DEPENDENCYPART_SIBL
(8,11),(8,24),-0.00221428 # DEPENDENCYPART_SIBL
(8,11),(8,29),0.0314689 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.137392 # DEPENDENCYPART_SIBL
(8,12),(8,14),-0.0642194 # DEPENDENCYPART_SIBL
(8,12),(8,15),-0.059069 # DEPENDENCYPART_SIBL
(8,12),(8,16),-0.0734554 # DEPENDENCYPART_SIBL
(8,12),(8,17),-0.0543353 # DEPENDENCYPART_SIBL
(8,12),(8,18),-0.0741934 # DEPENDENCYPART_SIBL
(8,12),(8,19),0.0250501 # DEPENDENCYPART_SIBL
(8,12),(8,21),-0.073479 # DEPENDENCYPART_SIBL
(8,12),(8,22),-0.0663145 # DEPENDENCYPART_SIBL
(8,12),(8,23),-0.0301159 # DEPENDENCYPART_SIBL
(8,12),(8,24),-0.0453424 # DEPENDENCYPART_SIBL
(8,12),(8,29),0.0245175 # DEPENDENCYPART_SIBL
(8,13),(8,14),0.0168788 # DEPENDENCYPART_SIBL
(8,13),(8,15),-0.0632877 # DEPENDENCYPART_SIBL
(8,13),(8,16),-0.0745906 # DEPENDENCYPART_SIBL
(8,13),(8,17),-0.0554704 # DEPENDENCYPART_SIBL
(8,13),(8,18),-0.0753285 # DEPENDENCYPART_SIBL
(8,13),(8,19),-0.0135677 # DEPENDENCYPART_SIBL
(8,13),(8,21),-0.0746142 # DEPENDENCYPART_SIBL
(8,13),(8,22),-0.0730339 # DEPENDENCYPART_SIBL
(8,13),(8,23),-0.0166008 # DEPENDENCYPART_SIBL
(8,13),(8,24),-0.0447727 # DEPENDENCYPART_SIBL
(8,13),(8,29),-0.0408439 # DEPENDENCYPART_SIBL
(8,14),(8,15),0.368949 # DEPENDENCYPART_SIBL
(8,14),(8,16),0.621293 # DEPENDENCYPART_SIBL
(8,14),(8,17),0.732216 # DEPENDENCYPART_SIBL
(8,14),(8,18),0.620428 # DEPENDENCYPART_SIBL
(8,14),(8,19),0.247501 # DEPENDENCYPART_SIBL
(8,14),(8,21),0.62842 # DEPENDENCYPART_SIBL
(8,14),(8,22),0.562554 # DEPENDENCYPART_SIBL
(8,14),(8,23),0.666231 # DEPENDENCYPART_SIBL
(8,14),(8,24),0.280344 # DEPENDENCYPART_SIBL
(8,14),(8,29),0.11737 # DEPENDENCYPART_SIBL
(8,15),(8,16),-0.0228741 # DEPENDENCYPART_SIBL
(8,15),(8,17),-0.00176015 # DEPENDENCYPART_SIBL
(8,15),(8,18),-0.023612 # DEPENDENCYPART_SIBL
(8,15),(8,19),-0.08144 # DEPENDENCYPART_SIBL
(8,15),(8,21),-0.0228977 # DEPENDENCYPART_SIBL
(8,15),(8,22),-0.175062 # DEPENDENCYPART_SIBL
(8,15),(8,23),-0.0422637 # DEPENDENCYPART_SIBL
(8,15),(8,24),-0.0791019 # DEPENDENCYPART_SIBL
(8,15),(8,29),-0.00934818 # DEPENDENCYPART_SIBL
(8,16),(8,17),-0.120673 # DEPENDENCYPART_SIBL
(8,16),(8,18),-0.142552 # DEPENDENCYPART_SIBL
(8,16),(8,19),0.026702 # DEPENDENCYPART_SIBL
(8,16),(8,21),-0.141827 # DEPENDENCYPART_SIBL
(8,16),(8,22),-0.015951 # DEPENDENCYPART_SIBL
(8,16),(8,23),-0.0287482 # DEPENDENCYPART_SIBL
(8,16),(8,24),-0.0561873 # DEPENDENCYPART_SIBL
(8,16),(8,29),-0.0342467 # DEPENDENCYPART_SIBL
(8,17),(8,18),-0.148767 # DEPENDENCYPART_SIBL
(8,17),(8,19),0.0118732 # DEPENDENCYPART_SIBL
(8,17),(8,21),-0.148042 # DEPENDENCYPART_SIBL
(8,17),(8,22),-0.0128929 # DEPENDENCYPART_SIBL
(8,17),(8,23),-0.0345904 # DEPENDENCYPART_SIBL
(8,17),(8,24),-0.061993 # DEPENDENCYPART_SIBL
(8,17),(8,29),-0.0726878 # DEPENDENCYPART_SIBL
(8,18),(8,19),0.0879432 # DEPENDENCYPART_SIBL
(8,18),(8,21),-0.141887 # DEPENDENCYPART_SIBL
(8,18),(8,22),-0.00665231 # DEPENDENCYPART_SIBL
(8,18),(8,23),-0.0288144 # DEPENDENCYPART_SIBL
(8,18),(8,24),-0.0562476 # DEPENDENCYPART_SIBL
(8,18),(8,29),0.00662182 # DEPENDENCYPART_SIBL
(8,19),(8,21),0.0667096 # DEPENDENCYPART_SIBL
(8,19),(8,22),-0.162723 # DEPENDENCYPART_SIBL
(8,19),(8,23),0.0941504 # DEPENDENCYPART_SIBL
(8,19),(8,24),-0.011208 # DEPENDENCYPART_SIBL
(8,19),(8,29),0.207616 # DEPENDENCYPART_SIBL
(8,21),(8,22),-0.0159514 # DEPENDENCYPART_SIBL
(8,21),(8,23),-0.0287486 # DEPENDENCYPART_SIBL
(8,21),(8,24),-0.0561878 # DEPENDENCYPART_SIBL
(8,21),(8,29),-0.0319968 # DEPENDENCYPART_SIBL
(8,22),(8,23),-0.0437853 # DEPENDENCYPART_SIBL
(8,22),(8,24),-0.00132317 # DEPENDENCYPART_SIBL
(8,22),(8,29),0.132951 # DEPENDENCYPART_SIBL
(8,23),(8,24),-0.0815523 # DEPENDENCYPART_SIBL
(8,23),(8,29),-0.0764937 # DEPENDENCYPART_SIBL
(8,24),(8,29),0.0964238 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.594143 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.577518 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.587424 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.7444 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.413965 # DEPENDENCYPART_SIBL
(9,10),(9,18),-0.411833 # DEPENDENCYPART_SIBL
(9,10),(9,22),-0.691427 # DEPENDENCYPART_SIBL
(9,10),(9,28),-0.580115 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.494937 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.497121 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.709743 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.361975 # DEPENDENCYPART_SIBL
(9,11),(9,18),-0.36191 # DEPENDENCYPART_SIBL
(9,11),(9,22),-0.677274 # DEPENDENCYPART_SIBL
(9,11),(9,28),-0.486004 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.597319 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.747231 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.416789 # DEPENDENCYPART_SIBL
(9,12),(9,18),-0.414657 # DEPENDENCYPART_SIBL
(9,12),(9,22),-0.694632 # DEPENDENCYPART_SIBL
(9,12),(9,28),-0.590009 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.752114 # DEPENDENCYPART_SIBL
(9,13),(9,17),-0.417068 # DEPENDENCYPART_SIBL
(9,13),(9,18),-0.414936 # DEPENDENCYPART_SIBL
(9,13),(9,22),-0.701883 # DEPENDENCYPART_SIBL
(9,13),(9,28),-0.589631 # DEPENDENCYPART_SIBL
(9,15),(9,17),-0.442316 # DEPENDENCYPART_SIBL
(9,15),(9,18),-0.442177 # DEPENDENCYPART_SIBL
(9,15),(9,22),-0.90464 # DEPENDENCYPART_SIBL
(9,15),(9,28),-0.558512 # DEPENDENCYPART_SIBL
(9,17),(9,18),-0.526323 # DEPENDENCYPART_SIBL
(9,17),(9,22),-0.644299 # DEPENDENCYPART_SIBL
(9,17),(9,28),-0.451969 # DEPENDENCYPART_SIBL
(9,18),(9,22),-0.639222 # DEPENDENCYPART_SIBL
(9,18),(9,28),-0.447313 # DEPENDENCYPART_SIBL
(9,22),(9,28),-0.40645 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.00270518 # DEPENDENCYPART_SIBL
(11,5),(11,6),0.130048 # DEPENDENCYPART_SIBL
(11,5),(11,7),0.12036 # DEPENDENCYPART_SIBL
(11,5),(11,8),0.0682665 # DEPENDENCYPART_SIBL
(11,5),(11,10),0.157643 # DEPENDENCYPART_SIBL
(11,5),(11,12),0.0409894 # DEPENDENCYPART_SIBL
(11,5),(11,13),0.0205521 # DEPENDENCYPART_SIBL
(11,5),(11,14),0.197397 # DEPENDENCYPART_SIBL
(11,6),(11,7),-0.0147357 # DEPENDENCYPART_SIBL
(11,6),(11,8),0.0732972 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.127614 # DEPENDENCYPART_SIBL
(11,6),(11,12),0.00401232 # DEPENDENCYPART_SIBL
(11,6),(11,13),0.0280761 # DEPENDENCYPART_SIBL
(11,6),(11,14),0.116053 # DEPENDENCYPART_SIBL
(11,7),(11,8),0.0681982 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.0917979 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.0117681 # DEPENDENCYPART_SIBL
(11,7),(11,13),-0.0108061 # DEPENDENCYPART_SIBL
(11,7),(11,14),0.0276654 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.0614693 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.0476129 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.0446006 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.039025 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.0208126 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.0142676 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.0607169 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.128194 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.0554301 # DEPENDENCYPART_SIBL
(11,13),(11,14),0.0281689 # DEPENDENCYPART_SIBL
(12,5),(12,6),0.128017 # DEPENDENCYPART_SIBL
(12,5),(12,7),0.100288 # DEPENDENCYPART_SIBL
(12,5),(12,8),0.259859 # DEPENDENCYPART_SIBL
(12,5),(12,10),0.243286 # DEPENDENCYPART_SIBL
(12,5),(12,11),0.0859204 # DEPENDENCYPART_SIBL
(12,5),(12,17),0.0411603 # DEPENDENCYPART_SIBL
(12,6),(12,7),0.112761 # DEPENDENCYPART_SIBL
(12,6),(12,8),0.3289 # DEPENDENCYPART_SIBL
(12,6),(12,10),0.28473 # DEPENDENCYPART_SIBL
(12,6),(12,11),0.129048 # DEPENDENCYPART_SIBL
(12,6),(12,17),0.00640011 # DEPENDENCYPART_SIBL
