# _root_ A Fidelity spokesman says the 800-line , which already was operating but which many clients did n't know about , received about double the usual volume of calls over the weekend .
#goldHeads=3,3,4,0,6,21,6,10,10,6,10,10,19,15,16,12,16,16,18,6,4,23,26,26,26,21,26,27,21,31,29,4,
#predictedHeads=3,3,4,0,6,4,6,10,10,6,10,10,16,15,16,12,16,16,18,19,19,23,26,26,26,21,26,27,28,31,29,4,
(4,11),(4,18),-0.134414 # DEPENDENCYPART_SIBL
(4,11),(4,20),-0.0361081 # DEPENDENCYPART_SIBL
(4,11),(4,21),-0.236906 # DEPENDENCYPART_SIBL
(4,11),(4,32),0.0506939 # DEPENDENCYPART_SIBL
(4,12),(4,13),-0.112549 # DEPENDENCYPART_SIBL
(4,12),(4,15),-0.100884 # DEPENDENCYPART_SIBL
(4,12),(4,16),-0.13537 # DEPENDENCYPART_SIBL
(4,12),(4,17),-0.104374 # DEPENDENCYPART_SIBL
(4,12),(4,18),-0.164471 # DEPENDENCYPART_SIBL
(4,12),(4,20),-0.101742 # DEPENDENCYPART_SIBL
(4,12),(4,21),-0.12123 # DEPENDENCYPART_SIBL
(4,12),(4,32),0.0744247 # DEPENDENCYPART_SIBL
(4,13),(4,15),-0.249036 # DEPENDENCYPART_SIBL
(4,13),(4,16),-0.116595 # DEPENDENCYPART_SIBL
(4,13),(4,17),-0.119818 # DEPENDENCYPART_SIBL
(4,13),(4,18),-0.0837199 # DEPENDENCYPART_SIBL
(4,13),(4,20),-0.187492 # DEPENDENCYPART_SIBL
(4,13),(4,21),-0.125617 # DEPENDENCYPART_SIBL
(4,13),(4,32),-0.188665 # DEPENDENCYPART_SIBL
(4,15),(4,16),-0.203907 # DEPENDENCYPART_SIBL
(4,15),(4,17),-0.0783615 # DEPENDENCYPART_SIBL
(4,15),(4,18),-0.0315101 # DEPENDENCYPART_SIBL
(4,15),(4,20),-0.132404 # DEPENDENCYPART_SIBL
(4,15),(4,21),-0.181109 # DEPENDENCYPART_SIBL
(4,15),(4,32),-0.248043 # DEPENDENCYPART_SIBL
(4,16),(4,17),-0.151396 # DEPENDENCYPART_SIBL
(4,16),(4,18),-0.120947 # DEPENDENCYPART_SIBL
(4,16),(4,20),-0.0487502 # DEPENDENCYPART_SIBL
(4,16),(4,21),-0.181924 # DEPENDENCYPART_SIBL
(4,16),(4,32),0.0377805 # DEPENDENCYPART_SIBL
(4,17),(4,18),0.279782 # DEPENDENCYPART_SIBL
(4,17),(4,20),-0.0404167 # DEPENDENCYPART_SIBL
(4,17),(4,21),0.199081 # DEPENDENCYPART_SIBL
(4,17),(4,32),-0.126173 # DEPENDENCYPART_SIBL
(4,18),(4,20),-0.0821506 # DEPENDENCYPART_SIBL
(4,18),(4,21),-0.229753 # DEPENDENCYPART_SIBL
(4,18),(4,32),-0.142878 # DEPENDENCYPART_SIBL
(4,20),(4,21),0.13544 # DEPENDENCYPART_SIBL
(4,20),(4,32),-0.347156 # DEPENDENCYPART_SIBL
(4,21),(4,32),-0.14852 # DEPENDENCYPART_SIBL
(6,1),(6,2),0.154061 # DEPENDENCYPART_SIBL
(6,1),(6,3),0.228507 # DEPENDENCYPART_SIBL
(6,1),(6,4),0.00800838 # DEPENDENCYPART_SIBL
(6,1),(6,5),-0.699979 # DEPENDENCYPART_SIBL
(6,1),(6,7),-0.0278466 # DEPENDENCYPART_SIBL
(6,1),(6,8),0.074804 # DEPENDENCYPART_SIBL
(6,1),(6,9),-0.0441995 # DEPENDENCYPART_SIBL
(6,1),(6,10),0.154904 # DEPENDENCYPART_SIBL
(6,1),(6,11),0.328184 # DEPENDENCYPART_SIBL
(6,1),(6,12),0.0426299 # DEPENDENCYPART_SIBL
(6,1),(6,13),0.074804 # DEPENDENCYPART_SIBL
(6,1),(6,14),0.0558962 # DEPENDENCYPART_SIBL
(6,1),(6,15),0.0166764 # DEPENDENCYPART_SIBL
(6,1),(6,16),0.177245 # DEPENDENCYPART_SIBL
(6,1),(6,17),0.020411 # DEPENDENCYPART_SIBL
(6,1),(6,18),0.0507217 # DEPENDENCYPART_SIBL
(6,1),(6,20),-0.0278466 # DEPENDENCYPART_SIBL
(6,1),(6,21),0.451253 # DEPENDENCYPART_SIBL
(6,1),(6,26),0.0046658 # DEPENDENCYPART_SIBL
(6,1),(6,32),0.00382439 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.106659 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.0421046 # DEPENDENCYPART_SIBL
(6,2),(6,5),-0.489471 # DEPENDENCYPART_SIBL
(6,2),(6,7),0.0780638 # DEPENDENCYPART_SIBL
(6,2),(6,8),-0.045977 # DEPENDENCYPART_SIBL
(6,2),(6,9),-0.00107055 # DEPENDENCYPART_SIBL
(6,2),(6,10),0.0658211 # DEPENDENCYPART_SIBL
(6,2),(6,11),-0.0325342 # DEPENDENCYPART_SIBL
(6,2),(6,12),0.00210322 # DEPENDENCYPART_SIBL
(6,2),(6,13),-0.045977 # DEPENDENCYPART_SIBL
(6,2),(6,14),-0.0546332 # DEPENDENCYPART_SIBL
(6,2),(6,15),-0.0319706 # DEPENDENCYPART_SIBL
(6,2),(6,16),-0.0147775 # DEPENDENCYPART_SIBL
(6,2),(6,17),0.0141165 # DEPENDENCYPART_SIBL
(6,2),(6,18),-0.00518198 # DEPENDENCYPART_SIBL
(6,2),(6,20),0.0780638 # DEPENDENCYPART_SIBL
(6,2),(6,21),-0.000327682 # DEPENDENCYPART_SIBL
(6,2),(6,26),0.0166124 # DEPENDENCYPART_SIBL
(6,2),(6,32),0.00114981 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.0271571 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.493758 # DEPENDENCYPART_SIBL
(6,3),(6,7),0.0013787 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.00727368 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.00664528 # DEPENDENCYPART_SIBL
(6,3),(6,10),0.0343854 # DEPENDENCYPART_SIBL
(6,3),(6,11),-0.0358324 # DEPENDENCYPART_SIBL
(6,3),(6,12),0.0309668 # DEPENDENCYPART_SIBL
(6,3),(6,13),-0.00727368 # DEPENDENCYPART_SIBL
(6,3),(6,14),-0.0712396 # DEPENDENCYPART_SIBL
(6,3),(6,15),-0.00670477 # DEPENDENCYPART_SIBL
(6,3),(6,16),-0.0131149 # DEPENDENCYPART_SIBL
(6,3),(6,17),0.00632686 # DEPENDENCYPART_SIBL
(6,3),(6,18),-0.0215775 # DEPENDENCYPART_SIBL
(6,3),(6,20),0.0013787 # DEPENDENCYPART_SIBL
(6,3),(6,21),0.0538752 # DEPENDENCYPART_SIBL
(6,3),(6,26),-0.0294041 # DEPENDENCYPART_SIBL
(6,3),(6,32),0.114372 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.097055 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.0422399 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.0525267 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.0940252 # DEPENDENCYPART_SIBL
(6,4),(6,10),-0.0595944 # DEPENDENCYPART_SIBL
(6,4),(6,11),-0.0348198 # DEPENDENCYPART_SIBL
(6,4),(6,12),-0.019682 # DEPENDENCYPART_SIBL
(6,4),(6,13),-0.0525267 # DEPENDENCYPART_SIBL
(6,4),(6,14),-0.090136 # DEPENDENCYPART_SIBL
(6,4),(6,15),-0.0600887 # DEPENDENCYPART_SIBL
(6,4),(6,16),-0.0853159 # DEPENDENCYPART_SIBL
(6,4),(6,17),-0.0837029 # DEPENDENCYPART_SIBL
(6,4),(6,18),-0.0262439 # DEPENDENCYPART_SIBL
(6,4),(6,20),-0.0422399 # DEPENDENCYPART_SIBL
(6,4),(6,21),-0.00992385 # DEPENDENCYPART_SIBL
(6,4),(6,26),-0.0628488 # DEPENDENCYPART_SIBL
(6,4),(6,32),0.00253744 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.0514199 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.0410701 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.101373 # DEPENDENCYPART_SIBL
(6,5),(6,10),0.101512 # DEPENDENCYPART_SIBL
(6,5),(6,11),-0.0269404 # DEPENDENCYPART_SIBL
(6,5),(6,12),-0.207248 # DEPENDENCYPART_SIBL
(6,5),(6,13),-0.0410701 # DEPENDENCYPART_SIBL
(6,5),(6,14),-0.170218 # DEPENDENCYPART_SIBL
(6,5),(6,15),-0.0530395 # DEPENDENCYPART_SIBL
(6,5),(6,16),0.142127 # DEPENDENCYPART_SIBL
(6,5),(6,17),-0.0224517 # DEPENDENCYPART_SIBL
(6,5),(6,18),-0.00487159 # DEPENDENCYPART_SIBL
(6,5),(6,20),0.0514199 # DEPENDENCYPART_SIBL
(6,5),(6,21),0.148339 # DEPENDENCYPART_SIBL
(6,5),(6,26),0.0219877 # DEPENDENCYPART_SIBL
(6,5),(6,32),-0.113725 # DEPENDENCYPART_SIBL
(6,7),(6,8),0.00347871 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.299462 # DEPENDENCYPART_SIBL
(6,7),(6,10),0.509976 # DEPENDENCYPART_SIBL
(6,7),(6,11),0.48357 # DEPENDENCYPART_SIBL
(6,7),(6,12),0.680947 # DEPENDENCYPART_SIBL
(6,7),(6,13),0.00347871 # DEPENDENCYPART_SIBL
(6,7),(6,14),0.282369 # DEPENDENCYPART_SIBL
(6,7),(6,15),0.611577 # DEPENDENCYPART_SIBL
(6,7),(6,16),0.347939 # DEPENDENCYPART_SIBL
(6,7),(6,17),0.269613 # DEPENDENCYPART_SIBL
(6,7),(6,18),0.281454 # DEPENDENCYPART_SIBL
(6,7),(6,20),0.119574 # DEPENDENCYPART_SIBL
(6,7),(6,21),0.602701 # DEPENDENCYPART_SIBL
(6,7),(6,26),0.670803 # DEPENDENCYPART_SIBL
(6,7),(6,32),-0.00473053 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.0722667 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.0538344 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.0346785 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.101305 # DEPENDENCYPART_SIBL
(6,8),(6,13),-0.0852352 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.0672364 # DEPENDENCYPART_SIBL
(6,8),(6,15),-0.0729146 # DEPENDENCYPART_SIBL
(6,8),(6,16),-0.0829977 # DEPENDENCYPART_SIBL
(6,8),(6,17),-0.0695193 # DEPENDENCYPART_SIBL
(6,8),(6,18),-0.0372835 # DEPENDENCYPART_SIBL
(6,8),(6,20),-0.0555192 # DEPENDENCYPART_SIBL
(6,8),(6,21),-0.0429895 # DEPENDENCYPART_SIBL
(6,8),(6,26),-0.0872132 # DEPENDENCYPART_SIBL
(6,8),(6,32),-0.128554 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.0238964 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.026905 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.0400957 # DEPENDENCYPART_SIBL
(6,9),(6,13),-0.0683492 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.0116822 # DEPENDENCYPART_SIBL
(6,9),(6,15),0.114452 # DEPENDENCYPART_SIBL
(6,9),(6,16),-0.0544839 # DEPENDENCYPART_SIBL
(6,9),(6,17),-0.039316 # DEPENDENCYPART_SIBL
(6,9),(6,18),0.0734076 # DEPENDENCYPART_SIBL
(6,9),(6,20),0.0923722 # DEPENDENCYPART_SIBL
(6,9),(6,21),0.0503615 # DEPENDENCYPART_SIBL
(6,9),(6,26),0.0391239 # DEPENDENCYPART_SIBL
(6,9),(6,32),0.00645141 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.0511414 # DEPENDENCYPART_SIBL
(6,10),(6,12),0.00909113 # DEPENDENCYPART_SIBL
(6,10),(6,13),-0.0917711 # DEPENDENCYPART_SIBL
(6,10),(6,14),-0.117401 # DEPENDENCYPART_SIBL
(6,10),(6,15),-0.0626783 # DEPENDENCYPART_SIBL
(6,10),(6,16),-0.369928 # DEPENDENCYPART_SIBL
(6,10),(6,17),-0.0927127 # DEPENDENCYPART_SIBL
(6,10),(6,18),-0.057411 # DEPENDENCYPART_SIBL
(6,10),(6,20),0.239623 # DEPENDENCYPART_SIBL
(6,10),(6,21),-0.10062 # DEPENDENCYPART_SIBL
(6,10),(6,26),-0.0930762 # DEPENDENCYPART_SIBL
(6,10),(6,32),-0.0243786 # DEPENDENCYPART_SIBL
(6,11),(6,12),-0.0697824 # DEPENDENCYPART_SIBL
(6,11),(6,13),-0.0704469 # DEPENDENCYPART_SIBL
(6,11),(6,14),-0.0986756 # DEPENDENCYPART_SIBL
(6,11),(6,15),-0.0639341 # DEPENDENCYPART_SIBL
(6,11),(6,16),-0.0990479 # DEPENDENCYPART_SIBL
(6,11),(6,17),-0.0413465 # DEPENDENCYPART_SIBL
(6,11),(6,18),-0.028164 # DEPENDENCYPART_SIBL
(6,11),(6,20),0.120959 # DEPENDENCYPART_SIBL
(6,11),(6,21),-0.0714852 # DEPENDENCYPART_SIBL
(6,11),(6,26),-0.0582954 # DEPENDENCYPART_SIBL
(6,11),(6,32),0.0078044 # DEPENDENCYPART_SIBL
(6,12),(6,13),-0.120035 # DEPENDENCYPART_SIBL
(6,12),(6,14),-0.0506022 # DEPENDENCYPART_SIBL
(6,12),(6,15),-0.0233052 # DEPENDENCYPART_SIBL
(6,12),(6,16),-0.104738 # DEPENDENCYPART_SIBL
(6,12),(6,17),-0.0766755 # DEPENDENCYPART_SIBL
(6,12),(6,18),-0.130499 # DEPENDENCYPART_SIBL
(6,12),(6,20),0.0227462 # DEPENDENCYPART_SIBL
(6,12),(6,21),-0.00218476 # DEPENDENCYPART_SIBL
(6,12),(6,26),-0.128402 # DEPENDENCYPART_SIBL
(6,12),(6,32),0.120057 # DEPENDENCYPART_SIBL
(6,13),(6,14),-0.0672364 # DEPENDENCYPART_SIBL
(6,13),(6,15),-0.0729146 # DEPENDENCYPART_SIBL
(6,13),(6,16),-0.0829977 # DEPENDENCYPART_SIBL
(6,13),(6,17),-0.0695193 # DEPENDENCYPART_SIBL
(6,13),(6,18),-0.0372835 # DEPENDENCYPART_SIBL
(6,13),(6,20),-0.0555192 # DEPENDENCYPART_SIBL
(6,13),(6,21),-0.0429895 # DEPENDENCYPART_SIBL
(6,13),(6,26),-0.0872132 # DEPENDENCYPART_SIBL
(6,13),(6,32),-0.128554 # DEPENDENCYPART_SIBL
(6,14),(6,15),-0.0540066 # DEPENDENCYPART_SIBL
(6,14),(6,16),-0.0929426 # DEPENDENCYPART_SIBL
(6,14),(6,17),-0.0604127 # DEPENDENCYPART_SIBL
(6,14),(6,18),-0.0206082 # DEPENDENCYPART_SIBL
(6,14),(6,20),0.0047579 # DEPENDENCYPART_SIBL
(6,14),(6,21),-0.0202416 # DEPENDENCYPART_SIBL
(6,14),(6,26),-0.0567787 # DEPENDENCYPART_SIBL
(6,14),(6,32),-0.0730647 # DEPENDENCYPART_SIBL
(6,15),(6,16),-0.131612 # DEPENDENCYPART_SIBL
(6,15),(6,17),-0.0228613 # DEPENDENCYPART_SIBL
(6,15),(6,18),0.0196173 # DEPENDENCYPART_SIBL
(6,15),(6,20),-0.0676367 # DEPENDENCYPART_SIBL
(6,15),(6,21),-0.0703037 # DEPENDENCYPART_SIBL
(6,15),(6,26),-0.102525 # DEPENDENCYPART_SIBL
(6,15),(6,32),-0.0299937 # DEPENDENCYPART_SIBL
(6,16),(6,17),-0.029949 # DEPENDENCYPART_SIBL
(6,16),(6,18),-0.00471865 # DEPENDENCYPART_SIBL
(6,16),(6,20),0.305677 # DEPENDENCYPART_SIBL
(6,16),(6,21),-0.033676 # DEPENDENCYPART_SIBL
(6,16),(6,26),-0.0188188 # DEPENDENCYPART_SIBL
(6,16),(6,32),0.0780547 # DEPENDENCYPART_SIBL
(6,17),(6,18),0.198225 # DEPENDENCYPART_SIBL
(6,17),(6,20),0.00322587 # DEPENDENCYPART_SIBL
(6,17),(6,21),0.0786355 # DEPENDENCYPART_SIBL
(6,17),(6,26),0.0827477 # DEPENDENCYPART_SIBL
(6,17),(6,32),-0.0784666 # DEPENDENCYPART_SIBL
(6,18),(6,20),0.101842 # DEPENDENCYPART_SIBL
(6,18),(6,21),-0.0520132 # DEPENDENCYPART_SIBL
(6,18),(6,26),-0.0808663 # DEPENDENCYPART_SIBL
(6,18),(6,32),-0.0133322 # DEPENDENCYPART_SIBL
(6,20),(6,21),0.602701 # DEPENDENCYPART_SIBL
(6,20),(6,26),0.670803 # DEPENDENCYPART_SIBL
(6,20),(6,32),-0.00473053 # DEPENDENCYPART_SIBL
(6,21),(6,26),-0.12417 # DEPENDENCYPART_SIBL
(6,21),(6,32),-0.0591713 # DEPENDENCYPART_SIBL
(6,26),(6,32),0.00540994 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0401401 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.00166993 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.0184933 # DEPENDENCYPART_SIBL
(8,6),(8,12),0.019438 # DEPENDENCYPART_SIBL
(8,6),(8,16),-0.00329502 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0511772 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.0164601 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.119829 # DEPENDENCYPART_SIBL
(8,7),(8,16),0.0157197 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0513911 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.0236918 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.063929 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.0386381 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.0912942 # DEPENDENCYPART_SIBL
(8,12),(8,16),-0.0510597 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.00997115 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0512247 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.00470168 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.141631 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0939969 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0609527 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0555053 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.00666475 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.170902 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.069609 # DEPENDENCYPART_SIBL
(10,2),(10,3),-0.235258 # DEPENDENCYPART_SIBL
(10,2),(10,4),-0.225421 # DEPENDENCYPART_SIBL
(10,2),(10,5),-0.342701 # DEPENDENCYPART_SIBL
(10,2),(10,6),-0.227399 # DEPENDENCYPART_SIBL
(10,2),(10,7),-0.0196432 # DEPENDENCYPART_SIBL
(10,2),(10,8),-0.29324 # DEPENDENCYPART_SIBL
(10,2),(10,9),0.0192942 # DEPENDENCYPART_SIBL
(10,2),(10,11),0.0110327 # DEPENDENCYPART_SIBL
(10,2),(10,12),-0.0532672 # DEPENDENCYPART_SIBL
(10,2),(10,13),-0.101833 # DEPENDENCYPART_SIBL
(10,2),(10,14),-0.0280594 # DEPENDENCYPART_SIBL
(10,2),(10,15),-0.127547 # DEPENDENCYPART_SIBL
(10,2),(10,16),-0.0520453 # DEPENDENCYPART_SIBL
(10,2),(10,17),0.0669464 # DEPENDENCYPART_SIBL
(10,2),(10,18),-0.0665238 # DEPENDENCYPART_SIBL
(10,2),(10,19),-0.0296862 # DEPENDENCYPART_SIBL
(10,2),(10,20),0.0442122 # DEPENDENCYPART_SIBL
(10,2),(10,21),0.030814 # DEPENDENCYPART_SIBL
(10,2),(10,22),-0.0371468 # DEPENDENCYPART_SIBL
(10,2),(10,23),-0.030907 # DEPENDENCYPART_SIBL
(10,2),(10,26),-0.0462886 # DEPENDENCYPART_SIBL
(10,2),(10,32),-0.0195747 # DEPENDENCYPART_SIBL
(10,3),(10,4),-0.330262 # DEPENDENCYPART_SIBL
(10,3),(10,5),-0.53701 # DEPENDENCYPART_SIBL
(10,3),(10,6),-0.720426 # DEPENDENCYPART_SIBL
(10,3),(10,7),-0.13407 # DEPENDENCYPART_SIBL
(10,3),(10,8),-0.506866 # DEPENDENCYPART_SIBL
(10,3),(10,9),-0.119277 # DEPENDENCYPART_SIBL
(10,3),(10,11),-0.00380686 # DEPENDENCYPART_SIBL
(10,3),(10,12),0.0795573 # DEPENDENCYPART_SIBL
(10,3),(10,13),-0.036274 # DEPENDENCYPART_SIBL
(10,3),(10,14),0.00498149 # DEPENDENCYPART_SIBL
(10,3),(10,15),-0.0258666 # DEPENDENCYPART_SIBL
(10,3),(10,16),0.0326828 # DEPENDENCYPART_SIBL
(10,3),(10,17),0.0684599 # DEPENDENCYPART_SIBL
(10,3),(10,18),-0.0271012 # DEPENDENCYPART_SIBL
(10,3),(10,19),-0.11401 # DEPENDENCYPART_SIBL
(10,3),(10,20),0.00952303 # DEPENDENCYPART_SIBL
(10,3),(10,21),0.0714951 # DEPENDENCYPART_SIBL
(10,3),(10,22),-0.13199 # DEPENDENCYPART_SIBL
(10,3),(10,23),-0.0472915 # DEPENDENCYPART_SIBL
(10,3),(10,26),-0.0729461 # DEPENDENCYPART_SIBL
(10,3),(10,32),0.262527 # DEPENDENCYPART_SIBL
(10,4),(10,5),-0.0998134 # DEPENDENCYPART_SIBL
(10,4),(10,6),-0.0998944 # DEPENDENCYPART_SIBL
(10,4),(10,7),0.00582873 # DEPENDENCYPART_SIBL
(10,4),(10,8),-0.18549 # DEPENDENCYPART_SIBL
(10,4),(10,9),-0.121369 # DEPENDENCYPART_SIBL
(10,4),(10,11),-0.0821657 # DEPENDENCYPART_SIBL
(10,4),(10,12),-0.0663387 # DEPENDENCYPART_SIBL
(10,4),(10,13),-0.123754 # DEPENDENCYPART_SIBL
(10,4),(10,14),-0.0785419 # DEPENDENCYPART_SIBL
(10,4),(10,15),-0.123747 # DEPENDENCYPART_SIBL
(10,4),(10,16),-0.139378 # DEPENDENCYPART_SIBL
(10,4),(10,17),-0.0567172 # DEPENDENCYPART_SIBL
(10,4),(10,18),-0.111347 # DEPENDENCYPART_SIBL
(10,4),(10,19),-0.176454 # DEPENDENCYPART_SIBL
(10,4),(10,20),-0.046106 # DEPENDENCYPART_SIBL
(10,4),(10,21),-0.0407317 # DEPENDENCYPART_SIBL
(10,4),(10,22),-0.121377 # DEPENDENCYPART_SIBL
(10,4),(10,23),-0.0984344 # DEPENDENCYPART_SIBL
(10,4),(10,26),-0.0905494 # DEPENDENCYPART_SIBL
(10,4),(10,32),-0.0816613 # DEPENDENCYPART_SIBL
(10,5),(10,6),-0.227011 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.134155 # DEPENDENCYPART_SIBL
(10,5),(10,8),-0.288287 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.111214 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.161329 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.260245 # DEPENDENCYPART_SIBL
(10,5),(10,13),-0.139359 # DEPENDENCYPART_SIBL
(10,5),(10,14),-0.146249 # DEPENDENCYPART_SIBL
(10,5),(10,15),-0.153687 # DEPENDENCYPART_SIBL
(10,5),(10,16),-0.0294483 # DEPENDENCYPART_SIBL
(10,5),(10,17),0.00527941 # DEPENDENCYPART_SIBL
(10,5),(10,18),-0.20163 # DEPENDENCYPART_SIBL
(10,5),(10,19),-0.229792 # DEPENDENCYPART_SIBL
(10,5),(10,20),-0.132034 # DEPENDENCYPART_SIBL
(10,5),(10,21),0.0119407 # DEPENDENCYPART_SIBL
(10,5),(10,22),-0.141629 # DEPENDENCYPART_SIBL
(10,5),(10,23),-0.0543005 # DEPENDENCYPART_SIBL
(10,5),(10,26),-0.117354 # DEPENDENCYPART_SIBL
(10,5),(10,32),-0.186214 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.0850213 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.503531 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.11755 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.0290188 # DEPENDENCYPART_SIBL
(10,6),(10,12),0.00376288 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.0576442 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.00407266 # DEPENDENCYPART_SIBL
(10,6),(10,15),-0.0475752 # DEPENDENCYPART_SIBL
(10,6),(10,16),0.0106545 # DEPENDENCYPART_SIBL
(10,6),(10,17),0.0696255 # DEPENDENCYPART_SIBL
(10,6),(10,18),-0.0530111 # DEPENDENCYPART_SIBL
(10,6),(10,19),-0.116658 # DEPENDENCYPART_SIBL
(10,6),(10,20),0.0137912 # DEPENDENCYPART_SIBL
(10,6),(10,21),0.0406696 # DEPENDENCYPART_SIBL
(10,6),(10,22),-0.132241 # DEPENDENCYPART_SIBL
(10,6),(10,23),-0.0475419 # DEPENDENCYPART_SIBL
(10,6),(10,26),-0.0591962 # DEPENDENCYPART_SIBL
(10,6),(10,32),-0.00356832 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.11089 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.0259172 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.00240584 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.0479668 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.105549 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.0195576 # DEPENDENCYPART_SIBL
(10,7),(10,15),-0.0726965 # DEPENDENCYPART_SIBL
(10,7),(10,16),-0.0322919 # DEPENDENCYPART_SIBL
(10,7),(10,17),0.0439899 # DEPENDENCYPART_SIBL
(10,7),(10,18),-0.086764 # DEPENDENCYPART_SIBL
(10,7),(10,19),0.013072 # DEPENDENCYPART_SIBL
(10,7),(10,20),-0.00268046 # DEPENDENCYPART_SIBL
(10,7),(10,21),0.0727413 # DEPENDENCYPART_SIBL
(10,7),(10,22),0.0454569 # DEPENDENCYPART_SIBL
(10,7),(10,23),0.00790328 # DEPENDENCYPART_SIBL
(10,7),(10,26),-0.0260176 # DEPENDENCYPART_SIBL
(10,7),(10,32),0.0636823 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.126113 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.00164775 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.0180622 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.0195751 # DEPENDENCYPART_SIBL
(10,8),(10,14),0.108734 # DEPENDENCYPART_SIBL
(10,8),(10,15),0.0493559 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.0195881 # DEPENDENCYPART_SIBL
(10,8),(10,17),0.0810039 # DEPENDENCYPART_SIBL
(10,8),(10,18),0.0139378 # DEPENDENCYPART_SIBL
(10,8),(10,19),-0.196236 # DEPENDENCYPART_SIBL
(10,8),(10,20),-0.0641482 # DEPENDENCYPART_SIBL
(10,8),(10,21),-0.0908876 # DEPENDENCYPART_SIBL
(10,8),(10,22),-0.112666 # DEPENDENCYPART_SIBL
(10,8),(10,23),0.105127 # DEPENDENCYPART_SIBL
(10,8),(10,26),0.0981469 # DEPENDENCYPART_SIBL
(10,8),(10,32),-0.509031 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.014318 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.0471665 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.0628135 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.0456768 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.0418049 # DEPENDENCYPART_SIBL
(10,9),(10,16),0.00842771 # DEPENDENCYPART_SIBL
