# _root_ Texas Air Corp. , which owns Continental , and the Air Transport Association were prominent in the lobbying .
#goldHeads=2,14,2,2,6,2,6,2,2,13,13,13,9,0,14,15,18,16,14,
#predictedHeads=2,14,2,2,6,2,6,2,2,13,13,13,9,0,14,15,18,16,14,
(5,8),(8,7),-0.236185 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.312808 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),-0.274371 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.382469 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.502863 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.560856 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.565159 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.554494 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.442311 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.360171 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),-0.423676 # DEPENDENCYPART_GRANDPAR
(5,9),(9,17),-0.595023 # DEPENDENCYPART_GRANDPAR
(5,9),(9,18),-0.330139 # DEPENDENCYPART_GRANDPAR
(5,9),(9,19),-0.616799 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.308809 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),0.0113956 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.279207 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-1.24538 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,7),-0.0974776 # DEPENDENCYPART_GRANDPAR
(6,1),(1,8),-0.92872 # DEPENDENCYPART_GRANDPAR
(6,1),(1,9),-0.315513 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.338042 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),0.0562221 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.269117 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),-0.136912 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.24561 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),-0.098288 # DEPENDENCYPART_GRANDPAR
(6,2),(2,8),-0.928954 # DEPENDENCYPART_GRANDPAR
(6,2),(2,9),-0.315749 # DEPENDENCYPART_GRANDPAR
(6,2),(2,10),-0.895278 # DEPENDENCYPART_GRANDPAR
(6,2),(2,11),-0.857557 # DEPENDENCYPART_GRANDPAR
(6,2),(2,12),-0.765242 # DEPENDENCYPART_GRANDPAR
(6,2),(2,13),-0.737426 # DEPENDENCYPART_GRANDPAR
(6,2),(2,14),0.0725699 # DEPENDENCYPART_GRANDPAR
(6,2),(2,15),-1.02359 # DEPENDENCYPART_GRANDPAR
(6,2),(2,16),-0.153772 # DEPENDENCYPART_GRANDPAR
(6,2),(2,17),-1.1962 # DEPENDENCYPART_GRANDPAR
(6,2),(2,18),-0.796272 # DEPENDENCYPART_GRANDPAR
(6,2),(2,19),-0.781148 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.530823 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.53114 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.378816 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.149061 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.24539 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.0977865 # DEPENDENCYPART_GRANDPAR
(6,3),(3,8),-0.928727 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-0.31552 # DEPENDENCYPART_GRANDPAR
(6,3),(3,13),-0.737155 # DEPENDENCYPART_GRANDPAR
(6,3),(3,14),0.0735998 # DEPENDENCYPART_GRANDPAR
(6,3),(3,19),-0.779855 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.15781 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,2),-0.51931 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.572204 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.1495 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),0.0643868 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.655384 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.167877 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-1.14662 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-1.12763 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.973509 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-1.29958 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.514953 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.550968 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.0545427 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),0.224921 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),0.00962848 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),0.00904592 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),0.617457 # DEPENDENCYPART_GRANDPAR
(6,7),(7,15),-0.361772 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),0.282613 # DEPENDENCYPART_GRANDPAR
(6,7),(7,17),-0.412086 # DEPENDENCYPART_GRANDPAR
(6,7),(7,18),-0.225675 # DEPENDENCYPART_GRANDPAR
(6,7),(7,19),-0.328529 # DEPENDENCYPART_GRANDPAR
(6,8),(8,7),0.436553 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),0.126024 # DEPENDENCYPART_GRANDPAR
(6,9),(9,7),0.173705 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),-0.565752 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.157555 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.267373 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.163391 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.111989 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),0.751075 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.330784 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),0.175077 # DEPENDENCYPART_GRANDPAR
(6,9),(9,17),-0.458476 # DEPENDENCYPART_GRANDPAR
(6,9),(9,18),-0.255995 # DEPENDENCYPART_GRANDPAR
(6,9),(9,19),-0.453045 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.0709297 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),0.0277263 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.388174 # DEPENDENCYPART_GRANDPAR
(6,12),(12,7),0.774335 # DEPENDENCYPART_GRANDPAR
(6,12),(12,8),0.0804991 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),-0.055921 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),0.03012 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),0.0196661 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),0.614271 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),-0.366736 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),0.283463 # DEPENDENCYPART_GRANDPAR
(6,13),(13,1),-1.14007 # DEPENDENCYPART_GRANDPAR
(6,13),(13,2),-1.12107 # DEPENDENCYPART_GRANDPAR
(6,13),(13,3),-0.966957 # DEPENDENCYPART_GRANDPAR
(6,13),(13,4),-1.29361 # DEPENDENCYPART_GRANDPAR
(6,13),(13,5),-0.507844 # DEPENDENCYPART_GRANDPAR
(6,13),(13,6),-0.529446 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,13),(13,7),0.866093 # DEPENDENCYPART_GRANDPAR
(6,13),(13,8),0.139006 # DEPENDENCYPART_GRANDPAR
(6,13),(13,9),0.405427 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),0.0800419 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),0.126684 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),0.201112 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),0.624309 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),-0.353493 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),0.30961 # DEPENDENCYPART_GRANDPAR
(6,13),(13,17),-0.412174 # DEPENDENCYPART_GRANDPAR
(6,13),(13,18),-0.21646 # DEPENDENCYPART_GRANDPAR
(6,13),(13,19),-0.31542 # DEPENDENCYPART_GRANDPAR
(6,14),(14,1),-0.81739 # DEPENDENCYPART_GRANDPAR
(6,14),(14,2),-0.800299 # DEPENDENCYPART_GRANDPAR
(6,14),(14,3),-0.642157 # DEPENDENCYPART_GRANDPAR
(6,14),(14,4),-0.83163 # DEPENDENCYPART_GRANDPAR
(6,14),(14,5),-0.15075 # DEPENDENCYPART_GRANDPAR
(6,14),(14,6),-0.610767 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,14),(14,7),0.614725 # DEPENDENCYPART_GRANDPAR
(6,14),(14,8),-0.144846 # DEPENDENCYPART_GRANDPAR
(6,14),(14,9),0.302603 # DEPENDENCYPART_GRANDPAR
(6,14),(14,10),-0.377713 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),-0.126719 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),-0.0401776 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),-0.0204381 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),-0.287424 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),0.329168 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),-0.505787 # DEPENDENCYPART_GRANDPAR
(6,14),(14,18),-0.165113 # DEPENDENCYPART_GRANDPAR
(6,14),(14,19),-0.542968 # DEPENDENCYPART_GRANDPAR
(6,15),(15,2),-0.944691 # DEPENDENCYPART_GRANDPAR
(6,15),(15,10),-0.336782 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),-0.15429 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),-0.153295 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),0.167776 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),-0.485247 # DEPENDENCYPART_GRANDPAR
(6,15),(15,18),-0.331429 # DEPENDENCYPART_GRANDPAR
(6,15),(15,19),-0.56124 # DEPENDENCYPART_GRANDPAR
(6,16),(16,13),-0.139573 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),-0.444521 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),-0.512428 # DEPENDENCYPART_GRANDPAR
(6,16),(16,18),-0.235266 # DEPENDENCYPART_GRANDPAR
(6,16),(16,19),-0.575268 # DEPENDENCYPART_GRANDPAR
(6,17),(17,16),0.336509 # DEPENDENCYPART_GRANDPAR
(6,17),(17,18),-0.260574 # DEPENDENCYPART_GRANDPAR
(6,18),(18,2),-0.941217 # DEPENDENCYPART_GRANDPAR
(6,18),(18,5),-0.291896 # DEPENDENCYPART_GRANDPAR
(6,18),(18,6),-0.692618 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,18),(18,13),-0.106032 # DEPENDENCYPART_GRANDPAR
(6,18),(18,15),-0.485225 # DEPENDENCYPART_GRANDPAR
(6,18),(18,16),0.282846 # DEPENDENCYPART_GRANDPAR
(6,18),(18,17),-0.839098 # DEPENDENCYPART_GRANDPAR
(6,18),(18,19),-0.556871 # DEPENDENCYPART_GRANDPAR
(6,19),(19,17),-0.794185 # DEPENDENCYPART_GRANDPAR
(6,19),(19,18),-0.364268 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.247414 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.278983 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),-0.22588 # DEPENDENCYPART_GRANDPAR
(7,1),(1,6),-0.282672 # DEPENDENCYPART_GRANDPAR
(7,1),(1,7),-1.46182 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,1),(1,8),-0.878123 # DEPENDENCYPART_GRANDPAR
(7,1),(1,9),-0.906739 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.411964 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.222873 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-0.209711 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),-0.233612 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),-0.274614 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-1.46204 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,8),-0.878114 # DEPENDENCYPART_GRANDPAR
(7,2),(2,9),-0.906732 # DEPENDENCYPART_GRANDPAR
(7,2),(2,10),-0.670487 # DEPENDENCYPART_GRANDPAR
(7,2),(2,11),-0.695629 # DEPENDENCYPART_GRANDPAR
(7,2),(2,12),-0.683091 # DEPENDENCYPART_GRANDPAR
(7,2),(2,13),-0.660546 # DEPENDENCYPART_GRANDPAR
(7,2),(2,14),-0.816682 # DEPENDENCYPART_GRANDPAR
(7,2),(2,15),-0.697377 # DEPENDENCYPART_GRANDPAR
(7,2),(2,16),-0.810991 # DEPENDENCYPART_GRANDPAR
(7,2),(2,17),-1.11473 # DEPENDENCYPART_GRANDPAR
(7,2),(2,18),-0.626547 # DEPENDENCYPART_GRANDPAR
(7,2),(2,19),-1.26238 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.549354 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.417354 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.343621 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.281217 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),-0.32508 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-1.46234 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,8),-0.878306 # DEPENDENCYPART_GRANDPAR
(7,3),(3,9),-0.906923 # DEPENDENCYPART_GRANDPAR
(7,3),(3,13),-0.660965 # DEPENDENCYPART_GRANDPAR
(7,3),(3,14),-0.816071 # DEPENDENCYPART_GRANDPAR
(7,3),(3,19),-1.2615 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),-0.280018 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.341924 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.154658 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.306273 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.31151 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.650713 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.762469 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.379878 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.224917 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.195147 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.0912738 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.45455 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.30507 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.631286 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.710755 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.538354 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-0.526352 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),-0.503744 # DEPENDENCYPART_GRANDPAR
(7,6),(6,14),-0.737164 # DEPENDENCYPART_GRANDPAR
(7,6),(6,15),-0.5904 # DEPENDENCYPART_GRANDPAR
(7,6),(6,16),-0.793815 # DEPENDENCYPART_GRANDPAR
(7,6),(6,17),-1.01379 # DEPENDENCYPART_GRANDPAR
(7,6),(6,18),-0.547137 # DEPENDENCYPART_GRANDPAR
(7,6),(6,19),-1.20995 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.891284 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.366945 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-1.01956 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),-0.364916 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.227142 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),0.325104 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),0.357672 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),0.475715 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.58379 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.0451351 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.468315 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),-0.67139 # DEPENDENCYPART_GRANDPAR
(7,9),(9,18),-0.199108 # DEPENDENCYPART_GRANDPAR
(7,9),(9,19),-0.749319 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-0.664861 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,8),-0.300048 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),0.0527463 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),0.132698 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),0.113477 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.342015 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.265348 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-0.297561 # DEPENDENCYPART_GRANDPAR
(7,13),(13,1),-1.18356 # DEPENDENCYPART_GRANDPAR
(7,13),(13,2),-1.02865 # DEPENDENCYPART_GRANDPAR
(7,13),(13,3),-0.966555 # DEPENDENCYPART_GRANDPAR
(7,13),(13,4),-0.857593 # DEPENDENCYPART_GRANDPAR
(7,13),(13,5),-0.832911 # DEPENDENCYPART_GRANDPAR
(7,13),(13,6),-0.837752 # DEPENDENCYPART_GRANDPAR
(7,13),(13,7),-0.56792 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,13),(13,8),-0.245885 # DEPENDENCYPART_GRANDPAR
(7,13),(13,9),-0.28611 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),0.210052 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),0.234445 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),0.202286 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.351124 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-0.270552 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-0.288924 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),-0.696733 # DEPENDENCYPART_GRANDPAR
(7,13),(13,18),-0.190796 # DEPENDENCYPART_GRANDPAR
(7,13),(13,19),-0.468994 # DEPENDENCYPART_GRANDPAR
(7,14),(14,1),-1.02768 # DEPENDENCYPART_GRANDPAR
(7,14),(14,2),-0.877334 # DEPENDENCYPART_GRANDPAR
(7,14),(14,3),-0.812575 # DEPENDENCYPART_GRANDPAR
(7,14),(14,4),-0.603649 # DEPENDENCYPART_GRANDPAR
(7,14),(14,5),-0.674369 # DEPENDENCYPART_GRANDPAR
(7,14),(14,6),-0.772237 # DEPENDENCYPART_GRANDPAR
(7,14),(14,7),-0.928012 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,14),(14,8),-0.294362 # DEPENDENCYPART_GRANDPAR
(7,14),(14,9),-0.388497 # DEPENDENCYPART_GRANDPAR
(7,14),(14,10),-0.0874042 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),-0.136331 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),-0.144547 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),-0.118552 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),0.0382977 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),-0.0269153 # DEPENDENCYPART_GRANDPAR
(7,14),(14,17),-0.559626 # DEPENDENCYPART_GRANDPAR
(7,14),(14,18),-0.00809768 # DEPENDENCYPART_GRANDPAR
(7,14),(14,19),-0.686353 # DEPENDENCYPART_GRANDPAR
(7,15),(15,2),-0.895045 # DEPENDENCYPART_GRANDPAR
(7,15),(15,10),0.0114413 # DEPENDENCYPART_GRANDPAR
(7,15),(15,12),-0.103433 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),-0.0959214 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),-0.214342 # DEPENDENCYPART_GRANDPAR
(7,15),(15,17),-0.55446 # DEPENDENCYPART_GRANDPAR
(7,15),(15,18),-0.115861 # DEPENDENCYPART_GRANDPAR
(7,15),(15,19),-0.633455 # DEPENDENCYPART_GRANDPAR
(7,16),(16,13),0.00245034 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),-0.0851741 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),-0.710081 # DEPENDENCYPART_GRANDPAR
(7,16),(16,18),-0.294424 # DEPENDENCYPART_GRANDPAR
(7,16),(16,19),-0.807858 # DEPENDENCYPART_GRANDPAR
(7,17),(17,16),-0.169463 # DEPENDENCYPART_GRANDPAR
(7,17),(17,18),-0.158861 # DEPENDENCYPART_GRANDPAR
(7,18),(18,2),-0.893207 # DEPENDENCYPART_GRANDPAR
(7,18),(18,5),-0.694007 # DEPENDENCYPART_GRANDPAR
(7,18),(18,6),-0.765732 # DEPENDENCYPART_GRANDPAR
(7,18),(18,13),-0.0552885 # DEPENDENCYPART_GRANDPAR
(7,18),(18,15),-0.156601 # DEPENDENCYPART_GRANDPAR
(7,18),(18,16),-0.19463 # DEPENDENCYPART_GRANDPAR
(7,18),(18,17),-0.576497 # DEPENDENCYPART_GRANDPAR
(7,18),(18,19),-0.781128 # DEPENDENCYPART_GRANDPAR
(7,19),(19,17),-0.54236 # DEPENDENCYPART_GRANDPAR
(7,19),(19,18),-0.0586906 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.138339 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.132681 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),0.0187411 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.162712 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),0.236107 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.00529271 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.82608 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.449202 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.833065 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-0.875277 # DEPENDENCYPART_GRANDPAR
(8,7),(7,14),-0.638629 # DEPENDENCYPART_GRANDPAR
(8,7),(7,15),-0.967203 # DEPENDENCYPART_GRANDPAR
(8,7),(7,16),-0.827055 # DEPENDENCYPART_GRANDPAR
(8,7),(7,17),-0.970193 # DEPENDENCYPART_GRANDPAR
(8,7),(7,18),-0.846267 # DEPENDENCYPART_GRANDPAR
(8,7),(7,19),-0.834043 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.501204 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-1.32838 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.335898 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.312349 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.355476 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.359633 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.266181 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.417659 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.435989 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),-0.562319 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),-0.370026 # DEPENDENCYPART_GRANDPAR
(8,9),(9,19),-0.450361 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.0975328 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.0646518 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),0.354022 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.412393 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.0153668 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.00335986 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.15129 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.22554 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,12),-0.55886 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-0.490036 # DEPENDENCYPART_GRANDPAR
(9,7),(7,14),-0.179154 # DEPENDENCYPART_GRANDPAR
(9,7),(7,15),-0.53328 # DEPENDENCYPART_GRANDPAR
(9,7),(7,16),-0.5009 # DEPENDENCYPART_GRANDPAR
(9,7),(7,17),-1.25378 # DEPENDENCYPART_GRANDPAR
(9,7),(7,18),-0.415814 # DEPENDENCYPART_GRANDPAR
(9,7),(7,19),-1.24121 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.029257 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.12834 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),0.421165 # DEPENDENCYPART_GRANDPAR
(9,11),(11,10),0.336305 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),0.119797 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),0.0687975 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-0.622887 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.962291 # DEPENDENCYPART_GRANDPAR
(9,12),(12,10),0.342727 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),0.853522 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),0.193033 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),0.109129 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),0.0869959 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.000102118 # DEPENDENCYPART_GRANDPAR
(9,13),(13,1),-0.786784 # DEPENDENCYPART_GRANDPAR
(9,13),(13,2),-0.726913 # DEPENDENCYPART_GRANDPAR
(9,13),(13,3),-0.663951 # DEPENDENCYPART_GRANDPAR
(9,13),(13,4),-1.10453 # DEPENDENCYPART_GRANDPAR
(9,13),(13,5),-0.364748 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),-0.522767 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),-0.62645 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-0.965264 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-0.470797 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),0.526889 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),1.028 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),0.711719 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),0.0877162 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),0.0688785 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),0.00343589 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.824302 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),-0.0124732 # DEPENDENCYPART_GRANDPAR
