# _root_ The 7 1\/8 % issue of Triborough Bridge and Tunnel Authority of New York , due 2019 , was off 5\/8 at 98 1\/8 bid .
#goldHeads=5,3,5,3,19,5,8,6,8,11,9,8,14,12,5,5,16,5,0,19,20,19,24,25,22,19,
#predictedHeads=5,3,5,3,19,5,8,6,8,11,9,11,14,12,5,5,16,19,0,19,20,19,24,22,24,19,
(5,14),(5,20),-0.0364602 # DEPENDENCYPART_SIBL
(5,14),(5,22),-0.0419132 # DEPENDENCYPART_SIBL
(5,14),(5,25),-0.131079 # DEPENDENCYPART_SIBL
(5,14),(5,26),-0.0672712 # DEPENDENCYPART_SIBL
(5,15),(5,16),0.523287 # DEPENDENCYPART_SIBL
(5,15),(5,18),0.124558 # DEPENDENCYPART_SIBL
(5,15),(5,19),0.517088 # DEPENDENCYPART_SIBL
(5,15),(5,20),0.499597 # DEPENDENCYPART_SIBL
(5,15),(5,22),0.162438 # DEPENDENCYPART_SIBL
(5,15),(5,25),0.705859 # DEPENDENCYPART_SIBL
(5,15),(5,26),0.0011507 # DEPENDENCYPART_SIBL
(5,16),(5,18),0.202733 # DEPENDENCYPART_SIBL
(5,16),(5,19),-0.023169 # DEPENDENCYPART_SIBL
(5,16),(5,20),-0.077244 # DEPENDENCYPART_SIBL
(5,16),(5,22),0.0483644 # DEPENDENCYPART_SIBL
(5,16),(5,25),-0.0342053 # DEPENDENCYPART_SIBL
(5,16),(5,26),0.00829104 # DEPENDENCYPART_SIBL
(5,18),(5,19),0.517088 # DEPENDENCYPART_SIBL
(5,18),(5,20),0.499597 # DEPENDENCYPART_SIBL
(5,18),(5,22),0.162438 # DEPENDENCYPART_SIBL
(5,18),(5,25),0.705859 # DEPENDENCYPART_SIBL
(5,18),(5,26),0.0011507 # DEPENDENCYPART_SIBL
(5,19),(5,20),-0.0992338 # DEPENDENCYPART_SIBL
(5,19),(5,22),-0.0829618 # DEPENDENCYPART_SIBL
(5,19),(5,25),-0.112165 # DEPENDENCYPART_SIBL
(5,19),(5,26),-0.0242072 # DEPENDENCYPART_SIBL
(5,20),(5,22),0.0406682 # DEPENDENCYPART_SIBL
(5,20),(5,25),-0.0204457 # DEPENDENCYPART_SIBL
(5,20),(5,26),0.00891428 # DEPENDENCYPART_SIBL
(5,22),(5,25),0.000370302 # DEPENDENCYPART_SIBL
(5,22),(5,26),0.102199 # DEPENDENCYPART_SIBL
(5,25),(5,26),-0.00559952 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.0268526 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.0272211 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.0470981 # DEPENDENCYPART_SIBL
(6,3),(6,10),-0.0268928 # DEPENDENCYPART_SIBL
(6,3),(6,11),-0.0290806 # DEPENDENCYPART_SIBL
(6,3),(6,14),-0.0530756 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.841044 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.104869 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.840802 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.8304 # DEPENDENCYPART_SIBL
(6,7),(6,14),-0.849555 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.101 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.836808 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.826405 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.845561 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.0401693 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.0404666 # DEPENDENCYPART_SIBL
(6,9),(6,14),7.19553e-05 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.830424 # DEPENDENCYPART_SIBL
(6,10),(6,14),-0.849579 # DEPENDENCYPART_SIBL
(6,11),(6,14),-0.850734 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.0193323 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.0746595 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.0201868 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.044155 # DEPENDENCYPART_SIBL
(7,5),(7,15),-0.0789463 # DEPENDENCYPART_SIBL
(7,5),(7,18),-0.0789463 # DEPENDENCYPART_SIBL
(7,5),(7,26),-0.0799102 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.010431 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0467254 # DEPENDENCYPART_SIBL
(7,8),(7,12),0.0220599 # DEPENDENCYPART_SIBL
(7,8),(7,15),0.0159434 # DEPENDENCYPART_SIBL
(7,8),(7,18),0.0159434 # DEPENDENCYPART_SIBL
(7,8),(7,26),0.00397161 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.00588367 # DEPENDENCYPART_SIBL
(7,9),(7,12),0.081361 # DEPENDENCYPART_SIBL
(7,9),(7,15),-0.0683324 # DEPENDENCYPART_SIBL
(7,9),(7,18),-0.0683324 # DEPENDENCYPART_SIBL
(7,9),(7,26),-0.175504 # DEPENDENCYPART_SIBL
(7,11),(7,12),0.00356893 # DEPENDENCYPART_SIBL
(7,11),(7,15),0.00519305 # DEPENDENCYPART_SIBL
(7,11),(7,18),0.00519305 # DEPENDENCYPART_SIBL
(7,11),(7,26),-0.0067808 # DEPENDENCYPART_SIBL
(7,12),(7,15),0.0107424 # DEPENDENCYPART_SIBL
(7,12),(7,18),0.0107424 # DEPENDENCYPART_SIBL
(7,12),(7,26),-0.020456 # DEPENDENCYPART_SIBL
(7,15),(7,18),0.0761993 # DEPENDENCYPART_SIBL
(7,15),(7,26),0.00426558 # DEPENDENCYPART_SIBL
(7,18),(7,26),0.00426558 # DEPENDENCYPART_SIBL
(8,1),(8,2),0.318369 # DEPENDENCYPART_SIBL
(8,1),(8,3),0.335063 # DEPENDENCYPART_SIBL
(8,1),(8,4),0.278753 # DEPENDENCYPART_SIBL
(8,1),(8,5),0.240376 # DEPENDENCYPART_SIBL
(8,1),(8,6),0.0113263 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.119997 # DEPENDENCYPART_SIBL
(8,1),(8,9),0.0659559 # DEPENDENCYPART_SIBL
(8,1),(8,10),-0.018798 # DEPENDENCYPART_SIBL
(8,1),(8,11),-0.0417847 # DEPENDENCYPART_SIBL
(8,1),(8,12),0.207102 # DEPENDENCYPART_SIBL
(8,1),(8,14),-0.0112442 # DEPENDENCYPART_SIBL
(8,1),(8,15),0.0841986 # DEPENDENCYPART_SIBL
(8,1),(8,17),-0.0115324 # DEPENDENCYPART_SIBL
(8,1),(8,18),0.0841986 # DEPENDENCYPART_SIBL
(8,1),(8,19),0.129806 # DEPENDENCYPART_SIBL
(8,1),(8,26),-0.0615881 # DEPENDENCYPART_SIBL
(8,2),(8,3),0.0571059 # DEPENDENCYPART_SIBL
(8,2),(8,4),0.0230519 # DEPENDENCYPART_SIBL
(8,2),(8,5),0.235278 # DEPENDENCYPART_SIBL
(8,2),(8,6),0.0539136 # DEPENDENCYPART_SIBL
(8,2),(8,7),0.132763 # DEPENDENCYPART_SIBL
(8,2),(8,9),0.164526 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.00890421 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.0220149 # DEPENDENCYPART_SIBL
(8,2),(8,12),-0.0231017 # DEPENDENCYPART_SIBL
(8,2),(8,14),0.0207758 # DEPENDENCYPART_SIBL
(8,2),(8,15),0.0288468 # DEPENDENCYPART_SIBL
(8,2),(8,17),0.0125551 # DEPENDENCYPART_SIBL
(8,2),(8,18),0.0288468 # DEPENDENCYPART_SIBL
(8,2),(8,19),0.0423696 # DEPENDENCYPART_SIBL
(8,2),(8,26),-0.0619979 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.0283993 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.232862 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.0534126 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.133598 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.103838 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.00671325 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.019824 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.00473772 # DEPENDENCYPART_SIBL
(8,3),(8,14),0.0229667 # DEPENDENCYPART_SIBL
(8,3),(8,15),0.0497965 # DEPENDENCYPART_SIBL
(8,3),(8,17),0.0262985 # DEPENDENCYPART_SIBL
(8,3),(8,18),0.0497965 # DEPENDENCYPART_SIBL
(8,3),(8,19),0.0387419 # DEPENDENCYPART_SIBL
(8,3),(8,26),-0.0600238 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.136233 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.0365682 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.0569075 # DEPENDENCYPART_SIBL
(8,4),(8,9),0.131275 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.0515937 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.0581818 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.0107324 # DEPENDENCYPART_SIBL
(8,4),(8,14),-0.0349161 # DEPENDENCYPART_SIBL
(8,4),(8,15),0.0158547 # DEPENDENCYPART_SIBL
(8,4),(8,17),-0.131425 # DEPENDENCYPART_SIBL
(8,4),(8,18),0.0158547 # DEPENDENCYPART_SIBL
(8,4),(8,19),0.0276986 # DEPENDENCYPART_SIBL
(8,4),(8,26),-0.120374 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.0855521 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.131809 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.105674 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.017122 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.02371 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.042334 # DEPENDENCYPART_SIBL
(8,5),(8,14),-7.94477e-05 # DEPENDENCYPART_SIBL
(8,5),(8,15),-0.0452365 # DEPENDENCYPART_SIBL
(8,5),(8,17),-0.103504 # DEPENDENCYPART_SIBL
(8,5),(8,18),-0.0452365 # DEPENDENCYPART_SIBL
(8,5),(8,19),0.027746 # DEPENDENCYPART_SIBL
(8,5),(8,26),-0.0801317 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.00974969 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0319649 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0766177 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.0926544 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.0112887 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.0491427 # DEPENDENCYPART_SIBL
(8,6),(8,15),-0.0343291 # DEPENDENCYPART_SIBL
(8,6),(8,17),0.0501396 # DEPENDENCYPART_SIBL
(8,6),(8,18),-0.0343291 # DEPENDENCYPART_SIBL
(8,6),(8,19),-0.0245626 # DEPENDENCYPART_SIBL
(8,6),(8,26),-0.0513913 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.141179 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0338817 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.00241663 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.0594852 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.102655 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.143729 # DEPENDENCYPART_SIBL
(8,7),(8,17),0.0206556 # DEPENDENCYPART_SIBL
(8,7),(8,18),0.143729 # DEPENDENCYPART_SIBL
(8,7),(8,19),0.0579388 # DEPENDENCYPART_SIBL
(8,7),(8,26),0.0595483 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.000137739 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.000440699 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.0781606 # DEPENDENCYPART_SIBL
(8,9),(8,14),0.155871 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.038464 # DEPENDENCYPART_SIBL
(8,9),(8,17),-0.0596673 # DEPENDENCYPART_SIBL
(8,9),(8,18),-0.038464 # DEPENDENCYPART_SIBL
(8,9),(8,19),0.0454143 # DEPENDENCYPART_SIBL
(8,9),(8,26),-0.169898 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0468139 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.0184541 # DEPENDENCYPART_SIBL
(8,10),(8,14),0.0100638 # DEPENDENCYPART_SIBL
(8,10),(8,15),0.0326519 # DEPENDENCYPART_SIBL
(8,10),(8,17),-0.0145475 # DEPENDENCYPART_SIBL
(8,10),(8,18),0.0326519 # DEPENDENCYPART_SIBL
(8,10),(8,19),-0.0894311 # DEPENDENCYPART_SIBL
(8,10),(8,26),0.0052946 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.00558709 # DEPENDENCYPART_SIBL
(8,11),(8,14),0.00548361 # DEPENDENCYPART_SIBL
(8,11),(8,15),0.0315537 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.0193162 # DEPENDENCYPART_SIBL
(8,11),(8,18),0.0315537 # DEPENDENCYPART_SIBL
(8,11),(8,19),-0.0963436 # DEPENDENCYPART_SIBL
(8,11),(8,26),-0.00713117 # DEPENDENCYPART_SIBL
(8,12),(8,14),0.113026 # DEPENDENCYPART_SIBL
(8,12),(8,15),0.0368126 # DEPENDENCYPART_SIBL
(8,12),(8,17),0.0676126 # DEPENDENCYPART_SIBL
(8,12),(8,18),0.0368126 # DEPENDENCYPART_SIBL
(8,12),(8,19),-0.0590592 # DEPENDENCYPART_SIBL
(8,12),(8,26),-0.0211879 # DEPENDENCYPART_SIBL
(8,14),(8,15),0.188337 # DEPENDENCYPART_SIBL
(8,14),(8,17),0.00741019 # DEPENDENCYPART_SIBL
(8,14),(8,18),0.188337 # DEPENDENCYPART_SIBL
(8,14),(8,19),-0.068278 # DEPENDENCYPART_SIBL
(8,14),(8,26),0.0035985 # DEPENDENCYPART_SIBL
(8,15),(8,17),0.600975 # DEPENDENCYPART_SIBL
(8,15),(8,18),0.129184 # DEPENDENCYPART_SIBL
(8,15),(8,19),0.478608 # DEPENDENCYPART_SIBL
(8,15),(8,26),0.0137228 # DEPENDENCYPART_SIBL
(8,17),(8,18),0.182024 # DEPENDENCYPART_SIBL
(8,17),(8,19),-0.0146995 # DEPENDENCYPART_SIBL
(8,17),(8,26),-0.0508926 # DEPENDENCYPART_SIBL
(8,18),(8,19),0.478608 # DEPENDENCYPART_SIBL
(8,18),(8,26),0.0137228 # DEPENDENCYPART_SIBL
(8,19),(8,26),0.0136678 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.515573 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0888668 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.529028 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.533595 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.280155 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.305059 # DEPENDENCYPART_SIBL
(9,10),(9,19),-0.79807 # DEPENDENCYPART_SIBL
(9,10),(9,25),-0.464851 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.108324 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.529041 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.533609 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.276203 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.305072 # DEPENDENCYPART_SIBL
(9,11),(9,19),-0.800415 # DEPENDENCYPART_SIBL
(9,11),(9,25),-0.469156 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.180097 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.173973 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.0591517 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.0729262 # DEPENDENCYPART_SIBL
(9,12),(9,19),-0.720435 # DEPENDENCYPART_SIBL
(9,12),(9,25),-0.156739 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.546374 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.306802 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.30783 # DEPENDENCYPART_SIBL
(9,13),(9,19),-0.800616 # DEPENDENCYPART_SIBL
(9,13),(9,25),-0.472339 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.219989 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.305275 # DEPENDENCYPART_SIBL
(9,14),(9,19),-0.799101 # DEPENDENCYPART_SIBL
(9,14),(9,25),-0.470797 # DEPENDENCYPART_SIBL
(9,15),(9,16),0.13812 # DEPENDENCYPART_SIBL
(9,15),(9,19),0.0089711 # DEPENDENCYPART_SIBL
(9,15),(9,25),0.175352 # DEPENDENCYPART_SIBL
(9,16),(9,19),-0.825219 # DEPENDENCYPART_SIBL
(9,16),(9,25),-0.611944 # DEPENDENCYPART_SIBL
(9,19),(9,25),-0.566302 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.00319646 # DEPENDENCYPART_SIBL
(10,11),(10,14),0.00599333 # DEPENDENCYPART_SIBL
(10,11),(10,18),0.00415965 # DEPENDENCYPART_SIBL
(10,12),(10,14),0.113262 # DEPENDENCYPART_SIBL
(10,12),(10,18),0.00789952 # DEPENDENCYPART_SIBL
(10,14),(10,18),0.160943 # DEPENDENCYPART_SIBL
(11,1),(11,2),0.293145 # DEPENDENCYPART_SIBL
(11,1),(11,3),0.309839 # DEPENDENCYPART_SIBL
(11,1),(11,4),0.2519 # DEPENDENCYPART_SIBL
(11,1),(11,5),0.213524 # DEPENDENCYPART_SIBL
(11,1),(11,7),0.116194 # DEPENDENCYPART_SIBL
(11,1),(11,8),0.112709 # DEPENDENCYPART_SIBL
(11,1),(11,9),-0.0673028 # DEPENDENCYPART_SIBL
(11,1),(11,10),0.118725 # DEPENDENCYPART_SIBL
(11,1),(11,12),0.213614 # DEPENDENCYPART_SIBL
(11,1),(11,13),-0.0209592 # DEPENDENCYPART_SIBL
(11,1),(11,14),0.0143284 # DEPENDENCYPART_SIBL
(11,1),(11,15),0.03061 # DEPENDENCYPART_SIBL
(11,1),(11,16),0.120199 # DEPENDENCYPART_SIBL
(11,1),(11,17),0.00652361 # DEPENDENCYPART_SIBL
(11,1),(11,18),0.03061 # DEPENDENCYPART_SIBL
(11,1),(11,19),0.173263 # DEPENDENCYPART_SIBL
(11,1),(11,20),0.0422656 # DEPENDENCYPART_SIBL
(11,1),(11,21),0.007498 # DEPENDENCYPART_SIBL
(11,1),(11,22),0.179813 # DEPENDENCYPART_SIBL
(11,1),(11,24),0.00689874 # DEPENDENCYPART_SIBL
(11,1),(11,26),-0.0232794 # DEPENDENCYPART_SIBL
(11,2),(11,3),0.0572026 # DEPENDENCYPART_SIBL
(11,2),(11,4),0.0213192 # DEPENDENCYPART_SIBL
(11,2),(11,5),0.233545 # DEPENDENCYPART_SIBL
(11,2),(11,7),0.147248 # DEPENDENCYPART_SIBL
(11,2),(11,8),0.148082 # DEPENDENCYPART_SIBL
(11,2),(11,9),0.125612 # DEPENDENCYPART_SIBL
(11,2),(11,10),0.147248 # DEPENDENCYPART_SIBL
(11,2),(11,12),-0.0453161 # DEPENDENCYPART_SIBL
(11,2),(11,13),-0.0272088 # DEPENDENCYPART_SIBL
(11,2),(11,14),0.0247348 # DEPENDENCYPART_SIBL
(11,2),(11,15),-0.0222272 # DEPENDENCYPART_SIBL
(11,2),(11,16),-0.0104666 # DEPENDENCYPART_SIBL
(11,2),(11,17),0.0100969 # DEPENDENCYPART_SIBL
(11,2),(11,18),-0.0222272 # DEPENDENCYPART_SIBL
(11,2),(11,19),0.0547297 # DEPENDENCYPART_SIBL
(11,2),(11,20),0.0333182 # DEPENDENCYPART_SIBL
(11,2),(11,21),0.00901925 # DEPENDENCYPART_SIBL
(11,2),(11,22),0.0531156 # DEPENDENCYPART_SIBL
(11,2),(11,24),0.0104963 # DEPENDENCYPART_SIBL
(11,2),(11,26),-0.0442034 # DEPENDENCYPART_SIBL
(11,3),(11,4),0.0266666 # DEPENDENCYPART_SIBL
(11,3),(11,5),0.231129 # DEPENDENCYPART_SIBL
(11,3),(11,7),0.148083 # DEPENDENCYPART_SIBL
(11,3),(11,8),0.148917 # DEPENDENCYPART_SIBL
(11,3),(11,9),0.126651 # DEPENDENCYPART_SIBL
(11,3),(11,10),0.148083 # DEPENDENCYPART_SIBL
(11,3),(11,12),-0.0269521 # DEPENDENCYPART_SIBL
(11,3),(11,13),-0.0250178 # DEPENDENCYPART_SIBL
(11,3),(11,14),0.0269258 # DEPENDENCYPART_SIBL
(11,3),(11,15),-0.00127752 # DEPENDENCYPART_SIBL
(11,3),(11,16),0.0216135 # DEPENDENCYPART_SIBL
(11,3),(11,17),0.0238404 # DEPENDENCYPART_SIBL
(11,3),(11,18),-0.00127752 # DEPENDENCYPART_SIBL
(11,3),(11,19),0.051102 # DEPENDENCYPART_SIBL
(11,3),(11,20),0.0509911 # DEPENDENCYPART_SIBL
(11,3),(11,21),0.0227832 # DEPENDENCYPART_SIBL
(11,3),(11,22),0.0690467 # DEPENDENCYPART_SIBL
(11,3),(11,24),0.0234105 # DEPENDENCYPART_SIBL
(11,3),(11,26),-0.0422293 # DEPENDENCYPART_SIBL
(11,4),(11,5),0.134034 # DEPENDENCYPART_SIBL
(11,4),(11,7),0.0716547 # DEPENDENCYPART_SIBL
(11,4),(11,8),0.0751311 # DEPENDENCYPART_SIBL
(11,4),(11,9),0.0248854 # DEPENDENCYPART_SIBL
(11,4),(11,10),0.0716547 # DEPENDENCYPART_SIBL
(11,4),(11,12),-0.0469992 # DEPENDENCYPART_SIBL
(11,4),(11,13),-0.079193 # DEPENDENCYPART_SIBL
(11,4),(11,14),-0.0396221 # DEPENDENCYPART_SIBL
(11,4),(11,15),-0.0494518 # DEPENDENCYPART_SIBL
(11,4),(11,16),-0.0832419 # DEPENDENCYPART_SIBL
(11,4),(11,17),-0.142568 # DEPENDENCYPART_SIBL
(11,4),(11,18),-0.0494518 # DEPENDENCYPART_SIBL
(11,4),(11,19),0.0313884 # DEPENDENCYPART_SIBL
(11,4),(11,20),-0.0182525 # DEPENDENCYPART_SIBL
(11,4),(11,21),-0.14467 # DEPENDENCYPART_SIBL
(11,4),(11,22),0.0248092 # DEPENDENCYPART_SIBL
(11,4),(11,24),-0.135301 # DEPENDENCYPART_SIBL
(11,4),(11,26),-0.111265 # DEPENDENCYPART_SIBL
(11,5),(11,7),0.146557 # DEPENDENCYPART_SIBL
(11,5),(11,8),0.150033 # DEPENDENCYPART_SIBL
(11,5),(11,9),0.0197384 # DEPENDENCYPART_SIBL
(11,5),(11,10),0.146557 # DEPENDENCYPART_SIBL
(11,5),(11,12),-0.0786008 # DEPENDENCYPART_SIBL
(11,5),(11,13),-0.0447213 # DEPENDENCYPART_SIBL
(11,5),(11,14),-0.00478546 # DEPENDENCYPART_SIBL
(11,5),(11,15),-0.110543 # DEPENDENCYPART_SIBL
(11,5),(11,16),-0.0486552 # DEPENDENCYPART_SIBL
(11,5),(11,17),-0.114648 # DEPENDENCYPART_SIBL
(11,5),(11,18),-0.110543 # DEPENDENCYPART_SIBL
(11,5),(11,19),0.0314358 # DEPENDENCYPART_SIBL
(11,5),(11,20),0.022436 # DEPENDENCYPART_SIBL
(11,5),(11,21),-0.119201 # DEPENDENCYPART_SIBL
(11,5),(11,22),0.0265512 # DEPENDENCYPART_SIBL
(11,5),(11,24),-0.105986 # DEPENDENCYPART_SIBL
(11,5),(11,26),-0.0710223 # DEPENDENCYPART_SIBL
(11,7),(11,8),0.119333 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.0198171 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.120887 # DEPENDENCYPART_SIBL
(11,7),(11,12),0.0555318 # DEPENDENCYPART_SIBL
(11,7),(11,13),0.0133027 # DEPENDENCYPART_SIBL
(11,7),(11,14),0.131476 # DEPENDENCYPART_SIBL
(11,7),(11,15),0.105613 # DEPENDENCYPART_SIBL
(11,7),(11,16),0.0422058 # DEPENDENCYPART_SIBL
(11,7),(11,17),0.0379683 # DEPENDENCYPART_SIBL
(11,7),(11,18),0.105613 # DEPENDENCYPART_SIBL
(11,7),(11,19),0.0991231 # DEPENDENCYPART_SIBL
(11,7),(11,20),0.019698 # DEPENDENCYPART_SIBL
(11,7),(11,21),0.040614 # DEPENDENCYPART_SIBL
(11,7),(11,22),0.109078 # DEPENDENCYPART_SIBL
(11,7),(11,24),0.0402084 # DEPENDENCYPART_SIBL
(11,7),(11,26),0.118647 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.0177233 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.116304 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.04322 # DEPENDENCYPART_SIBL
(11,8),(11,13),0.0161413 # DEPENDENCYPART_SIBL
(11,8),(11,14),0.134315 # DEPENDENCYPART_SIBL
(11,8),(11,15),0.158246 # DEPENDENCYPART_SIBL
(11,8),(11,16),0.0485842 # DEPENDENCYPART_SIBL
(11,8),(11,17),0.0422699 # DEPENDENCYPART_SIBL
(11,8),(11,18),0.158246 # DEPENDENCYPART_SIBL
(11,8),(11,19),0.103156 # DEPENDENCYPART_SIBL
(11,8),(11,20),0.0244839 # DEPENDENCYPART_SIBL
(11,8),(11,21),0.0449156 # DEPENDENCYPART_SIBL
(11,8),(11,22),0.0969789 # DEPENDENCYPART_SIBL
(11,8),(11,24),0.04451 # DEPENDENCYPART_SIBL
(11,8),(11,26),0.138805 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.0350579 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.0661048 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.0920564 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.0503145 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.0890137 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.00298041 # DEPENDENCYPART_SIBL
(11,9),(11,17),-0.0714021 # DEPENDENCYPART_SIBL
(11,9),(11,18),-0.0890137 # DEPENDENCYPART_SIBL
(11,9),(11,19),0.012199 # DEPENDENCYPART_SIBL
(11,9),(11,20),-0.000722175 # DEPENDENCYPART_SIBL
(11,9),(11,21),-0.069937 # DEPENDENCYPART_SIBL
(11,9),(11,22),-0.0084859 # DEPENDENCYPART_SIBL
(11,9),(11,24),-0.070587 # DEPENDENCYPART_SIBL
(11,9),(11,26),0.00853202 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.0554765 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.0133027 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.131476 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.105613 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.0422058 # DEPENDENCYPART_SIBL
(11,10),(11,17),0.0379676 # DEPENDENCYPART_SIBL
(11,10),(11,18),0.105613 # DEPENDENCYPART_SIBL
(11,10),(11,19),0.0991231 # DEPENDENCYPART_SIBL
(11,10),(11,20),0.019698 # DEPENDENCYPART_SIBL
(11,10),(11,21),0.0406134 # DEPENDENCYPART_SIBL
(11,10),(11,22),0.109039 # DEPENDENCYPART_SIBL
(11,10),(11,24),0.0402078 # DEPENDENCYPART_SIBL
(11,10),(11,26),0.120259 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.0229624 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.0968644 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.0700763 # DEPENDENCYPART_SIBL
(11,12),(11,16),0.0999186 # DEPENDENCYPART_SIBL
(11,12),(11,17),0.0497444 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.0700763 # DEPENDENCYPART_SIBL
