# _root_ Besides spurring Barry Wright 's sales , which were $ 201.7 million in 1988 , Mr. Sim must pare its costs and product line .
#goldHeads=18,1,4,6,4,2,6,9,6,9,10,10,9,13,6,17,18,0,18,21,19,21,24,22,18,
#predictedHeads=18,1,4,6,4,2,6,9,6,9,10,10,10,13,18,17,18,0,18,21,19,21,24,22,18,
(2,1),(1,6),-0.483406 # DEPENDENCYPART_GRANDPAR
(2,1),(1,7),-0.455874 # DEPENDENCYPART_GRANDPAR
(2,1),(1,8),-0.693434 # DEPENDENCYPART_GRANDPAR
(2,1),(1,9),-0.345762 # DEPENDENCYPART_GRANDPAR
(2,1),(1,18),-0.60795 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.517459 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.695605 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),0.65677 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.943305 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),0.115732 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),0.187619 # DEPENDENCYPART_GRANDPAR
(2,3),(3,15),0.0100738 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.517459 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.690383 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.948615 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.945144 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),0.0850342 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),0.103837 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.470843 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),0.190991 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),0.0919958 # DEPENDENCYPART_GRANDPAR
(2,4),(4,15),-0.00182124 # DEPENDENCYPART_GRANDPAR
(2,4),(4,25),-0.634373 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.0646976 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-0.462418 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.741778 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),0.758526 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),0.561314 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),-0.332329 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.0143498 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.470739 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),0.236079 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),0.0804789 # DEPENDENCYPART_GRANDPAR
(2,6),(6,13),-0.278417 # DEPENDENCYPART_GRANDPAR
(2,6),(6,15),-0.120008 # DEPENDENCYPART_GRANDPAR
(2,6),(6,18),-0.117884 # DEPENDENCYPART_GRANDPAR
(2,6),(6,21),-0.56035 # DEPENDENCYPART_GRANDPAR
(2,6),(6,22),-0.0354532 # DEPENDENCYPART_GRANDPAR
(2,6),(6,24),-0.452309 # DEPENDENCYPART_GRANDPAR
(2,6),(6,25),-0.794373 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),-0.0258277 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),-0.0626103 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),0.148075 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),0.0245085 # DEPENDENCYPART_GRANDPAR
(2,9),(9,1),-0.504929 # DEPENDENCYPART_GRANDPAR
(2,9),(9,2),-0.840068 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,9),(9,4),0.371177 # DEPENDENCYPART_GRANDPAR
(2,9),(9,6),-0.0104831 # DEPENDENCYPART_GRANDPAR
(2,9),(9,7),-0.238447 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),-0.126005 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),0.00242991 # DEPENDENCYPART_GRANDPAR
(2,9),(9,11),-0.288763 # DEPENDENCYPART_GRANDPAR
(2,9),(9,12),-0.256048 # DEPENDENCYPART_GRANDPAR
(2,9),(9,13),-0.0970671 # DEPENDENCYPART_GRANDPAR
(2,9),(9,14),-0.213605 # DEPENDENCYPART_GRANDPAR
(2,9),(9,15),-0.212887 # DEPENDENCYPART_GRANDPAR
(2,9),(9,16),-0.450412 # DEPENDENCYPART_GRANDPAR
(2,9),(9,17),-0.221386 # DEPENDENCYPART_GRANDPAR
(2,9),(9,18),-0.191377 # DEPENDENCYPART_GRANDPAR
(2,9),(9,19),-0.00618981 # DEPENDENCYPART_GRANDPAR
(2,9),(9,21),-0.596652 # DEPENDENCYPART_GRANDPAR
(2,9),(9,22),0.0528517 # DEPENDENCYPART_GRANDPAR
(2,9),(9,24),-0.496161 # DEPENDENCYPART_GRANDPAR
(2,9),(9,25),-0.844503 # DEPENDENCYPART_GRANDPAR
(2,10),(10,1),-0.493284 # DEPENDENCYPART_GRANDPAR
(2,10),(10,6),-0.00436952 # DEPENDENCYPART_GRANDPAR
(2,10),(10,7),-0.0370924 # DEPENDENCYPART_GRANDPAR
(2,10),(10,8),-0.26448 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),0.225334 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),-0.134708 # DEPENDENCYPART_GRANDPAR
(2,10),(10,12),-0.00668289 # DEPENDENCYPART_GRANDPAR
(2,10),(10,13),0.00423499 # DEPENDENCYPART_GRANDPAR
(2,10),(10,14),-0.0709602 # DEPENDENCYPART_GRANDPAR
(2,10),(10,15),-0.0435351 # DEPENDENCYPART_GRANDPAR
(2,10),(10,16),-0.382668 # DEPENDENCYPART_GRANDPAR
(2,10),(10,17),-0.179127 # DEPENDENCYPART_GRANDPAR
(2,10),(10,18),-0.150329 # DEPENDENCYPART_GRANDPAR
(2,10),(10,19),0.0516642 # DEPENDENCYPART_GRANDPAR
(2,10),(10,21),-0.56993 # DEPENDENCYPART_GRANDPAR
(2,10),(10,22),0.0415349 # DEPENDENCYPART_GRANDPAR
(2,10),(10,24),-0.482369 # DEPENDENCYPART_GRANDPAR
(2,10),(10,25),-0.693728 # DEPENDENCYPART_GRANDPAR
(2,13),(13,10),0.0869214 # DEPENDENCYPART_GRANDPAR
(2,13),(13,12),-0.266633 # DEPENDENCYPART_GRANDPAR
(2,13),(13,14),0.102959 # DEPENDENCYPART_GRANDPAR
(2,13),(13,15),-0.160794 # DEPENDENCYPART_GRANDPAR
(2,13),(13,16),-0.271855 # DEPENDENCYPART_GRANDPAR
(2,13),(13,17),-0.0241188 # DEPENDENCYPART_GRANDPAR
(2,13),(13,18),-0.320791 # DEPENDENCYPART_GRANDPAR
(2,13),(13,19),-0.0171576 # DEPENDENCYPART_GRANDPAR
(2,13),(13,21),-0.549916 # DEPENDENCYPART_GRANDPAR
(2,13),(13,22),-0.0254533 # DEPENDENCYPART_GRANDPAR
(2,13),(13,25),-0.833765 # DEPENDENCYPART_GRANDPAR
(2,17),(17,10),0.16118 # DEPENDENCYPART_GRANDPAR
(2,17),(17,13),-0.061236 # DEPENDENCYPART_GRANDPAR
(2,17),(17,14),-0.113689 # DEPENDENCYPART_GRANDPAR
(2,17),(17,15),-0.0207469 # DEPENDENCYPART_GRANDPAR
(2,17),(17,16),-0.228074 # DEPENDENCYPART_GRANDPAR
(2,17),(17,18),-0.111959 # DEPENDENCYPART_GRANDPAR
(2,17),(17,19),0.00217697 # DEPENDENCYPART_GRANDPAR
(2,17),(17,21),-0.557298 # DEPENDENCYPART_GRANDPAR
(2,17),(17,24),-0.382902 # DEPENDENCYPART_GRANDPAR
(2,18),(18,1),-0.533727 # DEPENDENCYPART_GRANDPAR
(2,18),(18,2),-0.815597 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,18),(18,4),0.444433 # DEPENDENCYPART_GRANDPAR
(2,18),(18,6),-0.0413247 # DEPENDENCYPART_GRANDPAR
(2,18),(18,7),-0.151263 # DEPENDENCYPART_GRANDPAR
(2,18),(18,8),-0.200649 # DEPENDENCYPART_GRANDPAR
(2,18),(18,9),0.0747648 # DEPENDENCYPART_GRANDPAR
(2,18),(18,10),0.0354253 # DEPENDENCYPART_GRANDPAR
(2,18),(18,12),-0.298133 # DEPENDENCYPART_GRANDPAR
(2,18),(18,13),-0.12796 # DEPENDENCYPART_GRANDPAR
(2,18),(18,14),-0.257196 # DEPENDENCYPART_GRANDPAR
(2,18),(18,15),-0.256922 # DEPENDENCYPART_GRANDPAR
(2,18),(18,16),-0.497922 # DEPENDENCYPART_GRANDPAR
(2,18),(18,17),-0.281901 # DEPENDENCYPART_GRANDPAR
(2,18),(18,19),0.162676 # DEPENDENCYPART_GRANDPAR
(2,18),(18,20),-0.596531 # DEPENDENCYPART_GRANDPAR
(2,18),(18,21),-0.620983 # DEPENDENCYPART_GRANDPAR
(2,18),(18,22),0.0996904 # DEPENDENCYPART_GRANDPAR
(2,18),(18,23),-0.6308 # DEPENDENCYPART_GRANDPAR
(2,18),(18,24),-0.536491 # DEPENDENCYPART_GRANDPAR
(2,18),(18,25),-0.776367 # DEPENDENCYPART_GRANDPAR
(2,21),(21,14),-0.0941542 # DEPENDENCYPART_GRANDPAR
(2,21),(21,16),-0.448829 # DEPENDENCYPART_GRANDPAR
(2,21),(21,17),-0.195831 # DEPENDENCYPART_GRANDPAR
(2,21),(21,20),-0.34385 # DEPENDENCYPART_GRANDPAR
(2,21),(21,22),-0.0454787 # DEPENDENCYPART_GRANDPAR
(2,21),(21,23),-0.547693 # DEPENDENCYPART_GRANDPAR
(2,21),(21,24),-0.456262 # DEPENDENCYPART_GRANDPAR
(2,21),(21,25),-0.742269 # DEPENDENCYPART_GRANDPAR
(2,22),(22,21),-0.780553 # DEPENDENCYPART_GRANDPAR
(2,22),(22,23),-0.659418 # DEPENDENCYPART_GRANDPAR
(2,22),(22,24),-0.597028 # DEPENDENCYPART_GRANDPAR
(2,24),(24,2),-0.701658 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,24),(24,4),0.567594 # DEPENDENCYPART_GRANDPAR
(2,24),(24,10),0.122522 # DEPENDENCYPART_GRANDPAR
(2,24),(24,14),-0.163956 # DEPENDENCYPART_GRANDPAR
(2,24),(24,16),-0.411916 # DEPENDENCYPART_GRANDPAR
(2,24),(24,17),-0.170887 # DEPENDENCYPART_GRANDPAR
(2,24),(24,20),-0.378337 # DEPENDENCYPART_GRANDPAR
(2,24),(24,21),-0.608295 # DEPENDENCYPART_GRANDPAR
(2,24),(24,22),0.37928 # DEPENDENCYPART_GRANDPAR
(2,24),(24,23),-0.554945 # DEPENDENCYPART_GRANDPAR
(2,24),(24,25),-0.696163 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.282199 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.68447 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-0.436671 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-0.768136 # DEPENDENCYPART_GRANDPAR
(3,1),(1,7),-0.828099 # DEPENDENCYPART_GRANDPAR
(3,1),(1,8),-0.546672 # DEPENDENCYPART_GRANDPAR
(3,1),(1,9),-1.13667 # DEPENDENCYPART_GRANDPAR
(3,1),(1,18),-1.29706 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.453438 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.67224 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.424442 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-1.4253 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.724614 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.833318 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-0.595426 # DEPENDENCYPART_GRANDPAR
(3,2),(2,9),-1.08806 # DEPENDENCYPART_GRANDPAR
(3,2),(2,10),-0.955555 # DEPENDENCYPART_GRANDPAR
(3,2),(2,13),-0.842192 # DEPENDENCYPART_GRANDPAR
(3,2),(2,15),-1.00018 # DEPENDENCYPART_GRANDPAR
(3,2),(2,17),-1.06861 # DEPENDENCYPART_GRANDPAR
(3,2),(2,18),-1.27723 # DEPENDENCYPART_GRANDPAR
(3,2),(2,21),-1.14168 # DEPENDENCYPART_GRANDPAR
(3,2),(2,22),-1.32559 # DEPENDENCYPART_GRANDPAR
(3,2),(2,24),-1.37367 # DEPENDENCYPART_GRANDPAR
(3,2),(2,25),-1.92543 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.982731 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.95433 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.963069 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-1.07583 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.221005 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.119138 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.409763 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.65661 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),-0.457197 # DEPENDENCYPART_GRANDPAR
(3,4),(4,15),-0.285999 # DEPENDENCYPART_GRANDPAR
(3,4),(4,25),-1.18331 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.374135 # DEPENDENCYPART_GRANDPAR
(3,9),(9,1),-0.896426 # DEPENDENCYPART_GRANDPAR
(3,9),(9,2),-0.874948 # DEPENDENCYPART_GRANDPAR
(3,9),(9,4),-0.0231909 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),-0.142128 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),-0.455071 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),0.423475 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.362643 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),-0.623283 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),-0.516939 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),-0.142963 # DEPENDENCYPART_GRANDPAR
(3,9),(9,14),-0.774475 # DEPENDENCYPART_GRANDPAR
(3,9),(9,15),-0.485142 # DEPENDENCYPART_GRANDPAR
(3,9),(9,16),-0.633469 # DEPENDENCYPART_GRANDPAR
(3,9),(9,17),-0.394765 # DEPENDENCYPART_GRANDPAR
(3,9),(9,18),-0.733745 # DEPENDENCYPART_GRANDPAR
(3,9),(9,19),-0.766134 # DEPENDENCYPART_GRANDPAR
(3,9),(9,21),-0.555444 # DEPENDENCYPART_GRANDPAR
(3,9),(9,22),-0.720621 # DEPENDENCYPART_GRANDPAR
(3,9),(9,24),-0.717276 # DEPENDENCYPART_GRANDPAR
(3,9),(9,25),-1.43396 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.332558 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.47479 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.27496 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,6),-0.609388 # DEPENDENCYPART_GRANDPAR
(4,1),(1,7),-0.679992 # DEPENDENCYPART_GRANDPAR
(4,1),(1,8),-0.47722 # DEPENDENCYPART_GRANDPAR
(4,1),(1,9),-1.00787 # DEPENDENCYPART_GRANDPAR
(4,1),(1,18),-1.03493 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.292568 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.479891 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.26273 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-1.00142 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.565866 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.685211 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-0.525974 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-0.959261 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-0.796977 # DEPENDENCYPART_GRANDPAR
(4,2),(2,13),-0.712095 # DEPENDENCYPART_GRANDPAR
(4,2),(2,15),-0.880111 # DEPENDENCYPART_GRANDPAR
(4,2),(2,17),-0.880688 # DEPENDENCYPART_GRANDPAR
(4,2),(2,18),-1.0151 # DEPENDENCYPART_GRANDPAR
(4,2),(2,21),-0.967979 # DEPENDENCYPART_GRANDPAR
(4,2),(2,22),-1.1277 # DEPENDENCYPART_GRANDPAR
(4,2),(2,24),-1.1669 # DEPENDENCYPART_GRANDPAR
(4,2),(2,25),-1.64827 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.368819 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.551047 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.3975 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-1.07762 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.893836 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-1.04151 # DEPENDENCYPART_GRANDPAR
(4,3),(3,15),-1.08874 # DEPENDENCYPART_GRANDPAR
(4,5),(5,6),-0.215388 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.661054 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.872955 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.973774 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.777244 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),-0.0586269 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),0.0129192 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.204444 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.41628 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.07825 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-0.164551 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.181981 # DEPENDENCYPART_GRANDPAR
(4,6),(6,18),-0.46419 # DEPENDENCYPART_GRANDPAR
(4,6),(6,21),-0.389374 # DEPENDENCYPART_GRANDPAR
(4,6),(6,22),-0.384696 # DEPENDENCYPART_GRANDPAR
(4,6),(6,24),-0.584087 # DEPENDENCYPART_GRANDPAR
(4,6),(6,25),-1.03111 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),-0.0415144 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.235814 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.548139 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.340328 # DEPENDENCYPART_GRANDPAR
(4,9),(9,1),-0.735569 # DEPENDENCYPART_GRANDPAR
(4,9),(9,2),-0.92531 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-0.857396 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,6),0.0200178 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),-0.304995 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),0.496341 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.187162 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.341993 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.224783 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),0.00404884 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.455752 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),-0.362402 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),-0.437972 # DEPENDENCYPART_GRANDPAR
(4,9),(9,17),-0.205477 # DEPENDENCYPART_GRANDPAR
(4,9),(9,18),-0.454708 # DEPENDENCYPART_GRANDPAR
(4,9),(9,19),-0.53778 # DEPENDENCYPART_GRANDPAR
(4,9),(9,21),-0.364842 # DEPENDENCYPART_GRANDPAR
(4,9),(9,22),-0.506296 # DEPENDENCYPART_GRANDPAR
(4,9),(9,24),-0.495073 # DEPENDENCYPART_GRANDPAR
(4,9),(9,25),-1.13196 # DEPENDENCYPART_GRANDPAR
(4,10),(10,1),-0.714949 # DEPENDENCYPART_GRANDPAR
(4,10),(10,6),-0.058569 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),-0.244819 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),0.0778454 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.422886 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.361054 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.141997 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-0.146653 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),-0.486196 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),-0.202041 # DEPENDENCYPART_GRANDPAR
(4,10),(10,16),-0.4568 # DEPENDENCYPART_GRANDPAR
(4,10),(10,17),-0.250762 # DEPENDENCYPART_GRANDPAR
(4,10),(10,18),-0.553222 # DEPENDENCYPART_GRANDPAR
(4,10),(10,19),-0.600485 # DEPENDENCYPART_GRANDPAR
(4,10),(10,21),-0.467196 # DEPENDENCYPART_GRANDPAR
(4,10),(10,22),-0.655526 # DEPENDENCYPART_GRANDPAR
(4,10),(10,24),-0.658695 # DEPENDENCYPART_GRANDPAR
(4,10),(10,25),-1.06664 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.225785 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.526667 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.621114 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.61878 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-1.24595 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.539764 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.631968 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.45252 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.354683 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.450928 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),-0.431489 # DEPENDENCYPART_GRANDPAR
(5,6),(6,18),-0.570089 # DEPENDENCYPART_GRANDPAR
(5,6),(6,21),-0.851745 # DEPENDENCYPART_GRANDPAR
(5,6),(6,22),-0.727394 # DEPENDENCYPART_GRANDPAR
(5,6),(6,24),-0.911496 # DEPENDENCYPART_GRANDPAR
(5,6),(6,25),-1.0268 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.187494 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.196837 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.342774 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-1.27395 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,7),-0.657253 # DEPENDENCYPART_GRANDPAR
(6,1),(1,8),-0.538647 # DEPENDENCYPART_GRANDPAR
(6,1),(1,9),-0.652723 # DEPENDENCYPART_GRANDPAR
(6,1),(1,18),-0.761747 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.30105 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.234973 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.374207 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),0.525067 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.30462 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),-0.73136 # DEPENDENCYPART_GRANDPAR
(6,2),(2,8),-0.650015 # DEPENDENCYPART_GRANDPAR
(6,2),(2,9),-0.670123 # DEPENDENCYPART_GRANDPAR
(6,2),(2,10),-0.731951 # DEPENDENCYPART_GRANDPAR
(6,2),(2,13),-1.19109 # DEPENDENCYPART_GRANDPAR
(6,2),(2,15),-0.662129 # DEPENDENCYPART_GRANDPAR
(6,2),(2,17),-0.781567 # DEPENDENCYPART_GRANDPAR
(6,2),(2,18),-0.807183 # DEPENDENCYPART_GRANDPAR
(6,2),(2,21),-0.927361 # DEPENDENCYPART_GRANDPAR
(6,2),(2,22),-0.720504 # DEPENDENCYPART_GRANDPAR
(6,2),(2,24),-0.935583 # DEPENDENCYPART_GRANDPAR
(6,2),(2,25),-1.04939 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.246011 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.146361 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.12658 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),1.03121 # DEPENDENCYPART_GRANDPAR
(6,3),(3,7),-0.783188 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-0.606323 # DEPENDENCYPART_GRANDPAR
(6,3),(3,15),-0.713957 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.247384 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.146407 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.0479065 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),1.0326 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.21781 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.783188 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.639135 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.606323 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.66135 # DEPENDENCYPART_GRANDPAR
(6,4),(4,15),-0.713957 # DEPENDENCYPART_GRANDPAR
(6,4),(4,25),-0.973558 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.18915 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,6),-0.812524 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),-0.168265 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.134823 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.163814 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-0.94581 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-0.657173 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.779728 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.75785 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),-0.248005 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.381934 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.124743 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.17362 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.0707655 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.233994 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.45545 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.137573 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),-0.200847 # DEPENDENCYPART_GRANDPAR
(6,9),(9,17),-0.164724 # DEPENDENCYPART_GRANDPAR
(6,9),(9,18),-0.260357 # DEPENDENCYPART_GRANDPAR
(6,9),(9,19),-0.319003 # DEPENDENCYPART_GRANDPAR
(6,9),(9,21),-0.188926 # DEPENDENCYPART_GRANDPAR
(6,9),(9,22),-0.210222 # DEPENDENCYPART_GRANDPAR
(6,9),(9,24),-0.301311 # DEPENDENCYPART_GRANDPAR
(6,9),(9,25),-0.642276 # DEPENDENCYPART_GRANDPAR
