# _root_ In the first nine months of 1988 , net was $ 85 million , or $ 3.76 a share .
#goldHeads=10,5,5,5,1,5,6,10,10,0,10,11,11,11,11,15,16,19,16,10,
#predictedHeads=10,5,5,5,1,5,6,10,10,0,10,11,11,11,11,15,16,19,16,10,
(10,9),(9,7),-0.225927 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.126213 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-0.969394 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.00381082 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.0731586 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.380849 # DEPENDENCYPART_GRANDPAR
(10,9),(9,19),-0.871332 # DEPENDENCYPART_GRANDPAR
(10,11),(11,1),-0.499099 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-0.163339 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-0.240979 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.618694 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.735577 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.219527 # DEPENDENCYPART_GRANDPAR
(10,11),(11,12),0.227407 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),0.355564 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),0.593292 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),0.131895 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.117872 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),-0.037635 # DEPENDENCYPART_GRANDPAR
(10,11),(11,19),-0.423696 # DEPENDENCYPART_GRANDPAR
(10,11),(11,20),-0.7984 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-0.641777 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.215839 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),0.325902 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),0.12109 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.0241244 # DEPENDENCYPART_GRANDPAR
(10,12),(12,19),-0.514682 # DEPENDENCYPART_GRANDPAR
(10,13),(13,1),-0.511731 # DEPENDENCYPART_GRANDPAR
(10,13),(13,5),-0.175004 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-0.22136 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),-0.642445 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-0.744744 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.215911 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),0.15902 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),0.487262 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),0.0958762 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.0265683 # DEPENDENCYPART_GRANDPAR
(10,13),(13,19),-0.536648 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),0.224926 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),0.0103541 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.147078 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),-0.636778 # DEPENDENCYPART_GRANDPAR
(10,15),(15,20),-0.818628 # DEPENDENCYPART_GRANDPAR
(10,16),(16,1),-0.499099 # DEPENDENCYPART_GRANDPAR
(10,16),(16,6),-0.240979 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),0.594266 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),0.528143 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),0.0364381 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.037635 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),-0.397706 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),-0.423696 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),-0.7984 # DEPENDENCYPART_GRANDPAR
(10,19),(19,2),-0.770253 # DEPENDENCYPART_GRANDPAR
(10,19),(19,9),-0.249394 # DEPENDENCYPART_GRANDPAR
(10,19),(19,16),0.0152465 # DEPENDENCYPART_GRANDPAR
(10,19),(19,17),-0.122901 # DEPENDENCYPART_GRANDPAR
(10,19),(19,18),0.0158332 # DEPENDENCYPART_GRANDPAR
(10,19),(19,20),-0.756874 # DEPENDENCYPART_GRANDPAR
(10,20),(20,19),-0.600186 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-0.61408 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),-0.386705 # DEPENDENCYPART_GRANDPAR
(11,1),(1,4),-0.584771 # DEPENDENCYPART_GRANDPAR
(11,1),(1,5),-0.287987 # DEPENDENCYPART_GRANDPAR
(11,1),(1,6),-0.539215 # DEPENDENCYPART_GRANDPAR
(11,1),(1,7),-0.546021 # DEPENDENCYPART_GRANDPAR
(11,1),(1,8),-0.603809 # DEPENDENCYPART_GRANDPAR
(11,1),(1,9),-0.412855 # DEPENDENCYPART_GRANDPAR
(11,1),(1,11),-1.1136 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,1),(1,13),-0.274712 # DEPENDENCYPART_GRANDPAR
(11,1),(1,14),-0.587579 # DEPENDENCYPART_GRANDPAR
(11,1),(1,15),-0.238379 # DEPENDENCYPART_GRANDPAR
(11,1),(1,20),-0.722184 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),-0.548661 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),-0.680916 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-0.393607 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.406547 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),-0.42581 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),-0.476216 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),-0.567682 # DEPENDENCYPART_GRANDPAR
(11,5),(5,9),-0.340209 # DEPENDENCYPART_GRANDPAR
(11,5),(5,10),-0.273959 # DEPENDENCYPART_GRANDPAR
(11,5),(5,11),-1.10599 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,5),(5,14),-0.670708 # DEPENDENCYPART_GRANDPAR
(11,5),(5,15),-0.207091 # DEPENDENCYPART_GRANDPAR
(11,5),(5,16),-0.387977 # DEPENDENCYPART_GRANDPAR
(11,5),(5,19),-0.646684 # DEPENDENCYPART_GRANDPAR
(11,5),(5,20),-0.718352 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.384632 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.0811671 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.564333 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),-0.514983 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),-0.400324 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),-0.212069 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-1.11558 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,16),-0.397569 # DEPENDENCYPART_GRANDPAR
(11,6),(6,20),-0.731565 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.41222 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.659883 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.982883 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.589241 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),-0.341071 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),-0.413087 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-1.09334 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,14),-0.572151 # DEPENDENCYPART_GRANDPAR
(11,7),(7,15),-0.195722 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),-0.407859 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.262035 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.409651 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.377289 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.42851 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.337837 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.10055 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,14),-0.575462 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-0.235394 # DEPENDENCYPART_GRANDPAR
(11,9),(9,19),-0.6209 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-0.975283 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.851422 # DEPENDENCYPART_GRANDPAR
(11,12),(12,13),0.605105 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.367725 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.230265 # DEPENDENCYPART_GRANDPAR
(11,12),(12,19),-0.472931 # DEPENDENCYPART_GRANDPAR
(11,13),(13,1),-0.916367 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),-0.928675 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-0.868395 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-0.975933 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-1.04976 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.851477 # DEPENDENCYPART_GRANDPAR
(11,13),(13,12),0.0975387 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.52619 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.671524 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.400469 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),-0.665491 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),-0.156816 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),0.754648 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.374042 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),0.1558 # DEPENDENCYPART_GRANDPAR
(11,15),(15,20),-0.21669 # DEPENDENCYPART_GRANDPAR
(11,16),(16,1),-0.893098 # DEPENDENCYPART_GRANDPAR
(11,16),(16,6),-0.876681 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),0.245042 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),-0.227165 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),0.38648 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.355614 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),0.401074 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),-0.0429519 # DEPENDENCYPART_GRANDPAR
(11,16),(16,20),-0.0652837 # DEPENDENCYPART_GRANDPAR
(11,17),(17,1),-0.920825 # DEPENDENCYPART_GRANDPAR
(11,17),(17,13),-0.0384345 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),0.0765633 # DEPENDENCYPART_GRANDPAR
(11,17),(17,19),-0.478936 # DEPENDENCYPART_GRANDPAR
(11,17),(17,20),-0.553581 # DEPENDENCYPART_GRANDPAR
(11,19),(19,2),-1.2597 # DEPENDENCYPART_GRANDPAR
(11,19),(19,9),-0.900191 # DEPENDENCYPART_GRANDPAR
(11,19),(19,16),0.0945181 # DEPENDENCYPART_GRANDPAR
(11,19),(19,17),-0.564599 # DEPENDENCYPART_GRANDPAR
(11,19),(19,18),1.18778 # DEPENDENCYPART_GRANDPAR
(11,19),(19,20),-0.316405 # DEPENDENCYPART_GRANDPAR
(11,20),(20,19),-0.230858 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),-0.306687 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.0939111 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.356386 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),-0.670978 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),-0.408856 # DEPENDENCYPART_GRANDPAR
(12,7),(7,10),-0.384909 # DEPENDENCYPART_GRANDPAR
(12,7),(7,11),-0.309589 # DEPENDENCYPART_GRANDPAR
(12,7),(7,14),-1.08502 # DEPENDENCYPART_GRANDPAR
(12,7),(7,15),-0.53467 # DEPENDENCYPART_GRANDPAR
(12,9),(9,1),-0.449857 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.109413 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.327873 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.526605 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.41076 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.336246 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),-0.276214 # DEPENDENCYPART_GRANDPAR
(12,9),(9,14),-1.0891 # DEPENDENCYPART_GRANDPAR
(12,9),(9,15),-0.575988 # DEPENDENCYPART_GRANDPAR
(12,9),(9,19),-0.962042 # DEPENDENCYPART_GRANDPAR
(12,13),(13,1),-0.896388 # DEPENDENCYPART_GRANDPAR
(12,13),(13,5),-0.643907 # DEPENDENCYPART_GRANDPAR
(12,13),(13,6),-0.820936 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),-1.12616 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-1.04734 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-0.949456 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-1.27257 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.290283 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),0.235574 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),0.0802925 # DEPENDENCYPART_GRANDPAR
(12,13),(13,19),-0.405297 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),-0.761155 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),0.152818 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.0651224 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),-0.264546 # DEPENDENCYPART_GRANDPAR
(12,15),(15,20),-0.521658 # DEPENDENCYPART_GRANDPAR
(12,16),(16,1),-0.873035 # DEPENDENCYPART_GRANDPAR
(12,16),(16,6),-0.829127 # DEPENDENCYPART_GRANDPAR
(12,16),(16,13),0.0866669 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),-0.709755 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),-0.0599084 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.27603 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.10672 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),-0.397699 # DEPENDENCYPART_GRANDPAR
(12,16),(16,20),-0.571567 # DEPENDENCYPART_GRANDPAR
(12,19),(19,2),-1.16761 # DEPENDENCYPART_GRANDPAR
(12,19),(19,9),-0.998945 # DEPENDENCYPART_GRANDPAR
(12,19),(19,16),-0.110213 # DEPENDENCYPART_GRANDPAR
(12,19),(19,17),-0.586976 # DEPENDENCYPART_GRANDPAR
(12,19),(19,18),0.281745 # DEPENDENCYPART_GRANDPAR
(12,19),(19,20),-0.524748 # DEPENDENCYPART_GRANDPAR
(13,1),(1,2),-0.384294 # DEPENDENCYPART_GRANDPAR
(13,1),(1,3),-0.346386 # DEPENDENCYPART_GRANDPAR
(13,1),(1,4),-0.655173 # DEPENDENCYPART_GRANDPAR
(13,1),(1,5),0.287757 # DEPENDENCYPART_GRANDPAR
(13,1),(1,6),-0.328997 # DEPENDENCYPART_GRANDPAR
(13,1),(1,7),-0.543507 # DEPENDENCYPART_GRANDPAR
(13,1),(1,8),-0.554594 # DEPENDENCYPART_GRANDPAR
(13,1),(1,9),-0.350932 # DEPENDENCYPART_GRANDPAR
(13,1),(1,11),-0.223746 # DEPENDENCYPART_GRANDPAR
(13,1),(1,13),-1.72752 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,1),(1,14),-0.869374 # DEPENDENCYPART_GRANDPAR
(13,1),(1,15),-0.966017 # DEPENDENCYPART_GRANDPAR
(13,1),(1,20),-1.07893 # DEPENDENCYPART_GRANDPAR
(13,5),(5,1),-0.379833 # DEPENDENCYPART_GRANDPAR
(13,5),(5,2),-0.389723 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),-0.370816 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.452253 # DEPENDENCYPART_GRANDPAR
(13,5),(5,6),-0.2679 # DEPENDENCYPART_GRANDPAR
(13,5),(5,7),-0.528092 # DEPENDENCYPART_GRANDPAR
(13,5),(5,8),-0.517214 # DEPENDENCYPART_GRANDPAR
(13,5),(5,9),-0.329736 # DEPENDENCYPART_GRANDPAR
(13,5),(5,10),-0.140622 # DEPENDENCYPART_GRANDPAR
(13,5),(5,11),-0.245965 # DEPENDENCYPART_GRANDPAR
(13,5),(5,14),-0.930816 # DEPENDENCYPART_GRANDPAR
(13,5),(5,15),-0.908097 # DEPENDENCYPART_GRANDPAR
(13,5),(5,16),-0.5127 # DEPENDENCYPART_GRANDPAR
(13,5),(5,19),-0.992319 # DEPENDENCYPART_GRANDPAR
(13,5),(5,20),-1.05342 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),-0.370864 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),0.160517 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),-0.58137 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),-0.486557 # DEPENDENCYPART_GRANDPAR
(13,6),(6,9),-0.359504 # DEPENDENCYPART_GRANDPAR
(13,6),(6,10),-0.0631205 # DEPENDENCYPART_GRANDPAR
(13,6),(6,11),-0.162547 # DEPENDENCYPART_GRANDPAR
(13,6),(6,16),-0.542025 # DEPENDENCYPART_GRANDPAR
(13,6),(6,20),-1.08543 # DEPENDENCYPART_GRANDPAR
(13,7),(7,4),-0.242963 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),0.0468113 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.228919 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),-0.510271 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),-0.263708 # DEPENDENCYPART_GRANDPAR
(13,7),(7,10),-0.228972 # DEPENDENCYPART_GRANDPAR
(13,7),(7,11),-0.242423 # DEPENDENCYPART_GRANDPAR
(13,7),(7,14),-0.833658 # DEPENDENCYPART_GRANDPAR
(13,7),(7,15),-0.898994 # DEPENDENCYPART_GRANDPAR
(13,9),(9,1),-0.293293 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),0.0399974 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.186993 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.403848 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.265721 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),-0.182196 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),-0.210935 # DEPENDENCYPART_GRANDPAR
(13,9),(9,14),-0.837728 # DEPENDENCYPART_GRANDPAR
(13,9),(9,15),-0.940296 # DEPENDENCYPART_GRANDPAR
(13,9),(9,19),-0.967889 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-0.163346 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.325912 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-1.69179 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,15),-0.898994 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.50242 # DEPENDENCYPART_GRANDPAR
(13,12),(12,19),-0.953423 # DEPENDENCYPART_GRANDPAR
(13,15),(15,14),-0.510394 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),0.172557 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),0.0483373 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),-0.256146 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),-0.518479 # DEPENDENCYPART_GRANDPAR
(13,16),(16,1),-0.689667 # DEPENDENCYPART_GRANDPAR
(13,16),(16,6),-0.658452 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.964204 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),-0.448486 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),-0.41483 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.118948 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.398215 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.381692 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),-0.560402 # DEPENDENCYPART_GRANDPAR
(13,19),(19,2),-0.981303 # DEPENDENCYPART_GRANDPAR
(13,19),(19,9),-0.849091 # DEPENDENCYPART_GRANDPAR
(13,19),(19,16),-0.129047 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),-0.47763 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),-0.0949541 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),-0.551195 # DEPENDENCYPART_GRANDPAR
(15,16),(16,1),-0.524678 # DEPENDENCYPART_GRANDPAR
(15,16),(16,6),-0.62491 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.830079 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.858104 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.560666 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),0.873422 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.310362 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),0.7952 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),-0.502422 # DEPENDENCYPART_GRANDPAR
(15,17),(17,1),-0.553749 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-0.843266 # DEPENDENCYPART_GRANDPAR
(15,17),(17,16),0.804189 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),0.652428 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),-0.477592 # DEPENDENCYPART_GRANDPAR
(15,19),(19,2),-0.847377 # DEPENDENCYPART_GRANDPAR
(15,19),(19,9),-0.926957 # DEPENDENCYPART_GRANDPAR
(15,19),(19,16),0.674179 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),0.531991 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),0.131378 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.370325 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),0.433353 # DEPENDENCYPART_GRANDPAR
(16,1),(1,2),-0.898064 # DEPENDENCYPART_GRANDPAR
(16,1),(1,3),-0.778809 # DEPENDENCYPART_GRANDPAR
(16,1),(1,4),-0.933963 # DEPENDENCYPART_GRANDPAR
(16,1),(1,5),-0.673803 # DEPENDENCYPART_GRANDPAR
(16,1),(1,6),-0.97477 # DEPENDENCYPART_GRANDPAR
(16,1),(1,7),-0.938588 # DEPENDENCYPART_GRANDPAR
(16,1),(1,8),-0.931112 # DEPENDENCYPART_GRANDPAR
(16,1),(1,9),-0.7661 # DEPENDENCYPART_GRANDPAR
(16,1),(1,11),-0.535673 # DEPENDENCYPART_GRANDPAR
(16,1),(1,13),-0.922697 # DEPENDENCYPART_GRANDPAR
(16,1),(1,14),-0.86002 # DEPENDENCYPART_GRANDPAR
(16,1),(1,15),-0.477371 # DEPENDENCYPART_GRANDPAR
(16,1),(1,20),-0.907867 # DEPENDENCYPART_GRANDPAR
(16,6),(6,4),-0.733824 # DEPENDENCYPART_GRANDPAR
(16,6),(6,5),-0.466984 # DEPENDENCYPART_GRANDPAR
(16,6),(6,7),-0.9569 # DEPENDENCYPART_GRANDPAR
(16,6),(6,8),-0.842286 # DEPENDENCYPART_GRANDPAR
(16,6),(6,9),-0.753569 # DEPENDENCYPART_GRANDPAR
(16,6),(6,10),-0.643035 # DEPENDENCYPART_GRANDPAR
(16,6),(6,11),-0.425478 # DEPENDENCYPART_GRANDPAR
(16,6),(6,16),-1.27011 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,6),(6,20),-0.917249 # DEPENDENCYPART_GRANDPAR
(16,13),(13,1),-1.4382 # DEPENDENCYPART_GRANDPAR
(16,13),(13,5),-1.22428 # DEPENDENCYPART_GRANDPAR
(16,13),(13,6),-1.68097 # DEPENDENCYPART_GRANDPAR
(16,13),(13,7),-1.01713 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),-1.3311 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-1.23565 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.884233 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.812255 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),-0.248592 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-1.2479 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,19),-0.738066 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.890328 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-1.24585 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.395917 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.764487 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),-0.899169 # DEPENDENCYPART_GRANDPAR
(16,17),(17,1),-1.28222 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),-1.23976 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.795979 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,19),-0.610057 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),-0.739264 # DEPENDENCYPART_GRANDPAR
(16,19),(19,2),-1.54368 # DEPENDENCYPART_GRANDPAR
(16,19),(19,9),-1.25344 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-0.778024 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,17),0.0495109 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),1.15992 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.502089 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),-0.361978 # DEPENDENCYPART_GRANDPAR
(17,1),(1,2),-0.504225 # DEPENDENCYPART_GRANDPAR
(17,1),(1,3),-0.542136 # DEPENDENCYPART_GRANDPAR
(17,1),(1,4),-0.812975 # DEPENDENCYPART_GRANDPAR
(17,1),(1,5),0.10621 # DEPENDENCYPART_GRANDPAR
(17,1),(1,6),-0.529586 # DEPENDENCYPART_GRANDPAR
(17,1),(1,7),-0.770574 # DEPENDENCYPART_GRANDPAR
(17,1),(1,8),-0.674311 # DEPENDENCYPART_GRANDPAR
(17,1),(1,9),-0.457894 # DEPENDENCYPART_GRANDPAR
(17,1),(1,11),-0.46454 # DEPENDENCYPART_GRANDPAR
(17,1),(1,13),-0.703176 # DEPENDENCYPART_GRANDPAR
(17,1),(1,14),-0.647965 # DEPENDENCYPART_GRANDPAR
(17,1),(1,15),-0.29472 # DEPENDENCYPART_GRANDPAR
(17,1),(1,20),-1.03992 # DEPENDENCYPART_GRANDPAR
(17,13),(13,1),-0.329056 # DEPENDENCYPART_GRANDPAR
(17,13),(13,5),-0.0417243 # DEPENDENCYPART_GRANDPAR
(17,13),(13,6),-0.367477 # DEPENDENCYPART_GRANDPAR
(17,13),(13,7),-0.35996 # DEPENDENCYPART_GRANDPAR
(17,13),(13,8),-0.213186 # DEPENDENCYPART_GRANDPAR
(17,13),(13,9),-0.387049 # DEPENDENCYPART_GRANDPAR
