# _root_ Dataproducts , which had been seeking a buyer for several months , announced a restructuring plan in September and took itself off the auction block .
#goldHeads=13,1,4,1,4,5,8,6,6,11,9,1,0,16,16,13,13,17,13,19,20,20,25,25,22,13,
#predictedHeads=13,1,4,1,4,5,8,6,8,11,9,1,0,16,16,13,13,17,13,19,20,20,25,25,22,13,
(1,5),(5,3),0.523669 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),0.132931 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),0.0204728 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),-0.0182257 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),0.0672147 # DEPENDENCYPART_GRANDPAR
(1,5),(5,10),-0.209901 # DEPENDENCYPART_GRANDPAR
(1,5),(5,11),-0.253582 # DEPENDENCYPART_GRANDPAR
(1,5),(5,12),-0.310269 # DEPENDENCYPART_GRANDPAR
(1,5),(5,13),-0.273867 # DEPENDENCYPART_GRANDPAR
(1,5),(5,16),-0.249219 # DEPENDENCYPART_GRANDPAR
(1,5),(5,17),-0.14235 # DEPENDENCYPART_GRANDPAR
(1,5),(5,19),-0.195285 # DEPENDENCYPART_GRANDPAR
(1,5),(5,20),-0.371532 # DEPENDENCYPART_GRANDPAR
(1,5),(5,22),-0.480851 # DEPENDENCYPART_GRANDPAR
(1,5),(5,26),-0.965472 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-0.746986 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),-0.399299 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),0.476306 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),0.103399 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),-0.00240081 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-0.672837 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),0.011 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),-0.109632 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),-0.315908 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),-0.260614 # DEPENDENCYPART_GRANDPAR
(1,6),(6,12),-0.280258 # DEPENDENCYPART_GRANDPAR
(1,6),(6,13),-0.321217 # DEPENDENCYPART_GRANDPAR
(1,6),(6,15),-0.401226 # DEPENDENCYPART_GRANDPAR
(1,6),(6,16),-0.218489 # DEPENDENCYPART_GRANDPAR
(1,6),(6,17),-0.246172 # DEPENDENCYPART_GRANDPAR
(1,6),(6,18),-0.408194 # DEPENDENCYPART_GRANDPAR
(1,6),(6,19),-0.214379 # DEPENDENCYPART_GRANDPAR
(1,6),(6,20),-0.42548 # DEPENDENCYPART_GRANDPAR
(1,6),(6,21),-0.252111 # DEPENDENCYPART_GRANDPAR
(1,6),(6,22),-0.5659 # DEPENDENCYPART_GRANDPAR
(1,6),(6,25),-0.62907 # DEPENDENCYPART_GRANDPAR
(1,8),(8,3),0.372516 # DEPENDENCYPART_GRANDPAR
(1,8),(8,4),0.244614 # DEPENDENCYPART_GRANDPAR
(1,8),(8,5),0.108875 # DEPENDENCYPART_GRANDPAR
(1,8),(8,6),0.196224 # DEPENDENCYPART_GRANDPAR
(1,8),(8,7),0.0495526 # DEPENDENCYPART_GRANDPAR
(1,8),(8,9),0.0426521 # DEPENDENCYPART_GRANDPAR
(1,8),(8,10),-0.256674 # DEPENDENCYPART_GRANDPAR
(1,8),(8,11),-0.194697 # DEPENDENCYPART_GRANDPAR
(1,8),(8,12),-0.34823 # DEPENDENCYPART_GRANDPAR
(1,8),(8,13),-0.100832 # DEPENDENCYPART_GRANDPAR
(1,8),(8,16),-0.17022 # DEPENDENCYPART_GRANDPAR
(1,8),(8,17),-0.266976 # DEPENDENCYPART_GRANDPAR
(1,8),(8,19),-0.155973 # DEPENDENCYPART_GRANDPAR
(1,8),(8,20),-0.210864 # DEPENDENCYPART_GRANDPAR
(1,8),(8,22),-0.47833 # DEPENDENCYPART_GRANDPAR
(1,8),(8,26),-0.860859 # DEPENDENCYPART_GRANDPAR
(1,9),(9,3),0.907792 # DEPENDENCYPART_GRANDPAR
(1,9),(9,8),0.204216 # DEPENDENCYPART_GRANDPAR
(1,9),(9,10),-0.219023 # DEPENDENCYPART_GRANDPAR
(1,9),(9,11),-0.171225 # DEPENDENCYPART_GRANDPAR
(1,9),(9,12),-0.296334 # DEPENDENCYPART_GRANDPAR
(1,9),(9,13),-0.483871 # DEPENDENCYPART_GRANDPAR
(1,9),(9,16),-0.215649 # DEPENDENCYPART_GRANDPAR
(1,9),(9,19),-0.230108 # DEPENDENCYPART_GRANDPAR
(1,11),(11,1),-0.782239 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,11),(11,3),0.374084 # DEPENDENCYPART_GRANDPAR
(1,11),(11,6),0.0898669 # DEPENDENCYPART_GRANDPAR
(1,11),(11,7),-0.437523 # DEPENDENCYPART_GRANDPAR
(1,11),(11,8),0.0468222 # DEPENDENCYPART_GRANDPAR
(1,11),(11,9),0.0164067 # DEPENDENCYPART_GRANDPAR
(1,11),(11,10),-0.269561 # DEPENDENCYPART_GRANDPAR
(1,11),(11,12),-0.199702 # DEPENDENCYPART_GRANDPAR
(1,11),(11,13),-0.175012 # DEPENDENCYPART_GRANDPAR
(1,11),(11,16),-0.198345 # DEPENDENCYPART_GRANDPAR
(1,11),(11,17),-0.186778 # DEPENDENCYPART_GRANDPAR
(1,11),(11,18),-0.370387 # DEPENDENCYPART_GRANDPAR
(1,13),(13,1),-0.747918 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,13),(13,2),-0.4167 # DEPENDENCYPART_GRANDPAR
(1,13),(13,3),0.94064 # DEPENDENCYPART_GRANDPAR
(1,13),(13,4),0.0803217 # DEPENDENCYPART_GRANDPAR
(1,13),(13,5),0.0401186 # DEPENDENCYPART_GRANDPAR
(1,13),(13,6),0.06935 # DEPENDENCYPART_GRANDPAR
(1,13),(13,8),0.0396121 # DEPENDENCYPART_GRANDPAR
(1,13),(13,9),0.0416937 # DEPENDENCYPART_GRANDPAR
(1,13),(13,10),-0.289114 # DEPENDENCYPART_GRANDPAR
(1,13),(13,11),-0.232932 # DEPENDENCYPART_GRANDPAR
(1,13),(13,12),-0.432258 # DEPENDENCYPART_GRANDPAR
(1,13),(13,14),-1.60269 # DEPENDENCYPART_GRANDPAR
(1,13),(13,15),-0.184928 # DEPENDENCYPART_GRANDPAR
(1,13),(13,16),-0.0182097 # DEPENDENCYPART_GRANDPAR
(1,13),(13,17),-0.0378468 # DEPENDENCYPART_GRANDPAR
(1,13),(13,18),-0.312607 # DEPENDENCYPART_GRANDPAR
(1,13),(13,19),1.67326e-05 # DEPENDENCYPART_GRANDPAR
(1,13),(13,20),-0.326394 # DEPENDENCYPART_GRANDPAR
(1,13),(13,21),-0.0560616 # DEPENDENCYPART_GRANDPAR
(1,13),(13,22),-0.334989 # DEPENDENCYPART_GRANDPAR
(1,13),(13,25),-0.417276 # DEPENDENCYPART_GRANDPAR
(1,13),(13,26),-1.06039 # DEPENDENCYPART_GRANDPAR
(1,16),(16,3),0.364298 # DEPENDENCYPART_GRANDPAR
(1,16),(16,4),0.246076 # DEPENDENCYPART_GRANDPAR
(1,16),(16,5),0.105142 # DEPENDENCYPART_GRANDPAR
(1,16),(16,6),0.186748 # DEPENDENCYPART_GRANDPAR
(1,16),(16,7),0.0211357 # DEPENDENCYPART_GRANDPAR
(1,16),(16,8),0.3273 # DEPENDENCYPART_GRANDPAR
(1,16),(16,9),-0.0882838 # DEPENDENCYPART_GRANDPAR
(1,16),(16,10),-0.0443341 # DEPENDENCYPART_GRANDPAR
(1,16),(16,11),-0.123045 # DEPENDENCYPART_GRANDPAR
(1,16),(16,12),-0.318567 # DEPENDENCYPART_GRANDPAR
(1,16),(16,13),-0.0528038 # DEPENDENCYPART_GRANDPAR
(1,16),(16,14),-1.04169 # DEPENDENCYPART_GRANDPAR
(1,16),(16,15),-0.0894992 # DEPENDENCYPART_GRANDPAR
(1,16),(16,17),-0.305833 # DEPENDENCYPART_GRANDPAR
(1,16),(16,18),-0.483746 # DEPENDENCYPART_GRANDPAR
(1,16),(16,19),-0.195171 # DEPENDENCYPART_GRANDPAR
(1,16),(16,20),-0.217377 # DEPENDENCYPART_GRANDPAR
(1,16),(16,21),-0.140236 # DEPENDENCYPART_GRANDPAR
(1,16),(16,22),-0.51225 # DEPENDENCYPART_GRANDPAR
(1,16),(16,25),-0.58806 # DEPENDENCYPART_GRANDPAR
(1,18),(18,16),-0.183247 # DEPENDENCYPART_GRANDPAR
(1,18),(18,19),0.00693975 # DEPENDENCYPART_GRANDPAR
(1,18),(18,20),-0.377129 # DEPENDENCYPART_GRANDPAR
(1,18),(18,21),-0.232687 # DEPENDENCYPART_GRANDPAR
(1,18),(18,22),-0.638558 # DEPENDENCYPART_GRANDPAR
(1,18),(18,25),-0.768645 # DEPENDENCYPART_GRANDPAR
(1,19),(19,1),-0.912547 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,19),(19,17),-0.444332 # DEPENDENCYPART_GRANDPAR
(1,19),(19,18),-0.677756 # DEPENDENCYPART_GRANDPAR
(1,19),(19,20),-0.565766 # DEPENDENCYPART_GRANDPAR
(1,19),(19,21),-0.194215 # DEPENDENCYPART_GRANDPAR
(1,19),(19,22),-0.742274 # DEPENDENCYPART_GRANDPAR
(1,19),(19,25),-0.579241 # DEPENDENCYPART_GRANDPAR
(1,20),(20,1),-0.762428 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,20),(20,3),0.940049 # DEPENDENCYPART_GRANDPAR
(1,20),(20,4),0.0650323 # DEPENDENCYPART_GRANDPAR
(1,20),(20,5),0.0353181 # DEPENDENCYPART_GRANDPAR
(1,20),(20,6),0.0687738 # DEPENDENCYPART_GRANDPAR
(1,20),(20,8),0.0448498 # DEPENDENCYPART_GRANDPAR
(1,20),(20,9),0.0314996 # DEPENDENCYPART_GRANDPAR
(1,20),(20,16),-0.188976 # DEPENDENCYPART_GRANDPAR
(1,20),(20,17),-0.143524 # DEPENDENCYPART_GRANDPAR
(1,20),(20,18),-0.538095 # DEPENDENCYPART_GRANDPAR
(1,20),(20,21),-0.0658872 # DEPENDENCYPART_GRANDPAR
(1,20),(20,22),-0.322597 # DEPENDENCYPART_GRANDPAR
(1,20),(20,23),-2.17122 # DEPENDENCYPART_GRANDPAR
(1,20),(20,24),-0.438919 # DEPENDENCYPART_GRANDPAR
(1,20),(20,25),-0.408712 # DEPENDENCYPART_GRANDPAR
(1,20),(20,26),-1.09334 # DEPENDENCYPART_GRANDPAR
(1,21),(21,22),-0.594288 # DEPENDENCYPART_GRANDPAR
(1,21),(21,25),-0.686524 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.86419 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.574146 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.697317 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.701335 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.762402 # DEPENDENCYPART_GRANDPAR
(2,1),(1,8),-0.906306 # DEPENDENCYPART_GRANDPAR
(2,1),(1,9),-0.866942 # DEPENDENCYPART_GRANDPAR
(2,1),(1,11),-0.997929 # DEPENDENCYPART_GRANDPAR
(2,1),(1,12),-0.955012 # DEPENDENCYPART_GRANDPAR
(2,1),(1,13),-0.784413 # DEPENDENCYPART_GRANDPAR
(2,1),(1,16),-1.00517 # DEPENDENCYPART_GRANDPAR
(2,1),(1,18),-1.20683 # DEPENDENCYPART_GRANDPAR
(2,1),(1,19),-0.9435 # DEPENDENCYPART_GRANDPAR
(2,1),(1,20),-0.910296 # DEPENDENCYPART_GRANDPAR
(2,1),(1,21),-1.07976 # DEPENDENCYPART_GRANDPAR
(2,1),(1,26),-1.146 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.645098 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-1.33625 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.128456 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.0638332 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.334446 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.323502 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.432977 # DEPENDENCYPART_GRANDPAR
(2,4),(4,11),-0.447357 # DEPENDENCYPART_GRANDPAR
(2,4),(4,12),-0.432234 # DEPENDENCYPART_GRANDPAR
(2,4),(4,13),-0.362496 # DEPENDENCYPART_GRANDPAR
(2,4),(4,17),-0.616457 # DEPENDENCYPART_GRANDPAR
(2,4),(4,19),-0.402274 # DEPENDENCYPART_GRANDPAR
(2,4),(4,26),-0.775378 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.135876 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.653 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-0.399817 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),-0.573258 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-0.512507 # DEPENDENCYPART_GRANDPAR
(3,1),(1,8),-0.857963 # DEPENDENCYPART_GRANDPAR
(3,1),(1,9),-0.563328 # DEPENDENCYPART_GRANDPAR
(3,1),(1,11),-0.81377 # DEPENDENCYPART_GRANDPAR
(3,1),(1,12),-0.974 # DEPENDENCYPART_GRANDPAR
(3,1),(1,13),-0.730994 # DEPENDENCYPART_GRANDPAR
(3,1),(1,16),-1.09953 # DEPENDENCYPART_GRANDPAR
(3,1),(1,18),-1.13217 # DEPENDENCYPART_GRANDPAR
(3,1),(1,19),-0.917744 # DEPENDENCYPART_GRANDPAR
(3,1),(1,20),-0.867216 # DEPENDENCYPART_GRANDPAR
(3,1),(1,21),-1.02988 # DEPENDENCYPART_GRANDPAR
(3,1),(1,26),-1.16473 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.409085 # DEPENDENCYPART_GRANDPAR
(3,2),(2,4),-0.388661 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.792718 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.650901 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.965347 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),0.0723801 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.0615665 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.24315 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.0855386 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),-0.250121 # DEPENDENCYPART_GRANDPAR
(3,4),(4,12),-0.44174 # DEPENDENCYPART_GRANDPAR
(3,4),(4,13),-0.304502 # DEPENDENCYPART_GRANDPAR
(3,4),(4,17),-0.295347 # DEPENDENCYPART_GRANDPAR
(3,4),(4,19),-0.370817 # DEPENDENCYPART_GRANDPAR
(3,4),(4,26),-0.790086 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.793403 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.68987 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-1.17625 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),0.0960053 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),0.00808673 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.403849 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.0428534 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.221468 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-0.369542 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),-0.422998 # DEPENDENCYPART_GRANDPAR
(3,5),(5,13),-0.322813 # DEPENDENCYPART_GRANDPAR
(3,5),(5,16),-0.639418 # DEPENDENCYPART_GRANDPAR
(3,5),(5,17),-0.308272 # DEPENDENCYPART_GRANDPAR
(3,5),(5,19),-0.518928 # DEPENDENCYPART_GRANDPAR
(3,5),(5,20),-0.458443 # DEPENDENCYPART_GRANDPAR
(3,5),(5,22),-0.428233 # DEPENDENCYPART_GRANDPAR
(3,5),(5,26),-0.726845 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.244865 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),0.0556573 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.68692 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),-0.663694 # DEPENDENCYPART_GRANDPAR
(4,1),(1,6),-0.357775 # DEPENDENCYPART_GRANDPAR
(4,1),(1,8),-0.896299 # DEPENDENCYPART_GRANDPAR
(4,1),(1,9),-0.460684 # DEPENDENCYPART_GRANDPAR
(4,1),(1,11),-0.856683 # DEPENDENCYPART_GRANDPAR
(4,1),(1,12),-1.24129 # DEPENDENCYPART_GRANDPAR
(4,1),(1,13),-0.997453 # DEPENDENCYPART_GRANDPAR
(4,1),(1,16),-1.40801 # DEPENDENCYPART_GRANDPAR
(4,1),(1,18),-1.20966 # DEPENDENCYPART_GRANDPAR
(4,1),(1,19),-0.831089 # DEPENDENCYPART_GRANDPAR
(4,1),(1,20),-0.758977 # DEPENDENCYPART_GRANDPAR
(4,1),(1,21),-1.09732 # DEPENDENCYPART_GRANDPAR
(4,1),(1,26),-1.8307 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.246817 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.58156 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,1),-0.218428 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.482643 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.58597 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.576809 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.628181 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.858691 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.0472253 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-1.30137 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),0.479521 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),0.0753241 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.0291364 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.47628 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),0.0807333 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),-0.258828 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),-0.299847 # DEPENDENCYPART_GRANDPAR
(4,5),(5,16),-0.449525 # DEPENDENCYPART_GRANDPAR
(4,5),(5,17),-0.595704 # DEPENDENCYPART_GRANDPAR
(4,5),(5,19),-0.300974 # DEPENDENCYPART_GRANDPAR
(4,5),(5,20),-0.0390056 # DEPENDENCYPART_GRANDPAR
(4,5),(5,22),-0.42711 # DEPENDENCYPART_GRANDPAR
(4,5),(5,26),-1.35829 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.711913 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.9316 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.111528 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-1.10593 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),-0.229452 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.768863 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.137601 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.413671 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.614735 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.135337 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.309667 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-0.44314 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.957221 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),-0.670792 # DEPENDENCYPART_GRANDPAR
(4,6),(6,17),-0.890708 # DEPENDENCYPART_GRANDPAR
(4,6),(6,18),-0.451431 # DEPENDENCYPART_GRANDPAR
(4,6),(6,19),-0.359277 # DEPENDENCYPART_GRANDPAR
(4,6),(6,20),-0.187346 # DEPENDENCYPART_GRANDPAR
(4,6),(6,21),-0.421092 # DEPENDENCYPART_GRANDPAR
(4,6),(6,22),-0.663335 # DEPENDENCYPART_GRANDPAR
(4,6),(6,25),-0.735194 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-0.196027 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-0.876226 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),-0.0655363 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),0.289387 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.321389 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.232578 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.587189 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.175085 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.296653 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.418813 # DEPENDENCYPART_GRANDPAR
(4,8),(8,16),-0.783153 # DEPENDENCYPART_GRANDPAR
(4,8),(8,17),-0.92305 # DEPENDENCYPART_GRANDPAR
(4,8),(8,19),-0.391703 # DEPENDENCYPART_GRANDPAR
(4,8),(8,20),-0.181957 # DEPENDENCYPART_GRANDPAR
(4,8),(8,22),-0.690126 # DEPENDENCYPART_GRANDPAR
(4,8),(8,26),-1.43759 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),-0.0684724 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.100901 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.590545 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),0.0396578 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.397909 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-0.630162 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),-0.671463 # DEPENDENCYPART_GRANDPAR
(4,9),(9,19),-0.379213 # DEPENDENCYPART_GRANDPAR
(4,11),(11,1),-0.751258 # DEPENDENCYPART_GRANDPAR
(4,11),(11,3),-0.190542 # DEPENDENCYPART_GRANDPAR
(4,11),(11,6),0.269381 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),-0.664224 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),-0.231508 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),-0.14672 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),-0.628996 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.511649 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),-0.510859 # DEPENDENCYPART_GRANDPAR
(4,11),(11,16),-0.868959 # DEPENDENCYPART_GRANDPAR
(4,11),(11,17),-0.989238 # DEPENDENCYPART_GRANDPAR
(4,11),(11,18),-0.491263 # DEPENDENCYPART_GRANDPAR
(4,13),(13,1),-0.719614 # DEPENDENCYPART_GRANDPAR
(4,13),(13,2),-0.879349 # DEPENDENCYPART_GRANDPAR
(4,13),(13,3),-0.0828122 # DEPENDENCYPART_GRANDPAR
(4,13),(13,4),-1.30679 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,13),(13,5),-0.325251 # DEPENDENCYPART_GRANDPAR
(4,13),(13,6),0.022939 # DEPENDENCYPART_GRANDPAR
(4,13),(13,8),-0.380085 # DEPENDENCYPART_GRANDPAR
(4,13),(13,9),-0.408992 # DEPENDENCYPART_GRANDPAR
(4,13),(13,10),-0.879613 # DEPENDENCYPART_GRANDPAR
(4,13),(13,11),-0.342494 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),-0.586116 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),-0.740358 # DEPENDENCYPART_GRANDPAR
(4,13),(13,15),-0.809255 # DEPENDENCYPART_GRANDPAR
(4,13),(13,16),-0.554488 # DEPENDENCYPART_GRANDPAR
(4,13),(13,17),-0.739276 # DEPENDENCYPART_GRANDPAR
(4,13),(13,18),-0.320544 # DEPENDENCYPART_GRANDPAR
(4,13),(13,19),-0.0302231 # DEPENDENCYPART_GRANDPAR
(4,13),(13,20),-0.106556 # DEPENDENCYPART_GRANDPAR
(4,13),(13,21),-0.262149 # DEPENDENCYPART_GRANDPAR
(4,13),(13,22),-0.509977 # DEPENDENCYPART_GRANDPAR
(4,13),(13,25),-0.602663 # DEPENDENCYPART_GRANDPAR
(4,13),(13,26),-1.59168 # DEPENDENCYPART_GRANDPAR
(4,17),(17,16),-0.590482 # DEPENDENCYPART_GRANDPAR
(4,17),(17,18),0.013938 # DEPENDENCYPART_GRANDPAR
(4,17),(17,19),-0.421281 # DEPENDENCYPART_GRANDPAR
(4,17),(17,20),-0.310831 # DEPENDENCYPART_GRANDPAR
(4,17),(17,21),-0.408725 # DEPENDENCYPART_GRANDPAR
(4,17),(17,25),-0.667281 # DEPENDENCYPART_GRANDPAR
(4,19),(19,1),-0.651226 # DEPENDENCYPART_GRANDPAR
(4,19),(19,17),-1.38184 # DEPENDENCYPART_GRANDPAR
(4,19),(19,18),-0.874527 # DEPENDENCYPART_GRANDPAR
(4,19),(19,20),0.867842 # DEPENDENCYPART_GRANDPAR
(4,19),(19,21),-0.420478 # DEPENDENCYPART_GRANDPAR
(4,19),(19,22),-0.589975 # DEPENDENCYPART_GRANDPAR
(4,19),(19,25),-1.12156 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.0377615 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),0.289087 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),0.0274565 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-1.34017 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,6),-0.310165 # DEPENDENCYPART_GRANDPAR
(5,1),(1,8),-0.534607 # DEPENDENCYPART_GRANDPAR
(5,1),(1,9),-0.0427366 # DEPENDENCYPART_GRANDPAR
(5,1),(1,11),-0.312266 # DEPENDENCYPART_GRANDPAR
(5,1),(1,12),-0.682594 # DEPENDENCYPART_GRANDPAR
(5,1),(1,13),-0.643276 # DEPENDENCYPART_GRANDPAR
(5,1),(1,16),-1.00523 # DEPENDENCYPART_GRANDPAR
(5,1),(1,18),-0.830728 # DEPENDENCYPART_GRANDPAR
(5,1),(1,19),-0.546592 # DEPENDENCYPART_GRANDPAR
(5,1),(1,20),-0.562563 # DEPENDENCYPART_GRANDPAR
(5,1),(1,21),-0.75248 # DEPENDENCYPART_GRANDPAR
(5,1),(1,26),-1.17043 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.23313 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.071643 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.167284 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.21238 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.083749 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.33356 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,1),-0.153743 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.260461 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),0.0432358 # DEPENDENCYPART_GRANDPAR
