# _root_ Mr. Jarrell , former top economist at the Securities and Exchange Commission , teaches at the University of Rochester 's Simon Business School .
#goldHeads=2,14,2,6,6,2,6,9,7,9,12,10,2,0,14,17,23,17,18,17,23,23,15,14,
#predictedHeads=2,14,2,6,6,2,6,9,7,9,12,10,2,0,14,17,23,17,18,17,23,23,15,14,
(2,6),(6,24),-1.08361 # DEPENDENCYPART_GRANDPAR
(2,7),(7,3),-0.0503812 # DEPENDENCYPART_GRANDPAR
(2,7),(7,4),0.440968 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),0.399657 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.907447 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),0.207482 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),0.336086 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),-0.199785 # DEPENDENCYPART_GRANDPAR
(2,7),(7,12),0.107626 # DEPENDENCYPART_GRANDPAR
(2,7),(7,13),-0.540511 # DEPENDENCYPART_GRANDPAR
(2,7),(7,14),-0.389272 # DEPENDENCYPART_GRANDPAR
(2,7),(7,15),-0.513215 # DEPENDENCYPART_GRANDPAR
(2,7),(7,17),0.117099 # DEPENDENCYPART_GRANDPAR
(2,7),(7,22),-0.218133 # DEPENDENCYPART_GRANDPAR
(2,7),(7,23),-0.732104 # DEPENDENCYPART_GRANDPAR
(2,7),(7,24),-1.36214 # DEPENDENCYPART_GRANDPAR
(2,9),(9,1),-1.18449 # DEPENDENCYPART_GRANDPAR
(2,9),(9,2),-0.354529 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,9),(9,3),-0.21893 # DEPENDENCYPART_GRANDPAR
(2,9),(9,4),0.491262 # DEPENDENCYPART_GRANDPAR
(2,9),(9,5),0.213524 # DEPENDENCYPART_GRANDPAR
(2,9),(9,6),0.172315 # DEPENDENCYPART_GRANDPAR
(2,9),(9,7),0.508143 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),-0.630773 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),0.653269 # DEPENDENCYPART_GRANDPAR
(2,9),(9,11),-0.326381 # DEPENDENCYPART_GRANDPAR
(2,9),(9,12),0.002815 # DEPENDENCYPART_GRANDPAR
(2,9),(9,13),-0.370606 # DEPENDENCYPART_GRANDPAR
(2,9),(9,14),-0.2712 # DEPENDENCYPART_GRANDPAR
(2,9),(9,15),-0.582572 # DEPENDENCYPART_GRANDPAR
(2,9),(9,17),0.0328935 # DEPENDENCYPART_GRANDPAR
(2,9),(9,18),-0.854823 # DEPENDENCYPART_GRANDPAR
(2,9),(9,20),-0.998896 # DEPENDENCYPART_GRANDPAR
(2,9),(9,24),-1.0513 # DEPENDENCYPART_GRANDPAR
(2,10),(10,2),-0.778192 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,10),(10,11),-0.0770459 # DEPENDENCYPART_GRANDPAR
(2,10),(10,12),0.352571 # DEPENDENCYPART_GRANDPAR
(2,10),(10,13),-0.409945 # DEPENDENCYPART_GRANDPAR
(2,10),(10,14),-0.369203 # DEPENDENCYPART_GRANDPAR
(2,10),(10,15),-0.591241 # DEPENDENCYPART_GRANDPAR
(2,10),(10,17),0.306491 # DEPENDENCYPART_GRANDPAR
(2,10),(10,19),-0.188404 # DEPENDENCYPART_GRANDPAR
(2,10),(10,22),-0.0520903 # DEPENDENCYPART_GRANDPAR
(2,10),(10,23),-0.535768 # DEPENDENCYPART_GRANDPAR
(2,12),(12,2),-0.384273 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,12),(12,3),-0.209414 # DEPENDENCYPART_GRANDPAR
(2,12),(12,4),0.467253 # DEPENDENCYPART_GRANDPAR
(2,12),(12,5),0.196394 # DEPENDENCYPART_GRANDPAR
(2,12),(12,6),0.218894 # DEPENDENCYPART_GRANDPAR
(2,12),(12,7),0.514773 # DEPENDENCYPART_GRANDPAR
(2,12),(12,8),-0.595509 # DEPENDENCYPART_GRANDPAR
(2,12),(12,9),0.205099 # DEPENDENCYPART_GRANDPAR
(2,12),(12,10),0.435029 # DEPENDENCYPART_GRANDPAR
(2,12),(12,11),-0.264593 # DEPENDENCYPART_GRANDPAR
(2,12),(12,13),-0.394706 # DEPENDENCYPART_GRANDPAR
(2,12),(12,14),-0.239493 # DEPENDENCYPART_GRANDPAR
(2,12),(12,15),-0.495797 # DEPENDENCYPART_GRANDPAR
(2,12),(12,17),0.0675105 # DEPENDENCYPART_GRANDPAR
(2,12),(12,18),-0.781239 # DEPENDENCYPART_GRANDPAR
(2,12),(12,20),-0.954718 # DEPENDENCYPART_GRANDPAR
(2,12),(12,24),-1.01384 # DEPENDENCYPART_GRANDPAR
(2,13),(13,12),-0.165859 # DEPENDENCYPART_GRANDPAR
(2,14),(14,1),-1.02319 # DEPENDENCYPART_GRANDPAR
(2,14),(14,2),-0.584424 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,14),(14,3),-0.175924 # DEPENDENCYPART_GRANDPAR
(2,14),(14,4),0.449844 # DEPENDENCYPART_GRANDPAR
(2,14),(14,5),0.192781 # DEPENDENCYPART_GRANDPAR
(2,14),(14,6),0.278853 # DEPENDENCYPART_GRANDPAR
(2,14),(14,7),0.584466 # DEPENDENCYPART_GRANDPAR
(2,14),(14,8),-0.685311 # DEPENDENCYPART_GRANDPAR
(2,14),(14,9),-0.00066216 # DEPENDENCYPART_GRANDPAR
(2,14),(14,10),0.365656 # DEPENDENCYPART_GRANDPAR
(2,14),(14,11),-0.449406 # DEPENDENCYPART_GRANDPAR
(2,14),(14,12),-0.105318 # DEPENDENCYPART_GRANDPAR
(2,14),(14,13),-0.568328 # DEPENDENCYPART_GRANDPAR
(2,14),(14,15),-0.296984 # DEPENDENCYPART_GRANDPAR
(2,14),(14,16),-1.05522 # DEPENDENCYPART_GRANDPAR
(2,14),(14,17),0.0433478 # DEPENDENCYPART_GRANDPAR
(2,14),(14,18),-0.594609 # DEPENDENCYPART_GRANDPAR
(2,14),(14,19),-0.44485 # DEPENDENCYPART_GRANDPAR
(2,14),(14,20),-0.811715 # DEPENDENCYPART_GRANDPAR
(2,14),(14,21),-0.512541 # DEPENDENCYPART_GRANDPAR
(2,14),(14,22),-0.281976 # DEPENDENCYPART_GRANDPAR
(2,14),(14,23),-0.793451 # DEPENDENCYPART_GRANDPAR
(2,14),(14,24),-1.28106 # DEPENDENCYPART_GRANDPAR
(2,15),(15,16),-1.13933 # DEPENDENCYPART_GRANDPAR
(2,15),(15,17),0.117099 # DEPENDENCYPART_GRANDPAR
(2,15),(15,18),-0.630532 # DEPENDENCYPART_GRANDPAR
(2,15),(15,19),-0.411898 # DEPENDENCYPART_GRANDPAR
(2,15),(15,20),-0.918329 # DEPENDENCYPART_GRANDPAR
(2,15),(15,21),-0.458012 # DEPENDENCYPART_GRANDPAR
(2,15),(15,22),-0.218133 # DEPENDENCYPART_GRANDPAR
(2,15),(15,23),-0.732104 # DEPENDENCYPART_GRANDPAR
(2,15),(15,24),-1.36214 # DEPENDENCYPART_GRANDPAR
(2,18),(18,16),-1.04488 # DEPENDENCYPART_GRANDPAR
(2,18),(18,19),-0.353964 # DEPENDENCYPART_GRANDPAR
(2,18),(18,20),-0.90899 # DEPENDENCYPART_GRANDPAR
(2,18),(18,21),-0.362468 # DEPENDENCYPART_GRANDPAR
(2,18),(18,22),-0.0679296 # DEPENDENCYPART_GRANDPAR
(2,18),(18,23),-0.734831 # DEPENDENCYPART_GRANDPAR
(2,24),(24,23),-1.08904 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.319675 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.240892 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.31805 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.177401 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.603365 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.698867 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-0.778551 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-0.986927 # DEPENDENCYPART_GRANDPAR
(4,2),(2,12),-1.03236 # DEPENDENCYPART_GRANDPAR
(4,2),(2,13),-1.17067 # DEPENDENCYPART_GRANDPAR
(4,2),(2,14),-0.996028 # DEPENDENCYPART_GRANDPAR
(4,2),(2,15),-0.841911 # DEPENDENCYPART_GRANDPAR
(4,2),(2,18),-0.876553 # DEPENDENCYPART_GRANDPAR
(4,2),(2,24),-0.790421 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.878278 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.731493 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.929754 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),0.0470369 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.116388 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.0853303 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.145097 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-1.09566 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.940953 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.822146 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.917735 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.210793 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.280932 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.414024 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.213732 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.333168 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.487399 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-0.483034 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.495217 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.423975 # DEPENDENCYPART_GRANDPAR
(4,6),(6,24),-0.244595 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.706885 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.96285 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,6),-0.0625728 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.481407 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.163266 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.514355 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.386155 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.467319 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),-0.538042 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),-0.618886 # DEPENDENCYPART_GRANDPAR
(4,7),(7,15),-0.476926 # DEPENDENCYPART_GRANDPAR
(4,7),(7,17),-0.538191 # DEPENDENCYPART_GRANDPAR
(4,7),(7,22),-0.71384 # DEPENDENCYPART_GRANDPAR
(4,7),(7,23),-0.808837 # DEPENDENCYPART_GRANDPAR
(4,7),(7,24),-0.434427 # DEPENDENCYPART_GRANDPAR
(4,9),(9,1),-1.0676 # DEPENDENCYPART_GRANDPAR
(4,9),(9,2),-0.911351 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),-0.855812 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-0.816191 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),0.328699 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),-0.0949863 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),-0.203839 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.376938 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.463012 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.440303 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.481813 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-0.40873 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.563175 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),-0.526422 # DEPENDENCYPART_GRANDPAR
(4,9),(9,17),-0.545235 # DEPENDENCYPART_GRANDPAR
(4,9),(9,18),-0.554054 # DEPENDENCYPART_GRANDPAR
(4,9),(9,20),-1.24872 # DEPENDENCYPART_GRANDPAR
(4,9),(9,24),-0.306316 # DEPENDENCYPART_GRANDPAR
(4,10),(10,2),-0.729892 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.40583 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.364976 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-0.544592 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),-0.59879 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),-0.37974 # DEPENDENCYPART_GRANDPAR
(4,10),(10,17),-0.488544 # DEPENDENCYPART_GRANDPAR
(4,10),(10,19),-0.639182 # DEPENDENCYPART_GRANDPAR
(4,10),(10,22),-0.623487 # DEPENDENCYPART_GRANDPAR
(4,10),(10,23),-0.790584 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),-0.584619 # DEPENDENCYPART_GRANDPAR
(4,15),(15,16),-0.687882 # DEPENDENCYPART_GRANDPAR
(4,15),(15,17),-0.538191 # DEPENDENCYPART_GRANDPAR
(4,15),(15,18),-0.402545 # DEPENDENCYPART_GRANDPAR
(4,15),(15,19),-0.700578 # DEPENDENCYPART_GRANDPAR
(4,15),(15,20),-1.10591 # DEPENDENCYPART_GRANDPAR
(4,15),(15,21),-0.68452 # DEPENDENCYPART_GRANDPAR
(4,15),(15,22),-0.71384 # DEPENDENCYPART_GRANDPAR
(4,15),(15,23),-0.808837 # DEPENDENCYPART_GRANDPAR
(4,15),(15,24),-0.434427 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.324742 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.404455 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.359517 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.45469 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.433983 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-0.566526 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-0.707004 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-0.738817 # DEPENDENCYPART_GRANDPAR
(5,2),(2,12),-0.976592 # DEPENDENCYPART_GRANDPAR
(5,2),(2,13),-1.10538 # DEPENDENCYPART_GRANDPAR
(5,2),(2,14),-0.981475 # DEPENDENCYPART_GRANDPAR
(5,2),(2,15),-0.620727 # DEPENDENCYPART_GRANDPAR
(5,2),(2,18),-0.735747 # DEPENDENCYPART_GRANDPAR
(5,2),(2,24),-0.752408 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.220364 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.160846 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.45111 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.404876 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.582399 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.676869 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-0.77713 # DEPENDENCYPART_GRANDPAR
(5,4),(4,13),-0.981088 # DEPENDENCYPART_GRANDPAR
(5,4),(4,15),-0.636599 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-1.12156 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.92878 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.990031 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.882745 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-1.06326 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.157683 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.351997 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.144184 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.0956252 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.433626 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.427391 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),-0.491565 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),-0.211883 # DEPENDENCYPART_GRANDPAR
(5,6),(6,24),-0.214356 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.874544 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.845066 # DEPENDENCYPART_GRANDPAR
(5,7),(7,6),0.105924 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.379979 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.0704604 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.251279 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.307367 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.390288 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.458148 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),-0.590821 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),-0.236099 # DEPENDENCYPART_GRANDPAR
(5,7),(7,17),-0.480751 # DEPENDENCYPART_GRANDPAR
(5,7),(7,22),-0.604677 # DEPENDENCYPART_GRANDPAR
(5,7),(7,23),-0.700322 # DEPENDENCYPART_GRANDPAR
(5,7),(7,24),-0.379971 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-1.09324 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-0.898914 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-1.02343 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.865593 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.943219 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),0.0757562 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),-0.0705015 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.323345 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.210482 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.366707 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.409975 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.338262 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.545715 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.296042 # DEPENDENCYPART_GRANDPAR
(5,9),(9,17),-0.492987 # DEPENDENCYPART_GRANDPAR
(5,9),(9,18),-0.40439 # DEPENDENCYPART_GRANDPAR
(5,9),(9,20),-1.21642 # DEPENDENCYPART_GRANDPAR
(5,9),(9,24),-0.262465 # DEPENDENCYPART_GRANDPAR
(5,10),(10,2),-0.717484 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.354508 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.315412 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.492844 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.59888 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.167052 # DEPENDENCYPART_GRANDPAR
(5,10),(10,17),-0.45857 # DEPENDENCYPART_GRANDPAR
(5,10),(10,19),-0.575612 # DEPENDENCYPART_GRANDPAR
(5,10),(10,22),-0.541791 # DEPENDENCYPART_GRANDPAR
(5,10),(10,23),-0.709535 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),0.0211956 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.201879 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.085395 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-1.19702 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,7),-0.560348 # DEPENDENCYPART_GRANDPAR
(6,1),(1,9),-0.708377 # DEPENDENCYPART_GRANDPAR
(6,1),(1,10),-0.669546 # DEPENDENCYPART_GRANDPAR
(6,1),(1,13),-0.966272 # DEPENDENCYPART_GRANDPAR
(6,1),(1,24),-1.09553 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),0.118189 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.178723 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.0681441 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),-0.137975 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.19699 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),-0.559582 # DEPENDENCYPART_GRANDPAR
(6,2),(2,9),-0.708376 # DEPENDENCYPART_GRANDPAR
(6,2),(2,10),-0.669247 # DEPENDENCYPART_GRANDPAR
(6,2),(2,12),-0.542937 # DEPENDENCYPART_GRANDPAR
(6,2),(2,13),-0.966146 # DEPENDENCYPART_GRANDPAR
(6,2),(2,14),-0.809599 # DEPENDENCYPART_GRANDPAR
(6,2),(2,15),-0.89419 # DEPENDENCYPART_GRANDPAR
(6,2),(2,18),-1.26716 # DEPENDENCYPART_GRANDPAR
(6,2),(2,24),-1.09552 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),0.0862134 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.169563 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.239298 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.17057 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.594804 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.684574 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.71912 # DEPENDENCYPART_GRANDPAR
(6,4),(4,13),-0.841686 # DEPENDENCYPART_GRANDPAR
(6,4),(4,15),-0.929412 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),0.105936 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.104861 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.0758839 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.17057 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.594782 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.684565 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.719112 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.767218 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.699226 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.525278 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.473734 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),0.182965 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.216173 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),0.0305673 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),0.293353 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.251793 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-0.47644 # DEPENDENCYPART_GRANDPAR
(6,7),(7,15),-0.267233 # DEPENDENCYPART_GRANDPAR
(6,7),(7,17),-0.107595 # DEPENDENCYPART_GRANDPAR
(6,7),(7,22),-0.269094 # DEPENDENCYPART_GRANDPAR
(6,7),(7,23),0.399832 # DEPENDENCYPART_GRANDPAR
(6,7),(7,24),-0.797637 # DEPENDENCYPART_GRANDPAR
(6,8),(8,7),0.0128498 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.0965668 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-0.859766 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-0.688451 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-0.921274 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.716599 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.785487 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.672922 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),0.102684 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),-0.336064 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.180568 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.190699 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),0.141432 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.0968049 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.34321 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.292094 # DEPENDENCYPART_GRANDPAR
(6,9),(9,17),-0.276816 # DEPENDENCYPART_GRANDPAR
(6,9),(9,18),-0.549098 # DEPENDENCYPART_GRANDPAR
(6,9),(9,20),-0.926888 # DEPENDENCYPART_GRANDPAR
(6,9),(9,24),-0.637595 # DEPENDENCYPART_GRANDPAR
(6,10),(10,2),-0.484081 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.272077 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),0.158256 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.225895 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.566095 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.315697 # DEPENDENCYPART_GRANDPAR
(6,10),(10,17),-0.330544 # DEPENDENCYPART_GRANDPAR
(6,10),(10,19),-0.732426 # DEPENDENCYPART_GRANDPAR
(6,10),(10,22),-0.498147 # DEPENDENCYPART_GRANDPAR
(6,10),(10,23),0.143285 # DEPENDENCYPART_GRANDPAR
(6,12),(12,2),-0.68628 # DEPENDENCYPART_GRANDPAR
(6,12),(12,3),-0.921132 # DEPENDENCYPART_GRANDPAR
(6,12),(12,4),-0.715864 # DEPENDENCYPART_GRANDPAR
(6,12),(12,5),-0.784751 # DEPENDENCYPART_GRANDPAR
(6,12),(12,6),-0.639978 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,12),(12,7),0.102046 # DEPENDENCYPART_GRANDPAR
(6,12),(12,8),-0.292714 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),0.00704205 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),0.0314753 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.120097 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.130887 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),-0.333064 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),-0.232435 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),-0.287929 # DEPENDENCYPART_GRANDPAR
(6,12),(12,18),-0.504512 # DEPENDENCYPART_GRANDPAR
(6,12),(12,20),-0.905825 # DEPENDENCYPART_GRANDPAR
(6,12),(12,24),-0.621691 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),-0.0646527 # DEPENDENCYPART_GRANDPAR
(6,14),(14,1),-0.784626 # DEPENDENCYPART_GRANDPAR
(6,14),(14,2),-0.615176 # DEPENDENCYPART_GRANDPAR
(6,14),(14,3),-0.746224 # DEPENDENCYPART_GRANDPAR
(6,14),(14,4),-0.677772 # DEPENDENCYPART_GRANDPAR
(6,14),(14,5),-0.747154 # DEPENDENCYPART_GRANDPAR
(6,14),(14,6),-0.539317 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
