# _root_ `` Spain is down 10 % and suspended , Sweden 's down 8 % , Norway 11 % .
#goldHeads=3,3,0,3,6,4,4,7,3,11,3,11,14,12,11,11,18,11,3,
#predictedHeads=3,3,0,3,6,4,3,7,11,11,7,11,14,12,14,18,18,14,3,
(4,10),(10,8),-0.116377 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.111079 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.405935 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.246518 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-0.0430211 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),-0.416596 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),-0.096825 # DEPENDENCYPART_GRANDPAR
(4,10),(10,16),-0.558502 # DEPENDENCYPART_GRANDPAR
(4,10),(10,19),-0.654699 # DEPENDENCYPART_GRANDPAR
(4,11),(11,1),-0.7336 # DEPENDENCYPART_GRANDPAR
(4,11),(11,2),-0.982094 # DEPENDENCYPART_GRANDPAR
(4,11),(11,3),-0.681483 # DEPENDENCYPART_GRANDPAR
(4,11),(11,4),-0.952294 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,11),(11,5),0.324863 # DEPENDENCYPART_GRANDPAR
(4,11),(11,6),0.131195 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),-0.0775447 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),-0.121377 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),-0.286289 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),-0.582838 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.229267 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),-0.120931 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-0.418312 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),-0.257759 # DEPENDENCYPART_GRANDPAR
(4,11),(11,16),-0.656173 # DEPENDENCYPART_GRANDPAR
(4,11),(11,17),-0.249925 # DEPENDENCYPART_GRANDPAR
(4,11),(11,18),-0.499423 # DEPENDENCYPART_GRANDPAR
(4,11),(11,19),-0.92232 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),-0.424351 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),-0.482476 # DEPENDENCYPART_GRANDPAR
(4,12),(12,15),-0.33107 # DEPENDENCYPART_GRANDPAR
(4,12),(12,16),-0.797583 # DEPENDENCYPART_GRANDPAR
(4,12),(12,17),-0.514388 # DEPENDENCYPART_GRANDPAR
(4,12),(12,18),-0.563587 # DEPENDENCYPART_GRANDPAR
(4,12),(12,19),-0.94828 # DEPENDENCYPART_GRANDPAR
(4,13),(13,3),-0.690537 # DEPENDENCYPART_GRANDPAR
(4,13),(13,7),0.0857318 # DEPENDENCYPART_GRANDPAR
(4,13),(13,8),-0.162097 # DEPENDENCYPART_GRANDPAR
(4,13),(13,10),-0.550446 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),-0.350475 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),-0.691852 # DEPENDENCYPART_GRANDPAR
(4,13),(13,16),-0.71987 # DEPENDENCYPART_GRANDPAR
(4,13),(13,18),-0.772963 # DEPENDENCYPART_GRANDPAR
(4,14),(14,1),-0.920176 # DEPENDENCYPART_GRANDPAR
(4,14),(14,4),-0.952458 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,14),(14,5),0.68986 # DEPENDENCYPART_GRANDPAR
(4,14),(14,6),0.63181 # DEPENDENCYPART_GRANDPAR
(4,14),(14,7),0.186229 # DEPENDENCYPART_GRANDPAR
(4,14),(14,8),0.109334 # DEPENDENCYPART_GRANDPAR
(4,14),(14,9),0.127114 # DEPENDENCYPART_GRANDPAR
(4,14),(14,10),-0.406906 # DEPENDENCYPART_GRANDPAR
(4,14),(14,11),0.0974449 # DEPENDENCYPART_GRANDPAR
(4,14),(14,12),-0.293234 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),0.131085 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),-0.332192 # DEPENDENCYPART_GRANDPAR
(4,14),(14,16),-0.79035 # DEPENDENCYPART_GRANDPAR
(4,14),(14,17),-0.230773 # DEPENDENCYPART_GRANDPAR
(4,14),(14,18),-0.572564 # DEPENDENCYPART_GRANDPAR
(4,14),(14,19),-0.814806 # DEPENDENCYPART_GRANDPAR
(4,17),(17,13),-0.278342 # DEPENDENCYPART_GRANDPAR
(4,17),(17,16),-0.692874 # DEPENDENCYPART_GRANDPAR
(4,18),(18,1),-0.920176 # DEPENDENCYPART_GRANDPAR
(4,18),(18,4),-0.952458 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,18),(18,5),0.68986 # DEPENDENCYPART_GRANDPAR
(4,18),(18,6),0.63181 # DEPENDENCYPART_GRANDPAR
(4,18),(18,8),0.109334 # DEPENDENCYPART_GRANDPAR
(4,18),(18,10),-0.406906 # DEPENDENCYPART_GRANDPAR
(4,18),(18,12),-0.293234 # DEPENDENCYPART_GRANDPAR
(4,18),(18,13),0.131085 # DEPENDENCYPART_GRANDPAR
(4,18),(18,14),0.0110304 # DEPENDENCYPART_GRANDPAR
(4,18),(18,15),0.106282 # DEPENDENCYPART_GRANDPAR
(4,18),(18,16),-0.536889 # DEPENDENCYPART_GRANDPAR
(4,18),(18,17),0.119408 # DEPENDENCYPART_GRANDPAR
(4,18),(18,19),-0.814806 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.458604 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.382804 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.529437 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.359084 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.32289 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.64075 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.590543 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-0.997972 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-1.19237 # DEPENDENCYPART_GRANDPAR
(5,2),(2,11),-1.10703 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.565971 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.430855 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.327651 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.6236 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.42877 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.863498 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.98406 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-1.02568 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-0.837012 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-1.08896 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),-0.866497 # DEPENDENCYPART_GRANDPAR
(5,3),(3,14),-0.869067 # DEPENDENCYPART_GRANDPAR
(5,3),(3,15),-1.14297 # DEPENDENCYPART_GRANDPAR
(5,3),(3,18),-0.916738 # DEPENDENCYPART_GRANDPAR
(5,3),(3,19),-1.29199 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.550313 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.457665 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.37753 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.64521 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.560275 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.969519 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.988748 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-1.05223 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-0.880569 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-1.10338 # DEPENDENCYPART_GRANDPAR
(5,4),(4,12),-0.94137 # DEPENDENCYPART_GRANDPAR
(5,4),(4,13),-1.11987 # DEPENDENCYPART_GRANDPAR
(5,4),(4,14),-1.00057 # DEPENDENCYPART_GRANDPAR
(5,4),(4,15),-1.16952 # DEPENDENCYPART_GRANDPAR
(5,4),(4,17),-1.23773 # DEPENDENCYPART_GRANDPAR
(5,4),(4,18),-1.04824 # DEPENDENCYPART_GRANDPAR
(5,4),(4,19),-1.22757 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-1.02998 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-1.02603 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.847102 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.825955 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-1.19123 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.524385 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.610722 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.586403 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.465163 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.792529 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.537517 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),-0.3962 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),-0.703691 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),-0.610222 # DEPENDENCYPART_GRANDPAR
(5,6),(6,18),-0.443871 # DEPENDENCYPART_GRANDPAR
(5,6),(6,19),-0.772461 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.791616 # DEPENDENCYPART_GRANDPAR
(5,7),(7,6),-0.152318 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.440967 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.500889 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.366586 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.630167 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.349452 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),-0.267575 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),-0.511897 # DEPENDENCYPART_GRANDPAR
(5,7),(7,18),-0.315247 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-0.997565 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-0.937919 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.826718 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.818657 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-1.2203 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),0.0138585 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.356778 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.566658 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.382423 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.727413 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.360819 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-0.432964 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),-0.683947 # DEPENDENCYPART_GRANDPAR
(5,8),(8,16),-0.527733 # DEPENDENCYPART_GRANDPAR
(5,8),(8,18),-0.480635 # DEPENDENCYPART_GRANDPAR
(5,8),(8,19),-0.809351 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),-0.999945 # DEPENDENCYPART_GRANDPAR
(5,10),(10,2),-0.992404 # DEPENDENCYPART_GRANDPAR
(5,10),(10,3),-0.853341 # DEPENDENCYPART_GRANDPAR
(5,10),(10,6),-0.0960671 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),-0.391861 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),-0.487283 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.598424 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.682155 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.53997 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.423155 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.416391 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.604948 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-0.474059 # DEPENDENCYPART_GRANDPAR
(5,10),(10,19),-0.706722 # DEPENDENCYPART_GRANDPAR
(5,11),(11,1),-0.845706 # DEPENDENCYPART_GRANDPAR
(5,11),(11,2),-0.926613 # DEPENDENCYPART_GRANDPAR
(5,11),(11,3),-0.835155 # DEPENDENCYPART_GRANDPAR
(5,11),(11,4),-0.742414 # DEPENDENCYPART_GRANDPAR
(5,11),(11,5),-1.24419 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,11),(11,6),-0.161177 # DEPENDENCYPART_GRANDPAR
(5,11),(11,7),-0.563745 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),-0.520386 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),-0.786211 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),-0.463007 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.421642 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.410233 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.352444 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),-0.705928 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),-0.530521 # DEPENDENCYPART_GRANDPAR
(5,11),(11,17),-0.519397 # DEPENDENCYPART_GRANDPAR
(5,11),(11,18),-0.400116 # DEPENDENCYPART_GRANDPAR
(5,11),(11,19),-0.903092 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.574857 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.157578 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.501426 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.117868 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.302556 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),0.306969 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.96451 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),-0.703423 # DEPENDENCYPART_GRANDPAR
(6,2),(2,9),-1.06881 # DEPENDENCYPART_GRANDPAR
(6,2),(2,11),-1.18449 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.433422 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.47868 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.324014 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),0.275186 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.80232 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.571794 # DEPENDENCYPART_GRANDPAR
(6,3),(3,8),-0.949359 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-0.899376 # DEPENDENCYPART_GRANDPAR
(6,3),(3,10),-0.587573 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),-1.1717 # DEPENDENCYPART_GRANDPAR
(6,3),(3,12),-0.901287 # DEPENDENCYPART_GRANDPAR
(6,3),(3,14),-1.14651 # DEPENDENCYPART_GRANDPAR
(6,3),(3,15),-1.17469 # DEPENDENCYPART_GRANDPAR
(6,3),(3,18),-1.4235 # DEPENDENCYPART_GRANDPAR
(6,3),(3,19),-1.4111 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.429707 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.414249 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.0497141 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.453296 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.92005 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.661627 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.942963 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.908106 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.617937 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-1.17059 # DEPENDENCYPART_GRANDPAR
(6,4),(4,12),-0.964581 # DEPENDENCYPART_GRANDPAR
(6,4),(4,13),-0.649229 # DEPENDENCYPART_GRANDPAR
(6,4),(4,14),-1.26424 # DEPENDENCYPART_GRANDPAR
(6,4),(4,15),-1.18342 # DEPENDENCYPART_GRANDPAR
(6,4),(4,17),-0.832986 # DEPENDENCYPART_GRANDPAR
(6,4),(4,18),-1.54124 # DEPENDENCYPART_GRANDPAR
(6,4),(4,19),-1.33571 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.539836 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.502409 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.151432 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.414684 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.89266 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.651828 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.93421 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.908013 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.610989 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-1.16242 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.767171 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-1.57954 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.531662 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.26351 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.0886908 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-1.00905 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.432164 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-0.21307 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),-0.33953 # DEPENDENCYPART_GRANDPAR
(6,7),(7,18),-0.490067 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-0.993033 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-1.03693 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.657749 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.83944 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.347972 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-1.34899 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.114462 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.458681 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.0461472 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.858326 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.383446 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.758484 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-0.733992 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.296986 # DEPENDENCYPART_GRANDPAR
(6,8),(8,18),-1.03548 # DEPENDENCYPART_GRANDPAR
(6,8),(8,19),-1.00683 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),-0.972904 # DEPENDENCYPART_GRANDPAR
(6,10),(10,2),-1.07071 # DEPENDENCYPART_GRANDPAR
(6,10),(10,3),-0.662174 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-1.48446 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),-0.0249509 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),-0.466829 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.391173 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.764501 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.625814 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),0.087183 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.760847 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.531368 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.311058 # DEPENDENCYPART_GRANDPAR
(6,10),(10,19),-0.884308 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),-0.819778 # DEPENDENCYPART_GRANDPAR
(6,11),(11,2),-1.00488 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-0.645532 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),-0.740732 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-0.328575 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-1.53235 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),-0.138761 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),-0.494248 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),-0.457026 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.291031 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.364117 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),0.132998 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.665336 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.650912 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.324645 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),-0.167524 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),-0.942333 # DEPENDENCYPART_GRANDPAR
(6,11),(11,19),-1.05017 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.0101256 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),-0.421887 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),-0.554707 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),-0.27413 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),-0.271154 # DEPENDENCYPART_GRANDPAR
(6,12),(12,18),-0.698884 # DEPENDENCYPART_GRANDPAR
(6,12),(12,19),-0.933579 # DEPENDENCYPART_GRANDPAR
(6,14),(14,1),-1.06657 # DEPENDENCYPART_GRANDPAR
(6,14),(14,4),-0.88599 # DEPENDENCYPART_GRANDPAR
(6,14),(14,5),-0.427853 # DEPENDENCYPART_GRANDPAR
(6,14),(14,6),-0.990429 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,14),(14,7),0.183619 # DEPENDENCYPART_GRANDPAR
(6,14),(14,8),-0.337655 # DEPENDENCYPART_GRANDPAR
(6,14),(14,9),-0.409511 # DEPENDENCYPART_GRANDPAR
(6,14),(14,10),-0.271789 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),0.0109043 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),-0.452485 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),0.0361944 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),-0.251547 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),-0.292707 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),-0.0557404 # DEPENDENCYPART_GRANDPAR
(6,14),(14,18),-0.678318 # DEPENDENCYPART_GRANDPAR
(6,14),(14,19),-0.705732 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),-0.666714 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),-0.163255 # DEPENDENCYPART_GRANDPAR
(6,16),(16,18),-1.03784 # DEPENDENCYPART_GRANDPAR
(6,16),(16,19),-0.884299 # DEPENDENCYPART_GRANDPAR
(6,18),(18,1),-1.06657 # DEPENDENCYPART_GRANDPAR
(6,18),(18,4),-0.88599 # DEPENDENCYPART_GRANDPAR
(6,18),(18,5),-0.427853 # DEPENDENCYPART_GRANDPAR
(6,18),(18,6),-0.990429 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,18),(18,8),-0.337655 # DEPENDENCYPART_GRANDPAR
(6,18),(18,10),-0.271789 # DEPENDENCYPART_GRANDPAR
(6,18),(18,12),-0.452485 # DEPENDENCYPART_GRANDPAR
(6,18),(18,13),0.0361944 # DEPENDENCYPART_GRANDPAR
(6,18),(18,14),-0.334617 # DEPENDENCYPART_GRANDPAR
(6,18),(18,15),-0.684822 # DEPENDENCYPART_GRANDPAR
(6,18),(18,16),-0.524786 # DEPENDENCYPART_GRANDPAR
(6,18),(18,17),-0.0289103 # DEPENDENCYPART_GRANDPAR
(6,18),(18,19),-0.705732 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.0426895 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),0.219916 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),0.00723084 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.510257 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),0.155849 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.24363 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),0.160488 # DEPENDENCYPART_GRANDPAR
(7,4),(4,9),-0.39414 # DEPENDENCYPART_GRANDPAR
(7,4),(4,10),-0.626526 # DEPENDENCYPART_GRANDPAR
(7,4),(4,11),-0.353802 # DEPENDENCYPART_GRANDPAR
(7,4),(4,12),-0.444463 # DEPENDENCYPART_GRANDPAR
(7,4),(4,13),-0.864387 # DEPENDENCYPART_GRANDPAR
(7,4),(4,14),-0.44249 # DEPENDENCYPART_GRANDPAR
(7,4),(4,15),-0.593108 # DEPENDENCYPART_GRANDPAR
(7,4),(4,17),-0.474568 # DEPENDENCYPART_GRANDPAR
(7,4),(4,18),-0.484044 # DEPENDENCYPART_GRANDPAR
(7,4),(4,19),-1.39322 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.154833 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),0.143074 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.264759 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.0202154 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.278888 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.40684 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),0.052092 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.601256 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.832436 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.451601 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-0.565292 # DEPENDENCYPART_GRANDPAR
(7,6),(6,14),-0.650211 # DEPENDENCYPART_GRANDPAR
(7,6),(6,15),-0.800225 # DEPENDENCYPART_GRANDPAR
(7,6),(6,16),-1.13548 # DEPENDENCYPART_GRANDPAR
(7,6),(6,18),-0.691764 # DEPENDENCYPART_GRANDPAR
(7,6),(6,19),-1.51727 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-0.678503 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-0.459522 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.490332 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.641687 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.810354 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.498974 # DEPENDENCYPART_GRANDPAR
