# _root_ The Tokyo Stock Exchange index for the second section fell 100.96 , or 2.7 % , to 3655.40 .
#goldHeads=5,5,5,5,10,5,9,9,6,0,10,11,11,15,13,11,10,17,10,
#predictedHeads=5,5,5,5,10,5,9,9,6,0,10,11,11,15,13,11,10,17,10,
(11,9),(9,11),-1.20953 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.533505 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-0.620687 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-0.254794 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-0.806315 # DEPENDENCYPART_GRANDPAR
(11,9),(9,17),-0.65592 # DEPENDENCYPART_GRANDPAR
(11,9),(9,18),-0.607388 # DEPENDENCYPART_GRANDPAR
(11,9),(9,19),-0.713132 # DEPENDENCYPART_GRANDPAR
(11,10),(10,2),-0.260339 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),-0.279842 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),-0.264961 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.265547 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.233307 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.399838 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.347823 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.141522 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.18666 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.404066 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.549173 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.404821 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-0.124348 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-0.676875 # DEPENDENCYPART_GRANDPAR
(11,10),(10,17),-0.712753 # DEPENDENCYPART_GRANDPAR
(11,10),(10,18),-0.584515 # DEPENDENCYPART_GRANDPAR
(11,10),(10,19),-0.606684 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.814776 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.127829 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.842452 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),-0.107091 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),0.488649 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),0.779168 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.151332 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.138255 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),0.321929 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),-0.184037 # DEPENDENCYPART_GRANDPAR
(11,14),(14,6),-0.649489 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.848083 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),-0.0333574 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),0.136607 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),0.365658 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),0.0659519 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.0824257 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),0.270624 # DEPENDENCYPART_GRANDPAR
(11,15),(15,5),-0.912573 # DEPENDENCYPART_GRANDPAR
(11,15),(15,6),-0.561402 # DEPENDENCYPART_GRANDPAR
(11,15),(15,7),-0.964031 # DEPENDENCYPART_GRANDPAR
(11,15),(15,8),-0.838999 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-0.773762 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),-0.041431 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),0.0545605 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),0.0182069 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.222226 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.341543 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),0.0823653 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),-0.229947 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.302039 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),0.239094 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),-0.316888 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),0.0673313 # DEPENDENCYPART_GRANDPAR
(11,17),(17,19),-0.390889 # DEPENDENCYPART_GRANDPAR
(11,18),(18,11),-0.846752 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,18),(18,13),0.137099 # DEPENDENCYPART_GRANDPAR
(11,18),(18,14),-0.0635623 # DEPENDENCYPART_GRANDPAR
(11,18),(18,15),0.535164 # DEPENDENCYPART_GRANDPAR
(11,18),(18,16),-0.306167 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),-0.333032 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),-0.181886 # DEPENDENCYPART_GRANDPAR
(11,19),(19,18),-0.215703 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),-0.0955233 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),0.359048 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.362636 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.216097 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.136132 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.71176 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.43241 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.621792 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.743721 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.702403 # DEPENDENCYPART_GRANDPAR
(12,11),(11,17),-0.595679 # DEPENDENCYPART_GRANDPAR
(12,11),(11,18),-0.835173 # DEPENDENCYPART_GRANDPAR
(12,11),(11,19),-0.821346 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.45745 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-1.30636 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.098663 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.171169 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.306275 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.105291 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),-0.301862 # DEPENDENCYPART_GRANDPAR
(12,13),(13,19),-0.399897 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),-0.0507013 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-0.0973709 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.316373 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.0574328 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.12067 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),-0.386021 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-0.922925 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),0.252559 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),0.313216 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-0.536971 # DEPENDENCYPART_GRANDPAR
(13,11),(11,17),-0.615535 # DEPENDENCYPART_GRANDPAR
(13,11),(11,18),-0.428206 # DEPENDENCYPART_GRANDPAR
(13,11),(11,19),-0.960289 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.413958 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-0.906064 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,6),-0.626577 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.869101 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.872866 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.268886 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),0.937578 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.0384508 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),0.0181092 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),0.353989 # DEPENDENCYPART_GRANDPAR
(13,15),(15,5),-0.829122 # DEPENDENCYPART_GRANDPAR
(13,15),(15,6),-0.615001 # DEPENDENCYPART_GRANDPAR
(13,15),(15,7),-1.05152 # DEPENDENCYPART_GRANDPAR
(13,15),(15,8),-1.00591 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-0.962022 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-1.0506 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.354803 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),0.775781 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.122842 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.208744 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),0.19773 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),-0.371692 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.156893 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),0.803027 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),0.147832 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),0.176237 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),-0.535692 # DEPENDENCYPART_GRANDPAR
(13,18),(18,11),-0.869101 # DEPENDENCYPART_GRANDPAR
(13,18),(18,13),-0.268394 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,18),(18,14),0.621675 # DEPENDENCYPART_GRANDPAR
(13,18),(18,15),1.04737 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),-0.0501265 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),-0.287635 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),-0.445607 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),-0.0265422 # DEPENDENCYPART_GRANDPAR
(14,6),(6,5),-0.914315 # DEPENDENCYPART_GRANDPAR
(14,6),(6,7),-0.88407 # DEPENDENCYPART_GRANDPAR
(14,6),(6,8),-0.943838 # DEPENDENCYPART_GRANDPAR
(14,6),(6,9),-0.91777 # DEPENDENCYPART_GRANDPAR
(14,6),(6,10),-0.754688 # DEPENDENCYPART_GRANDPAR
(14,6),(6,11),-1.15604 # DEPENDENCYPART_GRANDPAR
(14,6),(6,12),-1.00254 # DEPENDENCYPART_GRANDPAR
(14,6),(6,13),-0.728413 # DEPENDENCYPART_GRANDPAR
(14,6),(6,15),-0.710405 # DEPENDENCYPART_GRANDPAR
(14,6),(6,16),-1.30873 # DEPENDENCYPART_GRANDPAR
(14,6),(6,17),-1.25746 # DEPENDENCYPART_GRANDPAR
(14,6),(6,18),-1.09762 # DEPENDENCYPART_GRANDPAR
(14,6),(6,19),-1.42178 # DEPENDENCYPART_GRANDPAR
(14,11),(11,5),-0.963725 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),-0.79728 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.831318 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.904917 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.731954 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),-0.951895 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),-0.486265 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-1.72818 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),-0.581672 # DEPENDENCYPART_GRANDPAR
(14,11),(11,16),-1.27737 # DEPENDENCYPART_GRANDPAR
(14,11),(11,17),-1.20143 # DEPENDENCYPART_GRANDPAR
(14,11),(11,18),-1.069 # DEPENDENCYPART_GRANDPAR
(14,11),(11,19),-1.38563 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.981545 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),-0.790307 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.612564 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.797569 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-1.71404 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.611175 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-1.2711 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-1.21893 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-1.05486 # DEPENDENCYPART_GRANDPAR
(14,13),(13,19),-1.38636 # DEPENDENCYPART_GRANDPAR
(14,15),(15,5),-1.57463 # DEPENDENCYPART_GRANDPAR
(14,15),(15,6),-1.20819 # DEPENDENCYPART_GRANDPAR
(14,15),(15,7),-1.56921 # DEPENDENCYPART_GRANDPAR
(14,15),(15,8),-1.41816 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-1.54552 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-1.45493 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-1.23859 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-1.29703 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.795833 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-0.836704 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.392949 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),-0.924344 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.7972 # DEPENDENCYPART_GRANDPAR
(14,17),(17,15),-0.189216 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),-0.890496 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.407983 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-1.08529 # DEPENDENCYPART_GRANDPAR
(14,18),(18,11),-1.52717 # DEPENDENCYPART_GRANDPAR
(14,18),(18,13),-1.20815 # DEPENDENCYPART_GRANDPAR
(14,18),(18,14),-1.37801 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,18),(18,15),0.106854 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),-0.879775 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),-0.828193 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.876284 # DEPENDENCYPART_GRANDPAR
(15,5),(5,1),-1.13044 # DEPENDENCYPART_GRANDPAR
(15,5),(5,2),-0.917898 # DEPENDENCYPART_GRANDPAR
(15,5),(5,3),-1.01597 # DEPENDENCYPART_GRANDPAR
(15,5),(5,4),-1.1799 # DEPENDENCYPART_GRANDPAR
(15,5),(5,6),-1.06188 # DEPENDENCYPART_GRANDPAR
(15,5),(5,8),-0.486497 # DEPENDENCYPART_GRANDPAR
(15,5),(5,9),-0.707489 # DEPENDENCYPART_GRANDPAR
(15,5),(5,10),-0.259134 # DEPENDENCYPART_GRANDPAR
(15,5),(5,11),-0.628967 # DEPENDENCYPART_GRANDPAR
(15,5),(5,12),-0.400963 # DEPENDENCYPART_GRANDPAR
(15,5),(5,13),-0.111481 # DEPENDENCYPART_GRANDPAR
(15,5),(5,15),-1.82844 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,5),(5,16),-1.10401 # DEPENDENCYPART_GRANDPAR
(15,5),(5,17),-1.15292 # DEPENDENCYPART_GRANDPAR
(15,5),(5,18),-0.586733 # DEPENDENCYPART_GRANDPAR
(15,5),(5,19),-1.10578 # DEPENDENCYPART_GRANDPAR
(15,6),(6,5),-0.585736 # DEPENDENCYPART_GRANDPAR
(15,6),(6,7),-0.873269 # DEPENDENCYPART_GRANDPAR
(15,6),(6,8),-0.652271 # DEPENDENCYPART_GRANDPAR
(15,6),(6,9),-0.837739 # DEPENDENCYPART_GRANDPAR
(15,6),(6,10),-0.416028 # DEPENDENCYPART_GRANDPAR
(15,6),(6,11),-0.972244 # DEPENDENCYPART_GRANDPAR
(15,6),(6,12),-0.343512 # DEPENDENCYPART_GRANDPAR
(15,6),(6,13),-0.366056 # DEPENDENCYPART_GRANDPAR
(15,6),(6,15),-1.74798 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,6),(6,16),-0.933874 # DEPENDENCYPART_GRANDPAR
(15,6),(6,17),-1.15637 # DEPENDENCYPART_GRANDPAR
(15,6),(6,18),-0.498968 # DEPENDENCYPART_GRANDPAR
(15,6),(6,19),-1.02603 # DEPENDENCYPART_GRANDPAR
(15,7),(7,5),-0.883304 # DEPENDENCYPART_GRANDPAR
(15,7),(7,6),-1.11597 # DEPENDENCYPART_GRANDPAR
(15,8),(8,5),-0.783708 # DEPENDENCYPART_GRANDPAR
(15,8),(8,6),-0.888721 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),-0.89797 # DEPENDENCYPART_GRANDPAR
(15,8),(8,10),-0.258632 # DEPENDENCYPART_GRANDPAR
(15,8),(8,11),-0.420993 # DEPENDENCYPART_GRANDPAR
(15,8),(8,13),-0.0454297 # DEPENDENCYPART_GRANDPAR
(15,8),(8,15),-1.68891 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,5),-0.897063 # DEPENDENCYPART_GRANDPAR
(15,11),(11,6),-1.03962 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),-0.960135 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.856695 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.429675 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),-0.298893 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),0.0535258 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),-0.18978 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-1.64461 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,16),-0.922848 # DEPENDENCYPART_GRANDPAR
(15,11),(11,17),-1.1213 # DEPENDENCYPART_GRANDPAR
(15,11),(11,18),-0.497255 # DEPENDENCYPART_GRANDPAR
(15,11),(11,19),-1.01094 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.805794 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.407184 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.294824 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.198207 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.362612 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-1.66499 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.907654 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),-1.12978 # DEPENDENCYPART_GRANDPAR
(15,13),(13,18),-0.472922 # DEPENDENCYPART_GRANDPAR
(15,13),(13,19),-1.00265 # DEPENDENCYPART_GRANDPAR
(15,14),(14,6),-1.03963 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.629148 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.323436 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.62106 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-1.64461 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.922848 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-1.1213 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.497255 # DEPENDENCYPART_GRANDPAR
(15,16),(16,17),-0.635779 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-1.36415 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),-0.504735 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.00156573 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),-0.814405 # DEPENDENCYPART_GRANDPAR
(15,18),(18,11),-1.29056 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),-1.06989 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),-0.752622 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-0.773058 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),-0.345472 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),-0.649605 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.678915 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),0.0421258 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.352092 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-1.33273 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),-0.186833 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),-0.578449 # DEPENDENCYPART_GRANDPAR
(17,15),(15,5),-0.351877 # DEPENDENCYPART_GRANDPAR
(17,15),(15,6),-0.826133 # DEPENDENCYPART_GRANDPAR
(17,15),(15,7),-0.237117 # DEPENDENCYPART_GRANDPAR
(17,15),(15,8),-0.266108 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),-0.29446 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-0.500338 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.0950175 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.262757 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),-0.393694 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-1.27292 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),-0.0430932 # DEPENDENCYPART_GRANDPAR
(17,15),(15,19),-0.902967 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-1.24644 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,11),-1.01947 # DEPENDENCYPART_GRANDPAR
(17,18),(18,13),-0.555498 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-0.983778 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-0.772448 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.897105 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.727641 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),-0.547621 # DEPENDENCYPART_GRANDPAR
(17,19),(19,18),0.489081 # DEPENDENCYPART_GRANDPAR
(18,11),(11,5),-0.646188 # DEPENDENCYPART_GRANDPAR
(18,11),(11,6),-0.517435 # DEPENDENCYPART_GRANDPAR
(18,11),(11,7),-0.471592 # DEPENDENCYPART_GRANDPAR
(18,11),(11,9),-0.620543 # DEPENDENCYPART_GRANDPAR
(18,11),(11,10),-0.451794 # DEPENDENCYPART_GRANDPAR
(18,11),(11,12),-0.703997 # DEPENDENCYPART_GRANDPAR
(18,11),(11,13),-0.302182 # DEPENDENCYPART_GRANDPAR
(18,11),(11,14),-0.882906 # DEPENDENCYPART_GRANDPAR
(18,11),(11,15),-0.374962 # DEPENDENCYPART_GRANDPAR
(18,11),(11,16),-0.615338 # DEPENDENCYPART_GRANDPAR
(18,11),(11,17),-0.456483 # DEPENDENCYPART_GRANDPAR
(18,11),(11,18),-1.48314 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,11),(11,19),-0.764965 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),-0.4043 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),-0.549162 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),-0.879959 # DEPENDENCYPART_GRANDPAR
(18,13),(13,15),-0.693232 # DEPENDENCYPART_GRANDPAR
(18,13),(13,16),-0.689072 # DEPENDENCYPART_GRANDPAR
(18,13),(13,17),-0.402357 # DEPENDENCYPART_GRANDPAR
(18,13),(13,18),-1.46901 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,13),(13,19),-0.765695 # DEPENDENCYPART_GRANDPAR
(18,14),(14,6),-0.517441 # DEPENDENCYPART_GRANDPAR
(18,14),(14,11),-0.455605 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),-0.331878 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.355279 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),-0.382384 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),-0.615338 # DEPENDENCYPART_GRANDPAR
(18,14),(14,17),-0.456483 # DEPENDENCYPART_GRANDPAR
(18,14),(14,18),-1.48314 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,5),-0.66078 # DEPENDENCYPART_GRANDPAR
(18,15),(15,6),-0.637487 # DEPENDENCYPART_GRANDPAR
(18,15),(15,7),-0.616 # DEPENDENCYPART_GRANDPAR
(18,15),(15,8),-0.640731 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),-0.643864 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),-0.620055 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.62967 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.559445 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),-0.623412 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),-0.393488 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-1.5015 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,19),-0.786867 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),-0.393991 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-0.414291 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.573281 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-1.51692 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,19),-0.785717 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-1.10491 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,11),-0.541834 # DEPENDENCYPART_GRANDPAR
(19,18),(18,13),-0.27139 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),-0.534096 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),-0.494458 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-0.357962 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.218189 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-1.80701 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
