# _root_ He was flawless afield ( ditto in game two ) , moved a runner along in the A 's three-run second inning , and homered for his team 's final tally .
#goldHeads=2,0,2,2,6,2,6,7,8,6,2,2,14,12,12,12,22,22,22,22,22,16,12,12,24,25,28,31,28,31,26,2,
#predictedHeads=2,0,2,3,6,2,6,7,8,6,2,2,14,12,14,15,22,22,22,22,22,16,12,12,24,25,28,31,28,31,26,2,
(2,16),(2,23),0.0142903 # DEPENDENCYPART_SIBL
(2,16),(2,24),-0.00364378 # DEPENDENCYPART_SIBL
(2,16),(2,25),0.0562241 # DEPENDENCYPART_SIBL
(2,16),(2,26),0.00724141 # DEPENDENCYPART_SIBL
(2,16),(2,32),-0.0326129 # DEPENDENCYPART_SIBL
(2,22),(2,23),0.0330426 # DEPENDENCYPART_SIBL
(2,22),(2,24),-0.0313997 # DEPENDENCYPART_SIBL
(2,22),(2,25),-0.0136662 # DEPENDENCYPART_SIBL
(2,22),(2,26),0.0627665 # DEPENDENCYPART_SIBL
(2,22),(2,32),-0.00396018 # DEPENDENCYPART_SIBL
(2,23),(2,24),0.70236 # DEPENDENCYPART_SIBL
(2,23),(2,25),0.338578 # DEPENDENCYPART_SIBL
(2,23),(2,26),0.139933 # DEPENDENCYPART_SIBL
(2,23),(2,32),0.0041776 # DEPENDENCYPART_SIBL
(2,24),(2,25),-0.0675817 # DEPENDENCYPART_SIBL
(2,24),(2,26),-0.0374013 # DEPENDENCYPART_SIBL
(2,24),(2,32),0.00100235 # DEPENDENCYPART_SIBL
(2,25),(2,26),-0.115586 # DEPENDENCYPART_SIBL
(2,25),(2,32),0.0370798 # DEPENDENCYPART_SIBL
(2,26),(2,32),0.0277865 # DEPENDENCYPART_SIBL
(3,1),(3,2),-0.00762605 # DEPENDENCYPART_SIBL
(3,1),(3,4),-0.019212 # DEPENDENCYPART_SIBL
(3,1),(3,5),-0.0602927 # DEPENDENCYPART_SIBL
(3,1),(3,6),-0.0962458 # DEPENDENCYPART_SIBL
(3,1),(3,7),-0.0628677 # DEPENDENCYPART_SIBL
(3,1),(3,8),-0.0982228 # DEPENDENCYPART_SIBL
(3,1),(3,9),-0.0104104 # DEPENDENCYPART_SIBL
(3,1),(3,10),0.104711 # DEPENDENCYPART_SIBL
(3,1),(3,11),0.030425 # DEPENDENCYPART_SIBL
(3,1),(3,12),0.0291752 # DEPENDENCYPART_SIBL
(3,1),(3,16),-0.0628677 # DEPENDENCYPART_SIBL
(3,2),(3,4),-0.0313507 # DEPENDENCYPART_SIBL
(3,2),(3,5),-0.0096746 # DEPENDENCYPART_SIBL
(3,2),(3,6),-0.0245586 # DEPENDENCYPART_SIBL
(3,2),(3,7),-0.040712 # DEPENDENCYPART_SIBL
(3,2),(3,8),-0.0252851 # DEPENDENCYPART_SIBL
(3,2),(3,9),-0.0271865 # DEPENDENCYPART_SIBL
(3,2),(3,10),0.0463649 # DEPENDENCYPART_SIBL
(3,2),(3,11),-0.0110452 # DEPENDENCYPART_SIBL
(3,2),(3,12),-0.0501824 # DEPENDENCYPART_SIBL
(3,2),(3,16),-0.040712 # DEPENDENCYPART_SIBL
(3,4),(3,5),0.00486469 # DEPENDENCYPART_SIBL
(3,4),(3,6),0.0546931 # DEPENDENCYPART_SIBL
(3,4),(3,7),0.141932 # DEPENDENCYPART_SIBL
(3,4),(3,8),0.0613278 # DEPENDENCYPART_SIBL
(3,4),(3,9),0.0468801 # DEPENDENCYPART_SIBL
(3,4),(3,10),-0.0697147 # DEPENDENCYPART_SIBL
(3,4),(3,11),0.0698509 # DEPENDENCYPART_SIBL
(3,4),(3,12),0.00657322 # DEPENDENCYPART_SIBL
(3,4),(3,16),0.141932 # DEPENDENCYPART_SIBL
(3,5),(3,6),-0.0373614 # DEPENDENCYPART_SIBL
(3,5),(3,7),0.000995868 # DEPENDENCYPART_SIBL
(3,5),(3,8),-0.0385743 # DEPENDENCYPART_SIBL
(3,5),(3,9),-0.0488637 # DEPENDENCYPART_SIBL
(3,5),(3,10),0.123564 # DEPENDENCYPART_SIBL
(3,5),(3,11),-0.0847392 # DEPENDENCYPART_SIBL
(3,5),(3,12),-0.0704732 # DEPENDENCYPART_SIBL
(3,5),(3,16),0.000995868 # DEPENDENCYPART_SIBL
(3,6),(3,7),0.0793162 # DEPENDENCYPART_SIBL
(3,6),(3,8),-0.14225 # DEPENDENCYPART_SIBL
(3,6),(3,9),-0.0668218 # DEPENDENCYPART_SIBL
(3,6),(3,10),-0.0100395 # DEPENDENCYPART_SIBL
(3,6),(3,11),0.0122135 # DEPENDENCYPART_SIBL
(3,6),(3,12),-0.0608516 # DEPENDENCYPART_SIBL
(3,6),(3,16),0.0793162 # DEPENDENCYPART_SIBL
(3,7),(3,8),0.154781 # DEPENDENCYPART_SIBL
(3,7),(3,9),0.123562 # DEPENDENCYPART_SIBL
(3,7),(3,10),0.0993316 # DEPENDENCYPART_SIBL
(3,7),(3,11),0.0807937 # DEPENDENCYPART_SIBL
(3,7),(3,12),0.0998042 # DEPENDENCYPART_SIBL
(3,7),(3,16),0.0703102 # DEPENDENCYPART_SIBL
(3,8),(3,9),-0.0683153 # DEPENDENCYPART_SIBL
(3,8),(3,10),-0.0141201 # DEPENDENCYPART_SIBL
(3,8),(3,11),0.0243067 # DEPENDENCYPART_SIBL
(3,8),(3,12),-0.0613852 # DEPENDENCYPART_SIBL
(3,8),(3,16),0.0836899 # DEPENDENCYPART_SIBL
(3,9),(3,10),0.000612769 # DEPENDENCYPART_SIBL
(3,9),(3,11),0.00984399 # DEPENDENCYPART_SIBL
(3,9),(3,12),0.0062309 # DEPENDENCYPART_SIBL
(3,9),(3,16),0.043662 # DEPENDENCYPART_SIBL
(3,10),(3,11),-0.0875876 # DEPENDENCYPART_SIBL
(3,10),(3,12),-0.00483027 # DEPENDENCYPART_SIBL
(3,10),(3,16),0.00403002 # DEPENDENCYPART_SIBL
(3,11),(3,12),0.315121 # DEPENDENCYPART_SIBL
(3,11),(3,16),0.0633593 # DEPENDENCYPART_SIBL
(3,12),(3,16),0.0631247 # DEPENDENCYPART_SIBL
(4,1),(4,2),0.010479 # DEPENDENCYPART_SIBL
(4,1),(4,3),0.0879686 # DEPENDENCYPART_SIBL
(4,1),(4,5),-0.0429777 # DEPENDENCYPART_SIBL
(4,1),(4,6),-0.0590282 # DEPENDENCYPART_SIBL
(4,1),(4,7),-0.0496324 # DEPENDENCYPART_SIBL
(4,1),(4,8),-0.0602798 # DEPENDENCYPART_SIBL
(4,1),(4,9),-0.00286438 # DEPENDENCYPART_SIBL
(4,1),(4,10),-0.00174123 # DEPENDENCYPART_SIBL
(4,1),(4,11),0.130781 # DEPENDENCYPART_SIBL
(4,1),(4,12),0.0309624 # DEPENDENCYPART_SIBL
(4,1),(4,14),-0.0590282 # DEPENDENCYPART_SIBL
(4,1),(4,15),-0.0519075 # DEPENDENCYPART_SIBL
(4,1),(4,16),-0.0496324 # DEPENDENCYPART_SIBL
(4,1),(4,32),0.0843196 # DEPENDENCYPART_SIBL
(4,2),(4,3),0.0399762 # DEPENDENCYPART_SIBL
(4,2),(4,5),0.0163679 # DEPENDENCYPART_SIBL
(4,2),(4,6),0.0209014 # DEPENDENCYPART_SIBL
(4,2),(4,7),-0.0262871 # DEPENDENCYPART_SIBL
(4,2),(4,8),0.0209002 # DEPENDENCYPART_SIBL
(4,2),(4,9),-0.0102014 # DEPENDENCYPART_SIBL
(4,2),(4,10),-0.0513929 # DEPENDENCYPART_SIBL
(4,2),(4,11),0.0994637 # DEPENDENCYPART_SIBL
(4,2),(4,12),-0.0389967 # DEPENDENCYPART_SIBL
(4,2),(4,14),0.0209014 # DEPENDENCYPART_SIBL
(4,2),(4,15),0.00257939 # DEPENDENCYPART_SIBL
(4,2),(4,16),-0.0262871 # DEPENDENCYPART_SIBL
(4,2),(4,32),-0.00712969 # DEPENDENCYPART_SIBL
(4,3),(4,5),0.00227271 # DEPENDENCYPART_SIBL
(4,3),(4,6),0.0416598 # DEPENDENCYPART_SIBL
(4,3),(4,7),-0.0783732 # DEPENDENCYPART_SIBL
(4,3),(4,8),0.0429079 # DEPENDENCYPART_SIBL
(4,3),(4,9),-0.0255485 # DEPENDENCYPART_SIBL
(4,3),(4,10),-0.0415814 # DEPENDENCYPART_SIBL
(4,3),(4,11),0.167402 # DEPENDENCYPART_SIBL
(4,3),(4,12),0.013778 # DEPENDENCYPART_SIBL
(4,3),(4,14),0.0416004 # DEPENDENCYPART_SIBL
(4,3),(4,15),-0.0415093 # DEPENDENCYPART_SIBL
(4,3),(4,16),-0.0783732 # DEPENDENCYPART_SIBL
(4,3),(4,32),-0.00703457 # DEPENDENCYPART_SIBL
(4,5),(4,6),-0.00296805 # DEPENDENCYPART_SIBL
(4,5),(4,7),0.0801262 # DEPENDENCYPART_SIBL
(4,5),(4,8),-0.00469523 # DEPENDENCYPART_SIBL
(4,5),(4,9),0.00358675 # DEPENDENCYPART_SIBL
(4,5),(4,10),0.200595 # DEPENDENCYPART_SIBL
(4,5),(4,11),-0.0498023 # DEPENDENCYPART_SIBL
(4,5),(4,12),-0.0249406 # DEPENDENCYPART_SIBL
(4,5),(4,14),-0.00296805 # DEPENDENCYPART_SIBL
(4,5),(4,15),0.0532899 # DEPENDENCYPART_SIBL
(4,5),(4,16),0.0801262 # DEPENDENCYPART_SIBL
(4,5),(4,32),0.0467874 # DEPENDENCYPART_SIBL
(4,6),(4,7),0.0365687 # DEPENDENCYPART_SIBL
(4,6),(4,8),-0.197988 # DEPENDENCYPART_SIBL
(4,6),(4,9),-0.0923907 # DEPENDENCYPART_SIBL
(4,6),(4,10),-0.0231824 # DEPENDENCYPART_SIBL
(4,6),(4,11),0.0241433 # DEPENDENCYPART_SIBL
(4,6),(4,12),-0.10335 # DEPENDENCYPART_SIBL
(4,6),(4,14),-0.202963 # DEPENDENCYPART_SIBL
(4,6),(4,15),-0.00759003 # DEPENDENCYPART_SIBL
(4,6),(4,16),0.0365687 # DEPENDENCYPART_SIBL
(4,6),(4,32),-0.0634338 # DEPENDENCYPART_SIBL
(4,7),(4,8),0.117671 # DEPENDENCYPART_SIBL
(4,7),(4,9),0.0398474 # DEPENDENCYPART_SIBL
(4,7),(4,10),0.0385949 # DEPENDENCYPART_SIBL
(4,7),(4,11),0.00981694 # DEPENDENCYPART_SIBL
(4,7),(4,12),-0.0327104 # DEPENDENCYPART_SIBL
(4,7),(4,14),0.124906 # DEPENDENCYPART_SIBL
(4,7),(4,15),-0.00424957 # DEPENDENCYPART_SIBL
(4,7),(4,16),-0.0497438 # DEPENDENCYPART_SIBL
(4,7),(4,32),-0.126499 # DEPENDENCYPART_SIBL
(4,8),(4,9),-0.0941565 # DEPENDENCYPART_SIBL
(4,8),(4,10),-0.0281296 # DEPENDENCYPART_SIBL
(4,8),(4,11),0.03598 # DEPENDENCYPART_SIBL
(4,8),(4,12),-0.104156 # DEPENDENCYPART_SIBL
(4,8),(4,14),-0.2051 # DEPENDENCYPART_SIBL
(4,8),(4,15),-0.00444732 # DEPENDENCYPART_SIBL
(4,8),(4,16),0.0406988 # DEPENDENCYPART_SIBL
(4,8),(4,32),-0.0785959 # DEPENDENCYPART_SIBL
(4,9),(4,10),-0.0291182 # DEPENDENCYPART_SIBL
(4,9),(4,11),-0.00991845 # DEPENDENCYPART_SIBL
(4,9),(4,12),-0.0413507 # DEPENDENCYPART_SIBL
(4,9),(4,14),-0.0496697 # DEPENDENCYPART_SIBL
(4,9),(4,15),-0.042116 # DEPENDENCYPART_SIBL
(4,9),(4,16),-0.00468306 # DEPENDENCYPART_SIBL
(4,9),(4,32),-0.048879 # DEPENDENCYPART_SIBL
(4,10),(4,11),-0.118776 # DEPENDENCYPART_SIBL
(4,10),(4,12),-0.02544 # DEPENDENCYPART_SIBL
(4,10),(4,14),-0.0506362 # DEPENDENCYPART_SIBL
(4,10),(4,15),-0.0257339 # DEPENDENCYPART_SIBL
(4,10),(4,16),0.0100697 # DEPENDENCYPART_SIBL
(4,10),(4,32),-0.0323125 # DEPENDENCYPART_SIBL
(4,11),(4,12),0.387872 # DEPENDENCYPART_SIBL
(4,11),(4,14),0.241316 # DEPENDENCYPART_SIBL
(4,11),(4,15),0.188654 # DEPENDENCYPART_SIBL
(4,11),(4,16),0.15901 # DEPENDENCYPART_SIBL
(4,11),(4,32),0.247993 # DEPENDENCYPART_SIBL
(4,12),(4,14),-0.041656 # DEPENDENCYPART_SIBL
(4,12),(4,15),0.0453979 # DEPENDENCYPART_SIBL
(4,12),(4,16),0.0955947 # DEPENDENCYPART_SIBL
(4,12),(4,32),0.229742 # DEPENDENCYPART_SIBL
(4,14),(4,15),-0.00803878 # DEPENDENCYPART_SIBL
(4,14),(4,16),0.03612 # DEPENDENCYPART_SIBL
(4,14),(4,32),-0.0634468 # DEPENDENCYPART_SIBL
(4,15),(4,16),0.0638156 # DEPENDENCYPART_SIBL
(4,15),(4,32),-0.0293488 # DEPENDENCYPART_SIBL
(4,16),(4,32),-0.126499 # DEPENDENCYPART_SIBL
(5,2),(5,3),-0.00277951 # DEPENDENCYPART_SIBL
(5,2),(5,4),-0.0433744 # DEPENDENCYPART_SIBL
(5,2),(5,6),0.00819555 # DEPENDENCYPART_SIBL
(5,2),(5,7),-0.0491439 # DEPENDENCYPART_SIBL
(5,2),(5,8),0.0081951 # DEPENDENCYPART_SIBL
(5,2),(5,9),-0.0296823 # DEPENDENCYPART_SIBL
(5,2),(5,10),0.013567 # DEPENDENCYPART_SIBL
(5,2),(5,12),-0.0421833 # DEPENDENCYPART_SIBL
(5,3),(5,4),-0.0251273 # DEPENDENCYPART_SIBL
(5,3),(5,6),-0.00910216 # DEPENDENCYPART_SIBL
(5,3),(5,7),-0.0959973 # DEPENDENCYPART_SIBL
(5,3),(5,8),-0.0078532 # DEPENDENCYPART_SIBL
(5,3),(5,9),-0.0590669 # DEPENDENCYPART_SIBL
(5,3),(5,10),-0.00534189 # DEPENDENCYPART_SIBL
(5,3),(5,12),-0.0196493 # DEPENDENCYPART_SIBL
(5,4),(5,6),-0.0143327 # DEPENDENCYPART_SIBL
(5,4),(5,7),-0.0365825 # DEPENDENCYPART_SIBL
(5,4),(5,8),-0.00862832 # DEPENDENCYPART_SIBL
(5,4),(5,9),-0.0133532 # DEPENDENCYPART_SIBL
(5,4),(5,10),0.0825512 # DEPENDENCYPART_SIBL
(5,4),(5,12),-0.0205803 # DEPENDENCYPART_SIBL
(5,6),(5,7),0.0176161 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.156391 # DEPENDENCYPART_SIBL
(5,6),(5,9),-0.0495125 # DEPENDENCYPART_SIBL
(5,6),(5,10),0.587646 # DEPENDENCYPART_SIBL
(5,6),(5,12),-0.040273 # DEPENDENCYPART_SIBL
(5,7),(5,8),0.0317336 # DEPENDENCYPART_SIBL
(5,7),(5,9),-0.013352 # DEPENDENCYPART_SIBL
(5,7),(5,10),0.575357 # DEPENDENCYPART_SIBL
(5,7),(5,12),-0.00131631 # DEPENDENCYPART_SIBL
(5,8),(5,9),-0.0509812 # DEPENDENCYPART_SIBL
(5,8),(5,10),0.583589 # DEPENDENCYPART_SIBL
(5,8),(5,12),-0.0407818 # DEPENDENCYPART_SIBL
(5,9),(5,10),0.465424 # DEPENDENCYPART_SIBL
(5,9),(5,12),-0.0522538 # DEPENDENCYPART_SIBL
(5,10),(5,12),-0.0633395 # DEPENDENCYPART_SIBL
(6,1),(6,2),0.0417004 # DEPENDENCYPART_SIBL
(6,1),(6,3),0.111075 # DEPENDENCYPART_SIBL
(6,1),(6,4),0.139159 # DEPENDENCYPART_SIBL
(6,1),(6,5),-0.0745867 # DEPENDENCYPART_SIBL
(6,1),(6,7),-0.0327854 # DEPENDENCYPART_SIBL
(6,1),(6,8),-0.0160762 # DEPENDENCYPART_SIBL
(6,1),(6,9),0.015014 # DEPENDENCYPART_SIBL
(6,1),(6,10),0.111401 # DEPENDENCYPART_SIBL
(6,1),(6,11),0.0909127 # DEPENDENCYPART_SIBL
(6,1),(6,12),0.0656261 # DEPENDENCYPART_SIBL
(6,1),(6,14),-0.0141889 # DEPENDENCYPART_SIBL
(6,1),(6,15),-0.0360372 # DEPENDENCYPART_SIBL
(6,1),(6,16),-0.0327854 # DEPENDENCYPART_SIBL
(6,1),(6,22),-0.0146469 # DEPENDENCYPART_SIBL
(6,1),(6,23),0.0909127 # DEPENDENCYPART_SIBL
(6,1),(6,24),0.00477826 # DEPENDENCYPART_SIBL
(6,1),(6,25),0.0762941 # DEPENDENCYPART_SIBL
(6,1),(6,26),0.0300498 # DEPENDENCYPART_SIBL
(6,1),(6,32),0.217116 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.0437721 # DEPENDENCYPART_SIBL
(6,2),(6,4),-0.00889266 # DEPENDENCYPART_SIBL
(6,2),(6,5),-0.0703777 # DEPENDENCYPART_SIBL
(6,2),(6,7),0.0359448 # DEPENDENCYPART_SIBL
(6,2),(6,8),0.0357367 # DEPENDENCYPART_SIBL
(6,2),(6,9),0.00508333 # DEPENDENCYPART_SIBL
(6,2),(6,10),0.059091 # DEPENDENCYPART_SIBL
(6,2),(6,11),0.0324294 # DEPENDENCYPART_SIBL
(6,2),(6,12),-0.00714066 # DEPENDENCYPART_SIBL
(6,2),(6,14),0.0363736 # DEPENDENCYPART_SIBL
(6,2),(6,15),0.0754256 # DEPENDENCYPART_SIBL
(6,2),(6,16),0.0359448 # DEPENDENCYPART_SIBL
(6,2),(6,22),0.0359101 # DEPENDENCYPART_SIBL
(6,2),(6,23),0.0324294 # DEPENDENCYPART_SIBL
(6,2),(6,24),-0.00172831 # DEPENDENCYPART_SIBL
(6,2),(6,25),0.00476245 # DEPENDENCYPART_SIBL
(6,2),(6,26),0.090342 # DEPENDENCYPART_SIBL
(6,2),(6,32),0.0855008 # DEPENDENCYPART_SIBL
(6,3),(6,4),-0.100309 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.175895 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.0262062 # DEPENDENCYPART_SIBL
(6,3),(6,8),0.0128949 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.0354801 # DEPENDENCYPART_SIBL
(6,3),(6,10),-0.00614511 # DEPENDENCYPART_SIBL
(6,3),(6,11),0.0135852 # DEPENDENCYPART_SIBL
(6,3),(6,12),-0.00491761 # DEPENDENCYPART_SIBL
(6,3),(6,14),0.0140026 # DEPENDENCYPART_SIBL
(6,3),(6,15),-0.0325609 # DEPENDENCYPART_SIBL
(6,3),(6,16),-0.0262062 # DEPENDENCYPART_SIBL
(6,3),(6,22),0.0136015 # DEPENDENCYPART_SIBL
(6,3),(6,23),0.0135852 # DEPENDENCYPART_SIBL
(6,3),(6,24),-0.00701758 # DEPENDENCYPART_SIBL
(6,3),(6,25),0.0111358 # DEPENDENCYPART_SIBL
(6,3),(6,26),-0.0373056 # DEPENDENCYPART_SIBL
(6,3),(6,32),0.00693719 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.149231 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.0462311 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.0244837 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.0636648 # DEPENDENCYPART_SIBL
(6,4),(6,10),0.111049 # DEPENDENCYPART_SIBL
(6,4),(6,11),-0.0286951 # DEPENDENCYPART_SIBL
(6,4),(6,12),-0.0581987 # DEPENDENCYPART_SIBL
(6,4),(6,14),-0.0295608 # DEPENDENCYPART_SIBL
(6,4),(6,15),-0.0500032 # DEPENDENCYPART_SIBL
(6,4),(6,16),-0.0462311 # DEPENDENCYPART_SIBL
(6,4),(6,22),-0.0300121 # DEPENDENCYPART_SIBL
(6,4),(6,23),-0.0286951 # DEPENDENCYPART_SIBL
(6,4),(6,24),0.0201312 # DEPENDENCYPART_SIBL
(6,4),(6,25),-0.0556581 # DEPENDENCYPART_SIBL
(6,4),(6,26),-0.0320828 # DEPENDENCYPART_SIBL
(6,4),(6,32),0.0632799 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.0185208 # DEPENDENCYPART_SIBL
(6,5),(6,8),0.0462063 # DEPENDENCYPART_SIBL
(6,5),(6,9),0.07861 # DEPENDENCYPART_SIBL
(6,5),(6,10),1.54915 # DEPENDENCYPART_SIBL
(6,5),(6,11),-0.00530123 # DEPENDENCYPART_SIBL
(6,5),(6,12),0.0296154 # DEPENDENCYPART_SIBL
(6,5),(6,14),0.0490295 # DEPENDENCYPART_SIBL
(6,5),(6,15),0.0895739 # DEPENDENCYPART_SIBL
(6,5),(6,16),0.0185208 # DEPENDENCYPART_SIBL
(6,5),(6,22),0.048569 # DEPENDENCYPART_SIBL
(6,5),(6,23),-0.00530123 # DEPENDENCYPART_SIBL
(6,5),(6,24),0.00943265 # DEPENDENCYPART_SIBL
(6,5),(6,25),0.0415185 # DEPENDENCYPART_SIBL
(6,5),(6,26),0.136785 # DEPENDENCYPART_SIBL
(6,5),(6,32),0.203888 # DEPENDENCYPART_SIBL
(6,7),(6,8),0.140798 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.0448955 # DEPENDENCYPART_SIBL
(6,7),(6,10),0.0468853 # DEPENDENCYPART_SIBL
(6,7),(6,11),0.0810265 # DEPENDENCYPART_SIBL
(6,7),(6,12),0.00134365 # DEPENDENCYPART_SIBL
(6,7),(6,14),0.143217 # DEPENDENCYPART_SIBL
(6,7),(6,15),0.130439 # DEPENDENCYPART_SIBL
(6,7),(6,16),-0.0432132 # DEPENDENCYPART_SIBL
(6,7),(6,22),0.140135 # DEPENDENCYPART_SIBL
(6,7),(6,23),0.0810265 # DEPENDENCYPART_SIBL
(6,7),(6,24),0.263705 # DEPENDENCYPART_SIBL
(6,7),(6,25),0.00712819 # DEPENDENCYPART_SIBL
(6,7),(6,26),0.0696452 # DEPENDENCYPART_SIBL
(6,7),(6,32),0.0218828 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.0502084 # DEPENDENCYPART_SIBL
(6,8),(6,10),0.0378114 # DEPENDENCYPART_SIBL
(6,8),(6,11),0.00771915 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.0470062 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.108622 # DEPENDENCYPART_SIBL
(6,8),(6,15),0.0118114 # DEPENDENCYPART_SIBL
(6,8),(6,16),0.0298259 # DEPENDENCYPART_SIBL
(6,8),(6,22),-0.110146 # DEPENDENCYPART_SIBL
(6,8),(6,23),0.00771915 # DEPENDENCYPART_SIBL
(6,8),(6,24),-0.0227899 # DEPENDENCYPART_SIBL
(6,8),(6,25),-0.052063 # DEPENDENCYPART_SIBL
(6,8),(6,26),-0.0553344 # DEPENDENCYPART_SIBL
(6,8),(6,32),-0.0199948 # DEPENDENCYPART_SIBL
(6,9),(6,10),0.068777 # DEPENDENCYPART_SIBL
(6,9),(6,11),0.064191 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.0158211 # DEPENDENCYPART_SIBL
(6,9),(6,14),0.0117596 # DEPENDENCYPART_SIBL
(6,9),(6,15),-0.0205289 # DEPENDENCYPART_SIBL
(6,9),(6,16),-0.00365413 # DEPENDENCYPART_SIBL
(6,9),(6,22),0.0102006 # DEPENDENCYPART_SIBL
(6,9),(6,23),0.064191 # DEPENDENCYPART_SIBL
(6,9),(6,24),-0.0205659 # DEPENDENCYPART_SIBL
(6,9),(6,25),-0.00906382 # DEPENDENCYPART_SIBL
(6,9),(6,26),-0.0408676 # DEPENDENCYPART_SIBL
(6,9),(6,32),-0.0659189 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.0313817 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.0192724 # DEPENDENCYPART_SIBL
(6,10),(6,14),0.00410268 # DEPENDENCYPART_SIBL
(6,10),(6,15),-0.066365 # DEPENDENCYPART_SIBL
(6,10),(6,16),-0.0661911 # DEPENDENCYPART_SIBL
(6,10),(6,22),0.0025437 # DEPENDENCYPART_SIBL
(6,10),(6,23),-0.0313817 # DEPENDENCYPART_SIBL
(6,10),(6,24),-0.00708048 # DEPENDENCYPART_SIBL
(6,10),(6,25),-0.0161121 # DEPENDENCYPART_SIBL
(6,10),(6,26),-0.143744 # DEPENDENCYPART_SIBL
(6,10),(6,32),-0.0432097 # DEPENDENCYPART_SIBL
(6,11),(6,12),0.479752 # DEPENDENCYPART_SIBL
(6,11),(6,14),0.699587 # DEPENDENCYPART_SIBL
(6,11),(6,15),0.367087 # DEPENDENCYPART_SIBL
(6,11),(6,16),0.153709 # DEPENDENCYPART_SIBL
(6,11),(6,22),0.698025 # DEPENDENCYPART_SIBL
(6,11),(6,23),0.119574 # DEPENDENCYPART_SIBL
(6,11),(6,24),0.536637 # DEPENDENCYPART_SIBL
(6,11),(6,25),0.500545 # DEPENDENCYPART_SIBL
(6,11),(6,26),0.201376 # DEPENDENCYPART_SIBL
(6,11),(6,32),-0.00473053 # DEPENDENCYPART_SIBL
(6,12),(6,14),-0.0192758 # DEPENDENCYPART_SIBL
(6,12),(6,15),0.00306286 # DEPENDENCYPART_SIBL
(6,12),(6,16),0.0311955 # DEPENDENCYPART_SIBL
(6,12),(6,22),-0.0208348 # DEPENDENCYPART_SIBL
(6,12),(6,23),0.265577 # DEPENDENCYPART_SIBL
(6,12),(6,24),0.111411 # DEPENDENCYPART_SIBL
(6,12),(6,25),-0.239109 # DEPENDENCYPART_SIBL
(6,12),(6,26),-0.063812 # DEPENDENCYPART_SIBL
(6,12),(6,32),0.0538747 # DEPENDENCYPART_SIBL
(6,14),(6,15),0.00901492 # DEPENDENCYPART_SIBL
(6,14),(6,16),0.026042 # DEPENDENCYPART_SIBL
(6,14),(6,22),-0.107282 # DEPENDENCYPART_SIBL
(6,14),(6,23),-0.00334114 # DEPENDENCYPART_SIBL
(6,14),(6,24),-0.0247347 # DEPENDENCYPART_SIBL
(6,14),(6,25),-0.0505305 # DEPENDENCYPART_SIBL
(6,14),(6,26),-0.0653456 # DEPENDENCYPART_SIBL
(6,14),(6,32),-0.00411321 # DEPENDENCYPART_SIBL
(6,15),(6,16),0.0901356 # DEPENDENCYPART_SIBL
(6,15),(6,22),0.0187254 # DEPENDENCYPART_SIBL
(6,15),(6,23),0.0657838 # DEPENDENCYPART_SIBL
(6,15),(6,24),0.106722 # DEPENDENCYPART_SIBL
(6,15),(6,25),-0.0460815 # DEPENDENCYPART_SIBL
(6,15),(6,26),-0.00888575 # DEPENDENCYPART_SIBL
(6,15),(6,32),0.0657677 # DEPENDENCYPART_SIBL
(6,16),(6,22),0.140135 # DEPENDENCYPART_SIBL
(6,16),(6,23),0.0810265 # DEPENDENCYPART_SIBL
(6,16),(6,24),0.263705 # DEPENDENCYPART_SIBL
(6,16),(6,25),0.00712819 # DEPENDENCYPART_SIBL
(6,16),(6,26),0.0696452 # DEPENDENCYPART_SIBL
(6,16),(6,32),0.0218828 # DEPENDENCYPART_SIBL
(6,22),(6,23),-0.00761922 # DEPENDENCYPART_SIBL
(6,22),(6,24),-0.0265268 # DEPENDENCYPART_SIBL
(6,22),(6,25),-0.0506324 # DEPENDENCYPART_SIBL
(6,22),(6,26),-0.0651186 # DEPENDENCYPART_SIBL
(6,22),(6,32),-0.00420552 # DEPENDENCYPART_SIBL
(6,23),(6,24),0.536637 # DEPENDENCYPART_SIBL
(6,23),(6,25),0.500545 # DEPENDENCYPART_SIBL
(6,23),(6,26),0.201376 # DEPENDENCYPART_SIBL
(6,23),(6,32),-0.00473053 # DEPENDENCYPART_SIBL
(6,24),(6,25),-0.0354659 # DEPENDENCYPART_SIBL
(6,24),(6,26),-0.0530553 # DEPENDENCYPART_SIBL
(6,24),(6,32),-0.0447892 # DEPENDENCYPART_SIBL
