# _root_ Under the agreement , Intel will invest $ 3 million to acquire a 4 % stake in Alliant , a maker of minisupercomputers for scientists and engineers .
#goldHeads=6,3,1,6,6,0,6,7,8,8,7,11,16,15,16,12,16,17,18,21,18,21,22,23,24,25,26,6,
#predictedHeads=6,3,1,6,6,0,6,7,8,8,7,11,16,15,16,12,16,17,18,21,18,21,22,23,24,25,26,6,
(3,6),(6,3),-0.75888 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),-0.39937 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),0.231483 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),0.180647 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.056591 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.457227 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.381519 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),0.0684955 # DEPENDENCYPART_GRANDPAR
(3,6),(6,16),-0.213312 # DEPENDENCYPART_GRANDPAR
(3,6),(6,17),-0.0859629 # DEPENDENCYPART_GRANDPAR
(3,6),(6,19),-0.555029 # DEPENDENCYPART_GRANDPAR
(3,6),(6,24),-0.38991 # DEPENDENCYPART_GRANDPAR
(3,6),(6,26),-0.459605 # DEPENDENCYPART_GRANDPAR
(3,6),(6,28),-1.48943 # DEPENDENCYPART_GRANDPAR
(3,7),(7,1),-0.695907 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-0.844764 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),-0.361761 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),0.240638 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),-0.0602941 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.00580445 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.384383 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-0.41034 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.358762 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),-0.144239 # DEPENDENCYPART_GRANDPAR
(3,7),(7,14),-0.594859 # DEPENDENCYPART_GRANDPAR
(3,7),(7,15),-0.747603 # DEPENDENCYPART_GRANDPAR
(3,7),(7,16),-0.193122 # DEPENDENCYPART_GRANDPAR
(3,7),(7,17),-0.0204178 # DEPENDENCYPART_GRANDPAR
(3,7),(7,18),-0.474937 # DEPENDENCYPART_GRANDPAR
(3,7),(7,19),-0.563245 # DEPENDENCYPART_GRANDPAR
(3,7),(7,21),-0.124471 # DEPENDENCYPART_GRANDPAR
(3,7),(7,22),-0.61679 # DEPENDENCYPART_GRANDPAR
(3,7),(7,24),-0.325361 # DEPENDENCYPART_GRANDPAR
(3,7),(7,26),-0.49125 # DEPENDENCYPART_GRANDPAR
(3,7),(7,28),-1.46771 # DEPENDENCYPART_GRANDPAR
(3,8),(8,1),-0.771787 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-0.661041 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,4),-0.225445 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),0.269841 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),-0.0115228 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),0.0876207 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.217397 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-0.209486 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.414692 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),-0.140568 # DEPENDENCYPART_GRANDPAR
(3,8),(8,13),-0.333341 # DEPENDENCYPART_GRANDPAR
(3,8),(8,14),-0.455328 # DEPENDENCYPART_GRANDPAR
(3,8),(8,15),-0.760378 # DEPENDENCYPART_GRANDPAR
(3,8),(8,16),-0.205034 # DEPENDENCYPART_GRANDPAR
(3,8),(8,17),-0.0902502 # DEPENDENCYPART_GRANDPAR
(3,8),(8,18),-0.475944 # DEPENDENCYPART_GRANDPAR
(3,8),(8,19),-0.485937 # DEPENDENCYPART_GRANDPAR
(3,8),(8,21),-0.128816 # DEPENDENCYPART_GRANDPAR
(3,8),(8,22),-0.407842 # DEPENDENCYPART_GRANDPAR
(3,8),(8,24),-0.349157 # DEPENDENCYPART_GRANDPAR
(3,8),(8,26),-0.58654 # DEPENDENCYPART_GRANDPAR
(3,8),(8,28),-1.45867 # DEPENDENCYPART_GRANDPAR
(3,11),(11,1),-0.714742 # DEPENDENCYPART_GRANDPAR
(3,11),(11,4),-0.390598 # DEPENDENCYPART_GRANDPAR
(3,11),(11,5),-0.019546 # DEPENDENCYPART_GRANDPAR
(3,11),(11,8),-0.0651221 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.547642 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),0.313756 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),-0.423707 # DEPENDENCYPART_GRANDPAR
(3,11),(11,15),-0.571565 # DEPENDENCYPART_GRANDPAR
(3,11),(11,16),-0.108669 # DEPENDENCYPART_GRANDPAR
(3,11),(11,17),0.0127602 # DEPENDENCYPART_GRANDPAR
(3,16),(16,1),-0.779639 # DEPENDENCYPART_GRANDPAR
(3,16),(16,2),-0.753966 # DEPENDENCYPART_GRANDPAR
(3,16),(16,5),0.246519 # DEPENDENCYPART_GRANDPAR
(3,16),(16,8),0.0693264 # DEPENDENCYPART_GRANDPAR
(3,16),(16,10),-0.30996 # DEPENDENCYPART_GRANDPAR
(3,16),(16,11),-0.363091 # DEPENDENCYPART_GRANDPAR
(3,16),(16,13),0.0989841 # DEPENDENCYPART_GRANDPAR
(3,16),(16,14),-0.476227 # DEPENDENCYPART_GRANDPAR
(3,16),(16,15),-0.413887 # DEPENDENCYPART_GRANDPAR
(3,16),(16,17),0.0895601 # DEPENDENCYPART_GRANDPAR
(3,16),(16,18),-0.547928 # DEPENDENCYPART_GRANDPAR
(3,16),(16,19),-0.404119 # DEPENDENCYPART_GRANDPAR
(3,16),(16,21),-0.122722 # DEPENDENCYPART_GRANDPAR
(3,16),(16,22),-0.356601 # DEPENDENCYPART_GRANDPAR
(3,16),(16,23),-0.967161 # DEPENDENCYPART_GRANDPAR
(3,16),(16,24),-0.299869 # DEPENDENCYPART_GRANDPAR
(3,16),(16,25),-0.908726 # DEPENDENCYPART_GRANDPAR
(3,16),(16,26),-0.201602 # DEPENDENCYPART_GRANDPAR
(3,16),(16,28),-1.3993 # DEPENDENCYPART_GRANDPAR
(3,17),(17,16),-0.121086 # DEPENDENCYPART_GRANDPAR
(3,17),(17,18),-0.247884 # DEPENDENCYPART_GRANDPAR
(3,17),(17,19),-0.396935 # DEPENDENCYPART_GRANDPAR
(3,17),(17,21),0.0378969 # DEPENDENCYPART_GRANDPAR
(3,18),(18,16),-0.225666 # DEPENDENCYPART_GRANDPAR
(3,18),(18,19),-0.363456 # DEPENDENCYPART_GRANDPAR
(3,18),(18,21),-0.0894184 # DEPENDENCYPART_GRANDPAR
(3,18),(18,22),-0.435576 # DEPENDENCYPART_GRANDPAR
(3,18),(18,23),-0.995089 # DEPENDENCYPART_GRANDPAR
(3,18),(18,24),-0.344966 # DEPENDENCYPART_GRANDPAR
(3,18),(18,25),-0.930377 # DEPENDENCYPART_GRANDPAR
(3,18),(18,26),-0.512023 # DEPENDENCYPART_GRANDPAR
(3,18),(18,28),-1.34122 # DEPENDENCYPART_GRANDPAR
(3,21),(21,13),0.134359 # DEPENDENCYPART_GRANDPAR
(3,21),(21,18),-0.496004 # DEPENDENCYPART_GRANDPAR
(3,21),(21,19),-0.559598 # DEPENDENCYPART_GRANDPAR
(3,21),(21,20),0.227698 # DEPENDENCYPART_GRANDPAR
(3,21),(21,22),-0.353418 # DEPENDENCYPART_GRANDPAR
(3,21),(21,23),-0.946481 # DEPENDENCYPART_GRANDPAR
(3,21),(21,24),-0.331178 # DEPENDENCYPART_GRANDPAR
(3,21),(21,25),-0.888046 # DEPENDENCYPART_GRANDPAR
(3,21),(21,26),-0.165736 # DEPENDENCYPART_GRANDPAR
(3,21),(21,27),-1.24344 # DEPENDENCYPART_GRANDPAR
(3,21),(21,28),-1.38002 # DEPENDENCYPART_GRANDPAR
(3,24),(24,21),-0.177036 # DEPENDENCYPART_GRANDPAR
(3,24),(24,22),-0.736216 # DEPENDENCYPART_GRANDPAR
(3,24),(24,23),-0.965895 # DEPENDENCYPART_GRANDPAR
(3,24),(24,25),-0.733489 # DEPENDENCYPART_GRANDPAR
(3,24),(24,26),-0.419527 # DEPENDENCYPART_GRANDPAR
(3,24),(24,27),-1.08059 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.442557 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.21845 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.22405 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-1.3654 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,6),-0.886916 # DEPENDENCYPART_GRANDPAR
(5,1),(1,7),-1.01123 # DEPENDENCYPART_GRANDPAR
(5,1),(1,8),-0.614483 # DEPENDENCYPART_GRANDPAR
(5,1),(1,11),-0.942898 # DEPENDENCYPART_GRANDPAR
(5,1),(1,28),-1.50618 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.190605 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.577849 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.235376 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.44713 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.882549 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-1.01523 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.654018 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-0.897603 # DEPENDENCYPART_GRANDPAR
(5,3),(3,16),-1.05312 # DEPENDENCYPART_GRANDPAR
(5,3),(3,17),-1.27007 # DEPENDENCYPART_GRANDPAR
(5,3),(3,18),-1.12383 # DEPENDENCYPART_GRANDPAR
(5,3),(3,19),-1.18917 # DEPENDENCYPART_GRANDPAR
(5,3),(3,21),-1.30851 # DEPENDENCYPART_GRANDPAR
(5,3),(3,24),-1.26458 # DEPENDENCYPART_GRANDPAR
(5,3),(3,28),-1.5407 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.713565 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.865058 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.747818 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.916268 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),-0.345835 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.153548 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.482474 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.371111 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.504621 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.536867 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),-0.558121 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),-0.621291 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),-0.510428 # DEPENDENCYPART_GRANDPAR
(5,7),(7,17),-0.774743 # DEPENDENCYPART_GRANDPAR
(5,7),(7,18),-0.481645 # DEPENDENCYPART_GRANDPAR
(5,7),(7,19),-0.57541 # DEPENDENCYPART_GRANDPAR
(5,7),(7,21),-0.787736 # DEPENDENCYPART_GRANDPAR
(5,7),(7,22),-1.54065 # DEPENDENCYPART_GRANDPAR
(5,7),(7,24),-0.815925 # DEPENDENCYPART_GRANDPAR
(5,7),(7,26),-0.556275 # DEPENDENCYPART_GRANDPAR
(5,7),(7,28),-1.00111 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-0.722674 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.841473 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.770845 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.944242 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),-0.352737 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.520604 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.283539 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.0860173 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.50531 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.463781 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.502372 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-0.374971 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),-0.613596 # DEPENDENCYPART_GRANDPAR
(5,8),(8,16),-0.485159 # DEPENDENCYPART_GRANDPAR
(5,8),(8,17),-0.707577 # DEPENDENCYPART_GRANDPAR
(5,8),(8,18),-0.396024 # DEPENDENCYPART_GRANDPAR
(5,8),(8,19),-0.406018 # DEPENDENCYPART_GRANDPAR
(5,8),(8,21),-0.755003 # DEPENDENCYPART_GRANDPAR
(5,8),(8,22),-1.16916 # DEPENDENCYPART_GRANDPAR
(5,8),(8,24),-0.73801 # DEPENDENCYPART_GRANDPAR
(5,8),(8,26),-0.543818 # DEPENDENCYPART_GRANDPAR
(5,8),(8,28),-0.921054 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.28568 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),0.121039 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.39727 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),-0.0233161 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-1.30942 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,7),-0.23953 # DEPENDENCYPART_GRANDPAR
(6,1),(1,8),-0.601986 # DEPENDENCYPART_GRANDPAR
(6,1),(1,11),-0.203568 # DEPENDENCYPART_GRANDPAR
(6,1),(1,28),-1.28166 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.0411467 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),0.0100457 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.133712 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),0.0932398 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.15394 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.117431 # DEPENDENCYPART_GRANDPAR
(6,3),(3,8),-0.516631 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),0.0301292 # DEPENDENCYPART_GRANDPAR
(6,3),(3,16),-0.848789 # DEPENDENCYPART_GRANDPAR
(6,3),(3,17),-0.313884 # DEPENDENCYPART_GRANDPAR
(6,3),(3,18),-0.514057 # DEPENDENCYPART_GRANDPAR
(6,3),(3,19),-0.693123 # DEPENDENCYPART_GRANDPAR
(6,3),(3,21),-0.73565 # DEPENDENCYPART_GRANDPAR
(6,3),(3,24),-0.339266 # DEPENDENCYPART_GRANDPAR
(6,3),(3,28),-1.18907 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),0.0164328 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.23198 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.124634 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.302389 # DEPENDENCYPART_GRANDPAR
(6,5),(5,7),-0.211682 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.577373 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),0.0241817 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.141302 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.649175 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.266306 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.785724 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),0.0281779 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),0.0428994 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),0.194378 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),0.169062 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.117148 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),0.00157106 # DEPENDENCYPART_GRANDPAR
(6,7),(7,15),-0.182003 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),-0.128402 # DEPENDENCYPART_GRANDPAR
(6,7),(7,17),0.322381 # DEPENDENCYPART_GRANDPAR
(6,7),(7,18),0.17342 # DEPENDENCYPART_GRANDPAR
(6,7),(7,19),0.189236 # DEPENDENCYPART_GRANDPAR
(6,7),(7,21),-0.00125585 # DEPENDENCYPART_GRANDPAR
(6,7),(7,22),-0.501243 # DEPENDENCYPART_GRANDPAR
(6,7),(7,24),0.121422 # DEPENDENCYPART_GRANDPAR
(6,7),(7,26),0.444192 # DEPENDENCYPART_GRANDPAR
(6,7),(7,28),-0.69836 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-0.237476 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.389311 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.880174 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.48214 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.5785 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.269899 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.139479 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),0.0203162 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.153917 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.357964 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.603507 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.202665 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-0.681423 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.597948 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),-0.106384 # DEPENDENCYPART_GRANDPAR
(6,8),(8,18),-0.107058 # DEPENDENCYPART_GRANDPAR
(6,8),(8,19),-0.114931 # DEPENDENCYPART_GRANDPAR
(6,8),(8,21),-0.474598 # DEPENDENCYPART_GRANDPAR
(6,8),(8,22),-0.511387 # DEPENDENCYPART_GRANDPAR
(6,8),(8,24),-0.262298 # DEPENDENCYPART_GRANDPAR
(6,8),(8,26),0.23135 # DEPENDENCYPART_GRANDPAR
(6,8),(8,28),-0.895198 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),-0.267192 # DEPENDENCYPART_GRANDPAR
(6,10),(10,4),-0.879933 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-0.495051 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.178202 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.0310611 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.367421 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),-0.281237 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),-0.877857 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-0.501097 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),-0.16979 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.234398 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.0995069 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.056804 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.401565 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.454111 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),-0.0356541 # DEPENDENCYPART_GRANDPAR
(6,12),(12,1),0.0369986 # DEPENDENCYPART_GRANDPAR
(6,12),(12,4),-0.644818 # DEPENDENCYPART_GRANDPAR
(6,12),(12,5),-0.261944 # DEPENDENCYPART_GRANDPAR
(6,12),(12,8),-0.269904 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),-0.218243 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.109738 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.59585 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),-0.0274478 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),-0.193099 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),-0.143818 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),0.146837 # DEPENDENCYPART_GRANDPAR
(6,12),(12,18),0.128004 # DEPENDENCYPART_GRANDPAR
(6,12),(12,19),0.173559 # DEPENDENCYPART_GRANDPAR
(6,12),(12,21),-0.016989 # DEPENDENCYPART_GRANDPAR
(6,12),(12,22),-0.622773 # DEPENDENCYPART_GRANDPAR
(6,12),(12,24),0.0147998 # DEPENDENCYPART_GRANDPAR
(6,12),(12,26),0.433187 # DEPENDENCYPART_GRANDPAR
(6,12),(12,28),-0.712382 # DEPENDENCYPART_GRANDPAR
(6,16),(16,1),-0.123509 # DEPENDENCYPART_GRANDPAR
(6,16),(16,2),-0.788819 # DEPENDENCYPART_GRANDPAR
(6,16),(16,5),-0.488987 # DEPENDENCYPART_GRANDPAR
(6,16),(16,8),-0.0602902 # DEPENDENCYPART_GRANDPAR
(6,16),(16,10),-0.0703112 # DEPENDENCYPART_GRANDPAR
(6,16),(16,11),0.226375 # DEPENDENCYPART_GRANDPAR
(6,16),(16,13),-0.326254 # DEPENDENCYPART_GRANDPAR
(6,16),(16,14),-0.167435 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),-0.332953 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),-0.0879177 # DEPENDENCYPART_GRANDPAR
(6,16),(16,18),-0.0601882 # DEPENDENCYPART_GRANDPAR
(6,16),(16,19),-0.118856 # DEPENDENCYPART_GRANDPAR
(6,16),(16,21),-0.424603 # DEPENDENCYPART_GRANDPAR
(6,16),(16,22),-0.607833 # DEPENDENCYPART_GRANDPAR
(6,16),(16,23),-0.259014 # DEPENDENCYPART_GRANDPAR
(6,16),(16,24),-0.34418 # DEPENDENCYPART_GRANDPAR
(6,16),(16,25),-0.348592 # DEPENDENCYPART_GRANDPAR
(6,16),(16,26),0.240801 # DEPENDENCYPART_GRANDPAR
(6,16),(16,28),-0.832965 # DEPENDENCYPART_GRANDPAR
(6,17),(17,16),-0.305248 # DEPENDENCYPART_GRANDPAR
(6,17),(17,18),0.0275297 # DEPENDENCYPART_GRANDPAR
(6,17),(17,19),-0.108793 # DEPENDENCYPART_GRANDPAR
(6,17),(17,21),-0.377107 # DEPENDENCYPART_GRANDPAR
(6,24),(24,21),-0.276448 # DEPENDENCYPART_GRANDPAR
(6,24),(24,22),-0.619348 # DEPENDENCYPART_GRANDPAR
(6,24),(24,23),-0.141114 # DEPENDENCYPART_GRANDPAR
(6,24),(24,25),-0.249857 # DEPENDENCYPART_GRANDPAR
(6,24),(24,26),0.242629 # DEPENDENCYPART_GRANDPAR
(6,24),(24,27),-0.286174 # DEPENDENCYPART_GRANDPAR
(6,26),(26,27),-0.373133 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.332896 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.196273 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),-0.483874 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),-0.491191 # DEPENDENCYPART_GRANDPAR
(7,1),(1,6),-0.289481 # DEPENDENCYPART_GRANDPAR
(7,1),(1,7),-1.19313 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,1),(1,8),0.210892 # DEPENDENCYPART_GRANDPAR
(7,1),(1,11),-0.25484 # DEPENDENCYPART_GRANDPAR
(7,1),(1,28),-1.26557 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.224878 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.19274 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.285936 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.439776 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),-0.267335 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-1.21181 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,8),0.154389 # DEPENDENCYPART_GRANDPAR
(7,3),(3,11),-0.224765 # DEPENDENCYPART_GRANDPAR
(7,3),(3,16),-0.38717 # DEPENDENCYPART_GRANDPAR
(7,3),(3,17),-0.390757 # DEPENDENCYPART_GRANDPAR
(7,3),(3,18),-0.827409 # DEPENDENCYPART_GRANDPAR
(7,3),(3,19),-0.811348 # DEPENDENCYPART_GRANDPAR
(7,3),(3,21),-0.384467 # DEPENDENCYPART_GRANDPAR
(7,3),(3,24),-0.236866 # DEPENDENCYPART_GRANDPAR
(7,3),(3,28),-1.3147 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.253697 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.249641 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.126675 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.275519 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.20776 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),0.192249 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.32934 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.436221 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.318164 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.550714 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.513023 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.2361 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),0.178103 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.525444 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.276978 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),0.00749731 # DEPENDENCYPART_GRANDPAR
(7,6),(6,16),-0.26922 # DEPENDENCYPART_GRANDPAR
(7,6),(6,17),-0.471253 # DEPENDENCYPART_GRANDPAR
(7,6),(6,19),-0.650018 # DEPENDENCYPART_GRANDPAR
(7,6),(6,24),-0.366851 # DEPENDENCYPART_GRANDPAR
(7,6),(6,26),-0.31386 # DEPENDENCYPART_GRANDPAR
(7,6),(6,28),-1.12975 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-0.363706 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.637682 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.829143 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.865827 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.769097 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.677399 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),0.264728 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),0.129546 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),0.232985 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),0.62592 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.195973 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.166091 # DEPENDENCYPART_GRANDPAR
