# _root_ But then it shot upward 7 1\/2 as Goldman , Sachs & Co. stepped in and bought , traders said .
#goldHeads=4,4,4,20,4,7,5,4,14,9,9,11,12,8,14,14,16,20,20,0,20,
#predictedHeads=4,4,4,20,4,7,5,4,8,9,9,11,12,20,14,14,16,20,20,0,20,
(4,2),(2,4),-1.18541 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),0.0248679 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.48218 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.243735 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-0.1234 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-0.693376 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-0.688509 # DEPENDENCYPART_GRANDPAR
(4,2),(2,12),-0.482403 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.6805 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.404314 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.14998 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),0.0650908 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.784773 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.572768 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.592949 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.598565 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.160494 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),0.0529061 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),0.00934784 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.192468 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.189553 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.144761 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),-0.118367 # DEPENDENCYPART_GRANDPAR
(4,5),(5,14),0.151832 # DEPENDENCYPART_GRANDPAR
(4,5),(5,15),-0.115282 # DEPENDENCYPART_GRANDPAR
(4,5),(5,16),-0.0137901 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.775804 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.547898 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.584152 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.612433 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.564943 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),0.372213 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),0.0442641 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.132735 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.146025 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.0850277 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.06378 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-0.775815 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-0.547916 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.584164 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.601726 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),0.575365 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),0.122373 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),0.0313116 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.145069 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.157568 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.0973622 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.0835428 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),0.205269 # DEPENDENCYPART_GRANDPAR
(4,7),(7,18),-0.364695 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-0.846901 # DEPENDENCYPART_GRANDPAR
(4,8),(8,5),0.518759 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),0.0331922 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),0.278328 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),0.0980037 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.0884284 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),0.135286 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.0826066 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),0.514621 # DEPENDENCYPART_GRANDPAR
(4,8),(8,16),0.0488127 # DEPENDENCYPART_GRANDPAR
(4,8),(8,17),0.208284 # DEPENDENCYPART_GRANDPAR
(4,8),(8,20),-0.16027 # DEPENDENCYPART_GRANDPAR
(4,9),(9,5),0.464398 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),0.0656295 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),0.31111 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),0.0480448 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.185408 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.0263268 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),0.00665412 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-0.198768 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),0.0975624 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),-0.219869 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),-0.0295805 # DEPENDENCYPART_GRANDPAR
(4,9),(9,17),-0.203016 # DEPENDENCYPART_GRANDPAR
(4,9),(9,18),-0.392535 # DEPENDENCYPART_GRANDPAR
(4,9),(9,19),-0.416059 # DEPENDENCYPART_GRANDPAR
(4,9),(9,20),-0.510676 # DEPENDENCYPART_GRANDPAR
(4,11),(11,6),0.0739165 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),0.319397 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),0.0532402 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),-0.0132358 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),0.0195154 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.0664263 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),-0.193596 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),0.104163 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),-0.216043 # DEPENDENCYPART_GRANDPAR
(4,11),(11,16),-0.0620654 # DEPENDENCYPART_GRANDPAR
(4,11),(11,17),-0.196416 # DEPENDENCYPART_GRANDPAR
(4,11),(11,18),-0.46233 # DEPENDENCYPART_GRANDPAR
(4,11),(11,19),-0.416041 # DEPENDENCYPART_GRANDPAR
(4,11),(11,20),-0.504076 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),-0.369857 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),-0.501317 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),0.630001 # DEPENDENCYPART_GRANDPAR
(4,12),(12,15),-0.0852115 # DEPENDENCYPART_GRANDPAR
(4,12),(12,16),0.10647 # DEPENDENCYPART_GRANDPAR
(4,12),(12,17),0.366288 # DEPENDENCYPART_GRANDPAR
(4,12),(12,18),-0.310379 # DEPENDENCYPART_GRANDPAR
(4,12),(12,19),-0.500292 # DEPENDENCYPART_GRANDPAR
(4,12),(12,20),0.0472477 # DEPENDENCYPART_GRANDPAR
(4,14),(14,1),-0.696175 # DEPENDENCYPART_GRANDPAR
(4,14),(14,2),-0.489513 # DEPENDENCYPART_GRANDPAR
(4,14),(14,3),-0.573391 # DEPENDENCYPART_GRANDPAR
(4,14),(14,4),-0.810933 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,14),(14,5),0.391954 # DEPENDENCYPART_GRANDPAR
(4,14),(14,6),-0.00610742 # DEPENDENCYPART_GRANDPAR
(4,14),(14,7),0.236111 # DEPENDENCYPART_GRANDPAR
(4,14),(14,8),0.0127991 # DEPENDENCYPART_GRANDPAR
(4,14),(14,9),-0.114455 # DEPENDENCYPART_GRANDPAR
(4,14),(14,10),-0.383344 # DEPENDENCYPART_GRANDPAR
(4,14),(14,11),-0.0475559 # DEPENDENCYPART_GRANDPAR
(4,14),(14,12),-0.128019 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),-0.427737 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),0.0457855 # DEPENDENCYPART_GRANDPAR
(4,14),(14,16),0.311691 # DEPENDENCYPART_GRANDPAR
(4,14),(14,17),-0.0970342 # DEPENDENCYPART_GRANDPAR
(4,14),(14,18),-0.219118 # DEPENDENCYPART_GRANDPAR
(4,14),(14,19),-0.139662 # DEPENDENCYPART_GRANDPAR
(4,14),(14,20),-0.485872 # DEPENDENCYPART_GRANDPAR
(4,14),(14,21),-0.724769 # DEPENDENCYPART_GRANDPAR
(4,15),(15,16),-0.0738365 # DEPENDENCYPART_GRANDPAR
(4,15),(15,17),-0.306146 # DEPENDENCYPART_GRANDPAR
(4,15),(15,19),-0.324234 # DEPENDENCYPART_GRANDPAR
(4,15),(15,20),-0.628671 # DEPENDENCYPART_GRANDPAR
(4,16),(16,15),-0.547318 # DEPENDENCYPART_GRANDPAR
(4,16),(16,17),0.841914 # DEPENDENCYPART_GRANDPAR
(4,16),(16,18),-0.278675 # DEPENDENCYPART_GRANDPAR
(4,16),(16,19),-0.481265 # DEPENDENCYPART_GRANDPAR
(4,16),(16,20),0.504348 # DEPENDENCYPART_GRANDPAR
(4,17),(17,1),-0.691942 # DEPENDENCYPART_GRANDPAR
(4,17),(17,2),-0.485242 # DEPENDENCYPART_GRANDPAR
(4,17),(17,4),-0.783706 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,17),(17,5),0.430956 # DEPENDENCYPART_GRANDPAR
(4,17),(17,7),0.252401 # DEPENDENCYPART_GRANDPAR
(4,17),(17,8),0.046764 # DEPENDENCYPART_GRANDPAR
(4,17),(17,9),-0.0752362 # DEPENDENCYPART_GRANDPAR
(4,17),(17,11),-0.0083368 # DEPENDENCYPART_GRANDPAR
(4,17),(17,15),-0.122021 # DEPENDENCYPART_GRANDPAR
(4,17),(17,16),0.0299983 # DEPENDENCYPART_GRANDPAR
(4,17),(17,18),-0.234214 # DEPENDENCYPART_GRANDPAR
(4,17),(17,19),-0.0715806 # DEPENDENCYPART_GRANDPAR
(4,17),(17,20),-0.460858 # DEPENDENCYPART_GRANDPAR
(4,17),(17,21),-0.719675 # DEPENDENCYPART_GRANDPAR
(4,18),(18,19),-0.395784 # DEPENDENCYPART_GRANDPAR
(4,19),(19,15),0.0377282 # DEPENDENCYPART_GRANDPAR
(4,19),(19,17),0.100748 # DEPENDENCYPART_GRANDPAR
(4,19),(19,18),-0.0776361 # DEPENDENCYPART_GRANDPAR
(4,19),(19,20),-0.532205 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.487643 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.512594 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.326799 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.435672 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.534161 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.335887 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.8188 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.607754 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-0.969155 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-0.983341 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-1.02367 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-1.12275 # DEPENDENCYPART_GRANDPAR
(5,2),(2,12),-0.75618 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.366624 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.370879 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.326953 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.80103 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,1),-0.211842 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.201431 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.244339 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.76777 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.588244 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.949608 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-1.04763 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-1.01755 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-1.09829 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-1.19717 # DEPENDENCYPART_GRANDPAR
(5,4),(4,12),-0.721184 # DEPENDENCYPART_GRANDPAR
(5,4),(4,14),-1.10968 # DEPENDENCYPART_GRANDPAR
(5,4),(4,15),-1.06044 # DEPENDENCYPART_GRANDPAR
(5,4),(4,16),-0.878242 # DEPENDENCYPART_GRANDPAR
(5,4),(4,17),-1.17623 # DEPENDENCYPART_GRANDPAR
(5,4),(4,18),-1.28314 # DEPENDENCYPART_GRANDPAR
(5,4),(4,19),-1.01666 # DEPENDENCYPART_GRANDPAR
(5,4),(4,21),-1.40682 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.792589 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.802444 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.882302 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.788619 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-1.33911 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.376282 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.658012 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.656517 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.653742 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.836869 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.353935 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.792589 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.802447 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.882302 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.788634 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-1.34197 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),-0.206874 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.664017 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.661725 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.656891 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.842076 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.366906 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),-0.704112 # DEPENDENCYPART_GRANDPAR
(5,7),(7,18),-0.841733 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-0.837947 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-1.60217 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),-0.368111 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.722912 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.427203 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.538002 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.618965 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.260705 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-0.501272 # DEPENDENCYPART_GRANDPAR
(5,8),(8,16),-0.51863 # DEPENDENCYPART_GRANDPAR
(5,8),(8,17),-0.586963 # DEPENDENCYPART_GRANDPAR
(5,8),(8,20),-0.633047 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-1.38247 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),-0.161818 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),-0.515317 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.576109 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.475571 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.691703 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.0555312 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.553479 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.639908 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.535689 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),-0.405366 # DEPENDENCYPART_GRANDPAR
(5,9),(9,17),-0.714246 # DEPENDENCYPART_GRANDPAR
(5,9),(9,18),-0.660414 # DEPENDENCYPART_GRANDPAR
(5,9),(9,19),-0.545764 # DEPENDENCYPART_GRANDPAR
(5,9),(9,20),-0.731001 # DEPENDENCYPART_GRANDPAR
(5,11),(11,6),-0.161192 # DEPENDENCYPART_GRANDPAR
(5,11),(11,7),-0.514691 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),-0.578615 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),-0.376126 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),-0.63217 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.133836 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.559092 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.638578 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),-0.537065 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),-0.443064 # DEPENDENCYPART_GRANDPAR
(5,11),(11,17),-0.712916 # DEPENDENCYPART_GRANDPAR
(5,11),(11,18),-0.734487 # DEPENDENCYPART_GRANDPAR
(5,11),(11,19),-0.550947 # DEPENDENCYPART_GRANDPAR
(5,11),(11,20),-0.729671 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),-0.779843 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-0.769372 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),-0.662675 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),-0.282259 # DEPENDENCYPART_GRANDPAR
(5,12),(12,16),-0.346183 # DEPENDENCYPART_GRANDPAR
(5,12),(12,17),-0.717608 # DEPENDENCYPART_GRANDPAR
(5,12),(12,18),-0.725159 # DEPENDENCYPART_GRANDPAR
(5,12),(12,19),-0.541122 # DEPENDENCYPART_GRANDPAR
(5,12),(12,20),-0.772434 # DEPENDENCYPART_GRANDPAR
(5,14),(14,1),-0.748672 # DEPENDENCYPART_GRANDPAR
(5,14),(14,2),-0.774099 # DEPENDENCYPART_GRANDPAR
(5,14),(14,3),-0.890326 # DEPENDENCYPART_GRANDPAR
(5,14),(14,4),-0.785792 # DEPENDENCYPART_GRANDPAR
(5,14),(14,5),-1.37333 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,14),(14,6),-0.103671 # DEPENDENCYPART_GRANDPAR
(5,14),(14,7),-0.461489 # DEPENDENCYPART_GRANDPAR
(5,14),(14,8),-0.533419 # DEPENDENCYPART_GRANDPAR
(5,14),(14,9),-0.449607 # DEPENDENCYPART_GRANDPAR
(5,14),(14,10),-0.768638 # DEPENDENCYPART_GRANDPAR
(5,14),(14,11),-0.625393 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),-0.277035 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),-0.767902 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),-0.420551 # DEPENDENCYPART_GRANDPAR
(5,14),(14,16),-0.348852 # DEPENDENCYPART_GRANDPAR
(5,14),(14,17),-0.74375 # DEPENDENCYPART_GRANDPAR
(5,14),(14,18),-0.807665 # DEPENDENCYPART_GRANDPAR
(5,14),(14,19),-0.446646 # DEPENDENCYPART_GRANDPAR
(5,14),(14,20),-0.822923 # DEPENDENCYPART_GRANDPAR
(5,14),(14,21),-1.13895 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-0.61905 # DEPENDENCYPART_GRANDPAR
(5,15),(15,17),-0.921008 # DEPENDENCYPART_GRANDPAR
(5,15),(15,19),-0.648148 # DEPENDENCYPART_GRANDPAR
(5,15),(15,20),-0.947704 # DEPENDENCYPART_GRANDPAR
(5,16),(16,15),-0.816495 # DEPENDENCYPART_GRANDPAR
(5,16),(16,17),-0.679186 # DEPENDENCYPART_GRANDPAR
(5,16),(16,18),-0.792337 # DEPENDENCYPART_GRANDPAR
(5,16),(16,19),-0.53633 # DEPENDENCYPART_GRANDPAR
(5,16),(16,20),-0.753636 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.39435 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.333845 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.245062 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.308173 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.328818 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.224866 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),-0.0992545 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.71613 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),-0.684628 # DEPENDENCYPART_GRANDPAR
(6,2),(2,8),-0.90949 # DEPENDENCYPART_GRANDPAR
(6,2),(2,9),-0.960855 # DEPENDENCYPART_GRANDPAR
(6,2),(2,10),-1.09606 # DEPENDENCYPART_GRANDPAR
(6,2),(2,12),-0.956764 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.403077 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.390561 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.256407 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.131734 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.365612 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.308251 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.223736 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.134789 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.69512 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.663579 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.973898 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.954579 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-1.07149 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-1.01658 # DEPENDENCYPART_GRANDPAR
(6,4),(4,12),-0.920275 # DEPENDENCYPART_GRANDPAR
(6,4),(4,14),-1.03695 # DEPENDENCYPART_GRANDPAR
(6,4),(4,15),-0.950097 # DEPENDENCYPART_GRANDPAR
(6,4),(4,16),-1.00414 # DEPENDENCYPART_GRANDPAR
(6,4),(4,17),-1.15373 # DEPENDENCYPART_GRANDPAR
(6,4),(4,18),-1.37766 # DEPENDENCYPART_GRANDPAR
(6,4),(4,19),-0.952603 # DEPENDENCYPART_GRANDPAR
(6,4),(4,21),-1.19195 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.289531 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.259854 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.298003 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.25385 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.71676 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.685255 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.909455 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.96082 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-1.09606 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-1.02249 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),-0.956645 # DEPENDENCYPART_GRANDPAR
(6,5),(5,14),-1.03375 # DEPENDENCYPART_GRANDPAR
(6,5),(5,15),-1.0116 # DEPENDENCYPART_GRANDPAR
(6,5),(5,16),-1.05232 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-0.801246 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.77527 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.77074 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.713179 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.60227 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-1.33349 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.422946 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.393052 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.334983 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.454716 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.31403 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-0.472632 # DEPENDENCYPART_GRANDPAR
(6,7),(7,18),-0.641157 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-0.857584 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.646669 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-1.34549 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),-0.313869 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.442695 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.579882 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.514705 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.565864 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.527023 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.626876 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),-0.657808 # DEPENDENCYPART_GRANDPAR
(6,8),(8,20),-0.597812 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.615913 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-1.30766 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),-0.277155 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),-0.466126 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.466142 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.496894 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.30991 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.395563 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.623345 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.559901 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),-0.475532 # DEPENDENCYPART_GRANDPAR
(6,9),(9,17),-0.746364 # DEPENDENCYPART_GRANDPAR
(6,9),(9,18),-0.772316 # DEPENDENCYPART_GRANDPAR
(6,9),(9,19),-0.476035 # DEPENDENCYPART_GRANDPAR
(6,9),(9,20),-0.658237 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-1.30703 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),-0.276529 # DEPENDENCYPART_GRANDPAR
