# _root_ The new offer , which seeks 50.3 % of the cellular and broadcasting concern , is for $ 125 a share for 22 million LIN shares .
#goldHeads=3,3,16,3,6,3,8,6,8,14,14,11,12,9,3,0,16,17,18,21,18,18,24,26,26,22,16,
#predictedHeads=3,3,16,3,6,3,8,6,8,14,14,11,14,9,3,0,16,17,18,21,18,18,24,26,26,22,16,
(3,1),(1,6),-0.428812 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.284529 # DEPENDENCYPART_GRANDPAR
(3,2),(2,4),-0.768179 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.405555 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-0.783135 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.487621 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),-0.166838 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),0.154095 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.190099 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.418666 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),-0.101305 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),0.693135 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.170281 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.195578 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.119503 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.252052 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.130836 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),0.021718 # DEPENDENCYPART_GRANDPAR
(3,6),(6,13),-0.18724 # DEPENDENCYPART_GRANDPAR
(3,6),(6,14),0.373167 # DEPENDENCYPART_GRANDPAR
(3,6),(6,15),-0.408587 # DEPENDENCYPART_GRANDPAR
(3,6),(6,16),-0.399588 # DEPENDENCYPART_GRANDPAR
(3,6),(6,17),-0.409815 # DEPENDENCYPART_GRANDPAR
(3,6),(6,18),-0.143693 # DEPENDENCYPART_GRANDPAR
(3,6),(6,22),-0.388725 # DEPENDENCYPART_GRANDPAR
(3,6),(6,26),-0.357357 # DEPENDENCYPART_GRANDPAR
(3,6),(6,27),-1.45854 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-0.214306 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),-0.036393 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),0.256097 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),0.233375 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.328876 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.0441893 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),-0.0121272 # DEPENDENCYPART_GRANDPAR
(3,7),(7,15),-0.354773 # DEPENDENCYPART_GRANDPAR
(3,7),(7,16),-0.381848 # DEPENDENCYPART_GRANDPAR
(3,8),(8,1),-0.920053 # DEPENDENCYPART_GRANDPAR
(3,8),(8,2),-0.564172 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-0.274027 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,4),-0.105139 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),0.143845 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),0.398559 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-0.0466601 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),0.0915519 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-0.322583 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.0509056 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),0.324676 # DEPENDENCYPART_GRANDPAR
(3,8),(8,13),-0.0599077 # DEPENDENCYPART_GRANDPAR
(3,8),(8,14),0.457256 # DEPENDENCYPART_GRANDPAR
(3,8),(8,15),-0.166509 # DEPENDENCYPART_GRANDPAR
(3,8),(8,16),-0.299866 # DEPENDENCYPART_GRANDPAR
(3,8),(8,17),-0.337712 # DEPENDENCYPART_GRANDPAR
(3,8),(8,18),-0.109847 # DEPENDENCYPART_GRANDPAR
(3,8),(8,21),-0.0464283 # DEPENDENCYPART_GRANDPAR
(3,8),(8,22),-0.316622 # DEPENDENCYPART_GRANDPAR
(3,8),(8,26),-0.329319 # DEPENDENCYPART_GRANDPAR
(3,8),(8,27),-1.22472 # DEPENDENCYPART_GRANDPAR
(3,9),(9,5),0.595481 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),-0.259603 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.0808781 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),0.0453832 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),-0.0661957 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),0.0103111 # DEPENDENCYPART_GRANDPAR
(3,9),(9,14),0.650858 # DEPENDENCYPART_GRANDPAR
(3,9),(9,15),-0.337579 # DEPENDENCYPART_GRANDPAR
(3,9),(9,16),-0.36723 # DEPENDENCYPART_GRANDPAR
(3,9),(9,18),0.125039 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),-0.230051 # DEPENDENCYPART_GRANDPAR
(3,10),(10,12),-0.00742448 # DEPENDENCYPART_GRANDPAR
(3,11),(11,3),-0.40632 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,11),(11,5),0.204598 # DEPENDENCYPART_GRANDPAR
(3,11),(11,7),-0.133124 # DEPENDENCYPART_GRANDPAR
(3,11),(11,8),-0.0237061 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),-0.196367 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.0829067 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),0.0518383 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),-0.183259 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),0.346113 # DEPENDENCYPART_GRANDPAR
(3,11),(11,15),-0.313422 # DEPENDENCYPART_GRANDPAR
(3,11),(11,16),-0.403927 # DEPENDENCYPART_GRANDPAR
(3,11),(11,17),-0.294804 # DEPENDENCYPART_GRANDPAR
(3,11),(11,18),-0.16825 # DEPENDENCYPART_GRANDPAR
(3,11),(11,23),-0.316329 # DEPENDENCYPART_GRANDPAR
(3,11),(11,24),-0.224592 # DEPENDENCYPART_GRANDPAR
(3,12),(12,10),-0.36441 # DEPENDENCYPART_GRANDPAR
(3,12),(12,13),0.157873 # DEPENDENCYPART_GRANDPAR
(3,12),(12,14),0.709712 # DEPENDENCYPART_GRANDPAR
(3,12),(12,15),-0.356254 # DEPENDENCYPART_GRANDPAR
(3,12),(12,16),-0.683451 # DEPENDENCYPART_GRANDPAR
(3,12),(12,17),-0.586805 # DEPENDENCYPART_GRANDPAR
(3,12),(12,18),-0.198722 # DEPENDENCYPART_GRANDPAR
(3,12),(12,22),-0.565715 # DEPENDENCYPART_GRANDPAR
(3,13),(13,10),0.00518609 # DEPENDENCYPART_GRANDPAR
(3,13),(13,11),-0.0521284 # DEPENDENCYPART_GRANDPAR
(3,13),(13,12),0.282577 # DEPENDENCYPART_GRANDPAR
(3,13),(13,14),0.279877 # DEPENDENCYPART_GRANDPAR
(3,13),(13,15),-0.272098 # DEPENDENCYPART_GRANDPAR
(3,13),(13,16),-0.423475 # DEPENDENCYPART_GRANDPAR
(3,14),(14,2),-0.556255 # DEPENDENCYPART_GRANDPAR
(3,14),(14,3),-0.341733 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,14),(14,4),-0.134755 # DEPENDENCYPART_GRANDPAR
(3,14),(14,5),0.0927159 # DEPENDENCYPART_GRANDPAR
(3,14),(14,7),-0.203049 # DEPENDENCYPART_GRANDPAR
(3,14),(14,8),0.115372 # DEPENDENCYPART_GRANDPAR
(3,14),(14,9),-0.0346884 # DEPENDENCYPART_GRANDPAR
(3,14),(14,10),0.0673144 # DEPENDENCYPART_GRANDPAR
(3,14),(14,11),-0.0436145 # DEPENDENCYPART_GRANDPAR
(3,14),(14,12),0.236163 # DEPENDENCYPART_GRANDPAR
(3,14),(14,13),-0.0913018 # DEPENDENCYPART_GRANDPAR
(3,14),(14,15),-0.258462 # DEPENDENCYPART_GRANDPAR
(3,14),(14,16),-0.393718 # DEPENDENCYPART_GRANDPAR
(3,14),(14,17),-0.383832 # DEPENDENCYPART_GRANDPAR
(3,14),(14,18),-0.19249 # DEPENDENCYPART_GRANDPAR
(3,14),(14,21),-0.178485 # DEPENDENCYPART_GRANDPAR
(3,14),(14,22),-0.362742 # DEPENDENCYPART_GRANDPAR
(3,16),(16,3),-0.440898 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,16),(16,4),-0.101667 # DEPENDENCYPART_GRANDPAR
(3,16),(16,5),0.662916 # DEPENDENCYPART_GRANDPAR
(3,16),(16,6),0.131342 # DEPENDENCYPART_GRANDPAR
(3,16),(16,7),-0.271491 # DEPENDENCYPART_GRANDPAR
(3,16),(16,8),-0.151016 # DEPENDENCYPART_GRANDPAR
(3,16),(16,9),-0.205619 # DEPENDENCYPART_GRANDPAR
(3,16),(16,10),-0.268359 # DEPENDENCYPART_GRANDPAR
(3,16),(16,11),-0.130426 # DEPENDENCYPART_GRANDPAR
(3,16),(16,12),-0.0262373 # DEPENDENCYPART_GRANDPAR
(3,16),(16,13),-0.210468 # DEPENDENCYPART_GRANDPAR
(3,16),(16,14),0.275084 # DEPENDENCYPART_GRANDPAR
(3,16),(16,15),-0.328466 # DEPENDENCYPART_GRANDPAR
(3,16),(16,17),-0.446556 # DEPENDENCYPART_GRANDPAR
(3,16),(16,18),-0.172159 # DEPENDENCYPART_GRANDPAR
(3,16),(16,19),-0.182265 # DEPENDENCYPART_GRANDPAR
(3,16),(16,21),-0.208975 # DEPENDENCYPART_GRANDPAR
(3,16),(16,22),-0.425466 # DEPENDENCYPART_GRANDPAR
(3,16),(16,23),-0.300935 # DEPENDENCYPART_GRANDPAR
(3,16),(16,24),-0.182955 # DEPENDENCYPART_GRANDPAR
(3,16),(16,26),-0.439225 # DEPENDENCYPART_GRANDPAR
(3,16),(16,27),-1.44393 # DEPENDENCYPART_GRANDPAR
(3,17),(17,18),-0.0366775 # DEPENDENCYPART_GRANDPAR
(3,17),(17,19),0.0113655 # DEPENDENCYPART_GRANDPAR
(3,17),(17,21),0.030392 # DEPENDENCYPART_GRANDPAR
(3,17),(17,22),-0.386525 # DEPENDENCYPART_GRANDPAR
(3,17),(17,23),-0.099988 # DEPENDENCYPART_GRANDPAR
(3,17),(17,24),-0.0148741 # DEPENDENCYPART_GRANDPAR
(3,17),(17,26),-0.264039 # DEPENDENCYPART_GRANDPAR
(3,21),(21,11),-0.0368233 # DEPENDENCYPART_GRANDPAR
(3,21),(21,18),-0.154512 # DEPENDENCYPART_GRANDPAR
(3,21),(21,19),-0.206485 # DEPENDENCYPART_GRANDPAR
(3,21),(21,20),0.0879374 # DEPENDENCYPART_GRANDPAR
(3,21),(21,22),-0.455127 # DEPENDENCYPART_GRANDPAR
(3,21),(21,23),-0.572262 # DEPENDENCYPART_GRANDPAR
(3,21),(21,24),-0.548633 # DEPENDENCYPART_GRANDPAR
(3,21),(21,26),-0.476474 # DEPENDENCYPART_GRANDPAR
(3,22),(22,21),-0.191637 # DEPENDENCYPART_GRANDPAR
(3,22),(22,23),-0.099988 # DEPENDENCYPART_GRANDPAR
(3,22),(22,24),-0.0148741 # DEPENDENCYPART_GRANDPAR
(3,22),(22,25),-0.253217 # DEPENDENCYPART_GRANDPAR
(3,22),(22,26),-0.264039 # DEPENDENCYPART_GRANDPAR
(3,27),(27,26),-0.602775 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.365913 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.329853 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.151029 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.75683 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.543935 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.679642 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.917216 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.591667 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-1.10727 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-0.913373 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),-0.875192 # DEPENDENCYPART_GRANDPAR
(5,3),(3,13),-1.13901 # DEPENDENCYPART_GRANDPAR
(5,3),(3,14),-1.16898 # DEPENDENCYPART_GRANDPAR
(5,3),(3,15),-1.11684 # DEPENDENCYPART_GRANDPAR
(5,3),(3,16),-0.906818 # DEPENDENCYPART_GRANDPAR
(5,3),(3,17),-0.765879 # DEPENDENCYPART_GRANDPAR
(5,3),(3,21),-1.41375 # DEPENDENCYPART_GRANDPAR
(5,3),(3,22),-0.838279 # DEPENDENCYPART_GRANDPAR
(5,3),(3,27),-1.26972 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.668421 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.69719 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.988923 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.143689 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.303505 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.135523 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.472294 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.367923 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.296217 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.529157 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),-0.526638 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),-0.585908 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),-0.447683 # DEPENDENCYPART_GRANDPAR
(5,6),(6,17),-0.348558 # DEPENDENCYPART_GRANDPAR
(5,6),(6,18),-0.5134 # DEPENDENCYPART_GRANDPAR
(5,6),(6,22),-0.420958 # DEPENDENCYPART_GRANDPAR
(5,6),(6,26),-0.571569 # DEPENDENCYPART_GRANDPAR
(5,6),(6,27),-0.848228 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-1.0174 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-0.845704 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.82182 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.830604 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-1.45891 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),0.0133982 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.156392 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.0262787 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.518234 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.39354 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.390967 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.559547 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-0.60049 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),-0.583684 # DEPENDENCYPART_GRANDPAR
(5,8),(8,16),-0.502739 # DEPENDENCYPART_GRANDPAR
(5,8),(8,17),-0.412632 # DEPENDENCYPART_GRANDPAR
(5,8),(8,18),-0.545696 # DEPENDENCYPART_GRANDPAR
(5,8),(8,21),-0.819929 # DEPENDENCYPART_GRANDPAR
(5,8),(8,22),-0.485032 # DEPENDENCYPART_GRANDPAR
(5,8),(8,26),-0.654384 # DEPENDENCYPART_GRANDPAR
(5,8),(8,27),-0.748317 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),0.195488 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.207332 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.105438 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.175663 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.14964 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.320018 # DEPENDENCYPART_GRANDPAR
(6,3),(3,8),-0.0114595 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),0.0196841 # DEPENDENCYPART_GRANDPAR
(6,3),(3,10),-0.937293 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),-0.465188 # DEPENDENCYPART_GRANDPAR
(6,3),(3,12),-0.368905 # DEPENDENCYPART_GRANDPAR
(6,3),(3,13),-0.627366 # DEPENDENCYPART_GRANDPAR
(6,3),(3,14),-0.603806 # DEPENDENCYPART_GRANDPAR
(6,3),(3,15),-0.812347 # DEPENDENCYPART_GRANDPAR
(6,3),(3,16),-0.272474 # DEPENDENCYPART_GRANDPAR
(6,3),(3,17),-0.212675 # DEPENDENCYPART_GRANDPAR
(6,3),(3,21),-0.530973 # DEPENDENCYPART_GRANDPAR
(6,3),(3,22),-0.282439 # DEPENDENCYPART_GRANDPAR
(6,3),(3,27),-1.01616 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.354036 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.487544 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.14243 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,8),0.121398 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.757855 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.976402 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.432545 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.651008 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),0.367481 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),0.482698 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),0.0656234 # DEPENDENCYPART_GRANDPAR
(6,7),(7,15),-0.0409446 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),0.261619 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-0.824377 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-0.90747 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.861325 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-1.11578 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.416706 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.566644 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.205095 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),0.67879 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.0986015 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),0.0862222 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.0528007 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),0.00639609 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.0014008 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-0.159552 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),0.0432417 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),-0.0395882 # DEPENDENCYPART_GRANDPAR
(6,8),(8,18),-0.0909037 # DEPENDENCYPART_GRANDPAR
(6,8),(8,21),0.125923 # DEPENDENCYPART_GRANDPAR
(6,8),(8,22),-0.109352 # DEPENDENCYPART_GRANDPAR
(6,8),(8,26),-0.0167008 # DEPENDENCYPART_GRANDPAR
(6,8),(8,27),-0.756828 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.354252 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.634554 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.186071 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),0.0676991 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.0920457 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.00929371 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),0.0570102 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.204715 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),-0.0125909 # DEPENDENCYPART_GRANDPAR
(6,9),(9,18),-0.131236 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),0.0290325 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),0.119366 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-0.727459 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-0.37132 # DEPENDENCYPART_GRANDPAR
(6,11),(11,7),0.263017 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),0.828125 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),0.652043 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.274804 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),0.00827457 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.140496 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.128727 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.155757 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),0.147998 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),-0.17653 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),-0.159067 # DEPENDENCYPART_GRANDPAR
(6,11),(11,23),-0.397335 # DEPENDENCYPART_GRANDPAR
(6,11),(11,24),-0.339163 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),-0.668456 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.291706 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),-0.279869 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),-0.153173 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),1.18589 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),-0.183357 # DEPENDENCYPART_GRANDPAR
(6,12),(12,18),-0.144723 # DEPENDENCYPART_GRANDPAR
(6,12),(12,22),-0.253121 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),-0.14959 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),0.18964 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),0.236201 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.00224476 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),-0.0795957 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),0.100639 # DEPENDENCYPART_GRANDPAR
(6,14),(14,2),-0.903355 # DEPENDENCYPART_GRANDPAR
(6,14),(14,3),-0.850945 # DEPENDENCYPART_GRANDPAR
(6,14),(14,4),-1.1124 # DEPENDENCYPART_GRANDPAR
(6,14),(14,5),-0.41599 # DEPENDENCYPART_GRANDPAR
(6,14),(14,7),0.307898 # DEPENDENCYPART_GRANDPAR
(6,14),(14,8),0.9176 # DEPENDENCYPART_GRANDPAR
(6,14),(14,9),0.600444 # DEPENDENCYPART_GRANDPAR
(6,14),(14,10),-0.0348887 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),0.250103 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),0.242894 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),0.193201 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),-0.126344 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),0.0956031 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),-0.0121579 # DEPENDENCYPART_GRANDPAR
(6,14),(14,18),-0.0269018 # DEPENDENCYPART_GRANDPAR
(6,14),(14,21),0.107387 # DEPENDENCYPART_GRANDPAR
(6,14),(14,22),-0.0819217 # DEPENDENCYPART_GRANDPAR
(6,16),(16,3),-0.476911 # DEPENDENCYPART_GRANDPAR
(6,16),(16,4),-0.823531 # DEPENDENCYPART_GRANDPAR
(6,16),(16,5),-0.289566 # DEPENDENCYPART_GRANDPAR
(6,16),(16,6),-0.7946 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,16),(16,7),0.188034 # DEPENDENCYPART_GRANDPAR
(6,16),(16,8),0.643041 # DEPENDENCYPART_GRANDPAR
(6,16),(16,9),0.424863 # DEPENDENCYPART_GRANDPAR
(6,16),(16,10),-0.395159 # DEPENDENCYPART_GRANDPAR
(6,16),(16,11),0.0811319 # DEPENDENCYPART_GRANDPAR
(6,16),(16,12),0.0334537 # DEPENDENCYPART_GRANDPAR
(6,16),(16,13),0.00247116 # DEPENDENCYPART_GRANDPAR
(6,16),(16,14),0.0202975 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),-0.354637 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),0.0111856 # DEPENDENCYPART_GRANDPAR
(6,16),(16,18),-0.0754952 # DEPENDENCYPART_GRANDPAR
(6,16),(16,19),-0.0868059 # DEPENDENCYPART_GRANDPAR
(6,16),(16,21),0.224091 # DEPENDENCYPART_GRANDPAR
(6,16),(16,22),-0.0585782 # DEPENDENCYPART_GRANDPAR
(6,16),(16,23),-0.223399 # DEPENDENCYPART_GRANDPAR
(6,16),(16,24),-0.149324 # DEPENDENCYPART_GRANDPAR
(6,16),(16,26),0.109615 # DEPENDENCYPART_GRANDPAR
(6,16),(16,27),-0.824868 # DEPENDENCYPART_GRANDPAR
(6,17),(17,18),-0.0416627 # DEPENDENCYPART_GRANDPAR
(6,17),(17,19),-0.107797 # DEPENDENCYPART_GRANDPAR
(6,17),(17,21),0.154512 # DEPENDENCYPART_GRANDPAR
(6,17),(17,22),-0.19424 # DEPENDENCYPART_GRANDPAR
(6,17),(17,23),-0.237922 # DEPENDENCYPART_GRANDPAR
(6,17),(17,24),-0.214032 # DEPENDENCYPART_GRANDPAR
(6,17),(17,26),0.164126 # DEPENDENCYPART_GRANDPAR
(6,18),(18,3),-0.654986 # DEPENDENCYPART_GRANDPAR
(6,18),(18,14),0.0585565 # DEPENDENCYPART_GRANDPAR
(6,18),(18,17),-0.0101764 # DEPENDENCYPART_GRANDPAR
(6,18),(18,19),0.0688438 # DEPENDENCYPART_GRANDPAR
(6,18),(18,20),-0.329976 # DEPENDENCYPART_GRANDPAR
(6,18),(18,21),0.128223 # DEPENDENCYPART_GRANDPAR
(6,18),(18,22),-0.0835594 # DEPENDENCYPART_GRANDPAR
(6,18),(18,23),-0.103837 # DEPENDENCYPART_GRANDPAR
(6,18),(18,24),0.0372739 # DEPENDENCYPART_GRANDPAR
(6,18),(18,26),0.0931509 # DEPENDENCYPART_GRANDPAR
(6,18),(18,27),-0.684048 # DEPENDENCYPART_GRANDPAR
(6,22),(22,21),0.118272 # DEPENDENCYPART_GRANDPAR
(6,22),(22,23),-0.237922 # DEPENDENCYPART_GRANDPAR
(6,22),(22,24),-0.214032 # DEPENDENCYPART_GRANDPAR
(6,22),(22,25),0.19044 # DEPENDENCYPART_GRANDPAR
(6,22),(22,26),0.164126 # DEPENDENCYPART_GRANDPAR
(6,26),(26,10),-0.29672 # DEPENDENCYPART_GRANDPAR
(6,26),(26,11),0.170046 # DEPENDENCYPART_GRANDPAR
(6,26),(26,18),-0.0409199 # DEPENDENCYPART_GRANDPAR
(6,26),(26,20),-0.608135 # DEPENDENCYPART_GRANDPAR
(6,26),(26,21),0.0512911 # DEPENDENCYPART_GRANDPAR
(6,26),(26,23),-0.168383 # DEPENDENCYPART_GRANDPAR
(6,26),(26,24),-0.076254 # DEPENDENCYPART_GRANDPAR
