# _root_ New management at Kentucky Fried Chicken , a unit of PepsiCo Inc. , has fought back with new medium and large chicken sandwiches for the lunch crowd .
#goldHeads=2,14,2,6,6,3,6,9,6,9,10,11,6,0,14,15,15,23,23,19,20,23,17,23,27,27,24,14,
#predictedHeads=2,14,2,6,6,3,6,9,6,9,10,11,6,0,14,15,15,19,17,19,23,23,20,15,27,27,24,14,
(5,1),(5,6),0.0376635 # DEPENDENCYPART_SIBL
(5,1),(5,7),-0.0752308 # DEPENDENCYPART_SIBL
(5,1),(5,9),-0.127531 # DEPENDENCYPART_SIBL
(5,1),(5,10),-0.035759 # DEPENDENCYPART_SIBL
(5,1),(5,12),0.140947 # DEPENDENCYPART_SIBL
(5,1),(5,13),-0.0752308 # DEPENDENCYPART_SIBL
(5,1),(5,14),0.012666 # DEPENDENCYPART_SIBL
(5,2),(5,3),0.114566 # DEPENDENCYPART_SIBL
(5,2),(5,4),0.158736 # DEPENDENCYPART_SIBL
(5,2),(5,6),0.00104213 # DEPENDENCYPART_SIBL
(5,2),(5,7),0.0236343 # DEPENDENCYPART_SIBL
(5,2),(5,9),0.0269708 # DEPENDENCYPART_SIBL
(5,2),(5,10),-0.00704548 # DEPENDENCYPART_SIBL
(5,2),(5,12),0.129022 # DEPENDENCYPART_SIBL
(5,2),(5,13),0.0236343 # DEPENDENCYPART_SIBL
(5,2),(5,14),-0.00576545 # DEPENDENCYPART_SIBL
(5,3),(5,4),-0.0446577 # DEPENDENCYPART_SIBL
(5,3),(5,6),-0.115166 # DEPENDENCYPART_SIBL
(5,3),(5,7),-0.0695356 # DEPENDENCYPART_SIBL
(5,3),(5,9),-0.0458852 # DEPENDENCYPART_SIBL
(5,3),(5,10),-0.0234977 # DEPENDENCYPART_SIBL
(5,3),(5,12),-0.0240181 # DEPENDENCYPART_SIBL
(5,3),(5,13),-0.0695356 # DEPENDENCYPART_SIBL
(5,3),(5,14),-0.102531 # DEPENDENCYPART_SIBL
(5,4),(5,6),0.0189205 # DEPENDENCYPART_SIBL
(5,4),(5,7),0.0662946 # DEPENDENCYPART_SIBL
(5,4),(5,9),0.0440973 # DEPENDENCYPART_SIBL
(5,4),(5,10),0.042665 # DEPENDENCYPART_SIBL
(5,4),(5,12),0.343224 # DEPENDENCYPART_SIBL
(5,4),(5,13),0.0662946 # DEPENDENCYPART_SIBL
(5,4),(5,14),0.0113944 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.00319429 # DEPENDENCYPART_SIBL
(5,6),(5,9),-0.058388 # DEPENDENCYPART_SIBL
(5,6),(5,10),0.024378 # DEPENDENCYPART_SIBL
(5,6),(5,12),-0.171728 # DEPENDENCYPART_SIBL
(5,6),(5,13),-0.00319429 # DEPENDENCYPART_SIBL
(5,6),(5,14),-0.055576 # DEPENDENCYPART_SIBL
(5,7),(5,9),0.78458 # DEPENDENCYPART_SIBL
(5,7),(5,10),0.351519 # DEPENDENCYPART_SIBL
(5,7),(5,12),0.414274 # DEPENDENCYPART_SIBL
(5,7),(5,13),0.0763097 # DEPENDENCYPART_SIBL
(5,7),(5,14),0.473527 # DEPENDENCYPART_SIBL
(5,9),(5,10),-0.0415951 # DEPENDENCYPART_SIBL
(5,9),(5,12),-0.0755641 # DEPENDENCYPART_SIBL
(5,9),(5,13),0.333386 # DEPENDENCYPART_SIBL
(5,9),(5,14),-0.0658315 # DEPENDENCYPART_SIBL
(5,10),(5,12),-0.0335173 # DEPENDENCYPART_SIBL
(5,10),(5,13),0.00654738 # DEPENDENCYPART_SIBL
(5,10),(5,14),-0.0251753 # DEPENDENCYPART_SIBL
(5,12),(5,13),0.052495 # DEPENDENCYPART_SIBL
(5,12),(5,14),-0.0412687 # DEPENDENCYPART_SIBL
(5,13),(5,14),0.473527 # DEPENDENCYPART_SIBL
(6,1),(6,2),0.276933 # DEPENDENCYPART_SIBL
(6,1),(6,3),0.039321 # DEPENDENCYPART_SIBL
(6,1),(6,4),0.230212 # DEPENDENCYPART_SIBL
(6,1),(6,5),0.23873 # DEPENDENCYPART_SIBL
(6,1),(6,7),-0.0662055 # DEPENDENCYPART_SIBL
(6,1),(6,8),0.0190986 # DEPENDENCYPART_SIBL
(6,1),(6,9),-0.128937 # DEPENDENCYPART_SIBL
(6,1),(6,10),-0.0389714 # DEPENDENCYPART_SIBL
(6,1),(6,11),0.0386504 # DEPENDENCYPART_SIBL
(6,1),(6,12),0.141418 # DEPENDENCYPART_SIBL
(6,1),(6,13),-0.0662055 # DEPENDENCYPART_SIBL
(6,1),(6,14),0.0140726 # DEPENDENCYPART_SIBL
(6,1),(6,15),0.026233 # DEPENDENCYPART_SIBL
(6,1),(6,16),-0.0293075 # DEPENDENCYPART_SIBL
(6,1),(6,17),-0.0713932 # DEPENDENCYPART_SIBL
(6,1),(6,19),-0.110431 # DEPENDENCYPART_SIBL
(6,1),(6,20),-0.0222041 # DEPENDENCYPART_SIBL
(6,1),(6,23),-0.0255559 # DEPENDENCYPART_SIBL
(6,1),(6,28),-0.074687 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.113807 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.156443 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.156852 # DEPENDENCYPART_SIBL
(6,2),(6,7),0.0342474 # DEPENDENCYPART_SIBL
(6,2),(6,8),-0.0448432 # DEPENDENCYPART_SIBL
(6,2),(6,9),0.0279978 # DEPENDENCYPART_SIBL
(6,2),(6,10),-0.00781926 # DEPENDENCYPART_SIBL
(6,2),(6,11),0.00448479 # DEPENDENCYPART_SIBL
(6,2),(6,12),0.131923 # DEPENDENCYPART_SIBL
(6,2),(6,13),0.0342474 # DEPENDENCYPART_SIBL
(6,2),(6,14),-0.00121483 # DEPENDENCYPART_SIBL
(6,2),(6,15),0.0361945 # DEPENDENCYPART_SIBL
(6,2),(6,16),-0.0148392 # DEPENDENCYPART_SIBL
(6,2),(6,17),0.0273 # DEPENDENCYPART_SIBL
(6,2),(6,19),0.0254505 # DEPENDENCYPART_SIBL
(6,2),(6,20),0.181925 # DEPENDENCYPART_SIBL
(6,2),(6,23),0.000188216 # DEPENDENCYPART_SIBL
(6,2),(6,28),-0.0727228 # DEPENDENCYPART_SIBL
(6,3),(6,4),-0.0451248 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.0464683 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.0574621 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.0950078 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.0442347 # DEPENDENCYPART_SIBL
(6,3),(6,10),-0.0236373 # DEPENDENCYPART_SIBL
(6,3),(6,11),-0.111012 # DEPENDENCYPART_SIBL
(6,3),(6,12),-0.0205004 # DEPENDENCYPART_SIBL
(6,3),(6,13),-0.0574621 # DEPENDENCYPART_SIBL
(6,3),(6,14),-0.0973646 # DEPENDENCYPART_SIBL
(6,3),(6,15),-0.0393278 # DEPENDENCYPART_SIBL
(6,3),(6,16),-0.0197769 # DEPENDENCYPART_SIBL
(6,3),(6,17),-0.00846874 # DEPENDENCYPART_SIBL
(6,3),(6,19),-0.0306948 # DEPENDENCYPART_SIBL
(6,3),(6,20),-0.0641811 # DEPENDENCYPART_SIBL
(6,3),(6,23),-0.0414728 # DEPENDENCYPART_SIBL
(6,3),(6,28),-0.0784614 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.121024 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.109499 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.0109714 # DEPENDENCYPART_SIBL
(6,4),(6,9),0.0648073 # DEPENDENCYPART_SIBL
(6,4),(6,10),0.0598347 # DEPENDENCYPART_SIBL
(6,4),(6,11),0.0454388 # DEPENDENCYPART_SIBL
(6,4),(6,12),0.367671 # DEPENDENCYPART_SIBL
(6,4),(6,13),0.109499 # DEPENDENCYPART_SIBL
(6,4),(6,14),0.0409074 # DEPENDENCYPART_SIBL
(6,4),(6,15),0.0510499 # DEPENDENCYPART_SIBL
(6,4),(6,16),0.088186 # DEPENDENCYPART_SIBL
(6,4),(6,17),0.113514 # DEPENDENCYPART_SIBL
(6,4),(6,19),0.0436466 # DEPENDENCYPART_SIBL
(6,4),(6,20),0.0872458 # DEPENDENCYPART_SIBL
(6,4),(6,23),0.0576285 # DEPENDENCYPART_SIBL
(6,4),(6,28),0.0672119 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.0673465 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.0225156 # DEPENDENCYPART_SIBL
(6,5),(6,9),0.0517794 # DEPENDENCYPART_SIBL
(6,5),(6,10),0.0481827 # DEPENDENCYPART_SIBL
(6,5),(6,11),0.0254791 # DEPENDENCYPART_SIBL
(6,5),(6,12),0.347711 # DEPENDENCYPART_SIBL
(6,5),(6,13),0.0673465 # DEPENDENCYPART_SIBL
(6,5),(6,14),0.0290863 # DEPENDENCYPART_SIBL
(6,5),(6,15),0.0410729 # DEPENDENCYPART_SIBL
(6,5),(6,16),0.0766419 # DEPENDENCYPART_SIBL
(6,5),(6,17),0.101921 # DEPENDENCYPART_SIBL
(6,5),(6,19),0.0306186 # DEPENDENCYPART_SIBL
(6,5),(6,20),0.0813862 # DEPENDENCYPART_SIBL
(6,5),(6,23),0.0460844 # DEPENDENCYPART_SIBL
(6,5),(6,28),0.0549572 # DEPENDENCYPART_SIBL
(6,7),(6,8),0.150739 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.793231 # DEPENDENCYPART_SIBL
(6,7),(6,10),0.351254 # DEPENDENCYPART_SIBL
(6,7),(6,11),0.706783 # DEPENDENCYPART_SIBL
(6,7),(6,12),0.392949 # DEPENDENCYPART_SIBL
(6,7),(6,13),0.0876747 # DEPENDENCYPART_SIBL
(6,7),(6,14),0.4871 # DEPENDENCYPART_SIBL
(6,7),(6,15),0.42132 # DEPENDENCYPART_SIBL
(6,7),(6,16),0.347646 # DEPENDENCYPART_SIBL
(6,7),(6,17),0.479997 # DEPENDENCYPART_SIBL
(6,7),(6,19),0.651616 # DEPENDENCYPART_SIBL
(6,7),(6,20),0.452988 # DEPENDENCYPART_SIBL
(6,7),(6,23),0.387753 # DEPENDENCYPART_SIBL
(6,7),(6,28),0.0085139 # DEPENDENCYPART_SIBL
(6,8),(6,9),0.00187307 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.0612271 # DEPENDENCYPART_SIBL
(6,8),(6,11),0.0190729 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.0606993 # DEPENDENCYPART_SIBL
(6,8),(6,13),0.0117786 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.0375569 # DEPENDENCYPART_SIBL
(6,8),(6,15),-0.0230707 # DEPENDENCYPART_SIBL
(6,8),(6,16),-0.0492686 # DEPENDENCYPART_SIBL
(6,8),(6,17),-0.0324669 # DEPENDENCYPART_SIBL
(6,8),(6,19),-0.0076248 # DEPENDENCYPART_SIBL
(6,8),(6,20),-0.0476652 # DEPENDENCYPART_SIBL
(6,8),(6,23),0.0381917 # DEPENDENCYPART_SIBL
(6,8),(6,28),0.011224 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.0406023 # DEPENDENCYPART_SIBL
(6,9),(6,11),0.0160018 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.0812993 # DEPENDENCYPART_SIBL
(6,9),(6,13),0.34225 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.057374 # DEPENDENCYPART_SIBL
(6,9),(6,15),-0.0201013 # DEPENDENCYPART_SIBL
(6,9),(6,16),0.0483959 # DEPENDENCYPART_SIBL
(6,9),(6,17),0.038868 # DEPENDENCYPART_SIBL
(6,9),(6,19),-0.26556 # DEPENDENCYPART_SIBL
(6,9),(6,20),0.13154 # DEPENDENCYPART_SIBL
(6,9),(6,23),-0.0815681 # DEPENDENCYPART_SIBL
(6,9),(6,28),0.10935 # DEPENDENCYPART_SIBL
(6,10),(6,11),0.0629334 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.0403668 # DEPENDENCYPART_SIBL
(6,10),(6,13),0.014622 # DEPENDENCYPART_SIBL
(6,10),(6,14),-0.0188823 # DEPENDENCYPART_SIBL
(6,10),(6,15),0.0725346 # DEPENDENCYPART_SIBL
(6,10),(6,16),-0.0141316 # DEPENDENCYPART_SIBL
(6,10),(6,17),-0.00687551 # DEPENDENCYPART_SIBL
(6,10),(6,19),0.203373 # DEPENDENCYPART_SIBL
(6,10),(6,20),0.275483 # DEPENDENCYPART_SIBL
(6,10),(6,23),0.145352 # DEPENDENCYPART_SIBL
(6,10),(6,28),-0.0205214 # DEPENDENCYPART_SIBL
(6,11),(6,12),-0.184871 # DEPENDENCYPART_SIBL
(6,11),(6,13),-0.0168923 # DEPENDENCYPART_SIBL
(6,11),(6,14),-0.0511814 # DEPENDENCYPART_SIBL
(6,11),(6,15),-0.0974771 # DEPENDENCYPART_SIBL
(6,11),(6,16),-0.0342727 # DEPENDENCYPART_SIBL
(6,11),(6,17),-0.0227289 # DEPENDENCYPART_SIBL
(6,11),(6,19),-0.066211 # DEPENDENCYPART_SIBL
(6,11),(6,20),-0.0179468 # DEPENDENCYPART_SIBL
(6,11),(6,23),-0.0469156 # DEPENDENCYPART_SIBL
(6,11),(6,28),-0.00333636 # DEPENDENCYPART_SIBL
(6,12),(6,13),0.0660846 # DEPENDENCYPART_SIBL
(6,12),(6,14),-0.030266 # DEPENDENCYPART_SIBL
(6,12),(6,15),-0.0891036 # DEPENDENCYPART_SIBL
(6,12),(6,16),-0.0258395 # DEPENDENCYPART_SIBL
(6,12),(6,17),-0.0328261 # DEPENDENCYPART_SIBL
(6,12),(6,19),0.0418808 # DEPENDENCYPART_SIBL
(6,12),(6,20),0.117739 # DEPENDENCYPART_SIBL
(6,12),(6,23),0.0166928 # DEPENDENCYPART_SIBL
(6,12),(6,28),0.103514 # DEPENDENCYPART_SIBL
(6,13),(6,14),0.4871 # DEPENDENCYPART_SIBL
(6,13),(6,15),0.42132 # DEPENDENCYPART_SIBL
(6,13),(6,16),0.347646 # DEPENDENCYPART_SIBL
(6,13),(6,17),0.479997 # DEPENDENCYPART_SIBL
(6,13),(6,19),0.651616 # DEPENDENCYPART_SIBL
(6,13),(6,20),0.452988 # DEPENDENCYPART_SIBL
(6,13),(6,23),0.387753 # DEPENDENCYPART_SIBL
(6,13),(6,28),0.0085139 # DEPENDENCYPART_SIBL
(6,14),(6,15),-0.0743667 # DEPENDENCYPART_SIBL
(6,14),(6,16),0.0122725 # DEPENDENCYPART_SIBL
(6,14),(6,17),0.0481074 # DEPENDENCYPART_SIBL
(6,14),(6,19),-0.0611995 # DEPENDENCYPART_SIBL
(6,14),(6,20),0.0607533 # DEPENDENCYPART_SIBL
(6,14),(6,23),0.00426829 # DEPENDENCYPART_SIBL
(6,14),(6,28),0.187447 # DEPENDENCYPART_SIBL
(6,15),(6,16),-0.151145 # DEPENDENCYPART_SIBL
(6,15),(6,17),-0.0870484 # DEPENDENCYPART_SIBL
(6,15),(6,19),-0.189514 # DEPENDENCYPART_SIBL
(6,15),(6,20),0.100401 # DEPENDENCYPART_SIBL
(6,15),(6,23),-0.0497326 # DEPENDENCYPART_SIBL
(6,15),(6,28),0.0716933 # DEPENDENCYPART_SIBL
(6,16),(6,17),0.106313 # DEPENDENCYPART_SIBL
(6,16),(6,19),0.133673 # DEPENDENCYPART_SIBL
(6,16),(6,20),0.0821664 # DEPENDENCYPART_SIBL
(6,16),(6,23),0.151404 # DEPENDENCYPART_SIBL
(6,16),(6,28),-0.0173376 # DEPENDENCYPART_SIBL
(6,17),(6,19),0.0678734 # DEPENDENCYPART_SIBL
(6,17),(6,20),0.171785 # DEPENDENCYPART_SIBL
(6,17),(6,23),0.0150892 # DEPENDENCYPART_SIBL
(6,17),(6,28),0.0824578 # DEPENDENCYPART_SIBL
(6,19),(6,20),0.0399091 # DEPENDENCYPART_SIBL
(6,19),(6,23),-0.110154 # DEPENDENCYPART_SIBL
(6,19),(6,28),0.0705142 # DEPENDENCYPART_SIBL
(6,20),(6,23),0.146727 # DEPENDENCYPART_SIBL
(6,20),(6,28),-0.175504 # DEPENDENCYPART_SIBL
(6,23),(6,28),0.0858831 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.148152 # DEPENDENCYPART_SIBL
(9,1),(9,3),-0.0203209 # DEPENDENCYPART_SIBL
(9,1),(9,4),0.149946 # DEPENDENCYPART_SIBL
(9,1),(9,5),0.171674 # DEPENDENCYPART_SIBL
(9,1),(9,6),0.172016 # DEPENDENCYPART_SIBL
(9,1),(9,7),0.503637 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.193558 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.00277096 # DEPENDENCYPART_SIBL
(9,1),(9,11),0.0809306 # DEPENDENCYPART_SIBL
(9,1),(9,12),0.00395249 # DEPENDENCYPART_SIBL
(9,1),(9,13),0.147481 # DEPENDENCYPART_SIBL
(9,1),(9,14),0.118215 # DEPENDENCYPART_SIBL
(9,1),(9,15),0.0615635 # DEPENDENCYPART_SIBL
(9,1),(9,16),-0.0319923 # DEPENDENCYPART_SIBL
(9,1),(9,17),-0.148336 # DEPENDENCYPART_SIBL
(9,1),(9,19),0.0184949 # DEPENDENCYPART_SIBL
(9,1),(9,20),-0.100566 # DEPENDENCYPART_SIBL
(9,1),(9,24),-0.0273869 # DEPENDENCYPART_SIBL
(9,1),(9,27),0.0184909 # DEPENDENCYPART_SIBL
(9,1),(9,28),0.00682779 # DEPENDENCYPART_SIBL
(9,3),(9,4),-0.0861283 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.0786049 # DEPENDENCYPART_SIBL
(9,3),(9,6),-0.0786228 # DEPENDENCYPART_SIBL
(9,3),(9,7),0.284888 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.0913949 # DEPENDENCYPART_SIBL
(9,3),(9,10),0.137462 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.0835781 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.139978 # DEPENDENCYPART_SIBL
(9,3),(9,13),-0.051933 # DEPENDENCYPART_SIBL
(9,3),(9,14),-0.0715097 # DEPENDENCYPART_SIBL
(9,3),(9,15),-0.0292007 # DEPENDENCYPART_SIBL
(9,3),(9,16),-0.068198 # DEPENDENCYPART_SIBL
(9,3),(9,17),-0.0128579 # DEPENDENCYPART_SIBL
(9,3),(9,19),0.0434541 # DEPENDENCYPART_SIBL
(9,3),(9,20),-0.0267598 # DEPENDENCYPART_SIBL
(9,3),(9,24),-0.0523936 # DEPENDENCYPART_SIBL
(9,3),(9,27),0.0434048 # DEPENDENCYPART_SIBL
(9,3),(9,28),0.0461273 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.0266913 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.0261147 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.211294 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.336873 # DEPENDENCYPART_SIBL
(9,4),(9,10),0.00292382 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.0163282 # DEPENDENCYPART_SIBL
(9,4),(9,12),0.0454175 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.0374352 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.00421667 # DEPENDENCYPART_SIBL
(9,4),(9,15),-0.0394682 # DEPENDENCYPART_SIBL
(9,4),(9,16),-0.0508785 # DEPENDENCYPART_SIBL
(9,4),(9,17),-0.00996237 # DEPENDENCYPART_SIBL
(9,4),(9,19),0.0287501 # DEPENDENCYPART_SIBL
(9,4),(9,20),-0.0374471 # DEPENDENCYPART_SIBL
(9,4),(9,24),-0.0994163 # DEPENDENCYPART_SIBL
(9,4),(9,27),0.028635 # DEPENDENCYPART_SIBL
(9,4),(9,28),-0.0310598 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.0272786 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.198232 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.332701 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.0054658 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.0179401 # DEPENDENCYPART_SIBL
(9,5),(9,12),0.0438057 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.050143 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.00176415 # DEPENDENCYPART_SIBL
(9,5),(9,15),-0.035305 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.0482826 # DEPENDENCYPART_SIBL
(9,5),(9,17),-0.007391 # DEPENDENCYPART_SIBL
(9,5),(9,19),0.030594 # DEPENDENCYPART_SIBL
(9,5),(9,20),-0.0320155 # DEPENDENCYPART_SIBL
(9,5),(9,24),-0.0968465 # DEPENDENCYPART_SIBL
(9,5),(9,27),0.030479 # DEPENDENCYPART_SIBL
(9,5),(9,28),-0.0291593 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.215425 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.33272 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.00452765 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0146394 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.0471063 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.039438 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.00471594 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.0377435 # DEPENDENCYPART_SIBL
(9,6),(9,16),-0.0492516 # DEPENDENCYPART_SIBL
(9,6),(9,17),-0.008297 # DEPENDENCYPART_SIBL
(9,6),(9,19),0.030185 # DEPENDENCYPART_SIBL
(9,6),(9,20),-0.0363501 # DEPENDENCYPART_SIBL
(9,6),(9,24),-0.0977843 # DEPENDENCYPART_SIBL
(9,6),(9,27),0.0300699 # DEPENDENCYPART_SIBL
(9,6),(9,28),-0.033634 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.0296939 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0463622 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0883106 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.152408 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.0276832 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.00760646 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.0151235 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.0533543 # DEPENDENCYPART_SIBL
(9,7),(9,17),-0.0902423 # DEPENDENCYPART_SIBL
(9,7),(9,19),-0.0139583 # DEPENDENCYPART_SIBL
(9,7),(9,20),-0.106755 # DEPENDENCYPART_SIBL
(9,7),(9,24),-0.139373 # DEPENDENCYPART_SIBL
(9,7),(9,27),-0.0164373 # DEPENDENCYPART_SIBL
(9,7),(9,28),0.034734 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.164179 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.00933325 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.046366 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.0202993 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.414072 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.434092 # DEPENDENCYPART_SIBL
(9,8),(9,16),0.0720791 # DEPENDENCYPART_SIBL
(9,8),(9,17),0.199481 # DEPENDENCYPART_SIBL
(9,8),(9,19),0.00924856 # DEPENDENCYPART_SIBL
(9,8),(9,20),-0.122495 # DEPENDENCYPART_SIBL
(9,8),(9,24),0.0260292 # DEPENDENCYPART_SIBL
(9,8),(9,27),0.00924419 # DEPENDENCYPART_SIBL
(9,8),(9,28),-0.0132446 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.00163002 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0255625 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.00725946 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.204245 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.0059721 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.107284 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.123421 # DEPENDENCYPART_SIBL
(9,10),(9,19),-0.00103412 # DEPENDENCYPART_SIBL
(9,10),(9,20),0.0282234 # DEPENDENCYPART_SIBL
(9,10),(9,24),-0.114719 # DEPENDENCYPART_SIBL
(9,10),(9,27),-0.000980148 # DEPENDENCYPART_SIBL
(9,10),(9,28),-0.0986765 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.157369 # DEPENDENCYPART_SIBL
(9,11),(9,13),0.103346 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.0155084 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.0528565 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.0613727 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.0487297 # DEPENDENCYPART_SIBL
(9,11),(9,19),-0.0830633 # DEPENDENCYPART_SIBL
(9,11),(9,20),0.0196762 # DEPENDENCYPART_SIBL
(9,11),(9,24),-0.137354 # DEPENDENCYPART_SIBL
(9,11),(9,27),-0.0830296 # DEPENDENCYPART_SIBL
(9,11),(9,28),-0.052509 # DEPENDENCYPART_SIBL
(9,12),(9,13),0.0391398 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0449735 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.0978423 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.105283 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.109336 # DEPENDENCYPART_SIBL
(9,12),(9,19),-0.0846453 # DEPENDENCYPART_SIBL
(9,12),(9,20),0.0615256 # DEPENDENCYPART_SIBL
(9,12),(9,24),-0.213167 # DEPENDENCYPART_SIBL
(9,12),(9,27),-0.0846117 # DEPENDENCYPART_SIBL
(9,12),(9,28),-0.0427525 # DEPENDENCYPART_SIBL
(9,13),(9,14),0.630292 # DEPENDENCYPART_SIBL
(9,13),(9,15),0.637458 # DEPENDENCYPART_SIBL
(9,13),(9,16),0.334577 # DEPENDENCYPART_SIBL
(9,13),(9,17),0.469416 # DEPENDENCYPART_SIBL
(9,13),(9,19),0.761131 # DEPENDENCYPART_SIBL
(9,13),(9,20),0.547342 # DEPENDENCYPART_SIBL
(9,13),(9,24),0.200385 # DEPENDENCYPART_SIBL
(9,13),(9,27),0.761178 # DEPENDENCYPART_SIBL
(9,13),(9,28),0.0300863 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.0629466 # DEPENDENCYPART_SIBL
(9,14),(9,16),0.00341727 # DEPENDENCYPART_SIBL
(9,14),(9,17),0.0328336 # DEPENDENCYPART_SIBL
(9,14),(9,19),0.0140481 # DEPENDENCYPART_SIBL
(9,14),(9,20),0.0795275 # DEPENDENCYPART_SIBL
(9,14),(9,24),0.0296071 # DEPENDENCYPART_SIBL
(9,14),(9,27),0.014103 # DEPENDENCYPART_SIBL
(9,14),(9,28),0.0931327 # DEPENDENCYPART_SIBL
(9,15),(9,16),-0.133014 # DEPENDENCYPART_SIBL
(9,15),(9,17),-0.077352 # DEPENDENCYPART_SIBL
(9,15),(9,19),-0.109053 # DEPENDENCYPART_SIBL
(9,15),(9,20),0.0856308 # DEPENDENCYPART_SIBL
(9,15),(9,24),-0.0294374 # DEPENDENCYPART_SIBL
(9,15),(9,27),-0.10902 # DEPENDENCYPART_SIBL
(9,15),(9,28),-0.023762 # DEPENDENCYPART_SIBL
(9,16),(9,17),0.0664272 # DEPENDENCYPART_SIBL
(9,16),(9,19),0.101024 # DEPENDENCYPART_SIBL
(9,16),(9,20),0.0397717 # DEPENDENCYPART_SIBL
(9,16),(9,24),0.0035622 # DEPENDENCYPART_SIBL
(9,16),(9,27),0.101058 # DEPENDENCYPART_SIBL
