# _root_ Purchase of the 76-story structure is subject to execution of a definitive agreement , approval by the boards of Seafirst and its parent company BankAmerica Corp. , and approval by regulators .
#goldHeads=6,1,5,5,2,0,6,7,8,9,13,13,10,9,9,15,18,16,18,19,20,25,25,25,21,25,15,15,28,29,30,6,
#predictedHeads=6,1,5,5,2,0,6,7,8,9,13,13,10,9,9,15,18,16,18,19,20,25,25,25,21,25,25,25,28,29,30,6,
(2,3),(2,32),-0.0780031 # DEPENDENCYPART_SIBL
(2,4),(2,5),-0.624802 # DEPENDENCYPART_SIBL
(2,4),(2,6),-0.500772 # DEPENDENCYPART_SIBL
(2,4),(2,7),-0.32689 # DEPENDENCYPART_SIBL
(2,4),(2,8),-0.287464 # DEPENDENCYPART_SIBL
(2,4),(2,9),-0.624806 # DEPENDENCYPART_SIBL
(2,4),(2,13),-0.628305 # DEPENDENCYPART_SIBL
(2,4),(2,32),-0.00199864 # DEPENDENCYPART_SIBL
(2,5),(2,6),-0.763843 # DEPENDENCYPART_SIBL
(2,5),(2,7),-0.486106 # DEPENDENCYPART_SIBL
(2,5),(2,8),-0.508853 # DEPENDENCYPART_SIBL
(2,5),(2,9),-1.13667 # DEPENDENCYPART_SIBL
(2,5),(2,13),-1.13772 # DEPENDENCYPART_SIBL
(2,5),(2,32),-0.064533 # DEPENDENCYPART_SIBL
(2,6),(2,7),-0.249013 # DEPENDENCYPART_SIBL
(2,6),(2,8),-0.345845 # DEPENDENCYPART_SIBL
(2,6),(2,9),-0.599974 # DEPENDENCYPART_SIBL
(2,6),(2,13),-0.603436 # DEPENDENCYPART_SIBL
(2,6),(2,32),0.178504 # DEPENDENCYPART_SIBL
(2,7),(2,8),-0.31359 # DEPENDENCYPART_SIBL
(2,7),(2,9),-0.632171 # DEPENDENCYPART_SIBL
(2,7),(2,13),-0.635671 # DEPENDENCYPART_SIBL
(2,7),(2,32),-0.00206738 # DEPENDENCYPART_SIBL
(2,8),(2,9),-0.522268 # DEPENDENCYPART_SIBL
(2,8),(2,13),-0.526433 # DEPENDENCYPART_SIBL
(2,8),(2,32),0.0592804 # DEPENDENCYPART_SIBL
(2,9),(2,13),-1.14623 # DEPENDENCYPART_SIBL
(2,9),(2,32),-0.0786213 # DEPENDENCYPART_SIBL
(2,13),(2,32),-0.0593816 # DEPENDENCYPART_SIBL
(4,1),(4,3),-0.0418917 # DEPENDENCYPART_SIBL
(4,1),(4,6),-0.0228654 # DEPENDENCYPART_SIBL
(4,1),(4,7),-0.0024749 # DEPENDENCYPART_SIBL
(4,1),(4,8),-0.0802501 # DEPENDENCYPART_SIBL
(4,3),(4,6),0.0298104 # DEPENDENCYPART_SIBL
(4,3),(4,7),0.023739 # DEPENDENCYPART_SIBL
(4,3),(4,8),-0.0128935 # DEPENDENCYPART_SIBL
(4,6),(4,7),0.0590704 # DEPENDENCYPART_SIBL
(4,6),(4,8),-0.000238547 # DEPENDENCYPART_SIBL
(4,7),(4,8),0.0123169 # DEPENDENCYPART_SIBL
(5,1),(5,2),0.0276863 # DEPENDENCYPART_SIBL
(5,1),(5,3),-0.503222 # DEPENDENCYPART_SIBL
(5,1),(5,4),-0.0403908 # DEPENDENCYPART_SIBL
(5,1),(5,6),-0.0353818 # DEPENDENCYPART_SIBL
(5,1),(5,7),-0.0507485 # DEPENDENCYPART_SIBL
(5,1),(5,8),-0.28759 # DEPENDENCYPART_SIBL
(5,1),(5,9),-0.0239229 # DEPENDENCYPART_SIBL
(5,1),(5,10),-0.0632853 # DEPENDENCYPART_SIBL
(5,1),(5,14),0.0444826 # DEPENDENCYPART_SIBL
(5,2),(5,3),-0.184259 # DEPENDENCYPART_SIBL
(5,2),(5,4),-0.113068 # DEPENDENCYPART_SIBL
(5,2),(5,6),-0.0755325 # DEPENDENCYPART_SIBL
(5,2),(5,7),-0.0630173 # DEPENDENCYPART_SIBL
(5,2),(5,8),-0.221548 # DEPENDENCYPART_SIBL
(5,2),(5,9),-0.0699926 # DEPENDENCYPART_SIBL
(5,2),(5,10),0.036426 # DEPENDENCYPART_SIBL
(5,2),(5,14),-0.0114829 # DEPENDENCYPART_SIBL
(5,3),(5,4),0.214179 # DEPENDENCYPART_SIBL
(5,3),(5,6),0.0632251 # DEPENDENCYPART_SIBL
(5,3),(5,7),-0.0409628 # DEPENDENCYPART_SIBL
(5,3),(5,8),-0.20455 # DEPENDENCYPART_SIBL
(5,3),(5,9),0.00526684 # DEPENDENCYPART_SIBL
(5,3),(5,10),0.39389 # DEPENDENCYPART_SIBL
(5,3),(5,14),0.120661 # DEPENDENCYPART_SIBL
(5,4),(5,6),0.00371303 # DEPENDENCYPART_SIBL
(5,4),(5,7),-0.0158605 # DEPENDENCYPART_SIBL
(5,4),(5,8),-0.118441 # DEPENDENCYPART_SIBL
(5,4),(5,9),-0.00382552 # DEPENDENCYPART_SIBL
(5,4),(5,10),-0.0330549 # DEPENDENCYPART_SIBL
(5,4),(5,14),0.048934 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.00752537 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.0342384 # DEPENDENCYPART_SIBL
(5,6),(5,9),0.0210742 # DEPENDENCYPART_SIBL
(5,6),(5,10),0.0483133 # DEPENDENCYPART_SIBL
(5,6),(5,14),0.168427 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.0113056 # DEPENDENCYPART_SIBL
(5,7),(5,9),-0.0441306 # DEPENDENCYPART_SIBL
(5,7),(5,10),0.0333352 # DEPENDENCYPART_SIBL
(5,7),(5,14),0.0863524 # DEPENDENCYPART_SIBL
(5,8),(5,9),0.113009 # DEPENDENCYPART_SIBL
(5,8),(5,10),0.0290745 # DEPENDENCYPART_SIBL
(5,8),(5,14),0.115738 # DEPENDENCYPART_SIBL
(5,9),(5,10),0.0383939 # DEPENDENCYPART_SIBL
(5,9),(5,14),0.0277823 # DEPENDENCYPART_SIBL
(5,10),(5,14),0.0396764 # DEPENDENCYPART_SIBL
(6,1),(6,2),-0.0881809 # DEPENDENCYPART_SIBL
(6,1),(6,3),-0.691856 # DEPENDENCYPART_SIBL
(6,1),(6,4),-0.50513 # DEPENDENCYPART_SIBL
(6,1),(6,5),-1.03592 # DEPENDENCYPART_SIBL
(6,1),(6,7),0.00565515 # DEPENDENCYPART_SIBL
(6,1),(6,8),-0.112261 # DEPENDENCYPART_SIBL
(6,1),(6,9),-0.035387 # DEPENDENCYPART_SIBL
(6,1),(6,10),-0.0594255 # DEPENDENCYPART_SIBL
(6,1),(6,13),-0.0323397 # DEPENDENCYPART_SIBL
(6,1),(6,14),0.0219016 # DEPENDENCYPART_SIBL
(6,1),(6,15),-0.017656 # DEPENDENCYPART_SIBL
(6,1),(6,16),-0.0291979 # DEPENDENCYPART_SIBL
(6,1),(6,18),-0.0258268 # DEPENDENCYPART_SIBL
(6,1),(6,19),-0.0594255 # DEPENDENCYPART_SIBL
(6,1),(6,21),0.0279708 # DEPENDENCYPART_SIBL
(6,1),(6,27),0.0219016 # DEPENDENCYPART_SIBL
(6,1),(6,28),0.0279708 # DEPENDENCYPART_SIBL
(6,1),(6,30),-0.0291979 # DEPENDENCYPART_SIBL
(6,1),(6,32),-0.0339532 # DEPENDENCYPART_SIBL
(6,2),(6,3),-0.156456 # DEPENDENCYPART_SIBL
(6,2),(6,4),-0.199639 # DEPENDENCYPART_SIBL
(6,2),(6,5),-0.116576 # DEPENDENCYPART_SIBL
(6,2),(6,7),-0.0462709 # DEPENDENCYPART_SIBL
(6,2),(6,8),0.00010377 # DEPENDENCYPART_SIBL
(6,2),(6,9),-0.0270021 # DEPENDENCYPART_SIBL
(6,2),(6,10),-0.0500986 # DEPENDENCYPART_SIBL
(6,2),(6,13),-0.0280644 # DEPENDENCYPART_SIBL
(6,2),(6,14),-0.142229 # DEPENDENCYPART_SIBL
(6,2),(6,15),-0.0165417 # DEPENDENCYPART_SIBL
(6,2),(6,16),-0.106326 # DEPENDENCYPART_SIBL
(6,2),(6,18),-0.0248625 # DEPENDENCYPART_SIBL
(6,2),(6,19),-0.0500986 # DEPENDENCYPART_SIBL
(6,2),(6,21),-0.0949819 # DEPENDENCYPART_SIBL
(6,2),(6,27),-0.142229 # DEPENDENCYPART_SIBL
(6,2),(6,28),-0.0949819 # DEPENDENCYPART_SIBL
(6,2),(6,30),-0.106326 # DEPENDENCYPART_SIBL
(6,2),(6,32),0.0493903 # DEPENDENCYPART_SIBL
(6,3),(6,4),-0.171644 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.26402 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.167733 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.320996 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.15142 # DEPENDENCYPART_SIBL
(6,3),(6,10),0.0289973 # DEPENDENCYPART_SIBL
(6,3),(6,13),-0.153849 # DEPENDENCYPART_SIBL
(6,3),(6,14),-0.105403 # DEPENDENCYPART_SIBL
(6,3),(6,15),-0.149015 # DEPENDENCYPART_SIBL
(6,3),(6,16),-0.259479 # DEPENDENCYPART_SIBL
(6,3),(6,18),-0.245715 # DEPENDENCYPART_SIBL
(6,3),(6,19),0.0289973 # DEPENDENCYPART_SIBL
(6,3),(6,21),-0.196189 # DEPENDENCYPART_SIBL
(6,3),(6,27),-0.105403 # DEPENDENCYPART_SIBL
(6,3),(6,28),-0.196189 # DEPENDENCYPART_SIBL
(6,3),(6,30),-0.259479 # DEPENDENCYPART_SIBL
(6,3),(6,32),-0.318463 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.124501 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.011394 # DEPENDENCYPART_SIBL
(6,4),(6,8),0.0850229 # DEPENDENCYPART_SIBL
(6,4),(6,9),0.0188176 # DEPENDENCYPART_SIBL
(6,4),(6,10),-0.10598 # DEPENDENCYPART_SIBL
(6,4),(6,13),0.0197237 # DEPENDENCYPART_SIBL
(6,4),(6,14),-0.0996461 # DEPENDENCYPART_SIBL
(6,4),(6,15),0.0255492 # DEPENDENCYPART_SIBL
(6,4),(6,16),-0.0818896 # DEPENDENCYPART_SIBL
(6,4),(6,18),-0.0787759 # DEPENDENCYPART_SIBL
(6,4),(6,19),-0.10598 # DEPENDENCYPART_SIBL
(6,4),(6,21),-0.0768284 # DEPENDENCYPART_SIBL
(6,4),(6,27),-0.0996461 # DEPENDENCYPART_SIBL
(6,4),(6,28),-0.0768284 # DEPENDENCYPART_SIBL
(6,4),(6,30),-0.0818896 # DEPENDENCYPART_SIBL
(6,4),(6,32),0.0199997 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.00187772 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.0735956 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.0459274 # DEPENDENCYPART_SIBL
(6,5),(6,10),-0.0673729 # DEPENDENCYPART_SIBL
(6,5),(6,13),-0.0428674 # DEPENDENCYPART_SIBL
(6,5),(6,14),-0.00336353 # DEPENDENCYPART_SIBL
(6,5),(6,15),-0.0281837 # DEPENDENCYPART_SIBL
(6,5),(6,16),-0.0267492 # DEPENDENCYPART_SIBL
(6,5),(6,18),-0.0379901 # DEPENDENCYPART_SIBL
(6,5),(6,19),-0.0673729 # DEPENDENCYPART_SIBL
(6,5),(6,21),0.0332017 # DEPENDENCYPART_SIBL
(6,5),(6,27),-0.00336353 # DEPENDENCYPART_SIBL
(6,5),(6,28),0.0332017 # DEPENDENCYPART_SIBL
(6,5),(6,30),-0.0267492 # DEPENDENCYPART_SIBL
(6,5),(6,32),-0.0203931 # DEPENDENCYPART_SIBL
(6,7),(6,8),0.0190408 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.175733 # DEPENDENCYPART_SIBL
(6,7),(6,10),0.0987115 # DEPENDENCYPART_SIBL
(6,7),(6,13),-0.170955 # DEPENDENCYPART_SIBL
(6,7),(6,14),0.0849059 # DEPENDENCYPART_SIBL
(6,7),(6,15),-0.194247 # DEPENDENCYPART_SIBL
(6,7),(6,16),0.0386145 # DEPENDENCYPART_SIBL
(6,7),(6,18),-0.166343 # DEPENDENCYPART_SIBL
(6,7),(6,19),0.0987115 # DEPENDENCYPART_SIBL
(6,7),(6,21),0.109461 # DEPENDENCYPART_SIBL
(6,7),(6,27),0.0849059 # DEPENDENCYPART_SIBL
(6,7),(6,28),0.109461 # DEPENDENCYPART_SIBL
(6,7),(6,30),0.0386145 # DEPENDENCYPART_SIBL
(6,7),(6,32),0.042376 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.160725 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.24054 # DEPENDENCYPART_SIBL
(6,8),(6,13),-0.156615 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.0356407 # DEPENDENCYPART_SIBL
(6,8),(6,15),-0.168437 # DEPENDENCYPART_SIBL
(6,8),(6,16),-0.108071 # DEPENDENCYPART_SIBL
(6,8),(6,18),-0.213415 # DEPENDENCYPART_SIBL
(6,8),(6,19),-0.24054 # DEPENDENCYPART_SIBL
(6,8),(6,21),-0.0464393 # DEPENDENCYPART_SIBL
(6,8),(6,27),-0.0356407 # DEPENDENCYPART_SIBL
(6,8),(6,28),-0.0464393 # DEPENDENCYPART_SIBL
(6,8),(6,30),-0.108071 # DEPENDENCYPART_SIBL
(6,8),(6,32),-0.00123182 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.0804914 # DEPENDENCYPART_SIBL
(6,9),(6,13),-0.260794 # DEPENDENCYPART_SIBL
(6,9),(6,14),0.0096507 # DEPENDENCYPART_SIBL
(6,9),(6,15),-0.270357 # DEPENDENCYPART_SIBL
(6,9),(6,16),-0.0551573 # DEPENDENCYPART_SIBL
(6,9),(6,18),-0.309668 # DEPENDENCYPART_SIBL
(6,9),(6,19),-0.0804914 # DEPENDENCYPART_SIBL
(6,9),(6,21),0.013478 # DEPENDENCYPART_SIBL
(6,9),(6,27),0.0096507 # DEPENDENCYPART_SIBL
(6,9),(6,28),0.013478 # DEPENDENCYPART_SIBL
(6,9),(6,30),-0.0551573 # DEPENDENCYPART_SIBL
(6,9),(6,32),6.6905e-06 # DEPENDENCYPART_SIBL
(6,10),(6,13),0.0281431 # DEPENDENCYPART_SIBL
(6,10),(6,14),-0.00649531 # DEPENDENCYPART_SIBL
(6,10),(6,15),0.0214716 # DEPENDENCYPART_SIBL
(6,10),(6,16),-0.0720789 # DEPENDENCYPART_SIBL
(6,10),(6,18),-0.0787061 # DEPENDENCYPART_SIBL
(6,10),(6,19),-0.467485 # DEPENDENCYPART_SIBL
(6,10),(6,21),-0.0890467 # DEPENDENCYPART_SIBL
(6,10),(6,27),-0.00649531 # DEPENDENCYPART_SIBL
(6,10),(6,28),-0.0890467 # DEPENDENCYPART_SIBL
(6,10),(6,30),-0.0720789 # DEPENDENCYPART_SIBL
(6,10),(6,32),-0.049361 # DEPENDENCYPART_SIBL
(6,13),(6,14),0.0145752 # DEPENDENCYPART_SIBL
(6,13),(6,15),-0.275593 # DEPENDENCYPART_SIBL
(6,13),(6,16),0.00049818 # DEPENDENCYPART_SIBL
(6,13),(6,18),-0.311633 # DEPENDENCYPART_SIBL
(6,13),(6,19),-0.0583818 # DEPENDENCYPART_SIBL
(6,13),(6,21),0.00660931 # DEPENDENCYPART_SIBL
(6,13),(6,27),0.0145752 # DEPENDENCYPART_SIBL
(6,13),(6,28),0.00660931 # DEPENDENCYPART_SIBL
(6,13),(6,30),0.00049818 # DEPENDENCYPART_SIBL
(6,13),(6,32),0.020557 # DEPENDENCYPART_SIBL
(6,14),(6,15),0.212043 # DEPENDENCYPART_SIBL
(6,14),(6,16),0.206295 # DEPENDENCYPART_SIBL
(6,14),(6,18),0.0912451 # DEPENDENCYPART_SIBL
(6,14),(6,19),0.323678 # DEPENDENCYPART_SIBL
(6,14),(6,21),0.692413 # DEPENDENCYPART_SIBL
(6,14),(6,27),-0.0283337 # DEPENDENCYPART_SIBL
(6,14),(6,28),0.692413 # DEPENDENCYPART_SIBL
(6,14),(6,30),0.206295 # DEPENDENCYPART_SIBL
(6,14),(6,32),0.0047359 # DEPENDENCYPART_SIBL
(6,15),(6,16),-0.128668 # DEPENDENCYPART_SIBL
(6,15),(6,18),-0.316965 # DEPENDENCYPART_SIBL
(6,15),(6,19),-0.140792 # DEPENDENCYPART_SIBL
(6,15),(6,21),0.0100127 # DEPENDENCYPART_SIBL
(6,15),(6,27),-0.0028428 # DEPENDENCYPART_SIBL
(6,15),(6,28),0.0100127 # DEPENDENCYPART_SIBL
(6,15),(6,30),-0.128668 # DEPENDENCYPART_SIBL
(6,15),(6,32),0.0400474 # DEPENDENCYPART_SIBL
(6,16),(6,18),-0.255383 # DEPENDENCYPART_SIBL
(6,16),(6,19),-0.13298 # DEPENDENCYPART_SIBL
(6,16),(6,21),-0.0225347 # DEPENDENCYPART_SIBL
(6,16),(6,27),-0.016273 # DEPENDENCYPART_SIBL
(6,16),(6,28),-0.0225347 # DEPENDENCYPART_SIBL
(6,16),(6,30),-0.172472 # DEPENDENCYPART_SIBL
(6,16),(6,32),-0.11334 # DEPENDENCYPART_SIBL
(6,18),(6,19),-0.145021 # DEPENDENCYPART_SIBL
(6,18),(6,21),-0.0601265 # DEPENDENCYPART_SIBL
(6,18),(6,27),-0.00764379 # DEPENDENCYPART_SIBL
(6,18),(6,28),-0.0601265 # DEPENDENCYPART_SIBL
(6,18),(6,30),-0.0664455 # DEPENDENCYPART_SIBL
(6,18),(6,32),-0.0821115 # DEPENDENCYPART_SIBL
(6,19),(6,21),-0.0890467 # DEPENDENCYPART_SIBL
(6,19),(6,27),-0.00649531 # DEPENDENCYPART_SIBL
(6,19),(6,28),-0.0890467 # DEPENDENCYPART_SIBL
(6,19),(6,30),-0.0720789 # DEPENDENCYPART_SIBL
(6,19),(6,32),-0.049361 # DEPENDENCYPART_SIBL
(6,21),(6,27),-0.0377599 # DEPENDENCYPART_SIBL
(6,21),(6,28),-0.992762 # DEPENDENCYPART_SIBL
(6,21),(6,30),-0.127102 # DEPENDENCYPART_SIBL
(6,21),(6,32),0.00647169 # DEPENDENCYPART_SIBL
(6,27),(6,28),0.692413 # DEPENDENCYPART_SIBL
(6,27),(6,30),0.206295 # DEPENDENCYPART_SIBL
(6,27),(6,32),0.0047359 # DEPENDENCYPART_SIBL
(6,28),(6,30),-0.127102 # DEPENDENCYPART_SIBL
(6,28),(6,32),0.00647169 # DEPENDENCYPART_SIBL
(6,30),(6,32),-0.11334 # DEPENDENCYPART_SIBL
(7,1),(7,4),0.0130234 # DEPENDENCYPART_SIBL
(7,1),(7,5),-0.158352 # DEPENDENCYPART_SIBL
(7,1),(7,8),-0.104867 # DEPENDENCYPART_SIBL
(7,1),(7,9),-0.0075754 # DEPENDENCYPART_SIBL
(7,1),(7,10),0.00109696 # DEPENDENCYPART_SIBL
(7,1),(7,13),-0.00581817 # DEPENDENCYPART_SIBL
(7,1),(7,14),0.0502749 # DEPENDENCYPART_SIBL
(7,1),(7,15),-0.00483941 # DEPENDENCYPART_SIBL
(7,1),(7,16),-0.00684349 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.11391 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0619068 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.035721 # DEPENDENCYPART_SIBL
(7,4),(7,10),0.0279801 # DEPENDENCYPART_SIBL
(7,4),(7,13),-0.0333936 # DEPENDENCYPART_SIBL
(7,4),(7,14),0.000823111 # DEPENDENCYPART_SIBL
(7,4),(7,15),-0.0430699 # DEPENDENCYPART_SIBL
(7,4),(7,16),-0.0436387 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.0727639 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.0116815 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.0132139 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.00991158 # DEPENDENCYPART_SIBL
(7,5),(7,14),0.0237595 # DEPENDENCYPART_SIBL
(7,5),(7,15),-0.00893283 # DEPENDENCYPART_SIBL
(7,5),(7,16),-0.0107668 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.0558288 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.108404 # DEPENDENCYPART_SIBL
(7,8),(7,13),0.054635 # DEPENDENCYPART_SIBL
(7,8),(7,14),0.0438344 # DEPENDENCYPART_SIBL
(7,8),(7,15),0.0552517 # DEPENDENCYPART_SIBL
(7,8),(7,16),0.0234525 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.0148775 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.150924 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.00390282 # DEPENDENCYPART_SIBL
(7,9),(7,15),-0.149555 # DEPENDENCYPART_SIBL
(7,9),(7,16),0.0225002 # DEPENDENCYPART_SIBL
(7,10),(7,13),0.0768031 # DEPENDENCYPART_SIBL
(7,10),(7,14),0.0128829 # DEPENDENCYPART_SIBL
(7,10),(7,15),0.0848958 # DEPENDENCYPART_SIBL
(7,10),(7,16),-0.232273 # DEPENDENCYPART_SIBL
(7,13),(7,14),0.0043129 # DEPENDENCYPART_SIBL
(7,13),(7,15),-0.154402 # DEPENDENCYPART_SIBL
(7,13),(7,16),0.0745094 # DEPENDENCYPART_SIBL
(7,14),(7,15),0.438165 # DEPENDENCYPART_SIBL
(7,14),(7,16),-0.0301441 # DEPENDENCYPART_SIBL
(7,15),(7,16),-0.0102404 # DEPENDENCYPART_SIBL
(8,1),(8,7),-0.108787 # DEPENDENCYPART_SIBL
(8,1),(8,9),0.0383069 # DEPENDENCYPART_SIBL
(8,1),(8,10),-0.00914491 # DEPENDENCYPART_SIBL
(8,1),(8,13),0.0403723 # DEPENDENCYPART_SIBL
(8,1),(8,14),0.0105026 # DEPENDENCYPART_SIBL
(8,1),(8,15),0.0410737 # DEPENDENCYPART_SIBL
(8,1),(8,16),0.0122216 # DEPENDENCYPART_SIBL
(8,1),(8,18),-0.0067077 # DEPENDENCYPART_SIBL
(8,1),(8,21),0.17494 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.0118194 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0782533 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.0145894 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.0797431 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.00342948 # DEPENDENCYPART_SIBL
(8,7),(8,16),-0.0815481 # DEPENDENCYPART_SIBL
(8,7),(8,18),0.0205552 # DEPENDENCYPART_SIBL
(8,7),(8,21),-0.0710689 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.153355 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.738703 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.038239 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.737901 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.101274 # DEPENDENCYPART_SIBL
(8,9),(8,18),-0.745663 # DEPENDENCYPART_SIBL
(8,9),(8,21),-0.0186699 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.216701 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.0115957 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.209103 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.0915596 # DEPENDENCYPART_SIBL
(8,10),(8,18),-0.2653 # DEPENDENCYPART_SIBL
(8,10),(8,21),0.0286348 # DEPENDENCYPART_SIBL
(8,13),(8,14),-0.033019 # DEPENDENCYPART_SIBL
(8,13),(8,15),-0.745742 # DEPENDENCYPART_SIBL
(8,13),(8,16),-0.0522537 # DEPENDENCYPART_SIBL
(8,13),(8,18),-0.750231 # DEPENDENCYPART_SIBL
(8,13),(8,21),-0.0289773 # DEPENDENCYPART_SIBL
(8,14),(8,15),0.0555999 # DEPENDENCYPART_SIBL
(8,14),(8,16),0.182179 # DEPENDENCYPART_SIBL
(8,14),(8,18),0.0281924 # DEPENDENCYPART_SIBL
(8,14),(8,21),0.816092 # DEPENDENCYPART_SIBL
(8,15),(8,16),-0.134117 # DEPENDENCYPART_SIBL
(8,15),(8,18),-0.740326 # DEPENDENCYPART_SIBL
(8,15),(8,21),-0.018299 # DEPENDENCYPART_SIBL
(8,16),(8,18),-0.405911 # DEPENDENCYPART_SIBL
(8,16),(8,21),0.124577 # DEPENDENCYPART_SIBL
(8,18),(8,21),-0.00434177 # DEPENDENCYPART_SIBL
(9,1),(9,3),-0.505139 # DEPENDENCYPART_SIBL
(9,1),(9,4),-0.0488356 # DEPENDENCYPART_SIBL
(9,1),(9,5),-0.0592045 # DEPENDENCYPART_SIBL
(9,1),(9,7),-0.0512555 # DEPENDENCYPART_SIBL
(9,1),(9,8),0.117338 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.0850727 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.046043 # DEPENDENCYPART_SIBL
(9,1),(9,13),-0.0135698 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.00247934 # DEPENDENCYPART_SIBL
(9,1),(9,15),-0.039522 # DEPENDENCYPART_SIBL
(9,1),(9,16),-0.177372 # DEPENDENCYPART_SIBL
(9,1),(9,18),-0.0186361 # DEPENDENCYPART_SIBL
(9,1),(9,19),-0.0850727 # DEPENDENCYPART_SIBL
(9,1),(9,21),-0.00885672 # DEPENDENCYPART_SIBL
(9,1),(9,27),-0.00247934 # DEPENDENCYPART_SIBL
(9,1),(9,28),-0.00885672 # DEPENDENCYPART_SIBL
(9,1),(9,32),-0.0614073 # DEPENDENCYPART_SIBL
(9,3),(9,4),0.159468 # DEPENDENCYPART_SIBL
(9,3),(9,5),0.178538 # DEPENDENCYPART_SIBL
(9,3),(9,7),0.15304 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.11078 # DEPENDENCYPART_SIBL
(9,3),(9,10),0.400999 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.0635057 # DEPENDENCYPART_SIBL
(9,3),(9,13),0.0239531 # DEPENDENCYPART_SIBL
(9,3),(9,14),0.0637242 # DEPENDENCYPART_SIBL
(9,3),(9,15),-0.0168702 # DEPENDENCYPART_SIBL
(9,3),(9,16),-0.0615928 # DEPENDENCYPART_SIBL
(9,3),(9,18),-0.0640154 # DEPENDENCYPART_SIBL
(9,3),(9,19),0.400999 # DEPENDENCYPART_SIBL
(9,3),(9,21),-0.024512 # DEPENDENCYPART_SIBL
(9,3),(9,27),0.0637242 # DEPENDENCYPART_SIBL
(9,3),(9,28),-0.024512 # DEPENDENCYPART_SIBL
(9,3),(9,32),-0.101012 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.114736 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.0463686 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.112441 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.00815826 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.00232807 # DEPENDENCYPART_SIBL
(9,4),(9,13),0.0402584 # DEPENDENCYPART_SIBL
(9,4),(9,14),0.0281934 # DEPENDENCYPART_SIBL
(9,4),(9,15),-0.00269311 # DEPENDENCYPART_SIBL
(9,4),(9,16),-0.0154029 # DEPENDENCYPART_SIBL
(9,4),(9,18),0.0305432 # DEPENDENCYPART_SIBL
(9,4),(9,19),-0.00815826 # DEPENDENCYPART_SIBL
(9,4),(9,21),0.0542528 # DEPENDENCYPART_SIBL
(9,4),(9,27),0.0281934 # DEPENDENCYPART_SIBL
(9,4),(9,28),0.0542528 # DEPENDENCYPART_SIBL
(9,4),(9,32),0.0196721 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.0520256 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.113557 # DEPENDENCYPART_SIBL
