# _root_ In a stark lesson in the power of the appropriations committees , the House deliberately killed a handful of projects backed by lawmakers in Florida , Illinois and Pennsylvania who had voted against the panel leadership on the House floor .
#goldHeads=16,4,4,1,4,7,5,7,11,11,8,16,14,16,16,0,18,16,18,19,20,21,22,23,24,25,25,27,28,31,23,31,32,36,36,33,32,40,40,37,16,
#predictedHeads=16,4,4,1,4,7,5,7,11,11,8,16,14,16,16,0,18,16,18,19,20,21,22,23,24,25,25,27,28,31,23,31,32,36,36,33,36,40,40,37,16,
(4,14),(4,41),-0.00968393 # DEPENDENCYPART_SIBL
(4,15),(4,16),-0.00946064 # DEPENDENCYPART_SIBL
(4,15),(4,18),0.0608648 # DEPENDENCYPART_SIBL
(4,15),(4,21),0.00842745 # DEPENDENCYPART_SIBL
(4,15),(4,41),-0.0411874 # DEPENDENCYPART_SIBL
(4,16),(4,18),-0.0227663 # DEPENDENCYPART_SIBL
(4,16),(4,21),-0.0352496 # DEPENDENCYPART_SIBL
(4,16),(4,41),0.0438938 # DEPENDENCYPART_SIBL
(4,18),(4,21),-0.0269459 # DEPENDENCYPART_SIBL
(4,18),(4,41),-0.0185242 # DEPENDENCYPART_SIBL
(4,21),(4,41),-0.0111097 # DEPENDENCYPART_SIBL
(5,1),(5,4),-0.032113 # DEPENDENCYPART_SIBL
(5,1),(5,6),-0.0635869 # DEPENDENCYPART_SIBL
(5,1),(5,7),0.11867 # DEPENDENCYPART_SIBL
(5,1),(5,8),0.0639786 # DEPENDENCYPART_SIBL
(5,1),(5,10),-0.163415 # DEPENDENCYPART_SIBL
(5,1),(5,11),-0.163576 # DEPENDENCYPART_SIBL
(5,1),(5,12),0.0383132 # DEPENDENCYPART_SIBL
(5,1),(5,41),0.0596849 # DEPENDENCYPART_SIBL
(5,4),(5,6),-0.108889 # DEPENDENCYPART_SIBL
(5,4),(5,7),0.0444432 # DEPENDENCYPART_SIBL
(5,4),(5,8),-0.0341736 # DEPENDENCYPART_SIBL
(5,4),(5,10),-0.129906 # DEPENDENCYPART_SIBL
(5,4),(5,11),-0.127882 # DEPENDENCYPART_SIBL
(5,4),(5,12),0.0367994 # DEPENDENCYPART_SIBL
(5,4),(5,41),-0.0462072 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.700943 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.121973 # DEPENDENCYPART_SIBL
(5,6),(5,10),-0.465996 # DEPENDENCYPART_SIBL
(5,6),(5,11),-0.466498 # DEPENDENCYPART_SIBL
(5,6),(5,12),-0.115124 # DEPENDENCYPART_SIBL
(5,6),(5,41),-0.129917 # DEPENDENCYPART_SIBL
(5,7),(5,8),0.0162337 # DEPENDENCYPART_SIBL
(5,7),(5,10),-0.949675 # DEPENDENCYPART_SIBL
(5,7),(5,11),-0.950812 # DEPENDENCYPART_SIBL
(5,7),(5,12),0.0520961 # DEPENDENCYPART_SIBL
(5,7),(5,41),0.100183 # DEPENDENCYPART_SIBL
(5,8),(5,10),0.0103646 # DEPENDENCYPART_SIBL
(5,8),(5,11),0.00777584 # DEPENDENCYPART_SIBL
(5,8),(5,12),0.0558121 # DEPENDENCYPART_SIBL
(5,8),(5,41),0.0725186 # DEPENDENCYPART_SIBL
(5,10),(5,11),-0.938061 # DEPENDENCYPART_SIBL
(5,10),(5,12),0.0282041 # DEPENDENCYPART_SIBL
(5,10),(5,41),0.0174901 # DEPENDENCYPART_SIBL
(5,11),(5,12),0.0402214 # DEPENDENCYPART_SIBL
(5,11),(5,41),0.0238868 # DEPENDENCYPART_SIBL
(5,12),(5,41),0.395117 # DEPENDENCYPART_SIBL
(7,2),(7,3),-0.0282847 # DEPENDENCYPART_SIBL
(7,2),(7,5),-0.102728 # DEPENDENCYPART_SIBL
(7,2),(7,6),-0.795813 # DEPENDENCYPART_SIBL
(7,2),(7,8),0.171715 # DEPENDENCYPART_SIBL
(7,2),(7,9),0.0326104 # DEPENDENCYPART_SIBL
(7,2),(7,10),0.0707516 # DEPENDENCYPART_SIBL
(7,2),(7,11),0.0783291 # DEPENDENCYPART_SIBL
(7,2),(7,12),0.00458058 # DEPENDENCYPART_SIBL
(7,2),(7,13),0.0326104 # DEPENDENCYPART_SIBL
(7,2),(7,14),0.0713426 # DEPENDENCYPART_SIBL
(7,2),(7,15),0.0662795 # DEPENDENCYPART_SIBL
(7,2),(7,16),0.280776 # DEPENDENCYPART_SIBL
(7,2),(7,18),0.0590501 # DEPENDENCYPART_SIBL
(7,2),(7,21),0.478107 # DEPENDENCYPART_SIBL
(7,2),(7,24),0.139964 # DEPENDENCYPART_SIBL
(7,2),(7,26),0.00458058 # DEPENDENCYPART_SIBL
(7,2),(7,41),0.0562782 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.0261508 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.613287 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.0355857 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.047653 # DEPENDENCYPART_SIBL
(7,3),(7,10),0.0127479 # DEPENDENCYPART_SIBL
(7,3),(7,11),0.011677 # DEPENDENCYPART_SIBL
(7,3),(7,12),-0.020331 # DEPENDENCYPART_SIBL
(7,3),(7,13),-0.047653 # DEPENDENCYPART_SIBL
(7,3),(7,14),0.0411535 # DEPENDENCYPART_SIBL
(7,3),(7,15),-0.0355097 # DEPENDENCYPART_SIBL
(7,3),(7,16),-0.0116559 # DEPENDENCYPART_SIBL
(7,3),(7,18),0.0247047 # DEPENDENCYPART_SIBL
(7,3),(7,21),0.0223415 # DEPENDENCYPART_SIBL
(7,3),(7,24),-0.0689702 # DEPENDENCYPART_SIBL
(7,3),(7,26),-0.020331 # DEPENDENCYPART_SIBL
(7,3),(7,41),-0.00647781 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.14395 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.0912732 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.0951101 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.0276227 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.0278734 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.0610089 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.0951101 # DEPENDENCYPART_SIBL
(7,5),(7,14),-0.0569143 # DEPENDENCYPART_SIBL
(7,5),(7,15),-0.0596523 # DEPENDENCYPART_SIBL
(7,5),(7,16),-0.0682016 # DEPENDENCYPART_SIBL
(7,5),(7,18),0.0144553 # DEPENDENCYPART_SIBL
(7,5),(7,21),-0.0304439 # DEPENDENCYPART_SIBL
(7,5),(7,24),-0.107679 # DEPENDENCYPART_SIBL
(7,5),(7,26),-0.0610089 # DEPENDENCYPART_SIBL
(7,5),(7,41),0.0102038 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.47711 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.0220285 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.0417514 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.0569924 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.151107 # DEPENDENCYPART_SIBL
(7,6),(7,13),0.0220285 # DEPENDENCYPART_SIBL
(7,6),(7,14),0.151832 # DEPENDENCYPART_SIBL
(7,6),(7,15),0.0823751 # DEPENDENCYPART_SIBL
(7,6),(7,16),0.34074 # DEPENDENCYPART_SIBL
(7,6),(7,18),0.13141 # DEPENDENCYPART_SIBL
(7,6),(7,21),0.185054 # DEPENDENCYPART_SIBL
(7,6),(7,24),0.0671927 # DEPENDENCYPART_SIBL
(7,6),(7,26),0.151107 # DEPENDENCYPART_SIBL
(7,6),(7,41),-0.00536066 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.013022 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.0925576 # DEPENDENCYPART_SIBL
(7,8),(7,11),0.0905211 # DEPENDENCYPART_SIBL
(7,8),(7,12),0.0978829 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.013022 # DEPENDENCYPART_SIBL
(7,8),(7,14),0.0696575 # DEPENDENCYPART_SIBL
(7,8),(7,15),-0.00738264 # DEPENDENCYPART_SIBL
(7,8),(7,16),-0.103973 # DEPENDENCYPART_SIBL
(7,8),(7,18),0.0901185 # DEPENDENCYPART_SIBL
(7,8),(7,21),0.0869641 # DEPENDENCYPART_SIBL
(7,8),(7,24),0.159824 # DEPENDENCYPART_SIBL
(7,8),(7,26),0.0978829 # DEPENDENCYPART_SIBL
(7,8),(7,41),-0.0141014 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.0120397 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.0119573 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.0613583 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.101086 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.108391 # DEPENDENCYPART_SIBL
(7,9),(7,15),-0.118508 # DEPENDENCYPART_SIBL
(7,9),(7,16),-0.0668984 # DEPENDENCYPART_SIBL
(7,9),(7,18),-0.0810593 # DEPENDENCYPART_SIBL
(7,9),(7,21),-0.0558163 # DEPENDENCYPART_SIBL
(7,9),(7,24),-0.15514 # DEPENDENCYPART_SIBL
(7,9),(7,26),-0.0613583 # DEPENDENCYPART_SIBL
(7,9),(7,41),-0.198015 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.250925 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.0337599 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.0790947 # DEPENDENCYPART_SIBL
(7,10),(7,14),-0.0808033 # DEPENDENCYPART_SIBL
(7,10),(7,15),-0.00604822 # DEPENDENCYPART_SIBL
(7,10),(7,16),-0.0876979 # DEPENDENCYPART_SIBL
(7,10),(7,18),-0.0832248 # DEPENDENCYPART_SIBL
(7,10),(7,21),-0.0507711 # DEPENDENCYPART_SIBL
(7,10),(7,24),0.0121111 # DEPENDENCYPART_SIBL
(7,10),(7,26),-0.0337599 # DEPENDENCYPART_SIBL
(7,10),(7,41),-0.0186314 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.0257386 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.0791985 # DEPENDENCYPART_SIBL
(7,11),(7,14),-0.0809054 # DEPENDENCYPART_SIBL
(7,11),(7,15),-0.00614619 # DEPENDENCYPART_SIBL
(7,11),(7,16),-0.0878018 # DEPENDENCYPART_SIBL
(7,11),(7,18),-0.0794525 # DEPENDENCYPART_SIBL
(7,11),(7,21),-0.050875 # DEPENDENCYPART_SIBL
(7,11),(7,24),0.0187982 # DEPENDENCYPART_SIBL
(7,11),(7,26),-0.0257386 # DEPENDENCYPART_SIBL
(7,11),(7,41),-0.0161582 # DEPENDENCYPART_SIBL
(7,12),(7,13),0.101539 # DEPENDENCYPART_SIBL
(7,12),(7,14),0.598486 # DEPENDENCYPART_SIBL
(7,12),(7,15),0.283748 # DEPENDENCYPART_SIBL
(7,12),(7,16),0.491658 # DEPENDENCYPART_SIBL
(7,12),(7,18),0.679366 # DEPENDENCYPART_SIBL
(7,12),(7,21),0.569393 # DEPENDENCYPART_SIBL
(7,12),(7,24),0.0698727 # DEPENDENCYPART_SIBL
(7,12),(7,26),0.0482251 # DEPENDENCYPART_SIBL
(7,12),(7,41),-0.0439348 # DEPENDENCYPART_SIBL
(7,13),(7,14),-0.108391 # DEPENDENCYPART_SIBL
(7,13),(7,15),-0.118508 # DEPENDENCYPART_SIBL
(7,13),(7,16),-0.0668984 # DEPENDENCYPART_SIBL
(7,13),(7,18),-0.0810593 # DEPENDENCYPART_SIBL
(7,13),(7,21),-0.0558163 # DEPENDENCYPART_SIBL
(7,13),(7,24),-0.15514 # DEPENDENCYPART_SIBL
(7,13),(7,26),-0.0613583 # DEPENDENCYPART_SIBL
(7,13),(7,41),-0.198015 # DEPENDENCYPART_SIBL
(7,14),(7,15),-0.0508953 # DEPENDENCYPART_SIBL
(7,14),(7,16),-0.0209666 # DEPENDENCYPART_SIBL
(7,14),(7,18),-0.0585985 # DEPENDENCYPART_SIBL
(7,14),(7,21),-0.0437899 # DEPENDENCYPART_SIBL
(7,14),(7,24),-0.0617627 # DEPENDENCYPART_SIBL
(7,14),(7,26),0.0626115 # DEPENDENCYPART_SIBL
(7,14),(7,41),-0.0350861 # DEPENDENCYPART_SIBL
(7,15),(7,16),-0.000894793 # DEPENDENCYPART_SIBL
(7,15),(7,18),0.0814033 # DEPENDENCYPART_SIBL
(7,15),(7,21),0.00995261 # DEPENDENCYPART_SIBL
(7,15),(7,24),0.0094652 # DEPENDENCYPART_SIBL
(7,15),(7,26),0.0528729 # DEPENDENCYPART_SIBL
(7,15),(7,41),-0.0435272 # DEPENDENCYPART_SIBL
(7,16),(7,18),-0.00879937 # DEPENDENCYPART_SIBL
(7,16),(7,21),-0.0361943 # DEPENDENCYPART_SIBL
(7,16),(7,24),0.000799244 # DEPENDENCYPART_SIBL
(7,16),(7,26),0.262052 # DEPENDENCYPART_SIBL
(7,16),(7,41),0.0397348 # DEPENDENCYPART_SIBL
(7,18),(7,21),-0.02136 # DEPENDENCYPART_SIBL
(7,18),(7,24),-0.00257647 # DEPENDENCYPART_SIBL
(7,18),(7,26),0.00917717 # DEPENDENCYPART_SIBL
(7,18),(7,41),-0.0194871 # DEPENDENCYPART_SIBL
(7,21),(7,24),-0.0784484 # DEPENDENCYPART_SIBL
(7,21),(7,26),0.184868 # DEPENDENCYPART_SIBL
(7,21),(7,41),-0.0157547 # DEPENDENCYPART_SIBL
(7,24),(7,26),0.150418 # DEPENDENCYPART_SIBL
(7,24),(7,41),0.0467343 # DEPENDENCYPART_SIBL
(7,26),(7,41),-0.0439348 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.387749 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.388251 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.00482386 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.435148 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.0514442 # DEPENDENCYPART_SIBL
(8,10),(8,11),-1.12546 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.051275 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.675461 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.149479 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.0384361 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.670821 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.144835 # DEPENDENCYPART_SIBL
(8,12),(8,14),0.131306 # DEPENDENCYPART_SIBL
(8,12),(8,15),0.675693 # DEPENDENCYPART_SIBL
(8,14),(8,15),-0.190263 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.0451809 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.0368334 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.0215117 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.0320619 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.0391501 # DEPENDENCYPART_SIBL
(10,9),(10,16),0.252056 # DEPENDENCYPART_SIBL
(10,9),(10,18),0.0125969 # DEPENDENCYPART_SIBL
(10,9),(10,19),0.521473 # DEPENDENCYPART_SIBL
(10,9),(10,21),0.175033 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.040992 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.0137227 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.0131209 # DEPENDENCYPART_SIBL
(10,11),(10,15),0.0171316 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.0282149 # DEPENDENCYPART_SIBL
(10,11),(10,18),-0.00802445 # DEPENDENCYPART_SIBL
(10,11),(10,19),0.006162 # DEPENDENCYPART_SIBL
(10,11),(10,21),0.0180946 # DEPENDENCYPART_SIBL
(10,12),(10,13),0.245369 # DEPENDENCYPART_SIBL
(10,12),(10,14),0.538976 # DEPENDENCYPART_SIBL
(10,12),(10,15),0.257278 # DEPENDENCYPART_SIBL
(10,12),(10,16),0.501757 # DEPENDENCYPART_SIBL
(10,12),(10,18),0.562584 # DEPENDENCYPART_SIBL
(10,12),(10,19),0.113136 # DEPENDENCYPART_SIBL
(10,12),(10,21),0.43836 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.102448 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.119345 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.0846829 # DEPENDENCYPART_SIBL
(10,13),(10,18),-0.0821542 # DEPENDENCYPART_SIBL
(10,13),(10,19),-0.133525 # DEPENDENCYPART_SIBL
(10,13),(10,21),-0.0755724 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.0446731 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.0483397 # DEPENDENCYPART_SIBL
(10,14),(10,18),-0.038671 # DEPENDENCYPART_SIBL
(10,14),(10,19),0.0235611 # DEPENDENCYPART_SIBL
(10,14),(10,21),-0.0464094 # DEPENDENCYPART_SIBL
(10,15),(10,16),-0.0552916 # DEPENDENCYPART_SIBL
(10,15),(10,18),0.0665419 # DEPENDENCYPART_SIBL
(10,15),(10,19),-0.0322505 # DEPENDENCYPART_SIBL
(10,15),(10,21),-0.0324024 # DEPENDENCYPART_SIBL
(10,16),(10,18),-0.0120568 # DEPENDENCYPART_SIBL
(10,16),(10,19),-0.0571473 # DEPENDENCYPART_SIBL
(10,16),(10,21),-0.0372609 # DEPENDENCYPART_SIBL
(10,18),(10,19),-0.0208872 # DEPENDENCYPART_SIBL
(10,18),(10,21),-0.0352267 # DEPENDENCYPART_SIBL
(10,19),(10,21),0.0605152 # DEPENDENCYPART_SIBL
(11,1),(11,5),-0.139468 # DEPENDENCYPART_SIBL
(11,1),(11,6),-0.172724 # DEPENDENCYPART_SIBL
(11,1),(11,7),-0.100662 # DEPENDENCYPART_SIBL
(11,1),(11,8),-0.0988754 # DEPENDENCYPART_SIBL
(11,1),(11,9),-0.172724 # DEPENDENCYPART_SIBL
(11,1),(11,10),0.0193337 # DEPENDENCYPART_SIBL
(11,1),(11,12),-0.0507102 # DEPENDENCYPART_SIBL
(11,1),(11,13),-0.102656 # DEPENDENCYPART_SIBL
(11,1),(11,14),-0.0511614 # DEPENDENCYPART_SIBL
(11,1),(11,15),-0.0224449 # DEPENDENCYPART_SIBL
(11,1),(11,16),-0.0686589 # DEPENDENCYPART_SIBL
(11,1),(11,18),-0.0155796 # DEPENDENCYPART_SIBL
(11,1),(11,19),0.0142561 # DEPENDENCYPART_SIBL
(11,1),(11,20),-0.0491228 # DEPENDENCYPART_SIBL
(11,1),(11,21),-0.108018 # DEPENDENCYPART_SIBL
(11,1),(11,23),-0.0562291 # DEPENDENCYPART_SIBL
(11,1),(11,24),-0.082565 # DEPENDENCYPART_SIBL
(11,1),(11,26),-0.0507102 # DEPENDENCYPART_SIBL
(11,1),(11,31),-0.0788115 # DEPENDENCYPART_SIBL
(11,1),(11,41),0.0230161 # DEPENDENCYPART_SIBL
(11,5),(11,6),-0.172724 # DEPENDENCYPART_SIBL
(11,5),(11,7),-0.100662 # DEPENDENCYPART_SIBL
(11,5),(11,8),-0.0988754 # DEPENDENCYPART_SIBL
(11,5),(11,9),-0.172724 # DEPENDENCYPART_SIBL
(11,5),(11,10),0.0193337 # DEPENDENCYPART_SIBL
(11,5),(11,12),-0.0507102 # DEPENDENCYPART_SIBL
(11,5),(11,13),-0.102656 # DEPENDENCYPART_SIBL
(11,5),(11,14),-0.0511614 # DEPENDENCYPART_SIBL
(11,5),(11,15),-0.0224449 # DEPENDENCYPART_SIBL
(11,5),(11,16),-0.0686589 # DEPENDENCYPART_SIBL
(11,5),(11,18),-0.0155796 # DEPENDENCYPART_SIBL
(11,5),(11,19),0.0142561 # DEPENDENCYPART_SIBL
(11,5),(11,20),-0.0491228 # DEPENDENCYPART_SIBL
(11,5),(11,21),-0.108018 # DEPENDENCYPART_SIBL
(11,5),(11,23),-0.0562291 # DEPENDENCYPART_SIBL
(11,5),(11,24),-0.082565 # DEPENDENCYPART_SIBL
(11,5),(11,26),-0.0507102 # DEPENDENCYPART_SIBL
(11,5),(11,31),-0.0788115 # DEPENDENCYPART_SIBL
(11,5),(11,41),0.0230161 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.103134 # DEPENDENCYPART_SIBL
(11,6),(11,8),0.0123373 # DEPENDENCYPART_SIBL
(11,6),(11,9),-0.669101 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.113316 # DEPENDENCYPART_SIBL
(11,6),(11,12),-0.0140051 # DEPENDENCYPART_SIBL
(11,6),(11,13),-0.0861674 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.034125 # DEPENDENCYPART_SIBL
(11,6),(11,15),-0.0267797 # DEPENDENCYPART_SIBL
(11,6),(11,16),0.18641 # DEPENDENCYPART_SIBL
(11,6),(11,18),-0.0514035 # DEPENDENCYPART_SIBL
(11,6),(11,19),0.436447 # DEPENDENCYPART_SIBL
(11,6),(11,20),-0.0698503 # DEPENDENCYPART_SIBL
(11,6),(11,21),0.110085 # DEPENDENCYPART_SIBL
(11,6),(11,23),-0.0664145 # DEPENDENCYPART_SIBL
(11,6),(11,24),0.118904 # DEPENDENCYPART_SIBL
(11,6),(11,26),-0.0140051 # DEPENDENCYPART_SIBL
(11,6),(11,31),0.160513 # DEPENDENCYPART_SIBL
(11,6),(11,41),-0.109758 # DEPENDENCYPART_SIBL
(11,7),(11,8),0.0884131 # DEPENDENCYPART_SIBL
(11,7),(11,9),-0.490553 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.0507093 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.0348953 # DEPENDENCYPART_SIBL
(11,7),(11,13),-0.145886 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.0228345 # DEPENDENCYPART_SIBL
(11,7),(11,15),-0.0507401 # DEPENDENCYPART_SIBL
(11,7),(11,16),0.00455163 # DEPENDENCYPART_SIBL
(11,7),(11,18),-0.0335981 # DEPENDENCYPART_SIBL
(11,7),(11,19),-0.118335 # DEPENDENCYPART_SIBL
(11,7),(11,20),-0.0259418 # DEPENDENCYPART_SIBL
(11,7),(11,21),-0.00903849 # DEPENDENCYPART_SIBL
(11,7),(11,23),-0.0344208 # DEPENDENCYPART_SIBL
(11,7),(11,24),-0.00118371 # DEPENDENCYPART_SIBL
(11,7),(11,26),-0.0348953 # DEPENDENCYPART_SIBL
(11,7),(11,31),0.0251686 # DEPENDENCYPART_SIBL
(11,7),(11,41),-0.0335473 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.198857 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.0262039 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.0554778 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.0749434 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.00679755 # DEPENDENCYPART_SIBL
(11,8),(11,15),-0.0307854 # DEPENDENCYPART_SIBL
(11,8),(11,16),-0.0278259 # DEPENDENCYPART_SIBL
(11,8),(11,18),-0.015987 # DEPENDENCYPART_SIBL
(11,8),(11,19),0.163827 # DEPENDENCYPART_SIBL
(11,8),(11,20),-0.0192151 # DEPENDENCYPART_SIBL
(11,8),(11,21),-0.0263782 # DEPENDENCYPART_SIBL
(11,8),(11,23),-0.0230051 # DEPENDENCYPART_SIBL
(11,8),(11,24),-0.0190473 # DEPENDENCYPART_SIBL
(11,8),(11,26),-0.0554778 # DEPENDENCYPART_SIBL
(11,8),(11,31),-0.031992 # DEPENDENCYPART_SIBL
(11,8),(11,41),0.0452855 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.113316 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.0140051 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.0861674 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.034125 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.0267797 # DEPENDENCYPART_SIBL
(11,9),(11,16),0.18641 # DEPENDENCYPART_SIBL
(11,9),(11,18),-0.0514035 # DEPENDENCYPART_SIBL
(11,9),(11,19),0.436447 # DEPENDENCYPART_SIBL
(11,9),(11,20),-0.0698503 # DEPENDENCYPART_SIBL
(11,9),(11,21),0.110085 # DEPENDENCYPART_SIBL
(11,9),(11,23),-0.0664145 # DEPENDENCYPART_SIBL
(11,9),(11,24),0.118904 # DEPENDENCYPART_SIBL
(11,9),(11,26),-0.0140051 # DEPENDENCYPART_SIBL
(11,9),(11,31),0.160513 # DEPENDENCYPART_SIBL
(11,9),(11,41),-0.109758 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.00913997 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.09911 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.0202351 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.0247147 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.00440939 # DEPENDENCYPART_SIBL
(11,10),(11,18),-0.0203638 # DEPENDENCYPART_SIBL
(11,10),(11,19),-0.0608326 # DEPENDENCYPART_SIBL
(11,10),(11,20),-0.0348775 # DEPENDENCYPART_SIBL
(11,10),(11,21),-0.0700477 # DEPENDENCYPART_SIBL
(11,10),(11,23),-0.0407084 # DEPENDENCYPART_SIBL
(11,10),(11,24),-0.0383123 # DEPENDENCYPART_SIBL
(11,10),(11,26),-0.00913997 # DEPENDENCYPART_SIBL
(11,10),(11,31),-0.00296535 # DEPENDENCYPART_SIBL
(11,10),(11,41),-0.016458 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.244622 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.538302 # DEPENDENCYPART_SIBL
(11,12),(11,15),0.256347 # DEPENDENCYPART_SIBL
(11,12),(11,16),0.500831 # DEPENDENCYPART_SIBL
(11,12),(11,18),0.561745 # DEPENDENCYPART_SIBL
(11,12),(11,19),0.106112 # DEPENDENCYPART_SIBL
(11,12),(11,20),0.735479 # DEPENDENCYPART_SIBL
(11,12),(11,21),0.437633 # DEPENDENCYPART_SIBL
(11,12),(11,23),0.678941 # DEPENDENCYPART_SIBL
(11,12),(11,24),0.201375 # DEPENDENCYPART_SIBL
(11,12),(11,26),0.0923161 # DEPENDENCYPART_SIBL
(11,12),(11,31),0.456672 # DEPENDENCYPART_SIBL
(11,12),(11,41),0.0113829 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.102377 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.119529 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.0848628 # DEPENDENCYPART_SIBL
(11,13),(11,18),-0.0821846 # DEPENDENCYPART_SIBL
(11,13),(11,19),-0.139751 # DEPENDENCYPART_SIBL
(11,13),(11,20),0.0252042 # DEPENDENCYPART_SIBL
(11,13),(11,21),-0.0755622 # DEPENDENCYPART_SIBL
(11,13),(11,23),0.0171889 # DEPENDENCYPART_SIBL
(11,13),(11,24),-0.154958 # DEPENDENCYPART_SIBL
(11,13),(11,26),-0.062864 # DEPENDENCYPART_SIBL
(11,13),(11,31),-0.0782377 # DEPENDENCYPART_SIBL
(11,13),(11,41),-0.156497 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.044844 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.0485069 # DEPENDENCYPART_SIBL
(11,14),(11,18),-0.0386888 # DEPENDENCYPART_SIBL
(11,14),(11,19),0.0173482 # DEPENDENCYPART_SIBL
(11,14),(11,20),-0.0222597 # DEPENDENCYPART_SIBL
(11,14),(11,21),-0.0463866 # DEPENDENCYPART_SIBL
(11,14),(11,23),-0.0299556 # DEPENDENCYPART_SIBL
(11,14),(11,24),-0.042668 # DEPENDENCYPART_SIBL
(11,14),(11,26),0.0446341 # DEPENDENCYPART_SIBL
