# _root_ `` Because Tokyo did n't collapse , let 's pick up a little stock , '' Mr. Smith said .
#goldHeads=19,8,4,2,4,4,8,19,8,8,10,14,14,10,19,19,18,19,0,19,
#predictedHeads=19,19,4,2,4,4,6,6,8,8,10,14,14,10,19,19,18,19,0,19,
(5,6),(6,5),-1.31972 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.62838 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.520565 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.244344 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.595478 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.270405 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),-0.626036 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),-0.417229 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),-0.651881 # DEPENDENCYPART_GRANDPAR
(5,6),(6,18),-0.86112 # DEPENDENCYPART_GRANDPAR
(5,6),(6,19),-0.66843 # DEPENDENCYPART_GRANDPAR
(5,7),(7,6),-0.295155 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.520779 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),-0.642283 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.47849 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.606384 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.00187519 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.408692 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.278956 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.173125 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.481164 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.261707 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),-0.249135 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-0.993143 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),-0.434305 # DEPENDENCYPART_GRANDPAR
(6,2),(2,8),-0.120631 # DEPENDENCYPART_GRANDPAR
(6,2),(2,9),-1.17085 # DEPENDENCYPART_GRANDPAR
(6,2),(2,10),-0.294601 # DEPENDENCYPART_GRANDPAR
(6,2),(2,11),-0.416572 # DEPENDENCYPART_GRANDPAR
(6,2),(2,14),-0.809813 # DEPENDENCYPART_GRANDPAR
(6,2),(2,15),-0.698148 # DEPENDENCYPART_GRANDPAR
(6,2),(2,16),-0.603522 # DEPENDENCYPART_GRANDPAR
(6,2),(2,19),-0.736173 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.332027 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.142299 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.150369 # DEPENDENCYPART_GRANDPAR
(6,3),(3,7),-0.589152 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-1.19619 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.375109 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.205902 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.346858 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.331225 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.0155 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.44236 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.142909 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-1.20625 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.316964 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-0.447058 # DEPENDENCYPART_GRANDPAR
(6,4),(4,14),-0.71491 # DEPENDENCYPART_GRANDPAR
(6,4),(4,15),-0.706202 # DEPENDENCYPART_GRANDPAR
(6,4),(4,16),-0.581397 # DEPENDENCYPART_GRANDPAR
(6,4),(4,18),-0.801029 # DEPENDENCYPART_GRANDPAR
(6,4),(4,19),-0.708417 # DEPENDENCYPART_GRANDPAR
(6,4),(4,20),-1.1564 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.374606 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.100058 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.328369 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.00749 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.443891 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-1.18827 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.615185 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),0.406933 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-0.833782 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-0.344013 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.854425 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.757598 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.625593 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.693288 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),-0.144173 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.802301 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),0.35695 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),0.0943224 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.00780467 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.140097 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-0.207987 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.219717 # DEPENDENCYPART_GRANDPAR
(6,8),(8,18),-0.245223 # DEPENDENCYPART_GRANDPAR
(6,8),(8,19),-0.282676 # DEPENDENCYPART_GRANDPAR
(6,8),(8,20),-0.761225 # DEPENDENCYPART_GRANDPAR
(6,9),(9,7),-0.00790034 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.313966 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),0.301907 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),-0.821081 # DEPENDENCYPART_GRANDPAR
(6,10),(10,2),-0.333151 # DEPENDENCYPART_GRANDPAR
(6,10),(10,3),-0.848953 # DEPENDENCYPART_GRANDPAR
(6,10),(10,4),-0.750425 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-0.616492 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-0.693733 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),-0.195656 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),0.179332 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.813215 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),0.133201 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.0281363 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),0.0364897 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.10377 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.16024 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.185638 # DEPENDENCYPART_GRANDPAR
(6,10),(10,17),-0.400376 # DEPENDENCYPART_GRANDPAR
(6,10),(10,18),-0.248619 # DEPENDENCYPART_GRANDPAR
(6,10),(10,19),-0.242169 # DEPENDENCYPART_GRANDPAR
(6,10),(10,20),-0.740812 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),-0.758486 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),0.0845965 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.168371 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.254509 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.412296 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),-0.408592 # DEPENDENCYPART_GRANDPAR
(6,14),(14,1),-0.836938 # DEPENDENCYPART_GRANDPAR
(6,14),(14,2),-0.274853 # DEPENDENCYPART_GRANDPAR
(6,14),(14,3),-0.913861 # DEPENDENCYPART_GRANDPAR
(6,14),(14,4),-0.758183 # DEPENDENCYPART_GRANDPAR
(6,14),(14,5),-0.702478 # DEPENDENCYPART_GRANDPAR
(6,14),(14,6),-0.65113 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,14),(14,7),0.140263 # DEPENDENCYPART_GRANDPAR
(6,14),(14,8),0.23222 # DEPENDENCYPART_GRANDPAR
(6,14),(14,9),-0.423623 # DEPENDENCYPART_GRANDPAR
(6,14),(14,10),0.048572 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),-0.0528092 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),0.137825 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),0.134197 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),-0.218855 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),-0.209363 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),-0.402879 # DEPENDENCYPART_GRANDPAR
(6,14),(14,18),-0.260873 # DEPENDENCYPART_GRANDPAR
(6,14),(14,19),-0.223336 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),-0.290046 # DEPENDENCYPART_GRANDPAR
(6,16),(16,18),-0.34376 # DEPENDENCYPART_GRANDPAR
(6,18),(18,1),-0.797743 # DEPENDENCYPART_GRANDPAR
(6,18),(18,2),-0.327158 # DEPENDENCYPART_GRANDPAR
(6,18),(18,3),-0.874996 # DEPENDENCYPART_GRANDPAR
(6,18),(18,4),-0.739149 # DEPENDENCYPART_GRANDPAR
(6,18),(18,6),-0.549215 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,18),(18,8),0.326852 # DEPENDENCYPART_GRANDPAR
(6,18),(18,10),0.149601 # DEPENDENCYPART_GRANDPAR
(6,18),(18,12),0.112949 # DEPENDENCYPART_GRANDPAR
(6,18),(18,13),0.210096 # DEPENDENCYPART_GRANDPAR
(6,18),(18,14),-0.164719 # DEPENDENCYPART_GRANDPAR
(6,18),(18,15),-0.0650492 # DEPENDENCYPART_GRANDPAR
(6,18),(18,16),-0.0355302 # DEPENDENCYPART_GRANDPAR
(6,18),(18,17),-0.249192 # DEPENDENCYPART_GRANDPAR
(6,19),(19,1),-0.768047 # DEPENDENCYPART_GRANDPAR
(6,19),(19,2),-0.329762 # DEPENDENCYPART_GRANDPAR
(6,19),(19,3),-0.826164 # DEPENDENCYPART_GRANDPAR
(6,19),(19,4),-0.74107 # DEPENDENCYPART_GRANDPAR
(6,19),(19,5),-0.622745 # DEPENDENCYPART_GRANDPAR
(6,19),(19,6),-0.689028 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,19),(19,7),-0.231037 # DEPENDENCYPART_GRANDPAR
(6,19),(19,8),0.206552 # DEPENDENCYPART_GRANDPAR
(6,19),(19,9),-0.822885 # DEPENDENCYPART_GRANDPAR
(6,19),(19,10),0.00889065 # DEPENDENCYPART_GRANDPAR
(6,19),(19,11),-0.0433536 # DEPENDENCYPART_GRANDPAR
(6,19),(19,14),-0.33628 # DEPENDENCYPART_GRANDPAR
(6,19),(19,15),-0.49488 # DEPENDENCYPART_GRANDPAR
(6,19),(19,16),-0.299274 # DEPENDENCYPART_GRANDPAR
(6,19),(19,17),-0.60145 # DEPENDENCYPART_GRANDPAR
(6,19),(19,18),-0.396172 # DEPENDENCYPART_GRANDPAR
(6,19),(19,20),-0.91395 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.146665 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),0.122492 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.269173 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.0640893 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.132722 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.85063 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.634597 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-1.02416 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.866912 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.867536 # DEPENDENCYPART_GRANDPAR
(7,6),(6,14),-1.01769 # DEPENDENCYPART_GRANDPAR
(7,6),(6,15),-0.887043 # DEPENDENCYPART_GRANDPAR
(7,6),(6,16),-0.955433 # DEPENDENCYPART_GRANDPAR
(7,6),(6,18),-1.18664 # DEPENDENCYPART_GRANDPAR
(7,6),(6,19),-0.927188 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-0.599808 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-0.277171 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.744094 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.51679 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.522109 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.441511 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-1.38727 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.530274 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.306161 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.407551 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.668945 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.568223 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.492027 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-0.517416 # DEPENDENCYPART_GRANDPAR
(7,8),(8,18),-0.687404 # DEPENDENCYPART_GRANDPAR
(7,8),(8,19),-0.497626 # DEPENDENCYPART_GRANDPAR
(7,8),(8,20),-0.514838 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),0.0730232 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),-0.430407 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),-0.171938 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.168793 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.478918 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.130307 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),-0.117733 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),-0.273028 # DEPENDENCYPART_GRANDPAR
(8,2),(2,7),-0.361441 # DEPENDENCYPART_GRANDPAR
(8,2),(2,8),-1.25422 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,2),(2,9),-1.01122 # DEPENDENCYPART_GRANDPAR
(8,2),(2,10),-0.356763 # DEPENDENCYPART_GRANDPAR
(8,2),(2,11),-0.5873 # DEPENDENCYPART_GRANDPAR
(8,2),(2,14),-0.953512 # DEPENDENCYPART_GRANDPAR
(8,2),(2,15),-0.859983 # DEPENDENCYPART_GRANDPAR
(8,2),(2,16),-0.776258 # DEPENDENCYPART_GRANDPAR
(8,2),(2,19),-0.939331 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.274548 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.09244 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.0401097 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),-0.058251 # DEPENDENCYPART_GRANDPAR
(8,3),(3,9),-1.03654 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.306721 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.14298 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.361872 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.233329 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.367004 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),-0.37046 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-1.27701 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,9),-1.04714 # DEPENDENCYPART_GRANDPAR
(8,4),(4,10),-0.379638 # DEPENDENCYPART_GRANDPAR
(8,4),(4,11),-0.618298 # DEPENDENCYPART_GRANDPAR
(8,4),(4,14),-0.85921 # DEPENDENCYPART_GRANDPAR
(8,4),(4,15),-0.868556 # DEPENDENCYPART_GRANDPAR
(8,4),(4,16),-0.754651 # DEPENDENCYPART_GRANDPAR
(8,4),(4,18),-1.11715 # DEPENDENCYPART_GRANDPAR
(8,4),(4,19),-0.912096 # DEPENDENCYPART_GRANDPAR
(8,4),(4,20),-1.41251 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.328629 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.0672348 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.366372 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.320854 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),-0.240247 # DEPENDENCYPART_GRANDPAR
(8,5),(5,9),-1.02862 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.225269 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),0.0622864 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.214925 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.0771154 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.0740856 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.405839 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.27076 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-1.04578 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.373397 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.621787 # DEPENDENCYPART_GRANDPAR
(8,6),(6,14),-0.877505 # DEPENDENCYPART_GRANDPAR
(8,6),(6,15),-0.882606 # DEPENDENCYPART_GRANDPAR
(8,6),(6,16),-0.808744 # DEPENDENCYPART_GRANDPAR
(8,6),(6,18),-1.13476 # DEPENDENCYPART_GRANDPAR
(8,6),(6,19),-0.926617 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.191764 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.26224 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,7),-0.638297 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.825822 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),0.219796 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-0.743128 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),-0.2558 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-0.865828 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-0.638158 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.540832 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.714608 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.639639 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.968488 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),-0.670603 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),0.047475 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.195461 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.201926 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.189074 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.280969 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.299524 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),-0.596601 # DEPENDENCYPART_GRANDPAR
(8,10),(10,18),-0.506031 # DEPENDENCYPART_GRANDPAR
(8,10),(10,19),-0.373812 # DEPENDENCYPART_GRANDPAR
(8,10),(10,20),-0.932461 # DEPENDENCYPART_GRANDPAR
(8,11),(11,9),-0.607205 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.0156221 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.411877 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.417678 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.588734 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-0.729562 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),-0.144068 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.391932 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.407304 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),-0.549697 # DEPENDENCYPART_GRANDPAR
(8,14),(14,1),-0.764071 # DEPENDENCYPART_GRANDPAR
(8,14),(14,2),-0.208008 # DEPENDENCYPART_GRANDPAR
(8,14),(14,3),-0.935821 # DEPENDENCYPART_GRANDPAR
(8,14),(14,4),-0.651003 # DEPENDENCYPART_GRANDPAR
(8,14),(14,5),-0.631903 # DEPENDENCYPART_GRANDPAR
(8,14),(14,6),-0.713914 # DEPENDENCYPART_GRANDPAR
(8,14),(14,7),-0.745783 # DEPENDENCYPART_GRANDPAR
(8,14),(14,8),-0.951281 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,14),(14,9),-0.31591 # DEPENDENCYPART_GRANDPAR
(8,14),(14,10),-0.0628673 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),-0.265554 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),-0.0784843 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.268858 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.397985 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.393951 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.666505 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),-0.585686 # DEPENDENCYPART_GRANDPAR
(8,14),(14,19),-0.42727 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),-0.433407 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),-0.661871 # DEPENDENCYPART_GRANDPAR
(8,18),(18,1),-0.724873 # DEPENDENCYPART_GRANDPAR
(8,18),(18,2),-0.260308 # DEPENDENCYPART_GRANDPAR
(8,18),(18,3),-0.896954 # DEPENDENCYPART_GRANDPAR
(8,18),(18,4),-0.631964 # DEPENDENCYPART_GRANDPAR
(8,18),(18,6),-0.710256 # DEPENDENCYPART_GRANDPAR
(8,18),(18,8),-0.809698 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,18),(18,10),0.0851128 # DEPENDENCYPART_GRANDPAR
(8,18),(18,12),-0.0685158 # DEPENDENCYPART_GRANDPAR
(8,18),(18,13),-0.126092 # DEPENDENCYPART_GRANDPAR
(8,18),(18,14),-0.30524 # DEPENDENCYPART_GRANDPAR
(8,18),(18,15),-0.253891 # DEPENDENCYPART_GRANDPAR
(8,18),(18,16),-0.194289 # DEPENDENCYPART_GRANDPAR
(8,18),(18,17),-0.479717 # DEPENDENCYPART_GRANDPAR
(8,19),(19,1),-0.695707 # DEPENDENCYPART_GRANDPAR
(8,19),(19,2),-0.263713 # DEPENDENCYPART_GRANDPAR
(8,19),(19,3),-0.848652 # DEPENDENCYPART_GRANDPAR
(8,19),(19,4),-0.634419 # DEPENDENCYPART_GRANDPAR
(8,19),(19,5),-0.552697 # DEPENDENCYPART_GRANDPAR
(8,19),(19,6),-0.717343 # DEPENDENCYPART_GRANDPAR
(8,19),(19,7),-0.621049 # DEPENDENCYPART_GRANDPAR
(8,19),(19,8),-0.93923 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,19),(19,9),-0.675271 # DEPENDENCYPART_GRANDPAR
(8,19),(19,10),-0.0648292 # DEPENDENCYPART_GRANDPAR
(8,19),(19,11),-0.217892 # DEPENDENCYPART_GRANDPAR
(8,19),(19,14),-0.489615 # DEPENDENCYPART_GRANDPAR
(8,19),(19,15),-0.681189 # DEPENDENCYPART_GRANDPAR
(8,19),(19,16),-0.466197 # DEPENDENCYPART_GRANDPAR
(8,19),(19,17),-0.858547 # DEPENDENCYPART_GRANDPAR
(8,19),(19,18),-0.715563 # DEPENDENCYPART_GRANDPAR
(8,19),(19,20),-1.1661 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.0435848 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.128905 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.190383 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),0.0276539 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.0731925 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.132893 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.190827 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),0.061549 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.23634 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.99851 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.637102 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.821615 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-1.1118 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-0.910748 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-0.835487 # DEPENDENCYPART_GRANDPAR
(9,8),(8,16),-1.10227 # DEPENDENCYPART_GRANDPAR
(9,8),(8,18),-1.15636 # DEPENDENCYPART_GRANDPAR
(9,8),(8,19),-0.940251 # DEPENDENCYPART_GRANDPAR
(9,8),(8,20),-1.24531 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-0.761145 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-0.4215 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-0.667661 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-0.630266 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.589646 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.578644 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.732425 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.559939 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-1.45883 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.287649 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.488609 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.613936 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.418521 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.324362 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.608987 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),-0.581326 # DEPENDENCYPART_GRANDPAR
(9,10),(10,18),-0.597063 # DEPENDENCYPART_GRANDPAR
(9,10),(10,19),-0.455633 # DEPENDENCYPART_GRANDPAR
(9,10),(10,20),-0.70968 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),0.11379 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-0.303647 # DEPENDENCYPART_GRANDPAR
(10,1),(1,4),-0.0939998 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),0.0116383 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),-0.372308 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),-0.0729319 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),-0.0500431 # DEPENDENCYPART_GRANDPAR
