# _root_ He said the third-quarter estimate indicates profit for the nine months of $ 4.65 a share , `` almost equal to the full-year 1988 earnings '' of $ 108.6 million , or $ 4.81 a share .
#goldHeads=2,0,5,5,6,2,6,7,11,11,8,7,12,13,16,13,7,20,20,7,20,25,25,25,21,25,25,27,28,28,28,28,32,33,36,33,2,
#predictedHeads=2,0,5,5,6,2,6,7,11,11,8,11,12,13,16,13,13,13,20,13,20,25,25,25,21,25,25,27,28,28,28,28,32,33,36,33,2,
(4,5),(4,6),-0.103071 # DEPENDENCYPART_SIBL
(4,5),(4,7),-0.164579 # DEPENDENCYPART_SIBL
(4,5),(4,8),-0.00831323 # DEPENDENCYPART_SIBL
(4,6),(4,7),0.0286544 # DEPENDENCYPART_SIBL
(4,6),(4,8),0.0563185 # DEPENDENCYPART_SIBL
(4,7),(4,8),0.0256364 # DEPENDENCYPART_SIBL
(5,1),(5,2),0.0435943 # DEPENDENCYPART_SIBL
(5,1),(5,3),-0.281386 # DEPENDENCYPART_SIBL
(5,1),(5,4),0.101159 # DEPENDENCYPART_SIBL
(5,1),(5,6),0.0452248 # DEPENDENCYPART_SIBL
(5,1),(5,7),-0.00180923 # DEPENDENCYPART_SIBL
(5,1),(5,8),0.0556115 # DEPENDENCYPART_SIBL
(5,1),(5,11),-0.0317665 # DEPENDENCYPART_SIBL
(5,1),(5,12),-0.0224204 # DEPENDENCYPART_SIBL
(5,1),(5,17),0.102439 # DEPENDENCYPART_SIBL
(5,1),(5,21),-0.140309 # DEPENDENCYPART_SIBL
(5,2),(5,3),-0.144608 # DEPENDENCYPART_SIBL
(5,2),(5,4),-0.00433663 # DEPENDENCYPART_SIBL
(5,2),(5,6),-0.0124609 # DEPENDENCYPART_SIBL
(5,2),(5,7),-0.0210331 # DEPENDENCYPART_SIBL
(5,2),(5,8),0.0568937 # DEPENDENCYPART_SIBL
(5,2),(5,11),-0.0262152 # DEPENDENCYPART_SIBL
(5,2),(5,12),0.0928599 # DEPENDENCYPART_SIBL
(5,2),(5,17),-0.000459799 # DEPENDENCYPART_SIBL
(5,2),(5,21),-0.109704 # DEPENDENCYPART_SIBL
(5,3),(5,4),0.185897 # DEPENDENCYPART_SIBL
(5,3),(5,6),0.206618 # DEPENDENCYPART_SIBL
(5,3),(5,7),0.0159791 # DEPENDENCYPART_SIBL
(5,3),(5,8),0.0671988 # DEPENDENCYPART_SIBL
(5,3),(5,11),-0.0621488 # DEPENDENCYPART_SIBL
(5,3),(5,12),0.40102 # DEPENDENCYPART_SIBL
(5,3),(5,17),0.0973096 # DEPENDENCYPART_SIBL
(5,3),(5,21),-0.130045 # DEPENDENCYPART_SIBL
(5,4),(5,6),-0.0514968 # DEPENDENCYPART_SIBL
(5,4),(5,7),-0.114823 # DEPENDENCYPART_SIBL
(5,4),(5,8),-0.256703 # DEPENDENCYPART_SIBL
(5,4),(5,11),-0.0641446 # DEPENDENCYPART_SIBL
(5,4),(5,12),-0.197871 # DEPENDENCYPART_SIBL
(5,4),(5,17),-0.0988319 # DEPENDENCYPART_SIBL
(5,4),(5,21),-0.143365 # DEPENDENCYPART_SIBL
(5,6),(5,7),0.0428703 # DEPENDENCYPART_SIBL
(5,6),(5,8),0.0191082 # DEPENDENCYPART_SIBL
(5,6),(5,11),0.0328678 # DEPENDENCYPART_SIBL
(5,6),(5,12),0.0686929 # DEPENDENCYPART_SIBL
(5,6),(5,17),0.218295 # DEPENDENCYPART_SIBL
(5,6),(5,21),0.0321053 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.0374493 # DEPENDENCYPART_SIBL
(5,7),(5,11),-0.110818 # DEPENDENCYPART_SIBL
(5,7),(5,12),0.0694529 # DEPENDENCYPART_SIBL
(5,7),(5,17),0.00340401 # DEPENDENCYPART_SIBL
(5,7),(5,21),-0.0147729 # DEPENDENCYPART_SIBL
(5,8),(5,11),0.157143 # DEPENDENCYPART_SIBL
(5,8),(5,12),0.127968 # DEPENDENCYPART_SIBL
(5,8),(5,17),0.12143 # DEPENDENCYPART_SIBL
(5,8),(5,21),-0.0634136 # DEPENDENCYPART_SIBL
(5,11),(5,12),-0.135366 # DEPENDENCYPART_SIBL
(5,11),(5,17),-0.109441 # DEPENDENCYPART_SIBL
(5,11),(5,21),0.012704 # DEPENDENCYPART_SIBL
(5,12),(5,17),0.0440783 # DEPENDENCYPART_SIBL
(5,12),(5,21),-0.110678 # DEPENDENCYPART_SIBL
(5,17),(5,21),0.130437 # DEPENDENCYPART_SIBL
(6,1),(6,2),-0.137841 # DEPENDENCYPART_SIBL
(6,1),(6,3),-0.199307 # DEPENDENCYPART_SIBL
(6,1),(6,4),-0.0992343 # DEPENDENCYPART_SIBL
(6,1),(6,5),-0.218213 # DEPENDENCYPART_SIBL
(6,1),(6,7),-0.0794657 # DEPENDENCYPART_SIBL
(6,1),(6,8),0.059017 # DEPENDENCYPART_SIBL
(6,1),(6,10),0.0400567 # DEPENDENCYPART_SIBL
(6,1),(6,11),-0.00451924 # DEPENDENCYPART_SIBL
(6,1),(6,12),-0.0284179 # DEPENDENCYPART_SIBL
(6,1),(6,13),-0.00522164 # DEPENDENCYPART_SIBL
(6,1),(6,16),-0.0906106 # DEPENDENCYPART_SIBL
(6,1),(6,17),0.141232 # DEPENDENCYPART_SIBL
(6,1),(6,18),0.0393466 # DEPENDENCYPART_SIBL
(6,1),(6,19),0.0866827 # DEPENDENCYPART_SIBL
(6,1),(6,20),-0.0444306 # DEPENDENCYPART_SIBL
(6,1),(6,21),-0.128606 # DEPENDENCYPART_SIBL
(6,1),(6,25),-0.0256372 # DEPENDENCYPART_SIBL
(6,1),(6,26),0.0122762 # DEPENDENCYPART_SIBL
(6,1),(6,31),0.141232 # DEPENDENCYPART_SIBL
(6,1),(6,37),0.164689 # DEPENDENCYPART_SIBL
(6,2),(6,3),-0.0682339 # DEPENDENCYPART_SIBL
(6,2),(6,4),-0.0897362 # DEPENDENCYPART_SIBL
(6,2),(6,5),-0.040415 # DEPENDENCYPART_SIBL
(6,2),(6,7),-0.056528 # DEPENDENCYPART_SIBL
(6,2),(6,8),-0.0438736 # DEPENDENCYPART_SIBL
(6,2),(6,10),-0.0966424 # DEPENDENCYPART_SIBL
(6,2),(6,11),-0.0757893 # DEPENDENCYPART_SIBL
(6,2),(6,12),-0.0668225 # DEPENDENCYPART_SIBL
(6,2),(6,13),-0.0706579 # DEPENDENCYPART_SIBL
(6,2),(6,16),-0.04585 # DEPENDENCYPART_SIBL
(6,2),(6,17),-0.0212573 # DEPENDENCYPART_SIBL
(6,2),(6,18),-0.0116125 # DEPENDENCYPART_SIBL
(6,2),(6,19),-0.0909151 # DEPENDENCYPART_SIBL
(6,2),(6,20),-0.0707768 # DEPENDENCYPART_SIBL
(6,2),(6,21),-0.122908 # DEPENDENCYPART_SIBL
(6,2),(6,25),-0.0926655 # DEPENDENCYPART_SIBL
(6,2),(6,26),-0.0545146 # DEPENDENCYPART_SIBL
(6,2),(6,31),-0.0212573 # DEPENDENCYPART_SIBL
(6,2),(6,37),0.017588 # DEPENDENCYPART_SIBL
(6,3),(6,4),-0.0880707 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.17333 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.122369 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.030316 # DEPENDENCYPART_SIBL
(6,3),(6,10),-0.178327 # DEPENDENCYPART_SIBL
(6,3),(6,11),-0.145115 # DEPENDENCYPART_SIBL
(6,3),(6,12),0.123158 # DEPENDENCYPART_SIBL
(6,3),(6,13),-0.168592 # DEPENDENCYPART_SIBL
(6,3),(6,16),-0.0655746 # DEPENDENCYPART_SIBL
(6,3),(6,17),-0.0923068 # DEPENDENCYPART_SIBL
(6,3),(6,18),-0.141454 # DEPENDENCYPART_SIBL
(6,3),(6,19),-0.157462 # DEPENDENCYPART_SIBL
(6,3),(6,20),-0.139779 # DEPENDENCYPART_SIBL
(6,3),(6,21),-0.194908 # DEPENDENCYPART_SIBL
(6,3),(6,25),-0.125592 # DEPENDENCYPART_SIBL
(6,3),(6,26),-0.050807 # DEPENDENCYPART_SIBL
(6,3),(6,31),-0.0923068 # DEPENDENCYPART_SIBL
(6,3),(6,37),-0.159179 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.0532892 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.0379914 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.106726 # DEPENDENCYPART_SIBL
(6,4),(6,10),-0.095749 # DEPENDENCYPART_SIBL
(6,4),(6,11),-0.011104 # DEPENDENCYPART_SIBL
(6,4),(6,12),-0.102086 # DEPENDENCYPART_SIBL
(6,4),(6,13),-0.00920239 # DEPENDENCYPART_SIBL
(6,4),(6,16),-0.0225864 # DEPENDENCYPART_SIBL
(6,4),(6,17),-0.105934 # DEPENDENCYPART_SIBL
(6,4),(6,18),-0.055816 # DEPENDENCYPART_SIBL
(6,4),(6,19),-0.0780111 # DEPENDENCYPART_SIBL
(6,4),(6,20),-0.0626508 # DEPENDENCYPART_SIBL
(6,4),(6,21),0.0811332 # DEPENDENCYPART_SIBL
(6,4),(6,25),-0.0314048 # DEPENDENCYPART_SIBL
(6,4),(6,26),-0.0617467 # DEPENDENCYPART_SIBL
(6,4),(6,31),-0.105934 # DEPENDENCYPART_SIBL
(6,4),(6,37),0.078473 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.00653238 # DEPENDENCYPART_SIBL
(6,5),(6,8),0.0210821 # DEPENDENCYPART_SIBL
(6,5),(6,10),-0.0346222 # DEPENDENCYPART_SIBL
(6,5),(6,11),0.0338705 # DEPENDENCYPART_SIBL
(6,5),(6,12),-0.00757627 # DEPENDENCYPART_SIBL
(6,5),(6,13),0.0183977 # DEPENDENCYPART_SIBL
(6,5),(6,16),-0.041291 # DEPENDENCYPART_SIBL
(6,5),(6,17),-0.0336464 # DEPENDENCYPART_SIBL
(6,5),(6,18),-0.00955289 # DEPENDENCYPART_SIBL
(6,5),(6,19),-0.0376923 # DEPENDENCYPART_SIBL
(6,5),(6,20),-0.0205602 # DEPENDENCYPART_SIBL
(6,5),(6,21),0.0269259 # DEPENDENCYPART_SIBL
(6,5),(6,25),0.00855358 # DEPENDENCYPART_SIBL
(6,5),(6,26),-0.0155917 # DEPENDENCYPART_SIBL
(6,5),(6,31),-0.0336464 # DEPENDENCYPART_SIBL
(6,5),(6,37),0.0755395 # DEPENDENCYPART_SIBL
(6,7),(6,8),0.0746002 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.0638995 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.249262 # DEPENDENCYPART_SIBL
(6,7),(6,12),0.0638342 # DEPENDENCYPART_SIBL
(6,7),(6,13),-0.0614303 # DEPENDENCYPART_SIBL
(6,7),(6,16),-0.228857 # DEPENDENCYPART_SIBL
(6,7),(6,17),0.0320371 # DEPENDENCYPART_SIBL
(6,7),(6,18),0.0243328 # DEPENDENCYPART_SIBL
(6,7),(6,19),0.0586066 # DEPENDENCYPART_SIBL
(6,7),(6,20),-0.0311491 # DEPENDENCYPART_SIBL
(6,7),(6,21),0.0856585 # DEPENDENCYPART_SIBL
(6,7),(6,25),-0.269099 # DEPENDENCYPART_SIBL
(6,7),(6,26),-0.0105732 # DEPENDENCYPART_SIBL
(6,7),(6,31),0.0320371 # DEPENDENCYPART_SIBL
(6,7),(6,37),0.0709089 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.0135526 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.12056 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.113074 # DEPENDENCYPART_SIBL
(6,8),(6,13),-0.1469 # DEPENDENCYPART_SIBL
(6,8),(6,16),-0.00553802 # DEPENDENCYPART_SIBL
(6,8),(6,17),0.0756311 # DEPENDENCYPART_SIBL
(6,8),(6,18),0.0517091 # DEPENDENCYPART_SIBL
(6,8),(6,19),0.00596021 # DEPENDENCYPART_SIBL
(6,8),(6,20),-0.0901614 # DEPENDENCYPART_SIBL
(6,8),(6,21),-0.137977 # DEPENDENCYPART_SIBL
(6,8),(6,25),-0.138404 # DEPENDENCYPART_SIBL
(6,8),(6,26),-0.0108874 # DEPENDENCYPART_SIBL
(6,8),(6,31),0.0756311 # DEPENDENCYPART_SIBL
(6,8),(6,37),0.108973 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.307421 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.0762688 # DEPENDENCYPART_SIBL
(6,10),(6,13),-0.0700619 # DEPENDENCYPART_SIBL
(6,10),(6,16),-0.148849 # DEPENDENCYPART_SIBL
(6,10),(6,17),-0.0672669 # DEPENDENCYPART_SIBL
(6,10),(6,18),-0.0742801 # DEPENDENCYPART_SIBL
(6,10),(6,19),-0.0505222 # DEPENDENCYPART_SIBL
(6,10),(6,20),-0.141873 # DEPENDENCYPART_SIBL
(6,10),(6,21),-0.0442319 # DEPENDENCYPART_SIBL
(6,10),(6,25),-0.304786 # DEPENDENCYPART_SIBL
(6,10),(6,26),-0.0633893 # DEPENDENCYPART_SIBL
(6,10),(6,31),-0.0672669 # DEPENDENCYPART_SIBL
(6,10),(6,37),-0.0190204 # DEPENDENCYPART_SIBL
(6,11),(6,12),-0.023603 # DEPENDENCYPART_SIBL
(6,11),(6,13),-0.0674368 # DEPENDENCYPART_SIBL
(6,11),(6,16),-0.148012 # DEPENDENCYPART_SIBL
(6,11),(6,17),0.0190119 # DEPENDENCYPART_SIBL
(6,11),(6,18),0.0242527 # DEPENDENCYPART_SIBL
(6,11),(6,19),0.0888613 # DEPENDENCYPART_SIBL
(6,11),(6,20),0.0369083 # DEPENDENCYPART_SIBL
(6,11),(6,21),0.191614 # DEPENDENCYPART_SIBL
(6,11),(6,25),-0.334535 # DEPENDENCYPART_SIBL
(6,11),(6,26),-0.0255254 # DEPENDENCYPART_SIBL
(6,11),(6,31),0.0190119 # DEPENDENCYPART_SIBL
(6,11),(6,37),0.0602696 # DEPENDENCYPART_SIBL
(6,12),(6,13),-0.15683 # DEPENDENCYPART_SIBL
(6,12),(6,16),-0.0233718 # DEPENDENCYPART_SIBL
(6,12),(6,17),-0.0031207 # DEPENDENCYPART_SIBL
(6,12),(6,18),0.0138616 # DEPENDENCYPART_SIBL
(6,12),(6,19),-0.029892 # DEPENDENCYPART_SIBL
(6,12),(6,20),-0.0777817 # DEPENDENCYPART_SIBL
(6,12),(6,21),-0.114721 # DEPENDENCYPART_SIBL
(6,12),(6,25),-0.0434463 # DEPENDENCYPART_SIBL
(6,12),(6,26),-0.114087 # DEPENDENCYPART_SIBL
(6,12),(6,31),-0.0031207 # DEPENDENCYPART_SIBL
(6,12),(6,37),0.0480038 # DEPENDENCYPART_SIBL
(6,13),(6,16),-0.109744 # DEPENDENCYPART_SIBL
(6,13),(6,17),0.0787406 # DEPENDENCYPART_SIBL
(6,13),(6,18),-0.0231656 # DEPENDENCYPART_SIBL
(6,13),(6,19),0.116751 # DEPENDENCYPART_SIBL
(6,13),(6,20),-0.0846063 # DEPENDENCYPART_SIBL
(6,13),(6,21),0.115409 # DEPENDENCYPART_SIBL
(6,13),(6,25),-0.285806 # DEPENDENCYPART_SIBL
(6,13),(6,26),-0.082001 # DEPENDENCYPART_SIBL
(6,13),(6,31),0.0787406 # DEPENDENCYPART_SIBL
(6,13),(6,37),-0.00566362 # DEPENDENCYPART_SIBL
(6,16),(6,17),0.0751305 # DEPENDENCYPART_SIBL
(6,16),(6,18),0.00399491 # DEPENDENCYPART_SIBL
(6,16),(6,19),0.0471113 # DEPENDENCYPART_SIBL
(6,16),(6,20),-0.0401877 # DEPENDENCYPART_SIBL
(6,16),(6,21),0.0935921 # DEPENDENCYPART_SIBL
(6,16),(6,25),-0.276102 # DEPENDENCYPART_SIBL
(6,16),(6,26),-0.0348034 # DEPENDENCYPART_SIBL
(6,16),(6,31),0.0751305 # DEPENDENCYPART_SIBL
(6,16),(6,37),0.0156384 # DEPENDENCYPART_SIBL
(6,17),(6,18),0.144489 # DEPENDENCYPART_SIBL
(6,17),(6,19),0.116444 # DEPENDENCYPART_SIBL
(6,17),(6,20),0.111203 # DEPENDENCYPART_SIBL
(6,17),(6,21),-0.0281166 # DEPENDENCYPART_SIBL
(6,17),(6,25),-0.0326542 # DEPENDENCYPART_SIBL
(6,17),(6,26),0.0361326 # DEPENDENCYPART_SIBL
(6,17),(6,31),-0.121667 # DEPENDENCYPART_SIBL
(6,17),(6,37),-0.00835227 # DEPENDENCYPART_SIBL
(6,18),(6,19),0.0237338 # DEPENDENCYPART_SIBL
(6,18),(6,20),0.0662743 # DEPENDENCYPART_SIBL
(6,18),(6,21),-0.033453 # DEPENDENCYPART_SIBL
(6,18),(6,25),0.07596 # DEPENDENCYPART_SIBL
(6,18),(6,26),0.0232105 # DEPENDENCYPART_SIBL
(6,18),(6,31),-0.115929 # DEPENDENCYPART_SIBL
(6,18),(6,37),0.0228061 # DEPENDENCYPART_SIBL
(6,19),(6,20),-0.121325 # DEPENDENCYPART_SIBL
(6,19),(6,21),-0.0486915 # DEPENDENCYPART_SIBL
(6,19),(6,25),-0.17479 # DEPENDENCYPART_SIBL
(6,19),(6,26),-0.119825 # DEPENDENCYPART_SIBL
(6,19),(6,31),-0.0676102 # DEPENDENCYPART_SIBL
(6,19),(6,37),-0.0629488 # DEPENDENCYPART_SIBL
(6,20),(6,21),-0.0855792 # DEPENDENCYPART_SIBL
(6,20),(6,25),-0.226048 # DEPENDENCYPART_SIBL
(6,20),(6,26),-0.0523146 # DEPENDENCYPART_SIBL
(6,20),(6,31),0.0127835 # DEPENDENCYPART_SIBL
(6,20),(6,37),-0.0122448 # DEPENDENCYPART_SIBL
(6,21),(6,25),-0.191815 # DEPENDENCYPART_SIBL
(6,21),(6,26),-0.0359007 # DEPENDENCYPART_SIBL
(6,21),(6,31),0.00839086 # DEPENDENCYPART_SIBL
(6,21),(6,37),0.0566126 # DEPENDENCYPART_SIBL
(6,25),(6,26),-0.0528105 # DEPENDENCYPART_SIBL
(6,25),(6,31),0.0484314 # DEPENDENCYPART_SIBL
(6,25),(6,37),0.0160274 # DEPENDENCYPART_SIBL
(6,26),(6,31),-0.153277 # DEPENDENCYPART_SIBL
(6,26),(6,37),-0.040185 # DEPENDENCYPART_SIBL
(6,31),(6,37),-0.00835227 # DEPENDENCYPART_SIBL
(7,2),(7,3),-0.132344 # DEPENDENCYPART_SIBL
(7,2),(7,4),0.0370584 # DEPENDENCYPART_SIBL
(7,2),(7,5),0.0296482 # DEPENDENCYPART_SIBL
(7,2),(7,6),-0.0151133 # DEPENDENCYPART_SIBL
(7,2),(7,8),0.0291865 # DEPENDENCYPART_SIBL
(7,2),(7,10),-0.0336535 # DEPENDENCYPART_SIBL
(7,2),(7,11),-0.0243935 # DEPENDENCYPART_SIBL
(7,2),(7,12),0.120917 # DEPENDENCYPART_SIBL
(7,2),(7,13),-0.0285749 # DEPENDENCYPART_SIBL
(7,2),(7,16),0.026175 # DEPENDENCYPART_SIBL
(7,2),(7,17),0.0245278 # DEPENDENCYPART_SIBL
(7,2),(7,18),0.00979222 # DEPENDENCYPART_SIBL
(7,2),(7,19),-0.0990289 # DEPENDENCYPART_SIBL
(7,2),(7,20),0.0396905 # DEPENDENCYPART_SIBL
(7,2),(7,21),-0.128992 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.10889 # DEPENDENCYPART_SIBL
(7,3),(7,5),0.0475031 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.102971 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.0741649 # DEPENDENCYPART_SIBL
(7,3),(7,10),-0.194966 # DEPENDENCYPART_SIBL
(7,3),(7,11),-0.129787 # DEPENDENCYPART_SIBL
(7,3),(7,12),0.315597 # DEPENDENCYPART_SIBL
(7,3),(7,13),-0.21951 # DEPENDENCYPART_SIBL
(7,3),(7,16),0.0479749 # DEPENDENCYPART_SIBL
(7,3),(7,17),0.0365938 # DEPENDENCYPART_SIBL
(7,3),(7,18),-0.0307046 # DEPENDENCYPART_SIBL
(7,3),(7,19),-0.163902 # DEPENDENCYPART_SIBL
(7,3),(7,20),-0.0293959 # DEPENDENCYPART_SIBL
(7,3),(7,21),-0.237407 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.175608 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.00294813 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.182522 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.0648068 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.0113867 # DEPENDENCYPART_SIBL
(7,4),(7,12),-0.0600501 # DEPENDENCYPART_SIBL
(7,4),(7,13),-0.00437941 # DEPENDENCYPART_SIBL
(7,4),(7,16),0.0168169 # DEPENDENCYPART_SIBL
(7,4),(7,17),0.000906628 # DEPENDENCYPART_SIBL
(7,4),(7,18),-0.0305864 # DEPENDENCYPART_SIBL
(7,4),(7,19),-0.122587 # DEPENDENCYPART_SIBL
(7,4),(7,20),0.021077 # DEPENDENCYPART_SIBL
(7,4),(7,21),-0.111796 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.0330343 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.00887331 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.0552521 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.000493158 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.00585687 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.0745812 # DEPENDENCYPART_SIBL
(7,5),(7,16),-0.0204109 # DEPENDENCYPART_SIBL
(7,5),(7,17),0.0309737 # DEPENDENCYPART_SIBL
(7,5),(7,18),-0.00921638 # DEPENDENCYPART_SIBL
(7,5),(7,19),-0.0956386 # DEPENDENCYPART_SIBL
(7,5),(7,20),0.0383711 # DEPENDENCYPART_SIBL
(7,5),(7,21),-0.20695 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0818996 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.0628031 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.0446106 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.0533082 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.0735915 # DEPENDENCYPART_SIBL
(7,6),(7,16),-0.00798531 # DEPENDENCYPART_SIBL
(7,6),(7,17),0.00261643 # DEPENDENCYPART_SIBL
(7,6),(7,18),-0.0520505 # DEPENDENCYPART_SIBL
(7,6),(7,19),-0.134215 # DEPENDENCYPART_SIBL
(7,6),(7,20),-0.00725419 # DEPENDENCYPART_SIBL
(7,6),(7,21),-0.135414 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.106809 # DEPENDENCYPART_SIBL
(7,8),(7,11),0.171924 # DEPENDENCYPART_SIBL
(7,8),(7,12),0.226332 # DEPENDENCYPART_SIBL
(7,8),(7,13),0.0459731 # DEPENDENCYPART_SIBL
(7,8),(7,16),0.178491 # DEPENDENCYPART_SIBL
(7,8),(7,17),0.0912576 # DEPENDENCYPART_SIBL
(7,8),(7,18),0.085322 # DEPENDENCYPART_SIBL
(7,8),(7,19),0.047189 # DEPENDENCYPART_SIBL
(7,8),(7,20),0.0925645 # DEPENDENCYPART_SIBL
(7,8),(7,21),-0.0677438 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.0943673 # DEPENDENCYPART_SIBL
(7,10),(7,12),0.0552233 # DEPENDENCYPART_SIBL
(7,10),(7,13),0.0305874 # DEPENDENCYPART_SIBL
(7,10),(7,16),0.105841 # DEPENDENCYPART_SIBL
(7,10),(7,17),0.0327903 # DEPENDENCYPART_SIBL
(7,10),(7,18),-0.0514087 # DEPENDENCYPART_SIBL
(7,10),(7,19),-0.0489303 # DEPENDENCYPART_SIBL
(7,10),(7,20),-0.063217 # DEPENDENCYPART_SIBL
(7,10),(7,21),0.00425173 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.0714099 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.114339 # DEPENDENCYPART_SIBL
(7,11),(7,16),-0.141608 # DEPENDENCYPART_SIBL
(7,11),(7,17),-0.121138 # DEPENDENCYPART_SIBL
(7,11),(7,18),-0.088144 # DEPENDENCYPART_SIBL
(7,11),(7,19),-0.0776625 # DEPENDENCYPART_SIBL
(7,11),(7,20),-0.0517696 # DEPENDENCYPART_SIBL
(7,11),(7,21),0.0278755 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.00891521 # DEPENDENCYPART_SIBL
(7,12),(7,16),0.0958525 # DEPENDENCYPART_SIBL
(7,12),(7,17),0.085795 # DEPENDENCYPART_SIBL
(7,12),(7,18),0.0151133 # DEPENDENCYPART_SIBL
(7,12),(7,19),-0.00729674 # DEPENDENCYPART_SIBL
(7,12),(7,20),0.0390537 # DEPENDENCYPART_SIBL
(7,12),(7,21),-0.0625178 # DEPENDENCYPART_SIBL
(7,13),(7,16),0.23079 # DEPENDENCYPART_SIBL
(7,13),(7,17),0.18521 # DEPENDENCYPART_SIBL
(7,13),(7,18),0.0305019 # DEPENDENCYPART_SIBL
(7,13),(7,19),0.0961365 # DEPENDENCYPART_SIBL
(7,13),(7,20),0.0248012 # DEPENDENCYPART_SIBL
(7,13),(7,21),0.208989 # DEPENDENCYPART_SIBL
(7,16),(7,17),0.00377684 # DEPENDENCYPART_SIBL
(7,16),(7,18),-0.0399764 # DEPENDENCYPART_SIBL
(7,16),(7,19),-0.126531 # DEPENDENCYPART_SIBL
(7,16),(7,20),-0.0702052 # DEPENDENCYPART_SIBL
(7,16),(7,21),-0.0393154 # DEPENDENCYPART_SIBL
(7,17),(7,18),0.354504 # DEPENDENCYPART_SIBL
(7,17),(7,19),0.298842 # DEPENDENCYPART_SIBL
(7,17),(7,20),0.430161 # DEPENDENCYPART_SIBL
(7,17),(7,21),0.15328 # DEPENDENCYPART_SIBL
(7,18),(7,19),0.0278661 # DEPENDENCYPART_SIBL
(7,18),(7,20),0.128911 # DEPENDENCYPART_SIBL
(7,18),(7,21),0.0402818 # DEPENDENCYPART_SIBL
(7,19),(7,20),-0.0628925 # DEPENDENCYPART_SIBL
(7,19),(7,21),0.0546261 # DEPENDENCYPART_SIBL
(7,20),(7,21),-0.03906 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.00966805 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.239583 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.134078 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.108656 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.0743033 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.0827509 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.0795872 # DEPENDENCYPART_SIBL
(8,5),(8,16),-0.169428 # DEPENDENCYPART_SIBL
(8,5),(8,17),-0.054841 # DEPENDENCYPART_SIBL
(8,5),(8,20),-0.0505401 # DEPENDENCYPART_SIBL
(8,5),(8,21),-0.136277 # DEPENDENCYPART_SIBL
(8,5),(8,25),-0.0655555 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0348246 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.00677137 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.00617931 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.0107008 # DEPENDENCYPART_SIBL
(8,6),(8,12),0.0198863 # DEPENDENCYPART_SIBL
(8,6),(8,13),0.0058652 # DEPENDENCYPART_SIBL
(8,6),(8,16),-0.0449468 # DEPENDENCYPART_SIBL
(8,6),(8,17),0.0601691 # DEPENDENCYPART_SIBL
(8,6),(8,20),0.00292786 # DEPENDENCYPART_SIBL
(8,6),(8,21),-0.0683896 # DEPENDENCYPART_SIBL
