# _root_ Two years ago when the NAHB lobbied for the $ 19 billion omnibus housing bill , the organization `` basically dropped out of the taxpayers ' coalition , '' says Ms. MacDonald .
#goldHeads=2,3,21,7,6,7,21,7,15,15,10,10,15,15,8,21,18,21,21,21,30,21,22,25,27,25,23,30,30,0,32,30,30,
#predictedHeads=2,3,21,7,6,7,21,7,15,15,10,10,15,15,8,21,18,21,21,21,30,21,21,25,27,25,23,30,30,0,32,30,30,
(7,4),(7,16),-0.110001 # DEPENDENCYPART_SIBL
(7,4),(7,18),0.155355 # DEPENDENCYPART_SIBL
(7,4),(7,19),-0.0251142 # DEPENDENCYPART_SIBL
(7,4),(7,20),-0.00483325 # DEPENDENCYPART_SIBL
(7,4),(7,21),-0.0726587 # DEPENDENCYPART_SIBL
(7,4),(7,22),0.130948 # DEPENDENCYPART_SIBL
(7,4),(7,26),-0.0583034 # DEPENDENCYPART_SIBL
(7,4),(7,28),-0.110001 # DEPENDENCYPART_SIBL
(7,4),(7,29),-0.0452736 # DEPENDENCYPART_SIBL
(7,4),(7,30),-0.0416112 # DEPENDENCYPART_SIBL
(7,4),(7,33),-0.634381 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.202507 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.052592 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.1951 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.185919 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.16416 # DEPENDENCYPART_SIBL
(7,5),(7,14),-0.160125 # DEPENDENCYPART_SIBL
(7,5),(7,15),-0.141009 # DEPENDENCYPART_SIBL
(7,5),(7,16),-0.141848 # DEPENDENCYPART_SIBL
(7,5),(7,18),-0.155995 # DEPENDENCYPART_SIBL
(7,5),(7,19),-0.131652 # DEPENDENCYPART_SIBL
(7,5),(7,20),-0.0967431 # DEPENDENCYPART_SIBL
(7,5),(7,21),-0.0222104 # DEPENDENCYPART_SIBL
(7,5),(7,22),-0.310098 # DEPENDENCYPART_SIBL
(7,5),(7,26),0.146429 # DEPENDENCYPART_SIBL
(7,5),(7,28),-0.141848 # DEPENDENCYPART_SIBL
(7,5),(7,29),-0.0240164 # DEPENDENCYPART_SIBL
(7,5),(7,30),-0.0597739 # DEPENDENCYPART_SIBL
(7,5),(7,33),-0.186287 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0450965 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.0722622 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.0167232 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.0123061 # DEPENDENCYPART_SIBL
(7,6),(7,14),-0.0216444 # DEPENDENCYPART_SIBL
(7,6),(7,15),0.0382571 # DEPENDENCYPART_SIBL
(7,6),(7,16),0.0221194 # DEPENDENCYPART_SIBL
(7,6),(7,18),-0.026415 # DEPENDENCYPART_SIBL
(7,6),(7,19),-0.0167275 # DEPENDENCYPART_SIBL
(7,6),(7,20),-0.00685265 # DEPENDENCYPART_SIBL
(7,6),(7,21),-0.0251386 # DEPENDENCYPART_SIBL
(7,6),(7,22),0.00907387 # DEPENDENCYPART_SIBL
(7,6),(7,26),0.0265614 # DEPENDENCYPART_SIBL
(7,6),(7,28),0.0221194 # DEPENDENCYPART_SIBL
(7,6),(7,29),0.0363246 # DEPENDENCYPART_SIBL
(7,6),(7,30),-0.00626353 # DEPENDENCYPART_SIBL
(7,6),(7,33),0.00733668 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.102914 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.094331 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.0628749 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.0607131 # DEPENDENCYPART_SIBL
(7,8),(7,15),-0.051732 # DEPENDENCYPART_SIBL
(7,8),(7,16),0.0863788 # DEPENDENCYPART_SIBL
(7,8),(7,18),-0.059088 # DEPENDENCYPART_SIBL
(7,8),(7,19),-0.0281675 # DEPENDENCYPART_SIBL
(7,8),(7,20),-0.0563999 # DEPENDENCYPART_SIBL
(7,8),(7,21),-0.019366 # DEPENDENCYPART_SIBL
(7,8),(7,22),-0.134502 # DEPENDENCYPART_SIBL
(7,8),(7,26),-0.0926777 # DEPENDENCYPART_SIBL
(7,8),(7,28),0.0863788 # DEPENDENCYPART_SIBL
(7,8),(7,29),-0.0375502 # DEPENDENCYPART_SIBL
(7,8),(7,30),0.0143179 # DEPENDENCYPART_SIBL
(7,8),(7,33),-0.0215865 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.132004 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.219455 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.221679 # DEPENDENCYPART_SIBL
(7,9),(7,15),-0.214247 # DEPENDENCYPART_SIBL
(7,9),(7,16),-0.0813209 # DEPENDENCYPART_SIBL
(7,9),(7,18),-0.224067 # DEPENDENCYPART_SIBL
(7,9),(7,19),-0.130338 # DEPENDENCYPART_SIBL
(7,9),(7,20),-0.0771939 # DEPENDENCYPART_SIBL
(7,9),(7,21),-0.00995433 # DEPENDENCYPART_SIBL
(7,9),(7,22),-0.0889688 # DEPENDENCYPART_SIBL
(7,9),(7,26),-0.0828341 # DEPENDENCYPART_SIBL
(7,9),(7,28),-0.0813209 # DEPENDENCYPART_SIBL
(7,9),(7,29),-0.127268 # DEPENDENCYPART_SIBL
(7,9),(7,30),-0.0638788 # DEPENDENCYPART_SIBL
(7,9),(7,33),-0.202553 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.139889 # DEPENDENCYPART_SIBL
(7,10),(7,14),-0.14211 # DEPENDENCYPART_SIBL
(7,10),(7,15),-0.137085 # DEPENDENCYPART_SIBL
(7,10),(7,16),0.0723295 # DEPENDENCYPART_SIBL
(7,10),(7,18),-0.144502 # DEPENDENCYPART_SIBL
(7,10),(7,19),-0.0221271 # DEPENDENCYPART_SIBL
(7,10),(7,20),0.146664 # DEPENDENCYPART_SIBL
(7,10),(7,21),-0.0219264 # DEPENDENCYPART_SIBL
(7,10),(7,22),-0.0416211 # DEPENDENCYPART_SIBL
(7,10),(7,26),-0.0293768 # DEPENDENCYPART_SIBL
(7,10),(7,28),0.0723295 # DEPENDENCYPART_SIBL
(7,10),(7,29),-0.0257678 # DEPENDENCYPART_SIBL
(7,10),(7,30),-0.00971251 # DEPENDENCYPART_SIBL
(7,10),(7,33),0.0180082 # DEPENDENCYPART_SIBL
(7,13),(7,14),-0.192363 # DEPENDENCYPART_SIBL
(7,13),(7,15),-0.161865 # DEPENDENCYPART_SIBL
(7,13),(7,16),0.0249728 # DEPENDENCYPART_SIBL
(7,13),(7,18),-0.200069 # DEPENDENCYPART_SIBL
(7,13),(7,19),-0.00402425 # DEPENDENCYPART_SIBL
(7,13),(7,20),-0.0083889 # DEPENDENCYPART_SIBL
(7,13),(7,21),-0.0118373 # DEPENDENCYPART_SIBL
(7,13),(7,22),0.000154929 # DEPENDENCYPART_SIBL
(7,13),(7,26),-0.0640243 # DEPENDENCYPART_SIBL
(7,13),(7,28),0.0249728 # DEPENDENCYPART_SIBL
(7,13),(7,29),-0.0057391 # DEPENDENCYPART_SIBL
(7,13),(7,30),-0.0202526 # DEPENDENCYPART_SIBL
(7,13),(7,33),0.0124936 # DEPENDENCYPART_SIBL
(7,14),(7,15),-0.165787 # DEPENDENCYPART_SIBL
(7,14),(7,16),0.00906695 # DEPENDENCYPART_SIBL
(7,14),(7,18),-0.203991 # DEPENDENCYPART_SIBL
(7,14),(7,19),-0.00795065 # DEPENDENCYPART_SIBL
(7,14),(7,20),-0.0139407 # DEPENDENCYPART_SIBL
(7,14),(7,21),-0.0157596 # DEPENDENCYPART_SIBL
(7,14),(7,22),-0.00376736 # DEPENDENCYPART_SIBL
(7,14),(7,26),-0.0679466 # DEPENDENCYPART_SIBL
(7,14),(7,28),0.00906695 # DEPENDENCYPART_SIBL
(7,14),(7,29),-0.00971426 # DEPENDENCYPART_SIBL
(7,14),(7,30),-0.0187312 # DEPENDENCYPART_SIBL
(7,14),(7,33),0.00896134 # DEPENDENCYPART_SIBL
(7,15),(7,16),0.136887 # DEPENDENCYPART_SIBL
(7,15),(7,18),-0.19382 # DEPENDENCYPART_SIBL
(7,15),(7,19),0.0500163 # DEPENDENCYPART_SIBL
(7,15),(7,20),0.00406475 # DEPENDENCYPART_SIBL
(7,15),(7,21),0.000495677 # DEPENDENCYPART_SIBL
(7,15),(7,22),0.0159879 # DEPENDENCYPART_SIBL
(7,15),(7,26),-0.0502121 # DEPENDENCYPART_SIBL
(7,15),(7,28),0.136887 # DEPENDENCYPART_SIBL
(7,15),(7,29),-0.00481213 # DEPENDENCYPART_SIBL
(7,15),(7,30),-0.00431726 # DEPENDENCYPART_SIBL
(7,15),(7,33),0.0445999 # DEPENDENCYPART_SIBL
(7,16),(7,18),0.104808 # DEPENDENCYPART_SIBL
(7,16),(7,19),0.13786 # DEPENDENCYPART_SIBL
(7,16),(7,20),0.154354 # DEPENDENCYPART_SIBL
(7,16),(7,21),0.380341 # DEPENDENCYPART_SIBL
(7,16),(7,22),-0.055231 # DEPENDENCYPART_SIBL
(7,16),(7,26),-0.0179029 # DEPENDENCYPART_SIBL
(7,16),(7,28),-0.144581 # DEPENDENCYPART_SIBL
(7,16),(7,29),0.0840039 # DEPENDENCYPART_SIBL
(7,16),(7,30),0.0697016 # DEPENDENCYPART_SIBL
(7,16),(7,33),0.0209413 # DEPENDENCYPART_SIBL
(7,18),(7,19),-0.0103472 # DEPENDENCYPART_SIBL
(7,18),(7,20),-0.0246249 # DEPENDENCYPART_SIBL
(7,18),(7,21),-0.0181603 # DEPENDENCYPART_SIBL
(7,18),(7,22),-0.00616807 # DEPENDENCYPART_SIBL
(7,18),(7,26),-0.0703473 # DEPENDENCYPART_SIBL
(7,18),(7,28),0.0449665 # DEPENDENCYPART_SIBL
(7,18),(7,29),-0.0126494 # DEPENDENCYPART_SIBL
(7,18),(7,30),-0.0265828 # DEPENDENCYPART_SIBL
(7,18),(7,33),-0.00846961 # DEPENDENCYPART_SIBL
(7,19),(7,20),0.00739887 # DEPENDENCYPART_SIBL
(7,19),(7,21),0.236788 # DEPENDENCYPART_SIBL
(7,19),(7,22),-0.0533959 # DEPENDENCYPART_SIBL
(7,19),(7,26),-0.0193291 # DEPENDENCYPART_SIBL
(7,19),(7,28),-0.0660462 # DEPENDENCYPART_SIBL
(7,19),(7,29),0.100691 # DEPENDENCYPART_SIBL
(7,19),(7,30),0.103609 # DEPENDENCYPART_SIBL
(7,19),(7,33),0.0479271 # DEPENDENCYPART_SIBL
(7,20),(7,21),-0.0231388 # DEPENDENCYPART_SIBL
(7,20),(7,22),-0.121156 # DEPENDENCYPART_SIBL
(7,20),(7,26),-0.0405728 # DEPENDENCYPART_SIBL
(7,20),(7,28),-0.013351 # DEPENDENCYPART_SIBL
(7,20),(7,29),-0.0204098 # DEPENDENCYPART_SIBL
(7,20),(7,30),-0.058141 # DEPENDENCYPART_SIBL
(7,20),(7,33),-0.0252757 # DEPENDENCYPART_SIBL
(7,21),(7,22),-0.167525 # DEPENDENCYPART_SIBL
(7,21),(7,26),-0.120606 # DEPENDENCYPART_SIBL
(7,21),(7,28),-0.0292575 # DEPENDENCYPART_SIBL
(7,21),(7,29),-0.018123 # DEPENDENCYPART_SIBL
(7,21),(7,30),-0.257985 # DEPENDENCYPART_SIBL
(7,21),(7,33),0.011199 # DEPENDENCYPART_SIBL
(7,22),(7,26),-0.0325913 # DEPENDENCYPART_SIBL
(7,22),(7,28),0.0346535 # DEPENDENCYPART_SIBL
(7,22),(7,29),-0.00570422 # DEPENDENCYPART_SIBL
(7,22),(7,30),0.0167352 # DEPENDENCYPART_SIBL
(7,22),(7,33),-0.00948511 # DEPENDENCYPART_SIBL
(7,26),(7,28),-0.153422 # DEPENDENCYPART_SIBL
(7,26),(7,29),-0.0444348 # DEPENDENCYPART_SIBL
(7,26),(7,30),-0.0663339 # DEPENDENCYPART_SIBL
(7,26),(7,33),-0.165959 # DEPENDENCYPART_SIBL
(7,28),(7,29),0.0840039 # DEPENDENCYPART_SIBL
(7,28),(7,30),0.0697016 # DEPENDENCYPART_SIBL
(7,28),(7,33),0.0209413 # DEPENDENCYPART_SIBL
(7,29),(7,30),0.022942 # DEPENDENCYPART_SIBL
(7,29),(7,33),-0.0773116 # DEPENDENCYPART_SIBL
(7,30),(7,33),0.0277139 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.0501386 # DEPENDENCYPART_SIBL
(8,3),(8,6),-0.0255136 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.117102 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.0402469 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.0606694 # DEPENDENCYPART_SIBL
(8,3),(8,13),-0.178441 # DEPENDENCYPART_SIBL
(8,3),(8,14),-0.186865 # DEPENDENCYPART_SIBL
(8,3),(8,15),-0.169115 # DEPENDENCYPART_SIBL
(8,3),(8,16),-0.000891619 # DEPENDENCYPART_SIBL
(8,3),(8,21),-0.0765692 # DEPENDENCYPART_SIBL
(8,3),(8,33),0.135169 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.00373748 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.0704418 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.0318357 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.0477791 # DEPENDENCYPART_SIBL
(8,4),(8,13),-0.0458662 # DEPENDENCYPART_SIBL
(8,4),(8,14),-0.0511091 # DEPENDENCYPART_SIBL
(8,4),(8,15),-0.0492834 # DEPENDENCYPART_SIBL
(8,4),(8,16),-0.118266 # DEPENDENCYPART_SIBL
(8,4),(8,21),-0.0931701 # DEPENDENCYPART_SIBL
(8,4),(8,33),-0.296902 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0827002 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0607551 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.0506574 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.0964394 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.0995622 # DEPENDENCYPART_SIBL
(8,6),(8,15),-0.094472 # DEPENDENCYPART_SIBL
(8,6),(8,16),0.0312665 # DEPENDENCYPART_SIBL
(8,6),(8,21),-0.0442147 # DEPENDENCYPART_SIBL
(8,6),(8,33),0.0935944 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.405932 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.279507 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.605534 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.605541 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.605681 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.0465436 # DEPENDENCYPART_SIBL
(8,9),(8,21),-0.444754 # DEPENDENCYPART_SIBL
(8,9),(8,33),-0.153767 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.300403 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.700831 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.700834 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.702153 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.0148741 # DEPENDENCYPART_SIBL
(8,10),(8,21),-0.553486 # DEPENDENCYPART_SIBL
(8,10),(8,33),-0.0683958 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.660921 # DEPENDENCYPART_SIBL
(8,12),(8,14),-0.660924 # DEPENDENCYPART_SIBL
(8,12),(8,15),-0.667189 # DEPENDENCYPART_SIBL
(8,12),(8,16),-0.0890761 # DEPENDENCYPART_SIBL
(8,12),(8,21),-0.501942 # DEPENDENCYPART_SIBL
(8,12),(8,33),-0.0944677 # DEPENDENCYPART_SIBL
(8,13),(8,14),-0.981358 # DEPENDENCYPART_SIBL
(8,13),(8,15),-0.964839 # DEPENDENCYPART_SIBL
(8,13),(8,16),0.0516476 # DEPENDENCYPART_SIBL
(8,13),(8,21),-0.650376 # DEPENDENCYPART_SIBL
(8,13),(8,33),-0.0133673 # DEPENDENCYPART_SIBL
(8,14),(8,15),-0.965824 # DEPENDENCYPART_SIBL
(8,14),(8,16),0.0397112 # DEPENDENCYPART_SIBL
(8,14),(8,21),-0.651361 # DEPENDENCYPART_SIBL
(8,14),(8,33),-0.00810605 # DEPENDENCYPART_SIBL
(8,15),(8,16),0.108537 # DEPENDENCYPART_SIBL
(8,15),(8,21),-0.65979 # DEPENDENCYPART_SIBL
(8,15),(8,33),-0.00880998 # DEPENDENCYPART_SIBL
(8,16),(8,21),0.203124 # DEPENDENCYPART_SIBL
(8,16),(8,33),0.199741 # DEPENDENCYPART_SIBL
(8,21),(8,33),0.301823 # DEPENDENCYPART_SIBL
(10,2),(10,3),0.0532875 # DEPENDENCYPART_SIBL
(10,2),(10,4),-0.00171515 # DEPENDENCYPART_SIBL
(10,2),(10,5),0.0627471 # DEPENDENCYPART_SIBL
(10,2),(10,6),-0.102912 # DEPENDENCYPART_SIBL
(10,2),(10,7),0.0384247 # DEPENDENCYPART_SIBL
(10,2),(10,8),0.15437 # DEPENDENCYPART_SIBL
(10,2),(10,9),0.0627471 # DEPENDENCYPART_SIBL
(10,2),(10,11),0.0135982 # DEPENDENCYPART_SIBL
(10,2),(10,12),0.0704335 # DEPENDENCYPART_SIBL
(10,2),(10,13),-0.0409086 # DEPENDENCYPART_SIBL
(10,2),(10,14),-0.0448935 # DEPENDENCYPART_SIBL
(10,2),(10,15),-0.0476526 # DEPENDENCYPART_SIBL
(10,2),(10,16),0.0166812 # DEPENDENCYPART_SIBL
(10,2),(10,17),-0.0539768 # DEPENDENCYPART_SIBL
(10,2),(10,18),-0.0389485 # DEPENDENCYPART_SIBL
(10,2),(10,19),-0.0378481 # DEPENDENCYPART_SIBL
(10,2),(10,20),-0.0363888 # DEPENDENCYPART_SIBL
(10,2),(10,21),0.121907 # DEPENDENCYPART_SIBL
(10,2),(10,22),-0.00818038 # DEPENDENCYPART_SIBL
(10,2),(10,23),-0.014892 # DEPENDENCYPART_SIBL
(10,2),(10,26),-0.012157 # DEPENDENCYPART_SIBL
(10,2),(10,27),-0.040932 # DEPENDENCYPART_SIBL
(10,2),(10,28),0.0166812 # DEPENDENCYPART_SIBL
(10,2),(10,29),-0.0434509 # DEPENDENCYPART_SIBL
(10,2),(10,30),0.0134629 # DEPENDENCYPART_SIBL
(10,2),(10,32),-0.0273319 # DEPENDENCYPART_SIBL
(10,2),(10,33),-0.0642431 # DEPENDENCYPART_SIBL
(10,3),(10,4),0.0563215 # DEPENDENCYPART_SIBL
(10,3),(10,5),0.0423031 # DEPENDENCYPART_SIBL
(10,3),(10,6),-0.0285517 # DEPENDENCYPART_SIBL
(10,3),(10,7),0.0345068 # DEPENDENCYPART_SIBL
(10,3),(10,8),0.0807966 # DEPENDENCYPART_SIBL
(10,3),(10,9),0.0423031 # DEPENDENCYPART_SIBL
(10,3),(10,11),0.022092 # DEPENDENCYPART_SIBL
(10,3),(10,12),0.00794106 # DEPENDENCYPART_SIBL
(10,3),(10,13),0.0391168 # DEPENDENCYPART_SIBL
(10,3),(10,14),0.0307048 # DEPENDENCYPART_SIBL
(10,3),(10,15),0.0525786 # DEPENDENCYPART_SIBL
(10,3),(10,16),0.0105244 # DEPENDENCYPART_SIBL
(10,3),(10,17),-0.0840524 # DEPENDENCYPART_SIBL
(10,3),(10,18),0.0301613 # DEPENDENCYPART_SIBL
(10,3),(10,19),-0.0398462 # DEPENDENCYPART_SIBL
(10,3),(10,20),-0.106187 # DEPENDENCYPART_SIBL
(10,3),(10,21),-0.0549711 # DEPENDENCYPART_SIBL
(10,3),(10,22),-0.052696 # DEPENDENCYPART_SIBL
(10,3),(10,23),-0.0199857 # DEPENDENCYPART_SIBL
(10,3),(10,26),-0.148665 # DEPENDENCYPART_SIBL
(10,3),(10,27),0.0389355 # DEPENDENCYPART_SIBL
(10,3),(10,28),0.0105244 # DEPENDENCYPART_SIBL
(10,3),(10,29),-0.0634085 # DEPENDENCYPART_SIBL
(10,3),(10,30),0.0102987 # DEPENDENCYPART_SIBL
(10,3),(10,32),-0.0771467 # DEPENDENCYPART_SIBL
(10,3),(10,33),-0.066993 # DEPENDENCYPART_SIBL
(10,4),(10,5),-0.057309 # DEPENDENCYPART_SIBL
(10,4),(10,6),0.0224175 # DEPENDENCYPART_SIBL
(10,4),(10,7),-0.0157958 # DEPENDENCYPART_SIBL
(10,4),(10,8),0.0486146 # DEPENDENCYPART_SIBL
(10,4),(10,9),-0.057309 # DEPENDENCYPART_SIBL
(10,4),(10,11),-0.0221727 # DEPENDENCYPART_SIBL
(10,4),(10,12),0.00395136 # DEPENDENCYPART_SIBL
(10,4),(10,13),0.0551751 # DEPENDENCYPART_SIBL
(10,4),(10,14),0.0499444 # DEPENDENCYPART_SIBL
(10,4),(10,15),0.0567126 # DEPENDENCYPART_SIBL
(10,4),(10,16),-0.175521 # DEPENDENCYPART_SIBL
(10,4),(10,17),-0.0703857 # DEPENDENCYPART_SIBL
(10,4),(10,18),0.0551179 # DEPENDENCYPART_SIBL
(10,4),(10,19),-0.0813081 # DEPENDENCYPART_SIBL
(10,4),(10,20),-0.0515993 # DEPENDENCYPART_SIBL
(10,4),(10,21),-0.079189 # DEPENDENCYPART_SIBL
(10,4),(10,22),0.0148589 # DEPENDENCYPART_SIBL
(10,4),(10,23),-0.0338313 # DEPENDENCYPART_SIBL
(10,4),(10,26),-0.0831331 # DEPENDENCYPART_SIBL
(10,4),(10,27),0.0550418 # DEPENDENCYPART_SIBL
(10,4),(10,28),-0.175521 # DEPENDENCYPART_SIBL
(10,4),(10,29),-0.140723 # DEPENDENCYPART_SIBL
(10,4),(10,30),-0.0415161 # DEPENDENCYPART_SIBL
(10,4),(10,32),-0.0195809 # DEPENDENCYPART_SIBL
(10,4),(10,33),-0.479555 # DEPENDENCYPART_SIBL
(10,5),(10,6),-0.000929869 # DEPENDENCYPART_SIBL
(10,5),(10,7),0.0479529 # DEPENDENCYPART_SIBL
(10,5),(10,8),0.0765499 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.358842 # DEPENDENCYPART_SIBL
(10,5),(10,11),0.116841 # DEPENDENCYPART_SIBL
(10,5),(10,12),0.151362 # DEPENDENCYPART_SIBL
(10,5),(10,13),0.124031 # DEPENDENCYPART_SIBL
(10,5),(10,14),0.134294 # DEPENDENCYPART_SIBL
(10,5),(10,15),0.115885 # DEPENDENCYPART_SIBL
(10,5),(10,16),0.108466 # DEPENDENCYPART_SIBL
(10,5),(10,17),0.0384042 # DEPENDENCYPART_SIBL
(10,5),(10,18),0.140194 # DEPENDENCYPART_SIBL
(10,5),(10,19),0.0732501 # DEPENDENCYPART_SIBL
(10,5),(10,20),0.150544 # DEPENDENCYPART_SIBL
(10,5),(10,21),0.364763 # DEPENDENCYPART_SIBL
(10,5),(10,22),-0.124528 # DEPENDENCYPART_SIBL
(10,5),(10,23),0.455586 # DEPENDENCYPART_SIBL
(10,5),(10,26),0.411721 # DEPENDENCYPART_SIBL
(10,5),(10,27),0.122833 # DEPENDENCYPART_SIBL
(10,5),(10,28),0.108466 # DEPENDENCYPART_SIBL
(10,5),(10,29),0.160062 # DEPENDENCYPART_SIBL
(10,5),(10,30),0.367304 # DEPENDENCYPART_SIBL
(10,5),(10,32),0.0157352 # DEPENDENCYPART_SIBL
(10,5),(10,33),-0.0489599 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.0272913 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.129958 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.146001 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.194984 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.173456 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.109583 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.112694 # DEPENDENCYPART_SIBL
(10,6),(10,15),-0.103301 # DEPENDENCYPART_SIBL
(10,6),(10,16),-0.121251 # DEPENDENCYPART_SIBL
(10,6),(10,17),-0.188604 # DEPENDENCYPART_SIBL
(10,6),(10,18),-0.112186 # DEPENDENCYPART_SIBL
(10,6),(10,19),-0.172559 # DEPENDENCYPART_SIBL
(10,6),(10,20),-0.183003 # DEPENDENCYPART_SIBL
(10,6),(10,21),-0.135175 # DEPENDENCYPART_SIBL
(10,6),(10,22),-0.179189 # DEPENDENCYPART_SIBL
(10,6),(10,23),-0.169383 # DEPENDENCYPART_SIBL
(10,6),(10,26),-0.0758963 # DEPENDENCYPART_SIBL
(10,6),(10,27),-0.110164 # DEPENDENCYPART_SIBL
(10,6),(10,28),-0.121251 # DEPENDENCYPART_SIBL
(10,6),(10,29),-0.156071 # DEPENDENCYPART_SIBL
(10,6),(10,30),-0.0970207 # DEPENDENCYPART_SIBL
(10,6),(10,32),-0.155288 # DEPENDENCYPART_SIBL
(10,6),(10,33),-0.188259 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.0244948 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.072575 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.0471236 # DEPENDENCYPART_SIBL
(10,7),(10,12),0.0987475 # DEPENDENCYPART_SIBL
(10,7),(10,13),0.0721562 # DEPENDENCYPART_SIBL
(10,7),(10,14),0.0721435 # DEPENDENCYPART_SIBL
(10,7),(10,15),0.067194 # DEPENDENCYPART_SIBL
(10,7),(10,16),0.0518119 # DEPENDENCYPART_SIBL
(10,7),(10,17),-0.0186632 # DEPENDENCYPART_SIBL
(10,7),(10,18),0.0721026 # DEPENDENCYPART_SIBL
(10,7),(10,19),-0.00331569 # DEPENDENCYPART_SIBL
(10,7),(10,20),-0.0230089 # DEPENDENCYPART_SIBL
(10,7),(10,21),0.0171075 # DEPENDENCYPART_SIBL
(10,7),(10,22),-0.0128945 # DEPENDENCYPART_SIBL
(10,7),(10,23),0.0708974 # DEPENDENCYPART_SIBL
(10,7),(10,26),0.00159005 # DEPENDENCYPART_SIBL
(10,7),(10,27),0.0721562 # DEPENDENCYPART_SIBL
(10,7),(10,28),0.0518119 # DEPENDENCYPART_SIBL
(10,7),(10,29),-0.00538677 # DEPENDENCYPART_SIBL
(10,7),(10,30),0.0176491 # DEPENDENCYPART_SIBL
(10,7),(10,32),0.0224482 # DEPENDENCYPART_SIBL
(10,7),(10,33),-0.0228807 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.047657 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.225132 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.241983 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.0855061 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.0849744 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.0978605 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.185549 # DEPENDENCYPART_SIBL
(10,8),(10,17),-0.205239 # DEPENDENCYPART_SIBL
(10,8),(10,18),-0.0867939 # DEPENDENCYPART_SIBL
(10,8),(10,19),-0.21154 # DEPENDENCYPART_SIBL
(10,8),(10,20),-0.227126 # DEPENDENCYPART_SIBL
(10,8),(10,21),-0.13924 # DEPENDENCYPART_SIBL
(10,8),(10,22),-0.245195 # DEPENDENCYPART_SIBL
(10,8),(10,23),-0.103026 # DEPENDENCYPART_SIBL
(10,8),(10,26),-0.202036 # DEPENDENCYPART_SIBL
(10,8),(10,27),-0.0855065 # DEPENDENCYPART_SIBL
(10,8),(10,28),-0.185549 # DEPENDENCYPART_SIBL
(10,8),(10,29),-0.176621 # DEPENDENCYPART_SIBL
(10,8),(10,30),-0.130409 # DEPENDENCYPART_SIBL
