# _root_ That should stop a lot of account-churning , and produce a stock market driven only by professional concern , careful thought and good sense .
#goldHeads=2,0,2,5,3,5,6,3,3,9,13,13,10,13,14,14,18,16,18,21,18,21,24,22,2,
#predictedHeads=2,0,2,5,3,5,6,3,3,9,13,13,10,13,16,14,18,16,18,21,18,21,24,22,2,
(3,10),(10,25),-1.09494 # DEPENDENCYPART_GRANDPAR
(3,13),(13,4),0.58837 # DEPENDENCYPART_GRANDPAR
(3,13),(13,8),-0.278862 # DEPENDENCYPART_GRANDPAR
(3,13),(13,9),0.240967 # DEPENDENCYPART_GRANDPAR
(3,13),(13,10),0.108468 # DEPENDENCYPART_GRANDPAR
(3,13),(13,11),0.017803 # DEPENDENCYPART_GRANDPAR
(3,13),(13,12),-0.486856 # DEPENDENCYPART_GRANDPAR
(3,13),(13,14),-0.182511 # DEPENDENCYPART_GRANDPAR
(3,13),(13,15),-0.36044 # DEPENDENCYPART_GRANDPAR
(3,13),(13,16),-0.168854 # DEPENDENCYPART_GRANDPAR
(3,13),(13,18),-0.381174 # DEPENDENCYPART_GRANDPAR
(3,13),(13,19),-0.509248 # DEPENDENCYPART_GRANDPAR
(3,13),(13,21),-0.394032 # DEPENDENCYPART_GRANDPAR
(3,14),(14,1),-0.490889 # DEPENDENCYPART_GRANDPAR
(3,14),(14,2),-0.761251 # DEPENDENCYPART_GRANDPAR
(3,14),(14,5),0.515976 # DEPENDENCYPART_GRANDPAR
(3,14),(14,6),0.188581 # DEPENDENCYPART_GRANDPAR
(3,14),(14,7),-0.0496519 # DEPENDENCYPART_GRANDPAR
(3,14),(14,8),-0.455113 # DEPENDENCYPART_GRANDPAR
(3,14),(14,9),0.250935 # DEPENDENCYPART_GRANDPAR
(3,14),(14,10),0.131018 # DEPENDENCYPART_GRANDPAR
(3,14),(14,11),-0.386137 # DEPENDENCYPART_GRANDPAR
(3,14),(14,12),-0.491568 # DEPENDENCYPART_GRANDPAR
(3,14),(14,13),-0.402882 # DEPENDENCYPART_GRANDPAR
(3,14),(14,15),-0.357127 # DEPENDENCYPART_GRANDPAR
(3,14),(14,16),0.148564 # DEPENDENCYPART_GRANDPAR
(3,14),(14,17),-0.356936 # DEPENDENCYPART_GRANDPAR
(3,14),(14,18),-0.341463 # DEPENDENCYPART_GRANDPAR
(3,14),(14,19),-0.516282 # DEPENDENCYPART_GRANDPAR
(3,14),(14,20),-0.352846 # DEPENDENCYPART_GRANDPAR
(3,14),(14,21),-0.374425 # DEPENDENCYPART_GRANDPAR
(3,14),(14,22),-0.409194 # DEPENDENCYPART_GRANDPAR
(3,14),(14,23),-0.792897 # DEPENDENCYPART_GRANDPAR
(3,14),(14,24),-0.431693 # DEPENDENCYPART_GRANDPAR
(3,14),(14,25),-1.20311 # DEPENDENCYPART_GRANDPAR
(3,15),(15,13),-0.437362 # DEPENDENCYPART_GRANDPAR
(3,15),(15,14),0.0518327 # DEPENDENCYPART_GRANDPAR
(3,15),(15,16),0.018993 # DEPENDENCYPART_GRANDPAR
(3,15),(15,17),-0.391189 # DEPENDENCYPART_GRANDPAR
(3,15),(15,18),-0.328863 # DEPENDENCYPART_GRANDPAR
(3,15),(15,20),-0.393826 # DEPENDENCYPART_GRANDPAR
(3,15),(15,21),-0.362959 # DEPENDENCYPART_GRANDPAR
(3,15),(15,22),-0.346977 # DEPENDENCYPART_GRANDPAR
(3,15),(15,24),-0.416309 # DEPENDENCYPART_GRANDPAR
(3,15),(15,25),-1.16974 # DEPENDENCYPART_GRANDPAR
(3,16),(16,13),-0.431562 # DEPENDENCYPART_GRANDPAR
(3,16),(16,15),-0.134146 # DEPENDENCYPART_GRANDPAR
(3,16),(16,17),-0.266969 # DEPENDENCYPART_GRANDPAR
(3,16),(16,18),-0.0609311 # DEPENDENCYPART_GRANDPAR
(3,16),(16,19),-0.44663 # DEPENDENCYPART_GRANDPAR
(3,16),(16,20),-0.265442 # DEPENDENCYPART_GRANDPAR
(3,16),(16,21),-0.124276 # DEPENDENCYPART_GRANDPAR
(3,16),(16,22),-0.253965 # DEPENDENCYPART_GRANDPAR
(3,16),(16,24),-0.17036 # DEPENDENCYPART_GRANDPAR
(3,16),(16,25),-1.11985 # DEPENDENCYPART_GRANDPAR
(3,18),(18,11),0.0821402 # DEPENDENCYPART_GRANDPAR
(3,18),(18,12),-0.460492 # DEPENDENCYPART_GRANDPAR
(3,18),(18,13),-0.351155 # DEPENDENCYPART_GRANDPAR
(3,18),(18,14),0.164031 # DEPENDENCYPART_GRANDPAR
(3,18),(18,15),-0.21288 # DEPENDENCYPART_GRANDPAR
(3,18),(18,16),0.0413832 # DEPENDENCYPART_GRANDPAR
(3,18),(18,17),-0.383981 # DEPENDENCYPART_GRANDPAR
(3,18),(18,19),-0.48989 # DEPENDENCYPART_GRANDPAR
(3,18),(18,20),-0.390528 # DEPENDENCYPART_GRANDPAR
(3,18),(18,21),-0.391189 # DEPENDENCYPART_GRANDPAR
(3,18),(18,22),-0.443334 # DEPENDENCYPART_GRANDPAR
(3,18),(18,23),-0.839687 # DEPENDENCYPART_GRANDPAR
(3,18),(18,24),-0.457492 # DEPENDENCYPART_GRANDPAR
(3,18),(18,25),-1.09665 # DEPENDENCYPART_GRANDPAR
(3,20),(20,17),-0.514982 # DEPENDENCYPART_GRANDPAR
(3,20),(20,22),-0.356812 # DEPENDENCYPART_GRANDPAR
(3,20),(20,23),-0.765955 # DEPENDENCYPART_GRANDPAR
(3,20),(20,24),-0.467052 # DEPENDENCYPART_GRANDPAR
(3,22),(22,23),-0.707344 # DEPENDENCYPART_GRANDPAR
(3,22),(22,24),-0.390731 # DEPENDENCYPART_GRANDPAR
(3,22),(22,25),-1.13739 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.413344 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.310842 # DEPENDENCYPART_GRANDPAR
(4,1),(1,8),-1.00015 # DEPENDENCYPART_GRANDPAR
(4,1),(1,9),-0.788094 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.848637 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.5155 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.525836 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.333378 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.788061 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-0.661416 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.681423 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.725721 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-1.10127 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-0.856774 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.610056 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),-0.863464 # DEPENDENCYPART_GRANDPAR
(4,9),(9,18),-1.12129 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.078921 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),0.0140928 # DEPENDENCYPART_GRANDPAR
(5,1),(1,8),-0.690414 # DEPENDENCYPART_GRANDPAR
(5,1),(1,9),-0.768561 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.739563 # DEPENDENCYPART_GRANDPAR
(5,4),(4,6),-0.798289 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.720816 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.847321 # DEPENDENCYPART_GRANDPAR
(5,6),(6,7),0.294189 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),0.0476612 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.167878 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.0957346 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),0.318588 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.755531 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.528685 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.130145 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),0.0786944 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),0.097746 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.152383 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),0.00321956 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),-0.231505 # DEPENDENCYPART_GRANDPAR
(5,7),(7,21),-0.175801 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.257061 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.312225 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.253562 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.0473005 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),0.361076 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.382218 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),-0.568508 # DEPENDENCYPART_GRANDPAR
(5,9),(9,18),0.159227 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),-0.833763 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-0.663718 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,6),-0.0652072 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),-0.0867736 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.359083 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.409094 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.0865556 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.330643 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.435821 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-0.40386 # DEPENDENCYPART_GRANDPAR
(5,10),(10,17),-0.538599 # DEPENDENCYPART_GRANDPAR
(5,10),(10,18),-0.327406 # DEPENDENCYPART_GRANDPAR
(5,10),(10,19),-0.574001 # DEPENDENCYPART_GRANDPAR
(5,10),(10,20),-0.283499 # DEPENDENCYPART_GRANDPAR
(5,10),(10,21),-0.265149 # DEPENDENCYPART_GRANDPAR
(5,10),(10,22),-0.657457 # DEPENDENCYPART_GRANDPAR
(5,10),(10,23),-0.451709 # DEPENDENCYPART_GRANDPAR
(5,10),(10,24),-0.329655 # DEPENDENCYPART_GRANDPAR
(5,10),(10,25),-1.44814 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),0.222008 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),-0.248133 # DEPENDENCYPART_GRANDPAR
(5,12),(12,16),-0.453691 # DEPENDENCYPART_GRANDPAR
(5,13),(13,4),-0.763935 # DEPENDENCYPART_GRANDPAR
(5,13),(13,8),-0.0571739 # DEPENDENCYPART_GRANDPAR
(5,13),(13,9),0.172682 # DEPENDENCYPART_GRANDPAR
(5,13),(13,10),-0.112849 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),0.371816 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),-0.310011 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),-0.263983 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),-0.418079 # DEPENDENCYPART_GRANDPAR
(5,13),(13,16),-0.456009 # DEPENDENCYPART_GRANDPAR
(5,13),(13,18),-0.280835 # DEPENDENCYPART_GRANDPAR
(5,13),(13,19),-0.403915 # DEPENDENCYPART_GRANDPAR
(5,13),(13,21),-0.188553 # DEPENDENCYPART_GRANDPAR
(5,14),(14,1),-0.909095 # DEPENDENCYPART_GRANDPAR
(5,14),(14,2),-0.544286 # DEPENDENCYPART_GRANDPAR
(5,14),(14,5),-0.644742 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,14),(14,6),-0.133799 # DEPENDENCYPART_GRANDPAR
(5,14),(14,7),-0.0448688 # DEPENDENCYPART_GRANDPAR
(5,14),(14,8),-0.106509 # DEPENDENCYPART_GRANDPAR
(5,14),(14,9),0.0830105 # DEPENDENCYPART_GRANDPAR
(5,14),(14,10),-0.19286 # DEPENDENCYPART_GRANDPAR
(5,14),(14,11),-0.192631 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),-0.459592 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),-0.0646009 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),-0.356403 # DEPENDENCYPART_GRANDPAR
(5,14),(14,16),-0.0711293 # DEPENDENCYPART_GRANDPAR
(5,14),(14,17),-0.475197 # DEPENDENCYPART_GRANDPAR
(5,14),(14,18),-0.25423 # DEPENDENCYPART_GRANDPAR
(5,14),(14,19),-0.504937 # DEPENDENCYPART_GRANDPAR
(5,14),(14,20),-0.231799 # DEPENDENCYPART_GRANDPAR
(5,14),(14,21),-0.186998 # DEPENDENCYPART_GRANDPAR
(5,14),(14,22),-0.601585 # DEPENDENCYPART_GRANDPAR
(5,14),(14,23),-0.385518 # DEPENDENCYPART_GRANDPAR
(5,14),(14,24),-0.24862 # DEPENDENCYPART_GRANDPAR
(5,14),(14,25),-1.43251 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),0.0822044 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),-0.049787 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-0.453884 # DEPENDENCYPART_GRANDPAR
(5,15),(15,17),-0.481186 # DEPENDENCYPART_GRANDPAR
(5,15),(15,18),-0.235003 # DEPENDENCYPART_GRANDPAR
(5,15),(15,20),-0.244515 # DEPENDENCYPART_GRANDPAR
(5,15),(15,21),-0.168348 # DEPENDENCYPART_GRANDPAR
(5,15),(15,22),-0.652919 # DEPENDENCYPART_GRANDPAR
(5,15),(15,24),-0.227055 # DEPENDENCYPART_GRANDPAR
(5,15),(15,25),-1.47986 # DEPENDENCYPART_GRANDPAR
(5,16),(16,13),-0.0760244 # DEPENDENCYPART_GRANDPAR
(5,16),(16,15),-0.245582 # DEPENDENCYPART_GRANDPAR
(5,16),(16,17),-0.539635 # DEPENDENCYPART_GRANDPAR
(5,16),(16,18),-0.0818157 # DEPENDENCYPART_GRANDPAR
(5,16),(16,19),-0.457809 # DEPENDENCYPART_GRANDPAR
(5,16),(16,20),-0.298808 # DEPENDENCYPART_GRANDPAR
(5,16),(16,21),-0.0995806 # DEPENDENCYPART_GRANDPAR
(5,16),(16,22),-0.635163 # DEPENDENCYPART_GRANDPAR
(5,16),(16,24),-0.137454 # DEPENDENCYPART_GRANDPAR
(5,16),(16,25),-1.50706 # DEPENDENCYPART_GRANDPAR
(5,18),(18,11),0.325746 # DEPENDENCYPART_GRANDPAR
(5,18),(18,12),-0.3642 # DEPENDENCYPART_GRANDPAR
(5,18),(18,13),0.0440101 # DEPENDENCYPART_GRANDPAR
(5,18),(18,14),-0.125142 # DEPENDENCYPART_GRANDPAR
(5,18),(18,15),-0.168394 # DEPENDENCYPART_GRANDPAR
(5,18),(18,16),-0.324836 # DEPENDENCYPART_GRANDPAR
(5,18),(18,17),-0.377383 # DEPENDENCYPART_GRANDPAR
(5,18),(18,19),-0.338327 # DEPENDENCYPART_GRANDPAR
(5,18),(18,20),-0.280832 # DEPENDENCYPART_GRANDPAR
(5,18),(18,21),-0.153807 # DEPENDENCYPART_GRANDPAR
(5,18),(18,22),-0.326281 # DEPENDENCYPART_GRANDPAR
(5,18),(18,23),-0.450882 # DEPENDENCYPART_GRANDPAR
(5,18),(18,24),-0.229142 # DEPENDENCYPART_GRANDPAR
(5,18),(18,25),-1.34951 # DEPENDENCYPART_GRANDPAR
(5,21),(21,11),0.286505 # DEPENDENCYPART_GRANDPAR
(5,21),(21,12),-0.360997 # DEPENDENCYPART_GRANDPAR
(5,21),(21,15),-0.0868805 # DEPENDENCYPART_GRANDPAR
(5,21),(21,16),-0.301011 # DEPENDENCYPART_GRANDPAR
(5,21),(21,17),-0.360548 # DEPENDENCYPART_GRANDPAR
(5,21),(21,18),-0.226337 # DEPENDENCYPART_GRANDPAR
(5,21),(21,19),-0.470327 # DEPENDENCYPART_GRANDPAR
(5,21),(21,20),-0.127997 # DEPENDENCYPART_GRANDPAR
(5,21),(21,22),-0.307342 # DEPENDENCYPART_GRANDPAR
(5,21),(21,23),-0.447309 # DEPENDENCYPART_GRANDPAR
(5,21),(21,24),-0.265286 # DEPENDENCYPART_GRANDPAR
(5,21),(21,25),-1.38143 # DEPENDENCYPART_GRANDPAR
(5,22),(22,23),-0.332773 # DEPENDENCYPART_GRANDPAR
(5,22),(22,24),0.136956 # DEPENDENCYPART_GRANDPAR
(5,22),(22,25),-1.53757 # DEPENDENCYPART_GRANDPAR
(5,24),(24,11),0.277676 # DEPENDENCYPART_GRANDPAR
(5,24),(24,15),-0.144997 # DEPENDENCYPART_GRANDPAR
(5,24),(24,17),-0.370906 # DEPENDENCYPART_GRANDPAR
(5,24),(24,18),-0.24176 # DEPENDENCYPART_GRANDPAR
(5,24),(24,19),-0.523459 # DEPENDENCYPART_GRANDPAR
(5,24),(24,20),-0.138355 # DEPENDENCYPART_GRANDPAR
(5,24),(24,21),-0.148729 # DEPENDENCYPART_GRANDPAR
(5,24),(24,23),-0.290221 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.305633 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.276211 # DEPENDENCYPART_GRANDPAR
(6,1),(1,8),-0.866294 # DEPENDENCYPART_GRANDPAR
(6,1),(1,9),-1.21052 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-1.21795 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-1.16641 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-1.11596 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.34324 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.79736 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.377988 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.0229185 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-0.372808 # DEPENDENCYPART_GRANDPAR
(6,7),(7,21),-0.704536 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.634131 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),-0.596823 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.582196 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-1.17448 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.418036 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.546052 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),-0.198231 # DEPENDENCYPART_GRANDPAR
(6,9),(9,18),-0.947223 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),-0.957488 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-0.945303 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-1.38635 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,8),-0.380623 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.701346 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.884003 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.17613 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.487907 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.966644 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.413622 # DEPENDENCYPART_GRANDPAR
(6,10),(10,17),-1.32683 # DEPENDENCYPART_GRANDPAR
(6,10),(10,18),-0.721507 # DEPENDENCYPART_GRANDPAR
(6,10),(10,19),-0.323948 # DEPENDENCYPART_GRANDPAR
(6,10),(10,20),-1.2722 # DEPENDENCYPART_GRANDPAR
(6,10),(10,21),-0.814053 # DEPENDENCYPART_GRANDPAR
(6,10),(10,22),-0.761212 # DEPENDENCYPART_GRANDPAR
(6,10),(10,23),-1.91447 # DEPENDENCYPART_GRANDPAR
(6,10),(10,24),-0.903482 # DEPENDENCYPART_GRANDPAR
(6,10),(10,25),-1.92784 # DEPENDENCYPART_GRANDPAR
(6,13),(13,4),-1.23718 # DEPENDENCYPART_GRANDPAR
(6,13),(13,8),-0.124881 # DEPENDENCYPART_GRANDPAR
(6,13),(13,9),-0.494562 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),-0.357963 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),-0.407193 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),-0.714286 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.412214 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),-0.82529 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),-0.502431 # DEPENDENCYPART_GRANDPAR
(6,13),(13,18),-0.632202 # DEPENDENCYPART_GRANDPAR
(6,13),(13,19),-0.212433 # DEPENDENCYPART_GRANDPAR
(6,13),(13,21),-0.712263 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-1.37173 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),-0.52626 # DEPENDENCYPART_GRANDPAR
(7,4),(4,9),-0.760773 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-1.33496 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.519624 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.213938 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.56673 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.90587 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.886701 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.873359 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),-1.11212 # DEPENDENCYPART_GRANDPAR
(7,5),(5,13),-0.90541 # DEPENDENCYPART_GRANDPAR
(7,5),(5,14),-0.889305 # DEPENDENCYPART_GRANDPAR
(7,5),(5,15),-0.965882 # DEPENDENCYPART_GRANDPAR
(7,5),(5,16),-1.25295 # DEPENDENCYPART_GRANDPAR
(7,5),(5,18),-0.998848 # DEPENDENCYPART_GRANDPAR
(7,5),(5,19),-1.12885 # DEPENDENCYPART_GRANDPAR
(7,5),(5,21),-0.966454 # DEPENDENCYPART_GRANDPAR
(7,5),(5,22),-0.715154 # DEPENDENCYPART_GRANDPAR
(7,5),(5,24),-1.05231 # DEPENDENCYPART_GRANDPAR
(7,5),(5,25),-1.86446 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-1.00396 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.49951 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.73828 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.763008 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.817922 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),-0.837511 # DEPENDENCYPART_GRANDPAR
(7,8),(8,9),-0.28016 # DEPENDENCYPART_GRANDPAR
(7,9),(9,8),-0.426008 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.413318 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.0467978 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),0.195912 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.43849 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.676132 # DEPENDENCYPART_GRANDPAR
(7,9),(9,18),0.206233 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-1.45935 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-1.07273 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-1.15425 # DEPENDENCYPART_GRANDPAR
(7,10),(10,8),-0.200305 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.563879 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.401525 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.244652 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.391486 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.457196 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.516055 # DEPENDENCYPART_GRANDPAR
(7,10),(10,17),-0.400145 # DEPENDENCYPART_GRANDPAR
(7,10),(10,18),-0.273334 # DEPENDENCYPART_GRANDPAR
(7,10),(10,19),-0.479632 # DEPENDENCYPART_GRANDPAR
(7,10),(10,20),-0.248717 # DEPENDENCYPART_GRANDPAR
(7,10),(10,21),-0.27306 # DEPENDENCYPART_GRANDPAR
(7,10),(10,22),-0.0609036 # DEPENDENCYPART_GRANDPAR
(7,10),(10,23),-0.55184 # DEPENDENCYPART_GRANDPAR
(7,10),(10,24),-0.36001 # DEPENDENCYPART_GRANDPAR
(7,10),(10,25),-1.40412 # DEPENDENCYPART_GRANDPAR
(7,13),(13,4),-1.34582 # DEPENDENCYPART_GRANDPAR
(7,13),(13,8),-0.184941 # DEPENDENCYPART_GRANDPAR
(7,13),(13,9),0.119787 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),-0.287219 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),0.149771 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.306017 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.320876 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-0.435721 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-0.564172 # DEPENDENCYPART_GRANDPAR
(7,13),(13,18),-0.22332 # DEPENDENCYPART_GRANDPAR
(7,13),(13,19),-0.305722 # DEPENDENCYPART_GRANDPAR
(7,13),(13,21),-0.193022 # DEPENDENCYPART_GRANDPAR
(7,14),(14,1),-1.53464 # DEPENDENCYPART_GRANDPAR
(7,14),(14,2),-0.911154 # DEPENDENCYPART_GRANDPAR
(7,14),(14,5),-1.11996 # DEPENDENCYPART_GRANDPAR
(7,14),(14,6),-1.25081 # DEPENDENCYPART_GRANDPAR
(7,14),(14,7),-0.867868 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,14),(14,8),-0.218485 # DEPENDENCYPART_GRANDPAR
(7,14),(14,9),0.0459011 # DEPENDENCYPART_GRANDPAR
(7,14),(14,10),-0.35144 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),-0.390627 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),-0.439978 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),-0.210656 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),-0.378507 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),-0.18305 # DEPENDENCYPART_GRANDPAR
(7,14),(14,17),-0.338908 # DEPENDENCYPART_GRANDPAR
(7,14),(14,18),-0.20262 # DEPENDENCYPART_GRANDPAR
(7,14),(14,19),-0.412734 # DEPENDENCYPART_GRANDPAR
(7,14),(14,20),-0.199183 # DEPENDENCYPART_GRANDPAR
(7,14),(14,21),-0.197371 # DEPENDENCYPART_GRANDPAR
(7,14),(14,22),-0.00719625 # DEPENDENCYPART_GRANDPAR
(7,14),(14,23),-0.487815 # DEPENDENCYPART_GRANDPAR
(7,14),(14,24),-0.281437 # DEPENDENCYPART_GRANDPAR
(7,14),(14,25),-1.39065 # DEPENDENCYPART_GRANDPAR
(7,21),(21,11),0.0644595 # DEPENDENCYPART_GRANDPAR
(7,21),(21,12),-0.357003 # DEPENDENCYPART_GRANDPAR
(7,21),(21,15),-0.143305 # DEPENDENCYPART_GRANDPAR
(7,21),(21,16),-0.445067 # DEPENDENCYPART_GRANDPAR
(7,21),(21,17),-0.231056 # DEPENDENCYPART_GRANDPAR
(7,21),(21,18),-0.175842 # DEPENDENCYPART_GRANDPAR
