# _root_ Mr. Eskandarian , who resigned his Della Femina post in September , becomes chairman and chief executive of Arnold .
#goldHeads=2,13,2,5,2,9,9,9,5,5,10,2,0,13,14,17,15,14,18,13,
#predictedHeads=2,13,2,5,2,9,9,9,5,5,10,2,0,13,14,17,15,14,18,13,
(5,7),(7,12),-0.185202 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),0.0879302 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),-0.335672 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),-0.131393 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-1.33785 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.758325 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.706213 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),0.594681 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),0.403978 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),0.154489 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),0.192185 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),0.163099 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.187847 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),0.0891857 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-0.336612 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),-0.13253 # DEPENDENCYPART_GRANDPAR
(5,8),(8,20),-0.879136 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-0.941102 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-1.31908 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-1.25014 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.674417 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.633654 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),0.600327 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),0.424124 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),0.159475 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),0.110459 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),0.0634915 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.155309 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),0.04927 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.38681 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.244676 # DEPENDENCYPART_GRANDPAR
(5,9),(9,17),-0.168095 # DEPENDENCYPART_GRANDPAR
(5,9),(9,18),0.0492167 # DEPENDENCYPART_GRANDPAR
(5,9),(9,19),-0.367261 # DEPENDENCYPART_GRANDPAR
(5,9),(9,20),-0.935395 # DEPENDENCYPART_GRANDPAR
(5,10),(10,4),-0.585843 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),0.324748 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),0.498857 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.183772 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.0672312 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.168723 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.184842 # DEPENDENCYPART_GRANDPAR
(5,10),(10,17),0.0393829 # DEPENDENCYPART_GRANDPAR
(5,11),(11,6),0.596835 # DEPENDENCYPART_GRANDPAR
(5,11),(11,7),0.399776 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),0.137578 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),0.335777 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.310034 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),0.0817865 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.369351 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),-0.152261 # DEPENDENCYPART_GRANDPAR
(5,11),(11,17),-0.173672 # DEPENDENCYPART_GRANDPAR
(5,11),(11,18),-0.0372727 # DEPENDENCYPART_GRANDPAR
(5,13),(13,1),-0.723005 # DEPENDENCYPART_GRANDPAR
(5,13),(13,2),-1.10157 # DEPENDENCYPART_GRANDPAR
(5,13),(13,3),-0.916706 # DEPENDENCYPART_GRANDPAR
(5,13),(13,4),-0.59233 # DEPENDENCYPART_GRANDPAR
(5,13),(13,5),-0.87157 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,13),(13,6),0.366296 # DEPENDENCYPART_GRANDPAR
(5,13),(13,7),0.234268 # DEPENDENCYPART_GRANDPAR
(5,13),(13,8),-0.0301719 # DEPENDENCYPART_GRANDPAR
(5,13),(13,9),0.178054 # DEPENDENCYPART_GRANDPAR
(5,13),(13,10),0.0693103 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),-0.0308055 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),-0.237283 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),-0.287974 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),-0.0333978 # DEPENDENCYPART_GRANDPAR
(5,13),(13,16),-0.324335 # DEPENDENCYPART_GRANDPAR
(5,13),(13,17),-0.0982713 # DEPENDENCYPART_GRANDPAR
(5,13),(13,18),-0.0215262 # DEPENDENCYPART_GRANDPAR
(5,13),(13,19),-0.353686 # DEPENDENCYPART_GRANDPAR
(5,13),(13,20),-1.03656 # DEPENDENCYPART_GRANDPAR
(5,14),(14,6),0.628537 # DEPENDENCYPART_GRANDPAR
(5,14),(14,9),0.298735 # DEPENDENCYPART_GRANDPAR
(5,14),(14,10),0.351212 # DEPENDENCYPART_GRANDPAR
(5,14),(14,11),0.195882 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),0.329711 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),0.396922 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),-0.213454 # DEPENDENCYPART_GRANDPAR
(5,14),(14,16),-0.42162 # DEPENDENCYPART_GRANDPAR
(5,14),(14,17),-0.107597 # DEPENDENCYPART_GRANDPAR
(5,14),(14,18),0.143005 # DEPENDENCYPART_GRANDPAR
(5,14),(14,19),-0.370272 # DEPENDENCYPART_GRANDPAR
(5,14),(14,20),-0.944047 # DEPENDENCYPART_GRANDPAR
(5,15),(15,2),-1.11744 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-0.386971 # DEPENDENCYPART_GRANDPAR
(5,15),(15,17),-0.342773 # DEPENDENCYPART_GRANDPAR
(5,15),(15,18),0.0528167 # DEPENDENCYPART_GRANDPAR
(5,15),(15,19),-0.382247 # DEPENDENCYPART_GRANDPAR
(5,17),(17,6),0.59189 # DEPENDENCYPART_GRANDPAR
(5,17),(17,7),0.401948 # DEPENDENCYPART_GRANDPAR
(5,17),(17,9),0.27849 # DEPENDENCYPART_GRANDPAR
(5,17),(17,10),0.349292 # DEPENDENCYPART_GRANDPAR
(5,17),(17,11),0.125328 # DEPENDENCYPART_GRANDPAR
(5,17),(17,14),-0.228531 # DEPENDENCYPART_GRANDPAR
(5,17),(17,15),0.228724 # DEPENDENCYPART_GRANDPAR
(5,17),(17,16),-0.138353 # DEPENDENCYPART_GRANDPAR
(5,17),(17,18),0.0954285 # DEPENDENCYPART_GRANDPAR
(5,17),(17,19),-0.240555 # DEPENDENCYPART_GRANDPAR
(5,17),(17,20),-0.864906 # DEPENDENCYPART_GRANDPAR
(5,18),(18,17),0.00511059 # DEPENDENCYPART_GRANDPAR
(5,18),(18,19),-0.342015 # DEPENDENCYPART_GRANDPAR
(5,18),(18,20),-1.0354 # DEPENDENCYPART_GRANDPAR
(5,19),(19,16),-0.188028 # DEPENDENCYPART_GRANDPAR
(5,19),(19,17),0.00300647 # DEPENDENCYPART_GRANDPAR
(5,19),(19,20),-0.878136 # DEPENDENCYPART_GRANDPAR
(5,20),(20,19),-0.577353 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.0640384 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.301145 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.164088 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),-0.127016 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.47379 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),-0.320455 # DEPENDENCYPART_GRANDPAR
(6,2),(2,8),-0.559925 # DEPENDENCYPART_GRANDPAR
(6,2),(2,9),-0.549581 # DEPENDENCYPART_GRANDPAR
(6,2),(2,10),-0.690844 # DEPENDENCYPART_GRANDPAR
(6,2),(2,11),-0.813327 # DEPENDENCYPART_GRANDPAR
(6,2),(2,12),-0.790872 # DEPENDENCYPART_GRANDPAR
(6,2),(2,13),-0.634426 # DEPENDENCYPART_GRANDPAR
(6,2),(2,14),-0.756932 # DEPENDENCYPART_GRANDPAR
(6,2),(2,15),-0.811715 # DEPENDENCYPART_GRANDPAR
(6,2),(2,17),-0.771982 # DEPENDENCYPART_GRANDPAR
(6,2),(2,18),-0.914764 # DEPENDENCYPART_GRANDPAR
(6,2),(2,19),-1.02532 # DEPENDENCYPART_GRANDPAR
(6,2),(2,20),-0.87075 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.095401 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.171599 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.380791 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.426048 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.187172 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.472342 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.385807 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.348517 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.457561 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.102482 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.4723 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.262962 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.502432 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.460462 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.68917 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-0.755834 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),-0.625316 # DEPENDENCYPART_GRANDPAR
(6,5),(5,13),-0.637105 # DEPENDENCYPART_GRANDPAR
(6,5),(5,14),-0.668034 # DEPENDENCYPART_GRANDPAR
(6,5),(5,15),-0.734204 # DEPENDENCYPART_GRANDPAR
(6,5),(5,17),-0.682632 # DEPENDENCYPART_GRANDPAR
(6,5),(5,18),-0.915587 # DEPENDENCYPART_GRANDPAR
(6,5),(5,19),-0.967827 # DEPENDENCYPART_GRANDPAR
(6,5),(5,20),-0.765651 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.885671 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.563423 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.652993 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.948186 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),0.0297927 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.240209 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.22404 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.140901 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.144705 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-0.19063 # DEPENDENCYPART_GRANDPAR
(6,7),(7,15),-0.31038 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-0.885671 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.563423 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.652993 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.948186 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.336551 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.00173921 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.24021 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.215714 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.142669 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.142572 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.190693 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-0.31064 # DEPENDENCYPART_GRANDPAR
(6,8),(8,20),-0.33558 # DEPENDENCYPART_GRANDPAR
(6,10),(10,4),-0.440834 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),0.0363194 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.12109 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.193755 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.279626 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.0970612 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.365971 # DEPENDENCYPART_GRANDPAR
(6,10),(10,17),-0.13517 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.424904 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.495565 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-0.272002 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),-0.501511 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),-0.618352 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-1.86041 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,8),-0.762904 # DEPENDENCYPART_GRANDPAR
(7,2),(2,9),-1.04204 # DEPENDENCYPART_GRANDPAR
(7,2),(2,10),-0.781578 # DEPENDENCYPART_GRANDPAR
(7,2),(2,11),-1.37324 # DEPENDENCYPART_GRANDPAR
(7,2),(2,12),-1.21065 # DEPENDENCYPART_GRANDPAR
(7,2),(2,13),-1.05908 # DEPENDENCYPART_GRANDPAR
(7,2),(2,14),-1.32532 # DEPENDENCYPART_GRANDPAR
(7,2),(2,15),-1.26382 # DEPENDENCYPART_GRANDPAR
(7,2),(2,17),-1.52572 # DEPENDENCYPART_GRANDPAR
(7,2),(2,18),-1.5316 # DEPENDENCYPART_GRANDPAR
(7,2),(2,19),-1.67055 # DEPENDENCYPART_GRANDPAR
(7,2),(2,20),-1.70677 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.453312 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.420718 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.564959 # DEPENDENCYPART_GRANDPAR
(7,4),(4,9),-0.8783 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.621358 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.338923 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.405967 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.319673 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.668949 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.71294 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.615436 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.868591 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.696043 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-1.22577 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),-0.962968 # DEPENDENCYPART_GRANDPAR
(7,5),(5,13),-0.98522 # DEPENDENCYPART_GRANDPAR
(7,5),(5,14),-1.15209 # DEPENDENCYPART_GRANDPAR
(7,5),(5,15),-1.09671 # DEPENDENCYPART_GRANDPAR
(7,5),(5,17),-1.35203 # DEPENDENCYPART_GRANDPAR
(7,5),(5,18),-1.4411 # DEPENDENCYPART_GRANDPAR
(7,5),(5,19),-1.52308 # DEPENDENCYPART_GRANDPAR
(7,5),(5,20),-1.5261 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.456081 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.389204 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.429628 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.601059 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.71031 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.612807 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.695085 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-1.1629 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.874976 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-1.11789 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-1.23504 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-1.04728 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.537901 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.267399 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.623249 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.364959 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.504253 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.820556 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.463714 # DEPENDENCYPART_GRANDPAR
(7,8),(8,20),-0.902479 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-0.682256 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-0.206367 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.521957 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.474787 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.694369 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.808055 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.773291 # DEPENDENCYPART_GRANDPAR
(7,10),(10,17),-1.01618 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-1.23504 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-1.05675 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),0.0430052 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),-0.381029 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.474022 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.505265 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.842901 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.475434 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),-1.02573 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),-1.01979 # DEPENDENCYPART_GRANDPAR
(7,13),(13,1),-1.21776 # DEPENDENCYPART_GRANDPAR
(7,13),(13,2),-1.00624 # DEPENDENCYPART_GRANDPAR
(7,13),(13,3),-0.894196 # DEPENDENCYPART_GRANDPAR
(7,13),(13,4),-0.805296 # DEPENDENCYPART_GRANDPAR
(7,13),(13,5),-1.03943 # DEPENDENCYPART_GRANDPAR
(7,13),(13,6),-1.16086 # DEPENDENCYPART_GRANDPAR
(7,13),(13,7),-1.22194 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,13),(13,8),-0.123625 # DEPENDENCYPART_GRANDPAR
(7,13),(13,9),-0.321421 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),-0.108045 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),-0.735998 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.526233 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.581913 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-0.548926 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-0.970092 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),-0.79035 # DEPENDENCYPART_GRANDPAR
(7,13),(13,18),-0.863128 # DEPENDENCYPART_GRANDPAR
(7,13),(13,19),-0.881857 # DEPENDENCYPART_GRANDPAR
(7,13),(13,20),-1.15973 # DEPENDENCYPART_GRANDPAR
(7,14),(14,6),-1.21097 # DEPENDENCYPART_GRANDPAR
(7,14),(14,9),-0.114882 # DEPENDENCYPART_GRANDPAR
(7,14),(14,10),-0.197861 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),-0.596467 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),-0.392654 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),-0.341223 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),-0.546136 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),-1.01051 # DEPENDENCYPART_GRANDPAR
(7,14),(14,17),-0.752046 # DEPENDENCYPART_GRANDPAR
(7,14),(14,18),-0.548838 # DEPENDENCYPART_GRANDPAR
(7,14),(14,19),-1.03801 # DEPENDENCYPART_GRANDPAR
(7,14),(14,20),-0.97111 # DEPENDENCYPART_GRANDPAR
(7,15),(15,2),-0.899761 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),-1.04138 # DEPENDENCYPART_GRANDPAR
(7,15),(15,17),-0.856189 # DEPENDENCYPART_GRANDPAR
(7,15),(15,18),-1.1567 # DEPENDENCYPART_GRANDPAR
(7,15),(15,19),-0.635347 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.281185 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.287301 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.0810466 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),-0.169759 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),-0.465705 # DEPENDENCYPART_GRANDPAR
(8,2),(2,7),-0.302243 # DEPENDENCYPART_GRANDPAR
(8,2),(2,8),-1.72693 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,2),(2,9),-0.692088 # DEPENDENCYPART_GRANDPAR
(8,2),(2,10),-1.02733 # DEPENDENCYPART_GRANDPAR
(8,2),(2,11),-1.2305 # DEPENDENCYPART_GRANDPAR
(8,2),(2,12),-1.05565 # DEPENDENCYPART_GRANDPAR
(8,2),(2,13),-1.05942 # DEPENDENCYPART_GRANDPAR
(8,2),(2,14),-1.12538 # DEPENDENCYPART_GRANDPAR
(8,2),(2,15),-1.07236 # DEPENDENCYPART_GRANDPAR
(8,2),(2,17),-1.34012 # DEPENDENCYPART_GRANDPAR
(8,2),(2,18),-1.41488 # DEPENDENCYPART_GRANDPAR
(8,2),(2,19),-1.67645 # DEPENDENCYPART_GRANDPAR
(8,2),(2,20),-1.65409 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.296934 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.212621 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.233193 # DEPENDENCYPART_GRANDPAR
(8,4),(4,9),-0.528346 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.477485 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.182509 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.197833 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.130422 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.516282 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),-0.51851 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-1.57947 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-0.518637 # DEPENDENCYPART_GRANDPAR
(8,5),(5,10),-0.9418 # DEPENDENCYPART_GRANDPAR
(8,5),(5,11),-1.08303 # DEPENDENCYPART_GRANDPAR
(8,5),(5,12),-0.807963 # DEPENDENCYPART_GRANDPAR
(8,5),(5,13),-0.985566 # DEPENDENCYPART_GRANDPAR
(8,5),(5,14),-0.952151 # DEPENDENCYPART_GRANDPAR
(8,5),(5,15),-0.905241 # DEPENDENCYPART_GRANDPAR
(8,5),(5,17),-1.16643 # DEPENDENCYPART_GRANDPAR
(8,5),(5,18),-1.32438 # DEPENDENCYPART_GRANDPAR
(8,5),(5,19),-1.52898 # DEPENDENCYPART_GRANDPAR
(8,5),(5,20),-1.47341 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.299665 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.181068 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.240374 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.269287 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.534869 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.57684 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,10),-0.940842 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.239962 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.332965 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.283711 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.626024 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.72693 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,10),-1.02733 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-1.2305 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-1.05565 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-1.05942 # DEPENDENCYPART_GRANDPAR
(8,7),(7,14),-1.12538 # DEPENDENCYPART_GRANDPAR
(8,7),(7,15),-1.07236 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-1.18875 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-0.964591 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-0.837102 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.603272 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.743177 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-1.05813 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-1.08279 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.94107 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.453246 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.595932 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.347362 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.374351 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.478453 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.446574 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),-0.649384 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),-0.5235 # DEPENDENCYPART_GRANDPAR
(8,9),(9,19),-1.03855 # DEPENDENCYPART_GRANDPAR
(8,9),(9,20),-0.911584 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-0.492951 # DEPENDENCYPART_GRANDPAR
(8,10),(10,9),0.143552 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.38012 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.319961 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.694763 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.602871 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.580927 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),-0.825332 # DEPENDENCYPART_GRANDPAR
