# _root_ At Shearson Lehman , executives created potential new commercials Friday night and throughout the weekend , then had to regroup yesterday afternoon .
#goldHeads=6,3,1,6,6,0,9,9,6,11,6,11,12,15,13,6,18,6,18,19,22,20,6,
#predictedHeads=6,3,1,6,6,0,9,9,6,11,6,6,12,15,13,18,18,12,18,19,22,20,6,
(1,11),(11,13),-0.0655681 # DEPENDENCYPART_GRANDPAR
(1,11),(11,15),-0.372735 # DEPENDENCYPART_GRANDPAR
(1,11),(11,16),-0.449989 # DEPENDENCYPART_GRANDPAR
(1,11),(11,17),-0.538485 # DEPENDENCYPART_GRANDPAR
(1,11),(11,18),0.195131 # DEPENDENCYPART_GRANDPAR
(1,11),(11,19),-1.30077 # DEPENDENCYPART_GRANDPAR
(1,11),(11,23),-1.80861 # DEPENDENCYPART_GRANDPAR
(1,12),(12,10),-0.799841 # DEPENDENCYPART_GRANDPAR
(1,12),(12,11),-0.171145 # DEPENDENCYPART_GRANDPAR
(1,12),(12,13),0.301014 # DEPENDENCYPART_GRANDPAR
(1,12),(12,14),-0.676983 # DEPENDENCYPART_GRANDPAR
(1,12),(12,15),-0.607194 # DEPENDENCYPART_GRANDPAR
(1,12),(12,16),-0.620832 # DEPENDENCYPART_GRANDPAR
(1,12),(12,17),-0.301487 # DEPENDENCYPART_GRANDPAR
(1,12),(12,18),-0.116403 # DEPENDENCYPART_GRANDPAR
(1,12),(12,19),-1.2318 # DEPENDENCYPART_GRANDPAR
(1,12),(12,22),-1.08226 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.65077 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.675918 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-1.28013 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.68036 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.944315 # DEPENDENCYPART_GRANDPAR
(2,1),(1,7),-0.926655 # DEPENDENCYPART_GRANDPAR
(2,1),(1,9),-0.926234 # DEPENDENCYPART_GRANDPAR
(2,1),(1,11),-1.02751 # DEPENDENCYPART_GRANDPAR
(2,1),(1,12),-1.12935 # DEPENDENCYPART_GRANDPAR
(2,1),(1,23),-1.83577 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-1.17419 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.915969 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.635081 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.166394 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.47171 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.559999 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-0.492497 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),-0.406349 # DEPENDENCYPART_GRANDPAR
(2,3),(3,10),-0.445421 # DEPENDENCYPART_GRANDPAR
(2,3),(3,11),-0.582404 # DEPENDENCYPART_GRANDPAR
(2,3),(3,12),-0.370475 # DEPENDENCYPART_GRANDPAR
(2,3),(3,15),-0.635591 # DEPENDENCYPART_GRANDPAR
(2,3),(3,16),-0.848877 # DEPENDENCYPART_GRANDPAR
(2,3),(3,18),-0.820656 # DEPENDENCYPART_GRANDPAR
(2,3),(3,23),-1.0961 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-1.02387 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-1.16738 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),-0.192021 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.762246 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.370498 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.334651 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.236005 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.302062 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-0.43004 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),-0.403462 # DEPENDENCYPART_GRANDPAR
(2,5),(5,12),-0.41739 # DEPENDENCYPART_GRANDPAR
(2,5),(5,13),-0.489495 # DEPENDENCYPART_GRANDPAR
(2,5),(5,16),-0.823323 # DEPENDENCYPART_GRANDPAR
(2,5),(5,18),-0.734771 # DEPENDENCYPART_GRANDPAR
(2,5),(5,23),-1.19966 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-1.1278 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-1.15361 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),-0.18539 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),-0.908995 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),-0.102455 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.324118 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.205051 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.240316 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),-0.327067 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),-0.213529 # DEPENDENCYPART_GRANDPAR
(2,6),(6,12),-0.414536 # DEPENDENCYPART_GRANDPAR
(2,6),(6,13),-0.332813 # DEPENDENCYPART_GRANDPAR
(2,6),(6,15),-0.323719 # DEPENDENCYPART_GRANDPAR
(2,6),(6,16),-0.985574 # DEPENDENCYPART_GRANDPAR
(2,6),(6,17),-0.307671 # DEPENDENCYPART_GRANDPAR
(2,6),(6,18),-0.739097 # DEPENDENCYPART_GRANDPAR
(2,6),(6,19),-0.697523 # DEPENDENCYPART_GRANDPAR
(2,6),(6,21),-0.80973 # DEPENDENCYPART_GRANDPAR
(2,6),(6,22),-0.670655 # DEPENDENCYPART_GRANDPAR
(2,6),(6,23),-1.37287 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.337034 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.23299 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-0.818777 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),-0.458098 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-0.588089 # DEPENDENCYPART_GRANDPAR
(3,1),(1,7),-0.634962 # DEPENDENCYPART_GRANDPAR
(3,1),(1,9),-0.634493 # DEPENDENCYPART_GRANDPAR
(3,1),(1,11),-0.695453 # DEPENDENCYPART_GRANDPAR
(3,1),(1,12),-0.61676 # DEPENDENCYPART_GRANDPAR
(3,1),(1,23),-1.52601 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.437228 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.35307 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-1.03107 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.481836 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.626269 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.752519 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.879573 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.758291 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),-0.299538 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.0145233 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.04243 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.00492721 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),0.00433687 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.158444 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-0.0704963 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),0.0915137 # DEPENDENCYPART_GRANDPAR
(3,5),(5,13),-0.114081 # DEPENDENCYPART_GRANDPAR
(3,5),(5,16),-0.354661 # DEPENDENCYPART_GRANDPAR
(3,5),(5,18),-0.346033 # DEPENDENCYPART_GRANDPAR
(3,5),(5,23),-0.892258 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.856453 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.84304 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.756709 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),-0.450988 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),0.113766 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.033348 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),0.0245767 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),0.0646313 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.0569225 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),0.114506 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),0.0929168 # DEPENDENCYPART_GRANDPAR
(3,6),(6,13),0.0423738 # DEPENDENCYPART_GRANDPAR
(3,6),(6,15),-0.171239 # DEPENDENCYPART_GRANDPAR
(3,6),(6,16),-0.518357 # DEPENDENCYPART_GRANDPAR
(3,6),(6,17),0.0327784 # DEPENDENCYPART_GRANDPAR
(3,6),(6,18),-0.351656 # DEPENDENCYPART_GRANDPAR
(3,6),(6,19),-0.288028 # DEPENDENCYPART_GRANDPAR
(3,6),(6,21),-0.604326 # DEPENDENCYPART_GRANDPAR
(3,6),(6,22),-0.318595 # DEPENDENCYPART_GRANDPAR
(3,6),(6,23),-1.06692 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-0.782588 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,5),0.214088 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),-0.0318398 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),0.116608 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.0347773 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),0.00505449 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.0712197 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),-0.0162123 # DEPENDENCYPART_GRANDPAR
(3,7),(7,13),-0.0961828 # DEPENDENCYPART_GRANDPAR
(3,8),(8,1),-0.823039 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-0.814652 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,4),-0.375849 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),0.2034 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),-0.0393283 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-0.172198 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.0499202 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-0.0617481 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.0835846 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),-0.0174434 # DEPENDENCYPART_GRANDPAR
(3,9),(9,1),-0.750352 # DEPENDENCYPART_GRANDPAR
(3,9),(9,2),-0.879188 # DEPENDENCYPART_GRANDPAR
(3,9),(9,3),-0.75122 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,9),(9,4),-0.30846 # DEPENDENCYPART_GRANDPAR
(3,9),(9,5),0.143632 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),0.0981081 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),-0.088743 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),0.108786 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.18276 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),-0.0765378 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),0.0773634 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),-0.0948686 # DEPENDENCYPART_GRANDPAR
(3,9),(9,15),-0.321624 # DEPENDENCYPART_GRANDPAR
(3,9),(9,16),-0.360951 # DEPENDENCYPART_GRANDPAR
(3,9),(9,17),-0.109086 # DEPENDENCYPART_GRANDPAR
(3,9),(9,18),-0.348335 # DEPENDENCYPART_GRANDPAR
(3,9),(9,19),-0.403475 # DEPENDENCYPART_GRANDPAR
(3,9),(9,23),-0.888854 # DEPENDENCYPART_GRANDPAR
(3,10),(10,7),-0.0404059 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),0.167857 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),-0.0550872 # DEPENDENCYPART_GRANDPAR
(3,10),(10,12),0.100873 # DEPENDENCYPART_GRANDPAR
(3,10),(10,13),-0.253499 # DEPENDENCYPART_GRANDPAR
(3,11),(11,1),-0.809964 # DEPENDENCYPART_GRANDPAR
(3,11),(11,2),-0.949767 # DEPENDENCYPART_GRANDPAR
(3,11),(11,3),-0.646343 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,11),(11,4),-0.28592 # DEPENDENCYPART_GRANDPAR
(3,11),(11,5),0.187264 # DEPENDENCYPART_GRANDPAR
(3,11),(11,6),0.0943143 # DEPENDENCYPART_GRANDPAR
(3,11),(11,7),0.0473257 # DEPENDENCYPART_GRANDPAR
(3,11),(11,8),0.176166 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),0.0089299 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.121392 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-0.0939798 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),-0.0929502 # DEPENDENCYPART_GRANDPAR
(3,11),(11,15),-0.331621 # DEPENDENCYPART_GRANDPAR
(3,11),(11,16),-0.550533 # DEPENDENCYPART_GRANDPAR
(3,11),(11,17),-0.102297 # DEPENDENCYPART_GRANDPAR
(3,11),(11,18),-0.255163 # DEPENDENCYPART_GRANDPAR
(3,11),(11,19),-0.441907 # DEPENDENCYPART_GRANDPAR
(3,11),(11,23),-0.874967 # DEPENDENCYPART_GRANDPAR
(3,12),(12,10),-0.461369 # DEPENDENCYPART_GRANDPAR
(3,12),(12,11),-0.177015 # DEPENDENCYPART_GRANDPAR
(3,12),(12,13),-0.337118 # DEPENDENCYPART_GRANDPAR
(3,12),(12,14),-1.4215 # DEPENDENCYPART_GRANDPAR
(3,12),(12,15),-0.273247 # DEPENDENCYPART_GRANDPAR
(3,12),(12,16),-0.359924 # DEPENDENCYPART_GRANDPAR
(3,12),(12,17),-0.0863723 # DEPENDENCYPART_GRANDPAR
(3,12),(12,18),-0.61504 # DEPENDENCYPART_GRANDPAR
(3,12),(12,19),-0.537243 # DEPENDENCYPART_GRANDPAR
(3,12),(12,22),-0.432418 # DEPENDENCYPART_GRANDPAR
(3,15),(15,10),-0.0949296 # DEPENDENCYPART_GRANDPAR
(3,15),(15,13),-0.108204 # DEPENDENCYPART_GRANDPAR
(3,15),(15,14),-1.01904 # DEPENDENCYPART_GRANDPAR
(3,15),(15,16),-0.549706 # DEPENDENCYPART_GRANDPAR
(3,15),(15,17),-0.107676 # DEPENDENCYPART_GRANDPAR
(3,15),(15,18),-0.244847 # DEPENDENCYPART_GRANDPAR
(3,15),(15,19),-0.472555 # DEPENDENCYPART_GRANDPAR
(3,15),(15,22),-0.475261 # DEPENDENCYPART_GRANDPAR
(3,18),(18,1),-0.873968 # DEPENDENCYPART_GRANDPAR
(3,18),(18,2),-0.846478 # DEPENDENCYPART_GRANDPAR
(3,18),(18,3),-0.76178 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,18),(18,4),-0.429502 # DEPENDENCYPART_GRANDPAR
(3,18),(18,5),0.132594 # DEPENDENCYPART_GRANDPAR
(3,18),(18,6),-0.092713 # DEPENDENCYPART_GRANDPAR
(3,18),(18,7),-0.186637 # DEPENDENCYPART_GRANDPAR
(3,18),(18,8),-0.0505762 # DEPENDENCYPART_GRANDPAR
(3,18),(18,9),-0.0667244 # DEPENDENCYPART_GRANDPAR
(3,18),(18,10),-0.337948 # DEPENDENCYPART_GRANDPAR
(3,18),(18,11),-0.0427581 # DEPENDENCYPART_GRANDPAR
(3,18),(18,12),-0.213423 # DEPENDENCYPART_GRANDPAR
(3,18),(18,13),-0.0463701 # DEPENDENCYPART_GRANDPAR
(3,18),(18,14),-1.35352 # DEPENDENCYPART_GRANDPAR
(3,18),(18,15),-0.304656 # DEPENDENCYPART_GRANDPAR
(3,18),(18,16),-0.632504 # DEPENDENCYPART_GRANDPAR
(3,18),(18,17),-0.0550712 # DEPENDENCYPART_GRANDPAR
(3,18),(18,19),-0.344995 # DEPENDENCYPART_GRANDPAR
(3,18),(18,20),-0.270102 # DEPENDENCYPART_GRANDPAR
(3,18),(18,21),-0.657133 # DEPENDENCYPART_GRANDPAR
(3,18),(18,22),-0.356472 # DEPENDENCYPART_GRANDPAR
(3,18),(18,23),-1.04415 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.103899 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.0823143 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),0.17418 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-1.28332 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,6),-0.656869 # DEPENDENCYPART_GRANDPAR
(5,1),(1,7),-0.664474 # DEPENDENCYPART_GRANDPAR
(5,1),(1,9),-0.657494 # DEPENDENCYPART_GRANDPAR
(5,1),(1,11),-0.468546 # DEPENDENCYPART_GRANDPAR
(5,1),(1,12),-0.77942 # DEPENDENCYPART_GRANDPAR
(5,1),(1,23),-1.12569 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),0.0964089 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),0.0684436 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),0.257971 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.22358 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.615756 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),0.0964507 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.0599242 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),0.244956 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.22358 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.615435 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.658072 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.686382 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.598554 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-0.60497 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-0.429953 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),-0.775714 # DEPENDENCYPART_GRANDPAR
(5,3),(3,15),-0.744719 # DEPENDENCYPART_GRANDPAR
(5,3),(3,16),-0.969812 # DEPENDENCYPART_GRANDPAR
(5,3),(3,18),-0.705798 # DEPENDENCYPART_GRANDPAR
(5,3),(3,23),-1.11203 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.70525 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.628017 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.60689 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.343504 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.827549 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.140181 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.204608 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),0.0748347 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),0.10371 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),0.18507 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.220925 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.0952835 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),-0.162646 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),-0.361737 # DEPENDENCYPART_GRANDPAR
(5,6),(6,17),0.000819436 # DEPENDENCYPART_GRANDPAR
(5,6),(6,18),-0.256914 # DEPENDENCYPART_GRANDPAR
(5,6),(6,19),-0.233984 # DEPENDENCYPART_GRANDPAR
(5,6),(6,21),-0.487595 # DEPENDENCYPART_GRANDPAR
(5,6),(6,22),-0.511315 # DEPENDENCYPART_GRANDPAR
(5,6),(6,23),-0.826538 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.675732 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.644402 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),-0.0605778 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.110655 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),0.0574777 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),0.0632823 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),0.127281 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.265434 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.105626 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-0.729359 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.67427 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.41906 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.64979 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),-0.0627699 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.0617956 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),0.048928 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),0.00994569 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),0.121535 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.262889 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-0.642583 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-0.700332 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-0.679206 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.506502 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.789999 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),-0.0208524 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),-0.0510208 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),0.00997489 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.0388611 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),0.149719 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),0.130548 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.273978 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.165557 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),-0.0770862 # DEPENDENCYPART_GRANDPAR
(5,9),(9,17),-0.0359414 # DEPENDENCYPART_GRANDPAR
(5,9),(9,18),-0.178332 # DEPENDENCYPART_GRANDPAR
(5,9),(9,19),-0.36626 # DEPENDENCYPART_GRANDPAR
(5,9),(9,23),-0.611867 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),0.0525562 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),0.0849572 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.131802 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.0296676 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.233076 # DEPENDENCYPART_GRANDPAR
(5,11),(11,1),-0.746429 # DEPENDENCYPART_GRANDPAR
(5,11),(11,2),-0.802124 # DEPENDENCYPART_GRANDPAR
(5,11),(11,3),-0.781001 # DEPENDENCYPART_GRANDPAR
(5,11),(11,4),-0.555727 # DEPENDENCYPART_GRANDPAR
(5,11),(11,5),-0.74849 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,11),(11,6),-0.0610319 # DEPENDENCYPART_GRANDPAR
(5,11),(11,7),-0.00833202 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),-0.0273884 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),-0.118072 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),0.090805 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),0.0381042 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.233091 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),-0.201224 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),-0.219135 # DEPENDENCYPART_GRANDPAR
(5,11),(11,17),-0.125302 # DEPENDENCYPART_GRANDPAR
(5,11),(11,18),-0.23791 # DEPENDENCYPART_GRANDPAR
(5,11),(11,19),-0.405653 # DEPENDENCYPART_GRANDPAR
(5,11),(11,23),-0.638028 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),-0.182906 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),-0.0142713 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-0.49026 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),-0.332632 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),0.0612684 # DEPENDENCYPART_GRANDPAR
(5,12),(12,16),-0.260612 # DEPENDENCYPART_GRANDPAR
(5,12),(12,17),-0.127416 # DEPENDENCYPART_GRANDPAR
(5,12),(12,18),-0.439532 # DEPENDENCYPART_GRANDPAR
(5,12),(12,19),-0.557276 # DEPENDENCYPART_GRANDPAR
(5,12),(12,22),-0.296276 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),-0.279436 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),-0.201161 # DEPENDENCYPART_GRANDPAR
(5,13),(13,16),-0.35219 # DEPENDENCYPART_GRANDPAR
(5,13),(13,17),-0.140836 # DEPENDENCYPART_GRANDPAR
(5,13),(13,18),-0.253699 # DEPENDENCYPART_GRANDPAR
(5,13),(13,19),-0.382281 # DEPENDENCYPART_GRANDPAR
(5,13),(13,22),-0.56878 # DEPENDENCYPART_GRANDPAR
(5,13),(13,23),-0.787824 # DEPENDENCYPART_GRANDPAR
(5,18),(18,1),-0.72424 # DEPENDENCYPART_GRANDPAR
(5,18),(18,2),-0.632355 # DEPENDENCYPART_GRANDPAR
(5,18),(18,3),-0.611228 # DEPENDENCYPART_GRANDPAR
(5,18),(18,4),-0.347919 # DEPENDENCYPART_GRANDPAR
(5,18),(18,5),-0.731664 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,18),(18,6),-0.127003 # DEPENDENCYPART_GRANDPAR
(5,18),(18,7),-0.121915 # DEPENDENCYPART_GRANDPAR
(5,18),(18,8),-0.130185 # DEPENDENCYPART_GRANDPAR
(5,18),(18,9),-0.115642 # DEPENDENCYPART_GRANDPAR
(5,18),(18,10),-0.000886489 # DEPENDENCYPART_GRANDPAR
(5,18),(18,11),0.183174 # DEPENDENCYPART_GRANDPAR
(5,18),(18,12),-0.203395 # DEPENDENCYPART_GRANDPAR
(5,18),(18,13),-0.294473 # DEPENDENCYPART_GRANDPAR
(5,18),(18,14),-0.228639 # DEPENDENCYPART_GRANDPAR
(5,18),(18,15),-0.151535 # DEPENDENCYPART_GRANDPAR
(5,18),(18,16),-0.317637 # DEPENDENCYPART_GRANDPAR
(5,18),(18,17),0.0484508 # DEPENDENCYPART_GRANDPAR
(5,18),(18,19),-0.312075 # DEPENDENCYPART_GRANDPAR
(5,18),(18,20),-0.528755 # DEPENDENCYPART_GRANDPAR
(5,18),(18,21),-0.571293 # DEPENDENCYPART_GRANDPAR
(5,18),(18,22),-0.579912 # DEPENDENCYPART_GRANDPAR
