# _root_ The average discount rate on new three-month Treasury bills was 7.37 % , the lowest since the average of 7.36 % at the auction on Oct. 17 , 1988 .
#goldHeads=4,4,4,10,4,9,9,9,5,0,12,10,12,15,12,15,18,16,18,21,19,18,24,22,24,25,26,26,26,10,
#predictedHeads=4,4,4,10,4,9,9,9,5,0,12,10,12,15,12,15,18,16,18,21,19,18,24,22,24,25,26,26,26,10,
(4,16),(4,25),0.0707878 # DEPENDENCYPART_SIBL
(4,16),(4,30),0.19729 # DEPENDENCYPART_SIBL
(4,18),(4,19),0.00480338 # DEPENDENCYPART_SIBL
(4,18),(4,21),-0.0710146 # DEPENDENCYPART_SIBL
(4,18),(4,22),0.0414573 # DEPENDENCYPART_SIBL
(4,18),(4,24),-0.109065 # DEPENDENCYPART_SIBL
(4,18),(4,25),0.0495264 # DEPENDENCYPART_SIBL
(4,18),(4,30),0.0585663 # DEPENDENCYPART_SIBL
(4,19),(4,21),-0.0462201 # DEPENDENCYPART_SIBL
(4,19),(4,22),0.222292 # DEPENDENCYPART_SIBL
(4,19),(4,24),0.0487337 # DEPENDENCYPART_SIBL
(4,19),(4,25),0.160082 # DEPENDENCYPART_SIBL
(4,19),(4,30),0.0866868 # DEPENDENCYPART_SIBL
(4,21),(4,22),-0.0239618 # DEPENDENCYPART_SIBL
(4,21),(4,24),-0.0364943 # DEPENDENCYPART_SIBL
(4,21),(4,25),0.0486993 # DEPENDENCYPART_SIBL
(4,21),(4,30),0.111523 # DEPENDENCYPART_SIBL
(4,22),(4,24),0.040153 # DEPENDENCYPART_SIBL
(4,22),(4,25),0.078063 # DEPENDENCYPART_SIBL
(4,22),(4,30),0.214253 # DEPENDENCYPART_SIBL
(4,24),(4,25),0.0266801 # DEPENDENCYPART_SIBL
(4,24),(4,30),0.0435874 # DEPENDENCYPART_SIBL
(4,25),(4,30),0.279322 # DEPENDENCYPART_SIBL
(5,4),(5,6),-0.0569224 # DEPENDENCYPART_SIBL
(5,4),(5,7),-0.0524811 # DEPENDENCYPART_SIBL
(5,4),(5,8),-0.0951933 # DEPENDENCYPART_SIBL
(5,4),(5,9),-0.129282 # DEPENDENCYPART_SIBL
(5,4),(5,10),-0.0144635 # DEPENDENCYPART_SIBL
(5,4),(5,12),-0.00311762 # DEPENDENCYPART_SIBL
(5,4),(5,13),-0.0412438 # DEPENDENCYPART_SIBL
(5,4),(5,15),-0.041689 # DEPENDENCYPART_SIBL
(5,4),(5,30),-0.0206006 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.327585 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.317024 # DEPENDENCYPART_SIBL
(5,6),(5,9),-0.501171 # DEPENDENCYPART_SIBL
(5,6),(5,10),-0.530857 # DEPENDENCYPART_SIBL
(5,6),(5,12),-0.539922 # DEPENDENCYPART_SIBL
(5,6),(5,13),-0.0497606 # DEPENDENCYPART_SIBL
(5,6),(5,15),-0.192912 # DEPENDENCYPART_SIBL
(5,6),(5,30),-0.0212924 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.300148 # DEPENDENCYPART_SIBL
(5,7),(5,9),-0.494444 # DEPENDENCYPART_SIBL
(5,7),(5,10),-0.521988 # DEPENDENCYPART_SIBL
(5,7),(5,12),-0.526109 # DEPENDENCYPART_SIBL
(5,7),(5,13),-0.016619 # DEPENDENCYPART_SIBL
(5,7),(5,15),-0.186585 # DEPENDENCYPART_SIBL
(5,7),(5,30),-0.00961769 # DEPENDENCYPART_SIBL
(5,8),(5,9),-0.718007 # DEPENDENCYPART_SIBL
(5,8),(5,10),-0.688918 # DEPENDENCYPART_SIBL
(5,8),(5,12),-0.792987 # DEPENDENCYPART_SIBL
(5,8),(5,13),-0.113513 # DEPENDENCYPART_SIBL
(5,8),(5,15),-0.314472 # DEPENDENCYPART_SIBL
(5,8),(5,30),-0.0541585 # DEPENDENCYPART_SIBL
(5,9),(5,10),-0.629951 # DEPENDENCYPART_SIBL
(5,9),(5,12),-0.692872 # DEPENDENCYPART_SIBL
(5,9),(5,13),0.00127673 # DEPENDENCYPART_SIBL
(5,9),(5,15),-0.231962 # DEPENDENCYPART_SIBL
(5,9),(5,30),0.067124 # DEPENDENCYPART_SIBL
(5,10),(5,12),-0.484549 # DEPENDENCYPART_SIBL
(5,10),(5,13),0.117613 # DEPENDENCYPART_SIBL
(5,10),(5,15),-0.0915644 # DEPENDENCYPART_SIBL
(5,10),(5,30),0.38979 # DEPENDENCYPART_SIBL
(5,12),(5,13),0.163883 # DEPENDENCYPART_SIBL
(5,12),(5,15),-0.19031 # DEPENDENCYPART_SIBL
(5,12),(5,30),0.153073 # DEPENDENCYPART_SIBL
(5,13),(5,15),0.128865 # DEPENDENCYPART_SIBL
(5,13),(5,30),0.152733 # DEPENDENCYPART_SIBL
(5,15),(5,30),0.105338 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.205279 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.0141595 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.0321541 # DEPENDENCYPART_SIBL
(6,4),(6,16),0.0120034 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.00362227 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.0457967 # DEPENDENCYPART_SIBL
(6,5),(6,16),0.0254918 # DEPENDENCYPART_SIBL
(6,7),(6,8),0.000140267 # DEPENDENCYPART_SIBL
(6,7),(6,16),0.0507469 # DEPENDENCYPART_SIBL
(6,8),(6,16),0.0275608 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.205338 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.0537944 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0139529 # DEPENDENCYPART_SIBL
(7,4),(7,9),0.0894442 # DEPENDENCYPART_SIBL
(7,4),(7,10),0.012079 # DEPENDENCYPART_SIBL
(7,4),(7,11),0.00621844 # DEPENDENCYPART_SIBL
(7,4),(7,12),0.0434096 # DEPENDENCYPART_SIBL
(7,4),(7,13),0.0551957 # DEPENDENCYPART_SIBL
(7,4),(7,15),0.0293857 # DEPENDENCYPART_SIBL
(7,4),(7,16),0.00770278 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.0552444 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.0272194 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.0796494 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.0439247 # DEPENDENCYPART_SIBL
(7,5),(7,11),0.0908454 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.0118733 # DEPENDENCYPART_SIBL
(7,5),(7,13),0.00418404 # DEPENDENCYPART_SIBL
(7,5),(7,15),0.0206543 # DEPENDENCYPART_SIBL
(7,5),(7,16),0.0215744 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.00701752 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.0265848 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.0215189 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.0233145 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.0698013 # DEPENDENCYPART_SIBL
(7,6),(7,13),0.00346444 # DEPENDENCYPART_SIBL
(7,6),(7,15),-0.0077434 # DEPENDENCYPART_SIBL
(7,6),(7,16),-0.000613512 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0637297 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.00386495 # DEPENDENCYPART_SIBL
(7,8),(7,11),0.00219868 # DEPENDENCYPART_SIBL
(7,8),(7,12),0.00851781 # DEPENDENCYPART_SIBL
(7,8),(7,13),0.13183 # DEPENDENCYPART_SIBL
(7,8),(7,15),-0.0033838 # DEPENDENCYPART_SIBL
(7,8),(7,16),0.0480425 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.0495672 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.0190262 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.00867061 # DEPENDENCYPART_SIBL
(7,9),(7,13),0.064791 # DEPENDENCYPART_SIBL
(7,9),(7,15),-0.0254272 # DEPENDENCYPART_SIBL
(7,9),(7,16),0.144467 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.040076 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.0588328 # DEPENDENCYPART_SIBL
(7,10),(7,13),0.126283 # DEPENDENCYPART_SIBL
(7,10),(7,15),-0.0451239 # DEPENDENCYPART_SIBL
(7,10),(7,16),0.0817294 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.0392818 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.0510402 # DEPENDENCYPART_SIBL
(7,11),(7,15),-0.0644399 # DEPENDENCYPART_SIBL
(7,11),(7,16),-0.0457633 # DEPENDENCYPART_SIBL
(7,12),(7,13),0.0596843 # DEPENDENCYPART_SIBL
(7,12),(7,15),-0.0725743 # DEPENDENCYPART_SIBL
(7,12),(7,16),0.0935133 # DEPENDENCYPART_SIBL
(7,13),(7,15),0.156569 # DEPENDENCYPART_SIBL
(7,13),(7,16),0.312556 # DEPENDENCYPART_SIBL
(7,15),(7,16),0.0793683 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.0497996 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.129768 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.0139942 # DEPENDENCYPART_SIBL
(8,4),(8,10),0.0452151 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.081683 # DEPENDENCYPART_SIBL
(8,4),(8,12),0.0292531 # DEPENDENCYPART_SIBL
(8,4),(8,13),0.00238453 # DEPENDENCYPART_SIBL
(8,4),(8,18),0.0363123 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0404623 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0406721 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.0768905 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.0741242 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.184469 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.111226 # DEPENDENCYPART_SIBL
(8,6),(8,18),-0.138853 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0259197 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0583723 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.0771066 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.111492 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.0459754 # DEPENDENCYPART_SIBL
(8,7),(8,18),-0.0672515 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.110642 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0384291 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.0893515 # DEPENDENCYPART_SIBL
(8,9),(8,13),0.0175945 # DEPENDENCYPART_SIBL
(8,9),(8,18),-0.107376 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0165083 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.159609 # DEPENDENCYPART_SIBL
(8,10),(8,13),0.441382 # DEPENDENCYPART_SIBL
(8,10),(8,18),-0.130394 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.0611111 # DEPENDENCYPART_SIBL
(8,11),(8,13),0.12334 # DEPENDENCYPART_SIBL
(8,11),(8,18),-0.046003 # DEPENDENCYPART_SIBL
(8,12),(8,13),0.17741 # DEPENDENCYPART_SIBL
(8,12),(8,18),-0.230551 # DEPENDENCYPART_SIBL
(8,13),(8,18),0.625832 # DEPENDENCYPART_SIBL
(9,1),(9,2),0.0706047 # DEPENDENCYPART_SIBL
(9,1),(9,3),0.143522 # DEPENDENCYPART_SIBL
(9,1),(9,4),0.127617 # DEPENDENCYPART_SIBL
(9,1),(9,5),-0.0127019 # DEPENDENCYPART_SIBL
(9,1),(9,6),0.0334066 # DEPENDENCYPART_SIBL
(9,1),(9,7),0.004483 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.0434893 # DEPENDENCYPART_SIBL
(9,1),(9,10),0.226266 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.0883308 # DEPENDENCYPART_SIBL
(9,1),(9,13),0.0648503 # DEPENDENCYPART_SIBL
(9,1),(9,15),0.0753926 # DEPENDENCYPART_SIBL
(9,1),(9,16),0.161126 # DEPENDENCYPART_SIBL
(9,1),(9,18),-0.0593978 # DEPENDENCYPART_SIBL
(9,1),(9,30),-0.0717191 # DEPENDENCYPART_SIBL
(9,2),(9,3),0.187501 # DEPENDENCYPART_SIBL
(9,2),(9,4),0.177449 # DEPENDENCYPART_SIBL
(9,2),(9,5),0.0880767 # DEPENDENCYPART_SIBL
(9,2),(9,6),-0.0154073 # DEPENDENCYPART_SIBL
(9,2),(9,7),-0.025854 # DEPENDENCYPART_SIBL
(9,2),(9,8),0.0668856 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.0411859 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.10975 # DEPENDENCYPART_SIBL
(9,2),(9,13),0.00434282 # DEPENDENCYPART_SIBL
(9,2),(9,15),-0.0282813 # DEPENDENCYPART_SIBL
(9,2),(9,16),-0.0438435 # DEPENDENCYPART_SIBL
(9,2),(9,18),-0.0847251 # DEPENDENCYPART_SIBL
(9,2),(9,30),-0.1884 # DEPENDENCYPART_SIBL
(9,3),(9,4),0.125026 # DEPENDENCYPART_SIBL
(9,3),(9,5),0.0656905 # DEPENDENCYPART_SIBL
(9,3),(9,6),-0.116938 # DEPENDENCYPART_SIBL
(9,3),(9,7),-0.0493427 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.0764749 # DEPENDENCYPART_SIBL
(9,3),(9,10),0.0652587 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.0176522 # DEPENDENCYPART_SIBL
(9,3),(9,13),0.159773 # DEPENDENCYPART_SIBL
(9,3),(9,15),0.00426215 # DEPENDENCYPART_SIBL
(9,3),(9,16),-0.13362 # DEPENDENCYPART_SIBL
(9,3),(9,18),0.0129525 # DEPENDENCYPART_SIBL
(9,3),(9,30),0.0173164 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.103681 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.0227666 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.044828 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.0335593 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.0080732 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.00639915 # DEPENDENCYPART_SIBL
(9,4),(9,13),0.0983733 # DEPENDENCYPART_SIBL
(9,4),(9,15),-0.000420645 # DEPENDENCYPART_SIBL
(9,4),(9,16),-0.128386 # DEPENDENCYPART_SIBL
(9,4),(9,18),0.00585899 # DEPENDENCYPART_SIBL
(9,4),(9,30),0.0242813 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.113325 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.0826584 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.0813892 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0878548 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.0676 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.0492625 # DEPENDENCYPART_SIBL
(9,5),(9,15),-0.0209708 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.0753381 # DEPENDENCYPART_SIBL
(9,5),(9,18),-0.031337 # DEPENDENCYPART_SIBL
(9,5),(9,30),0.0209678 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.0903971 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.15921 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.0195432 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.0723741 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.0462505 # DEPENDENCYPART_SIBL
(9,6),(9,15),0.0158009 # DEPENDENCYPART_SIBL
(9,6),(9,16),-0.00265192 # DEPENDENCYPART_SIBL
(9,6),(9,18),-0.0531835 # DEPENDENCYPART_SIBL
(9,6),(9,30),-0.130274 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.0628695 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0554801 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0840955 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.0224409 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.0429765 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.140511 # DEPENDENCYPART_SIBL
(9,7),(9,18),-0.0656525 # DEPENDENCYPART_SIBL
(9,7),(9,30),-0.157217 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.116176 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.0209187 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.159644 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.00594189 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.119782 # DEPENDENCYPART_SIBL
(9,8),(9,18),0.0300034 # DEPENDENCYPART_SIBL
(9,8),(9,30),0.057855 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0354198 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.200217 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.0192907 # DEPENDENCYPART_SIBL
(9,10),(9,16),0.0442502 # DEPENDENCYPART_SIBL
(9,10),(9,18),-0.0387335 # DEPENDENCYPART_SIBL
(9,10),(9,30),0.077318 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.041849 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.0898991 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.0190458 # DEPENDENCYPART_SIBL
(9,12),(9,18),-0.0514811 # DEPENDENCYPART_SIBL
(9,12),(9,30),0.0811831 # DEPENDENCYPART_SIBL
(9,13),(9,15),0.240347 # DEPENDENCYPART_SIBL
(9,13),(9,16),0.353614 # DEPENDENCYPART_SIBL
(9,13),(9,18),0.504684 # DEPENDENCYPART_SIBL
(9,13),(9,30),-0.0222274 # DEPENDENCYPART_SIBL
(9,15),(9,16),-0.0118192 # DEPENDENCYPART_SIBL
(9,15),(9,18),-0.0616165 # DEPENDENCYPART_SIBL
(9,15),(9,30),-0.00874887 # DEPENDENCYPART_SIBL
(9,16),(9,18),-0.0879153 # DEPENDENCYPART_SIBL
(9,16),(9,30),0.0573083 # DEPENDENCYPART_SIBL
(9,18),(9,30),0.0509165 # DEPENDENCYPART_SIBL
(10,2),(10,3),-0.121711 # DEPENDENCYPART_SIBL
(10,2),(10,4),-0.153975 # DEPENDENCYPART_SIBL
(10,2),(10,5),-0.0269881 # DEPENDENCYPART_SIBL
(10,2),(10,6),-0.0945698 # DEPENDENCYPART_SIBL
(10,2),(10,7),-0.115299 # DEPENDENCYPART_SIBL
(10,2),(10,8),-0.126469 # DEPENDENCYPART_SIBL
(10,2),(10,9),-0.208658 # DEPENDENCYPART_SIBL
(10,2),(10,11),-0.0257548 # DEPENDENCYPART_SIBL
(10,2),(10,12),-0.0639076 # DEPENDENCYPART_SIBL
(10,2),(10,13),-0.017292 # DEPENDENCYPART_SIBL
(10,2),(10,14),-0.0955514 # DEPENDENCYPART_SIBL
(10,2),(10,15),-0.0255374 # DEPENDENCYPART_SIBL
(10,2),(10,16),0.0295632 # DEPENDENCYPART_SIBL
(10,2),(10,18),-0.028277 # DEPENDENCYPART_SIBL
(10,2),(10,19),-0.0133111 # DEPENDENCYPART_SIBL
(10,2),(10,21),-0.0639076 # DEPENDENCYPART_SIBL
(10,2),(10,22),0.0412172 # DEPENDENCYPART_SIBL
(10,2),(10,25),0.0643667 # DEPENDENCYPART_SIBL
(10,2),(10,26),-0.0377158 # DEPENDENCYPART_SIBL
(10,2),(10,28),-0.017292 # DEPENDENCYPART_SIBL
(10,2),(10,30),-0.0991826 # DEPENDENCYPART_SIBL
(10,3),(10,4),-0.673444 # DEPENDENCYPART_SIBL
(10,3),(10,5),-0.0307943 # DEPENDENCYPART_SIBL
(10,3),(10,6),-0.386362 # DEPENDENCYPART_SIBL
(10,3),(10,7),-0.371684 # DEPENDENCYPART_SIBL
(10,3),(10,8),-0.603947 # DEPENDENCYPART_SIBL
(10,3),(10,9),-0.658021 # DEPENDENCYPART_SIBL
(10,3),(10,11),-0.014351 # DEPENDENCYPART_SIBL
(10,3),(10,12),-0.0205022 # DEPENDENCYPART_SIBL
(10,3),(10,13),0.0711639 # DEPENDENCYPART_SIBL
(10,3),(10,14),-0.168553 # DEPENDENCYPART_SIBL
(10,3),(10,15),-0.0134782 # DEPENDENCYPART_SIBL
(10,3),(10,16),-0.0530293 # DEPENDENCYPART_SIBL
(10,3),(10,18),-0.0263509 # DEPENDENCYPART_SIBL
(10,3),(10,19),-0.0981323 # DEPENDENCYPART_SIBL
(10,3),(10,21),-0.0205022 # DEPENDENCYPART_SIBL
(10,3),(10,22),0.0356944 # DEPENDENCYPART_SIBL
(10,3),(10,25),0.00387943 # DEPENDENCYPART_SIBL
(10,3),(10,26),-0.0464327 # DEPENDENCYPART_SIBL
(10,3),(10,28),0.0711639 # DEPENDENCYPART_SIBL
(10,3),(10,30),-0.0084209 # DEPENDENCYPART_SIBL
(10,4),(10,5),-0.0332956 # DEPENDENCYPART_SIBL
(10,4),(10,6),-0.35998 # DEPENDENCYPART_SIBL
(10,4),(10,7),-0.345303 # DEPENDENCYPART_SIBL
(10,4),(10,8),-0.596366 # DEPENDENCYPART_SIBL
(10,4),(10,9),-0.660623 # DEPENDENCYPART_SIBL
(10,4),(10,11),0.00873529 # DEPENDENCYPART_SIBL
(10,4),(10,12),0.0192749 # DEPENDENCYPART_SIBL
(10,4),(10,13),0.00342465 # DEPENDENCYPART_SIBL
(10,4),(10,14),-0.168225 # DEPENDENCYPART_SIBL
(10,4),(10,15),0.0153682 # DEPENDENCYPART_SIBL
(10,4),(10,16),-0.00473946 # DEPENDENCYPART_SIBL
(10,4),(10,18),-0.0155779 # DEPENDENCYPART_SIBL
(10,4),(10,19),-0.055537 # DEPENDENCYPART_SIBL
(10,4),(10,21),0.0192749 # DEPENDENCYPART_SIBL
(10,4),(10,22),0.123064 # DEPENDENCYPART_SIBL
(10,4),(10,25),0.0462153 # DEPENDENCYPART_SIBL
(10,4),(10,26),-0.0302212 # DEPENDENCYPART_SIBL
(10,4),(10,28),0.00342465 # DEPENDENCYPART_SIBL
(10,4),(10,30),0.0157048 # DEPENDENCYPART_SIBL
(10,5),(10,6),-0.0512752 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.0580807 # DEPENDENCYPART_SIBL
(10,5),(10,8),-0.143038 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.0665529 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.0202437 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.0673271 # DEPENDENCYPART_SIBL
(10,5),(10,13),0.001597 # DEPENDENCYPART_SIBL
(10,5),(10,14),-0.131867 # DEPENDENCYPART_SIBL
(10,5),(10,15),-0.0114078 # DEPENDENCYPART_SIBL
(10,5),(10,16),0.0301977 # DEPENDENCYPART_SIBL
(10,5),(10,18),-0.064153 # DEPENDENCYPART_SIBL
(10,5),(10,19),-0.0485259 # DEPENDENCYPART_SIBL
(10,5),(10,21),-0.0673271 # DEPENDENCYPART_SIBL
(10,5),(10,22),0.0350768 # DEPENDENCYPART_SIBL
(10,5),(10,25),-0.0636237 # DEPENDENCYPART_SIBL
(10,5),(10,26),-0.0662987 # DEPENDENCYPART_SIBL
(10,5),(10,28),0.001597 # DEPENDENCYPART_SIBL
(10,5),(10,30),0.0763294 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.158533 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.0507274 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.216037 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.0380195 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.0492577 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.0265316 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.0773207 # DEPENDENCYPART_SIBL
(10,6),(10,15),-0.0206933 # DEPENDENCYPART_SIBL
(10,6),(10,16),-0.0342058 # DEPENDENCYPART_SIBL
(10,6),(10,18),-0.0223182 # DEPENDENCYPART_SIBL
(10,6),(10,19),-0.11015 # DEPENDENCYPART_SIBL
(10,6),(10,21),-0.0492577 # DEPENDENCYPART_SIBL
(10,6),(10,22),-0.0209588 # DEPENDENCYPART_SIBL
(10,6),(10,25),0.032979 # DEPENDENCYPART_SIBL
(10,6),(10,26),-0.0119394 # DEPENDENCYPART_SIBL
(10,6),(10,28),-0.0265316 # DEPENDENCYPART_SIBL
(10,6),(10,30),-0.0567548 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.109179 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.191488 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.0366114 # DEPENDENCYPART_SIBL
(10,7),(10,12),0.000183128 # DEPENDENCYPART_SIBL
(10,7),(10,13),0.0157566 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.0665374 # DEPENDENCYPART_SIBL
(10,7),(10,15),-0.013843 # DEPENDENCYPART_SIBL
(10,7),(10,16),-0.0363132 # DEPENDENCYPART_SIBL
(10,7),(10,18),0.0262691 # DEPENDENCYPART_SIBL
(10,7),(10,19),-0.0966184 # DEPENDENCYPART_SIBL
(10,7),(10,21),0.000183128 # DEPENDENCYPART_SIBL
(10,7),(10,22),-0.0250443 # DEPENDENCYPART_SIBL
(10,7),(10,25),-0.00961408 # DEPENDENCYPART_SIBL
(10,7),(10,26),-0.0278723 # DEPENDENCYPART_SIBL
(10,7),(10,28),0.0157566 # DEPENDENCYPART_SIBL
(10,7),(10,30),-0.0214372 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.37655 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.0389461 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.170777 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.019537 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.184572 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.0893988 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.0853832 # DEPENDENCYPART_SIBL
(10,8),(10,18),-0.0897817 # DEPENDENCYPART_SIBL
(10,8),(10,19),-0.135855 # DEPENDENCYPART_SIBL
(10,8),(10,21),-0.170777 # DEPENDENCYPART_SIBL
(10,8),(10,22),-0.119942 # DEPENDENCYPART_SIBL
(10,8),(10,25),-0.0566055 # DEPENDENCYPART_SIBL
(10,8),(10,26),-0.0907967 # DEPENDENCYPART_SIBL
(10,8),(10,28),-0.019537 # DEPENDENCYPART_SIBL
(10,8),(10,30),-0.0844597 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.230371 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.212131 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.194131 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.340545 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.231664 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.315102 # DEPENDENCYPART_SIBL
(10,9),(10,18),-0.226915 # DEPENDENCYPART_SIBL
(10,9),(10,19),-0.312704 # DEPENDENCYPART_SIBL
(10,9),(10,21),-0.212131 # DEPENDENCYPART_SIBL
(10,9),(10,22),-0.281744 # DEPENDENCYPART_SIBL
(10,9),(10,25),-0.260489 # DEPENDENCYPART_SIBL
(10,9),(10,26),-0.28926 # DEPENDENCYPART_SIBL
(10,9),(10,28),-0.194131 # DEPENDENCYPART_SIBL
(10,9),(10,30),-0.346985 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.243234 # DEPENDENCYPART_SIBL
