# _root_ Even food products and automobiles , which have long depended on color , are making the switch .
#goldHeads=3,3,14,3,4,3,8,3,10,8,10,11,3,0,14,17,15,14,
#predictedHeads=3,3,14,3,4,3,8,3,8,8,10,11,3,0,14,17,15,14,
(8,10),(10,7),-0.169523 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.769538 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),-0.209519 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),0.316617 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),0.258667 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),0.0191881 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),0.330683 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),0.240346 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),-0.0322755 # DEPENDENCYPART_GRANDPAR
(8,10),(10,18),-0.581014 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),-0.751395 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.414765 # DEPENDENCYPART_GRANDPAR
(8,11),(11,9),0.0314567 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),0.0388839 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.373605 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.0176903 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),0.019056 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-0.251852 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-0.903129 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),-0.497926 # DEPENDENCYPART_GRANDPAR
(8,12),(12,9),0.159835 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),-0.117065 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),0.239465 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.250454 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),0.0591827 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.0304515 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.376142 # DEPENDENCYPART_GRANDPAR
(8,12),(12,18),-0.753826 # DEPENDENCYPART_GRANDPAR
(8,14),(14,1),-0.624309 # DEPENDENCYPART_GRANDPAR
(8,14),(14,2),-1.00983 # DEPENDENCYPART_GRANDPAR
(8,14),(14,3),-0.943555 # DEPENDENCYPART_GRANDPAR
(8,14),(14,4),-0.74275 # DEPENDENCYPART_GRANDPAR
(8,14),(14,5),-0.780163 # DEPENDENCYPART_GRANDPAR
(8,14),(14,6),-0.836666 # DEPENDENCYPART_GRANDPAR
(8,14),(14,7),-0.477899 # DEPENDENCYPART_GRANDPAR
(8,14),(14,8),-0.715148 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,14),(14,9),0.112481 # DEPENDENCYPART_GRANDPAR
(8,14),(14,10),-0.345403 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),0.112555 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),-0.201719 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.309539 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),0.0604312 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.524196 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.355089 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),-0.943618 # DEPENDENCYPART_GRANDPAR
(8,15),(15,1),-0.617276 # DEPENDENCYPART_GRANDPAR
(8,15),(15,3),-0.985646 # DEPENDENCYPART_GRANDPAR
(8,15),(15,7),-0.335218 # DEPENDENCYPART_GRANDPAR
(8,15),(15,8),-0.710405 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,15),(15,9),0.000178842 # DEPENDENCYPART_GRANDPAR
(8,15),(15,10),-0.328107 # DEPENDENCYPART_GRANDPAR
(8,15),(15,11),0.0813412 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),-0.16528 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),-0.291933 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),0.0500452 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.467258 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),-0.257526 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),-0.86315 # DEPENDENCYPART_GRANDPAR
(8,17),(17,3),-1.07616 # DEPENDENCYPART_GRANDPAR
(8,17),(17,12),-0.00883855 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),0.0786883 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),-0.177632 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),-0.754099 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.588168 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.601462 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.304874 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.61306 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,1),-0.925353 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-1.01222 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-0.780786 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.999223 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-1.05812 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.679138 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.775394 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-1.2222 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.539295 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.50382 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.450575 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.497119 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.487384 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),-0.760934 # DEPENDENCYPART_GRANDPAR
(9,10),(10,18),-0.870155 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-0.919054 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.644475 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-1.3585 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,12),-0.169707 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.295404 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.279387 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.356098 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.426614 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),-0.756147 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-0.736447 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-1.1878 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),0.0558051 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.383644 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.44221 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.454188 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.477608 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.691125 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),-0.757592 # DEPENDENCYPART_GRANDPAR
(9,14),(14,1),-0.854736 # DEPENDENCYPART_GRANDPAR
(9,14),(14,2),-1.14811 # DEPENDENCYPART_GRANDPAR
(9,14),(14,3),-0.951408 # DEPENDENCYPART_GRANDPAR
(9,14),(14,4),-0.719091 # DEPENDENCYPART_GRANDPAR
(9,14),(14,5),-0.938412 # DEPENDENCYPART_GRANDPAR
(9,14),(14,6),-0.989803 # DEPENDENCYPART_GRANDPAR
(9,14),(14,7),-0.766777 # DEPENDENCYPART_GRANDPAR
(9,14),(14,8),-0.770231 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-1.20832 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,10),-0.13926 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),-0.431709 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),-0.298407 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.55332 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.239726 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.602424 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.445494 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-0.725351 # DEPENDENCYPART_GRANDPAR
(9,15),(15,1),-0.901647 # DEPENDENCYPART_GRANDPAR
(9,15),(15,3),-1.01569 # DEPENDENCYPART_GRANDPAR
(9,15),(15,7),-0.675827 # DEPENDENCYPART_GRANDPAR
(9,15),(15,8),-0.761843 # DEPENDENCYPART_GRANDPAR
(9,15),(15,9),-1.11903 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,15),(15,10),-0.0645872 # DEPENDENCYPART_GRANDPAR
(9,15),(15,11),-0.426399 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),-0.2193 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),-0.430488 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),-0.324714 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.725925 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),-0.523281 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),-0.82635 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.222058 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-0.242631 # DEPENDENCYPART_GRANDPAR
(10,1),(1,4),-0.0196405 # DEPENDENCYPART_GRANDPAR
(10,1),(1,5),-0.247143 # DEPENDENCYPART_GRANDPAR
(10,1),(1,6),-0.237352 # DEPENDENCYPART_GRANDPAR
(10,1),(1,8),-0.410172 # DEPENDENCYPART_GRANDPAR
(10,1),(1,18),-0.737086 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),-0.193812 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.190701 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-0.195213 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),-0.338966 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),-0.31276 # DEPENDENCYPART_GRANDPAR
(10,3),(3,7),0.532067 # DEPENDENCYPART_GRANDPAR
(10,3),(3,8),-0.367911 # DEPENDENCYPART_GRANDPAR
(10,3),(3,9),-0.169951 # DEPENDENCYPART_GRANDPAR
(10,3),(3,10),-1.13343 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,3),(3,11),0.133067 # DEPENDENCYPART_GRANDPAR
(10,3),(3,12),-0.344326 # DEPENDENCYPART_GRANDPAR
(10,3),(3,13),-0.664823 # DEPENDENCYPART_GRANDPAR
(10,3),(3,14),-0.541979 # DEPENDENCYPART_GRANDPAR
(10,3),(3,15),-0.536592 # DEPENDENCYPART_GRANDPAR
(10,3),(3,18),-0.77676 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),-0.1965 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),-0.445088 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),-0.450905 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),0.617027 # DEPENDENCYPART_GRANDPAR
(10,4),(4,8),-0.527271 # DEPENDENCYPART_GRANDPAR
(10,4),(4,9),-0.242402 # DEPENDENCYPART_GRANDPAR
(10,4),(4,10),-1.08838 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,4),(4,14),-0.521597 # DEPENDENCYPART_GRANDPAR
(10,4),(4,15),-0.57987 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.174794 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.177635 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.246478 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.277666 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),0.543402 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),-0.354581 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),-0.154392 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-1.13339 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,11),0.134098 # DEPENDENCYPART_GRANDPAR
(10,5),(5,12),-0.343437 # DEPENDENCYPART_GRANDPAR
(10,5),(5,13),-0.66102 # DEPENDENCYPART_GRANDPAR
(10,5),(5,14),-0.541937 # DEPENDENCYPART_GRANDPAR
(10,5),(5,15),-0.536547 # DEPENDENCYPART_GRANDPAR
(10,5),(5,18),-0.776719 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.2971 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.333006 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.442798 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-0.114014 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-0.420902 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.333597 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.396822 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.357006 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.539352 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),0.229214 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.167095 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.1215 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.0407163 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.305246 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.514595 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.533486 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-0.606376 # DEPENDENCYPART_GRANDPAR
(10,8),(8,17),-0.781394 # DEPENDENCYPART_GRANDPAR
(10,8),(8,18),-0.710653 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.278291 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),0.399559 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.08249 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),0.091814 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.293705 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.52744 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.511394 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.584941 # DEPENDENCYPART_GRANDPAR
(10,11),(11,1),-0.620032 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),0.368376 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.441611 # DEPENDENCYPART_GRANDPAR
(10,11),(11,12),0.389058 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.0160569 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.0723579 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.0164645 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),-0.087046 # DEPENDENCYPART_GRANDPAR
(10,11),(11,18),-0.308042 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),0.0800472 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.604624 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.586478 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),0.411309 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.10644 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.116042 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.119445 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.259615 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),-0.192909 # DEPENDENCYPART_GRANDPAR
(10,14),(14,1),-0.696031 # DEPENDENCYPART_GRANDPAR
(10,14),(14,2),-0.786847 # DEPENDENCYPART_GRANDPAR
(10,14),(14,3),-0.735005 # DEPENDENCYPART_GRANDPAR
(10,14),(14,4),-0.613388 # DEPENDENCYPART_GRANDPAR
(10,14),(14,5),-0.741348 # DEPENDENCYPART_GRANDPAR
(10,14),(14,6),-0.737939 # DEPENDENCYPART_GRANDPAR
(10,14),(14,7),0.0453295 # DEPENDENCYPART_GRANDPAR
(10,14),(14,8),-0.916186 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),-0.516081 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-0.688971 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),0.423453 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),0.176641 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.227928 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.116878 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.660662 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.312921 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),-0.455502 # DEPENDENCYPART_GRANDPAR
(10,15),(15,1),-0.685092 # DEPENDENCYPART_GRANDPAR
(10,15),(15,3),-0.745828 # DEPENDENCYPART_GRANDPAR
(10,15),(15,7),0.203505 # DEPENDENCYPART_GRANDPAR
(10,15),(15,8),-0.850719 # DEPENDENCYPART_GRANDPAR
(10,15),(15,9),-0.507588 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-0.643163 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,11),0.404525 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),0.237317 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),-0.111926 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.0593334 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.494076 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.061873 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-0.29598 # DEPENDENCYPART_GRANDPAR
(10,17),(17,3),-0.790713 # DEPENDENCYPART_GRANDPAR
(10,17),(17,12),0.184294 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),-0.102621 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),-0.407598 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),-0.18595 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-0.318949 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),-0.398902 # DEPENDENCYPART_GRANDPAR
(11,1),(1,4),0.235555 # DEPENDENCYPART_GRANDPAR
(11,1),(1,5),-0.41199 # DEPENDENCYPART_GRANDPAR
(11,1),(1,6),-0.727358 # DEPENDENCYPART_GRANDPAR
(11,1),(1,8),-0.147996 # DEPENDENCYPART_GRANDPAR
(11,1),(1,18),-1.52527 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.542515 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.940279 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.139801 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),-0.217039 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.872343 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),0.0374072 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.223665 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.71908 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.141734 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-0.807083 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.712418 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-0.843799 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-0.459825 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.891087 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.893513 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-1.06015 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.27635 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.151021 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.0974662 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.694895 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),-1.02404 # DEPENDENCYPART_GRANDPAR
(11,14),(14,1),-0.801914 # DEPENDENCYPART_GRANDPAR
(11,14),(14,2),-1.05127 # DEPENDENCYPART_GRANDPAR
(11,14),(14,3),-0.985803 # DEPENDENCYPART_GRANDPAR
(11,14),(14,4),-0.283478 # DEPENDENCYPART_GRANDPAR
(11,14),(14,5),-0.979072 # DEPENDENCYPART_GRANDPAR
(11,14),(14,6),-1.24521 # DEPENDENCYPART_GRANDPAR
(11,14),(14,7),-0.399251 # DEPENDENCYPART_GRANDPAR
(11,14),(14,8),-0.625146 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),-0.716676 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.795017 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-1.22387 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),0.551114 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),-0.388241 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.13435 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-1.03093 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.626593 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-1.28883 # DEPENDENCYPART_GRANDPAR
(11,15),(15,1),-0.815931 # DEPENDENCYPART_GRANDPAR
(11,15),(15,3),-1.01502 # DEPENDENCYPART_GRANDPAR
(11,15),(15,7),-0.259787 # DEPENDENCYPART_GRANDPAR
(11,15),(15,8),-0.570817 # DEPENDENCYPART_GRANDPAR
(11,15),(15,9),-0.73313 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),-0.753055 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-1.01318 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),1.01406 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),-0.0238608 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),0.058127 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.830735 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.409931 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-1.03438 # DEPENDENCYPART_GRANDPAR
(11,17),(17,3),-1.12734 # DEPENDENCYPART_GRANDPAR
(11,17),(17,12),0.935824 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),0.0105921 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),-0.74928 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),-1.01357 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),-0.488973 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.694831 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),-0.231023 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),-0.240207 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.612273 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.0915306 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.169611 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),-0.242923 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-1.32969 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,13),-0.786726 # DEPENDENCYPART_GRANDPAR
(12,9),(9,14),-0.823617 # DEPENDENCYPART_GRANDPAR
(12,9),(9,15),-0.579765 # DEPENDENCYPART_GRANDPAR
(12,10),(10,1),-0.648679 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),-0.493268 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),-0.805371 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.587227 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.752702 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.141056 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.32622 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.151696 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.300076 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-1.33418 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.838596 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-0.84812 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-0.575387 # DEPENDENCYPART_GRANDPAR
(12,10),(10,17),-0.67307 # DEPENDENCYPART_GRANDPAR
(12,10),(10,18),-0.978498 # DEPENDENCYPART_GRANDPAR
(12,11),(11,1),-0.696348 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.388245 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.26709 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.40304 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.801049 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.882936 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.57981 # DEPENDENCYPART_GRANDPAR
(12,11),(11,17),-0.741931 # DEPENDENCYPART_GRANDPAR
(12,11),(11,18),-0.956129 # DEPENDENCYPART_GRANDPAR
(12,14),(14,1),-1.18216 # DEPENDENCYPART_GRANDPAR
(12,14),(14,2),-1.31892 # DEPENDENCYPART_GRANDPAR
(12,14),(14,3),-1.00682 # DEPENDENCYPART_GRANDPAR
(12,14),(14,4),-1.29604 # DEPENDENCYPART_GRANDPAR
(12,14),(14,5),-1.1016 # DEPENDENCYPART_GRANDPAR
(12,14),(14,6),-1.23489 # DEPENDENCYPART_GRANDPAR
(12,14),(14,7),-0.477792 # DEPENDENCYPART_GRANDPAR
(12,14),(14,8),-0.716064 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-0.693869 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.858984 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-1.00455 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.834014 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),-0.457906 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.0140914 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.507685 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.0841412 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.654046 # DEPENDENCYPART_GRANDPAR
(12,15),(15,1),-1.28212 # DEPENDENCYPART_GRANDPAR
(12,15),(15,3),-1.12856 # DEPENDENCYPART_GRANDPAR
(12,15),(15,7),-0.442618 # DEPENDENCYPART_GRANDPAR
(12,15),(15,8),-0.7612 # DEPENDENCYPART_GRANDPAR
(12,15),(15,9),-0.796355 # DEPENDENCYPART_GRANDPAR
(12,15),(15,10),-0.907205 # DEPENDENCYPART_GRANDPAR
