# _root_ In 1989 , Regatta will have sales `` in excess of $ 10 million '' and will show a profit , Mr. Parker said .
#goldHeads=5,1,5,5,24,5,6,9,6,9,10,11,12,12,9,5,16,17,20,18,24,23,24,0,24,
#predictedHeads=5,1,5,5,24,5,6,7,7,9,10,11,12,12,5,5,16,17,20,18,24,23,24,0,24,
(4,6),(6,7),-0.149614 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.294948 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.485964 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.599054 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.723818 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.576175 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.511241 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),-0.643292 # DEPENDENCYPART_GRANDPAR
(4,6),(6,17),-0.926855 # DEPENDENCYPART_GRANDPAR
(4,6),(6,18),-0.707127 # DEPENDENCYPART_GRANDPAR
(4,6),(6,20),-0.816095 # DEPENDENCYPART_GRANDPAR
(4,6),(6,21),-0.664543 # DEPENDENCYPART_GRANDPAR
(4,6),(6,23),-0.706737 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-0.937466 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.778538 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.943949 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),-0.380907 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.617887 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.252483 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.357369 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.494466 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.278896 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.303203 # DEPENDENCYPART_GRANDPAR
(4,7),(7,15),-0.290204 # DEPENDENCYPART_GRANDPAR
(4,7),(7,16),-0.368977 # DEPENDENCYPART_GRANDPAR
(4,7),(7,17),-0.662146 # DEPENDENCYPART_GRANDPAR
(4,7),(7,20),-0.727009 # DEPENDENCYPART_GRANDPAR
(4,7),(7,21),-0.400679 # DEPENDENCYPART_GRANDPAR
(4,7),(7,23),-0.595716 # DEPENDENCYPART_GRANDPAR
(4,7),(7,24),-0.923328 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.255235 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.315155 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),0.0797403 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-1.34365 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,6),-0.3256 # DEPENDENCYPART_GRANDPAR
(5,1),(1,7),-0.432692 # DEPENDENCYPART_GRANDPAR
(5,1),(1,8),-0.444369 # DEPENDENCYPART_GRANDPAR
(5,1),(1,9),-0.46072 # DEPENDENCYPART_GRANDPAR
(5,1),(1,11),-0.777072 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.0442202 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.0565933 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),0.0585921 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.26705 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,7),-0.322828 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.0337231 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.0110089 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.0434814 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.130461 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.27748 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.283581 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.346908 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.254219 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.487763 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.49769 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.245509 # DEPENDENCYPART_GRANDPAR
(5,6),(6,7),0.257321 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),0.234925 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),0.0355656 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.116078 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.492443 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.49623 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),0.0367597 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),-0.0070534 # DEPENDENCYPART_GRANDPAR
(5,6),(6,17),0.942147 # DEPENDENCYPART_GRANDPAR
(5,6),(6,18),-0.211201 # DEPENDENCYPART_GRANDPAR
(5,6),(6,20),-0.150496 # DEPENDENCYPART_GRANDPAR
(5,6),(6,21),-0.484554 # DEPENDENCYPART_GRANDPAR
(5,6),(6,23),-0.188647 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.633408 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.715763 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.364524 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.594957 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.234946 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),0.00277109 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.130985 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.346371 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.254501 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.45135 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),-0.0517659 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),0.0806166 # DEPENDENCYPART_GRANDPAR
(5,7),(7,17),1.25401 # DEPENDENCYPART_GRANDPAR
(5,7),(7,20),-0.398205 # DEPENDENCYPART_GRANDPAR
(5,7),(7,21),-0.439068 # DEPENDENCYPART_GRANDPAR
(5,7),(7,23),-0.249531 # DEPENDENCYPART_GRANDPAR
(5,7),(7,24),0.205915 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-0.408904 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.706213 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.426131 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.723873 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),0.137163 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),0.173078 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.138286 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),0.253318 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.0328529 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.369354 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.426628 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.620923 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.135085 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),-0.0784786 # DEPENDENCYPART_GRANDPAR
(5,9),(9,17),0.965934 # DEPENDENCYPART_GRANDPAR
(5,9),(9,18),-0.452122 # DEPENDENCYPART_GRANDPAR
(5,10),(10,4),-0.423615 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),0.238857 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),0.0110828 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.39958 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.532946 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.340926 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.060362 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-0.0525763 # DEPENDENCYPART_GRANDPAR
(5,10),(10,17),1.2537 # DEPENDENCYPART_GRANDPAR
(5,10),(10,20),-0.368825 # DEPENDENCYPART_GRANDPAR
(5,10),(10,21),-0.537197 # DEPENDENCYPART_GRANDPAR
(5,10),(10,24),0.122783 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.523992 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.296259 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.162203 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),-0.0621174 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),-0.11156 # DEPENDENCYPART_GRANDPAR
(5,11),(11,17),0.986751 # DEPENDENCYPART_GRANDPAR
(5,11),(11,18),-0.428794 # DEPENDENCYPART_GRANDPAR
(5,11),(11,20),-0.425115 # DEPENDENCYPART_GRANDPAR
(5,11),(11,23),-0.269257 # DEPENDENCYPART_GRANDPAR
(5,12),(12,1),-0.341434 # DEPENDENCYPART_GRANDPAR
(5,12),(12,8),0.0783244 # DEPENDENCYPART_GRANDPAR
(5,12),(12,9),0.0447839 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),-0.152318 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-0.37024 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),-0.15527 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),-0.122141 # DEPENDENCYPART_GRANDPAR
(5,12),(12,16),-0.0855551 # DEPENDENCYPART_GRANDPAR
(5,12),(12,17),1.2039 # DEPENDENCYPART_GRANDPAR
(5,12),(12,18),-0.348869 # DEPENDENCYPART_GRANDPAR
(5,12),(12,20),-0.475258 # DEPENDENCYPART_GRANDPAR
(5,12),(12,21),-0.547416 # DEPENDENCYPART_GRANDPAR
(5,12),(12,23),-0.330679 # DEPENDENCYPART_GRANDPAR
(5,12),(12,24),0.0835402 # DEPENDENCYPART_GRANDPAR
(5,15),(15,5),-0.695256 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,15),(15,12),-0.508361 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),-0.280617 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-0.00868761 # DEPENDENCYPART_GRANDPAR
(5,15),(15,17),1.2485 # DEPENDENCYPART_GRANDPAR
(5,16),(16,14),-0.558946 # DEPENDENCYPART_GRANDPAR
(5,16),(16,15),-0.432904 # DEPENDENCYPART_GRANDPAR
(5,16),(16,17),2.39578 # DEPENDENCYPART_GRANDPAR
(5,16),(16,18),-0.199436 # DEPENDENCYPART_GRANDPAR
(5,16),(16,20),-0.490061 # DEPENDENCYPART_GRANDPAR
(5,16),(16,23),-0.216874 # DEPENDENCYPART_GRANDPAR
(5,16),(16,24),0.323368 # DEPENDENCYPART_GRANDPAR
(5,17),(17,1),-0.463598 # DEPENDENCYPART_GRANDPAR
(5,17),(17,3),-0.661568 # DEPENDENCYPART_GRANDPAR
(5,17),(17,4),-0.438826 # DEPENDENCYPART_GRANDPAR
(5,17),(17,5),-0.674437 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,17),(17,7),0.296354 # DEPENDENCYPART_GRANDPAR
(5,17),(17,8),-0.0435236 # DEPENDENCYPART_GRANDPAR
(5,17),(17,9),-0.103941 # DEPENDENCYPART_GRANDPAR
(5,17),(17,10),-0.235359 # DEPENDENCYPART_GRANDPAR
(5,17),(17,11),-0.337253 # DEPENDENCYPART_GRANDPAR
(5,17),(17,12),-0.470032 # DEPENDENCYPART_GRANDPAR
(5,17),(17,14),-0.247979 # DEPENDENCYPART_GRANDPAR
(5,17),(17,15),-0.20566 # DEPENDENCYPART_GRANDPAR
(5,17),(17,18),-0.0156975 # DEPENDENCYPART_GRANDPAR
(5,17),(17,20),-0.333416 # DEPENDENCYPART_GRANDPAR
(5,17),(17,21),-0.335843 # DEPENDENCYPART_GRANDPAR
(5,17),(17,23),-0.159982 # DEPENDENCYPART_GRANDPAR
(5,17),(17,24),0.211513 # DEPENDENCYPART_GRANDPAR
(5,17),(17,25),-0.673099 # DEPENDENCYPART_GRANDPAR
(5,18),(18,1),-0.141885 # DEPENDENCYPART_GRANDPAR
(5,18),(18,9),-0.339939 # DEPENDENCYPART_GRANDPAR
(5,18),(18,11),-0.502584 # DEPENDENCYPART_GRANDPAR
(5,18),(18,12),-0.678559 # DEPENDENCYPART_GRANDPAR
(5,18),(18,14),-0.396246 # DEPENDENCYPART_GRANDPAR
(5,18),(18,19),-0.657011 # DEPENDENCYPART_GRANDPAR
(5,18),(18,20),-0.0725696 # DEPENDENCYPART_GRANDPAR
(5,18),(18,21),-0.300932 # DEPENDENCYPART_GRANDPAR
(5,18),(18,22),-0.0301056 # DEPENDENCYPART_GRANDPAR
(5,18),(18,23),-0.104317 # DEPENDENCYPART_GRANDPAR
(5,18),(18,24),0.253204 # DEPENDENCYPART_GRANDPAR
(5,24),(24,1),-0.441806 # DEPENDENCYPART_GRANDPAR
(5,24),(24,2),-0.694247 # DEPENDENCYPART_GRANDPAR
(5,24),(24,3),-0.70456 # DEPENDENCYPART_GRANDPAR
(5,24),(24,4),-0.441582 # DEPENDENCYPART_GRANDPAR
(5,24),(24,5),-0.803338 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,24),(24,6),0.0649399 # DEPENDENCYPART_GRANDPAR
(5,24),(24,7),0.0613038 # DEPENDENCYPART_GRANDPAR
(5,24),(24,8),-0.128102 # DEPENDENCYPART_GRANDPAR
(5,24),(24,9),-0.187912 # DEPENDENCYPART_GRANDPAR
(5,24),(24,10),-0.339361 # DEPENDENCYPART_GRANDPAR
(5,24),(24,12),-0.566545 # DEPENDENCYPART_GRANDPAR
(5,24),(24,14),-0.345088 # DEPENDENCYPART_GRANDPAR
(5,24),(24,15),-0.297105 # DEPENDENCYPART_GRANDPAR
(5,24),(24,16),0.0603899 # DEPENDENCYPART_GRANDPAR
(5,24),(24,17),1.14268 # DEPENDENCYPART_GRANDPAR
(5,24),(24,18),-0.481744 # DEPENDENCYPART_GRANDPAR
(5,24),(24,20),-0.380428 # DEPENDENCYPART_GRANDPAR
(5,24),(24,21),-0.687158 # DEPENDENCYPART_GRANDPAR
(5,24),(24,22),-0.284089 # DEPENDENCYPART_GRANDPAR
(5,24),(24,23),-0.286459 # DEPENDENCYPART_GRANDPAR
(5,24),(24,25),-0.869293 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.125338 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.400296 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.493091 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),-0.326275 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-1.35463 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,7),-0.15653 # DEPENDENCYPART_GRANDPAR
(6,1),(1,8),-0.0398637 # DEPENDENCYPART_GRANDPAR
(6,1),(1,9),-0.0201031 # DEPENDENCYPART_GRANDPAR
(6,1),(1,11),-0.0250876 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.18316 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.120128 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.434924 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),-0.264061 # DEPENDENCYPART_GRANDPAR
(6,2),(2,7),-0.0588312 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.521485 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.272126 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.0862335 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.283076 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.249947 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.33306 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.0877934 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.682717 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.847925 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.8562 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.737379 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.905182 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),0.451637 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),0.245233 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),0.209111 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),0.391652 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),0.0378228 # DEPENDENCYPART_GRANDPAR
(6,7),(7,15),0.297739 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),0.3014 # DEPENDENCYPART_GRANDPAR
(6,7),(7,17),0.453198 # DEPENDENCYPART_GRANDPAR
(6,7),(7,20),-0.235993 # DEPENDENCYPART_GRANDPAR
(6,7),(7,21),0.00183416 # DEPENDENCYPART_GRANDPAR
(6,7),(7,23),-0.307176 # DEPENDENCYPART_GRANDPAR
(6,7),(7,24),0.170142 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-0.486113 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.790711 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.890936 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.791994 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.960053 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.368004 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),0.141043 # DEPENDENCYPART_GRANDPAR
(6,9),(9,7),0.442191 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.381951 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),0.0686183 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),0.191751 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.121496 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),0.0979513 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),0.168772 # DEPENDENCYPART_GRANDPAR
(6,9),(9,17),0.165172 # DEPENDENCYPART_GRANDPAR
(6,9),(9,18),0.127163 # DEPENDENCYPART_GRANDPAR
(6,10),(10,4),-0.99241 # DEPENDENCYPART_GRANDPAR
(6,10),(10,7),0.468175 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),0.474215 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),0.168833 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.116803 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.191512 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),0.156217 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),0.0911367 # DEPENDENCYPART_GRANDPAR
(6,10),(10,17),0.327172 # DEPENDENCYPART_GRANDPAR
(6,10),(10,20),-0.360935 # DEPENDENCYPART_GRANDPAR
(6,10),(10,21),-0.0366289 # DEPENDENCYPART_GRANDPAR
(6,10),(10,24),0.0293772 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.110028 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),0.143835 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.0889439 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),0.100648 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.0165351 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),0.0777057 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),0.0413121 # DEPENDENCYPART_GRANDPAR
(6,11),(11,20),-0.498031 # DEPENDENCYPART_GRANDPAR
(6,11),(11,23),-0.480174 # DEPENDENCYPART_GRANDPAR
(6,12),(12,1),-0.429541 # DEPENDENCYPART_GRANDPAR
(6,12),(12,8),0.639996 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),0.455189 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),0.461658 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),0.20819 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),0.024657 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),0.147696 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),0.0601676 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),0.287915 # DEPENDENCYPART_GRANDPAR
(6,12),(12,18),0.263621 # DEPENDENCYPART_GRANDPAR
(6,12),(12,20),-0.377837 # DEPENDENCYPART_GRANDPAR
(6,12),(12,21),-0.063992 # DEPENDENCYPART_GRANDPAR
(6,12),(12,23),-0.462214 # DEPENDENCYPART_GRANDPAR
(6,12),(12,24),-0.0216012 # DEPENDENCYPART_GRANDPAR
(6,15),(15,5),-0.791999 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),-0.161518 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),-0.119851 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),0.0653955 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),0.257249 # DEPENDENCYPART_GRANDPAR
(6,16),(16,14),-0.263456 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),0.0780833 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),0.33213 # DEPENDENCYPART_GRANDPAR
(6,16),(16,18),0.852171 # DEPENDENCYPART_GRANDPAR
(6,16),(16,20),-0.417948 # DEPENDENCYPART_GRANDPAR
(6,16),(16,23),-0.454798 # DEPENDENCYPART_GRANDPAR
(6,16),(16,24),-0.00961228 # DEPENDENCYPART_GRANDPAR
(6,17),(17,1),-0.577472 # DEPENDENCYPART_GRANDPAR
(6,17),(17,3),-0.768121 # DEPENDENCYPART_GRANDPAR
(6,17),(17,4),-0.927266 # DEPENDENCYPART_GRANDPAR
(6,17),(17,5),-0.839183 # DEPENDENCYPART_GRANDPAR
(6,17),(17,7),0.368758 # DEPENDENCYPART_GRANDPAR
(6,17),(17,8),0.492976 # DEPENDENCYPART_GRANDPAR
(6,17),(17,9),0.194317 # DEPENDENCYPART_GRANDPAR
(6,17),(17,10),0.0329618 # DEPENDENCYPART_GRANDPAR
(6,17),(17,11),0.197032 # DEPENDENCYPART_GRANDPAR
(6,17),(17,12),-0.120152 # DEPENDENCYPART_GRANDPAR
(6,17),(17,14),-0.0858017 # DEPENDENCYPART_GRANDPAR
(6,17),(17,15),0.215321 # DEPENDENCYPART_GRANDPAR
(6,17),(17,18),0.148405 # DEPENDENCYPART_GRANDPAR
(6,17),(17,20),-0.599553 # DEPENDENCYPART_GRANDPAR
(6,17),(17,21),-0.345591 # DEPENDENCYPART_GRANDPAR
(6,17),(17,23),-0.648191 # DEPENDENCYPART_GRANDPAR
(6,17),(17,24),-0.244453 # DEPENDENCYPART_GRANDPAR
(6,17),(17,25),-1.17697 # DEPENDENCYPART_GRANDPAR
(6,18),(18,1),-0.483284 # DEPENDENCYPART_GRANDPAR
(6,18),(18,9),0.0795976 # DEPENDENCYPART_GRANDPAR
(6,18),(18,11),0.160387 # DEPENDENCYPART_GRANDPAR
(6,18),(18,12),-0.221094 # DEPENDENCYPART_GRANDPAR
(6,18),(18,14),-0.149237 # DEPENDENCYPART_GRANDPAR
(6,18),(18,19),-0.437565 # DEPENDENCYPART_GRANDPAR
(6,18),(18,20),-0.318615 # DEPENDENCYPART_GRANDPAR
(6,18),(18,21),-0.055327 # DEPENDENCYPART_GRANDPAR
(6,18),(18,22),-0.533406 # DEPENDENCYPART_GRANDPAR
(6,18),(18,23),-0.422423 # DEPENDENCYPART_GRANDPAR
(6,18),(18,24),-0.00595845 # DEPENDENCYPART_GRANDPAR
(6,20),(20,19),-0.0209861 # DEPENDENCYPART_GRANDPAR
(6,20),(20,21),-0.100628 # DEPENDENCYPART_GRANDPAR
(6,20),(20,22),-0.584002 # DEPENDENCYPART_GRANDPAR
(6,20),(20,23),-0.480955 # DEPENDENCYPART_GRANDPAR
(6,20),(20,24),-0.0360938 # DEPENDENCYPART_GRANDPAR
(6,23),(23,5),-0.798606 # DEPENDENCYPART_GRANDPAR
(6,23),(23,18),0.142059 # DEPENDENCYPART_GRANDPAR
(6,23),(23,19),-0.206101 # DEPENDENCYPART_GRANDPAR
(6,23),(23,20),-0.395914 # DEPENDENCYPART_GRANDPAR
(6,23),(23,21),0.117428 # DEPENDENCYPART_GRANDPAR
(6,23),(23,22),-0.421181 # DEPENDENCYPART_GRANDPAR
(6,23),(23,24),-0.0251449 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.469055 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.486749 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-0.566097 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),-0.192898 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-1.27215 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,4),-0.598729 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.527543 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.402257 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.30691 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.23374 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),-0.47507 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.28835 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,1),-0.613912 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.590097 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.556148 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.531369 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.40194 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.23019 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.284822 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.795666 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.369367 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-0.840813 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),-0.15307 # DEPENDENCYPART_GRANDPAR
(7,5),(5,15),-0.409524 # DEPENDENCYPART_GRANDPAR
(7,5),(5,16),-0.653913 # DEPENDENCYPART_GRANDPAR
(7,5),(5,17),-0.588438 # DEPENDENCYPART_GRANDPAR
(7,5),(5,18),-0.622373 # DEPENDENCYPART_GRANDPAR
(7,5),(5,21),-0.641279 # DEPENDENCYPART_GRANDPAR
(7,5),(5,24),-1.00875 # DEPENDENCYPART_GRANDPAR
(7,5),(5,25),-0.787302 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.677792 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.64825 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.655388 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.634334 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.27418 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.455401 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.806407 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.421747 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.919965 # DEPENDENCYPART_GRANDPAR
