# _root_ DPC Acquisition Partners , a hostile suitor for Dataproducts Corp. , said it intends to launch a tender offer for the computer printer maker 's common stock .
#goldHeads=3,3,12,3,7,7,3,7,8,9,3,0,14,12,14,15,19,19,16,19,24,24,24,27,24,27,20,12,
#predictedHeads=3,3,12,3,7,7,3,7,8,9,3,0,14,12,14,15,19,19,16,19,24,24,24,27,24,27,20,12,
(7,3),(3,7),-1.28475 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,8),-0.671063 # DEPENDENCYPART_GRANDPAR
(7,3),(3,9),-0.825293 # DEPENDENCYPART_GRANDPAR
(7,3),(3,10),-0.714518 # DEPENDENCYPART_GRANDPAR
(7,3),(3,11),-1.05312 # DEPENDENCYPART_GRANDPAR
(7,3),(3,12),-0.859242 # DEPENDENCYPART_GRANDPAR
(7,3),(3,13),-0.794064 # DEPENDENCYPART_GRANDPAR
(7,3),(3,14),-0.591864 # DEPENDENCYPART_GRANDPAR
(7,3),(3,19),-1.11915 # DEPENDENCYPART_GRANDPAR
(7,3),(3,27),-1.46388 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.127677 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.202528 # DEPENDENCYPART_GRANDPAR
(7,5),(5,8),-0.710896 # DEPENDENCYPART_GRANDPAR
(7,5),(5,14),-0.631979 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),0.0141798 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.305745 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.231083 # DEPENDENCYPART_GRANDPAR
(7,6),(6,8),-0.694651 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.80167 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.963452 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.655905 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.0586636 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.125687 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.285437 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.531431 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.363606 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.191799 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.265998 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.700663 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.100893 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),0.208961 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.207317 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.390788 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.361099 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.0949785 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.469589 # DEPENDENCYPART_GRANDPAR
(7,9),(9,19),-0.509 # DEPENDENCYPART_GRANDPAR
(7,9),(9,20),-0.383648 # DEPENDENCYPART_GRANDPAR
(7,9),(9,25),-1.10885 # DEPENDENCYPART_GRANDPAR
(7,9),(9,27),-0.859387 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-0.725489 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.568655 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.714093 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),0.079578 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-0.363681 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.189102 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.00491282 # DEPENDENCYPART_GRANDPAR
(7,12),(12,1),-1.11972 # DEPENDENCYPART_GRANDPAR
(7,12),(12,2),-0.876627 # DEPENDENCYPART_GRANDPAR
(7,12),(12,3),-0.736027 # DEPENDENCYPART_GRANDPAR
(7,12),(12,4),-0.944727 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-0.601116 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,8),0.109311 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),-0.168759 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),-0.23101 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.371391 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.226993 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),0.0966993 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.340845 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-0.172237 # DEPENDENCYPART_GRANDPAR
(7,12),(12,20),-0.257703 # DEPENDENCYPART_GRANDPAR
(7,12),(12,28),-1.46804 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.0950499 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-0.512851 # DEPENDENCYPART_GRANDPAR
(7,14),(14,1),-1.11882 # DEPENDENCYPART_GRANDPAR
(7,14),(14,2),-0.876394 # DEPENDENCYPART_GRANDPAR
(7,14),(14,3),-0.735214 # DEPENDENCYPART_GRANDPAR
(7,14),(14,4),-0.944524 # DEPENDENCYPART_GRANDPAR
(7,14),(14,7),-0.623111 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,14),(14,8),0.128237 # DEPENDENCYPART_GRANDPAR
(7,14),(14,9),-0.171311 # DEPENDENCYPART_GRANDPAR
(7,14),(14,10),-0.154389 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),-0.323234 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),-0.296231 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),0.0143935 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),-0.268311 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),-0.290137 # DEPENDENCYPART_GRANDPAR
(7,14),(14,18),-0.850395 # DEPENDENCYPART_GRANDPAR
(7,14),(14,19),-0.396674 # DEPENDENCYPART_GRANDPAR
(7,14),(14,20),-0.305133 # DEPENDENCYPART_GRANDPAR
(7,14),(14,24),-0.660358 # DEPENDENCYPART_GRANDPAR
(7,14),(14,25),-1.01193 # DEPENDENCYPART_GRANDPAR
(7,14),(14,27),-0.700518 # DEPENDENCYPART_GRANDPAR
(7,14),(14,28),-1.5421 # DEPENDENCYPART_GRANDPAR
(7,15),(15,3),-0.733152 # DEPENDENCYPART_GRANDPAR
(7,15),(15,7),-0.862108 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,15),(15,13),-0.398753 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),-0.0428711 # DEPENDENCYPART_GRANDPAR
(7,15),(15,18),-0.866111 # DEPENDENCYPART_GRANDPAR
(7,15),(15,19),-0.365151 # DEPENDENCYPART_GRANDPAR
(7,15),(15,20),-0.365506 # DEPENDENCYPART_GRANDPAR
(7,20),(20,19),-0.509579 # DEPENDENCYPART_GRANDPAR
(7,20),(20,21),-0.586478 # DEPENDENCYPART_GRANDPAR
(7,20),(20,22),-1.06417 # DEPENDENCYPART_GRANDPAR
(7,20),(20,23),-0.849675 # DEPENDENCYPART_GRANDPAR
(7,20),(20,24),-0.500141 # DEPENDENCYPART_GRANDPAR
(7,20),(20,25),-1.03779 # DEPENDENCYPART_GRANDPAR
(7,20),(20,27),-0.58072 # DEPENDENCYPART_GRANDPAR
(7,27),(27,17),-0.196039 # DEPENDENCYPART_GRANDPAR
(7,27),(27,18),-0.821586 # DEPENDENCYPART_GRANDPAR
(7,27),(27,19),-0.394063 # DEPENDENCYPART_GRANDPAR
(7,27),(27,21),-0.500415 # DEPENDENCYPART_GRANDPAR
(7,27),(27,22),-1.04813 # DEPENDENCYPART_GRANDPAR
(7,27),(27,23),-0.898042 # DEPENDENCYPART_GRANDPAR
(7,27),(27,24),-0.717595 # DEPENDENCYPART_GRANDPAR
(7,27),(27,25),-0.152738 # DEPENDENCYPART_GRANDPAR
(7,27),(27,26),-0.309308 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.540316 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.498861 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.493819 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.849741 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.298565 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.398077 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.35061 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.223389 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),0.0481841 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.917541 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.658997 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-1.08106 # DEPENDENCYPART_GRANDPAR
(8,7),(7,14),-0.510841 # DEPENDENCYPART_GRANDPAR
(8,7),(7,15),-1.14478 # DEPENDENCYPART_GRANDPAR
(8,7),(7,20),-1.04051 # DEPENDENCYPART_GRANDPAR
(8,7),(7,27),-2.35794 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-1.07027 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.65151 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),1.38673 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.206399 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.0154072 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.371377 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),0.136815 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.581801 # DEPENDENCYPART_GRANDPAR
(8,9),(9,19),-0.499298 # DEPENDENCYPART_GRANDPAR
(8,9),(9,20),-0.387727 # DEPENDENCYPART_GRANDPAR
(8,9),(9,25),-1.66514 # DEPENDENCYPART_GRANDPAR
(8,9),(9,27),-1.42661 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-1.29968 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-1.02857 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-1.0702 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.780022 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.379163 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.234028 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),0.135279 # DEPENDENCYPART_GRANDPAR
(8,12),(12,1),-1.29547 # DEPENDENCYPART_GRANDPAR
(8,12),(12,2),-1.25547 # DEPENDENCYPART_GRANDPAR
(8,12),(12,3),-1.27135 # DEPENDENCYPART_GRANDPAR
(8,12),(12,4),-1.46521 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),-1.02103 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-1.09938 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),0.351728 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),0.437005 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),-0.559104 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.263752 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),0.141623 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.5607 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.210306 # DEPENDENCYPART_GRANDPAR
(8,12),(12,20),-0.372037 # DEPENDENCYPART_GRANDPAR
(8,12),(12,28),-2.06036 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.0278346 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.734607 # DEPENDENCYPART_GRANDPAR
(8,14),(14,1),-1.28507 # DEPENDENCYPART_GRANDPAR
(8,14),(14,2),-1.24574 # DEPENDENCYPART_GRANDPAR
(8,14),(14,3),-1.26104 # DEPENDENCYPART_GRANDPAR
(8,14),(14,4),-1.45894 # DEPENDENCYPART_GRANDPAR
(8,14),(14,7),-0.997019 # DEPENDENCYPART_GRANDPAR
(8,14),(14,8),-0.984764 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,14),(14,9),0.442067 # DEPENDENCYPART_GRANDPAR
(8,14),(14,10),0.61911 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),-0.38634 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),-0.234851 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.465484 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.438944 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.255951 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),-0.916474 # DEPENDENCYPART_GRANDPAR
(8,14),(14,19),-0.384761 # DEPENDENCYPART_GRANDPAR
(8,14),(14,20),-0.43623 # DEPENDENCYPART_GRANDPAR
(8,14),(14,24),-0.706776 # DEPENDENCYPART_GRANDPAR
(8,14),(14,25),-1.51117 # DEPENDENCYPART_GRANDPAR
(8,14),(14,27),-1.26679 # DEPENDENCYPART_GRANDPAR
(8,14),(14,28),-2.10622 # DEPENDENCYPART_GRANDPAR
(8,15),(15,3),-1.23558 # DEPENDENCYPART_GRANDPAR
(8,15),(15,7),-1.0194 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),0.368038 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),0.656948 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),-0.927964 # DEPENDENCYPART_GRANDPAR
(8,15),(15,19),-0.375559 # DEPENDENCYPART_GRANDPAR
(8,15),(15,20),-0.252808 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.705015 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.675312 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.572292 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.454324 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.891648 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.654034 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.663821 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.38107 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.594369 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-1.09041 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.617474 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-0.623058 # DEPENDENCYPART_GRANDPAR
(9,7),(7,14),-0.503353 # DEPENDENCYPART_GRANDPAR
(9,7),(7,15),-0.75191 # DEPENDENCYPART_GRANDPAR
(9,7),(7,20),-0.78401 # DEPENDENCYPART_GRANDPAR
(9,7),(7,27),-1.30648 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.423116 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.728673 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.30149 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.506311 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.97497 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.625109 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.623711 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-0.52488 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-0.812773 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-1.42389 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-1.24018 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-1.32589 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-1.22646 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.959688 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.628878 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.121037 # DEPENDENCYPART_GRANDPAR
(9,12),(12,1),-1.20391 # DEPENDENCYPART_GRANDPAR
(9,12),(12,2),-1.18569 # DEPENDENCYPART_GRANDPAR
(9,12),(12,3),-1.06532 # DEPENDENCYPART_GRANDPAR
(9,12),(12,4),-0.928193 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-1.15541 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-1.17074 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-0.810456 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),-0.241081 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.628216 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.0258756 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),0.355222 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.207453 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.0961669 # DEPENDENCYPART_GRANDPAR
(9,12),(12,20),-0.239975 # DEPENDENCYPART_GRANDPAR
(9,12),(12,28),-0.801493 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),0.0318448 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.450412 # DEPENDENCYPART_GRANDPAR
(9,14),(14,1),-1.19161 # DEPENDENCYPART_GRANDPAR
(9,14),(14,2),-1.17405 # DEPENDENCYPART_GRANDPAR
(9,14),(14,3),-1.05311 # DEPENDENCYPART_GRANDPAR
(9,14),(14,4),-0.923769 # DEPENDENCYPART_GRANDPAR
(9,14),(14,7),-1.12533 # DEPENDENCYPART_GRANDPAR
(9,14),(14,8),-1.20338 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-0.796168 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,10),-0.142 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),-0.508394 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),-0.0718108 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),0.0342786 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.184624 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.235253 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-0.218262 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),-0.418979 # DEPENDENCYPART_GRANDPAR
(9,14),(14,20),-0.226863 # DEPENDENCYPART_GRANDPAR
(9,14),(14,24),-0.527242 # DEPENDENCYPART_GRANDPAR
(9,14),(14,25),-0.888848 # DEPENDENCYPART_GRANDPAR
(9,14),(14,27),-0.603235 # DEPENDENCYPART_GRANDPAR
(9,14),(14,28),-0.905644 # DEPENDENCYPART_GRANDPAR
(9,15),(15,3),-1.07164 # DEPENDENCYPART_GRANDPAR
(9,15),(15,7),-1.19856 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),-0.123881 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.107426 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),-0.33938 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),-0.530294 # DEPENDENCYPART_GRANDPAR
(9,15),(15,20),-0.463239 # DEPENDENCYPART_GRANDPAR
(9,19),(19,9),-0.704869 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,19),(19,17),0.0504328 # DEPENDENCYPART_GRANDPAR
(9,19),(19,18),-0.00674886 # DEPENDENCYPART_GRANDPAR
(9,19),(19,20),-0.249608 # DEPENDENCYPART_GRANDPAR
(9,19),(19,22),-0.405904 # DEPENDENCYPART_GRANDPAR
(9,19),(19,23),-0.491179 # DEPENDENCYPART_GRANDPAR
(9,19),(19,24),-0.580732 # DEPENDENCYPART_GRANDPAR
(9,19),(19,25),-1.0801 # DEPENDENCYPART_GRANDPAR
(9,19),(19,27),-0.63081 # DEPENDENCYPART_GRANDPAR
(9,20),(20,19),-0.340565 # DEPENDENCYPART_GRANDPAR
(9,20),(20,21),-1.35053 # DEPENDENCYPART_GRANDPAR
(9,20),(20,22),-0.496974 # DEPENDENCYPART_GRANDPAR
(9,20),(20,23),-0.571854 # DEPENDENCYPART_GRANDPAR
(9,20),(20,24),-0.627643 # DEPENDENCYPART_GRANDPAR
(9,20),(20,25),-0.981034 # DEPENDENCYPART_GRANDPAR
(9,20),(20,27),-0.72201 # DEPENDENCYPART_GRANDPAR
(9,25),(25,26),-0.92442 # DEPENDENCYPART_GRANDPAR
(9,27),(27,17),0.0456351 # DEPENDENCYPART_GRANDPAR
(9,27),(27,18),0.0425151 # DEPENDENCYPART_GRANDPAR
(9,27),(27,19),-0.159312 # DEPENDENCYPART_GRANDPAR
(9,27),(27,21),-0.922541 # DEPENDENCYPART_GRANDPAR
(9,27),(27,22),-0.112405 # DEPENDENCYPART_GRANDPAR
(9,27),(27,23),-0.19709 # DEPENDENCYPART_GRANDPAR
(9,27),(27,24),-0.271613 # DEPENDENCYPART_GRANDPAR
(9,27),(27,25),-0.414642 # DEPENDENCYPART_GRANDPAR
(9,27),(27,26),-0.694035 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.301816 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.0433213 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),-0.21279 # DEPENDENCYPART_GRANDPAR
(10,5),(5,14),-0.875466 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.0950328 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),0.0445692 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.499932 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.257016 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),-0.438686 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),-0.568704 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.493189 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.369839 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.141905 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.538332 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.323733 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.240774 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-0.251627 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-1.97497 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-1.28242 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),-1.29864 # DEPENDENCYPART_GRANDPAR
(10,7),(7,13),-1.11132 # DEPENDENCYPART_GRANDPAR
(10,7),(7,14),-0.889522 # DEPENDENCYPART_GRANDPAR
(10,7),(7,15),-1.03712 # DEPENDENCYPART_GRANDPAR
(10,7),(7,20),-1.01455 # DEPENDENCYPART_GRANDPAR
(10,7),(7,27),-1.68463 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.144988 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.368756 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.397545 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.88691 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-1.16698 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-1.30627 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-1.11197 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.911048 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-1.09798 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.476259 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.376697 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-2.01479 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-1.3839 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-1.34495 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-1.19043 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.950292 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-1.14789 # DEPENDENCYPART_GRANDPAR
(10,9),(9,19),-1.29816 # DEPENDENCYPART_GRANDPAR
(10,9),(9,20),-1.17695 # DEPENDENCYPART_GRANDPAR
(10,9),(9,25),-1.8368 # DEPENDENCYPART_GRANDPAR
(10,9),(9,27),-1.72395 # DEPENDENCYPART_GRANDPAR
(10,14),(14,1),-1.02797 # DEPENDENCYPART_GRANDPAR
(10,14),(14,2),-0.964599 # DEPENDENCYPART_GRANDPAR
(10,14),(14,3),-0.821012 # DEPENDENCYPART_GRANDPAR
(10,14),(14,4),-0.621964 # DEPENDENCYPART_GRANDPAR
(10,14),(14,7),-0.752587 # DEPENDENCYPART_GRANDPAR
(10,14),(14,8),-0.818118 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),-0.81896 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-1.56513 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),-0.714637 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),-0.76671 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.467613 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.48796 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.696297 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),-0.738898 # DEPENDENCYPART_GRANDPAR
(10,14),(14,19),-0.580604 # DEPENDENCYPART_GRANDPAR
(10,14),(14,20),-0.498683 # DEPENDENCYPART_GRANDPAR
(10,14),(14,24),-0.62285 # DEPENDENCYPART_GRANDPAR
(10,14),(14,25),-1.30241 # DEPENDENCYPART_GRANDPAR
(10,14),(14,27),-0.991888 # DEPENDENCYPART_GRANDPAR
(10,14),(14,28),-1.35873 # DEPENDENCYPART_GRANDPAR
(12,1),(1,2),0.100421 # DEPENDENCYPART_GRANDPAR
(12,1),(1,3),0.338404 # DEPENDENCYPART_GRANDPAR
(12,1),(1,4),0.553251 # DEPENDENCYPART_GRANDPAR
(12,1),(1,7),0.462111 # DEPENDENCYPART_GRANDPAR
(12,1),(1,11),0.625932 # DEPENDENCYPART_GRANDPAR
(12,2),(2,1),0.684347 # DEPENDENCYPART_GRANDPAR
(12,2),(2,3),0.365258 # DEPENDENCYPART_GRANDPAR
(12,2),(2,4),0.62802 # DEPENDENCYPART_GRANDPAR
(12,2),(2,7),0.475954 # DEPENDENCYPART_GRANDPAR
(12,2),(2,8),0.132617 # DEPENDENCYPART_GRANDPAR
(12,2),(2,9),-0.00931976 # DEPENDENCYPART_GRANDPAR
(12,2),(2,10),0.816449 # DEPENDENCYPART_GRANDPAR
(12,2),(2,11),0.700701 # DEPENDENCYPART_GRANDPAR
(12,2),(2,14),-0.571821 # DEPENDENCYPART_GRANDPAR
(12,2),(2,19),-0.814894 # DEPENDENCYPART_GRANDPAR
(12,3),(3,1),0.71556 # DEPENDENCYPART_GRANDPAR
(12,3),(3,2),-0.0447656 # DEPENDENCYPART_GRANDPAR
(12,3),(3,4),0.548535 # DEPENDENCYPART_GRANDPAR
(12,3),(3,5),0.224195 # DEPENDENCYPART_GRANDPAR
(12,3),(3,6),0.321285 # DEPENDENCYPART_GRANDPAR
(12,3),(3,7),0.459164 # DEPENDENCYPART_GRANDPAR
(12,3),(3,8),0.123113 # DEPENDENCYPART_GRANDPAR
