# _root_ `` The pendulum is swinging back to black and white , '' says Richard DeMoulin , the general manager of Eastman Kodak Co. 's professional photography division .
#goldHeads=4,3,4,13,4,5,5,7,8,9,4,4,0,15,13,15,19,19,15,19,23,23,27,23,27,27,20,13,
#predictedHeads=13,3,4,13,4,5,6,7,8,9,13,13,0,15,13,15,19,19,15,19,23,23,27,23,27,27,20,13,
(2,5),(5,4),-0.331124 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.495288 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.190422 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.635826 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),0.109931 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-0.720023 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),-0.664318 # DEPENDENCYPART_GRANDPAR
(2,5),(5,12),-0.700594 # DEPENDENCYPART_GRANDPAR
(2,5),(5,13),-0.601046 # DEPENDENCYPART_GRANDPAR
(2,5),(5,15),-0.61039 # DEPENDENCYPART_GRANDPAR
(2,5),(5,16),-0.750553 # DEPENDENCYPART_GRANDPAR
(2,5),(5,19),-0.896242 # DEPENDENCYPART_GRANDPAR
(2,5),(5,20),-1.09096 # DEPENDENCYPART_GRANDPAR
(2,5),(5,27),-0.95671 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.07886 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-0.560961 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.535987 # DEPENDENCYPART_GRANDPAR
(3,2),(2,4),-0.649194 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.500798 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.781493 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.629425 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.519905 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),0.200696 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),0.0554265 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),0.0385171 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.177747 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.168383 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),-0.442108 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),-0.297869 # DEPENDENCYPART_GRANDPAR
(3,4),(4,12),-0.311029 # DEPENDENCYPART_GRANDPAR
(3,4),(4,13),-0.658232 # DEPENDENCYPART_GRANDPAR
(3,4),(4,15),-0.41856 # DEPENDENCYPART_GRANDPAR
(3,4),(4,16),-0.458683 # DEPENDENCYPART_GRANDPAR
(3,4),(4,19),-0.672335 # DEPENDENCYPART_GRANDPAR
(3,4),(4,28),-1.43989 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-1.01471 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.710656 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.594922 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),-0.0884095 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.000652409 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),0.0944341 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.106692 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.235991 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.36716 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-0.353189 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),-0.254947 # DEPENDENCYPART_GRANDPAR
(3,5),(5,13),-0.575549 # DEPENDENCYPART_GRANDPAR
(3,5),(5,15),-0.342143 # DEPENDENCYPART_GRANDPAR
(3,5),(5,16),-0.514004 # DEPENDENCYPART_GRANDPAR
(3,5),(5,19),-0.585947 # DEPENDENCYPART_GRANDPAR
(3,5),(5,20),-0.618326 # DEPENDENCYPART_GRANDPAR
(3,5),(5,27),-0.132335 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.923641 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.439547 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),0.0438049 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),0.058167 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),0.320246 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.0758562 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.18385 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.3263 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.239883 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),-0.202172 # DEPENDENCYPART_GRANDPAR
(3,6),(6,13),-0.454896 # DEPENDENCYPART_GRANDPAR
(3,6),(6,15),-0.351289 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),-0.205824 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.169731 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.230515 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-0.42405 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.272693 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),-0.240425 # DEPENDENCYPART_GRANDPAR
(3,7),(7,15),-0.337024 # DEPENDENCYPART_GRANDPAR
(3,7),(7,16),-0.433507 # DEPENDENCYPART_GRANDPAR
(3,7),(7,19),-0.632875 # DEPENDENCYPART_GRANDPAR
(3,8),(8,1),-1.05307 # DEPENDENCYPART_GRANDPAR
(3,8),(8,2),-0.887858 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-0.437731 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,5),0.10072 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),0.0237376 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-0.0571873 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),0.0744438 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-0.47418 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.234426 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),-0.303047 # DEPENDENCYPART_GRANDPAR
(3,8),(8,13),-0.46199 # DEPENDENCYPART_GRANDPAR
(3,8),(8,15),-0.516633 # DEPENDENCYPART_GRANDPAR
(3,8),(8,16),-0.395241 # DEPENDENCYPART_GRANDPAR
(3,8),(8,19),-0.683334 # DEPENDENCYPART_GRANDPAR
(3,8),(8,20),-0.430087 # DEPENDENCYPART_GRANDPAR
(3,8),(8,23),-1.2049 # DEPENDENCYPART_GRANDPAR
(3,8),(8,27),-0.210659 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.115857 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),-0.34071 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),-0.346981 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),-0.761244 # DEPENDENCYPART_GRANDPAR
(3,9),(9,15),-0.398252 # DEPENDENCYPART_GRANDPAR
(3,9),(9,16),-0.501524 # DEPENDENCYPART_GRANDPAR
(3,9),(9,19),-0.263737 # DEPENDENCYPART_GRANDPAR
(3,9),(9,27),0.238894 # DEPENDENCYPART_GRANDPAR
(3,12),(12,11),-0.412014 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.238209 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-0.982173 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,1),-0.477186 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.02555 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.363686 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.344525 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),0.683191 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-0.882685 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.287525 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.442946 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.0227498 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.60716 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-0.476751 # DEPENDENCYPART_GRANDPAR
(4,3),(3,12),-0.57565 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.534057 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.0197114 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.547303 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.501811 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),0.0202779 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),0.151184 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),0.0717743 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.0755931 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.0965398 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.0437032 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),-0.173363 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),-0.167464 # DEPENDENCYPART_GRANDPAR
(4,5),(5,15),-0.301696 # DEPENDENCYPART_GRANDPAR
(4,5),(5,16),-0.265855 # DEPENDENCYPART_GRANDPAR
(4,5),(5,19),-0.000288751 # DEPENDENCYPART_GRANDPAR
(4,5),(5,20),-0.448204 # DEPENDENCYPART_GRANDPAR
(4,5),(5,27),-0.380689 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.559819 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.570921 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.474573 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),-0.0109569 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),0.257832 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.27481 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.185413 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.441188 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.142825 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.301462 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-0.187076 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.561742 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.136921 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.131322 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.117752 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.301621 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.0420779 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.268262 # DEPENDENCYPART_GRANDPAR
(4,7),(7,15),-0.373588 # DEPENDENCYPART_GRANDPAR
(4,7),(7,16),-0.26423 # DEPENDENCYPART_GRANDPAR
(4,7),(7,19),-0.190267 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-0.654175 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-0.316505 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-0.653753 # DEPENDENCYPART_GRANDPAR
(4,8),(8,5),0.210299 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),-0.0988116 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),0.392407 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.0851194 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.194067 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.157081 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.192851 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.100083 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),-0.404441 # DEPENDENCYPART_GRANDPAR
(4,8),(8,16),-0.379233 # DEPENDENCYPART_GRANDPAR
(4,8),(8,19),-0.0899287 # DEPENDENCYPART_GRANDPAR
(4,8),(8,20),-0.2635 # DEPENDENCYPART_GRANDPAR
(4,8),(8,23),-0.756599 # DEPENDENCYPART_GRANDPAR
(4,8),(8,27),-0.4546 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.490235 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.0416465 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.13926 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),0.895021 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),-0.434367 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),-0.263799 # DEPENDENCYPART_GRANDPAR
(4,9),(9,19),-0.34589 # DEPENDENCYPART_GRANDPAR
(4,9),(9,27),-0.68647 # DEPENDENCYPART_GRANDPAR
(4,10),(10,6),-0.133467 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),0.37148 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),0.121247 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),0.0129115 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.102541 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.190745 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-0.0986504 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),-0.402682 # DEPENDENCYPART_GRANDPAR
(4,10),(10,16),-0.324693 # DEPENDENCYPART_GRANDPAR
(4,10),(10,19),-0.0719787 # DEPENDENCYPART_GRANDPAR
(4,10),(10,20),-0.25383 # DEPENDENCYPART_GRANDPAR
(4,10),(10,27),-0.440793 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),-0.216889 # DEPENDENCYPART_GRANDPAR
(4,13),(13,1),-0.601298 # DEPENDENCYPART_GRANDPAR
(4,13),(13,3),-0.594052 # DEPENDENCYPART_GRANDPAR
(4,13),(13,4),-0.555668 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,13),(13,5),0.0585915 # DEPENDENCYPART_GRANDPAR
(4,13),(13,6),-0.0123676 # DEPENDENCYPART_GRANDPAR
(4,13),(13,7),0.214345 # DEPENDENCYPART_GRANDPAR
(4,13),(13,8),0.000408183 # DEPENDENCYPART_GRANDPAR
(4,13),(13,9),-0.101692 # DEPENDENCYPART_GRANDPAR
(4,13),(13,10),-0.182869 # DEPENDENCYPART_GRANDPAR
(4,13),(13,11),-0.212783 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),-0.319516 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),-0.536457 # DEPENDENCYPART_GRANDPAR
(4,13),(13,15),-0.437274 # DEPENDENCYPART_GRANDPAR
(4,13),(13,16),-0.281232 # DEPENDENCYPART_GRANDPAR
(4,13),(13,18),-0.569484 # DEPENDENCYPART_GRANDPAR
(4,13),(13,19),-0.134496 # DEPENDENCYPART_GRANDPAR
(4,13),(13,20),-0.57798 # DEPENDENCYPART_GRANDPAR
(4,13),(13,21),-0.882607 # DEPENDENCYPART_GRANDPAR
(4,13),(13,22),-0.734049 # DEPENDENCYPART_GRANDPAR
(4,13),(13,23),-0.760372 # DEPENDENCYPART_GRANDPAR
(4,13),(13,24),-0.878439 # DEPENDENCYPART_GRANDPAR
(4,13),(13,27),-0.500768 # DEPENDENCYPART_GRANDPAR
(4,13),(13,28),-1.6389 # DEPENDENCYPART_GRANDPAR
(4,15),(15,1),-0.758817 # DEPENDENCYPART_GRANDPAR
(4,15),(15,4),-0.465061 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,15),(15,5),0.114914 # DEPENDENCYPART_GRANDPAR
(4,15),(15,6),0.00226306 # DEPENDENCYPART_GRANDPAR
(4,15),(15,7),0.267571 # DEPENDENCYPART_GRANDPAR
(4,15),(15,8),0.197744 # DEPENDENCYPART_GRANDPAR
(4,15),(15,10),-0.0141372 # DEPENDENCYPART_GRANDPAR
(4,15),(15,11),0.0202678 # DEPENDENCYPART_GRANDPAR
(4,15),(15,12),-0.145436 # DEPENDENCYPART_GRANDPAR
(4,15),(15,14),-0.246418 # DEPENDENCYPART_GRANDPAR
(4,15),(15,16),-0.316774 # DEPENDENCYPART_GRANDPAR
(4,15),(15,17),-0.984728 # DEPENDENCYPART_GRANDPAR
(4,15),(15,18),-0.64635 # DEPENDENCYPART_GRANDPAR
(4,15),(15,19),-0.079187 # DEPENDENCYPART_GRANDPAR
(4,15),(15,20),-0.555894 # DEPENDENCYPART_GRANDPAR
(4,15),(15,21),-0.861728 # DEPENDENCYPART_GRANDPAR
(4,15),(15,22),-0.714046 # DEPENDENCYPART_GRANDPAR
(4,15),(15,23),-0.537486 # DEPENDENCYPART_GRANDPAR
(4,15),(15,24),-1.07991 # DEPENDENCYPART_GRANDPAR
(4,15),(15,25),-0.936379 # DEPENDENCYPART_GRANDPAR
(4,15),(15,26),-0.408161 # DEPENDENCYPART_GRANDPAR
(4,15),(15,27),-0.455297 # DEPENDENCYPART_GRANDPAR
(4,19),(19,1),-0.654422 # DEPENDENCYPART_GRANDPAR
(4,19),(19,4),-0.142101 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,19),(19,5),0.199421 # DEPENDENCYPART_GRANDPAR
(4,19),(19,14),-0.371593 # DEPENDENCYPART_GRANDPAR
(4,19),(19,15),-0.268453 # DEPENDENCYPART_GRANDPAR
(4,19),(19,16),-0.136087 # DEPENDENCYPART_GRANDPAR
(4,19),(19,17),-0.910661 # DEPENDENCYPART_GRANDPAR
(4,19),(19,18),-0.399422 # DEPENDENCYPART_GRANDPAR
(4,19),(19,20),-0.288861 # DEPENDENCYPART_GRANDPAR
(4,19),(19,21),-0.86392 # DEPENDENCYPART_GRANDPAR
(4,19),(19,22),-0.719694 # DEPENDENCYPART_GRANDPAR
(4,19),(19,23),-0.769727 # DEPENDENCYPART_GRANDPAR
(4,19),(19,24),-1.07632 # DEPENDENCYPART_GRANDPAR
(4,19),(19,25),-0.833255 # DEPENDENCYPART_GRANDPAR
(4,19),(19,26),-0.364393 # DEPENDENCYPART_GRANDPAR
(4,19),(19,27),-0.428081 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.192205 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.268703 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.344159 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.25174 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.23068 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,1),-0.277889 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.0107477 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.0663142 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.30029 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.199376 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.328884 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.70347 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.651883 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),-0.809537 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.375817 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.111304 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.0631728 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.25522 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.058508 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.337606 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.455814 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.427047 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-0.601565 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-0.442985 # DEPENDENCYPART_GRANDPAR
(5,4),(4,12),-0.710447 # DEPENDENCYPART_GRANDPAR
(5,4),(4,13),-0.532602 # DEPENDENCYPART_GRANDPAR
(5,4),(4,15),-0.798462 # DEPENDENCYPART_GRANDPAR
(5,4),(4,16),-0.606494 # DEPENDENCYPART_GRANDPAR
(5,4),(4,19),-0.883006 # DEPENDENCYPART_GRANDPAR
(5,4),(4,28),-1.35696 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.749555 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.618206 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.705239 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.938922 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),0.345906 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.01294 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.0891307 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.147243 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),0.0926553 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.197016 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.0106418 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),-0.305517 # DEPENDENCYPART_GRANDPAR
(5,7),(7,6),0.305561 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),0.0646923 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.117643 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.0735319 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.0232118 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.168377 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),-0.0809787 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),-0.18672 # DEPENDENCYPART_GRANDPAR
(5,7),(7,19),-0.359317 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-0.883857 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-0.90765 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.759396 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.840335 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),0.360209 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),0.0981654 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.153047 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.169022 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.0107637 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.194734 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),0.023755 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),-0.225972 # DEPENDENCYPART_GRANDPAR
(5,8),(8,16),-0.174272 # DEPENDENCYPART_GRANDPAR
(5,8),(8,19),-0.453003 # DEPENDENCYPART_GRANDPAR
(5,8),(8,20),-0.388022 # DEPENDENCYPART_GRANDPAR
(5,8),(8,23),-0.557074 # DEPENDENCYPART_GRANDPAR
(5,8),(8,27),-0.823245 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.29019 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),0.0343162 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.207525 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.0592851 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.280745 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),-0.129192 # DEPENDENCYPART_GRANDPAR
(5,9),(9,19),-0.542134 # DEPENDENCYPART_GRANDPAR
(5,9),(9,27),-0.883422 # DEPENDENCYPART_GRANDPAR
(5,10),(10,6),0.37119 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),0.125057 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),-0.00134357 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),0.169629 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),0.0448331 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.191302 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),0.0334454 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.219561 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-0.118675 # DEPENDENCYPART_GRANDPAR
(5,10),(10,19),-0.433622 # DEPENDENCYPART_GRANDPAR
(5,10),(10,20),-0.37897 # DEPENDENCYPART_GRANDPAR
(5,10),(10,27),-0.808007 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),-0.00193524 # DEPENDENCYPART_GRANDPAR
(5,13),(13,1),-0.695923 # DEPENDENCYPART_GRANDPAR
(5,13),(13,3),-0.554669 # DEPENDENCYPART_GRANDPAR
(5,13),(13,4),-0.727021 # DEPENDENCYPART_GRANDPAR
(5,13),(13,5),-0.899797 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,13),(13,6),0.305523 # DEPENDENCYPART_GRANDPAR
(5,13),(13,7),0.10913 # DEPENDENCYPART_GRANDPAR
(5,13),(13,8),-0.120853 # DEPENDENCYPART_GRANDPAR
(5,13),(13,9),0.00490595 # DEPENDENCYPART_GRANDPAR
(5,13),(13,10),-0.252628 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),-0.142002 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),-0.431029 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),-0.596775 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),-0.375405 # DEPENDENCYPART_GRANDPAR
(5,13),(13,16),-0.174314 # DEPENDENCYPART_GRANDPAR
(5,13),(13,18),-0.360256 # DEPENDENCYPART_GRANDPAR
(5,13),(13,19),-0.515944 # DEPENDENCYPART_GRANDPAR
(5,13),(13,20),-0.574882 # DEPENDENCYPART_GRANDPAR
(5,13),(13,21),-0.866109 # DEPENDENCYPART_GRANDPAR
(5,13),(13,22),-0.801185 # DEPENDENCYPART_GRANDPAR
(5,13),(13,23),-0.688334 # DEPENDENCYPART_GRANDPAR
(5,13),(13,24),-1.72693 # DEPENDENCYPART_GRANDPAR
(5,13),(13,27),-0.879127 # DEPENDENCYPART_GRANDPAR
(5,13),(13,28),-0.902051 # DEPENDENCYPART_GRANDPAR
(5,15),(15,1),-0.785414 # DEPENDENCYPART_GRANDPAR
(5,15),(15,4),-0.716239 # DEPENDENCYPART_GRANDPAR
(5,15),(15,5),-0.797168 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,15),(15,6),0.4693 # DEPENDENCYPART_GRANDPAR
(5,15),(15,7),0.183149 # DEPENDENCYPART_GRANDPAR
(5,15),(15,8),0.0488785 # DEPENDENCYPART_GRANDPAR
(5,15),(15,10),-0.117105 # DEPENDENCYPART_GRANDPAR
(5,15),(15,11),0.113808 # DEPENDENCYPART_GRANDPAR
(5,15),(15,12),-0.224448 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),-0.279592 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-0.0186546 # DEPENDENCYPART_GRANDPAR
(5,15),(15,17),-0.506724 # DEPENDENCYPART_GRANDPAR
(5,15),(15,18),-0.359669 # DEPENDENCYPART_GRANDPAR
(5,15),(15,19),-0.338493 # DEPENDENCYPART_GRANDPAR
