# _root_ Some traders said that the closely watched Major Market Index , whose 20 stocks mimic the Dow industrials , did n't lead yesterday 's big rally .
#goldHeads=2,3,0,3,10,7,10,10,10,20,10,14,14,15,10,18,18,15,10,4,20,20,26,23,26,22,3,
#predictedHeads=2,3,0,3,10,7,10,10,10,20,10,14,14,15,4,18,18,15,10,4,20,20,26,23,26,22,3,
(6,2),(6,4),0.0854449 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.0146573 # DEPENDENCYPART_SIBL
(6,2),(6,7),0.0262792 # DEPENDENCYPART_SIBL
(6,2),(6,13),-0.0428538 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.0332338 # DEPENDENCYPART_SIBL
(6,3),(6,5),0.052345 # DEPENDENCYPART_SIBL
(6,3),(6,7),0.0244097 # DEPENDENCYPART_SIBL
(6,3),(6,13),-0.00456347 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.0441709 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.0302376 # DEPENDENCYPART_SIBL
(6,4),(6,13),0.016881 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.126898 # DEPENDENCYPART_SIBL
(6,5),(6,13),-0.02535 # DEPENDENCYPART_SIBL
(6,7),(6,13),0.025809 # DEPENDENCYPART_SIBL
(7,2),(7,3),-0.0399924 # DEPENDENCYPART_SIBL
(7,2),(7,4),-0.0728641 # DEPENDENCYPART_SIBL
(7,2),(7,5),-0.0497328 # DEPENDENCYPART_SIBL
(7,2),(7,6),0.033004 # DEPENDENCYPART_SIBL
(7,2),(7,8),-0.00831168 # DEPENDENCYPART_SIBL
(7,2),(7,9),-0.0372479 # DEPENDENCYPART_SIBL
(7,2),(7,10),0.0103203 # DEPENDENCYPART_SIBL
(7,2),(7,11),0.0837248 # DEPENDENCYPART_SIBL
(7,2),(7,12),0.00881661 # DEPENDENCYPART_SIBL
(7,2),(7,13),-0.0254272 # DEPENDENCYPART_SIBL
(7,2),(7,14),0.0429169 # DEPENDENCYPART_SIBL
(7,2),(7,15),0.0104292 # DEPENDENCYPART_SIBL
(7,2),(7,18),0.0642124 # DEPENDENCYPART_SIBL
(7,2),(7,19),0.0837248 # DEPENDENCYPART_SIBL
(7,2),(7,20),0.0504175 # DEPENDENCYPART_SIBL
(7,2),(7,21),0.033098 # DEPENDENCYPART_SIBL
(7,2),(7,22),-0.0108376 # DEPENDENCYPART_SIBL
(7,2),(7,23),-0.0547791 # DEPENDENCYPART_SIBL
(7,2),(7,26),-0.0188426 # DEPENDENCYPART_SIBL
(7,2),(7,27),0.178725 # DEPENDENCYPART_SIBL
(7,3),(7,4),-0.0736231 # DEPENDENCYPART_SIBL
(7,3),(7,5),0.0209317 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.0700161 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.00300368 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.0248135 # DEPENDENCYPART_SIBL
(7,3),(7,10),-0.00128257 # DEPENDENCYPART_SIBL
(7,3),(7,11),-0.0214147 # DEPENDENCYPART_SIBL
(7,3),(7,12),-0.0289869 # DEPENDENCYPART_SIBL
(7,3),(7,13),-0.0530049 # DEPENDENCYPART_SIBL
(7,3),(7,14),-0.0237816 # DEPENDENCYPART_SIBL
(7,3),(7,15),-0.0475401 # DEPENDENCYPART_SIBL
(7,3),(7,18),-0.0177207 # DEPENDENCYPART_SIBL
(7,3),(7,19),-0.0214147 # DEPENDENCYPART_SIBL
(7,3),(7,20),-0.0707283 # DEPENDENCYPART_SIBL
(7,3),(7,21),-0.0438735 # DEPENDENCYPART_SIBL
(7,3),(7,22),-0.0661389 # DEPENDENCYPART_SIBL
(7,3),(7,23),-0.0268192 # DEPENDENCYPART_SIBL
(7,3),(7,26),-0.0196094 # DEPENDENCYPART_SIBL
(7,3),(7,27),0.00688411 # DEPENDENCYPART_SIBL
(7,4),(7,5),-0.0517032 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.0488233 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0613365 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.103278 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.0468128 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.0959378 # DEPENDENCYPART_SIBL
(7,4),(7,12),-0.0136622 # DEPENDENCYPART_SIBL
(7,4),(7,13),0.0220797 # DEPENDENCYPART_SIBL
(7,4),(7,14),-0.0109725 # DEPENDENCYPART_SIBL
(7,4),(7,15),-0.0241214 # DEPENDENCYPART_SIBL
(7,4),(7,18),-0.00769415 # DEPENDENCYPART_SIBL
(7,4),(7,19),-0.0959378 # DEPENDENCYPART_SIBL
(7,4),(7,20),-0.06718 # DEPENDENCYPART_SIBL
(7,4),(7,21),0.0413763 # DEPENDENCYPART_SIBL
(7,4),(7,22),-0.0291811 # DEPENDENCYPART_SIBL
(7,4),(7,23),-0.0473656 # DEPENDENCYPART_SIBL
(7,4),(7,26),-0.0120804 # DEPENDENCYPART_SIBL
(7,4),(7,27),-0.0212202 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.00596557 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.047495 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.0483995 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.0630303 # DEPENDENCYPART_SIBL
(7,5),(7,11),0.0735095 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.0241359 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.0789783 # DEPENDENCYPART_SIBL
(7,5),(7,14),-0.0209231 # DEPENDENCYPART_SIBL
(7,5),(7,15),0.180851 # DEPENDENCYPART_SIBL
(7,5),(7,18),-0.0121579 # DEPENDENCYPART_SIBL
(7,5),(7,19),0.0735095 # DEPENDENCYPART_SIBL
(7,5),(7,20),0.103545 # DEPENDENCYPART_SIBL
(7,5),(7,21),0.00246119 # DEPENDENCYPART_SIBL
(7,5),(7,22),-0.0610576 # DEPENDENCYPART_SIBL
(7,5),(7,23),0.0197317 # DEPENDENCYPART_SIBL
(7,5),(7,26),-0.0260246 # DEPENDENCYPART_SIBL
(7,5),(7,27),-0.064514 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0183444 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.0855126 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.0207114 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.0951703 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.0139387 # DEPENDENCYPART_SIBL
(7,6),(7,13),0.00937732 # DEPENDENCYPART_SIBL
(7,6),(7,14),0.0254187 # DEPENDENCYPART_SIBL
(7,6),(7,15),0.00162452 # DEPENDENCYPART_SIBL
(7,6),(7,18),0.0439033 # DEPENDENCYPART_SIBL
(7,6),(7,19),0.0951703 # DEPENDENCYPART_SIBL
(7,6),(7,20),-0.0487065 # DEPENDENCYPART_SIBL
(7,6),(7,21),0.0141748 # DEPENDENCYPART_SIBL
(7,6),(7,22),-0.0657915 # DEPENDENCYPART_SIBL
(7,6),(7,23),0.00986636 # DEPENDENCYPART_SIBL
(7,6),(7,26),-0.00634309 # DEPENDENCYPART_SIBL
(7,6),(7,27),0.0949338 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.196988 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.206562 # DEPENDENCYPART_SIBL
(7,8),(7,11),0.0342678 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.0309423 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.0103915 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.17106 # DEPENDENCYPART_SIBL
(7,8),(7,15),-0.0700914 # DEPENDENCYPART_SIBL
(7,8),(7,18),-0.166525 # DEPENDENCYPART_SIBL
(7,8),(7,19),0.0342678 # DEPENDENCYPART_SIBL
(7,8),(7,20),-0.0532609 # DEPENDENCYPART_SIBL
(7,8),(7,21),-0.0560704 # DEPENDENCYPART_SIBL
(7,8),(7,22),0.0770657 # DEPENDENCYPART_SIBL
(7,8),(7,23),-0.0366689 # DEPENDENCYPART_SIBL
(7,8),(7,26),-0.1188 # DEPENDENCYPART_SIBL
(7,8),(7,27),0.0454462 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.18525 # DEPENDENCYPART_SIBL
(7,9),(7,11),0.0961729 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.0145176 # DEPENDENCYPART_SIBL
(7,9),(7,13),0.00594015 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.157071 # DEPENDENCYPART_SIBL
(7,9),(7,15),-0.0529325 # DEPENDENCYPART_SIBL
(7,9),(7,18),-0.152302 # DEPENDENCYPART_SIBL
(7,9),(7,19),0.0961729 # DEPENDENCYPART_SIBL
(7,9),(7,20),-0.0450109 # DEPENDENCYPART_SIBL
(7,9),(7,21),-0.0429077 # DEPENDENCYPART_SIBL
(7,9),(7,22),0.0997848 # DEPENDENCYPART_SIBL
(7,9),(7,23),0.0117626 # DEPENDENCYPART_SIBL
(7,9),(7,26),-0.0756875 # DEPENDENCYPART_SIBL
(7,9),(7,27),0.0557867 # DEPENDENCYPART_SIBL
(7,10),(7,11),0.049027 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.0248377 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.00340782 # DEPENDENCYPART_SIBL
(7,10),(7,14),-0.163557 # DEPENDENCYPART_SIBL
(7,10),(7,15),-0.0586719 # DEPENDENCYPART_SIBL
(7,10),(7,18),-0.159022 # DEPENDENCYPART_SIBL
(7,10),(7,19),0.049027 # DEPENDENCYPART_SIBL
(7,10),(7,20),-0.0427213 # DEPENDENCYPART_SIBL
(7,10),(7,21),-0.0516124 # DEPENDENCYPART_SIBL
(7,10),(7,22),0.0904542 # DEPENDENCYPART_SIBL
(7,10),(7,23),-0.0311877 # DEPENDENCYPART_SIBL
(7,10),(7,26),-0.113319 # DEPENDENCYPART_SIBL
(7,10),(7,27),0.0440573 # DEPENDENCYPART_SIBL
(7,11),(7,12),0.0287335 # DEPENDENCYPART_SIBL
(7,11),(7,13),0.230188 # DEPENDENCYPART_SIBL
(7,11),(7,14),0.10954 # DEPENDENCYPART_SIBL
(7,11),(7,15),0.232509 # DEPENDENCYPART_SIBL
(7,11),(7,18),0.136929 # DEPENDENCYPART_SIBL
(7,11),(7,19),0.0137407 # DEPENDENCYPART_SIBL
(7,11),(7,20),0.224653 # DEPENDENCYPART_SIBL
(7,11),(7,21),0.216645 # DEPENDENCYPART_SIBL
(7,11),(7,22),0.281266 # DEPENDENCYPART_SIBL
(7,11),(7,23),0.172517 # DEPENDENCYPART_SIBL
(7,11),(7,26),0.201278 # DEPENDENCYPART_SIBL
(7,11),(7,27),0.0831443 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.0152092 # DEPENDENCYPART_SIBL
(7,12),(7,14),-0.141536 # DEPENDENCYPART_SIBL
(7,12),(7,15),-0.0618678 # DEPENDENCYPART_SIBL
(7,12),(7,18),-0.142046 # DEPENDENCYPART_SIBL
(7,12),(7,19),-0.048285 # DEPENDENCYPART_SIBL
(7,12),(7,20),-0.0369583 # DEPENDENCYPART_SIBL
(7,12),(7,21),-0.0694802 # DEPENDENCYPART_SIBL
(7,12),(7,22),-0.00650534 # DEPENDENCYPART_SIBL
(7,12),(7,23),-0.0563584 # DEPENDENCYPART_SIBL
(7,12),(7,26),-0.119275 # DEPENDENCYPART_SIBL
(7,12),(7,27),-0.0106886 # DEPENDENCYPART_SIBL
(7,13),(7,14),-0.24051 # DEPENDENCYPART_SIBL
(7,13),(7,15),-0.0673856 # DEPENDENCYPART_SIBL
(7,13),(7,18),-0.24102 # DEPENDENCYPART_SIBL
(7,13),(7,19),-0.00276561 # DEPENDENCYPART_SIBL
(7,13),(7,20),-0.0305929 # DEPENDENCYPART_SIBL
(7,13),(7,21),-0.0668054 # DEPENDENCYPART_SIBL
(7,13),(7,22),-0.00370196 # DEPENDENCYPART_SIBL
(7,13),(7,23),-0.091223 # DEPENDENCYPART_SIBL
(7,13),(7,26),-0.134522 # DEPENDENCYPART_SIBL
(7,13),(7,27),0.000960715 # DEPENDENCYPART_SIBL
(7,14),(7,15),-0.0243775 # DEPENDENCYPART_SIBL
(7,14),(7,18),-0.289371 # DEPENDENCYPART_SIBL
(7,14),(7,19),0.0796575 # DEPENDENCYPART_SIBL
(7,14),(7,20),-0.0181428 # DEPENDENCYPART_SIBL
(7,14),(7,21),0.0414937 # DEPENDENCYPART_SIBL
(7,14),(7,22),0.122737 # DEPENDENCYPART_SIBL
(7,14),(7,23),-0.0073389 # DEPENDENCYPART_SIBL
(7,14),(7,26),-0.1249 # DEPENDENCYPART_SIBL
(7,14),(7,27),0.152965 # DEPENDENCYPART_SIBL
(7,15),(7,18),-0.154939 # DEPENDENCYPART_SIBL
(7,15),(7,19),0.0439885 # DEPENDENCYPART_SIBL
(7,15),(7,20),-0.141347 # DEPENDENCYPART_SIBL
(7,15),(7,21),-0.0943714 # DEPENDENCYPART_SIBL
(7,15),(7,22),-0.0584461 # DEPENDENCYPART_SIBL
(7,15),(7,23),-0.0943663 # DEPENDENCYPART_SIBL
(7,15),(7,26),-0.160323 # DEPENDENCYPART_SIBL
(7,15),(7,27),0.0363593 # DEPENDENCYPART_SIBL
(7,18),(7,19),0.123232 # DEPENDENCYPART_SIBL
(7,18),(7,20),-0.0203102 # DEPENDENCYPART_SIBL
(7,18),(7,21),0.0523497 # DEPENDENCYPART_SIBL
(7,18),(7,22),0.133524 # DEPENDENCYPART_SIBL
(7,18),(7,23),0.0107911 # DEPENDENCYPART_SIBL
(7,18),(7,26),-0.10533 # DEPENDENCYPART_SIBL
(7,18),(7,27),0.141189 # DEPENDENCYPART_SIBL
(7,19),(7,20),0.224653 # DEPENDENCYPART_SIBL
(7,19),(7,21),0.216645 # DEPENDENCYPART_SIBL
(7,19),(7,22),0.281266 # DEPENDENCYPART_SIBL
(7,19),(7,23),0.172517 # DEPENDENCYPART_SIBL
(7,19),(7,26),0.201278 # DEPENDENCYPART_SIBL
(7,19),(7,27),0.0831443 # DEPENDENCYPART_SIBL
(7,20),(7,21),-0.0963242 # DEPENDENCYPART_SIBL
(7,20),(7,22),-0.0489565 # DEPENDENCYPART_SIBL
(7,20),(7,23),-0.114179 # DEPENDENCYPART_SIBL
(7,20),(7,26),-0.179542 # DEPENDENCYPART_SIBL
(7,20),(7,27),0.0353068 # DEPENDENCYPART_SIBL
(7,21),(7,22),0.206016 # DEPENDENCYPART_SIBL
(7,21),(7,23),0.0611983 # DEPENDENCYPART_SIBL
(7,21),(7,26),-0.0211544 # DEPENDENCYPART_SIBL
(7,21),(7,27),-0.0322674 # DEPENDENCYPART_SIBL
(7,22),(7,23),-0.163384 # DEPENDENCYPART_SIBL
(7,22),(7,26),-0.214813 # DEPENDENCYPART_SIBL
(7,22),(7,27),0.0285642 # DEPENDENCYPART_SIBL
(7,23),(7,26),-0.202358 # DEPENDENCYPART_SIBL
(7,23),(7,27),0.106513 # DEPENDENCYPART_SIBL
(7,26),(7,27),0.0409767 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.398883 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0265208 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.0175857 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.0230512 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.0577988 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.0455634 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.279999 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.564354 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.248128 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.278173 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.0564439 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.197111 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.184547 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.187021 # DEPENDENCYPART_SIBL
(9,5),(9,15),0.0528895 # DEPENDENCYPART_SIBL
(9,5),(9,18),-0.179484 # DEPENDENCYPART_SIBL
(9,5),(9,19),-0.0564439 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.0376688 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.113375 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.00634498 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.00152361 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.0287191 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.0543245 # DEPENDENCYPART_SIBL
(9,6),(9,14),0.0340716 # DEPENDENCYPART_SIBL
(9,6),(9,15),0.0434534 # DEPENDENCYPART_SIBL
(9,6),(9,18),0.0501387 # DEPENDENCYPART_SIBL
(9,6),(9,19),0.00152361 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.132015 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0274712 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0265273 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0482957 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.00594531 # DEPENDENCYPART_SIBL
(9,7),(9,14),0.00880056 # DEPENDENCYPART_SIBL
(9,7),(9,15),0.0172028 # DEPENDENCYPART_SIBL
(9,7),(9,18),0.0157944 # DEPENDENCYPART_SIBL
(9,7),(9,19),-0.0265273 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0234284 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.111661 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0761736 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.0520338 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.0407495 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.0632657 # DEPENDENCYPART_SIBL
(9,8),(9,18),0.0556284 # DEPENDENCYPART_SIBL
(9,8),(9,19),0.111661 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.0218312 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0935607 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0268387 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0639883 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.0464079 # DEPENDENCYPART_SIBL
(9,10),(9,18),-0.0532424 # DEPENDENCYPART_SIBL
(9,10),(9,19),0.0218312 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.067922 # DEPENDENCYPART_SIBL
(9,11),(9,13),0.589213 # DEPENDENCYPART_SIBL
(9,11),(9,14),0.367995 # DEPENDENCYPART_SIBL
(9,11),(9,15),0.463362 # DEPENDENCYPART_SIBL
(9,11),(9,18),0.403315 # DEPENDENCYPART_SIBL
(9,11),(9,19),0.126818 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.0106137 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.048717 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.0355199 # DEPENDENCYPART_SIBL
(9,12),(9,18),-0.0430218 # DEPENDENCYPART_SIBL
(9,12),(9,19),-0.0323417 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.115444 # DEPENDENCYPART_SIBL
(9,13),(9,15),0.00388297 # DEPENDENCYPART_SIBL
(9,13),(9,18),-0.109749 # DEPENDENCYPART_SIBL
(9,13),(9,19),0.147518 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.062457 # DEPENDENCYPART_SIBL
(9,14),(9,18),-0.24392 # DEPENDENCYPART_SIBL
(9,14),(9,19),0.0144402 # DEPENDENCYPART_SIBL
(9,15),(9,18),0.0356483 # DEPENDENCYPART_SIBL
(9,15),(9,19),0.233255 # DEPENDENCYPART_SIBL
(9,18),(9,19),0.0831304 # DEPENDENCYPART_SIBL
(10,1),(10,2),0.124729 # DEPENDENCYPART_SIBL
(10,1),(10,3),0.0582279 # DEPENDENCYPART_SIBL
(10,1),(10,4),0.0758292 # DEPENDENCYPART_SIBL
(10,1),(10,5),-0.307508 # DEPENDENCYPART_SIBL
(10,1),(10,6),0.102753 # DEPENDENCYPART_SIBL
(10,1),(10,7),0.355951 # DEPENDENCYPART_SIBL
(10,1),(10,8),0.0984474 # DEPENDENCYPART_SIBL
(10,1),(10,9),0.11863 # DEPENDENCYPART_SIBL
(10,1),(10,11),0.0590526 # DEPENDENCYPART_SIBL
(10,1),(10,12),-0.0559345 # DEPENDENCYPART_SIBL
(10,1),(10,13),0.0429176 # DEPENDENCYPART_SIBL
(10,1),(10,14),-0.0323138 # DEPENDENCYPART_SIBL
(10,1),(10,15),0.00182196 # DEPENDENCYPART_SIBL
(10,1),(10,17),-0.0573474 # DEPENDENCYPART_SIBL
(10,1),(10,18),-0.0249028 # DEPENDENCYPART_SIBL
(10,1),(10,19),0.0590526 # DEPENDENCYPART_SIBL
(10,1),(10,20),0.125974 # DEPENDENCYPART_SIBL
(10,1),(10,21),0.112923 # DEPENDENCYPART_SIBL
(10,1),(10,23),-0.056678 # DEPENDENCYPART_SIBL
(10,1),(10,24),0.00200464 # DEPENDENCYPART_SIBL
(10,1),(10,26),-0.0295602 # DEPENDENCYPART_SIBL
(10,2),(10,3),-0.00490699 # DEPENDENCYPART_SIBL
(10,2),(10,4),0.0209805 # DEPENDENCYPART_SIBL
(10,2),(10,5),-0.0888242 # DEPENDENCYPART_SIBL
(10,2),(10,6),0.129731 # DEPENDENCYPART_SIBL
(10,2),(10,7),0.0819005 # DEPENDENCYPART_SIBL
(10,2),(10,8),0.00865147 # DEPENDENCYPART_SIBL
(10,2),(10,9),0.00761926 # DEPENDENCYPART_SIBL
(10,2),(10,11),0.0644122 # DEPENDENCYPART_SIBL
(10,2),(10,12),-0.0017277 # DEPENDENCYPART_SIBL
(10,2),(10,13),0.0210215 # DEPENDENCYPART_SIBL
(10,2),(10,14),0.036529 # DEPENDENCYPART_SIBL
(10,2),(10,15),0.053328 # DEPENDENCYPART_SIBL
(10,2),(10,17),-0.00393788 # DEPENDENCYPART_SIBL
(10,2),(10,18),0.058202 # DEPENDENCYPART_SIBL
(10,2),(10,19),0.0644122 # DEPENDENCYPART_SIBL
(10,2),(10,20),0.14727 # DEPENDENCYPART_SIBL
(10,2),(10,21),0.130761 # DEPENDENCYPART_SIBL
(10,2),(10,23),-0.0717906 # DEPENDENCYPART_SIBL
(10,2),(10,24),-0.0708029 # DEPENDENCYPART_SIBL
(10,2),(10,26),-0.00128294 # DEPENDENCYPART_SIBL
(10,3),(10,4),-0.0770106 # DEPENDENCYPART_SIBL
(10,3),(10,5),-0.0769556 # DEPENDENCYPART_SIBL
(10,3),(10,6),-0.0473586 # DEPENDENCYPART_SIBL
(10,3),(10,7),-0.0202385 # DEPENDENCYPART_SIBL
(10,3),(10,8),0.074398 # DEPENDENCYPART_SIBL
(10,3),(10,9),0.0859456 # DEPENDENCYPART_SIBL
(10,3),(10,11),-0.0111787 # DEPENDENCYPART_SIBL
(10,3),(10,12),-0.0597523 # DEPENDENCYPART_SIBL
(10,3),(10,13),-0.023472 # DEPENDENCYPART_SIBL
(10,3),(10,14),-0.0246423 # DEPENDENCYPART_SIBL
(10,3),(10,15),-0.0317162 # DEPENDENCYPART_SIBL
(10,3),(10,17),-0.00343396 # DEPENDENCYPART_SIBL
(10,3),(10,18),-0.0178955 # DEPENDENCYPART_SIBL
(10,3),(10,19),-0.0111787 # DEPENDENCYPART_SIBL
(10,3),(10,20),-0.00162251 # DEPENDENCYPART_SIBL
(10,3),(10,21),0.0117139 # DEPENDENCYPART_SIBL
(10,3),(10,23),-0.0602564 # DEPENDENCYPART_SIBL
(10,3),(10,24),-0.158153 # DEPENDENCYPART_SIBL
(10,3),(10,26),-0.0212833 # DEPENDENCYPART_SIBL
(10,4),(10,5),-0.18691 # DEPENDENCYPART_SIBL
(10,4),(10,6),-0.0526881 # DEPENDENCYPART_SIBL
(10,4),(10,7),-0.0730766 # DEPENDENCYPART_SIBL
(10,4),(10,8),-0.0392646 # DEPENDENCYPART_SIBL
(10,4),(10,9),-0.00921682 # DEPENDENCYPART_SIBL
(10,4),(10,11),-0.0975709 # DEPENDENCYPART_SIBL
(10,4),(10,12),-0.117329 # DEPENDENCYPART_SIBL
(10,4),(10,13),0.00500763 # DEPENDENCYPART_SIBL
(10,4),(10,14),-0.0708608 # DEPENDENCYPART_SIBL
(10,4),(10,15),-0.102511 # DEPENDENCYPART_SIBL
(10,4),(10,17),-0.156157 # DEPENDENCYPART_SIBL
(10,4),(10,18),-0.0694006 # DEPENDENCYPART_SIBL
(10,4),(10,19),-0.0975709 # DEPENDENCYPART_SIBL
(10,4),(10,20),-0.0583653 # DEPENDENCYPART_SIBL
(10,4),(10,21),-0.0280463 # DEPENDENCYPART_SIBL
(10,4),(10,23),-0.160376 # DEPENDENCYPART_SIBL
(10,4),(10,24),-0.401316 # DEPENDENCYPART_SIBL
(10,4),(10,26),-0.0974875 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.263734 # DEPENDENCYPART_SIBL
(10,5),(10,7),0.560436 # DEPENDENCYPART_SIBL
(10,5),(10,8),0.337436 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.356902 # DEPENDENCYPART_SIBL
(10,5),(10,11),0.139215 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.0253093 # DEPENDENCYPART_SIBL
(10,5),(10,13),0.00803779 # DEPENDENCYPART_SIBL
(10,5),(10,14),0.0260376 # DEPENDENCYPART_SIBL
(10,5),(10,15),0.191652 # DEPENDENCYPART_SIBL
(10,5),(10,17),-0.0362546 # DEPENDENCYPART_SIBL
(10,5),(10,18),0.0362518 # DEPENDENCYPART_SIBL
(10,5),(10,19),0.139215 # DEPENDENCYPART_SIBL
(10,5),(10,20),0.157619 # DEPENDENCYPART_SIBL
(10,5),(10,21),0.17503 # DEPENDENCYPART_SIBL
(10,5),(10,23),0.0047251 # DEPENDENCYPART_SIBL
(10,5),(10,24),0.502366 # DEPENDENCYPART_SIBL
(10,5),(10,26),0.00682769 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.0500649 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.150427 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.155733 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.0102857 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.0529502 # DEPENDENCYPART_SIBL
(10,6),(10,13),0.0402403 # DEPENDENCYPART_SIBL
(10,6),(10,14),0.0259784 # DEPENDENCYPART_SIBL
(10,6),(10,15),0.00191699 # DEPENDENCYPART_SIBL
(10,6),(10,17),0.0122157 # DEPENDENCYPART_SIBL
(10,6),(10,18),0.043882 # DEPENDENCYPART_SIBL
(10,6),(10,19),-0.0102857 # DEPENDENCYPART_SIBL
(10,6),(10,20),0.0350263 # DEPENDENCYPART_SIBL
(10,6),(10,21),0.0763603 # DEPENDENCYPART_SIBL
(10,6),(10,23),-0.0507757 # DEPENDENCYPART_SIBL
(10,6),(10,24),-0.330741 # DEPENDENCYPART_SIBL
(10,6),(10,26),-0.0368507 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.168624 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.183146 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.0126853 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.0518448 # DEPENDENCYPART_SIBL
(10,7),(10,13),0.00146019 # DEPENDENCYPART_SIBL
(10,7),(10,14),0.0282465 # DEPENDENCYPART_SIBL
(10,7),(10,15),-0.00366376 # DEPENDENCYPART_SIBL
(10,7),(10,17),0.00886555 # DEPENDENCYPART_SIBL
