# _root_ Thomas G. Dahlen , Big Bear 's executive vice president , said the chain is still reviewing its product list to avoid such problems .
#goldHeads=3,3,12,3,6,10,6,10,10,3,3,0,14,15,12,15,15,20,20,17,17,21,24,22,12,
#predictedHeads=3,3,12,3,6,10,6,10,10,3,3,0,14,15,12,15,15,20,20,17,17,21,24,22,12,
(3,14),(14,10),0.435347 # DEPENDENCYPART_GRANDPAR
(3,14),(14,12),-0.0401062 # DEPENDENCYPART_GRANDPAR
(3,14),(14,13),-0.867357 # DEPENDENCYPART_GRANDPAR
(3,14),(14,15),-0.0105038 # DEPENDENCYPART_GRANDPAR
(3,14),(14,16),-0.244624 # DEPENDENCYPART_GRANDPAR
(3,14),(14,17),-0.203633 # DEPENDENCYPART_GRANDPAR
(3,14),(14,21),-0.366164 # DEPENDENCYPART_GRANDPAR
(3,15),(15,1),-1.08957 # DEPENDENCYPART_GRANDPAR
(3,15),(15,2),-0.999423 # DEPENDENCYPART_GRANDPAR
(3,15),(15,3),-0.735984 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,15),(15,4),-0.23698 # DEPENDENCYPART_GRANDPAR
(3,15),(15,6),0.321682 # DEPENDENCYPART_GRANDPAR
(3,15),(15,8),0.184058 # DEPENDENCYPART_GRANDPAR
(3,15),(15,9),0.038002 # DEPENDENCYPART_GRANDPAR
(3,15),(15,10),0.210424 # DEPENDENCYPART_GRANDPAR
(3,15),(15,11),-0.226731 # DEPENDENCYPART_GRANDPAR
(3,15),(15,12),-0.219528 # DEPENDENCYPART_GRANDPAR
(3,15),(15,13),-1.13785 # DEPENDENCYPART_GRANDPAR
(3,15),(15,14),-0.406248 # DEPENDENCYPART_GRANDPAR
(3,15),(15,16),-0.1068 # DEPENDENCYPART_GRANDPAR
(3,15),(15,17),-0.143533 # DEPENDENCYPART_GRANDPAR
(3,15),(15,18),-0.646242 # DEPENDENCYPART_GRANDPAR
(3,15),(15,19),-0.448973 # DEPENDENCYPART_GRANDPAR
(3,15),(15,20),-0.281867 # DEPENDENCYPART_GRANDPAR
(3,15),(15,21),-0.342535 # DEPENDENCYPART_GRANDPAR
(3,15),(15,22),-0.414631 # DEPENDENCYPART_GRANDPAR
(3,15),(15,23),-0.741115 # DEPENDENCYPART_GRANDPAR
(3,15),(15,24),-0.57826 # DEPENDENCYPART_GRANDPAR
(3,15),(15,25),-1.14282 # DEPENDENCYPART_GRANDPAR
(3,16),(16,14),-0.443287 # DEPENDENCYPART_GRANDPAR
(3,16),(16,17),-0.237291 # DEPENDENCYPART_GRANDPAR
(3,16),(16,20),-0.44578 # DEPENDENCYPART_GRANDPAR
(3,16),(16,21),-0.281893 # DEPENDENCYPART_GRANDPAR
(3,17),(17,2),-1.04954 # DEPENDENCYPART_GRANDPAR
(3,17),(17,3),-0.729601 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,17),(17,10),0.193341 # DEPENDENCYPART_GRANDPAR
(3,17),(17,13),-1.20983 # DEPENDENCYPART_GRANDPAR
(3,17),(17,14),-0.412676 # DEPENDENCYPART_GRANDPAR
(3,17),(17,15),-0.135262 # DEPENDENCYPART_GRANDPAR
(3,17),(17,16),-0.116185 # DEPENDENCYPART_GRANDPAR
(3,17),(17,18),-0.689506 # DEPENDENCYPART_GRANDPAR
(3,17),(17,19),-0.575897 # DEPENDENCYPART_GRANDPAR
(3,17),(17,20),-0.425814 # DEPENDENCYPART_GRANDPAR
(3,17),(17,21),-0.402532 # DEPENDENCYPART_GRANDPAR
(3,17),(17,22),-0.458187 # DEPENDENCYPART_GRANDPAR
(3,17),(17,23),-0.920584 # DEPENDENCYPART_GRANDPAR
(3,17),(17,24),-0.652166 # DEPENDENCYPART_GRANDPAR
(3,20),(20,8),0.377662 # DEPENDENCYPART_GRANDPAR
(3,20),(20,10),0.38891 # DEPENDENCYPART_GRANDPAR
(3,20),(20,13),-0.869695 # DEPENDENCYPART_GRANDPAR
(3,20),(20,14),-0.190825 # DEPENDENCYPART_GRANDPAR
(3,20),(20,16),-0.0976975 # DEPENDENCYPART_GRANDPAR
(3,20),(20,17),0.0378991 # DEPENDENCYPART_GRANDPAR
(3,20),(20,18),-0.437717 # DEPENDENCYPART_GRANDPAR
(3,20),(20,19),-0.254566 # DEPENDENCYPART_GRANDPAR
(3,20),(20,21),-0.376209 # DEPENDENCYPART_GRANDPAR
(3,20),(20,22),-0.36909 # DEPENDENCYPART_GRANDPAR
(3,20),(20,24),-0.579189 # DEPENDENCYPART_GRANDPAR
(3,24),(24,2),-1.07223 # DEPENDENCYPART_GRANDPAR
(3,24),(24,3),-0.747653 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,24),(24,6),0.315244 # DEPENDENCYPART_GRANDPAR
(3,24),(24,8),0.221861 # DEPENDENCYPART_GRANDPAR
(3,24),(24,13),-0.99469 # DEPENDENCYPART_GRANDPAR
(3,24),(24,14),-0.446939 # DEPENDENCYPART_GRANDPAR
(3,24),(24,16),-0.177067 # DEPENDENCYPART_GRANDPAR
(3,24),(24,17),-0.0842797 # DEPENDENCYPART_GRANDPAR
(3,24),(24,18),-0.435152 # DEPENDENCYPART_GRANDPAR
(3,24),(24,19),-0.48897 # DEPENDENCYPART_GRANDPAR
(3,24),(24,20),-0.316282 # DEPENDENCYPART_GRANDPAR
(3,24),(24,21),-0.337754 # DEPENDENCYPART_GRANDPAR
(3,24),(24,22),-0.383956 # DEPENDENCYPART_GRANDPAR
(3,24),(24,23),-0.829579 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.364408 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.39004 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.414178 # DEPENDENCYPART_GRANDPAR
(5,1),(1,6),-0.911316 # DEPENDENCYPART_GRANDPAR
(5,1),(1,10),-1.24205 # DEPENDENCYPART_GRANDPAR
(5,1),(1,11),-1.61301 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.516801 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.402807 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.416295 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-2.02161 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.911253 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-1.82038 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-1.19011 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-1.36049 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-1.24199 # DEPENDENCYPART_GRANDPAR
(5,2),(2,11),-1.61295 # DEPENDENCYPART_GRANDPAR
(5,2),(2,14),-1.70405 # DEPENDENCYPART_GRANDPAR
(5,2),(2,15),-1.34238 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.509652 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.460495 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.410831 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-2.02161 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.911253 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-1.82038 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-1.19011 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-1.36049 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-1.24199 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-1.61295 # DEPENDENCYPART_GRANDPAR
(5,3),(3,14),-1.70405 # DEPENDENCYPART_GRANDPAR
(5,3),(3,15),-1.34238 # DEPENDENCYPART_GRANDPAR
(5,3),(3,16),-1.4439 # DEPENDENCYPART_GRANDPAR
(5,3),(3,17),-1.54888 # DEPENDENCYPART_GRANDPAR
(5,3),(3,20),-1.79712 # DEPENDENCYPART_GRANDPAR
(5,3),(3,24),-1.8083 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-1.26622 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-1.21745 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-1.20799 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-1.05104 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-1.21894 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-1.41687 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.737518 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.877931 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.707002 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.769479 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),-1.19453 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),-0.774321 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.83393 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.639189 # DEPENDENCYPART_GRANDPAR
(5,15),(15,1),-1.08207 # DEPENDENCYPART_GRANDPAR
(5,15),(15,2),-1.03329 # DEPENDENCYPART_GRANDPAR
(5,15),(15,3),-1.02384 # DEPENDENCYPART_GRANDPAR
(5,15),(15,4),-0.802614 # DEPENDENCYPART_GRANDPAR
(5,15),(15,6),-0.317748 # DEPENDENCYPART_GRANDPAR
(5,15),(15,8),-0.610381 # DEPENDENCYPART_GRANDPAR
(5,15),(15,9),-0.607936 # DEPENDENCYPART_GRANDPAR
(5,15),(15,10),-0.508878 # DEPENDENCYPART_GRANDPAR
(5,15),(15,11),-0.938206 # DEPENDENCYPART_GRANDPAR
(5,15),(15,12),-0.756024 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),-1.52908 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),-0.985339 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-0.799031 # DEPENDENCYPART_GRANDPAR
(5,15),(15,17),-0.954561 # DEPENDENCYPART_GRANDPAR
(5,15),(15,18),-1.39502 # DEPENDENCYPART_GRANDPAR
(5,15),(15,19),-1.13751 # DEPENDENCYPART_GRANDPAR
(5,15),(15,20),-1.08099 # DEPENDENCYPART_GRANDPAR
(5,15),(15,21),-0.990931 # DEPENDENCYPART_GRANDPAR
(5,15),(15,22),-1.09366 # DEPENDENCYPART_GRANDPAR
(5,15),(15,23),-1.47272 # DEPENDENCYPART_GRANDPAR
(5,15),(15,24),-1.21475 # DEPENDENCYPART_GRANDPAR
(5,15),(15,25),-1.69024 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.23251 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.0930246 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.431656 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-1.48812 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,10),-0.668629 # DEPENDENCYPART_GRANDPAR
(6,1),(1,11),-0.939297 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.443841 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.105792 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.433773 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),-0.456418 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.48806 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),-1.14582 # DEPENDENCYPART_GRANDPAR
(6,2),(2,8),-0.903668 # DEPENDENCYPART_GRANDPAR
(6,2),(2,9),-0.735607 # DEPENDENCYPART_GRANDPAR
(6,2),(2,10),-0.668567 # DEPENDENCYPART_GRANDPAR
(6,2),(2,11),-0.939235 # DEPENDENCYPART_GRANDPAR
(6,2),(2,14),-1.12907 # DEPENDENCYPART_GRANDPAR
(6,2),(2,15),-0.839497 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.436692 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.352529 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.428309 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.444767 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.48806 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-1.14582 # DEPENDENCYPART_GRANDPAR
(6,3),(3,8),-0.903668 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-0.735607 # DEPENDENCYPART_GRANDPAR
(6,3),(3,10),-0.668567 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),-0.939235 # DEPENDENCYPART_GRANDPAR
(6,3),(3,14),-1.12907 # DEPENDENCYPART_GRANDPAR
(6,3),(3,15),-0.839497 # DEPENDENCYPART_GRANDPAR
(6,3),(3,16),-0.891727 # DEPENDENCYPART_GRANDPAR
(6,3),(3,17),-1.12195 # DEPENDENCYPART_GRANDPAR
(6,3),(3,20),-1.26848 # DEPENDENCYPART_GRANDPAR
(6,3),(3,24),-1.28062 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.44459 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.360427 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.177081 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.246074 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.48806 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-1.14582 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-0.939236 # DEPENDENCYPART_GRANDPAR
(6,5),(5,15),-0.839497 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.853148 # DEPENDENCYPART_GRANDPAR
(6,7),(7,8),-0.352894 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.776039 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.852231 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.90594 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),-0.456502 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.0693534 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),0.0368247 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-1.12559 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-1.04168 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-1.21559 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.777303 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,8),-0.156708 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.00873265 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.275276 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.190055 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),-1.12803 # DEPENDENCYPART_GRANDPAR
(6,10),(10,2),-1.04411 # DEPENDENCYPART_GRANDPAR
(6,10),(10,3),-0.869539 # DEPENDENCYPART_GRANDPAR
(6,10),(10,4),-0.976054 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-1.21803 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-0.720916 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),-0.0908211 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),-0.077542 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),0.379016 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.15788 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.289598 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.407363 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.158117 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.379335 # DEPENDENCYPART_GRANDPAR
(6,10),(10,17),-0.612626 # DEPENDENCYPART_GRANDPAR
(6,10),(10,20),-0.549772 # DEPENDENCYPART_GRANDPAR
(6,10),(10,21),-0.640771 # DEPENDENCYPART_GRANDPAR
(6,14),(14,10),0.285517 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),-0.250971 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),-1.0102 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),-0.171158 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),-0.395613 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),-0.608102 # DEPENDENCYPART_GRANDPAR
(6,14),(14,21),-0.607199 # DEPENDENCYPART_GRANDPAR
(6,15),(15,1),-0.98084 # DEPENDENCYPART_GRANDPAR
(6,15),(15,2),-0.897059 # DEPENDENCYPART_GRANDPAR
(6,15),(15,3),-0.722485 # DEPENDENCYPART_GRANDPAR
(6,15),(15,4),-0.821573 # DEPENDENCYPART_GRANDPAR
(6,15),(15,6),-0.887372 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,15),(15,8),-0.312134 # DEPENDENCYPART_GRANDPAR
(6,15),(15,9),0.0263027 # DEPENDENCYPART_GRANDPAR
(6,15),(15,10),0.073898 # DEPENDENCYPART_GRANDPAR
(6,15),(15,11),-0.253591 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),-0.417308 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),-1.26431 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),-0.401004 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),-0.229108 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),-0.51932 # DEPENDENCYPART_GRANDPAR
(6,15),(15,18),-0.91342 # DEPENDENCYPART_GRANDPAR
(6,15),(15,19),-0.580991 # DEPENDENCYPART_GRANDPAR
(6,15),(15,20),-0.523537 # DEPENDENCYPART_GRANDPAR
(6,15),(15,21),-0.554888 # DEPENDENCYPART_GRANDPAR
(6,15),(15,22),-0.615178 # DEPENDENCYPART_GRANDPAR
(6,15),(15,23),-1.11299 # DEPENDENCYPART_GRANDPAR
(6,15),(15,24),-0.666116 # DEPENDENCYPART_GRANDPAR
(6,15),(15,25),-1.23299 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.440117 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.668074 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.474435 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-1.42487 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.304532 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.292125 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.522224 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.441931 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.437122 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.305315 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),-0.25715 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),-0.373431 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-1.49095 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,9),-0.376829 # DEPENDENCYPART_GRANDPAR
(8,3),(3,10),-0.43798 # DEPENDENCYPART_GRANDPAR
(8,3),(3,11),-0.823848 # DEPENDENCYPART_GRANDPAR
(8,3),(3,14),-0.948775 # DEPENDENCYPART_GRANDPAR
(8,3),(3,15),-1.13455 # DEPENDENCYPART_GRANDPAR
(8,3),(3,16),-0.949795 # DEPENDENCYPART_GRANDPAR
(8,3),(3,17),-0.850847 # DEPENDENCYPART_GRANDPAR
(8,3),(3,20),-1.10153 # DEPENDENCYPART_GRANDPAR
(8,3),(3,24),-0.967365 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.532711 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.452418 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.394065 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.380507 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.400488 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.373543 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.49098 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.376841 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.437992 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.823848 # DEPENDENCYPART_GRANDPAR
(8,6),(6,14),-0.948786 # DEPENDENCYPART_GRANDPAR
(8,6),(6,15),-1.13455 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.443726 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.47412 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,1),-1.10114 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-1.01686 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.981509 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.959601 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-1.09868 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),0.175385 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.162046 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.699732 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-0.414778 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.239401 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),-0.549584 # DEPENDENCYPART_GRANDPAR
(9,1),(1,6),-0.379094 # DEPENDENCYPART_GRANDPAR
(9,1),(1,10),-0.570058 # DEPENDENCYPART_GRANDPAR
(9,1),(1,11),-1.49009 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.594513 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.252338 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),-0.552037 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),-0.333203 # DEPENDENCYPART_GRANDPAR
(9,2),(2,6),-0.392031 # DEPENDENCYPART_GRANDPAR
(9,2),(2,7),0.668558 # DEPENDENCYPART_GRANDPAR
(9,2),(2,8),-0.361498 # DEPENDENCYPART_GRANDPAR
(9,2),(2,9),-1.83556 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,2),(2,10),-0.570058 # DEPENDENCYPART_GRANDPAR
(9,2),(2,11),-1.49009 # DEPENDENCYPART_GRANDPAR
(9,2),(2,14),-1.056 # DEPENDENCYPART_GRANDPAR
(9,2),(2,15),-1.03166 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),-0.581822 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.465978 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.2628 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.445337 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.381292 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),0.6758 # DEPENDENCYPART_GRANDPAR
(9,5),(5,11),-1.49009 # DEPENDENCYPART_GRANDPAR
(9,5),(5,15),-1.03166 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.601069 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.485225 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.282047 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.447188 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.322288 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),0.666913 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.360868 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-1.83558 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.57007 # DEPENDENCYPART_GRANDPAR
(9,6),(6,11),-1.49009 # DEPENDENCYPART_GRANDPAR
(9,6),(6,14),-1.05602 # DEPENDENCYPART_GRANDPAR
(9,6),(6,15),-1.03166 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.180949 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.463751 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.327083 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.287633 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.81013 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,11),-1.36581 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-1.37358 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-1.25293 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-1.06494 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-1.3154 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-1.12068 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-1.20807 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.579967 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-1.09326 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-1.06195 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.620531 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.365732 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.387914 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.539747 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.808207 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),-0.501971 # DEPENDENCYPART_GRANDPAR
(9,10),(10,20),-0.862159 # DEPENDENCYPART_GRANDPAR
(9,10),(10,21),-0.54083 # DEPENDENCYPART_GRANDPAR
(9,15),(15,1),-1.19322 # DEPENDENCYPART_GRANDPAR
(9,15),(15,2),-1.07264 # DEPENDENCYPART_GRANDPAR
(9,15),(15,3),-0.884658 # DEPENDENCYPART_GRANDPAR
(9,15),(15,4),-1.13042 # DEPENDENCYPART_GRANDPAR
(9,15),(15,6),-1.02779 # DEPENDENCYPART_GRANDPAR
(9,15),(15,8),-0.952319 # DEPENDENCYPART_GRANDPAR
(9,15),(15,9),-1.19483 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,15),(15,10),0.0620762 # DEPENDENCYPART_GRANDPAR
(9,15),(15,11),-0.744823 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),-0.393446 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),-0.565789 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),-0.411329 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.516264 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),-0.273834 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),-0.666372 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),-1.14458 # DEPENDENCYPART_GRANDPAR
(9,15),(15,20),-0.835964 # DEPENDENCYPART_GRANDPAR
(9,15),(15,21),-0.429555 # DEPENDENCYPART_GRANDPAR
(9,15),(15,22),-0.774998 # DEPENDENCYPART_GRANDPAR
(9,15),(15,23),-0.447215 # DEPENDENCYPART_GRANDPAR
(9,15),(15,24),-0.833853 # DEPENDENCYPART_GRANDPAR
(9,15),(15,25),-1.39507 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.0111133 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),0.22741 # DEPENDENCYPART_GRANDPAR
(10,1),(1,4),-0.520913 # DEPENDENCYPART_GRANDPAR
