# _root_ Copper inventories in New York 's Commodity Exchange warehouses rose yesterday by 516 tons , to 10,004 tons .
#goldHeads=2,10,2,5,9,5,9,9,3,0,10,10,14,12,10,10,18,16,10,
#predictedHeads=2,10,2,5,9,5,9,9,3,0,10,10,14,12,10,10,18,16,10,
(10,13),(13,14),0.0286097 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.210219 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),0.11495 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),-0.228016 # DEPENDENCYPART_GRANDPAR
(10,14),(14,2),-0.409502 # DEPENDENCYPART_GRANDPAR
(10,14),(14,3),0.0209947 # DEPENDENCYPART_GRANDPAR
(10,14),(14,5),-0.549353 # DEPENDENCYPART_GRANDPAR
(10,14),(14,7),-0.651597 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),-0.71234 # DEPENDENCYPART_GRANDPAR
(10,14),(14,11),0.222237 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),0.173083 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.13423 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.246528 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.0843389 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.719233 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),-0.177808 # DEPENDENCYPART_GRANDPAR
(10,14),(14,19),-1.01239 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),0.0197869 # DEPENDENCYPART_GRANDPAR
(10,16),(16,12),-0.0581255 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),-0.144244 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),-0.316741 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.252373 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),0.0908993 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),-0.973703 # DEPENDENCYPART_GRANDPAR
(10,17),(17,12),0.134022 # DEPENDENCYPART_GRANDPAR
(10,17),(17,13),-0.249995 # DEPENDENCYPART_GRANDPAR
(10,17),(17,14),0.0847535 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),-0.0698968 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),-0.228016 # DEPENDENCYPART_GRANDPAR
(10,18),(18,12),0.173083 # DEPENDENCYPART_GRANDPAR
(10,18),(18,13),-0.13423 # DEPENDENCYPART_GRANDPAR
(10,18),(18,14),0.112589 # DEPENDENCYPART_GRANDPAR
(10,18),(18,15),-0.0678956 # DEPENDENCYPART_GRANDPAR
(10,18),(18,16),0.078385 # DEPENDENCYPART_GRANDPAR
(10,18),(18,17),-0.520705 # DEPENDENCYPART_GRANDPAR
(10,18),(18,19),-1.01239 # DEPENDENCYPART_GRANDPAR
(10,19),(19,18),-0.38372 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),-0.79468 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),-0.773725 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-0.743757 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.794662 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),0.112256 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),-0.787375 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),-0.788748 # DEPENDENCYPART_GRANDPAR
(11,5),(5,19),-1.16806 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),-0.708142 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),-0.701119 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),-0.755694 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.727086 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.907938 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.81163 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.888324 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.875663 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.230362 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.61218 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.730675 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.65998 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-1.01646 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-0.759794 # DEPENDENCYPART_GRANDPAR
(11,9),(9,18),-0.843513 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.86557 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.490721 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),0.0469878 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.408455 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.404813 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.493046 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),-0.136545 # DEPENDENCYPART_GRANDPAR
(11,13),(13,12),-0.16143 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.113761 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.327525 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.135736 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-0.297294 # DEPENDENCYPART_GRANDPAR
(11,14),(14,2),-1.31244 # DEPENDENCYPART_GRANDPAR
(11,14),(14,3),-1.4555 # DEPENDENCYPART_GRANDPAR
(11,14),(14,5),-1.47034 # DEPENDENCYPART_GRANDPAR
(11,14),(14,7),-1.43642 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),-1.27841 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.960591 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),-0.0866215 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),-0.370904 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.231122 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.308251 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.425515 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-0.23595 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),-0.768402 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.321778 # DEPENDENCYPART_GRANDPAR
(11,16),(16,12),-0.242934 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),-0.26682 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.368799 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.430782 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.0710773 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),-0.820951 # DEPENDENCYPART_GRANDPAR
(11,18),(18,12),-0.0866215 # DEPENDENCYPART_GRANDPAR
(11,18),(18,13),-0.370904 # DEPENDENCYPART_GRANDPAR
(11,18),(18,14),-0.0763395 # DEPENDENCYPART_GRANDPAR
(11,18),(18,15),-0.424812 # DEPENDENCYPART_GRANDPAR
(11,18),(18,16),-0.336397 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),-0.373229 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),-0.768402 # DEPENDENCYPART_GRANDPAR
(11,19),(19,18),-0.346004 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),-0.477651 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.295677 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.57469 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.1237 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.0573159 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.546371 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.838607 # DEPENDENCYPART_GRANDPAR
(12,11),(11,18),-1.06682 # DEPENDENCYPART_GRANDPAR
(12,11),(11,19),-1.41781 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.973032 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),0.769465 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),0.496764 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.0434606 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),-0.240039 # DEPENDENCYPART_GRANDPAR
(12,14),(14,2),-1.29884 # DEPENDENCYPART_GRANDPAR
(12,14),(14,3),-1.04893 # DEPENDENCYPART_GRANDPAR
(12,14),(14,5),-1.34811 # DEPENDENCYPART_GRANDPAR
(12,14),(14,7),-1.32053 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-1.23682 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-1.07367 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.89018 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.712442 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),0.139597 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.32814 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),0.266097 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.192963 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),-0.948004 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.258611 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-0.961552 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,14),0.799368 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),0.0688124 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),0.130343 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.347446 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),-1.15155 # DEPENDENCYPART_GRANDPAR
(12,17),(17,12),-0.973032 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,17),(17,13),0.631058 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),0.721127 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-0.190469 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.240039 # DEPENDENCYPART_GRANDPAR
(12,18),(18,12),-0.89018 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,18),(18,13),0.712442 # DEPENDENCYPART_GRANDPAR
(12,18),(18,14),0.690987 # DEPENDENCYPART_GRANDPAR
(12,18),(18,15),0.382903 # DEPENDENCYPART_GRANDPAR
(12,18),(18,16),-0.204127 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),0.238387 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),-0.948004 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.742815 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-1.59277 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.782512 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-1.1269 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-1.08022 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-0.936657 # DEPENDENCYPART_GRANDPAR
(13,12),(12,18),-1.3491 # DEPENDENCYPART_GRANDPAR
(13,14),(14,2),-0.931918 # DEPENDENCYPART_GRANDPAR
(13,14),(14,3),-1.07615 # DEPENDENCYPART_GRANDPAR
(13,14),(14,5),-1.13613 # DEPENDENCYPART_GRANDPAR
(13,14),(14,7),-1.11842 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-0.921934 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-1.14644 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.883228 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-1.1428 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.617805 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.667066 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.264731 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),-0.752153 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),-0.634047 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.627738 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-0.968409 # DEPENDENCYPART_GRANDPAR
(13,16),(16,14),-0.2485 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),-0.709358 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.247465 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.746677 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.743223 # DEPENDENCYPART_GRANDPAR
(13,18),(18,12),-0.883228 # DEPENDENCYPART_GRANDPAR
(13,18),(18,13),-1.1428 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,18),(18,14),-0.209798 # DEPENDENCYPART_GRANDPAR
(13,18),(18,15),-0.718274 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),-0.626031 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),-0.486693 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),-0.634047 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),-0.523706 # DEPENDENCYPART_GRANDPAR
(14,2),(2,3),-0.671775 # DEPENDENCYPART_GRANDPAR
(14,2),(2,5),-0.406305 # DEPENDENCYPART_GRANDPAR
(14,2),(2,6),0.138366 # DEPENDENCYPART_GRANDPAR
(14,2),(2,7),-0.341564 # DEPENDENCYPART_GRANDPAR
(14,2),(2,9),-0.294641 # DEPENDENCYPART_GRANDPAR
(14,2),(2,10),-0.0283288 # DEPENDENCYPART_GRANDPAR
(14,2),(2,11),-0.142534 # DEPENDENCYPART_GRANDPAR
(14,2),(2,12),-0.0856233 # DEPENDENCYPART_GRANDPAR
(14,2),(2,14),-1.17899 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,2),(2,15),-0.915501 # DEPENDENCYPART_GRANDPAR
(14,2),(2,16),-0.888277 # DEPENDENCYPART_GRANDPAR
(14,2),(2,18),-0.522257 # DEPENDENCYPART_GRANDPAR
(14,2),(2,19),-0.981637 # DEPENDENCYPART_GRANDPAR
(14,3),(3,2),-0.261739 # DEPENDENCYPART_GRANDPAR
(14,3),(3,4),-0.17699 # DEPENDENCYPART_GRANDPAR
(14,3),(3,5),-0.492198 # DEPENDENCYPART_GRANDPAR
(14,3),(3,6),-0.382555 # DEPENDENCYPART_GRANDPAR
(14,3),(3,7),-0.438326 # DEPENDENCYPART_GRANDPAR
(14,3),(3,8),-0.50286 # DEPENDENCYPART_GRANDPAR
(14,3),(3,9),-0.284524 # DEPENDENCYPART_GRANDPAR
(14,3),(3,10),-0.193897 # DEPENDENCYPART_GRANDPAR
(14,3),(3,11),-0.240155 # DEPENDENCYPART_GRANDPAR
(14,3),(3,14),-1.2137 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,3),(3,19),-0.959626 # DEPENDENCYPART_GRANDPAR
(14,5),(5,1),-0.572363 # DEPENDENCYPART_GRANDPAR
(14,5),(5,2),-0.222231 # DEPENDENCYPART_GRANDPAR
(14,5),(5,3),-0.464852 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),-0.281355 # DEPENDENCYPART_GRANDPAR
(14,5),(5,6),0.0407863 # DEPENDENCYPART_GRANDPAR
(14,5),(5,7),-0.207809 # DEPENDENCYPART_GRANDPAR
(14,5),(5,8),-0.306265 # DEPENDENCYPART_GRANDPAR
(14,5),(5,19),-0.949369 # DEPENDENCYPART_GRANDPAR
(14,7),(7,2),-0.223834 # DEPENDENCYPART_GRANDPAR
(14,7),(7,3),-0.469055 # DEPENDENCYPART_GRANDPAR
(14,7),(7,4),-0.187441 # DEPENDENCYPART_GRANDPAR
(14,7),(7,5),-0.370094 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),-0.835034 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),-0.30369 # DEPENDENCYPART_GRANDPAR
(14,9),(9,1),-0.524648 # DEPENDENCYPART_GRANDPAR
(14,9),(9,2),-0.0920346 # DEPENDENCYPART_GRANDPAR
(14,9),(9,3),-0.576488 # DEPENDENCYPART_GRANDPAR
(14,9),(9,4),-0.167729 # DEPENDENCYPART_GRANDPAR
(14,9),(9,5),-0.437547 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),-0.843745 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),-0.418445 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.482993 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),-0.0387686 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),-0.139002 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),-0.0965383 # DEPENDENCYPART_GRANDPAR
(14,9),(9,14),-1.17899 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,9),(9,15),-0.915501 # DEPENDENCYPART_GRANDPAR
(14,9),(9,16),-0.888271 # DEPENDENCYPART_GRANDPAR
(14,9),(9,18),-0.522256 # DEPENDENCYPART_GRANDPAR
(14,11),(11,5),-0.564697 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.0753848 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),0.00724627 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),0.421005 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-1.19525 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),-0.963623 # DEPENDENCYPART_GRANDPAR
(14,11),(11,16),-0.986101 # DEPENDENCYPART_GRANDPAR
(14,11),(11,18),-0.538515 # DEPENDENCYPART_GRANDPAR
(14,11),(11,19),-1.04681 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.391606 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),0.286596 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-1.19102 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.795969 # DEPENDENCYPART_GRANDPAR
(14,12),(12,16),-0.97294 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),-0.532681 # DEPENDENCYPART_GRANDPAR
(14,12),(12,18),-0.534286 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),0.131753 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-1.11711 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.785339 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.944707 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-0.460377 # DEPENDENCYPART_GRANDPAR
(14,15),(15,16),-0.358668 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.70078 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.864892 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),-0.375007 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),0.0147169 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),0.131447 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.6328 # DEPENDENCYPART_GRANDPAR
(14,17),(17,12),-0.686041 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),-0.100865 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.646063 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,16),-0.513466 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),0.199021 # DEPENDENCYPART_GRANDPAR
(14,18),(18,12),-0.668789 # DEPENDENCYPART_GRANDPAR
(14,18),(18,13),-0.17127 # DEPENDENCYPART_GRANDPAR
(14,18),(18,14),-0.672541 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,18),(18,15),-0.268266 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),-0.436231 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),0.100781 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.461393 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),-0.116619 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.261199 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.594098 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-1.39385 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.251141 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.393231 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.695207 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.481984 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.470242 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),-0.363257 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),-0.422806 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-1.25853 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,17),-0.0536839 # DEPENDENCYPART_GRANDPAR
(16,12),(12,18),-0.165319 # DEPENDENCYPART_GRANDPAR
(16,14),(14,2),-0.513643 # DEPENDENCYPART_GRANDPAR
(16,14),(14,3),-0.33109 # DEPENDENCYPART_GRANDPAR
(16,14),(14,5),-0.249568 # DEPENDENCYPART_GRANDPAR
(16,14),(14,7),-0.229644 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),-0.301068 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.282571 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.364391 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.386966 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.344753 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-1.21078 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.165945 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),-0.185365 # DEPENDENCYPART_GRANDPAR
(16,14),(14,19),-1.01243 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-1.21585 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,12),-0.564383 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),-0.965578 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-0.772295 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.697048 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),0.285677 # DEPENDENCYPART_GRANDPAR
(16,18),(18,12),-0.581218 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),-1.07302 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-0.871924 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-1.0534 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.791745 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),0.572244 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),-0.593903 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),0.279047 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),-0.85418 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),-0.93327 # DEPENDENCYPART_GRANDPAR
(17,12),(12,14),-0.304763 # DEPENDENCYPART_GRANDPAR
(17,12),(12,15),-0.747047 # DEPENDENCYPART_GRANDPAR
(17,12),(12,16),-0.560264 # DEPENDENCYPART_GRANDPAR
(17,12),(12,17),-1.61958 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,12),(12,18),-0.722191 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-0.614143 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),-0.383768 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),-0.737132 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),-0.580568 # DEPENDENCYPART_GRANDPAR
(17,13),(13,18),-0.620914 # DEPENDENCYPART_GRANDPAR
(17,14),(14,2),-0.376325 # DEPENDENCYPART_GRANDPAR
(17,14),(14,3),-0.785233 # DEPENDENCYPART_GRANDPAR
(17,14),(14,5),-0.643972 # DEPENDENCYPART_GRANDPAR
(17,14),(14,7),-0.676251 # DEPENDENCYPART_GRANDPAR
(17,14),(14,9),-0.366403 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),-0.780034 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),-0.732419 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.69468 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),-0.756769 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),-0.547868 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-1.63229 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,18),-0.652685 # DEPENDENCYPART_GRANDPAR
(17,14),(14,19),-1.09701 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),-0.793656 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.36385 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.695074 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-1.62542 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.673558 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-1.11363 # DEPENDENCYPART_GRANDPAR
(17,18),(18,12),-1.01796 # DEPENDENCYPART_GRANDPAR
(17,18),(18,13),-1.37932 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-0.896765 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-1.2319 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.870839 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-1.16961 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),-0.683351 # DEPENDENCYPART_GRANDPAR
(18,12),(12,11),-0.48871 # DEPENDENCYPART_GRANDPAR
(18,12),(12,13),-0.0396805 # DEPENDENCYPART_GRANDPAR
(18,12),(12,14),-0.138465 # DEPENDENCYPART_GRANDPAR
(18,12),(12,15),-0.10434 # DEPENDENCYPART_GRANDPAR
(18,12),(12,16),0.0557889 # DEPENDENCYPART_GRANDPAR
(18,12),(12,17),0.432626 # DEPENDENCYPART_GRANDPAR
(18,12),(12,18),-1.33444 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,13),(13,12),-0.141877 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),-0.0992343 # DEPENDENCYPART_GRANDPAR
(18,13),(13,15),-0.0448834 # DEPENDENCYPART_GRANDPAR
(18,13),(13,16),0.104518 # DEPENDENCYPART_GRANDPAR
(18,13),(13,18),-1.26053 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,14),(14,2),0.133963 # DEPENDENCYPART_GRANDPAR
(18,14),(14,3),-0.616951 # DEPENDENCYPART_GRANDPAR
(18,14),(14,5),-0.304054 # DEPENDENCYPART_GRANDPAR
(18,14),(14,7),-0.355763 # DEPENDENCYPART_GRANDPAR
(18,14),(14,9),0.120158 # DEPENDENCYPART_GRANDPAR
(18,14),(14,11),-0.270957 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),-0.240045 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),0.186753 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),-0.125615 # DEPENDENCYPART_GRANDPAR
